,MLMAD FP Equity_DX_SI_QTY,MLMAD FP Equity_DX_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMAD FP Equity_DX_SI_MV,MLMAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SUPPLY_SI_QTY,MLMAD FP Equity_DX_BROKER_SI_QTY,MLMAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMAD FP Equity_DX_SUPPLY_SI_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMAD FP Equity_DX_BROKER_SI_CON_RATIO,MLMAD FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMAD FP Equity_PX_LAST
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2360.0,0.0,0.0,0.0,0.0,11.8
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2360.0,0.0,0.0,0.0,0.0,11.8
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2360.0,0.0,0.0,0.0,0.0,11.8
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2140.0,0.0,0.0,0.0,0.0,10.7
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2200.0,0.0,0.0,0.0,0.0,11.0
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2260.0,0.0,0.0,0.0,0.0,11.3
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2340.0,0.0,0.0,0.0,0.0,11.7
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2320.0,0.0,0.0,0.0,0.0,11.6
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2200.0,0.0,0.0,0.0,0.0,11.0
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2200.0,0.0,0.0,0.0,0.0,11.0
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2200.0,0.0,0.0,0.0,0.0,11.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2719.5,0.0,0.0,0.0,0.0,10.5
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2926.7,0.0,0.0,0.0,0.0,11.3
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,3108.0,0.0,0.0,0.0,0.0,12.0
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,3263.4,0.0,0.0,0.0,0.0,12.6
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,3470.6,0.0,0.0,0.0,0.0,13.4
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2349.1,0.0,0.0,0.0,0.0,13.9
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2366.0,0.0,0.0,0.0,0.0,14.0
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2349.1,0.0,0.0,0.0,0.0,13.9
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2349.1,0.0,0.0,0.0,0.0,13.9
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2281.5,0.0,0.0,0.0,0.0,13.5
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2281.5,0.0,0.0,0.0,0.0,13.5
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2247.7,0.0,0.0,0.0,0.0,13.3
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2213.9,0.0,0.0,0.0,0.0,13.1
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2213.9,0.0,0.0,0.0,0.0,13.1
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2213.9,0.0,0.0,0.0,0.0,13.1
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2213.9,0.0,0.0,0.0,0.0,13.1
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2450.5,0.0,0.0,0.0,0.0,14.5
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2450.5,0.0,0.0,0.0,0.0,14.5
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2146.3,0.0,0.0,0.0,0.0,12.7
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2146.3,0.0,0.0,0.0,0.0,12.7
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2399.8,0.0,0.0,0.0,0.0,14.2
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2518.1,0.0,0.0,0.0,0.0,14.9
