,MLMAD FP Equity_DX_SI_QTY,MLMAD FP Equity_DX_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMAD FP Equity_DX_SI_MV,MLMAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SUPPLY_SI_QTY,MLMAD FP Equity_DX_BROKER_SI_QTY,MLMAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMAD FP Equity_DX_SUPPLY_SI_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMAD FP Equity_DX_BROKER_SI_CON_RATIO,MLMAD FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMAD FP Equity_PX_LAST
2013-12-06,,,,,,,,,,,,,,,,,,,,3.5
2013-12-31,,,,,,,,,,,,,,,,,,,,3.5
2014-01-02,,,,,,,,,,,,,,,,,,,,3.5
2014-01-06,,,,,,,,,,,,,,,,,,,,3.5
2014-01-08,,,,,,,,,,,,,,,,,,,,3.5
2014-01-15,,,,,,,,,,,,,,,,,,,,3.6
2014-01-22,,,,,,,,,,,,,,,,,,,,3.5
2014-01-31,,,,,,,,,,,,,,,,,,,,3.45
2014-02-24,,,,,,,,,,,,,,,,,,,,2.26
2014-04-02,,,,,,,,,,,,,,,,,,,,2.29
2014-04-11,,,,,,,,,,,,,,,,,,,,2.07
2014-04-24,,,,,,,,,,,,,,,,,,,,2.27
2014-04-25,,,,,,,,,,,,,,,,,,,,2.38
2014-04-30,,,,,,,,,,,,,,,,,,,,2.61
2014-05-02,,,,,,,,,,,,,,,,,,,,2.86
2014-05-13,,,,,,,,,,,,,,,,,,,,3.4
2014-05-14,,,,,,,,,,,,,,,,,,,,3.25
2014-05-15,,,,,,,,,,,,,,,,,,,,3.45
2014-05-16,,,,,,,,,,,,,,,,,,,,3.56
2014-05-22,,,,,,,,,,,,,,,,,,,,3.65
2014-06-02,,,,,,,,,,,,,,,,,,,,3.65
2014-06-06,,,,,,,,,,,,,,,,,,,,3.75
2014-06-16,,,,,,,,,,,,,,,,,,,,4.0
2014-06-24,,,,,,,,,,,,,,,,,,,,4.07
2014-07-30,,,,,,,,,,,,,,,,,,,,4.0
2014-07-31,,,,,,,,,,,,,,,,,,,,4.0
2014-08-01,,,,,,,,,,,,,,,,,,,,4.0
2014-08-15,,,,,,,,,,,,,,,,,,,,4.0
2014-09-15,,,,,,,,,,,,,,,,,,,,3.95
2014-10-01,,,,,,,,,,,,,,,,,,,,3.95
2014-11-03,,,,,,,,,,,,,,,,,,,,3.95
2014-11-17,,,,,,,,,,,,,,,,,,,,3.0
2014-11-19,,,,,,,,,,,,,,,,,,,,3.3
2014-11-26,,,,,,,,,,,,,,,,,,,,2.45
2014-11-27,,,,,,,,,,,,,,,,,,,,2.45
2014-11-28,,,,,,,,,,,,,,,,,,,,2.68
2014-12-02,,,,,,,,,,,,,,,,,,,,3.23
2014-12-23,,,,,,,,,,,,,,,,,,,,3.35
2014-12-31,,,,,,,,,,,,,,,,,,,,3.35
2015-01-08,,,,,,,,,,,,,,,,,,,,3.6
2015-01-09,,,,,,,,,,,,,,,,,,,,3.9
2015-01-16,,,,,,,,,,,,,,,,,,,,3.9
2015-01-22,,,,,,,,,,,,,,,,,,,,3.47
2015-01-28,,,,,,,,,,,,,,,,,,,,3.5
2015-01-30,,,,,,,,,,,,,,,,,,,,3.5
2015-02-18,,,,,,,,,,,,,,,,,,,,3.3
2015-02-19,,,,,,,,,,,,,,,,,,,,3.15
2015-02-25,,,,,,,,,,,,,,,,,,,,3.8
2015-02-26,,,,,,,,,,,,,,,,,,,,3.8
2015-03-02,,,,,,,,,,,,,,,,,,,,3.8
2015-03-16,,,,,,,,,,,,,,,,,,,,3.8
2015-03-30,,,,,,,,,,,,,,,,,,,,3.76
2015-04-01,,,,,,,,,,,,,,,,,,,,3.76
2015-04-17,,,,,,,,,,,,,,,,,,,,3.49
2015-05-04,,,,,,,,,,,,,,,,,,,,3.49
2015-05-08,,,,,,,,,,,,,,,,,,,,3.49
2015-05-14,,,,,,,,,,,,,,,,,,,,3.49
2015-06-01,,,,,,,,,,,,,,,,,,,,3.49
2015-06-05,,,,,,,,,,,,,,,,,,,,3.5
2015-08-20,,,,,,,,,,,,,,,,,,,,3.46
2015-09-02,,,,,,,,,,,,,,,,,,,,3.5
2015-10-01,,,,,,,,,,,,,,,,,,,,3.5
2015-10-30,,,,,,,,,,,,,,,,,,,,3.5
2015-11-30,,,,,,,,,,,,,,,,,,,,3.36
2015-12-01,,,,,,,,,,,,,,,,,,,,3.36
2016-01-04,,,,,,,,,,,,,,,,,,,,3.29
2016-01-20,,,,,,,,,,,,,,,,,,,,1.97
2016-01-22,,,,,,,,,,,,,,,,,,,,2.35
2016-01-25,,,,,,,,,,,,,,,,,,,,2.58
2016-01-26,,,,,,,,,,,,,,,,,,,,2.7
2016-01-27,,,,,,,,,,,,,,,,,,,,2.7
2016-01-28,,,,,,,,,,,,,,,,,,,,2.7
2016-01-29,,,,,,,,,,,,,,,,,,,,2.7
2016-02-01,,,,,,,,,,,,,,,,,,,,2.7
2016-02-04,,,,,,,,,,,,,,,,,,,,2.78
2016-02-05,,,,,,,,,,,,,,,,,,,,3.05
2016-02-11,,,,,,,,,,,,,,,,,,,,2.89
2016-02-25,,,,,,,,,,,,,,,,,,,,2.89
2016-02-26,,,,,,,,,,,,,,,,,,,,2.75
2016-03-01,,,,,,,,,,,,,,,,,,,,2.75
2016-03-08,,,,,,,,,,,,,,,,,,,,2.95
2016-04-25,,,,,,,,,,,,,,,,,,,,2.95
2016-05-05,,,,,,,,,,,,,,,,,,,,2.94
2016-07-01,,,,,,,,,,,,,,,,,,,,2.94
2016-08-30,,,,,,,,,,,,,,,,,,,,2.94
2016-09-01,,,,,,,,,,,,,,,,,,,,2.94
2016-09-07,,,,,,,,,,,,,,,,,,,,2.9
2016-10-03,,,,,,,,,,,,,,,,,,,,2.9
2016-10-07,,,,,,,,,,,,,,,,,,,,2.87
2016-10-19,,,,,,,,,,,,,,,,,,,,2.79
2016-10-20,,,,,,,,,,,,,,,,,,,,2.79
2016-11-10,,,,,,,,,,,,,,,,,,,,2.79
2016-11-30,,,,,,,,,,,,,,,,,,,,2.79
2016-12-08,,,,,,,,,,,,,,,,,,,,2.79
2016-12-12,,,,,,,,,,,,,,,,,,,,2.79
2016-12-13,,,,,,,,,,,,,,,,,,,,2.78
2016-12-16,,,,,,,,,,,,,,,,,,,,2.5
2016-12-30,,,,,,,,,,,,,,,,,,,,2.5
2017-01-17,,,,,,,,,,,,,,,,,,,,2.25
2017-01-25,,,,,,,,,,,,,,,,,,,,2.0
2017-01-27,,,,,,,,,,,,,,,,,,,,2.0
2017-02-01,,,,,,,,,,,,,,,,,,,,2.0
2017-02-06,,,,,,,,,,,,,,,,,,,,2.0
2017-02-28,,,,,,,,,,,,,,,,,,,,1.5
2017-03-06,,,,,,,,,,,,,,,,,,,,1.65
2017-03-07,,,,,,,,,,,,,,,,,,,,1.8
2017-03-09,,,,,,,,,,,,,,,,,,,,1.5
2017-03-10,,,,,,,,,,,,,,,,,,,,1.5
2017-03-14,,,,,,,,,,,,,,,,,,,,1.65
2017-03-15,,,,,,,,,,,,,,,,,,,,1.65
2017-03-20,,,,,,,,,,,,,,,,,,,,1.65
2017-03-30,,,,,,,,,,,,,,,,,,,,1.34
2017-04-03,,,,,,,,,,,,,,,,,,,,1.34
2017-04-19,,,,,,,,,,,,,,,,,,,,1.5
2017-05-02,,,,,,,,,,,,,,,,,,,,1.45
2017-05-22,,,,,,,,,,,,,,,,,,,,1.45
2017-06-05,,,,,,,,,,,,,,,,,,,,1.5
2017-06-27,,,,,,,,,,,,,,,,,,,,1.4
2017-08-02,,,,,,,,,,,,,,,,,,,,1.3
2017-09-06,,,,,,,,,,,,,,,,,,,,1.5
2017-10-03,,,,,,,,,,,,,,,,,,,,1.5
2017-10-06,,,,,,,,,,,,,,,,,,,,1.5
2017-11-01,,,,,,,,,,,,,,,,,,,,1.5
2017-11-09,,,,,,,,,,,,,,,,,,,,1.7
2017-11-14,,,,,,,,,,,,,,,,,,,,2.24
2017-11-15,,,,,,,,,,,,,,,,,,,,2.3
2017-11-17,,,,,,,,,,,,,,,,,,,,2.3
2017-11-27,,,,,,,,,,,,,,,,,,,,2.3
2017-12-13,,,,,,,,,,,,,,,,,,,,2.4
2017-12-22,,,,,,,,,,,,,,,,,,,,2.4
2017-12-29,,,,,,,,,,,,,,,,,,,,2.4
2018-01-24,,,,,,,,,,,,,,,,,,,,2.5
2018-02-02,,,,,,,,,,,,,,,,,,,,2.5
2018-02-05,,,,,,,,,,,,,,,,,,,,2.38
2018-03-12,,,,,,,,,,,,,,,,,,,,2.0
2018-03-14,,,,,,,,,,,,,,,,,,,,2.3
2018-03-19,,,,,,,,,,,,,,,,,,,,2.0
2018-04-04,,,,,,,,,,,,,,,,,,,,2.3
2018-04-10,,,,,,,,,,,,,,,,,,,,2.2
2018-04-12,,,,,,,,,,,,,,,,,,,,2.2
2018-04-17,,,,,,,,,,,,,,,,,,,,2.2
2018-04-27,,,,,,,,,,,,,,,,,,,,2.2
2018-06-05,,,,,,,,,,,,,,,,,,,,2.5
2018-06-26,,,,,,,,,,,,,,,,,,,,2.5
2018-07-09,,,,,,,,,,,,,,,,,,,,2.26
2018-07-26,,,,,,,,,,,,,,,,,,,,2.5
2018-07-27,,,,,,,,,,,,,,,,,,,,2.5
2018-07-30,,,,,,,,,,,,,,,,,,,,2.5
2018-07-31,,,,,,,,,,,,,,,,,,,,2.5
2018-08-01,,,,,,,,,,,,,,,,,,,,2.5
2018-08-02,,,,,,,,,,,,,,,,,,,,2.5
2018-08-03,,,,,,,,,,,,,,,,,,,,2.5
2018-08-06,,,,,,,,,,,,,,,,,,,,2.5
2018-08-07,,,,,,,,,,,,,,,,,,,,2.5
2018-08-08,,,,,,,,,,,,,,,,,,,,2.5
2018-08-09,,,,,,,,,,,,,,,,,,,,2.5
2018-08-10,,,,,,,,,,,,,,,,,,,,2.5
2018-08-13,,,,,,,,,,,,,,,,,,,,2.5
2018-08-14,,,,,,,,,,,,,,,,,,,,2.5
2018-08-15,,,,,,,,,,,,,,,,,,,,2.5
2018-08-17,,,,,,,,,,,,,,,,,,,,2.5
2018-08-21,,,,,,,,,,,,,,,,,,,,2.5
2018-08-22,,,,,,,,,,,,,,,,,,,,2.5
2018-08-27,,,,,,,,,,,,,,,,,,,,2.5
2018-10-03,,,,,,,,,,,,,,,,,,,,2.5
2018-10-25,,,,,,,,,,,,,,,,,,,,2.5
2018-11-02,,,,,,,,,,,,,,,,,,,,2.5
2018-11-05,,,,,,,,,,,,,,,,,,,,2.5
2018-11-12,,,,,,,,,,,,,,,,,,,,2.5
2018-11-15,,,,,,,,,,,,,,,,,,,,2.3
2018-11-16,,,,,,,,,,,,,,,,,,,,2.5
2018-12-14,,,,,,,,,,,,,,,,,,,,2.16
2018-12-19,,,,,,,,,,,,,,,,,,,,2.5
2018-12-27,,,,,,,,,,,,,,,,,,,,2.7
2019-01-02,,,,,,,,,,,,,,,,,,,,2.68
2019-01-03,,,,,,,,,,,,,,,,,,,,2.7
2019-01-04,,,,,,,,,,,,,,,,,,,,2.7
2019-01-07,,,,,,,,,,,,,,,,,,,,2.7
2019-01-09,,,,,,,,,,,,,,,,,,,,2.7
2019-01-10,,,,,,,,,,,,,,,,,,,,2.7
2019-01-11,,,,,,,,,,,,,,,,,,,,2.72
2019-01-14,,,,,,,,,,,,,,,,,,,,2.7
2019-01-16,,,,,,,,,,,,,,,,,,,,2.9
2019-01-17,,,,,,,,,,,,,,,,,,,,2.9
2019-01-18,,,,,,,,,,,,,,,,,,,,2.9
2019-01-21,,,,,,,,,,,,,,,,,,,,3.16
2019-01-25,,,,,,,,,,,,,,,,,,,,3.46
2019-01-28,,,,,,,,,,,,,,,,,,,,3.46
2019-01-30,,,,,,,,,,,,,,,,,,,,3.8
2019-02-05,,,,,,,,,,,,,,,,,,,,4.18
2019-02-06,,,,,,,,,,,,,,,,,,,,4.18
2019-02-08,,,,,,,,,,,,,,,,,,,,4.18
2019-02-11,,,,,,,,,,,,,,,,,,,,4.18
2019-02-13,,,,,,,,,,,,,,,,,,,,3.96
2019-02-14,,,,,,,,,,,,,,,,,,,,4.0
2019-02-28,,,,,,,,,,,,,,,,,,,,4.0
2019-03-20,,,,,,,,,,,,,,,,,,,,4.84
2019-03-25,,,,,,,,,,,,,,,,,,,,4.8
2019-04-08,,,,,,,,,,,,,,,,,,,,5.0
2019-04-12,,,,,,,,,,,,,,,,,,,,4.8
2019-04-17,,,,,,,,,,,,,,,,,,,,5.0
2019-04-23,,,,,,,,,,,,,,,,,,,,5.0
2019-05-06,,,,,,,,,,,,,,,,,,,,4.8
2019-05-08,,,,,,,,,,,,,,,,,,,,5.0
2019-05-10,,,,,,,,,,,,,,,,,,,,5.0
2019-06-03,,,,,,,,,,,,,,,,,,,,5.0
2019-10-03,,,,,,,,,,,,,,,,,,,,4.0
2019-10-07,,,,,,,,,,,,,,,,,,,,4.4
2019-10-11,,,,,,,,,,,,,,,,,,,,4.3
2019-10-16,,,,,,,,,,,,,,,,,,,,4.3
2019-10-22,,,,,,,,,,,,,,,,,,,,4.1
2019-11-01,,,,,,,,,,,,,,,,,,,,5.5
2019-11-04,,,,,,,,,,,,,,,,,,,,5.0
2019-11-05,,,,,,,,,,,,,,,,,,,,5.0
2019-11-06,,,,,,,,,,,,,,,,,,,,4.5
2019-11-08,,,,,,,,,,,,,,,,,,,,5.5
2019-11-11,,,,,,,,,,,,,,,,,,,,5.95
2019-11-12,,,,,,,,,,,,,,,,,,,,5.6
2019-11-13,,,,,,,,,,,,,,,,,,,,5.5
2019-11-19,,,,,,,,,,,,,,,,,,,,5.5
2019-11-20,,,,,,,,,,,,,,,,,,,,5.5
2019-11-22,,,,,,,,,,,,,,,,,,,,5.05
2019-11-25,,,,,,,,,,,,,,,,,,,,5.05
2019-11-29,,,,,,,,,,,,,,,,,,,,5.6
2019-12-02,,,,,,,,,,,,,,,,,,,,5.8
2019-12-04,,,,,,,,,,,,,,,,,,,,5.6
2019-12-09,,,,,,,,,,,,,,,,,,,,5.8
2019-12-10,,,,,,,,,,,,,,,,,,,,5.8
2019-12-11,,,,,,,,,,,,,,,,,,,,5.8
2019-12-12,,,,,,,,,,,,,,,,,,,,5.8
2019-12-16,,,,,,,,,,,,,,,,,,,,5.9
2019-12-17,,,,,,,,,,,,,,,,,,,,5.9
2019-12-18,,,,,,,,,,,,,,,,,,,,5.8
2019-12-19,,,,,,,,,,,,,,,,,,,,5.8
2019-12-23,,,,,,,,,,,,,,,,,,,,5.45
2019-12-30,,,,,,,,,,,,,,,,,,,,5.2
2020-01-09,,,,,,,,,,,,,,,,,,,,5.4
2020-01-10,,,,,,,,,,,,,,,,,,,,5.3
2020-01-13,,,,,,,,,,,,,,,,,,,,5.3
2020-01-16,,,,,,,,,,,,,,,,,,,,5.3
2020-01-23,,,,,,,,,,,,,,,,,,,,6.0
2020-01-24,,,,,,,,,,,,,,,,,,,,6.0
2020-01-27,,,,,,,,,,,,,,,,,,,,6.1
2020-01-28,,,,,,,,,,,,,,,,,,,,5.4
2020-01-31,,,,,,,,,,,,,,,,,,,,5.8
2020-02-03,,,,,,,,,,,,,,,,,,,,6.1
2020-02-05,,,,,,,,,,,,,,,,,,,,5.6
2020-02-06,,,,,,,,,,,,,,,,,,,,5.8
2020-02-10,,,,,,,,,,,,,,,,,,,,6.1
2020-02-24,,,,,,,,,,,,,,,,,,,,5.75
2020-02-26,,,,,,,,,,,,,,,,,,,,5.9
2020-02-27,,,,,,,,,,,,,,,,,,,,5.9
2020-02-28,,,,,,,,,,,,,,,,,,,,5.7
2020-03-02,,,,,,,,,,,,,,,,,,,,5.25
2020-03-03,,,,,,,,,,,,,,,,,,,,5.55
2020-03-04,,,,,,,,,,,,,,,,,,,,5.55
2020-03-10,,,,,,,,,,,,,,,,,,,,5.05
2020-03-12,,,,,,,,,,,,,,,,,,,,5.0
2020-03-13,,,,,,,,,,,,,,,,,,,,5.5
2020-03-16,,,,,,,,,,,,,,,,,,,,5.0
2020-03-18,,,,,,,,,,,,,,,,,,,,5.0
2020-03-19,,,,,,,,,,,,,,,,,,,,5.0
2020-03-20,,,,,,,,,,,,,,,,,,,,5.0
2020-03-23,,,,,,,,,,,,,,,,,,,,5.3
2020-04-27,,,,,,,,,,,,,,,,,,,,5.3
2020-05-29,,,,,,,,,,,,,,,,,,,,5.3
2020-06-03,,,,,,,,,,,,,,,,,,,,5.0
2020-06-04,,,,,,,,,,,,,,,,,,,,5.3
2020-06-16,,,,,,,,,,,,,,,,,,,,5.4
2020-07-06,,,,,,,,,,,,,,,,,,,,5.5
2020-07-07,,,,,,,,,,,,,,,,,,,,6.0
2020-07-08,,,,,,,,,,,,,,,,,,,,6.0
2020-07-22,,,,,,,,,,,,,,,,,,,,6.0
2020-07-29,,,,,,,,,,,,,,,,,,,,6.0
2020-07-30,,,,,,,,,,,,,,,,,,,,5.4
2020-08-04,,,,,,,,,,,,,,,,,,,,5.5
2020-08-12,,,,,,,,,,,,,,,,,,,,5.5
2020-09-01,,,,,,,,,,,,,,,,,,,,6.0
2020-09-02,,,,,,,,,,,,,,,,,,,,6.0
2020-09-03,,,,,,,,,,,,,,,,,,,,5.6
2020-09-07,,,,,,,,,,,,,,,,,,,,5.6
2020-09-15,,,,,,,,,,,,,,,,,,,,5.5
2020-09-24,,,,,,,,,,,,,,,,,,,,5.5
2020-10-09,,,,,,,,,,,,,,,,,,,,5.8
2020-10-26,,,,,,,,,,,,,,,,,,,,6.8
2020-11-10,,,,,,,,,,,,,,,,,,,,5.55
2020-11-11,,,,,,,,,,,,,,,,,,,,5.55
2020-11-12,,,,,,,,,,,,,,,,,,,,5.55
2020-11-13,,,,,,,,,,,,,,,,,,,,5.55
2020-11-16,,,,,,,,,,,,,,,,,,,,5.05
2020-11-17,,,,,,,,,,,,,,,,,,,,5.0
2020-11-20,,,,,,,,,,,,,,,,,,,,5.05
2020-11-23,,,,,,,,,,,,,,,,,,,,5.05
2020-11-24,,,,,,,,,,,,,,,,,,,,5.0
2020-11-25,,,,,,,,,,,,,,,,,,,,5.0
2020-11-26,,,,,,,,,,,,,,,,,,,,5.05
2020-11-27,,,,,,,,,,,,,,,,,,,,5.05
2020-11-30,,,,,,,,,,,,,,,,,,,,5.05
2020-12-01,,,,,,,,,,,,,,,,,,,,5.55
2020-12-02,,,,,,,,,,,,,,,,,,,,5.25
2020-12-03,,,,,,,,,,,,,,,,,,,,5.0
2020-12-07,,,,,,,,,,,,,,,,,,,,5.25
2020-12-08,,,,,,,,,,,,,,,,,,,,5.1
2020-12-09,,,,,,,,,,,,,,,,,,,,5.1
2020-12-10,,,,,,,,,,,,,,,,,,,,5.1
2020-12-17,,,,,,,,,,,,,,,,,,,,5.55
2020-12-21,,,,,,,,,,,,,,,,,,,,5.55
2020-12-22,,,,,,,,,,,,,,,,,,,,5.45
2020-12-23,,,,,,,,,,,,,,,,,,,,5.45
2020-12-28,,,,,,,,,,,,,,,,,,,,5.5
2020-12-29,,,,,,,,,,,,,,,,,,,,5.8
2021-01-04,,,,,,,,,,,,,,,,,,,,5.5
2021-01-08,,,,,,,,,,,,,,,,,,,,5.75
2021-01-11,,,,,,,,,,,,,,,,,,,,5.8
2021-01-12,,,,,,,,,,,,,,,,,,,,6.0
2021-01-13,,,,,,,,,,,,,,,,,,,,5.5
2021-01-14,,,,,,,,,,,,,,,,,,,,5.5
2021-01-15,,,,,,,,,,,,,,,,,,,,5.5
2021-01-18,,,,,,,,,,,,,,,,,,,,5.5
2021-01-19,,,,,,,,,,,,,,,,,,,,5.5
2021-01-20,,,,,,,,,,,,,,,,,,,,5.3
2021-01-21,,,,,,,,,,,,,,,,,,,,5.5
2021-01-25,,,,,,,,,,,,,,,,,,,,6.0
2021-01-26,,,,,,,,,,,,,,,,,,,,6.5
2021-01-27,,,,,,,,,,,,,,,,,,,,6.5
2021-02-04,,,,,,,,,,,,,,,,,,,,6.5
2021-02-05,,,,,,,,,,,,,,,,,,,,6.0
2021-02-08,,,,,,,,,,,,,,,,,,,,6.0
2021-02-10,,,,,,,,,,,,,,,,,,,,6.1
2021-02-11,,,,,,,,,,,,,,,,,,,,6.85
2021-02-12,,,,,,,,,,,,,,,,,,,,6.85
2021-02-15,,,,,,,,,,,,,,,,,,,,6.7
2021-02-19,,,,,,,,,,,,,,,,,,,,6.2
2021-02-23,,,,,,,,,,,,,,,,,,,,5.6
2021-03-05,,,,,,,,,,,,,,,,,,,,6.8
2021-03-08,,,,,,,,,,,,,,,,,,,,5.8
2021-03-12,,,,,,,,,,,,,,,,,,,,6.85
2021-03-16,,,,,,,,,,,,,,,,,,,,6.85
2021-03-17,,,,,,,,,,,,,,,,,,,,6.8
2021-03-22,,,,,,,,,,,,,,,,,,,,7.0
2021-03-25,,,,,,,,,,,,,,,,,,,,7.5
2021-04-06,,,,,,,,,,,,,,,,,,,,8.0
2021-04-08,,,,,,,,,,,,,,,,,,,,7.45
2021-04-09,,,,,,,,,,,,,,,,,,,,7.5
2021-04-12,,,,,,,,,,,,,,,,,,,,7.5
2021-04-14,,,,,,,,,,,,,,,,,,,,6.75
2021-04-15,,,,,,,,,,,,,,,,,,,,6.65
2021-04-16,,,,,,,,,,,,,,,,,,,,7.5
2021-04-19,,,,,,,,,,,,,,,,,,,,7.5
2021-04-20,,,,,,,,,,,,,,,,,,,,7.45
2021-04-22,,,,,,,,,,,,,,,,,,,,7.4
2021-05-04,,,,,,,,,,,,,,,,,,,,7.55
2021-05-05,,,,,,,,,,,,,,,,,,,,7.55
2021-05-17,,,,,,,,,,,,,,,,,,,,7.55
2021-05-18,,,,,,,,,,,,,,,,,,,,7.1
2021-05-24,,,,,,,,,,,,,,,,,,,,7.9
2021-05-27,,,,,,,,,,,,,,,,,,,,8.0
2021-06-02,,,,,,,,,,,,,,,,,,,,8.0
2021-06-04,,,,,,,,,,,,,,,,,,,,8.0
2021-06-07,,,,,,,,,,,,,,,,,,,,8.0
2021-06-08,,,,,,,,,,,,,,,,,,,,8.0
2021-06-09,,,,,,,,,,,,,,,,,,,,8.0
2021-06-11,,,,,,,,,,,,,,,,,,,,8.2
2021-06-17,,,,,,,,,,,,,,,,,,,,8.0
2021-06-24,,,,,,,,,,,,,,,,,,,,8.2
2021-06-25,,,,,,,,,,,,,,,,,,,,7.4
2021-07-02,,,,,,,,,,,,,,,,,,,,7.4
2021-07-06,,,,,,,,,,,,,,,,,,,,7.45
2021-07-07,,,,,,,,,,,,,,,,,,,,8.95
2021-07-12,,,,,,,,,,,,,,,,,,,,8.75
2021-08-03,,,,,,,,,,,,,,,,,,,,8.75
2021-08-12,,,,,,,,,,,,,,,,,,,,7.6
2021-08-13,,,,,,,,,,,,,,,,,,,,8.7
2021-08-16,,,,,,,,,,,,,,,,,,,,8.7
2021-08-17,,,,,,,,,,,,,,,,,,,,7.65
2021-08-18,,,,,,,,,,,,,,,,,,,,7.6
2021-08-24,,,,,,,,,,,,,,,,,,,,7.6
2021-08-25,,,,,,,,,,,,,,,,,,,,7.6
2021-08-26,,,,,,,,,,,,,,,,,,,,7.65
2021-08-27,,,,,,,,,,,,,,,,,,,,8.4
2021-08-30,,,,,,,,,,,,,,,,,,,,7.65
2021-08-31,,,,,,,,,,,,,,,,,,,,7.6
2021-09-01,,,,,,,,,,,,,,,,,,,,7.6
2021-09-02,,,,,,,,,,,,,,,,,,,,8.35
2021-09-03,,,,,,,,,,,,,,,,,,,,7.6
2021-09-06,,,,,,,,,,,,,,,,,,,,7.6
2021-09-08,,,,,,,,,,,,,,,,,,,,7.2
2021-09-09,,,,,,,,,,,,,,,,,,,,7.15
2021-09-13,,,,,,,,,,,,,,,,,,,,7.4
2021-09-15,,,,,,,,,,,,,,,,,,,,7.15
2021-09-16,,,,,,,,,,,,,,,,,,,,7.6
2021-09-17,,,,,,,,,,,,,,,,,,,,7.55
2021-09-20,,,,,,,,,,,,,,,,,,,,7.55
2021-09-22,,,,,,,,,,,,,,,,,,,,7.15
2021-10-05,,,,,,,,,,,,,,,,,,,,8.0
2021-10-11,,,,,,,,,,,,,,,,,,,,7.35
2021-10-13,,,,,,,,,,,,,,,,,,,,8.0
2021-10-29,,,,,,,,,,,,,,,,,,,,8.0
2021-11-01,,,,,,,,,,,,,,,,,,,,8.9
2021-11-17,,,,,,,,,,,,,,,,,,,,8.6
2021-11-18,,,,,,,,,,,,,,,,,,,,8.4
2021-11-19,,,,,,,,,,,,,,,,,,,,8.4
2021-11-23,,,,,,,,,,,,,,,,,,,,8.45
2021-12-07,,,,,,,,,,,,,,,,,,,,7.65
2021-12-08,,,,,,,,,,,,,,,,,,,,8.35
2021-12-09,,,,,,,,,,,,,,,,,,,,8.35
2021-12-13,,,,,,,,,,,,,,,,,,,,8.4
2021-12-14,,,,,,,,,,,,,,,,,,,,8.4
2021-12-16,,,,,,,,,,,,,,,,,,,,8.4
2021-12-17,,,,,,,,,,,,,,,,,,,,8.4
2021-12-20,,,,,,,,,,,,,,,,,,,,8.4
2021-12-21,,,,,,,,,,,,,,,,,,,,8.0
2021-12-22,,,,,,,,,,,,,,,,,,,,8.0
2021-12-23,,,,,,,,,,,,,,,,,,,,8.0
2021-12-29,,,,,,,,,,,,,,,,,,,,8.0
2022-01-04,,,,,,,,,,,,,,,,,,,,8.0
2022-01-07,,,,,,,,,,,,,,,,,,,,7.95
2022-01-12,,,,,,,,,,,,,,,,,,,,8.0
2022-01-13,,,,,,,,,,,,,,,,,,,,7.5
2022-01-14,,,,,,,,,,,,,,,,,,,,7.5
2022-01-20,,,,,,,,,,,,,,,,,,,,7.9
2022-01-21,,,,,,,,,,,,,,,,,,,,7.9
2022-01-25,,,,,,,,,,,,,,,,,,,,7.2
2022-01-26,,,,,,,,,,,,,,,,,,,,7.9
2022-02-01,,,,,,,,,,,,,,,,,,,,7.65
2022-02-03,,,,,,,,,,,,,,,,,,,,7.65
2022-02-04,,,,,,,,,,,,,,,,,,,,7.9
2022-02-07,,,,,,,,,,,,,,,,,,,,8.0
2022-02-08,,,,,,,,,,,,,,,,,,,,8.0
2022-03-03,,,,,,,,,,,,,,,,,,,,7.15
2022-03-04,,,,,,,,,,,,,,,,,,,,8.0
2022-03-07,,,,,,,,,,,,,,,,,,,,7.2
2022-03-09,,,,,,,,,,,,,,,,,,,,7.9
2022-03-11,,,,,,,,,,,,,,,,,,,,8.5
2022-03-14,,,,,,,,,,,,,,,,,,,,8.5
2022-03-16,,,,,,,,,,,,,,,,,,,,7.65
2022-03-21,,,,,,,,,,,,,,,,,,,,7.65
2022-03-22,,,,,,,,,,,,,,,,,,,,8.5
2022-03-23,,,,,,,,,,,,,,,,,,,,7.65
2022-03-28,,,,,,,,,,,,,,,,,,,,7.65
2022-04-04,,,,,,,,,,,,,,,,,,,,7.65
2022-04-11,,,,,,,,,,,,,,,,,,,,7.6
2022-04-19,,,,,,,,,,,,,,,,,,,,8.0
2022-04-25,,,,,,,,,,,,,,,,,,,,7.1
2022-04-28,,,,,,,,,,,,,,,,,,,,8.0
