,FMI FP Equity_DX_SI_QTY,FMI FP Equity_DX_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FMI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FMI FP Equity_DX_SI_MV,FMI FP Equity_DX_DSS,FMI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY,FMI FP Equity_DX_BROKER_SI_QTY,FMI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FMI FP Equity_DX_BROKER_SI_MV_NEW_x,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_x,FMI FP Equity_DX_BROKER_SI_MV_INC_x,FMI FP Equity_DX_BROKER_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_NEW,FMI FP Equity_DX_SUPPLY_SI_MV_DEC,FMI FP Equity_DX_BROKER_SI_QTY_INC,FMI FP Equity_DX_SUPPLY_SI_QTY_DEC,FMI FP Equity_DX_BROKER_SI_MV_NEW_y,FMI FP Equity_DX_BROKER_SI_MV_INC_y,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_y,FMI FP Equity_DX_BROKER_SI_MV_ADD,FMI FP Equity_DX_SUPPLY_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_DEC,FMI FP Equity_DX_SUPPLY_SI_MV,FMI FP Equity_DX_BROKER_SI_MV_DEC,FMI FP Equity_DX_SUPPLY_SI_MV_RMV,FMI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FMI FP Equity_DX_UTILIZATION_QUANTITY,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FMI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FMI FP Equity_DX_ACTIVE_UTILIZATION_MV,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FMI FP Equity_DX_BROKER_SI_CON_RATIO,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FMI FP Equity_DX_DEMAND_SUPPLY_RATIO,FMI FP Equity_PX_LAST
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.825
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.365
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.305
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.375
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.655
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.97
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.57
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.555
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.515
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.395
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.32
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.535
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.55
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.965
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.25
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.015
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.315
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.065
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.74
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.225
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.435
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.355
2012-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9540.0,246895.2,,0.25,0.0,,0.0,,0.0,25.88
2012-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9540.0,246275.1,,0.24,0.0,,0.0,,0.0,25.815
2012-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9540.0,248421.6,,0.25,0.0,,0.0,,0.0,26.04
2012-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9540.0,251569.8,,0.25,0.0,,0.0,,0.0,26.37
2012-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,497988.0,,0.5,0.0,,0.0,,0.0,26.1
2012-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,508672.8,,0.51,0.0,,0.0,,0.0,26.66
2012-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,504093.6,,0.5,0.0,,0.0,,0.0,26.42
2012-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,490642.2,,0.49,0.0,,0.0,,0.0,25.715
2012-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,492741.0,,0.5,0.0,,0.0,,0.0,25.825
2012-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,485204.4,,0.49,0.0,,0.0,,0.0,25.43
2012-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,488543.4,,0.49,0.0,,0.0,,0.0,25.605
2012-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,487971.0,,0.49,0.0,,0.0,,0.0,25.575
2012-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,489974.4,,0.49,0.0,,0.0,,0.0,25.68
2012-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,473661.0,,0.48,0.0,,0.0,,0.0,24.825
2012-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,474615.0,,0.48,0.0,,0.0,,0.0,24.875
2012-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,461831.4,,0.47,0.0,,0.0,,0.0,24.205
2012-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,476046.0,,0.48,0.0,,0.0,,0.0,24.95
2012-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19080.0,476046.0,,0.48,0.0,,0.0,,0.0,24.95
2012-10-03,3000.0,75045.0,0.22,0.14,0.08,,0.0,3000.0,0.0,75045.0,,,,,,,,,,,,,3000.0,,0.08,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,25.015
2012-10-04,3000.0,74940.0,0.22,0.14,0.07,,0.0,3000.0,0.0,74940.0,,,,,,,,,,,,,,,0.07,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,24.98
2012-10-05,3000.0,76740.0,0.22,0.14,0.08,,0.0,3000.0,0.0,76740.0,,,,,,,,,,,,,,,0.08,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,25.58
2012-10-08,3000.0,75225.0,0.19,0.14,0.08,,0.0,3000.0,0.0,75225.0,,,,,,,,,,,,,,,0.08,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,25.075
2012-10-09,3000.0,75045.0,0.19,0.14,0.08,,0.0,3000.0,0.0,75045.0,,,,,,,,,,,,,,,0.08,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,25.015
2012-10-10,3000.0,74520.0,0.19,0.13,0.07,,0.0,3000.0,0.0,74520.0,,,,,,,,,,,,,,,0.07,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,24.84
2012-10-11,3000.0,75510.0,0.18,0.13,0.08,,0.0,3000.0,0.0,75510.0,,,,,,,,,,,,,,,0.08,,,100.0,15.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1572,25.17
2012-10-12,1000.0,25000.0,0.06,0.04,0.03,,0.0,1000.0,0.0,25000.0,,,,,,0.05,,2000.0,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,25.0
2012-10-15,1000.0,25120.0,0.06,0.04,0.03,,0.0,1000.0,0.0,25120.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,25.12
2012-10-16,1000.0,25750.0,0.07,0.03,0.03,,0.0,1000.0,0.0,25750.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,25.75
2012-10-17,1000.0,26210.0,0.06,0.03,0.03,,0.0,1000.0,0.0,26210.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,26.21
2012-10-18,1000.0,26105.0,0.06,0.03,0.03,,0.0,1000.0,0.0,26105.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,26.105
2012-10-19,1000.0,25615.0,0.06,0.03,0.03,,0.0,1000.0,0.0,25615.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,25.615
2012-10-22,1000.0,25595.0,0.06,0.03,0.03,,0.0,1000.0,0.0,25595.0,,,,,,,,,,,,,,,0.03,,,100.0,5.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0524,25.595
2012-10-23,1000.0,25155.0,0.06,0.03,0.03,,0.0,1000.0,0.0,25155.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,688743.9,,0.69,3.55,,1.0,100.0,0.0352,25.155
2012-10-24,1000.0,25290.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25290.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,692440.2,,0.69,3.52,,1.0,100.0,0.0352,25.29
2012-10-25,1000.0,25040.0,0.05,0.03,0.02,,0.0,1000.0,0.0,25040.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,685595.2,,0.69,3.48,,1.0,100.0,0.0352,25.04
2012-10-26,1000.0,25130.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25130.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,688059.4,,0.69,3.54,,1.0,100.0,0.0352,25.13
2012-10-29,1000.0,24735.0,0.05,0.03,0.02,,0.0,1000.0,0.0,24735.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,677244.3,,0.68,3.5,,1.0,100.0,0.0352,24.735
2012-10-30,1000.0,25050.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25050.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,685869.0,,0.68,3.53,,1.0,100.0,0.0352,25.05
2012-10-31,1000.0,24990.0,0.05,0.03,0.02,,0.0,1000.0,0.0,24990.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,684226.2,,0.69,3.49,,1.0,100.0,0.0352,24.99
2012-11-01,1000.0,25470.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25470.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,697368.6,,0.69,3.58,,1.0,100.0,0.0352,25.47
2012-11-02,1000.0,25445.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25445.0,,,,,,,,,,,,,,,0.03,,,100.0,3.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0352,25.445
2012-11-05,1000.0,25065.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25065.0,,,,,,,,,,,,,,,0.03,,,100.0,3.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0352,25.065
2012-11-06,1000.0,25295.0,0.05,0.03,0.03,,0.0,1000.0,0.0,25295.0,,,,,,,,,,,,,,,0.03,,0.03,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,,1.0,100.0,0.0,25.295
2012-11-07,1000.0,24630.0,0.05,0.03,0.03,,0.0,1000.0,0.0,24630.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,674369.4,,0.69,3.52,,1.0,100.0,0.0352,24.63
2012-11-08,1000.0,24470.0,0.04,0.03,0.03,,0.0,1000.0,0.0,24470.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,669988.6,,0.69,3.52,,1.0,100.0,0.0352,24.47
2012-11-09,1000.0,24445.0,0.04,0.02,0.02,,0.0,1000.0,0.0,24445.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,669304.1,,0.68,3.52,,1.0,100.0,0.0352,24.445
2012-11-12,1000.0,24405.0,0.04,0.02,0.02,,0.0,1000.0,0.0,24405.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,668208.9,,0.68,3.52,,1.0,100.0,0.0352,24.405
2012-11-13,1000.0,24740.0,0.04,0.03,0.03,,0.0,1000.0,0.0,24740.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,677381.2,,0.69,3.52,,1.0,100.0,0.0352,24.74
2012-11-14,6000.0,147510.0,0.21,0.15,0.15,,122925.0,1000.0,5000.0,24585.0,,,,5000.0,,,,,,,,0.12,,,0.03,,,3.52,3.52,27380.0,673137.3,,0.69,3.52,16.84,0.7199,83.16,0.2114,24.585
2012-11-15,6000.0,146580.0,0.21,0.15,0.15,,122150.0,1000.0,5000.0,24430.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,668893.4,,0.69,3.52,16.93,0.7187,83.07,0.2114,24.43
2012-11-16,16000.0,383040.0,0.57,0.41,0.39,,359100.0,1000.0,15000.0,23940.0,,,0.24,,,,10000.0,,,0.24,,,,,0.03,,,3.52,3.52,27380.0,655477.2,,0.69,3.52,6.43,0.8797,93.57,0.5638,23.94
2012-11-19,16000.0,394800.0,0.6,0.41,0.38,,370125.0,1000.0,15000.0,24675.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,675601.5,,0.69,3.52,6.52,0.8781,93.48,0.5638,24.675
2012-11-20,16000.0,394080.0,0.58,0.41,0.4,,369450.0,1000.0,15000.0,24630.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,674369.4,,0.69,3.52,6.34,0.8812,93.66,0.5638,24.63
2012-11-21,16000.0,397120.0,0.56,0.41,0.4,,372300.0,1000.0,15000.0,24820.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,679571.6,,0.69,3.52,6.35,0.8811,93.65,0.5638,24.82
2012-11-22,16000.0,401440.0,0.56,0.41,0.4,,376350.0,1000.0,15000.0,25090.0,,,,,,,,,,,,,,,0.03,,,3.52,3.52,27380.0,686964.2,,0.68,3.52,6.32,0.8816,93.68,0.5638,25.09
2012-11-23,16000.0,404080.0,0.54,0.4,0.39,,378825.0,1000.0,15000.0,25255.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,691481.9,,0.68,3.52,6.31,0.8817,93.69,0.5638,25.255
2012-11-26,16000.0,401440.0,0.53,0.4,0.4,,376350.0,1000.0,15000.0,25090.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,686964.2,,0.68,3.52,6.18,0.8841,93.82,0.5638,25.09
2012-11-27,16000.0,399840.0,0.52,0.4,0.4,,374850.0,1000.0,15000.0,24990.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,684226.2,,0.68,3.52,6.19,0.8839,93.81,0.5638,24.99
2012-11-28,16000.0,399200.0,0.53,0.4,0.4,,374250.0,1000.0,15000.0,24950.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,683131.0,,0.68,3.52,6.24,0.883,93.76,0.5638,24.95
2012-11-29,16000.0,410800.0,0.52,0.4,0.4,,385125.0,1000.0,15000.0,25675.0,,,,,,,,,,,,,,,0.02,,,3.52,3.52,27380.0,702981.5,,0.68,3.52,6.25,0.8828,93.75,0.5638,25.675
2012-11-30,15000.0,382350.0,0.47,0.38,0.38,,382350.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.02,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,,1.0,100.0,0.0,25.49
2012-12-03,15000.0,383925.0,0.46,0.38,0.39,,383925.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.595
2012-12-04,15000.0,388800.0,0.46,0.38,0.39,,388800.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.92
2012-12-05,15000.0,383250.0,0.53,0.38,0.38,,383250.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.55
2012-12-06,15000.0,383850.0,0.5,0.38,0.39,,383850.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.59
2012-12-07,15000.0,383775.0,0.5,0.38,0.38,,383775.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.585
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.045
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.155
2012-12-12,700.0,17836.0,0.02,0.02,0.02,0.0,17836.0,0.0,700.0,0.0,,,,700.0,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,25.48
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.095
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.375
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.47
2013-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,774348.3,,0.71,0.0,,0.0,,0.0,27.285
2013-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,775199.7,,0.71,0.0,,0.0,,0.0,27.315
2013-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,778605.3,,0.71,0.0,,0.0,,0.0,27.435
2013-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,774348.3,,0.71,0.0,,0.0,,0.0,27.285
2013-01-08,20300.0,556321.5,0.61,0.51,0.51,,0.0,20300.0,0.0,556321.5,,,,,,,,,,,,,20300.0,,0.51,,,100.0,71.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7153,27.405
2013-01-09,25300.0,708400.0,0.77,0.64,0.63,,0.0,25300.0,0.0,708400.0,,5000.0,,,,,,,,,5000.0,,,,0.63,,,100.0,89.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8915,28.0
2013-01-10,25300.0,713966.0,0.77,0.65,0.63,,0.0,25300.0,0.0,713966.0,,,,,,,,,,,,,,,0.63,,,100.0,89.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8915,28.22
2013-01-11,25300.0,714345.5,0.77,0.65,0.63,,0.0,25300.0,0.0,714345.5,,,,,,,,,,,,,,,0.63,,,100.0,89.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8915,28.235
2013-01-14,25300.0,711056.5,0.72,0.65,0.63,,0.0,25300.0,0.0,711056.5,,,,,,,,,,,,,,,0.63,,,100.0,89.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8915,28.105
2013-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.64,,25300.0,,,,,,,0.0,,,0.0,0.0,28380.0,800032.2,,0.71,0.0,,0.0,,0.0,28.19
2013-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,794781.9,,0.71,0.0,,0.0,,0.0,28.005
2013-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,806559.6,,0.71,0.0,,0.0,,0.0,28.42
2013-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,804714.9,,0.71,0.0,,0.0,,0.0,28.355
2013-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,808120.5,,0.71,0.0,,0.0,,0.0,28.475
2013-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,810958.5,,0.71,0.0,,0.0,,0.0,28.575
2013-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,806417.7,,0.71,0.0,,0.0,,0.0,28.415
2013-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28380.0,813087.0,,0.71,0.0,,0.0,,0.0,28.65
2013-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14190.0,406614.45,,0.36,0.0,,0.0,,0.0,28.655
2013-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14190.0,409736.25,,0.36,0.0,,0.0,,0.0,28.875
2013-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14190.0,410020.05,,0.36,0.0,,0.0,,0.0,28.895
2013-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14190.0,396326.7,,0.36,0.0,,0.0,,0.0,27.93
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.09
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.975
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.945
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.465
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.825
2013-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,32052.0,,0.0,0.0,,0.0,,0.0,26.71
2013-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,32286.0,,0.0,0.0,,0.0,,0.0,26.905
2013-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,32400.0,,0.0,0.0,,0.0,,0.0,27.0
2013-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,32070.0,,0.0,0.0,,0.0,,0.0,26.725
2013-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,31944.0,,0.0,0.0,,0.0,,0.0,26.62
2013-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1200.0,31836.0,,0.0,0.0,,0.0,,0.0,26.53
