,PROAC FP Equity_DX_SI_QTY,PROAC FP Equity_DX_SHORT_INTEREST_VALUE,PROAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PROAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PROAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PROAC FP Equity_DX_SI_MV,PROAC FP Equity_DX_DSS,PROAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PROAC FP Equity_DX_SUPPLY_SI_QTY,PROAC FP Equity_DX_BROKER_SI_QTY,PROAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PROAC FP Equity_DX_BROKER_SI_MV_NEW_x,PROAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PROAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,PROAC FP Equity_DX_BROKER_SI_MV_INC_x,PROAC FP Equity_DX_SUPPLY_SI_MV_NEW,PROAC FP Equity_DX_BROKER_SI_QTY_ADD,PROAC FP Equity_DX_BROKER_SI_QTY_NEW,PROAC FP Equity_DX_SUPPLY_SI_MV_DEC,PROAC FP Equity_DX_BROKER_SI_QTY_INC,PROAC FP Equity_DX_SUPPLY_SI_QTY_DEC,PROAC FP Equity_DX_BROKER_SI_MV_NEW_y,PROAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PROAC FP Equity_DX_BROKER_SI_MV_INC_y,PROAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,PROAC FP Equity_DX_BROKER_SI_MV_ADD,PROAC FP Equity_DX_SUPPLY_SI_QTY_ADD,PROAC FP Equity_DX_BROKER_SI_QTY_DEC,PROAC FP Equity_DX_SUPPLY_SI_MV,PROAC FP Equity_DX_BROKER_SI_MV_DEC,PROAC FP Equity_DX_SUPPLY_SI_MV_RMV,PROAC FP Equity_DX_BROKER_SI_MV_RMV,PROAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PROAC FP Equity_DX_UTILIZATION_QUANTITY,PROAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PROAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PROAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PROAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PROAC FP Equity_DX_ACTIVE_UTILIZATION_MV,PROAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PROAC FP Equity_DX_BROKER_SI_CON_RATIO,PROAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PROAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-01-09,2000.0,1680.0,0.01,0.01,0.0,0.0,0.0,840.0,1000.0,1000.0,840.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-10,2000.0,1640.0,0.01,0.01,0.0,0.0,0.0,820.0,1000.0,1000.0,820.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-11,2000.0,1600.0,0.01,0.01,0.0,0.0,0.0,800.0,1000.0,1000.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-14,2000.0,1660.0,0.01,0.01,0.0,0.0,0.0,830.0,1000.0,1000.0,830.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-15,2000.0,1660.0,0.01,0.01,0.0,0.0,0.0,830.0,1000.0,1000.0,830.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-16,2000.0,1600.0,0.01,0.01,0.0,0.0,0.0,800.0,1000.0,1000.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-17,2000.0,1600.0,0.01,0.01,0.0,0.0,0.0,800.0,1000.0,1000.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-18,2000.0,1580.0,0.01,0.01,0.0,0.0,0.0,790.0,1000.0,1000.0,790.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-21,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-22,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-23,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-24,2000.0,1460.0,0.01,0.01,0.0,0.0,0.0,730.0,1000.0,1000.0,730.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-25,2000.0,1480.0,0.01,0.01,0.0,0.0,0.0,740.0,1000.0,1000.0,740.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-28,2000.0,1520.0,0.01,0.01,0.0,0.0,0.0,760.0,1000.0,1000.0,760.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-29,2000.0,1460.0,0.01,0.01,0.0,0.0,0.0,730.0,1000.0,1000.0,730.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-30,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-01-31,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-01,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-04,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-05,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-06,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-07,2000.0,1280.0,0.01,0.01,0.0,0.0,0.0,640.0,1000.0,1000.0,640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-08,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,1000.0,,,0.0,,,0.0,,1000.0,,1000.0,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-11,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-12,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-13,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-14,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-15,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-18,2000.0,1300.0,0.01,0.02,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-19,2000.0,1280.0,0.01,0.02,0.0,0.0,0.0,640.0,1000.0,1000.0,640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-20,2000.0,1380.0,0.01,0.02,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-21,2000.0,1380.0,0.01,0.02,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-22,2000.0,1360.0,0.01,0.02,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-25,2000.0,1380.0,0.01,0.02,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-26,2000.0,1760.0,0.01,0.02,0.0,0.0,0.0,880.0,1000.0,1000.0,880.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-27,2000.0,1600.0,0.01,0.01,0.0,0.0,0.0,800.0,1000.0,1000.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-28,2000.0,1520.0,0.01,0.01,0.0,0.0,0.0,760.0,1000.0,1000.0,760.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-02-29,2000.0,1500.0,0.01,0.01,0.0,0.0,0.0,750.0,1000.0,1000.0,750.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-03,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-04,2000.0,1440.0,0.01,0.01,0.0,0.0,0.0,720.0,1000.0,1000.0,720.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-05,2000.0,1500.0,0.01,0.01,0.0,0.0,0.0,750.0,1000.0,1000.0,750.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-06,2000.0,1480.0,0.01,0.01,0.0,0.0,0.0,740.0,1000.0,1000.0,740.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-07,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-10,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-11,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-12,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-13,2000.0,1280.0,0.01,0.01,0.0,0.0,0.0,640.0,1000.0,1000.0,640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-14,2000.0,1280.0,0.01,0.01,0.0,0.0,0.0,640.0,1000.0,1000.0,640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-17,2000.0,1240.0,0.01,0.01,0.0,0.0,0.0,620.0,1000.0,1000.0,620.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-18,2000.0,1280.0,0.01,0.01,0.0,0.0,0.0,640.0,1000.0,1000.0,640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-19,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-20,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-21,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-24,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-25,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-26,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-27,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-28,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-03-31,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-01,2000.0,1500.0,0.01,0.01,0.0,0.0,0.0,750.0,1000.0,1000.0,750.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-02,2000.0,1540.0,0.01,0.01,0.0,0.0,0.0,770.0,1000.0,1000.0,770.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-03,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-04,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-07,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-08,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-09,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-10,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-11,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-14,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-15,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-16,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-17,2000.0,1440.0,0.01,0.01,0.0,0.0,0.0,720.0,1000.0,1000.0,720.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-18,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-21,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-22,1000.0,720.0,0.0,0.01,0.0,0.0,0.0,0.0,1000.0,0.0,720.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,100.0,19.55,0.0,0.0,,0.0,100.0,,0.0,,0.1955
2008-04-23,2000.0,1440.0,0.01,0.01,0.0,0.0,0.0,720.0,1000.0,1000.0,720.0,0.0,,,,,,1000.0,,,,0.0,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-24,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-25,2000.0,1420.0,0.01,0.01,0.0,0.0,0.0,710.0,1000.0,1000.0,710.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-28,2000.0,1440.0,0.01,0.01,0.0,0.0,0.0,720.0,1000.0,1000.0,720.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-29,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-04-30,2000.0,1260.0,0.01,0.01,0.0,0.0,0.0,630.0,1000.0,1000.0,630.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-01,2000.0,1260.0,0.01,0.01,0.0,0.0,0.0,630.0,1000.0,1000.0,630.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-02,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-05,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-06,2000.0,1300.0,0.01,0.01,0.0,0.0,0.0,650.0,1000.0,1000.0,650.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-07,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-08,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-09,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-12,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-13,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-14,2000.0,1400.0,0.01,0.01,0.0,0.0,0.0,700.0,1000.0,1000.0,700.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-15,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-16,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-19,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-20,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-21,2000.0,1320.0,0.01,0.01,0.0,0.0,0.0,660.0,1000.0,1000.0,660.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-22,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-23,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-26,2000.0,1380.0,0.01,0.01,0.0,0.0,0.0,690.0,1000.0,1000.0,690.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-27,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-28,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-29,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-05-30,2000.0,1360.0,0.01,0.01,0.0,0.0,0.0,680.0,1000.0,1000.0,680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-06-02,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-06-03,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-06-04,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
2008-06-05,2000.0,1340.0,0.01,0.01,0.0,0.0,0.0,670.0,1000.0,1000.0,670.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,19.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3909
