,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_y,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity
2008-06-13,3585370.0,214324965.38,6.91,17.49,1.97,268.7,1.0,166005740.67,1537653.0,2777054.0,91917271.02,,,11453.0,9.56,,,,11.11,130150.0,151567.0,,,9.56,11453.0,,14725.0,163111.0,113.68,12.34,,,18.24,18.24,6890414.0,411892703.41,,508.23,18.28,10.02,0.245,46.0,0.4254
2008-06-16,3633165.0,216008873.51,7.0,17.82,2.0,271.84,1.0,169746487.8,1416110.0,2855054.0,84194449.16,,,17134.0,10.24,,,,11.27,138000.0,153715.0,,,10.24,17134.0,,15038.0,60000.0,104.47,4.68,,,16.79,16.79,7018709.0,417295505.32,,518.01,16.78,9.81,0.2235,43.51,0.4307
2008-06-17,3480110.0,209296980.7,6.7,16.7,1.92,258.98,1.0,148208310.57,1432840.0,2464351.0,86172300.83,,50461.0,27447.0,0.09,3.71,,,4.51,1292.0,61178.0,,50461.0,0.09,27447.0,,,391995.0,105.68,30.11,,,16.46,16.46,7272132.0,437352632.78,,536.02,16.47,10.3,0.2413,45.67,0.3998
2008-06-18,3559436.0,209039282.15,6.86,17.22,1.96,267.12,1.0,162798867.57,1433651.0,2772073.0,84195747.84,,,10811.0,0.43,,319894.0,,0.73,5828.0,10000.0,,,0.43,10811.0,24.91,,18000.0,106.28,1.33,,,16.36,16.36,7329344.0,430439206.78,,539.85,16.45,10.11,0.2335,44.43,0.4062
2008-06-19,3287937.0,190174989.66,6.33,15.54,1.81,244.11,1.0,143832308.81,1174426.0,2486718.0,67929054.72,,,9127.0,0.06,,,,20.74,7075.0,283704.0,,,0.06,9127.0,,15352.0,292430.0,85.8,22.53,,,13.4,13.4,7586895.0,438827653.37,,551.99,13.45,10.85,0.2668,48.27,0.3753
2008-06-20,3292887.0,184187904.94,6.34,15.41,1.81,241.9,1.0,139315719.25,1199867.0,2490668.0,67114659.25,,,3475.0,2.21,,,,,32450.0,,,,2.21,3475.0,,21966.0,28500.0,85.53,2.14,,,13.54,13.54,7660997.0,428518496.74,,538.57,13.7,10.69,0.2702,48.69,0.3716
2008-06-23,3093828.0,173228350.18,5.96,14.25,1.7,225.44,1.0,130562366.35,1159655.0,2331821.0,64930927.78,,,,2.23,,,,2.86,33153.0,40212.0,,,2.23,,,,192000.0,81.6,14.13,,,11.87,11.87,8611608.0,482177627.93,,597.26,12.02,11.25,0.2685,48.2,0.3166
2008-06-24,3046555.0,167507255.22,5.87,13.9,1.68,221.25,1.0,128440309.09,1108182.0,2336021.0,60930633.16,,,,0.69,,,,5.38,9600.0,75000.0,,,0.69,,,23527.0,5400.0,76.85,0.49,,,11.35,11.35,8657506.0,476011451.34,,595.88,11.42,11.34,0.2807,49.43,0.312
2008-06-25,3043357.0,170869187.2,5.86,13.75,1.67,219.52,1.0,131308823.81,1102259.0,2338746.0,61886298.39,,,,0.0,,,,0.42,2725.0,5923.0,,,0.0,,,,,75.24,,,,11.36,11.36,8598165.0,482743715.24,,590.54,11.3,11.27,0.2839,49.81,0.3137
2008-06-26,2915987.0,159386713.75,5.62,13.22,1.6,211.36,1.0,120714438.04,1102259.0,2208476.0,60249047.65,,,,1.78,,,,,21167.0,,,,1.78,,,,151437.0,76.32,11.23,,,11.37,11.37,8592030.0,469637013.52,,590.41,11.45,12.03,0.2832,49.38,0.3008
2008-06-27,2921428.0,157420097.32,5.63,13.37,1.61,210.41,1.0,119773485.51,1093400.0,2222776.0,58917465.84,,,,0.68,,,,0.61,14300.0,8859.0,,,0.68,,,,,74.15,,,,11.29,11.29,8588638.0,462795670.39,,578.03,11.37,12.09,0.2883,49.93,0.3017
2008-06-30,2869037.0,151701951.7,5.53,13.21,1.58,205.31,1.0,120576644.75,983400.0,2280385.0,51997830.39,,,,3.69,,,,7.43,57609.0,110000.0,,,3.69,,,,,66.17,,,,10.16,10.16,8692322.0,459611434.86,,577.87,10.27,12.0,0.3195,53.05,0.2965
2008-07-01,2809571.0,148421570.02,5.41,12.68,1.55,199.83,1.0,117537615.31,979371.0,2224948.0,51737358.29,,,1900.0,,,,,0.39,,5929.0,,,,1900.0,,,55437.0,64.41,3.7,,,10.1,10.1,8714954.0,460386000.34,,571.76,10.12,12.09,0.3159,52.66,0.2898
2008-07-02,2781932.0,146894108.68,5.36,12.29,1.53,197.57,1.0,116332311.64,973538.0,2203142.0,51405640.68,,,,0.22,,,,0.38,3391.0,5833.0,,,0.22,,,,25197.0,63.76,1.82,,,10.04,10.04,8726968.0,460809317.37,,570.2,10.06,12.23,0.3218,53.27,0.2868
2008-07-03,2657760.0,140659291.29,5.12,11.91,1.46,189.11,1.0,110111822.88,971943.0,2080565.0,51439111.72,,,900.0,0.82,,13000.0,,0.16,11423.0,2495.0,,,0.82,900.0,0.85,,147000.0,64.3,10.62,,,10.05,10.05,8698581.0,460363704.29,,570.81,10.12,12.97,0.2927,50.01,0.2748
2008-07-04,2664094.0,136220140.09,5.13,11.64,1.47,189.08,1.0,106638863.52,974384.0,2085565.0,49822087.73,,,2441.0,0.33,,,,,5000.0,,,,0.33,2441.0,,,,64.04,,,,10.14,10.14,8637234.0,441638029.85,,561.06,10.24,12.97,0.2942,50.19,0.2772
2008-07-07,2688409.0,140393244.55,5.18,11.81,1.48,187.91,1.0,110181486.08,974384.0,2109880.0,50883973.08,,,,5.97,,,,,95211.0,,,,5.97,,,,70896.0,62.13,4.87,,,10.06,10.06,8706845.0,454686105.91,,557.82,10.02,12.57,0.3262,53.69,0.2777
2008-07-08,2686047.0,138752059.12,5.17,11.77,1.48,189.06,1.0,108867217.19,940816.0,2107518.0,48599357.07,,,2995.0,0.46,,,,2.26,9061.0,36563.0,,,0.46,2995.0,,,11423.0,61.26,0.73,,,9.69,9.69,8764237.0,452730696.96,,564.56,9.79,13.06,0.3239,53.32,0.2768
2008-07-09,2604111.0,136642741.82,5.02,11.58,1.43,178.48,1.0,106286206.03,904239.0,2025582.0,47447169.58,,,9636.0,0.48,,,,3.0,7643.0,46213.0,,,0.48,9636.0,,,89579.0,58.16,6.14,,,9.31,9.31,8805071.0,462019108.77,,567.84,9.29,13.89,0.3349,54.24,0.2682
2008-07-10,2612110.0,131811918.09,5.03,11.82,1.44,180.08,1.0,102609137.54,904420.0,2033400.0,45638711.6,,,,0.9,,,,,7818.0,,,,0.9,,,181.0,,58.93,,,,9.18,9.18,8942620.0,451261200.71,,571.17,9.35,14.22,0.3315,53.82,0.2653
2008-07-11,2552180.0,126109382.64,4.92,11.58,1.4,172.55,1.0,97695562.79,906569.0,1977146.0,44795765.55,,,,,,,,0.25,,3676.0,,,,,,5825.0,56254.0,56.64,4.16,,,9.25,9.25,8890034.0,439278067.93,,550.1,9.33,14.25,0.3547,56.03,0.2605
2008-07-14,2620758.0,131211651.32,5.05,13.68,1.44,176.01,1.0,101892877.21,915141.0,2035159.0,45817722.13,,,8572.0,3.37,,,,,58013.0,,,,3.37,8572.0,,,,56.52,,,,9.29,9.29,8934600.0,447322347.16,,550.78,9.31,14.52,0.3498,55.57,0.2661
2008-07-15,2627144.0,129559040.32,5.06,13.87,1.45,177.26,1.0,100364976.92,921527.0,2035159.0,45445607.0,,,11455.0,,,,,0.33,,5181.0,,,,11455.0,,112.0,,57.5,,,,9.34,9.34,8946136.0,441183579.85,,552.1,9.43,14.59,0.3469,55.26,0.2662
2008-07-16,1782936.0,90560369.78,3.43,9.34,0.98,119.59,0.0,60491774.77,707387.0,1190951.0,35930189.47,,,,0.1,,,,13.28,1700.0,214140.0,,,0.1,,,,845908.0,43.98,57.45,,,7.17,7.17,9156935.0,465106666.54,,569.01,7.17,18.89,0.2971,49.8,0.1807
2008-07-17,1792632.0,93932627.99,3.45,9.45,0.99,121.59,0.0,62965648.47,706383.0,1201651.0,37013961.35,,,4300.0,0.84,,,,0.33,12500.0,5304.0,,,0.84,4300.0,,,1800.0,45.02,0.0,,,7.11,7.11,9228231.0,483552669.77,,586.12,7.13,18.93,0.2903,49.03,0.1804
2008-07-18,1862975.0,99483394.29,3.59,9.8,1.03,128.04,1.0,66838519.01,781026.0,1251651.0,41707010.3,,,26985.0,3.55,,,,,50000.0,,,,3.55,26985.0,,47658.0,,51.23,,,,8.04,8.04,8936717.0,477223226.8,,585.69,8.04,18.67,0.2717,46.88,0.1917
2008-07-21,1858675.0,101039290.68,3.58,9.7,1.02,128.74,1.0,67807153.09,781026.0,1247351.0,42457295.14,,,,,,,,,,,,,,,,,4300.0,52.03,0.14,,,7.92,7.92,9086531.0,493952222.39,,604.7,7.92,18.8,0.2709,46.74,0.1884
2008-07-22,1803240.0,96177073.56,3.47,9.41,0.99,126.23,0.0,63571678.09,729804.0,1191916.0,38924609.59,,,5656.0,0.93,,,,3.85,14123.0,58389.0,,,0.93,5656.0,,1511.0,69558.0,49.49,4.55,,,7.45,7.45,9064511.0,483462068.95,,605.74,7.55,19.64,0.2802,47.83,0.1841
2008-07-23,1808247.0,98954854.89,3.48,9.42,1.0,125.77,0.0,64975619.43,733573.0,1187329.0,40144189.24,,,9594.0,0.46,,,,0.38,7167.0,5825.0,,,0.46,9594.0,,,11754.0,49.26,0.82,,,7.45,7.45,9116127.0,498872678.59,,610.56,7.47,19.6,0.2826,48.14,0.1836
2008-07-24,1829347.0,101350013.42,3.52,9.71,1.01,128.41,1.0,66611780.2,739673.0,1202329.0,40979578.22,,,,1.02,,,,,15000.0,,,,1.02,,,6100.0,,50.57,,,,7.52,7.52,9097069.0,503998456.94,,618.69,7.56,19.52,0.2745,47.27,0.186
2008-07-25,1845165.0,102077413.96,3.55,9.75,1.02,130.09,1.0,66370884.86,773733.0,1199729.0,42804119.81,,,9851.0,,,,,,,,,,,9851.0,,24209.0,2600.0,53.33,0.1,,,7.94,7.94,8974653.0,496491841.86,,614.43,7.99,19.51,0.2709,46.88,0.1893
2008-07-28,1404622.0,75971025.38,2.71,7.46,0.77,101.31,0.0,40789787.24,778760.0,754159.0,42120368.13,,,5027.0,0.24,,,,,3536.0,,,,0.24,5027.0,,,449106.0,53.5,29.17,,,7.92,7.92,9057839.0,489906406.55,,614.24,8.01,25.19,0.1801,30.65,0.1428
2008-07-29,1419793.0,76688418.14,2.73,7.63,0.78,101.55,0.0,41554438.38,774460.0,769330.0,41831529.18,,,,0.85,,1321.0,,0.33,13850.0,4300.0,,,0.85,,0.09,,,52.5,,,,7.84,7.84,9102398.0,491655124.32,,610.08,7.92,24.92,0.1812,31.03,0.1437
2008-07-30,1411922.0,79557265.44,2.72,7.53,0.78,100.79,0.0,43516396.7,764944.0,772296.0,43102135.14,,,,0.19,,,,0.98,2966.0,14490.0,,,0.19,,,4974.0,,51.71,,,,7.76,7.76,9094758.0,512460374.08,,618.94,7.71,24.87,0.1817,31.13,0.1432
2008-07-31,1411061.0,79053113.31,2.72,7.52,0.78,102.77,0.0,43267019.07,764083.0,772296.0,42806894.94,,,,,,,,0.05,,861.0,,,,,,,,53.31,,,,7.8,7.8,9037113.0,506294141.8,,627.13,7.83,25.22,0.18,30.51,0.144
2008-08-01,1342715.0,74324450.87,2.59,7.2,0.74,97.97,0.0,37763728.1,755809.0,682224.0,41836941.49,,,,0.44,,,,0.58,6632.0,8274.0,,,0.44,,,,96704.0,52.73,6.75,,,7.86,7.86,8854973.0,490156887.87,,611.54,7.94,26.48,0.1945,32.32,0.1397
2008-08-04,1408816.0,77539856.21,2.71,7.62,0.78,101.79,0.0,42866702.74,755292.0,778842.0,41570533.75,,,,6.57,,,,0.04,96618.0,517.0,,,6.57,,,,,52.06,,,,7.7,7.7,9056285.0,498449078.29,,618.39,7.76,25.06,0.1833,31.18,0.1436
2008-08-05,1400325.0,78677726.35,2.7,7.49,0.77,101.38,0.0,43759497.08,746801.0,778842.0,41959262.83,,,,,,,,0.57,,8491.0,,,,,,,,51.55,,,,7.53,7.53,9165768.0,514981726.73,,630.34,7.56,25.33,0.1856,31.32,0.1413
2008-08-06,1439097.0,81320834.56,2.77,7.76,0.79,105.18,0.0,46434683.24,742682.0,821733.0,41967650.58,,,,3.15,,,,0.29,42891.0,4119.0,,,3.15,,,,,52.16,,,,7.33,7.33,9395996.0,530951170.25,,655.03,7.38,24.73,0.1797,30.14,0.1419
2008-08-07,1437064.0,81310360.97,2.77,7.61,0.79,105.41,0.0,46494384.98,750816.0,821733.0,42481837.96,,,16871.0,,,,,0.6,,8737.0,,,,16871.0,,,,53.02,,,,7.39,7.39,9414513.0,532681530.11,,659.33,7.44,24.81,0.1795,30.04,0.1414
2008-08-08,1389934.0,79967709.45,2.68,7.22,0.76,102.38,0.0,47277141.06,728376.0,821733.0,41905990.02,,,25.0,,,,,1.55,,22465.0,,,,25.0,,,,52.14,,,,7.15,7.15,9452842.0,543854688.44,,669.24,7.23,25.67,0.1862,30.49,0.1365
2008-08-11,1373256.0,81846119.38,2.64,7.12,0.76,101.59,0.0,49027891.01,740816.0,822615.0,44152666.93,,,,0.0,,,,1.23,882.0,17560.0,,,0.0,,,30000.0,,53.44,,,,7.2,7.2,9547762.0,569047044.71,,688.7,7.2,25.82,0.1878,30.55,0.1335
2008-08-12,1406474.0,83405819.02,2.71,7.72,0.77,106.01,0.0,48973018.87,753022.0,825833.0,44655227.65,,,502.0,0.53,,,,1.28,3218.0,18296.0,,,0.53,502.0,,30000.0,,55.89,,,,7.08,7.08,9883549.0,586107883.38,,723.14,7.17,25.45,0.1786,29.27,0.1322
2008-08-13,1402110.0,80962522.53,2.7,8.08,0.77,105.06,0.0,47686360.46,745891.0,825833.0,43070241.92,,,307.0,,,,,0.55,,7438.0,,,,307.0,,,,54.77,,,,7.1,7.1,9759540.0,563548492.72,,706.97,7.19,25.22,0.1783,29.38,0.1335
2008-08-14,1353276.0,77716629.93,2.61,7.7,0.74,100.57,0.0,45200030.92,742704.0,787066.0,42652387.18,,,1880.0,0.01,,,,0.75,484.0,10067.0,,,0.01,1880.0,,5000.0,39251.0,54.3,3.15,,,7.05,7.05,9794382.0,562476805.35,,702.77,7.17,26.51,0.176,27.75,0.1284
2008-08-15,1339713.0,79111536.82,2.58,7.9,0.74,98.9,0.0,45452051.05,751638.0,769707.0,44385056.58,,,1887.0,0.38,,,,0.69,5131.0,9746.0,,,0.38,1887.0,,16793.0,22490.0,54.5,1.78,,,7.12,7.12,9798615.0,578619070.9,,708.37,7.14,26.39,0.1688,26.45,0.127
2008-08-18,1352156.0,80239264.93,2.6,7.92,0.74,100.87,0.0,45583343.46,770077.0,768150.0,45697694.96,,,20073.0,0.2,,,,0.19,1887.0,3000.0,,,0.2,20073.0,,1366.0,3444.0,56.59,0.27,,,7.31,7.31,9764935.0,579468054.36,,715.77,7.33,25.6,0.1645,26.27,0.1283
2008-08-19,1374095.0,78801308.9,2.65,8.07,0.76,102.39,0.0,44449639.73,785077.0,775089.0,45022429.44,,,,0.51,,,,,6939.0,,,,0.51,,,15000.0,,57.52,,,,7.45,7.45,9749595.0,559117708.17,,706.47,7.53,25.22,0.1609,25.77,0.1304
2008-08-20,1374095.0,79400305.33,2.65,8.08,0.76,100.46,0.0,44787517.06,789974.0,775089.0,45647627.57,,,4897.0,,,,,,,,,,,4897.0,,,,56.36,,,,7.44,7.44,9823207.0,567621332.68,,699.46,7.46,25.56,0.1619,25.7,0.1295
2008-08-21,1378992.0,78269500.77,2.66,8.06,0.76,100.86,0.0,44270825.96,799647.0,779986.0,45386754.59,,,9673.0,0.38,,,,,4897.0,,,,0.38,9673.0,,,,57.1,,,,7.52,7.52,9827204.0,557777239.49,,696.97,7.57,25.38,0.1608,25.6,0.1298
2008-08-22,1376665.0,79815528.02,2.65,8.12,0.76,100.27,0.0,45782416.23,805640.0,789659.0,46708953.88,,,20993.0,0.6,,,,1.06,9673.0,15000.0,,,0.6,20993.0,,,,57.25,,,,7.57,7.57,9839271.0,570455855.41,,697.06,7.59,25.58,0.1624,25.75,0.1293
2008-08-25,1351021.0,77030909.4,2.6,7.97,0.74,99.57,0.0,45194489.5,783262.0,792652.0,44659101.64,,,6259.0,1.4,,,,2.0,17993.0,28637.0,,,1.4,6259.0,,,15000.0,56.52,0.99,,,7.34,7.34,9880898.0,563377296.61,,703.8,7.43,25.13,0.1643,26.19,0.1267
2008-08-26,1366074.0,78561877.81,2.63,8.2,0.75,99.77,0.0,46352160.06,784972.0,805995.0,45143143.31,,,,0.85,,,,,13343.0,,,,0.85,,,1710.0,,56.01,,,,7.36,7.36,9879689.0,568173407.91,,701.32,7.4,25.07,0.1632,25.86,0.1281
2008-08-27,1380267.0,78586999.56,2.66,8.47,0.76,100.82,0.0,46297406.9,792013.0,813147.0,45094119.67,,,6929.0,0.55,,,,,7152.0,,,,0.55,6929.0,,112.0,,56.52,,,,7.43,7.43,9864200.0,561628931.96,,698.74,7.48,24.81,0.1608,25.46,0.1295
2008-08-28,1375062.0,80044499.82,2.65,8.6,0.76,100.02,0.0,46920028.34,792608.0,806026.0,46138945.67,,,1916.0,0.07,,,,0.07,1916.0,1321.0,,,0.07,1916.0,,,9037.0,56.31,0.69,,,7.46,7.46,9832302.0,572353607.06,,699.6,7.45,24.99,0.1613,25.55,0.1294
2008-08-29,1367436.0,80362253.69,2.63,8.61,0.75,100.96,0.0,47368992.69,784982.0,806026.0,46132266.98,,,,,,,,0.55,,7626.0,,,,,,,,56.93,,,,7.4,7.4,9828589.0,577612087.61,,711.11,7.41,24.76,0.1618,25.88,0.1288
2008-09-01,1344040.0,79562349.24,2.59,8.43,0.74,99.5,0.0,46328890.05,794982.0,782630.0,47060084.17,,,,,,500.0,,,,,,,,,0.04,10000.0,23896.0,58.14,1.86,,,7.47,7.47,9849736.0,583069057.14,,718.1,7.49,23.23,0.1591,26.58,0.1263
2008-09-02,1361711.0,82664016.95,2.62,8.73,0.75,101.28,0.0,48583066.03,794982.0,800301.0,48260170.86,,,,1.51,,,,,17671.0,,,,1.51,,,,,58.41,,,,7.48,7.48,9835942.0,597100615.5,,727.11,7.44,22.81,0.1572,26.2,0.1281
2008-09-03,1331611.0,78729850.87,2.56,8.67,0.73,100.53,0.0,46660531.52,778482.0,789201.0,46026783.92,,,,0.59,,,,1.4,7900.0,19000.0,,,0.59,,,2500.0,19000.0,58.45,1.47,,,7.34,7.34,9834274.0,581439268.26,,730.25,7.41,23.59,0.1658,26.97,0.1255
2008-09-04,1303611.0,75032819.36,2.51,8.26,0.72,97.33,0.0,43812960.41,775231.0,761201.0,44620494.6,,,,,,,,0.25,,3251.0,,,,,,,28000.0,57.28,2.17,,,7.32,7.32,9819988.0,565215686.08,,713.51,7.43,22.1,0.1636,27.52,0.123
2008-09-05,1318642.0,73673189.62,2.54,8.31,0.73,96.38,0.0,42347046.49,793513.0,757950.0,44333969.12,,,5282.0,,,,,,,,,,,5282.0,,13000.0,3251.0,56.86,0.23,,,7.5,7.5,9785225.0,546705426.41,,691.7,7.6,22.31,0.1618,26.96,0.1247
2008-09-08,1311344.0,74948614.74,2.53,8.15,0.72,94.18,0.0,42902798.62,788015.0,750652.0,45038245.23,,,1800.0,,,,,0.97,,11737.0,,,,1800.0,,4439.0,7298.0,55.31,0.82,,,7.45,7.45,9783651.0,559175235.17,,686.34,7.46,22.84,0.1628,26.92,0.124
2008-09-09,1313844.0,75430896.47,2.53,8.09,0.72,95.78,0.0,43240240.5,788015.0,753152.0,45241807.92,,,,0.25,,,,,2500.0,,,,0.25,,,,,56.21,,,,7.46,7.46,9774204.0,561160206.21,,694.8,7.49,22.45,0.162,26.91,0.1244
2008-09-10,1313844.0,73988460.88,2.53,8.08,0.72,95.98,0.0,42413374.26,790515.0,753152.0,44517452.72,,,,,,,,,,,,,,,,2500.0,,56.65,,,,7.46,7.46,9813305.0,552631311.68,,693.53,7.55,22.41,0.1624,27.1,0.1239
2008-09-11,1287639.0,70756051.9,2.48,8.11,0.71,92.78,0.0,41621882.57,760015.0,757447.0,41762994.74,,,,0.22,,,,,4295.0,,,,0.22,,,,,53.34,,2.16,,7.19,7.19,9816146.0,539399424.74,30500.0,679.0,7.28,23.11,0.1572,24.98,0.1217
2008-09-12,1268737.0,70710858.03,2.44,7.95,0.7,89.04,0.0,41666914.97,739253.0,747613.0,41200984.86,,,,0.0,,,,1.48,2360.0,20762.0,,,0.0,,,,12194.0,50.2,1.14,,,6.99,6.99,9833108.0,548031234.03,,672.69,6.94,24.18,0.1598,24.83,0.12
2008-09-15,1208430.0,65037774.6,2.33,7.67,0.66,86.43,0.0,32393217.46,755995.0,601880.0,40687695.95,,,15442.0,1.1,,,,0.75,12910.0,11008.0,,,1.1,15442.0,,12308.0,30000.0,52.3,2.03,,8.88,7.14,7.14,9825295.0,528797962.34,,669.51,7.25,22.54,0.1609,26.36,0.1142
2008-09-16,1189242.0,64446688.24,2.29,7.55,0.65,83.17,0.0,32186548.16,750995.0,593942.0,40697470.01,,,,0.81,,,,,11250.0,,,,0.81,,,,19188.0,50.34,1.38,0.34,,7.1,7.1,9820329.0,532177371.37,5000.0,658.09,7.11,23.42,0.1665,26.5,0.1125
2008-09-17,1221175.0,62500124.41,2.35,7.51,0.67,85.32,0.0,31380188.16,763740.0,613130.0,39088455.8,,,,,,19188.0,,0.83,,12255.0,,,,,1.33,25000.0,,51.05,,,,7.2,7.2,9843544.0,503795708.72,,646.18,7.32,22.82,0.1591,25.79,0.1151
2008-09-18,1221175.0,61859350.26,2.35,7.31,0.67,82.67,0.0,31058466.99,763740.0,613130.0,38687706.65,,,,,,,,,,,,,,,,,,48.59,,,,7.23,7.23,9793701.0,496105783.77,,620.62,7.26,23.55,0.1596,25.25,0.1157
2008-09-19,1134452.0,61028800.29,2.19,6.62,0.62,76.51,0.0,33096815.73,662479.0,615230.0,35638615.46,,,4000.0,0.13,,,,6.92,2100.0,108907.0,,,0.13,4000.0,,3646.0,,42.11,,,,6.29,6.29,9873450.0,531150553.92,,637.58,6.2,25.37,0.1771,26.83,0.1077
2008-09-22,1265893.0,65861806.58,2.44,7.14,0.7,87.12,0.0,37595650.46,698058.0,722605.0,36318520.58,,,,7.04,,,,0.0,107375.0,561.0,,,7.04,,,36140.0,,46.18,,,,6.62,6.62,9846359.0,512285787.15,,644.37,6.69,24.51,0.1829,29.64,0.1201
2008-09-23,1511840.0,74496192.36,2.91,8.38,0.83,101.55,0.0,48444945.24,700659.0,983151.0,34525100.3,,5000.0,,17.91,0.32,,,1.16,281504.0,17712.0,,5000.0,17.91,,,15313.0,20958.0,45.27,1.54,,,6.76,6.76,9661319.0,476063259.79,,611.66,6.89,20.84,0.2507,43.12,0.1459
2008-09-24,1392437.0,66623002.51,2.68,7.45,0.77,91.31,0.0,45714825.43,608956.0,955451.0,29136310.74,,,,0.07,,,,7.44,1600.0,113323.0,,,0.07,,,21620.0,29300.0,37.58,2.57,,,5.87,5.87,9770346.0,467475215.13,,593.27,5.96,14.69,0.2624,46.49,0.1342
2008-09-25,1352027.0,65169764.99,2.6,7.21,0.74,87.47,0.0,46256835.71,564342.0,959655.0,27202145.75,,,1171.0,0.22,,,,2.81,4204.0,45916.0,,,0.22,1171.0,,131.0,,34.01,,,,5.5,5.5,9704022.0,467748671.56,,580.85,5.53,14.65,0.2725,47.67,0.1317
2008-09-26,1350856.0,61994511.79,2.6,7.09,0.74,87.56,0.0,44041217.72,556921.0,959655.0,25558642.45,,,,,,,,0.44,,7670.0,,,,,,249.0,,33.54,,,,5.49,5.49,9593611.0,440277298.41,,566.85,5.59,14.74,0.2728,47.68,0.1331
2008-09-29,1344606.0,57952034.19,2.59,6.95,0.74,85.41,0.0,41091412.02,556921.0,953405.0,24003094.46,,,,,,,,,,,,,,,,,6250.0,32.2,0.36,,,5.47,5.47,9630349.0,415064572.44,,541.38,5.61,14.53,0.2799,48.54,0.132
2008-09-30,1126032.0,48240693.15,2.17,5.63,0.62,69.76,0.0,31471745.1,522604.0,734612.0,22389043.3,,,,,,,,2.07,,35849.0,,,,,,1532.0,218793.0,28.89,14.15,,,5.21,5.21,9498657.0,406934969.6,,514.8,5.31,16.94,0.2726,47.36,0.1124
2008-10-01,973299.0,40613136.28,1.87,4.8,0.54,59.87,0.0,23092345.07,500683.0,553411.0,20892148.16,,,,,,19188.0,,1.17,,21921.0,,,,,1.06,,200389.0,27.01,11.7,,,4.99,4.99,9526017.0,397494939.01,,503.88,5.09,19.1,0.2649,46.13,0.0971
2008-10-02,1029095.0,42035837.46,1.98,4.94,0.57,62.08,0.0,26109933.05,500683.0,639207.0,20451590.19,,,,4.64,,,,,90000.0,,,,4.64,,,,4204.0,26.46,0.29,,,4.99,4.99,9533982.0,389438212.9,,494.42,5.08,18.01,0.2462,44.0,0.1026
2008-10-03,1024891.0,39299317.5,1.97,4.73,0.56,61.38,0.0,24349110.79,500683.0,635003.0,19198627.16,,,,,,,,,,,,,,,,,4204.0,26.1,0.19,,,5.13,5.13,9256412.0,354935963.04,,461.47,5.35,17.93,0.2496,44.48,0.105
2008-10-06,1036591.0,37773106.9,2.0,4.38,0.57,60.15,0.0,23139344.45,501745.0,635003.0,18283457.53,,30500.0,,,1.38,,,1.59,,30253.0,,30500.0,,,,815.0,,24.66,,,,5.23,5.23,9089095.0,331204261.89,,429.34,5.43,17.57,0.2554,45.3,0.1081
2008-10-07,1067082.0,38160603.95,2.06,4.19,0.59,54.61,0.0,23029817.66,533896.0,643981.0,19092997.36,,,,0.17,,,,,8978.0,,,,0.17,,,32151.0,,24.71,,,,5.59,5.59,9017753.0,322489650.03,,407.23,5.72,17.89,0.2193,40.49,0.1117
2008-10-08,1032103.0,35693260.51,1.99,3.84,0.57,52.54,0.0,21296755.48,527083.0,615815.0,18228133.07,,,98.0,,,,,0.34,,6911.0,,,,98.0,,,28166.0,24.03,1.39,,,5.6,5.6,8882472.0,307182894.58,,388.55,5.82,18.37,0.2322,41.97,0.1097
2008-10-09,1051291.0,36594466.3,2.02,3.64,0.58,52.63,0.0,22103866.47,527083.0,635003.0,18347271.2,,,,,,19188.0,,,,,,,,,0.87,,,23.4,,,,5.52,5.52,9019266.0,313952298.4,,388.33,5.68,17.83,0.2285,41.86,0.1101
2008-10-10,1079191.0,36163026.31,2.08,3.49,0.59,54.02,0.0,21208190.06,557083.0,632903.0,18667508.52,,,10593.0,,,,,,,,,,,10593.0,,19407.0,2100.0,24.81,0.13,,,6.02,6.02,8698269.0,291473641.55,,371.47,6.26,17.69,0.2169,40.55,0.1166
2008-10-13,1101691.0,43089087.99,2.12,3.35,0.61,53.7,0.0,26920750.5,543083.0,688303.0,21240938.86,,,,0.0,,59000.0,,0.58,1000.0,14000.0,,,0.0,,2.62,,4600.0,23.52,0.23,,,5.81,5.81,8797222.0,344074947.39,,391.89,5.66,16.79,0.2117,40.22,0.118
2008-10-14,1125419.0,45161850.12,2.17,3.22,0.62,59.16,0.0,27556650.43,568411.0,686703.0,22809720.11,,9312.0,25200.0,,0.46,,,,,,,9312.0,,25200.0,,128.0,1600.0,28.05,0.01,0.45,,6.13,6.13,8705141.0,349327915.34,9312.0,424.79,6.19,18.08,0.1955,37.29,0.1214
