,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-02-16,19795.0,436479.75,0.27,0.21,0.07,0.44,0.0,247489.2,14995.0,11224.0,330639.75,,,,,,,,0.03,,1776.0,,,,,,,1776.0,0.33,0.03,,,1.13,1.13,1307335.0,28826736.75,,28.76,1.13,31.13,0.3407,43.04,0.015
2024-02-19,19797.0,440483.25,0.27,0.21,0.07,0.44,0.0,249778.5,14997.0,11226.0,333683.25,,,2.0,0.0,,,,,2.0,,,,0.0,2.0,,,,0.33,,,,1.12,1.12,1322991.0,29436549.75,,29.21,1.12,31.12,0.3407,43.05,0.0148
2024-02-20,21775.0,492115.0,0.29,0.23,0.07,0.48,0.0,298410.4,16975.0,13204.0,383635.0,,,151.0,0.04,,,,0.04,1978.0,1829.0,,,0.04,151.0,,3656.0,,0.38,,,,1.26,1.26,1329128.0,30038292.8,,29.63,1.26,37.1,0.3409,39.28,0.0162
2024-02-21,20801.0,474262.8,0.28,0.22,0.07,0.47,0.0,278844.0,16001.0,12230.0,364822.8,,,,,,,,0.11,,4825.0,,,,,,3851.0,974.0,0.36,0.02,,,1.19,1.19,1328376.0,30286972.8,,30.08,1.19,34.07,0.3396,41.23,0.0155
2024-02-22,20171.0,472001.4,0.27,0.21,0.07,0.46,0.0,271440.0,15371.0,11600.0,359681.4,,,,,,,,0.01,,630.0,,,,,,,630.0,0.35,0.01,,,1.14,1.14,1329401.0,31107983.4,,30.45,1.14,32.11,0.34,42.43,0.015
2024-02-23,22876.0,514710.0,0.31,0.24,0.08,0.53,0.0,321862.5,18076.0,14305.0,406710.0,,,,0.02,,2100.0,,0.07,605.0,3113.0,,,0.02,,0.05,5818.0,,0.42,,,,1.34,1.34,1326436.0,29844810.0,,30.73,1.35,30.94,0.291,37.42,0.017
2024-02-26,22876.0,505559.6,0.31,0.24,0.08,0.52,0.0,316140.5,18076.0,14305.0,399479.6,,,,,,,,,,,,,,,,,,0.4,,,,1.34,1.34,1326041.0,29305506.1,,29.69,1.34,31.43,0.2912,37.15,0.017
2024-02-27,21057.0,461148.3,0.28,0.22,0.07,0.47,0.0,273443.4,16257.0,12486.0,356028.3,,,,,,,,0.04,,1819.0,,,,,,,1819.0,0.36,0.05,,,1.21,1.21,1328050.0,29084295.0,,29.31,1.21,25.85,0.2954,40.69,0.0157
2024-02-28,19888.0,434552.8,0.27,0.21,0.07,0.44,0.0,247276.45,15088.0,11317.0,329672.8,,,1427.0,0.02,,,,0.09,747.0,4148.0,,,0.02,1427.0,,1552.0,1916.0,0.33,0.04,,,1.12,1.12,1328801.0,29034301.85,,29.09,1.12,31.12,0.3408,43.08,0.0148
2024-02-29,20304.0,442627.2,0.27,0.21,0.07,0.45,0.0,255779.4,15504.0,11733.0,337987.2,,,,0.01,,,,0.09,416.0,4101.0,,,0.01,,,4517.0,,0.34,,,,1.15,1.15,1328298.0,28956896.4,,29.04,1.15,33.33,0.3397,41.72,0.0151
2024-03-01,20450.0,444787.5,0.27,0.21,0.07,0.45,0.0,258368.25,17346.0,11879.0,377275.5,,,2303.0,0.0,,,,0.01,146.0,461.0,,,0.0,2303.0,,,,0.38,,,,1.29,1.29,1326456.0,28850418.0,,28.87,1.29,33.76,0.3394,41.38,0.0152
2024-03-04,21137.0,466070.85,0.28,0.22,0.07,0.46,0.0,277080.3,18777.0,12566.0,414032.85,,,,0.02,,,,,687.0,,,,0.02,,,1431.0,,0.41,,,,1.4,1.4,1321488.0,29138810.4,,28.79,1.4,35.98,0.34,39.99,0.0158
2024-03-05,21386.0,470492.0,0.29,0.22,0.07,0.48,0.0,281930.0,16586.0,12815.0,364892.0,,,,,,600.0,,0.06,,2791.0,,,,,0.01,600.0,351.0,0.37,0.01,,,1.26,1.26,1301604.0,28635288.0,,28.69,1.26,33.74,0.3226,39.7,0.0162
2024-03-06,22835.0,510362.25,0.31,0.24,0.08,0.5,0.0,318800.4,18035.0,14264.0,403082.25,,,1073.0,0.03,,,,0.04,1449.0,2006.0,,,0.03,1073.0,,2382.0,,0.4,,,,1.37,1.37,1299882.0,29052362.7,,28.66,1.37,37.29,0.3266,37.7,0.0173
2024-03-07,19925.0,428387.5,0.27,0.21,0.07,0.44,0.0,244111.0,15125.0,11354.0,325187.5,,,,,,,,0.06,,2910.0,,,,,,,2910.0,0.33,0.06,,,1.15,1.15,1302484.0,28003406.0,,28.84,1.14,31.28,0.3404,42.91,0.0151
2024-03-08,21371.0,457339.4,0.29,0.22,0.07,0.47,0.0,273920.0,16571.0,12800.0,354619.4,,,,0.03,,,,0.07,1446.0,3071.0,,,0.03,,,4517.0,,0.36,,,,1.26,1.26,1301139.0,27844374.6,,27.93,1.26,37.06,0.3406,39.29,0.0162
2024-03-11,20978.0,436342.4,0.28,0.21,0.07,0.46,0.0,258065.6,16178.0,12407.0,336502.4,,,,,,,,0.01,,393.0,,,,,,,393.0,0.34,0.01,,,1.23,1.23,1300298.0,27046198.4,,27.71,1.22,35.4,0.34,40.43,0.0159
2024-03-12,21357.0,442089.9,0.29,0.22,0.07,0.45,0.0,264670.2,16557.0,12786.0,342729.9,,,2303.0,0.0,,,,0.04,379.0,1924.0,,,0.0,2303.0,,,,0.34,,,,1.26,1.26,1297931.0,26867171.7,,26.97,1.26,36.25,0.3403,39.85,0.0162
2024-03-13,20483.0,421949.8,0.28,0.21,0.07,0.43,0.0,245387.2,15683.0,11912.0,323069.8,,,,,,,,0.09,,4079.0,,,,,,3205.0,874.0,0.32,0.02,,,1.19,1.19,1298896.0,26757257.6,,26.83,1.19,33.66,0.3394,41.43,0.0156
2024-03-14,22222.0,462217.6,0.3,0.23,0.07,0.46,0.0,283940.8,17422.0,13651.0,362377.6,,,2176.0,0.04,,,,0.01,1770.0,437.0,,,0.04,2176.0,,,31.0,0.36,0.0,,,1.32,1.32,1303767.0,27118353.6,,26.97,1.32,36.3,0.3256,38.3,0.0168
2024-03-15,22852.0,453840.72,0.31,0.23,0.08,0.48,0.0,283620.66,18052.0,14281.0,358512.72,,,1150.0,0.01,,,,0.04,630.0,1983.0,,,0.01,1150.0,,1463.0,,0.37,,,,1.37,1.37,1303001.0,25877599.86,,26.84,1.36,37.15,0.3279,38.07,0.0173
2024-03-18,23012.0,457018.32,0.31,1.23,0.08,0.46,0.0,286798.26,16213.0,14441.0,321990.18,,,,0.0,,,,0.05,160.0,1839.0,,,0.0,,,,,0.32,,,,1.23,1.23,1300385.0,25825646.1,,25.85,1.23,36.72,0.3294,38.84,0.0175
2024-03-19,19865.0,384189.1,0.27,1.06,0.07,0.4,0.0,218425.96,15065.0,11294.0,291357.1,,,,,,,,0.07,,3417.0,,,,,,2269.0,3147.0,0.3,0.07,,,1.14,1.14,1304360.0,25226322.4,,25.78,1.14,28.67,0.325,42.83,0.0151
2024-03-20,19530.0,372632.4,0.26,1.05,0.07,0.38,0.0,209097.72,14730.0,10959.0,281048.4,,,1302.0,,,,,0.03,,1637.0,,,,1302.0,,,335.0,0.28,0.01,,,1.12,1.12,1305560.0,24910084.8,,25.12,1.11,27.79,0.3257,43.25,0.0148
2024-03-21,17717.0,332016.58,0.24,0.95,0.06,0.34,0.0,171396.04,12917.0,9146.0,242064.58,,,385.0,,,,,0.07,,3667.0,,,,385.0,,1469.0,1813.0,0.25,0.04,,,0.98,0.98,1307358.0,24499888.92,,24.86,0.98,27.03,0.3469,48.25,0.0134
2024-03-22,14942.0,282104.96,0.2,0.77,0.05,0.28,0.0,120284.48,10142.0,6371.0,191480.96,,,703.0,0.01,,,,0.07,703.0,3478.0,,,0.01,703.0,,,3478.0,0.19,0.07,,,0.77,0.77,1309837.0,24729722.56,,24.62,0.77,31.88,0.44,57.12,0.0113
2024-03-25,15796.0,305494.64,0.21,0.83,0.05,0.3,0.0,139731.5,10996.0,7225.0,212662.64,,,854.0,0.02,,,,,854.0,,,,0.02,854.0,,,,0.21,,,,0.83,0.83,1308983.0,25315731.22,,24.78,0.83,30.2,0.4063,53.81,0.012
2024-03-26,15796.0,306442.4,0.21,0.83,0.05,0.31,0.0,140165.0,10996.0,7225.0,213322.4,,,,,,,,,,,,,,,,,,0.21,,,,0.83,0.83,1308864.0,25391961.6,,25.33,0.83,30.15,0.4065,53.85,0.012
2024-03-27,17896.0,349329.92,0.24,0.95,0.06,0.35,0.0,182024.0,10996.0,9325.0,214641.92,,,,,,2100.0,,,,,,,,,0.04,,,0.21,,,,0.83,0.83,1308799.0,25547756.48,,25.42,0.83,26.72,0.3322,47.72,0.0136
2024-03-28,17896.0,341455.68,0.24,0.98,0.06,0.35,0.0,177921.0,10996.0,9325.0,209803.68,,,,,,,,,,,,,,,,,,0.22,,,,0.83,0.83,1306848.0,24934659.84,,25.42,0.84,26.7,0.3327,47.8,0.0136
2024-03-29,17896.0,341455.68,0.24,1.0,0.06,0.34,0.0,177921.0,10996.0,9325.0,209803.68,,,,,,,,,,,,,,,,,,0.21,,,,0.83,0.83,1306752.0,24932828.16,,24.93,0.83,26.59,0.3299,47.44,0.0136
2024-04-01,17896.0,341455.68,0.24,1.0,0.06,0.34,0.0,177921.0,10996.0,9325.0,209803.68,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1285924.0,24535429.92,,24.59,0.85,26.59,0.3318,47.72,0.0138
2024-04-02,17896.0,346108.64,0.24,1.0,0.06,0.34,0.0,180345.5,10996.0,9325.0,212662.64,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1281589.0,24785931.26,,24.49,0.85,26.71,0.3311,47.58,0.0138
2024-04-03,17896.0,348614.08,0.24,1.03,0.06,0.35,0.0,181651.0,10996.0,9325.0,214202.08,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1283602.0,25004566.96,,24.79,0.85,26.82,0.3315,47.58,0.0138
2024-04-04,17896.0,348256.16,0.24,1.04,0.06,0.35,0.0,181464.5,10996.0,9325.0,213982.16,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1284678.0,24999833.88,,25.01,0.85,26.76,0.3323,47.72,0.0138
2024-04-05,17896.0,346466.56,0.24,1.08,0.06,0.35,0.0,180532.0,10996.0,9325.0,212882.56,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1284667.0,24871153.12,,25.0,0.85,26.69,0.3325,47.78,0.0138
2024-04-08,17896.0,351835.36,0.24,1.07,0.06,0.35,0.0,183329.5,10996.0,9325.0,216181.36,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1285621.0,25275308.86,,24.92,0.84,26.78,0.3317,47.64,0.0138
2024-04-09,17896.0,347898.24,0.24,1.07,0.06,0.35,0.0,181278.0,10996.0,9325.0,213762.24,,,,,,,,,,,,,,,,,,0.22,,,,0.85,0.85,1288627.0,25050908.88,,25.28,0.85,26.77,0.3328,47.78,0.0138
2024-04-10,17896.0,340024.0,0.24,1.11,0.06,0.35,0.0,177175.0,10996.0,9325.0,208924.0,,,,,,,,,,,,,,,,,,0.22,,,,0.85,0.85,1288698.0,24485262.0,,25.05,0.85,26.56,0.3331,47.92,0.0138
2024-04-11,17896.0,336802.72,0.24,1.11,0.06,0.34,0.0,175496.5,10996.0,9325.0,206944.72,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1288333.0,24246427.06,,24.47,0.85,26.62,0.3314,47.65,0.0138
2024-04-12,17896.0,336086.88,0.24,1.11,0.06,0.34,0.0,175123.5,10996.0,9325.0,206504.88,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1286857.0,24167174.46,,24.27,0.85,26.54,0.3311,47.65,0.0138
2024-04-15,17896.0,334655.2,0.24,1.12,0.06,0.34,0.0,174377.5,10996.0,9325.0,205625.2,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1286857.0,24064225.9,,24.16,0.85,26.61,0.3306,47.55,0.0138
2024-04-16,17896.0,331791.84,0.24,1.15,0.06,0.34,0.0,172885.5,10996.0,9325.0,203865.84,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1287596.0,23872029.84,,24.05,0.85,26.6,0.3304,47.53,0.0138
2024-04-17,17896.0,333939.36,0.24,1.13,0.06,0.33,0.0,174004.5,10996.0,9325.0,205185.36,,,,,,,,,,,,,,,,,,0.2,,,,0.85,0.85,1287449.0,24023798.34,,23.86,0.84,26.65,0.3296,47.4,0.0138
2024-04-18,17896.0,335371.04,0.24,1.12,0.06,0.34,0.0,174750.5,10996.0,9325.0,206065.04,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1287371.0,24125332.54,,24.03,0.85,26.62,0.3301,47.49,0.0138
2024-04-19,17896.0,329644.32,0.24,1.13,0.06,0.34,0.0,171766.5,10996.0,9325.0,202546.32,,,,,,,,,,,,,,,,,,0.21,,,,0.85,0.85,1277515.0,23531826.3,,23.86,0.86,26.62,0.3304,47.53,0.0139
2024-04-22,17896.0,332507.68,0.24,1.16,0.06,0.33,0.0,173258.5,10996.0,9325.0,204305.68,,,,,,,,,,,,,,,,,,0.2,,,,0.85,0.85,1278793.0,23759973.94,,23.61,0.85,26.54,0.3297,47.45,0.0139
2024-04-23,15471.0,298590.3,0.21,1.06,0.05,0.29,0.0,133170.0,8571.0,6900.0,165420.3,,,,,,,,0.04,,2425.0,,,,,,,2425.0,0.16,0.05,,,0.66,0.66,1281701.0,24736829.3,,23.93,0.66,31.05,0.4196,55.15,0.012
2024-04-24,15471.0,295805.52,0.21,1.06,0.05,0.3,0.0,131928.0,8571.0,6900.0,163877.52,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1282223.0,24516103.76,,24.7,0.67,31.12,0.4233,55.56,0.012
2024-04-25,18344.0,351837.92,0.25,1.25,0.06,0.35,0.0,187446.14,11444.0,9773.0,219495.92,,,2303.0,0.04,,570.0,,,2303.0,,,,0.04,2303.0,0.01,570.0,,0.22,,,,0.88,0.88,1288598.0,24715309.64,,24.61,0.88,26.23,0.3444,46.65,0.0141
2024-04-26,18381.0,355488.54,0.25,1.25,0.06,0.35,0.0,189725.4,15386.0,9810.0,297565.24,,,,0.0,,,,0.03,37.0,1908.0,,,0.0,,,5850.0,,0.3,,,,1.18,1.18,1284826.0,24848534.84,,24.75,1.18,26.1,0.3445,46.68,0.0141
2024-04-29,18381.0,349239.0,0.25,1.26,0.06,0.35,0.0,186390.0,13480.0,9810.0,256120.0,,,,,,,,0.04,,1906.0,,,,,,,,0.26,,,,1.04,1.04,1286732.0,24447908.0,,24.76,1.04,26.2,0.3442,46.61,0.0141
2024-04-30,18132.0,340881.6,0.24,1.24,0.06,0.35,0.0,179746.8,11232.0,9561.0,211161.6,,,,0.01,,,,0.08,247.0,4022.0,,,0.01,,,1774.0,496.0,0.21,0.01,,,0.86,0.86,1288884.0,24231019.2,,24.49,0.87,26.31,0.3599,47.19,0.0139
2024-05-01,18132.0,340881.6,0.24,1.3,0.06,0.34,0.0,179746.8,11232.0,9561.0,211161.6,,,,,,,,,,,,,,,,,,0.21,,,,0.86,0.86,1289027.0,24233707.6,,24.22,0.86,26.34,0.3588,46.93,0.0139
2024-05-02,28985.0,550715.0,0.39,2.08,0.1,0.55,0.0,387866.0,14171.0,20414.0,269249.0,,,2375.0,0.04,,8727.0,,,2126.0,,,,0.04,2375.0,0.16,564.0,,0.27,,,,1.09,1.09,1285807.0,24430333.0,,24.19,1.09,29.36,0.26,30.07,0.0223
2024-05-03,30781.0,586070.24,0.41,2.24,0.1,0.58,0.0,422878.4,22881.0,22210.0,435654.24,,,83.0,0.03,,,,0.1,1796.0,5496.0,,,0.03,83.0,,14123.0,,0.43,,,,1.76,1.76,1277237.0,24318592.48,,24.21,1.76,27.82,0.2523,28.18,0.0237
2024-05-06,35963.0,686893.3,0.48,2.73,0.12,0.68,0.0,523187.2,29063.0,27392.0,555103.3,,,6182.0,0.1,,,,,5182.0,,,,0.1,6182.0,,,,0.55,,,,2.24,2.24,1271055.0,24277150.5,,24.21,2.23,24.25,0.2505,32.87,0.0277
2024-05-07,36241.0,704525.04,0.49,2.87,0.12,0.69,0.0,495136.8,27141.0,25470.0,527621.04,,,544.0,0.05,,,,0.09,2744.0,4666.0,,,0.05,544.0,,2200.0,4666.0,0.52,0.09,,,2.09,2.09,1273262.0,24752213.28,,24.43,2.08,24.04,0.2337,28.17,0.0279
2024-05-08,36700.0,714916.0,0.49,3.26,0.12,0.72,0.0,505096.92,27600.0,25929.0,537648.0,,,,0.02,,,,0.09,646.0,4804.0,,,0.02,,,5263.0,187.0,0.54,0.0,,,2.12,2.12,1271709.0,24772891.32,,24.76,2.12,23.74,0.2346,27.72,0.0282
2024-05-09,40894.0,796615.12,0.55,3.64,0.14,0.8,0.0,586796.04,33239.0,30123.0,647495.72,,,5639.0,0.08,,,,,4194.0,,,,0.08,5639.0,,,,0.65,,,,2.56,2.56,1265739.0,24656595.72,,24.62,2.55,24.98,0.2387,29.31,0.0315
2024-05-10,42775.0,842667.5,0.58,3.85,0.14,0.84,0.0,630478.8,38044.0,32004.0,749466.8,,,4507.0,0.03,,1000.0,,0.1,1305.0,4931.0,,,0.03,4507.0,0.02,5229.0,424.0,0.74,0.01,,,2.93,2.93,1260602.0,24833859.4,,24.61,2.93,26.14,0.2248,27.01,0.0329
2024-05-13,42785.0,853988.6,0.58,3.78,0.14,0.84,0.0,638999.44,32685.0,32014.0,652392.6,,,315.0,0.0,,,,0.11,10.0,5674.0,,,0.0,315.0,,,,0.64,,,,2.51,2.51,1269883.0,25346864.68,,25.05,2.51,26.2,0.2249,27.0,0.0328
2024-05-14,39891.0,807792.75,0.54,3.21,0.13,0.8,0.0,589680.0,29791.0,29120.0,603267.75,,,1058.0,0.02,,,,0.08,1058.0,3952.0,,,0.02,1058.0,,,3952.0,0.6,0.08,,,2.29,2.29,1272622.0,25770595.5,,25.45,2.28,21.74,0.2138,28.05,0.0306
2024-05-15,38842.0,788492.6,0.52,2.82,0.13,0.79,0.0,556138.8,23267.0,27396.0,472320.1,,,1528.0,0.03,,6475.0,,0.17,1528.0,8727.0,,,0.03,1528.0,0.13,675.0,9727.0,0.47,0.19,,,1.78,1.78,1280360.0,25991308.0,,25.87,1.78,23.5,0.2065,26.22,0.0298
2024-05-16,51064.0,1036599.2,0.69,3.55,0.17,1.04,0.0,804245.4,36289.0,39618.0,736666.7,,,3101.0,0.33,,,,0.07,15700.0,3478.0,,,0.33,3101.0,,13399.0,3478.0,0.74,0.07,,,2.78,2.78,1267732.0,25734959.6,,25.72,2.79,22.38,0.2053,29.58,0.0392
2024-05-17,46797.0,949979.1,0.63,3.24,0.16,0.96,0.0,717625.3,30022.0,35351.0,609446.6,,,,0.15,,,,0.23,7200.0,11467.0,,,0.15,,,5200.0,11467.0,0.61,0.23,,,2.3,2.3,1277220.0,25927566.0,,25.92,2.3,24.92,0.2453,36.31,0.0358
2024-05-20,41097.0,836323.95,0.55,2.7,0.14,0.85,0.0,603397.85,24322.0,29651.0,494952.7,,,,,,,,0.12,,5700.0,,,,,,,5700.0,0.49,0.12,,,1.86,1.86,1283542.0,26120079.7,,26.08,1.86,28.36,0.2982,41.24,0.0314
2024-05-21,31821.0,645966.3,0.43,2.13,0.11,0.66,0.0,458272.5,20446.0,22575.0,415053.8,,,,,,,,0.08,,3876.0,,,,,,,7076.0,0.42,0.15,,,1.56,1.56,1288784.0,26162315.2,,26.22,1.56,26.65,0.3,39.75,0.0243
2024-05-22,31821.0,645966.3,0.43,2.27,0.11,0.65,0.0,458272.5,17246.0,22575.0,350093.8,,,,,,,,0.07,,3200.0,,,,,,,,0.35,,,,1.31,1.31,1294639.0,26281171.7,,26.31,1.32,26.67,0.2999,39.69,0.0243
2024-05-23,28471.0,579384.85,0.38,2.05,0.09,0.58,0.0,404965.0,16571.0,19900.0,337219.85,,,,,,,,0.01,,675.0,,,,,,,2675.0,0.34,0.06,,,1.26,1.26,1297337.0,26400807.95,,26.36,1.26,29.86,0.3367,44.51,0.0217
2024-05-24,26471.0,541331.95,0.36,1.94,0.09,0.54,0.0,366055.0,14571.0,17900.0,297976.95,,,,,,,,0.04,,2000.0,,,,,,,2000.0,0.3,0.04,,,1.11,1.11,1295263.0,26488128.35,,26.37,1.11,32.05,0.3232,40.45,0.0202
2024-05-27,26727.0,559930.65,0.36,1.92,0.09,0.55,0.0,377686.6,14699.0,18028.0,307944.05,,,,,,128.0,,,,,,,,,0.0,128.0,,0.3,,,,1.12,1.12,1298586.0,27205376.7,,26.65,1.11,31.74,0.3172,40.05,0.0204
2024-05-28,28521.0,584680.5,0.38,2.0,0.1,0.6,0.0,387962.5,15596.0,18925.0,319718.0,,,897.0,0.02,,,,,897.0,,,,0.02,897.0,,,,0.33,,,,1.18,1.18,1301210.0,26674805.0,,27.1,1.19,29.81,0.2843,37.56,0.0217
2024-05-29,28521.0,593236.8,0.38,1.99,0.1,0.59,0.0,393640.0,15596.0,18925.0,324396.8,,,,,,,,,,,,,,,,,,0.32,,,,1.18,1.18,1301357.0,27068225.6,,26.82,1.19,29.89,0.2838,37.41,0.0217
2024-05-30,28521.0,594662.85,0.38,2.02,0.1,0.6,0.0,394586.25,15596.0,18925.0,325176.6,,,,,,,,,,,,,,,,,,0.32,,,,1.18,1.18,1301796.0,27142446.6,,27.06,1.18,29.78,0.2842,37.59,0.0217
2024-05-31,28521.0,581828.4,0.38,1.98,0.1,0.6,0.0,386070.0,15596.0,18925.0,318158.4,,,,,,,,,,,,,,,,,,0.32,,,,1.17,1.17,1312860.0,26782344.0,,27.25,1.18,29.79,0.2843,37.59,0.0215
2024-06-03,28521.0,577550.25,0.38,1.75,0.1,0.59,0.0,383231.25,15596.0,18925.0,315819.0,,,,,,,,,,,,,,,,,,0.32,,,,1.19,1.19,1292413.0,26171363.25,,26.28,1.19,29.72,0.2839,37.62,0.0218
2024-06-04,33259.0,665180.0,0.45,1.9,0.11,0.69,0.0,473260.0,20584.0,23663.0,411680.0,,,,,,4988.0,,,,,,,,,0.11,4988.0,250.0,0.42,0.0,,,1.56,1.56,1296804.0,25936080.0,,26.19,1.57,25.23,0.2289,31.82,0.0252
2024-06-05,34689.0,695514.45,0.47,1.95,0.12,0.71,0.0,523665.9,22439.0,26118.0,449901.95,,,,0.07,,,,0.02,3480.0,1025.0,,,0.07,,,2880.0,1025.0,0.45,0.02,,,1.7,1.7,1294856.0,25961862.8,,25.92,1.7,26.34,0.2537,32.04,0.0263
2024-06-06,32409.0,648180.0,0.44,1.85,0.11,0.66,0.0,476760.0,22439.0,23838.0,448780.0,,,,,,,,,,,,,,,,,2280.0,0.45,0.05,,,1.7,1.7,1294229.0,25884580.0,,25.92,1.7,25.85,0.2563,34.46,0.0246
2024-06-07,35209.0,709461.35,0.47,2.01,0.12,0.72,0.0,536755.7,21759.0,26638.0,438443.85,,,,0.06,,,,0.05,2800.0,2280.0,,,0.06,,,1600.0,,0.44,,,,1.64,1.64,1302516.0,26245697.4,,26.16,1.65,24.1,0.2588,34.79,0.0266
2024-06-10,39209.0,784180.0,0.53,2.25,0.13,0.81,0.0,612760.0,23759.0,30638.0,475180.0,,,1142.0,0.09,,,,,4000.0,,,,0.09,1142.0,,858.0,,0.48,,,,1.8,1.8,1295514.0,25910280.0,,26.11,1.81,26.82,0.2678,36.28,0.0297
2024-06-11,39809.0,772294.6,0.54,2.22,0.13,0.81,0.0,606017.2,23759.0,31238.0,460924.6,,,,0.02,,,,,1000.0,,,,0.02,,,,400.0,0.47,0.01,,,1.8,1.8,1295786.0,25138248.4,,25.75,1.81,25.42,0.2733,38.3,0.0302
2024-06-12,42029.0,826290.14,0.57,2.34,0.14,0.83,0.0,655621.68,23469.0,33348.0,461400.54,,,,0.03,,110.0,,0.01,2000.0,400.0,,,0.03,,0.0,110.0,,0.45,,,,1.77,1.77,1302993.0,25616842.38,,25.27,1.76,24.1,0.282,41.06,0.0317
2024-06-13,42855.0,803102.7,0.58,2.37,0.14,0.87,0.0,632681.14,23882.0,33761.0,447548.68,,,413.0,0.01,,,,,413.0,,,,0.01,413.0,,,,0.47,,,,1.8,1.8,1302962.0,24417507.88,,25.49,1.82,23.64,0.2709,40.0,0.0323
2024-06-14,44855.0,794830.6,0.6,2.4,0.15,0.86,0.0,615964.92,24882.0,34761.0,440909.04,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,,0.47,,,,1.87,1.87,1303689.0,23101369.08,,24.23,1.89,22.56,0.2599,38.32,0.0338
2024-06-17,40384.0,712373.76,0.54,2.1,0.13,0.73,0.0,534315.6,27811.0,30290.0,490586.04,,,2743.0,0.05,,4424.0,,0.04,3105.0,2000.0,,,0.05,2743.0,0.08,2186.0,12000.0,0.49,0.25,,,2.09,2.09,1300760.0,22945406.4,,22.99,2.1,25.85,0.2204,30.47,0.0304
2024-06-18,39334.0,698571.84,0.53,1.98,0.13,0.71,0.0,501542.4,28411.0,28240.0,504579.36,,,3850.0,,,,,0.06,,3400.0,,,,3850.0,,150.0,2050.0,0.5,0.04,,,2.13,2.13,1302616.0,23134460.16,,22.99,2.13,26.28,0.2171,28.94,0.0296
2024-06-19,46975.0,825820.5,0.63,2.29,0.16,0.84,0.0,581722.2,33371.0,33090.0,586662.18,,,,0.09,,,,,4850.0,,,,0.09,,,4960.0,,0.59,,,,2.5,2.5,1299867.0,22851661.86,,23.03,2.5,22.28,0.1869,24.39,0.0352
