,ALAQU FP Equity_DX_SI_QTY,ALAQU FP Equity_DX_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAQU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAQU FP Equity_DX_SI_MV,ALAQU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SUPPLY_SI_QTY,ALAQU FP Equity_DX_BROKER_SI_QTY,ALAQU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAQU FP Equity_DX_SUPPLY_SI_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAQU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAQU FP Equity_DX_BROKER_SI_CON_RATIO,ALAQU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAQU FP Equity_PX_LAST
2010-01-25,,,,,,,,,,,,,,,,,,,,3.3
2010-01-29,,,,,,,,,,,,,,,,,,,,3.59
2010-02-08,,,,,,,,,,,,,,,,,,,,3.05
2010-02-10,,,,,,,,,,,,,,,,,,,,3.06
2010-02-16,,,,,,,,,,,,,,,,,,,,3.05
2010-02-23,,,,,,,,,,,,,,,,,,,,3.19
2010-02-26,,,,,,,,,,,,,,,,,,,,3.38
2010-03-01,,,,,,,,,,,,,,,,,,,,3.2
2010-03-02,,,,,,,,,,,,,,,,,,,,3.8
2010-03-05,,,,,,,,,,,,,,,,,,,,3.1
2010-03-16,,,,,,,,,,,,,,,,,,,,3.29
2010-03-19,,,,,,,,,,,,,,,,,,,,3.2
2010-03-29,,,,,,,,,,,,,,,,,,,,3.25
2010-04-01,,,,,,,,,,,,,,,,,,,,3.2
2010-04-08,,,,,,,,,,,,,,,,,,,,3.05
2010-04-09,,,,,,,,,,,,,,,,,,,,3.15
2010-04-12,,,,,,,,,,,,,,,,,,,,3.22
2010-04-13,,,,,,,,,,,,,,,,,,,,3.68
2010-04-14,,,,,,,,,,,,,,,,,,,,3.68
2010-04-15,,,,,,,,,,,,,,,,,,,,3.68
2010-04-19,,,,,,,,,,,,,,,,,,,,3.67
2010-04-20,,,,,,,,,,,,,,,,,,,,2.95
2010-04-23,,,,,,,,,,,,,,,,,,,,3.68
2010-04-26,,,,,,,,,,,,,,,,,,,,3.18
2010-04-27,,,,,,,,,,,,,,,,,,,,3.81
2010-04-28,,,,,,,,,,,,,,,,,,,,3.37
2010-05-05,,,,,,,,,,,,,,,,,,,,3.23
2010-05-06,,,,,,,,,,,,,,,,,,,,3.29
2010-05-07,,,,,,,,,,,,,,,,,,,,3.5
2010-05-12,,,,,,,,,,,,,,,,,,,,3.42
2010-05-14,,,,,,,,,,,,,,,,,,,,3.5
2010-05-17,,,,,,,,,,,,,,,,,,,,3.5
2010-05-19,,,,,,,,,,,,,,,,,,,,2.9
2010-05-24,,,,,,,,,,,,,,,,,,,,3.78
2010-05-25,,,,,,,,,,,,,,,,,,,,3.44
2010-05-26,,,,,,,,,,,,,,,,,,,,3.46
2010-05-27,,,,,,,,,,,,,,,,,,,,3.2
2010-05-31,,,,,,,,,,,,,,,,,,,,3.2
2010-06-03,,,,,,,,,,,,,,,,,,,,3.12
2010-06-04,,,,,,,,,,,,,,,,,,,,3.1
2010-06-09,,,,,,,,,,,,,,,,,,,,3.1
2010-06-18,,,,,,,,,,,,,,,,,,,,3.52
2010-06-25,,,,,,,,,,,,,,,,,,,,3.51
2010-07-01,,,,,,,,,,,,,,,,,,,,2.98
2010-07-05,,,,,,,,,,,,,,,,,,,,2.98
2010-07-23,,,,,,,,,,,,,,,,,,,,3.49
2010-07-26,,,,,,,,,,,,,,,,,,,,3.15
2010-07-27,,,,,,,,,,,,,,,,,,,,3.2
2010-07-29,,,,,,,,,,,,,,,,,,,,3.2
2010-08-03,,,,,,,,,,,,,,,,,,,,3.26
2010-08-04,,,,,,,,,,,,,,,,,,,,3.26
2010-08-05,,,,,,,,,,,,,,,,,,,,3.3
2010-08-09,,,,,,,,,,,,,,,,,,,,3.42
2010-08-11,,,,,,,,,,,,,,,,,,,,3.74
2010-08-12,,,,,,,,,,,,,,,,,,,,3.3
2010-08-16,,,,,,,,,,,,,,,,,,,,3.2
2010-08-17,,,,,,,,,,,,,,,,,,,,3.2
2010-08-18,,,,,,,,,,,,,,,,,,,,3.2
2010-08-19,,,,,,,,,,,,,,,,,,,,3.2
2010-08-20,,,,,,,,,,,,,,,,,,,,3.3
2010-08-26,,,,,,,,,,,,,,,,,,,,3.3
2010-08-27,,,,,,,,,,,,,,,,,,,,3.2
2010-08-30,,,,,,,,,,,,,,,,,,,,3.2
2010-09-01,,,,,,,,,,,,,,,,,,,,3.3
2010-09-02,,,,,,,,,,,,,,,,,,,,3.3
2010-09-03,,,,,,,,,,,,,,,,,,,,3.23
2010-09-06,,,,,,,,,,,,,,,,,,,,3.3
2010-09-07,,,,,,,,,,,,,,,,,,,,3.35
2010-09-10,,,,,,,,,,,,,,,,,,,,3.16
2010-09-14,,,,,,,,,,,,,,,,,,,,3.4
2010-09-15,,,,,,,,,,,,,,,,,,,,3.2
2010-09-16,,,,,,,,,,,,,,,,,,,,3.38
2010-09-17,,,,,,,,,,,,,,,,,,,,3.4
2010-09-20,,,,,,,,,,,,,,,,,,,,3.4
2010-09-22,,,,,,,,,,,,,,,,,,,,3.4
2010-09-23,,,,,,,,,,,,,,,,,,,,3.4
2010-09-27,,,,,,,,,,,,,,,,,,,,3.4
2010-10-04,,,,,,,,,,,,,,,,,,,,3.38
2010-10-05,,,,,,,,,,,,,,,,,,,,3.38
2010-10-21,,,,,,,,,,,,,,,,,,,,3.28
2010-10-22,,,,,,,,,,,,,,,,,,,,3.25
2010-10-25,,,,,,,,,,,,,,,,,,,,3.1
2010-11-01,,,,,,,,,,,,,,,,,,,,3.3
2010-11-02,,,,,,,,,,,,,,,,,,,,3.35
2010-11-08,,,,,,,,,,,,,,,,,,,,3.39
2010-11-22,,,,,,,,,,,,,,,,,,,,3.25
2010-11-24,,,,,,,,,,,,,,,,,,,,3.21
2010-11-25,,,,,,,,,,,,,,,,,,,,3.2
2010-11-26,,,,,,,,,,,,,,,,,,,,3.2
2010-11-29,,,,,,,,,,,,,,,,,,,,3.2
2010-12-01,,,,,,,,,,,,,,,,,,,,3.29
2010-12-03,,,,,,,,,,,,,,,,,,,,3.17
2010-12-06,,,,,,,,,,,,,,,,,,,,3.17
2010-12-08,,,,,,,,,,,,,,,,,,,,3.13
2010-12-09,,,,,,,,,,,,,,,,,,,,2.67
2010-12-10,,,,,,,,,,,,,,,,,,,,2.76
2010-12-13,,,,,,,,,,,,,,,,,,,,2.87
2010-12-14,,,,,,,,,,,,,,,,,,,,2.91
2010-12-15,,,,,,,,,,,,,,,,,,,,2.97
2010-12-16,,,,,,,,,,,,,,,,,,,,2.97
2010-12-17,,,,,,,,,,,,,,,,,,,,2.99
2010-12-20,,,,,,,,,,,,,,,,,,,,3.0
2010-12-22,,,,,,,,,,,,,,,,,,,,2.9
2010-12-23,,,,,,,,,,,,,,,,,,,,2.9
2010-12-24,,,,,,,,,,,,,,,,,,,,2.51
2010-12-27,,,,,,,,,,,,,,,,,,,,2.72
2010-12-29,,,,,,,,,,,,,,,,,,,,2.6
2010-12-30,,,,,,,,,,,,,,,,,,,,2.6
2010-12-31,,,,,,,,,,,,,,,,,,,,2.46
2011-01-03,,,,,,,,,,,,,,,,,,,,2.7
2011-01-05,,,,,,,,,,,,,,,,,,,,2.75
2011-01-06,,,,,,,,,,,,,,,,,,,,2.82
2011-01-07,,,,,,,,,,,,,,,,,,,,3.0
2011-01-10,,,,,,,,,,,,,,,,,,,,3.14
2011-01-11,,,,,,,,,,,,,,,,,,,,2.9
2011-01-12,,,,,,,,,,,,,,,,,,,,3.04
2011-01-13,,,,,,,,,,,,,,,,,,,,3.0
2011-01-14,,,,,,,,,,,,,,,,,,,,2.98
2011-01-17,,,,,,,,,,,,,,,,,,,,3.0
2011-01-20,,,,,,,,,,,,,,,,,,,,3.0
2011-01-21,,,,,,,,,,,,,,,,,,,,2.87
2011-02-01,,,,,,,,,,,,,,,,,,,,2.91
2011-02-04,,,,,,,,,,,,,,,,,,,,3.03
2011-02-07,,,,,,,,,,,,,,,,,,,,3.1
2011-02-10,,,,,,,,,,,,,,,,,,,,2.92
2011-02-15,,,,,,,,,,,,,,,,,,,,2.93
2011-02-16,,,,,,,,,,,,,,,,,,,,2.96
2011-02-17,,,,,,,,,,,,,,,,,,,,3.19
2011-02-22,,,,,,,,,,,,,,,,,,,,3.0
2011-02-24,,,,,,,,,,,,,,,,,,,,3.05
2011-02-28,,,,,,,,,,,,,,,,,,,,3.01
2011-03-02,,,,,,,,,,,,,,,,,,,,3.12
2011-03-03,,,,,,,,,,,,,,,,,,,,3.19
2011-03-04,,,,,,,,,,,,,,,,,,,,3.19
2011-03-10,,,,,,,,,,,,,,,,,,,,3.12
2011-03-11,,,,,,,,,,,,,,,,,,,,3.5
2011-03-16,,,,,,,,,,,,,,,,,,,,3.24
2011-03-25,,,,,,,,,,,,,,,,,,,,3.22
2011-03-28,,,,,,,,,,,,,,,,,,,,3.45
2011-03-29,,,,,,,,,,,,,,,,,,,,3.47
2011-03-30,,,,,,,,,,,,,,,,,,,,3.46
2011-03-31,,,,,,,,,,,,,,,,,,,,3.44
2011-04-04,,,,,,,,,,,,,,,,,,,,3.44
2011-04-05,,,,,,,,,,,,,,,,,,,,3.44
2011-04-06,,,,,,,,,,,,,,,,,,,,3.44
2011-04-07,,,,,,,,,,,,,,,,,,,,3.44
2011-04-11,,,,,,,,,,,,,,,,,,,,3.44
2011-04-12,,,,,,,,,,,,,,,,,,,,3.4
2011-04-14,,,,,,,,,,,,,,,,,,,,3.4
2011-04-15,,,,,,,,,,,,,,,,,,,,3.4
2011-04-20,,,,,,,,,,,,,,,,,,,,3.3
2011-04-26,,,,,,,,,,,,,,,,,,,,3.45
2011-04-28,,,,,,,,,,,,,,,,,,,,3.4
2011-04-29,,,,,,,,,,,,,,,,,,,,3.45
2011-05-02,,,,,,,,,,,,,,,,,,,,3.54
2011-05-03,,,,,,,,,,,,,,,,,,,,3.54
2011-05-04,,,,,,,,,,,,,,,,,,,,3.2
2011-05-09,,,,,,,,,,,,,,,,,,,,3.1
2011-05-10,,,,,,,,,,,,,,,,,,,,3.0
2011-05-11,,,,,,,,,,,,,,,,,,,,2.76
2011-05-16,,,,,,,,,,,,,,,,,,,,2.8
2011-05-17,,,,,,,,,,,,,,,,,,,,2.8
2011-05-18,,,,,,,,,,,,,,,,,,,,3.17
2011-05-19,,,,,,,,,,,,,,,,,,,,3.2
2011-05-24,,,,,,,,,,,,,,,,,,,,3.05
2011-05-25,,,,,,,,,,,,,,,,,,,,3.05
2011-05-26,,,,,,,,,,,,,,,,,,,,3.02
2011-05-27,,,,,,,,,,,,,,,,,,,,3.1
2011-06-01,,,,,,,,,,,,,,,,,,,,3.1
2011-06-03,,,,,,,,,,,,,,,,,,,,2.91
2011-06-09,,,,,,,,,,,,,,,,,,,,3.0
2011-06-10,,,,,,,,,,,,,,,,,,,,3.15
2011-06-15,,,,,,,,,,,,,,,,,,,,3.15
2011-06-17,,,,,,,,,,,,,,,,,,,,3.15
2011-06-21,,,,,,,,,,,,,,,,,,,,3.14
2011-06-27,,,,,,,,,,,,,,,,,,,,3.02
2011-06-28,,,,,,,,,,,,,,,,,,,,3.08
2011-06-29,,,,,,,,,,,,,,,,,,,,3.1
2011-07-01,,,,,,,,,,,,,,,,,,,,3.14
2011-07-04,,,,,,,,,,,,,,,,,,,,3.09
2011-07-06,,,,,,,,,,,,,,,,,,,,3.16
2011-07-12,,,,,,,,,,,,,,,,,,,,3.04
2011-07-13,,,,,,,,,,,,,,,,,,,,3.1
2011-07-19,,,,,,,,,,,,,,,,,,,,3.1
2011-07-20,,,,,,,,,,,,,,,,,,,,3.1
2011-07-27,,,,,,,,,,,,,,,,,,,,3.13
2011-08-02,,,,,,,,,,,,,,,,,,,,3.1
2011-08-03,,,,,,,,,,,,,,,,,,,,3.1
2011-08-04,,,,,,,,,,,,,,,,,,,,2.91
2011-08-08,,,,,,,,,,,,,,,,,,,,2.9
2011-08-09,,,,,,,,,,,,,,,,,,,,2.9
2011-08-12,,,,,,,,,,,,,,,,,,,,2.81
2011-08-16,,,,,,,,,,,,,,,,,,,,2.86
2011-08-19,,,,,,,,,,,,,,,,,,,,2.88
2011-08-23,,,,,,,,,,,,,,,,,,,,2.88
2011-08-25,,,,,,,,,,,,,,,,,,,,3.0
2011-08-26,,,,,,,,,,,,,,,,,,,,2.86
2011-08-29,,,,,,,,,,,,,,,,,,,,2.86
2011-08-30,,,,,,,,,,,,,,,,,,,,2.8
2011-09-05,,,,,,,,,,,,,,,,,,,,2.81
2011-09-07,,,,,,,,,,,,,,,,,,,,3.08
2011-09-08,,,,,,,,,,,,,,,,,,,,3.08
2011-09-12,,,,,,,,,,,,,,,,,,,,2.85
2011-09-14,,,,,,,,,,,,,,,,,,,,3.0
2011-09-15,,,,,,,,,,,,,,,,,,,,2.81
2011-09-16,,,,,,,,,,,,,,,,,,,,2.86
2011-09-19,,,,,,,,,,,,,,,,,,,,2.9
2011-09-20,,,,,,,,,,,,,,,,,,,,2.9
2011-09-23,,,,,,,,,,,,,,,,,,,,2.83
2011-09-30,,,,,,,,,,,,,,,,,,,,2.82
2011-10-04,,,,,,,,,,,,,,,,,,,,2.82
2011-10-05,,,,,,,,,,,,,,,,,,,,3.0
2011-10-10,,,,,,,,,,,,,,,,,,,,3.02
2011-10-13,,,,,,,,,,,,,,,,,,,,3.0
2011-10-14,,,,,,,,,,,,,,,,,,,,2.95
2011-10-17,,,,,,,,,,,,,,,,,,,,2.96
2011-10-20,,,,,,,,,,,,,,,,,,,,2.95
2011-10-21,,,,,,,,,,,,,,,,,,,,2.95
2011-10-25,,,,,,,,,,,,,,,,,,,,2.83
2011-10-26,,,,,,,,,,,,,,,,,,,,2.86
2011-10-27,,,,,,,,,,,,,,,,,,,,2.86
2011-10-28,,,,,,,,,,,,,,,,,,,,3.02
2011-11-07,,,,,,,,,,,,,,,,,,,,2.93
2011-11-11,,,,,,,,,,,,,,,,,,,,2.87
2011-11-16,,,,,,,,,,,,,,,,,,,,3.0
2011-11-18,,,,,,,,,,,,,,,,,,,,2.85
2011-11-21,,,,,,,,,,,,,,,,,,,,2.85
2011-11-22,,,,,,,,,,,,,,,,,,,,2.85
2011-11-23,,,,,,,,,,,,,,,,,,,,2.81
2011-11-25,,,,,,,,,,,,,,,,,,,,2.84
2011-11-28,,,,,,,,,,,,,,,,,,,,2.85
2011-11-30,,,,,,,,,,,,,,,,,,,,2.85
2011-12-05,,,,,,,,,,,,,,,,,,,,2.85
2011-12-06,,,,,,,,,,,,,,,,,,,,2.8
2011-12-07,,,,,,,,,,,,,,,,,,,,2.8
2011-12-08,,,,,,,,,,,,,,,,,,,,2.75
2011-12-09,,,,,,,,,,,,,,,,,,,,2.7
2011-12-13,,,,,,,,,,,,,,,,,,,,2.7
2011-12-14,,,,,,,,,,,,,,,,,,,,2.61
2011-12-15,,,,,,,,,,,,,,,,,,,,2.55
2011-12-16,,,,,,,,,,,,,,,,,,,,2.5
2011-12-19,,,,,,,,,,,,,,,,,,,,2.45
2011-12-20,,,,,,,,,,,,,,,,,,,,2.45
2011-12-21,,,,,,,,,,,,,,,,,,,,2.41
2011-12-22,,,,,,,,,,,,,,,,,,,,2.35
2011-12-23,,,,,,,,,,,,,,,,,,,,2.32
2011-12-27,,,,,,,,,,,,,,,,,,,,2.28
2011-12-29,,,,,,,,,,,,,,,,,,,,2.26
2011-12-30,,,,,,,,,,,,,,,,,,,,2.25
2012-01-02,,,,,,,,,,,,,,,,,,,,2.58
2012-01-03,,,,,,,,,,,,,,,,,,,,2.58
2012-01-04,,,,,,,,,,,,,,,,,,,,2.61
2012-01-06,,,,,,,,,,,,,,,,,,,,2.66
2012-01-09,,,,,,,,,,,,,,,,,,,,2.7
2012-01-10,,,,,,,,,,,,,,,,,,,,2.8
2012-01-11,,,,,,,,,,,,,,,,,,,,2.83
2012-01-12,,,,,,,,,,,,,,,,,,,,2.75
2012-01-13,,,,,,,,,,,,,,,,,,,,2.8
2012-01-16,,,,,,,,,,,,,,,,,,,,2.84
2012-01-17,,,,,,,,,,,,,,,,,,,,2.83
2012-01-18,,,,,,,,,,,,,,,,,,,,2.85
2012-01-19,,,,,,,,,,,,,,,,,,,,2.59
2012-01-20,,,,,,,,,,,,,,,,,,,,2.85
2012-01-23,,,,,,,,,,,,,,,,,,,,2.9
2012-01-24,,,,,,,,,,,,,,,,,,,,2.9
2012-01-25,,,,,,,,,,,,,,,,,,,,3.0
2012-01-26,,,,,,,,,,,,,,,,,,,,3.0
2012-01-27,,,,,,,,,,,,,,,,,,,,3.1
2012-01-30,,,,,,,,,,,,,,,,,,,,3.2
2012-01-31,,,,,,,,,,,,,,,,,,,,3.24
2012-02-01,,,,,,,,,,,,,,,,,,,,3.25
2012-02-02,,,,,,,,,,,,,,,,,,,,3.2
2012-02-06,,,,,,,,,,,,,,,,,,,,3.2
2012-02-07,,,,,,,,,,,,,,,,,,,,3.18
2012-02-08,,,,,,,,,,,,,,,,,,,,3.13
2012-02-09,,,,,,,,,,,,,,,,,,,,3.1
2012-02-10,,,,,,,,,,,,,,,,,,,,3.04
2012-02-13,,,,,,,,,,,,,,,,,,,,3.04
2012-02-15,,,,,,,,,,,,,,,,,,,,3.04
2012-02-16,,,,,,,,,,,,,,,,,,,,3.0
2012-02-17,,,,,,,,,,,,,,,,,,,,3.0
2012-02-22,,,,,,,,,,,,,,,,,,,,3.0
2012-02-27,,,,,,,,,,,,,,,,,,,,3.0
2012-02-29,,,,,,,,,,,,,,,,,,,,2.96
2012-03-02,,,,,,,,,,,,,,,,,,,,2.95
2012-03-05,,,,,,,,,,,,,,,,,,,,3.0
2012-03-07,,,,,,,,,,,,,,,,,,,,2.96
2012-03-09,,,,,,,,,,,,,,,,,,,,3.0
2012-03-12,,,,,,,,,,,,,,,,,,,,3.1
2012-03-13,,,,,,,,,,,,,,,,,,,,3.01
2012-03-14,,,,,,,,,,,,,,,,,,,,3.02
2012-03-15,,,,,,,,,,,,,,,,,,,,3.02
2012-03-16,,,,,,,,,,,,,,,,,,,,2.98
2012-03-19,,,,,,,,,,,,,,,,,,,,2.95
2012-03-20,,,,,,,,,,,,,,,,,,,,2.95
2012-03-21,,,,,,,,,,,,,,,,,,,,2.94
2012-03-29,,,,,,,,,,,,,,,,,,,,2.96
2012-03-30,,,,,,,,,,,,,,,,,,,,3.08
2012-04-04,,,,,,,,,,,,,,,,,,,,2.94
2012-04-10,,,,,,,,,,,,,,,,,,,,3.31
2012-04-11,,,,,,,,,,,,,,,,,,,,3.17
2012-04-12,,,,,,,,,,,,,,,,,,,,3.2
2012-04-13,,,,,,,,,,,,,,,,,,,,3.19
2012-04-16,,,,,,,,,,,,,,,,,,,,2.94
2012-04-17,,,,,,,,,,,,,,,,,,,,2.99
2012-04-18,,,,,,,,,,,,,,,,,,,,3.0
2012-04-19,,,,,,,,,,,,,,,,,,,,3.1
2012-04-20,,,,,,,,,,,,,,,,,,,,3.15
2012-04-23,,,,,,,,,,,,,,,,,,,,3.19
2012-04-24,,,,,,,,,,,,,,,,,,,,3.22
2012-04-25,,,,,,,,,,,,,,,,,,,,3.15
2012-04-26,,,,,,,,,,,,,,,,,,,,3.2
2012-04-27,,,,,,,,,,,,,,,,,,,,3.2
2012-04-30,,,,,,,,,,,,,,,,,,,,3.2
2012-05-02,,,,,,,,,,,,,,,,,,,,3.15
2012-05-03,,,,,,,,,,,,,,,,,,,,3.2
2012-05-04,,,,,,,,,,,,,,,,,,,,3.2
2012-05-07,,,,,,,,,,,,,,,,,,,,3.25
2012-05-08,,,,,,,,,,,,,,,,,,,,3.25
2012-05-09,,,,,,,,,,,,,,,,,,,,3.05
2012-05-10,,,,,,,,,,,,,,,,,,,,3.2
2012-05-11,,,,,,,,,,,,,,,,,,,,3.19
2012-05-14,,,,,,,,,,,,,,,,,,,,3.25
2012-05-15,,,,,,,,,,,,,,,,,,,,2.52
2012-05-17,,,,,,,,,,,,,,,,,,,,2.8
2012-05-18,,,,,,,,,,,,,,,,,,,,2.54
2012-05-21,,,,,,,,,,,,,,,,,,,,2.7
2012-05-22,,,,,,,,,,,,,,,,,,,,2.8
2012-05-23,,,,,,,,,,,,,,,,,,,,2.79
2012-05-25,,,,,,,,,,,,,,,,,,,,2.79
2012-05-29,,,,,,,,,,,,,,,,,,,,2.6
2012-05-30,,,,,,,,,,,,,,,,,,,,2.6
2012-05-31,,,,,,,,,,,,,,,,,,,,2.59
2012-06-01,,,,,,,,,,,,,,,,,,,,2.6
2012-06-04,,,,,,,,,,,,,,,,,,,,2.6
2012-06-05,,,,,,,,,,,,,,,,,,,,2.59
2012-06-07,,,,,,,,,,,,,,,,,,,,2.63
2012-06-11,,,,,,,,,,,,,,,,,,,,2.6
2012-06-12,,,,,,,,,,,,,,,,,,,,2.59
2012-06-13,,,,,,,,,,,,,,,,,,,,2.95
2012-06-19,,,,,,,,,,,,,,,,,,,,2.67
2012-06-21,,,,,,,,,,,,,,,,,,,,2.81
2012-06-22,,,,,,,,,,,,,,,,,,,,2.71
2012-06-25,,,,,,,,,,,,,,,,,,,,2.68
2012-06-26,,,,,,,,,,,,,,,,,,,,2.82
2012-06-28,,,,,,,,,,,,,,,,,,,,2.73
2012-06-29,,,,,,,,,,,,,,,,,,,,2.7
2012-07-03,,,,,,,,,,,,,,,,,,,,2.61
2012-07-05,,,,,,,,,,,,,,,,,,,,2.7
2012-07-13,,,,,,,,,,,,,,,,,,,,2.9
2012-07-16,,,,,,,,,,,,,,,,,,,,2.9
2012-07-17,,,,,,,,,,,,,,,,,,,,2.9
2012-07-18,,,,,,,,,,,,,,,,,,,,2.8
2012-07-19,,,,,,,,,,,,,,,,,,,,2.75
2012-07-23,,,,,,,,,,,,,,,,,,,,2.88
2012-07-24,,,,,,,,,,,,,,,,,,,,2.71
2012-07-27,,,,,,,,,,,,,,,,,,,,2.78
2012-07-30,,,,,,,,,,,,,,,,,,,,2.71
2012-07-31,,,,,,,,,,,,,,,,,,,,2.71
2012-08-06,,,,,,,,,,,,,,,,,,,,2.8
2012-08-07,,,,,,,,,,,,,,,,,,,,2.78
2012-08-08,,,,,,,,,,,,,,,,,,,,2.8
2012-08-13,,,,,,,,,,,,,,,,,,,,2.75
2012-08-16,,,,,,,,,,,,,,,,,,,,2.85
2012-08-21,,,,,,,,,,,,,,,,,,,,2.85
2012-08-29,,,,,,,,,,,,,,,,,,,,2.8
2012-08-30,,,,,,,,,,,,,,,,,,,,2.8
2012-08-31,,,,,,,,,,,,,,,,,,,,2.8
2012-09-03,,,,,,,,,,,,,,,,,,,,2.8
2012-09-04,,,,,,,,,,,,,,,,,,,,2.8
2012-09-06,,,,,,,,,,,,,,,,,,,,2.8
2012-09-07,,,,,,,,,,,,,,,,,,,,2.8
2012-09-10,,,,,,,,,,,,,,,,,,,,2.78
2012-09-11,,,,,,,,,,,,,,,,,,,,2.8
2012-09-12,,,,,,,,,,,,,,,,,,,,2.77
2012-09-14,,,,,,,,,,,,,,,,,,,,2.8
2012-09-17,,,,,,,,,,,,,,,,,,,,2.8
2012-09-18,,,,,,,,,,,,,,,,,,,,2.75
2012-09-19,,,,,,,,,,,,,,,,,,,,2.75
2012-09-20,,,,,,,,,,,,,,,,,,,,2.75
2012-09-21,,,,,,,,,,,,,,,,,,,,2.75
2012-09-24,,,,,,,,,,,,,,,,,,,,2.75
2012-09-27,,,,,,,,,,,,,,,,,,,,2.91
2012-09-28,,,,,,,,,,,,,,,,,,,,2.91
2012-10-01,,,,,,,,,,,,,,,,,,,,2.91
2012-10-02,,,,,,,,,,,,,,,,,,,,2.95
2012-10-05,,,,,,,,,,,,,,,,,,,,2.83
2012-10-09,,,,,,,,,,,,,,,,,,,,2.84
2012-10-11,,,,,,,,,,,,,,,,,,,,2.98
2012-10-15,,,,,,,,,,,,,,,,,,,,3.0
2012-10-16,,,,,,,,,,,,,,,,,,,,2.86
2012-10-23,,,,,,,,,,,,,,,,,,,,2.96
2012-10-24,,,,,,,,,,,,,,,,,,,,2.9
2012-10-29,,,,,,,,,,,,,,,,,,,,2.95
2012-10-30,,,,,,,,,,,,,,,,,,,,2.95
2012-11-06,,,,,,,,,,,,,,,,,,,,2.86
2012-11-07,,,,,,,,,,,,,,,,,,,,2.86
2012-11-09,,,,,,,,,,,,,,,,,,,,2.95
2012-11-12,,,,,,,,,,,,,,,,,,,,2.87
2012-11-13,,,,,,,,,,,,,,,,,,,,2.88
2012-11-15,,,,,,,,,,,,,,,,,,,,2.86
2012-11-16,,,,,,,,,,,,,,,,,,,,2.96
2012-11-19,,,,,,,,,,,,,,,,,,,,2.94
2012-11-22,,,,,,,,,,,,,,,,,,,,2.95
2012-11-23,,,,,,,,,,,,,,,,,,,,2.91
2012-11-26,,,,,,,,,,,,,,,,,,,,2.96
2012-11-28,,,,,,,,,,,,,,,,,,,,2.9
2012-11-29,,,,,,,,,,,,,,,,,,,,2.91
2012-11-30,,,,,,,,,,,,,,,,,,,,2.94
2012-12-03,,,,,,,,,,,,,,,,,,,,2.91
2012-12-04,,,,,,,,,,,,,,,,,,,,3.04
2012-12-10,,,,,,,,,,,,,,,,,,,,3.02
2012-12-11,,,,,,,,,,,,,,,,,,,,3.02
2012-12-12,,,,,,,,,,,,,,,,,,,,3.0
2012-12-18,,,,,,,,,,,,,,,,,,,,3.03
2012-12-19,,,,,,,,,,,,,,,,,,,,2.92
2012-12-20,,,,,,,,,,,,,,,,,,,,2.94
2012-12-21,,,,,,,,,,,,,,,,,,,,3.01
2012-12-27,,,,,,,,,,,,,,,,,,,,3.0
2012-12-28,,,,,,,,,,,,,,,,,,,,3.03
2012-12-31,,,,,,,,,,,,,,,,,,,,2.96
2013-01-02,,,,,,,,,,,,,,,,,,,,3.01
2013-01-03,,,,,,,,,,,,,,,,,,,,3.08
2013-01-04,,,,,,,,,,,,,,,,,,,,3.0
2013-01-08,,,,,,,,,,,,,,,,,,,,3.03
2013-01-09,,,,,,,,,,,,,,,,,,,,3.02
2013-01-10,,,,,,,,,,,,,,,,,,,,3.04
2013-01-11,,,,,,,,,,,,,,,,,,,,3.1
2013-01-15,,,,,,,,,,,,,,,,,,,,3.24
2013-01-16,,,,,,,,,,,,,,,,,,,,3.23
2013-01-18,,,,,,,,,,,,,,,,,,,,3.5
2013-01-21,,,,,,,,,,,,,,,,,,,,3.21
2013-01-22,,,,,,,,,,,,,,,,,,,,3.44
2013-01-23,,,,,,,,,,,,,,,,,,,,3.11
2013-01-24,,,,,,,,,,,,,,,,,,,,3.2
2013-01-28,,,,,,,,,,,,,,,,,,,,3.21
2013-01-29,,,,,,,,,,,,,,,,,,,,3.3
2013-01-30,,,,,,,,,,,,,,,,,,,,3.3
2013-01-31,,,,,,,,,,,,,,,,,,,,3.38
2013-02-01,,,,,,,,,,,,,,,,,,,,3.3
2013-02-04,,,,,,,,,,,,,,,,,,,,3.3
2013-02-08,,,,,,,,,,,,,,,,,,,,3.3
2013-02-11,,,,,,,,,,,,,,,,,,,,3.47
2013-02-12,,,,,,,,,,,,,,,,,,,,3.47
2013-02-20,,,,,,,,,,,,,,,,,,,,3.15
