,ALAQU FP Equity_DX_SI_QTY,ALAQU FP Equity_DX_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAQU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAQU FP Equity_DX_SI_MV,ALAQU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SUPPLY_SI_QTY,ALAQU FP Equity_DX_BROKER_SI_QTY,ALAQU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAQU FP Equity_DX_SUPPLY_SI_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAQU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAQU FP Equity_DX_BROKER_SI_CON_RATIO,ALAQU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAQU FP Equity_PX_LAST
2017-05-30,,,,,,,,,,,,,,,,,,,,6.98
2017-05-31,,,,,,,,,,,,,,,,,,,,6.95
2017-06-01,,,,,,,,,,,,,,,,,,,,6.98
2017-06-05,,,,,,,,,,,,,,,,,,,,6.88
2017-06-06,,,,,,,,,,,,,,,,,,,,6.72
2017-06-07,,,,,,,,,,,,,,,,,,,,6.71
2017-06-08,,,,,,,,,,,,,,,,,,,,6.71
2017-06-09,,,,,,,,,,,,,,,,,,,,6.71
2017-06-12,,,,,,,,,,,,,,,,,,,,6.71
2017-06-13,,,,,,,,,,,,,,,,,,,,6.72
2017-06-14,,,,,,,,,,,,,,,,,,,,6.8
2017-06-15,,,,,,,,,,,,,,,,,,,,6.72
2017-06-16,,,,,,,,,,,,,,,,,,,,6.72
2017-06-19,,,,,,,,,,,,,,,,,,,,6.78
2017-06-20,,,,,,,,,,,,,,,,,,,,6.77
2017-06-22,,,,,,,,,,,,,,,,,,,,6.71
2017-06-23,,,,,,,,,,,,,,,,,,,,6.71
2017-06-26,,,,,,,,,,,,,,,,,,,,6.71
2017-06-27,,,,,,,,,,,,,,,,,,,,6.8
2017-06-28,,,,,,,,,,,,,,,,,,,,6.96
2017-06-30,,,,,,,,,,,,,,,,,,,,6.95
2017-07-03,,,,,,,,,,,,,,,,,,,,7.15
2017-07-04,,,,,,,,,,,,,,,,,,,,7.15
2017-07-07,,,,,,,,,,,,,,,,,,,,7.15
2017-07-10,,,,,,,,,,,,,,,,,,,,7.01
2017-07-12,,,,,,,,,,,,,,,,,,,,7.01
2017-07-13,,,,,,,,,,,,,,,,,,,,6.98
2017-07-17,,,,,,,,,,,,,,,,,,,,7.0
2017-07-18,,,,,,,,,,,,,,,,,,,,7.0
2017-07-26,,,,,,,,,,,,,,,,,,,,7.0
2017-07-28,,,,,,,,,,,,,,,,,,,,6.81
2017-07-31,,,,,,,,,,,,,,,,,,,,6.85
2017-08-02,,,,,,,,,,,,,,,,,,,,6.9
2017-08-07,,,,,,,,,,,,,,,,,,,,6.89
2017-08-08,,,,,,,,,,,,,,,,,,,,6.84
2017-08-09,,,,,,,,,,,,,,,,,,,,6.83
2017-08-10,,,,,,,,,,,,,,,,,,,,6.83
2017-08-11,,,,,,,,,,,,,,,,,,,,6.88
2017-08-14,,,,,,,,,,,,,,,,,,,,6.88
2017-08-15,,,,,,,,,,,,,,,,,,,,6.89
2017-08-17,,,,,,,,,,,,,,,,,,,,6.89
2017-08-22,,,,,,,,,,,,,,,,,,,,6.81
2017-08-23,,,,,,,,,,,,,,,,,,,,6.62
2017-08-24,,,,,,,,,,,,,,,,,,,,6.85
2017-08-25,,,,,,,,,,,,,,,,,,,,6.89
2017-08-28,,,,,,,,,,,,,,,,,,,,6.66
2017-08-29,,,,,,,,,,,,,,,,,,,,6.96
2017-08-30,,,,,,,,,,,,,,,,,,,,6.67
2017-09-04,,,,,,,,,,,,,,,,,,,,6.88
2017-09-05,,,,,,,,,,,,,,,,,,,,6.89
2017-09-08,,,,,,,,,,,,,,,,,,,,6.9
2017-09-11,,,,,,,,,,,,,,,,,,,,6.94
2017-09-15,,,,,,,,,,,,,,,,,,,,6.9
2017-09-21,,,,,,,,,,,,,,,,,,,,6.9
2017-09-26,,,,,,,,,,,,,,,,,,,,6.75
2017-09-28,,,,,,,,,,,,,,,,,,,,6.75
2017-09-29,,,,,,,,,,,,,,,,,,,,6.75
2017-10-02,,,,,,,,,,,,,,,,,,,,6.76
2017-10-03,,,,,,,,,,,,,,,,,,,,6.76
2017-10-04,,,,,,,,,,,,,,,,,,,,6.76
2017-10-05,,,,,,,,,,,,,,,,,,,,6.89
2017-10-06,,,,,,,,,,,,,,,,,,,,6.88
2017-10-09,,,,,,,,,,,,,,,,,,,,6.9
2017-10-11,,,,,,,,,,,,,,,,,,,,6.95
2017-10-12,,,,,,,,,,,,,,,,,,,,6.9
2017-10-13,,,,,,,,,,,,,,,,,,,,6.89
2017-10-16,,,,,,,,,,,,,,,,,,,,6.79
2017-10-17,,,,,,,,,,,,,,,,,,,,6.95
2017-10-18,,,,,,,,,,,,,,,,,,,,6.95
2017-10-20,,,,,,,,,,,,,,,,,,,,6.52
2017-10-23,,,,,,,,,,,,,,,,,,,,6.7
2017-10-24,,,,,,,,,,,,,,,,,,,,6.7
2017-10-25,,,,,,,,,,,,,,,,,,,,6.68
2017-10-26,,,,,,,,,,,,,,,,,,,,6.68
2017-10-27,,,,,,,,,,,,,,,,,,,,6.54
2017-10-30,,,,,,,,,,,,,,,,,,,,6.53
2017-10-31,,,,,,,,,,,,,,,,,,,,6.55
2017-11-01,,,,,,,,,,,,,,,,,,,,6.99
2017-11-02,,,,,,,,,,,,,,,,,,,,6.72
2017-11-03,,,,,,,,,,,,,,,,,,,,6.93
2017-11-06,,,,,,,,,,,,,,,,,,,,6.91
2017-11-07,,,,,,,,,,,,,,,,,,,,6.85
2017-11-08,,,,,,,,,,,,,,,,,,,,6.8
2017-11-09,,,,,,,,,,,,,,,,,,,,6.8
2017-11-10,,,,,,,,,,,,,,,,,,,,6.85
2017-11-13,,,,,,,,,,,,,,,,,,,,6.7
2017-11-17,,,,,,,,,,,,,,,,,,,,6.71
2017-11-20,,,,,,,,,,,,,,,,,,,,6.9
2017-11-21,,,,,,,,,,,,,,,,,,,,6.81
2017-11-22,,,,,,,,,,,,,,,,,,,,6.83
2017-11-23,,,,,,,,,,,,,,,,,,,,6.9
2017-11-28,,,,,,,,,,,,,,,,,,,,6.9
2017-11-29,,,,,,,,,,,,,,,,,,,,6.9
2017-12-01,,,,,,,,,,,,,,,,,,,,6.62
2017-12-04,,,,,,,,,,,,,,,,,,,,7.5
2017-12-05,,,,,,,,,,,,,,,,,,,,7.0
2017-12-06,,,,,,,,,,,,,,,,,,,,7.0
2017-12-07,,,,,,,,,,,,,,,,,,,,7.0
2017-12-08,,,,,,,,,,,,,,,,,,,,7.0
2017-12-12,,,,,,,,,,,,,,,,,,,,6.8
2017-12-13,,,,,,,,,,,,,,,,,,,,6.89
2017-12-14,,,,,,,,,,,,,,,,,,,,6.8
2017-12-15,,,,,,,,,,,,,,,,,,,,6.99
2017-12-18,,,,,,,,,,,,,,,,,,,,6.75
2017-12-19,,,,,,,,,,,,,,,,,,,,6.73
2017-12-20,,,,,,,,,,,,,,,,,,,,6.74
2017-12-21,,,,,,,,,,,,,,,,,,,,7.22
2017-12-22,,,,,,,,,,,,,,,,,,,,7.2
2017-12-27,,,,,,,,,,,,,,,,,,,,7.18
2017-12-28,,,,,,,,,,,,,,,,,,,,7.18
2017-12-29,,,,,,,,,,,,,,,,,,,,6.98
2018-01-05,,,,,,,,,,,,,,,,,,,,6.8
2018-01-08,,,,,,,,,,,,,,,,,,,,6.8
2018-01-10,,,,,,,,,,,,,,,,,,,,6.8
2018-01-11,,,,,,,,,,,,,,,,,,,,6.8
2018-01-12,,,,,,,,,,,,,,,,,,,,6.95
2018-01-15,,,,,,,,,,,,,,,,,,,,6.95
2018-01-16,,,,,,,,,,,,,,,,,,,,7.0
2018-01-17,,,,,,,,,,,,,,,,,,,,7.0
2018-01-18,,,,,,,,,,,,,,,,,,,,6.75
2018-01-19,,,,,,,,,,,,,,,,,,,,7.05
2018-01-22,,,,,,,,,,,,,,,,,,,,7.05
2018-01-23,,,,,,,,,,,,,,,,,,,,7.05
2018-01-24,,,,,,,,,,,,,,,,,,,,7.05
2018-01-25,,,,,,,,,,,,,,,,,,,,6.85
2018-01-26,,,,,,,,,,,,,,,,,,,,7.05
2018-02-01,,,,,,,,,,,,,,,,,,,,7.05
2018-02-05,,,,,,,,,,,,,,,,,,,,6.7
2018-02-06,,,,,,,,,,,,,,,,,,,,6.75
2018-02-07,,,,,,,,,,,,,,,,,,,,6.9
2018-02-08,,,,,,,,,,,,,,,,,,,,6.85
2018-02-09,,,,,,,,,,,,,,,,,,,,6.75
2018-02-12,,,,,,,,,,,,,,,,,,,,6.85
2018-02-13,,,,,,,,,,,,,,,,,,,,6.8
2018-02-14,,,,,,,,,,,,,,,,,,,,7.1
2018-02-15,,,,,,,,,,,,,,,,,,,,7.1
2018-02-16,,,,,,,,,,,,,,,,,,,,6.7
2018-02-19,,,,,,,,,,,,,,,,,,,,6.7
2018-02-20,,,,,,,,,,,,,,,,,,,,6.7
2018-02-23,,,,,,,,,,,,,,,,,,,,6.7
2018-02-26,,,,,,,,,,,,,,,,,,,,6.95
2018-02-28,,,,,,,,,,,,,,,,,,,,6.9
2018-03-01,,,,,,,,,,,,,,,,,,,,6.75
2018-03-02,,,,,,,,,,,,,,,,,,,,6.75
2018-03-05,,,,,,,,,,,,,,,,,,,,6.75
2018-03-06,,,,,,,,,,,,,,,,,,,,6.75
2018-03-07,,,,,,,,,,,,,,,,,,,,6.8
2018-03-09,,,,,,,,,,,,,,,,,,,,6.75
2018-03-12,,,,,,,,,,,,,,,,,,,,6.8
2018-03-13,,,,,,,,,,,,,,,,,,,,6.8
2018-03-14,,,,,,,,,,,,,,,,,,,,6.7
2018-03-15,,,,,,,,,,,,,,,,,,,,6.8
2018-03-16,,,,,,,,,,,,,,,,,,,,6.8
2018-03-19,,,,,,,,,,,,,,,,,,,,6.75
2018-03-20,,,,,,,,,,,,,,,,,,,,6.6
2018-03-22,,,,,,,,,,,,,,,,,,,,6.7
2018-03-23,,,,,,,,,,,,,,,,,,,,6.7
2018-03-26,,,,,,,,,,,,,,,,,,,,7.8
2018-03-27,,,,,,,,,,,,,,,,,,,,6.85
2018-03-28,,,,,,,,,,,,,,,,,,,,7.45
2018-04-03,,,,,,,,,,,,,,,,,,,,7.0
2018-04-05,,,,,,,,,,,,,,,,,,,,7.0
2018-04-06,,,,,,,,,,,,,,,,,,,,7.3
2018-04-10,,,,,,,,,,,,,,,,,,,,7.3
2018-04-16,,,,,,,,,,,,,,,,,,,,6.9
2018-04-19,,,,,,,,,,,,,,,,,,,,7.15
2018-04-25,,,,,,,,,,,,,,,,,,,,6.9
2018-04-26,,,,,,,,,,,,,,,,,,,,6.9
2018-04-27,,,,,,,,,,,,,,,,,,,,6.95
2018-04-30,,,,,,,,,,,,,,,,,,,,7.1
2018-05-02,,,,,,,,,,,,,,,,,,,,7.2
2018-05-03,,,,,,,,,,,,,,,,,,,,7.15
2018-05-04,,,,,,,,,,,,,,,,,,,,7.25
2018-05-07,,,,,,,,,,,,,,,,,,,,7.2
2018-05-09,,,,,,,,,,,,,,,,,,,,7.45
2018-05-10,,,,,,,,,,,,,,,,,,,,7.45
2018-05-11,,,,,,,,,,,,,,,,,,,,7.35
2018-05-14,,,,,,,,,,,,,,,,,,,,7.4
2018-05-15,,,,,,,,,,,,,,,,,,,,7.35
2018-05-16,,,,,,,,,,,,,,,,,,,,6.65
2018-05-17,,,,,,,,,,,,,,,,,,,,6.8
2018-05-18,,,,,,,,,,,,,,,,,,,,6.85
2018-05-21,,,,,,,,,,,,,,,,,,,,6.85
2018-05-22,,,,,,,,,,,,,,,,,,,,6.9
2018-05-23,,,,,,,,,,,,,,,,,,,,6.7
2018-05-24,,,,,,,,,,,,,,,,,,,,6.85
2018-05-28,,,,,,,,,,,,,,,,,,,,6.7
2018-05-29,,,,,,,,,,,,,,,,,,,,6.7
2018-05-30,,,,,,,,,,,,,,,,,,,,6.85
2018-05-31,,,,,,,,,,,,,,,,,,,,6.75
2018-06-01,,,,,,,,,,,,,,,,,,,,6.75
2018-06-04,,,,,,,,,,,,,,,,,,,,6.8
2018-06-06,,,,,,,,,,,,,,,,,,,,6.75
2018-06-07,,,,,,,,,,,,,,,,,,,,6.8
2018-06-15,,,,,,,,,,,,,,,,,,,,6.8
2018-06-18,,,,,,,,,,,,,,,,,,,,6.8
2018-06-19,,,,,,,,,,,,,,,,,,,,6.8
2018-06-20,,,,,,,,,,,,,,,,,,,,6.7
2018-06-22,,,,,,,,,,,,,,,,,,,,6.8
2018-06-29,,,,,,,,,,,,,,,,,,,,6.7
2018-07-03,,,,,,,,,,,,,,,,,,,,6.45
2018-07-04,,,,,,,,,,,,,,,,,,,,6.8
2018-07-06,,,,,,,,,,,,,,,,,,,,6.45
2018-07-09,,,,,,,,,,,,,,,,,,,,6.5
2018-07-10,,,,,,,,,,,,,,,,,,,,6.55
2018-07-12,,,,,,,,,,,,,,,,,,,,6.6
2018-07-13,,,,,,,,,,,,,,,,,,,,6.65
2018-07-16,,,,,,,,,,,,,,,,,,,,6.6
2018-07-17,,,,,,,,,,,,,,,,,,,,6.6
2018-07-18,,,,,,,,,,,,,,,,,,,,6.55
2018-07-19,,,,,,,,,,,,,,,,,,,,6.6
2018-07-20,,,,,,,,,,,,,,,,,,,,6.65
2018-07-23,,,,,,,,,,,,,,,,,,,,6.7
2018-07-26,,,,,,,,,,,,,,,,,,,,6.7
2018-07-27,,,,,,,,,,,,,,,,,,,,7.25
2018-07-30,,,,,,,,,,,,,,,,,,,,7.25
2018-07-31,,,,,,,,,,,,,,,,,,,,7.25
2018-08-08,,,,,,,,,,,,,,,,,,,,7.25
2018-08-10,,,,,,,,,,,,,,,,,,,,7.1
2018-08-16,,,,,,,,,,,,,,,,,,,,7.05
2018-08-20,,,,,,,,,,,,,,,,,,,,7.2
2018-08-21,,,,,,,,,,,,,,,,,,,,7.2
2018-08-22,,,,,,,,,,,,,,,,,,,,6.8
2018-08-23,,,,,,,,,,,,,,,,,,,,7.25
2018-08-31,,,,,,,,,,,,,,,,,,,,6.8
2018-09-03,,,,,,,,,,,,,,,,,,,,6.95
2018-09-10,,,,,,,,,,,,,,,,,,,,6.9
2018-09-11,,,,,,,,,,,,,,,,,,,,6.9
2018-09-12,,,,,,,,,,,,,,,,,,,,6.95
2018-09-13,,,,,,,,,,,,,,,,,,,,6.95
2018-09-18,,,,,,,,,,,,,,,,,,,,6.95
2018-09-19,,,,,,,,,,,,,,,,,,,,6.8
2018-09-20,,,,,,,,,,,,,,,,,,,,6.85
2018-09-21,,,,,,,,,,,,,,,,,,,,6.95
2018-09-24,,,,,,,,,,,,,,,,,,,,6.8
2018-09-25,,,,,,,,,,,,,,,,,,,,6.95
2018-09-26,,,,,,,,,,,,,,,,,,,,7.2
2018-09-27,,,,,,,,,,,,,,,,,,,,7.25
2018-09-28,,,,,,,,,,,,,,,,,,,,6.7
2018-10-01,,,,,,,,,,,,,,,,,,,,6.85
2018-10-04,,,,,,,,,,,,,,,,,,,,6.75
2018-10-05,,,,,,,,,,,,,,,,,,,,6.8
2018-10-11,,,,,,,,,,,,,,,,,,,,6.7
2018-10-12,,,,,,,,,,,,,,,,,,,,6.6
2018-10-15,,,,,,,,,,,,,,,,,,,,6.65
2018-10-17,,,,,,,,,,,,,,,,,,,,6.65
2018-10-18,,,,,,,,,,,,,,,,,,,,6.75
2018-10-23,,,,,,,,,,,,,,,,,,,,6.5
2018-10-26,,,,,,,,,,,,,,,,,,,,6.45
2018-10-29,,,,,,,,,,,,,,,,,,,,6.2
2018-10-30,,,,,,,,,,,,,,,,,,,,6.15
2018-10-31,,,,,,,,,,,,,,,,,,,,6.15
2018-11-01,,,,,,,,,,,,,,,,,,,,6.3
2018-11-02,,,,,,,,,,,,,,,,,,,,6.5
2018-11-05,,,,,,,,,,,,,,,,,,,,6.85
2018-11-07,,,,,,,,,,,,,,,,,,,,6.5
2018-11-08,,,,,,,,,,,,,,,,,,,,6.5
2018-11-19,,,,,,,,,,,,,,,,,,,,6.5
2018-11-20,,,,,,,,,,,,,,,,,,,,6.5
2018-11-21,,,,,,,,,,,,,,,,,,,,7.0
2018-11-22,,,,,,,,,,,,,,,,,,,,6.5
2018-11-23,,,,,,,,,,,,,,,,,,,,6.75
2018-11-26,,,,,,,,,,,,,,,,,,,,6.5
2018-11-28,,,,,,,,,,,,,,,,,,,,6.5
2018-11-29,,,,,,,,,,,,,,,,,,,,6.5
2018-11-30,,,,,,,,,,,,,,,,,,,,6.95
2018-12-03,,,,,,,,,,,,,,,,,,,,6.9
2018-12-07,,,,,,,,,,,,,,,,,,,,6.5
2018-12-10,,,,,,,,,,,,,,,,,,,,6.5
2018-12-11,,,,,,,,,,,,,,,,,,,,6.75
2018-12-12,,,,,,,,,,,,,,,,,,,,6.7
2018-12-13,,,,,,,,,,,,,,,,,,,,6.6
2018-12-17,,,,,,,,,,,,,,,,,,,,6.7
2018-12-18,,,,,,,,,,,,,,,,,,,,6.7
2018-12-19,,,,,,,,,,,,,,,,,,,,6.7
2018-12-20,,,,,,,,,,,,,,,,,,,,6.9
2018-12-21,,,,,,,,,,,,,,,,,,,,6.9
2018-12-24,,,,,,,,,,,,,,,,,,,,6.6
2018-12-27,,,,,,,,,,,,,,,,,,,,6.6
2018-12-28,,,,,,,,,,,,,,,,,,,,6.75
2018-12-31,,,,,,,,,,,,,,,,,,,,6.85
2019-01-02,,,,,,,,,,,,,,,,,,,,6.55
2019-01-03,,,,,,,,,,,,,,,,,,,,6.6
2019-01-04,,,,,,,,,,,,,,,,,,,,6.6
2019-01-07,,,,,,,,,,,,,,,,,,,,6.6
2019-01-08,,,,,,,,,,,,,,,,,,,,6.6
2019-01-09,,,,,,,,,,,,,,,,,,,,6.6
2019-01-11,,,,,,,,,,,,,,,,,,,,6.55
2019-01-14,,,,,,,,,,,,,,,,,,,,6.55
2019-01-15,,,,,,,,,,,,,,,,,,,,6.6
2019-01-18,,,,,,,,,,,,,,,,,,,,6.85
2019-01-22,,,,,,,,,,,,,,,,,,,,6.55
2019-01-23,,,,,,,,,,,,,,,,,,,,7.15
2019-01-30,,,,,,,,,,,,,,,,,,,,7.15
2019-01-31,,,,,,,,,,,,,,,,,,,,6.85
2019-02-01,,,,,,,,,,,,,,,,,,,,6.9
2019-02-04,,,,,,,,,,,,,,,,,,,,6.9
2019-02-06,,,,,,,,,,,,,,,,,,,,6.9
2019-02-07,,,,,,,,,,,,,,,,,,,,6.95
2019-02-12,,,,,,,,,,,,,,,,,,,,7.05
2019-02-13,,,,,,,,,,,,,,,,,,,,6.85
2019-02-14,,,,,,,,,,,,,,,,,,,,7.0
2019-02-19,,,,,,,,,,,,,,,,,,,,6.8
2019-02-20,,,,,,,,,,,,,,,,,,,,7.05
2019-02-22,,,,,,,,,,,,,,,,,,,,7.05
2019-02-25,,,,,,,,,,,,,,,,,,,,7.05
2019-02-27,,,,,,,,,,,,,,,,,,,,6.8
2019-02-28,,,,,,,,,,,,,,,,,,,,7.05
2019-03-01,,,,,,,,,,,,,,,,,,,,7.1
2019-03-04,,,,,,,,,,,,,,,,,,,,6.8
2019-03-05,,,,,,,,,,,,,,,,,,,,7.05
2019-03-06,,,,,,,,,,,,,,,,,,,,7.0
2019-03-07,,,,,,,,,,,,,,,,,,,,7.0
2019-03-15,,,,,,,,,,,,,,,,,,,,6.75
2019-03-18,,,,,,,,,,,,,,,,,,,,6.95
2019-03-20,,,,,,,,,,,,,,,,,,,,7.0
2019-03-22,,,,,,,,,,,,,,,,,,,,7.05
2019-03-26,,,,,,,,,,,,,,,,,,,,7.05
2019-03-27,,,,,,,,,,,,,,,,,,,,7.05
2019-03-29,,,,,,,,,,,,,,,,,,,,7.05
2019-04-11,,,,,,,,,,,,,,,,,,,,6.9
2019-04-12,,,,,,,,,,,,,,,,,,,,6.7
2019-04-15,,,,,,,,,,,,,,,,,,,,7.15
2019-04-17,,,,,,,,,,,,,,,,,,,,7.2
2019-04-18,,,,,,,,,,,,,,,,,,,,7.2
2019-04-23,,,,,,,,,,,,,,,,,,,,7.2
2019-04-24,,,,,,,,,,,,,,,,,,,,6.95
2019-04-25,,,,,,,,,,,,,,,,,,,,7.2
2019-04-26,,,,,,,,,,,,,,,,,,,,7.25
2019-04-30,,,,,,,,,,,,,,,,,,,,7.0
2019-05-06,,,,,,,,,,,,,,,,,,,,6.75
2019-05-07,,,,,,,,,,,,,,,,,,,,7.25
2019-05-10,,,,,,,,,,,,,,,,,,,,7.35
2019-05-13,,,,,,,,,,,,,,,,,,,,7.0
2019-05-14,,,,,,,,,,,,,,,,,,,,7.0
2019-05-16,,,,,,,,,,,,,,,,,,,,7.25
2019-05-20,,,,,,,,,,,,,,,,,,,,7.3
2019-05-21,,,,,,,,,,,,,,,,,,,,7.35
2019-05-22,,,,,,,,,,,,,,,,,,,,7.45
2019-05-23,,,,,,,,,,,,,,,,,,,,7.45
2019-05-24,,,,,,,,,,,,,,,,,,,,7.35
2019-05-27,,,,,,,,,,,,,,,,,,,,6.95
2019-05-28,,,,,,,,,,,,,,,,,,,,6.95
2019-05-29,,,,,,,,,,,,,,,,,,,,6.3
2019-05-31,,,,,,,,,,,,,,,,,,,,6.95
2019-06-03,,,,,,,,,,,,,,,,,,,,6.95
2019-06-05,,,,,,,,,,,,,,,,,,,,7.0
2019-06-06,,,,,,,,,,,,,,,,,,,,6.95
2019-06-07,,,,,,,,,,,,,,,,,,,,6.95
2019-06-12,,,,,,,,,,,,,,,,,,,,6.95
2019-06-14,,,,,,,,,,,,,,,,,,,,6.95
2019-06-17,,,,,,,,,,,,,,,,,,,,7.0
2019-06-18,,,,,,,,,,,,,,,,,,,,7.0
2019-06-19,,,,,,,,,,,,,,,,,,,,6.5
2019-06-20,,,,,,,,,,,,,,,,,,,,6.95
2019-06-21,,,,,,,,,,,,,,,,,,,,6.95
2019-06-24,,,,,,,,,,,,,,,,,,,,6.5
2019-06-25,,,,,,,,,,,,,,,,,,,,6.5
2019-06-26,,,,,,,,,,,,,,,,,,,,6.5
2019-06-27,,,,,,,,,,,,,,,,,,,,6.55
2019-06-28,,,,,,,,,,,,,,,,,,,,6.75
2019-07-01,,,,,,,,,,,,,,,,,,,,6.75
2019-07-11,,,,,,,,,,,,,,,,,,,,6.9
2019-07-15,,,,,,,,,,,,,,,,,,,,6.5
2019-07-16,,,,,,,,,,,,,,,,,,,,6.55
2019-07-17,,,,,,,,,,,,,,,,,,,,6.55
2019-07-25,,,,,,,,,,,,,,,,,,,,7.0
2019-07-31,,,,,,,,,,,,,,,,,,,,6.95
2019-08-02,,,,,,,,,,,,,,,,,,,,6.5
2019-08-05,,,,,,,,,,,,,,,,,,,,6.8
2019-08-14,,,,,,,,,,,,,,,,,,,,6.8
2019-08-15,,,,,,,,,,,,,,,,,,,,6.8
2019-08-16,,,,,,,,,,,,,,,,,,,,6.75
2019-08-23,,,,,,,,,,,,,,,,,,,,6.75
2019-08-26,,,,,,,,,,,,,,,,,,,,7.0
2019-08-27,,,,,,,,,,,,,,,,,,,,6.65
2019-08-29,,,,,,,,,,,,,,,,,,,,6.7
2019-09-06,,,,,,,,,,,,,,,,,,,,6.7
2019-09-09,,,,,,,,,,,,,,,,,,,,6.95
2019-09-10,,,,,,,,,,,,,,,,,,,,6.7
2019-09-11,,,,,,,,,,,,,,,,,,,,6.45
2019-09-12,,,,,,,,,,,,,,,,,,,,6.65
2019-09-13,,,,,,,,,,,,,,,,,,,,6.5
2019-09-16,,,,,,,,,,,,,,,,,,,,6.5
2019-09-17,,,,,,,,,,,,,,,,,,,,6.55
2019-09-18,,,,,,,,,,,,,,,,,,,,6.55
2019-09-19,,,,,,,,,,,,,,,,,,,,6.55
2019-09-20,,,,,,,,,,,,,,,,,,,,6.5
2019-09-24,,,,,,,,,,,,,,,,,,,,6.6
2019-09-25,,,,,,,,,,,,,,,,,,,,6.9
2019-09-26,,,,,,,,,,,,,,,,,,,,6.9
2019-09-27,,,,,,,,,,,,,,,,,,,,6.9
2019-09-30,,,,,,,,,,,,,,,,,,,,6.9
2019-10-07,,,,,,,,,,,,,,,,,,,,6.9
2019-10-10,,,,,,,,,,,,,,,,,,,,7.0
2019-10-11,,,,,,,,,,,,,,,,,,,,7.0
2019-10-14,,,,,,,,,,,,,,,,,,,,7.0
2019-10-15,,,,,,,,,,,,,,,,,,,,6.85
2019-10-18,,,,,,,,,,,,,,,,,,,,6.65
2019-10-21,,,,,,,,,,,,,,,,,,,,7.0
2019-10-22,,,,,,,,,,,,,,,,,,,,6.95
2019-10-24,,,,,,,,,,,,,,,,,,,,6.7
2019-10-25,,,,,,,,,,,,,,,,,,,,6.7
2019-11-01,,,,,,,,,,,,,,,,,,,,6.6
2019-11-04,,,,,,,,,,,,,,,,,,,,6.6
2019-11-06,,,,,,,,,,,,,,,,,,,,6.8
2019-11-07,,,,,,,,,,,,,,,,,,,,6.5
2019-11-08,,,,,,,,,,,,,,,,,,,,6.95
2019-11-11,,,,,,,,,,,,,,,,,,,,6.8
2019-11-12,,,,,,,,,,,,,,,,,,,,6.8
2019-11-13,,,,,,,,,,,,,,,,,,,,6.8
2019-11-14,,,,,,,,,,,,,,,,,,,,6.8
2019-11-15,,,,,,,,,,,,,,,,,,,,6.8
2019-11-18,,,,,,,,,,,,,,,,,,,,6.8
2019-11-19,,,,,,,,,,,,,,,,,,,,6.75
2019-11-20,,,,,,,,,,,,,,,,,,,,6.9
2019-11-25,,,,,,,,,,,,,,,,,,,,6.95
2019-11-28,,,,,,,,,,,,,,,,,,,,6.9
2019-11-29,,,,,,,,,,,,,,,,,,,,6.95
2019-12-03,,,,,,,,,,,,,,,,,,,,6.65
2019-12-04,,,,,,,,,,,,,,,,,,,,6.5
2019-12-05,,,,,,,,,,,,,,,,,,,,6.55
2019-12-06,,,,,,,,,,,,,,,,,,,,6.6
2019-12-09,,,,,,,,,,,,,,,,,,,,6.6
2019-12-12,,,,,,,,,,,,,,,,,,,,6.8
2019-12-13,,,,,,,,,,,,,,,,,,,,6.85
2019-12-17,,,,,,,,,,,,,,,,,,,,6.85
2019-12-19,,,,,,,,,,,,,,,,,,,,6.75
2019-12-20,,,,,,,,,,,,,,,,,,,,6.7
2019-12-23,,,,,,,,,,,,,,,,,,,,6.6
2019-12-30,,,,,,,,,,,,,,,,,,,,7.0
2019-12-31,,,,,,,,,,,,,,,,,,,,6.9
2020-01-02,,,,,,,,,,,,,,,,,,,,6.95
2020-01-03,,,,,,,,,,,,,,,,,,,,7.0
2020-01-09,,,,,,,,,,,,,,,,,,,,7.0
2020-01-10,,,,,,,,,,,,,,,,,,,,7.0
2020-01-13,,,,,,,,,,,,,,,,,,,,7.15
2020-01-15,,,,,,,,,,,,,,,,,,,,6.95
2020-01-16,,,,,,,,,,,,,,,,,,,,6.9
2020-01-17,,,,,,,,,,,,,,,,,,,,6.9
2020-01-20,,,,,,,,,,,,,,,,,,,,7.0
2020-01-22,,,,,,,,,,,,,,,,,,,,7.05
2020-01-23,,,,,,,,,,,,,,,,,,,,7.15
2020-01-28,,,,,,,,,,,,,,,,,,,,7.15
2020-02-03,,,,,,,,,,,,,,,,,,,,7.2
