,ALNRG FP Equity_DX_SI_QTY,ALNRG FP Equity_DX_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNRG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNRG FP Equity_DX_SI_MV,ALNRG FP Equity_DX_DSS,ALNRG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SUPPLY_SI_QTY,ALNRG FP Equity_DX_BROKER_SI_QTY,ALNRG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_x,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNRG FP Equity_DX_BROKER_SI_MV_INC_x,ALNRG FP Equity_DX_BROKER_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_NEW,ALNRG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_QTY_INC,ALNRG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_y,ALNRG FP Equity_DX_BROKER_SI_MV_INC_y,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNRG FP Equity_DX_BROKER_SI_MV_ADD,ALNRG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_DEC,ALNRG FP Equity_DX_SUPPLY_SI_MV,ALNRG FP Equity_DX_BROKER_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_RMV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNRG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNRG FP Equity_DX_BROKER_SI_CON_RATIO,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNRG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNRG FP Equity_PX_LAST
2024-06-27,6586949.0,42815.17,0.33,0.63,0.33,0.05,2.0,37736.31,5805586.0,5805586.0,37736.31,,,,,,,,,,,,,,,0.04,,,100.0,61.76,0.0,0.0,0.0,100.0,28.35,0.36,50.21,0.7007,0.0065
2024-06-28,6504449.0,40978.03,0.32,0.65,0.32,0.05,2.0,36055.44,5723086.0,5723086.0,36055.44,,,,,,0.0,,82500.0,,,,,,82500.0,0.04,0.0,,100.0,60.88,0.0,0.0,0.0,100.0,28.19,0.3651,51.03,0.692,0.0063
2024-07-01,6504449.0,39677.14,0.32,0.66,0.32,0.05,2.0,34910.82,5723086.0,5723086.0,34910.82,,,,,,,,,,,,,,,0.04,,,100.0,60.88,0.0,0.0,0.0,100.0,27.62,0.3675,51.55,0.692,0.0061
2024-07-02,6216349.0,38541.36,0.31,0.63,0.31,0.05,2.0,33696.91,5434986.0,5434986.0,33696.91,,,,,,0.0,,288100.0,,,,,,288100.0,0.03,0.0,,100.0,60.19,0.0,0.0,0.0,100.0,28.71,0.3844,53.39,0.6885,0.0062
2024-07-03,6071249.0,35820.37,0.3,0.63,0.3,0.05,2.0,31210.33,5323586.0,5289886.0,31409.16,,,,,,0.0,,111400.0,,,,,,145100.0,0.03,0.0,,100.0,58.96,0.0,0.0,0.0,100.0,28.84,0.3814,53.03,0.6724,0.0059
2024-07-04,5973961.0,35246.37,0.3,0.62,0.3,0.05,2.0,30636.33,5192598.0,5192598.0,30636.33,,,,,,0.0,,130988.0,,,,,,97288.0,0.03,0.0,,100.0,57.72,0.0,0.0,0.0,100.0,29.18,0.3763,52.27,0.6641,0.0059
2024-07-05,5269349.0,30035.29,0.26,0.6,0.26,0.04,1.0,25581.52,4487986.0,4487986.0,25581.52,,,,,,0.0,,704612.0,,,,,,704612.0,0.03,0.01,,100.0,49.89,0.0,0.0,0.0,100.0,33.74,0.471,59.61,0.5858,0.0057
2024-07-08,5159791.0,30442.77,0.26,0.6,0.26,0.04,1.0,25832.73,4378428.0,4378428.0,25832.73,,,,,,0.0,,109558.0,,,,,,109558.0,0.03,0.0,,100.0,48.67,0.0,0.0,0.0,100.0,35.09,0.4637,58.2,0.5736,0.0059
2024-07-09,5970391.0,35225.31,0.3,0.7,0.3,0.04,2.0,28224.0,4783728.0,4783728.0,28224.0,,405300.0,,405300.0,,,,,,,405300.0,0.0,,,0.03,,,100.0,50.89,0.0,0.0,0.0,100.0,31.42,0.3792,51.69,0.6351,0.0059
2024-07-10,6220710.0,36702.19,0.31,0.77,0.31,0.05,2.0,29700.88,4667313.0,5034047.0,27537.15,,,0.0,,,0.0,250319.0,116415.0,,0.0,,,,,0.03,,,100.0,49.65,0.0,0.0,0.0,100.0,30.72,0.3855,52.76,0.6617,0.0059
2024-07-11,6098660.0,37201.83,0.3,0.77,0.3,0.08,2.0,32435.51,4950563.0,5317297.0,30198.43,,283250.0,0.04,,,,740600.0,,,0.04,283250.0,,,457350.0,0.03,0.0,,100.0,48.81,0.0,0.0,0.0,100.0,25.45,0.3734,52.23,0.6014,0.0061
2024-07-12,5904185.0,35425.11,0.29,0.75,0.29,0.04,2.0,30736.93,4756088.0,5122822.0,28536.53,,,,,,0.0,,194475.0,,,,,,194475.0,0.03,0.0,,100.0,50.59,0.0,0.0,0.0,100.0,32.13,0.3096,39.29,0.628,0.006
2024-07-15,5826585.0,34376.85,0.29,0.76,0.29,0.04,2.0,29766.81,4678488.0,5045222.0,27603.08,,,,,,0.0,,77600.0,,,,,,77600.0,0.03,0.0,,100.0,49.77,0.0,0.0,0.0,100.0,34.8,0.323,41.28,0.6198,0.0059
2024-07-16,5743480.0,34460.88,0.29,0.74,0.29,0.04,2.0,29772.7,4595383.0,4962117.0,27572.3,,,,,,0.0,,83105.0,,,,,,83105.0,0.03,0.0,,100.0,48.88,0.0,0.0,0.0,100.0,33.26,0.3045,37.16,0.6109,0.006
2024-07-17,5661417.0,33968.5,0.28,0.75,0.28,0.04,2.0,29280.32,4513320.0,4880054.0,27079.92,,,,,,0.0,,82063.0,,,,,,82063.0,0.03,0.0,,100.0,48.01,0.0,0.0,0.0,100.0,36.58,0.3167,38.59,0.6022,0.006
2024-07-18,5579023.0,35147.84,0.28,0.71,0.28,0.04,2.0,30225.26,4430926.0,4797660.0,27914.83,,,,,,0.0,,82394.0,,,,,,82394.0,0.03,0.0,,100.0,47.13,0.0,0.0,0.0,100.0,37.25,0.3138,37.36,0.5935,0.0063
2024-07-19,6048440.0,36290.64,0.3,0.89,0.3,0.09,2.0,31602.46,4900343.0,5267077.0,29402.06,,874717.0,0.05,,,0.0,551700.0,405300.0,,0.05,874717.0,,,82283.0,0.03,0.0,,100.0,49.24,0.0,0.0,0.0,100.0,16.7,0.4694,64.58,0.6077,0.006
2024-07-22,6048440.0,36290.64,0.3,0.89,0.3,0.04,2.0,31602.46,4900343.0,5267077.0,29402.06,,,,,,,,,,,,,,,0.03,,,100.0,54.47,0.0,0.0,0.0,100.0,32.89,0.2973,35.06,0.6724,0.006
2024-07-23,5941447.0,39807.69,0.3,0.87,0.3,0.04,2.0,34572.56,4793350.0,5160084.0,32115.45,,,,,,0.0,,106993.0,,,,,,106993.0,0.03,0.0,,100.0,53.29,0.0,0.0,0.0,100.0,30.15,0.3002,37.87,0.6605,0.0067
2024-07-24,5812620.0,39525.82,0.29,0.79,0.29,0.05,2.0,34212.55,4664523.0,5031257.0,31718.76,,,,,,0.0,,128827.0,,,,,,128827.0,0.03,0.0,,100.0,51.85,0.0,0.0,0.0,100.0,33.82,0.3048,36.48,0.6462,0.0068
2024-07-25,5681574.0,36930.23,0.28,0.73,0.28,0.05,2.0,31851.37,4533477.0,4900211.0,29467.6,,,,,,0.0,,131046.0,,,,,,131046.0,0.03,0.0,,100.0,50.4,0.0,0.0,0.0,100.0,34.36,0.3086,37.73,0.6316,0.0065
2024-07-26,5533665.0,35968.82,0.27,0.69,0.27,0.04,2.0,30889.96,4385568.0,4752302.0,28506.19,,,,,,0.0,,147909.0,,,,,,147909.0,0.03,0.0,,100.0,48.75,0.0,0.0,0.0,100.0,35.33,0.3168,39.31,0.6152,0.0065
2024-07-29,5358240.0,34828.56,0.27,0.73,0.27,0.04,2.0,29749.7,4210143.0,4576877.0,27365.93,,,,,,0.0,,175425.0,,,,,,175425.0,0.03,0.0,,100.0,46.8,0.0,0.0,0.0,100.0,36.82,0.3293,40.97,0.5956,0.0065
2024-07-30,5155752.0,32996.81,0.26,0.74,0.26,0.04,1.0,27996.09,4007655.0,4374389.0,25648.99,,,,,,0.0,,202488.0,,,,,,202488.0,0.03,0.0,,100.0,44.55,0.0,0.0,0.0,100.0,38.45,0.3496,43.26,0.5731,0.0064
2024-07-31,3996534.0,25577.82,0.2,0.55,0.2,0.03,1.0,20577.09,2960645.0,3215171.0,18948.13,,,,,,0.01,,1047010.0,,,,,,1159218.0,0.02,0.01,,100.0,32.91,0.0,0.0,0.0,100.0,26.45,0.372,53.66,0.4443,0.0064
2024-08-01,3798936.0,25452.87,0.19,0.51,0.19,0.03,1.0,20217.74,2960645.0,3017573.0,19836.32,,,,,,,,,,,,,,197598.0,0.02,0.0,,100.0,32.14,0.0,0.0,0.0,100.0,27.1,0.4038,56.79,0.4124,0.0067
2024-08-02,5513908.0,36943.18,0.27,0.76,0.27,0.12,2.0,31708.05,4732545.0,4732545.0,31708.05,,1874900.0,0.09,,,0.0,1874900.0,103000.0,,0.09,1874900.0,,,159928.0,0.03,0.0,,100.0,51.96,0.0,0.0,0.0,100.0,13.06,0.7234,84.03,0.6054,0.0067
2024-08-05,4773308.0,29117.18,0.24,0.68,0.24,0.04,1.0,24350.86,3991945.0,3991945.0,24350.86,,,,,,0.0,,740600.0,,,,,,740600.0,0.03,0.08,,100.0,43.83,0.0,0.0,0.0,100.0,39.83,0.4185,50.71,0.5241,0.0061
2024-08-06,4673308.0,29909.17,0.23,0.63,0.23,0.04,1.0,24908.45,3891945.0,3891945.0,24908.45,,,,,,0.0,,100000.0,,,,,,100000.0,0.02,0.0,,100.0,43.21,0.0,0.0,0.0,100.0,40.85,0.4364,51.69,0.5188,0.0064
2024-08-07,2887100.0,17900.02,0.14,0.39,0.14,0.02,1.0,13055.57,2105737.0,2105737.0,13055.57,,,,,,0.01,,1786208.0,,,,,,1786208.0,0.01,0.02,,100.0,23.38,0.0,0.0,0.0,100.0,7.91,0.6531,80.08,0.3205,0.0062
2024-08-08,2798408.0,17350.13,0.14,0.39,0.14,0.02,1.0,12505.68,2017045.0,2017045.0,12505.68,,,,,,0.0,,88692.0,,,,,,88692.0,0.01,0.0,,100.0,22.39,0.0,0.0,0.0,100.0,8.39,0.7197,84.22,0.3107,0.0062
2024-08-09,2697745.0,15916.7,0.13,0.37,0.13,0.02,1.0,11306.65,2017045.0,1916382.0,11900.57,,,,,,,,,,,,,,100663.0,0.01,0.0,,100.0,22.39,0.0,0.0,0.0,100.0,8.99,0.7681,87.14,0.2995,0.0059
2024-08-12,2897082.0,17092.78,0.14,0.4,0.14,0.02,1.0,11306.65,1966382.0,1916382.0,11601.65,,,,,,0.0,,50663.0,,,,,,,0.01,,,100.0,21.95,0.0,0.0,0.0,100.0,17.13,0.688,81.14,0.3234,0.0059
2024-08-13,2397082.0,13903.08,0.12,0.33,0.12,0.01,1.0,9665.02,1716382.0,1666382.0,9955.02,,,,,,0.0,,250000.0,,,,,,250000.0,0.01,0.0,,100.0,20.73,0.0,0.0,0.0,100.0,2.11,0.9587,97.89,0.2895,0.0058
2024-08-14,2397082.0,14142.78,0.12,0.33,0.12,0.01,1.0,9831.65,1716382.0,1666382.0,10126.65,,,,,,,,,,,,,,,0.01,,,100.0,22.58,0.0,0.0,0.0,100.0,2.06,0.9596,97.94,0.3154,0.0059
2024-08-15,2397082.0,14382.49,0.12,0.34,0.12,0.01,1.0,9998.29,1716382.0,1666382.0,10298.29,,,,,,,,,,,,,,,0.01,,,100.0,20.73,0.0,0.0,0.0,100.0,2.06,0.9596,97.94,0.2895,0.006
2024-08-16,2397082.0,14622.2,0.12,0.35,0.12,0.01,1.0,10164.93,1716382.0,1666382.0,10469.93,,,,,,,,,,,,,,,0.01,,,100.0,20.73,0.0,0.0,0.0,100.0,2.06,0.9596,97.94,0.2895,0.0061
2024-08-19,2397082.0,14382.49,0.12,0.35,0.12,0.01,1.0,9998.29,1716382.0,1666382.0,10298.29,,,,,,,,,,,,,,,0.01,,,100.0,20.73,0.0,0.0,0.0,100.0,2.11,0.9587,97.89,0.2895,0.006
2024-08-20,2450082.0,14700.49,0.12,0.36,0.12,0.02,1.0,10316.29,1769382.0,1719382.0,10616.29,,53000.0,,53000.0,,,,,,,53000.0,0.0,,,0.01,,,100.0,21.24,0.0,0.0,0.0,100.0,15.56,0.7081,82.68,0.2941,0.006
2024-08-21,4445682.0,25784.96,0.22,0.65,0.22,0.03,1.0,15452.26,2767182.0,2664182.0,16049.66,,997800.0,0.0,,,,944800.0,,,0.0,997800.0,,,,0.02,,,100.0,29.83,0.0,0.0,0.0,100.0,46.66,0.4903,52.2,0.4792,0.0058
2024-08-22,4392682.0,27234.63,0.22,0.64,0.22,0.03,1.0,16517.93,2714182.0,2664182.0,16827.93,,,,,,0.0,,53000.0,,,,,,,0.02,,,100.0,29.26,0.0,0.0,0.0,100.0,44.27,0.4944,54.62,0.4735,0.0062
2024-08-23,4392682.0,27234.63,0.22,0.63,0.22,0.03,1.0,16517.93,2714182.0,2664182.0,16827.93,,,,,,,,,,,,,,,0.02,,,100.0,29.26,0.0,0.0,0.0,100.0,45.43,0.492,53.43,0.4735,0.0062
2024-08-26,4392682.0,27234.63,0.22,0.63,0.22,0.03,1.0,16517.93,2714182.0,2664182.0,16827.93,,,,,,,,,,,,,,,0.02,,,100.0,29.26,0.0,0.0,0.0,100.0,45.43,0.492,53.43,0.4735,0.0062
2024-08-27,4392682.0,27234.63,0.22,0.64,0.22,0.03,1.0,16517.93,2714182.0,2664182.0,16827.93,,,,,,,,,,,,,,,0.02,,,100.0,29.26,0.0,0.0,0.0,100.0,45.43,0.492,53.43,0.4735,0.0062
2024-08-28,4392682.0,26356.09,0.22,0.64,0.22,0.03,1.0,15985.09,2714182.0,2664182.0,16285.09,,,,,,,,,,,,,,,0.02,,,100.0,29.26,0.0,0.0,0.0,100.0,45.99,0.491,52.85,0.4735,0.006
2024-08-29,2397082.0,14142.78,0.12,0.37,0.12,0.01,1.0,9831.65,1716382.0,1666382.0,10126.65,,,,,,0.01,,997800.0,,,,,,997800.0,0.01,0.01,,100.0,20.73,0.0,0.0,0.0,100.0,2.11,0.9587,97.89,0.2895,0.0059
2024-08-30,2397082.0,14142.78,0.12,0.38,0.12,0.01,1.0,9831.65,1716382.0,1666382.0,10126.65,,,,,,,,,,,,,,,0.01,,,100.0,20.73,0.0,0.0,0.0,100.0,2.09,0.9592,97.91,0.2895,0.0059
2024-09-02,1716382.0,10469.93,0.09,0.28,0.09,0.01,1.0,0.0,1716382.0,0.0,10469.93,,,,,,,,,,,,,,1666382.0,0.01,0.01,,100.0,20.73,0.0,0.0,0.0,100.0,2.91,0.9434,97.09,0.2073,0.0061
2024-09-03,50000.0,300.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,300.0,,,,,,0.01,,1666382.0,,,,,,,0.0,,,100.0,0.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0066,0.006
2024-09-04,50000.0,295.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,,100.0,0.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0066,0.0059
2024-09-05,50000.0,295.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,,100.0,0.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0066,0.0059
2024-09-06,50000.0,300.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,300.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.006
2024-09-09,50000.0,295.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0059
2024-09-10,50000.0,300.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,300.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.006
2024-09-11,50000.0,300.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,300.0,,,,,,,,,,,,,,,0.0,,,100.0,0.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0066,0.006
2024-09-12,2255400.0,13532.4,0.11,0.59,0.11,0.01,1.0,6616.2,1152700.0,1102700.0,6916.2,,1102700.0,,1102700.0,,,,,,,1102700.0,0.01,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.006
2024-09-13,2255400.0,13532.4,0.11,0.59,0.11,0.01,1.0,6616.2,1152700.0,1102700.0,6916.2,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.006
2024-09-16,2255400.0,12855.78,0.11,0.61,0.11,0.01,1.0,6285.39,1152700.0,1102700.0,6570.39,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0057
2024-09-17,2255400.0,13081.32,0.11,0.69,0.11,0.01,1.0,6395.66,1152700.0,1102700.0,6685.66,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0058
2024-09-18,2255400.0,13306.86,0.11,0.69,0.11,0.01,1.0,6505.93,1152700.0,1102700.0,6800.93,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0059
2024-09-19,2255400.0,13081.32,0.11,0.71,0.11,0.01,1.0,6395.66,1152700.0,1102700.0,6685.66,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0058
2024-09-20,2255400.0,12855.78,0.11,0.75,0.11,0.01,1.0,6285.39,1152700.0,1102700.0,6570.39,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0057
2024-09-23,2255400.0,12630.24,0.11,0.68,0.11,0.01,1.0,6175.12,1152700.0,1102700.0,6455.12,,,,,,,,,,,,,,,0.01,,,100.0,13.25,0.0,0.0,0.0,100.0,2.22,0.9566,97.78,0.2592,0.0056
2024-09-24,50000.0,285.0,0.0,0.02,0.0,0.0,0.0,0.0,50000.0,0.0,285.0,,,,,,0.01,,1102700.0,,,,,,1102700.0,0.0,0.01,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0057
2024-09-25,50000.0,280.0,0.0,0.02,0.0,0.0,0.0,0.0,50000.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0056
2024-09-26,50000.0,275.0,0.0,0.02,0.0,0.0,0.0,0.0,50000.0,0.0,275.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0055
2024-09-27,50000.0,275.0,0.0,0.02,0.0,0.0,0.0,0.0,50000.0,0.0,275.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0055
2024-09-30,50000.0,280.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0056
2024-10-01,50000.0,270.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0054
2024-10-02,50000.0,270.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0054
2024-10-03,50000.0,270.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0054
2024-10-04,50000.0,270.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0054
2024-10-07,50000.0,270.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0054
2024-10-08,50000.0,255.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,255.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0051
2024-10-09,50000.0,285.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,285.0,,,,,,,,,,,,,,,0.0,,,100.0,0.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.0065,0.0057
2024-10-10,50000.0,285.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,285.0,,,,,,,,,,,,,,,0.0,,,100.0,0.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.0065,0.0057
2024-10-11,2868400.0,17497.24,0.14,0.65,0.14,0.02,1.0,8596.12,1459200.0,1409200.0,8901.12,,1409200.0,,1409200.0,,,,,,,1409200.0,0.01,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0061
2024-10-14,2868400.0,18644.6,0.14,0.61,0.14,0.02,1.0,9159.8,1459200.0,1409200.0,9484.8,,,,,,,,,,,,,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0065
2024-10-15,2868400.0,20652.48,0.14,0.51,0.14,0.02,1.0,10146.24,1459200.0,1409200.0,10506.24,,,,,,,,,,,,,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0072
2024-10-16,2868400.0,18357.76,0.14,0.44,0.14,0.02,1.0,9018.88,1459200.0,1409200.0,9338.88,,,,,,,,,,,,,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0064
2024-10-17,2868400.0,18357.76,0.14,0.42,0.14,0.02,1.0,9018.88,1459200.0,1409200.0,9338.88,,,,,,,,,,,,,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0064
2024-10-18,2868400.0,19218.28,0.14,0.41,0.14,0.02,1.0,9441.64,1459200.0,1409200.0,9776.64,,,,,,,,,,,,,,,0.01,,,100.0,16.2,0.0,0.0,0.0,100.0,1.74,0.9657,98.26,0.3184,0.0067
2024-10-21,50000.0,350.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,350.0,,,,,,0.01,,1409200.0,,,,,,1409200.0,0.0,0.01,,100.0,0.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0066,0.007
2024-10-22,2414000.0,16656.6,0.12,0.29,0.12,0.02,1.0,8155.8,1232000.0,1182000.0,8500.8,,1182000.0,,1182000.0,,,,,,,1182000.0,0.01,,,0.01,,,100.0,14.03,0.0,0.0,0.0,100.0,2.07,0.9594,97.93,0.2749,0.0069
2024-10-23,2414000.0,15449.6,0.12,0.28,0.12,0.02,1.0,7564.8,1232000.0,1182000.0,7884.8,,,,,,,,,,,,,,,0.01,,,100.0,14.03,0.0,0.0,0.0,100.0,2.07,0.9594,97.93,0.2749,0.0064
2024-10-24,2414000.0,16415.2,0.12,0.26,0.12,0.02,1.0,8037.6,1232000.0,1182000.0,8377.6,,,,,,,,,,,,,,,0.01,,,100.0,14.03,0.0,0.0,0.0,100.0,2.07,0.9594,97.93,0.2749,0.0068
2024-10-25,2414000.0,15449.6,0.12,0.25,0.12,0.02,1.0,7564.8,1232000.0,1182000.0,7884.8,,,,,,,,,,,,,,,0.01,,,100.0,14.03,0.0,0.0,0.0,100.0,2.07,0.9594,97.93,0.2749,0.0064
2024-10-28,2414000.0,15691.0,0.12,0.24,0.12,0.02,1.0,7683.0,1232000.0,1182000.0,8008.0,,,,,,,,,,,,,,,0.01,,,100.0,14.03,0.0,0.0,0.0,100.0,2.07,0.9594,97.93,0.2749,0.0065
2024-10-29,1232000.0,8131.2,0.06,0.12,0.06,0.01,1.0,0.0,1232000.0,0.0,8131.2,,,,,,,,,,,,,,1182000.0,0.01,0.01,,100.0,14.03,0.0,0.0,0.0,100.0,4.06,0.9221,95.94,0.1403,0.0066
2024-10-30,50000.0,335.0,0.0,0.01,0.0,0.0,0.0,0.0,50000.0,0.0,335.0,,,,,,0.01,,1182000.0,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0067
2024-10-31,50000.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,360.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0072
2024-11-01,50000.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,330.0,,,,,,,,,,,,,,,0.0,,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0066
2024-11-04,3110300.0,20216.95,0.15,0.25,0.15,0.16,1.0,20216.95,3110300.0,3110300.0,20216.95,,,,3110300.0,,0.0,,50000.0,,,,0.16,3110300.0,,0.02,,,100.0,38.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.3864,0.0065
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,3110300.0,,,,,,3110300.0,0.0,0.16,,0.0,0.0,8083971.0,47695.43,0.05,0.0,,0.0,,0.0,0.0059
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8083971.0,50929.02,0.05,0.0,,0.0,,0.0,0.0063
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8783971.0,53582.22,0.06,0.0,,0.0,,0.0,0.0061
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8783971.0,52703.83,0.06,0.0,,0.0,,0.0,0.006
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8783971.0,56217.41,0.06,0.0,,0.0,,0.0,0.0064
