,EGRO FP Equity_DX_SI_QTY,EGRO FP Equity_DX_SHORT_INTEREST_VALUE,EGRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGRO FP Equity_DX_SI_MV,EGRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGRO FP Equity_DX_SUPPLY_SI_QTY,EGRO FP Equity_DX_BROKER_SI_QTY,EGRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGRO FP Equity_DX_SUPPLY_SI_MV,EGRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGRO FP Equity_DX_UTILIZATION_QUANTITY,EGRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGRO FP Equity_DX_ACTIVE_UTILIZATION_MV,EGRO FP Equity_DX_BROKER_SI_CON_RATIO,EGRO FP Equity_DX_DEMAND_SUPPLY_RATIO,EGRO FP Equity_PX_LAST
2025-04-01,,,,,,,,,,,,,,,,,,,10.382
2025-04-02,,,,,,,,,,,,,,,,,,,10.332
2025-04-03,,,,,,,,,,,,,,,,,,,10.04
2025-04-04,,,,,,,,,,,,,,,,,,,9.595
2025-04-07,,,,,,,,,,,,,,,,,,,9.161
2025-04-08,,,,,,,,,,,,,,,,,,,9.43
2025-04-09,,,,,,,,,,,,,,,,,,,9.148
2025-04-10,,,,,,,,,,,,,,,,,,,9.523
2025-04-11,,,,,,,,,,,,,,,,,,,9.49
2025-04-14,,,,,,,,,,,,,,,,,,,9.762
2025-04-15,,,,,,,,,,,,,,,,,,,9.877
2025-04-16,,,,,,,,,,,,,,,,,,,9.777
2025-04-17,,,,,,,,,,,,,,,,,,,9.747
2025-04-22,,,,,,,,,,,,,,,,,,,9.774
2025-04-23,,,,,,,,,,,,,,,,,,,9.958
2025-04-24,,,,,,,,,,,,,,,,,,,9.998
2025-04-25,,,,,,,,,,,,,,,,,,,10.0
2025-04-28,,,,,,,,,,,,,,,,,,,10.03
2025-04-29,,,,,,,,,,,,,,,,,,,10.048
2025-04-30,,,,,,,,,,,,,,,,,,,10.13
2025-05-02,,,,,,,,,,,,,,,,,,,10.362
2025-05-05,,,,,,,,,,,,,,,,,,,10.406
2025-05-06,,,,,,,,,,,,,,,,,,,10.4
2025-05-07,,,,,,,,,,,,,,,,,,,10.356
2025-05-08,,,,,,,,,,,,,,,,,,,10.4
2025-05-09,,,,,,,,,,,,,,,,,,,10.45
2025-05-12,,,,,,,,,,,,,,,,,,,10.666
2025-05-13,,,,,,,,,,,,,,,,,,,10.736
2025-05-14,,,,,,,,,,,,,,,,,,,10.73
2025-05-15,,,,,,,,,,,,,,,,,,,10.768
2025-05-16,,,,,,,,,,,,,,,,,,,10.798
2025-05-19,,,,,,,,,,,,,,,,,,,10.796
2025-05-20,,,,,,,,,,,,,,,,,,,10.92
2025-05-21,,,,,,,,,,,,,,,,,,,10.902
2025-05-22,,,,,,,,,,,,,,,,,,,10.812
2025-05-23,,,,,,,,,,,,,,,,,,,10.714
2025-05-26,,,,,,,,,,,,,,,,,,,10.844
2025-05-27,,,,,,,,,,,,,,,,,,,10.912
2025-05-28,,,,,,,,,,,,,,,,,,,10.848
2025-05-29,,,,,,,,,,,,,,,,,,,10.818
2025-05-30,,,,,,,,,,,,,,,,,,,10.828
2025-06-02,,,,,,,,,,,,,,,,,,,10.788
2025-06-03,,,,,,,,,,,,,,,,,,,10.698
2025-06-04,,,,,,,,,,,,,,,,,,,10.852
2025-06-05,,,,,,,,,,,,,,,,,,,10.858
2025-06-06,,,,,,,,,,,,,,,,,,,10.882
2025-06-09,,,,,,,,,,,,,,,,,,,10.894
2025-06-10,,,,,,,,,,,,,,,,,,,10.946
2025-06-11,,,,,,,,,,,,,,,,,,,10.92
2025-06-12,,,,,,,,,,,,,,,,,,,10.83
2025-06-13,,,,,,,,,,,,,,,,,,,10.724
2025-06-16,,,,,,,,,,,,,,,,,,,10.782
2025-06-17,,,,,,,,,,,,,,,,,,,10.688
2025-06-18,,,,,,,,,,,,,,,,,,,10.654
2025-06-19,,,,,,,,,,,,,,,,,,,10.544
2025-06-20,,,,,,,,,,,,,,,,,,,10.562
2025-06-23,,,,,,,,,,,,,,,,,,,10.544
2025-06-24,,,,,,,,,,,,,,,,,,,10.648
2025-06-25,,,,,,,,,,,,,,,,,,,10.574
2025-06-26,,,,,,,,,,,,,,,,,,,10.606
2025-06-27,,,,,,,,,,,,,,,,,,,10.732
2025-06-30,,,,,,,,,,,,,,,,,,,10.726
2025-07-01,,,,,,,,,,,,,,,,,,,10.682
2025-07-02,,,,,,,,,,,,,,,,,,,10.668
2025-07-03,,,,,,,,,,,,,,,,,,,10.728
2025-07-04,,,,,,,,,,,,,,,,,,,10.688
2025-07-07,,,,,,,,,,,,,,,,,,,10.738
2025-07-08,,,,,,,,,,,,,,,,,,,10.782
2025-07-09,,,,,,,,,,,,,,,,,,,10.806
2025-07-10,,,,,,,,,,,,,,,,,,,10.862
2025-07-11,,,,,,,,,,,,,,,,,,,10.762
2025-07-14,,,,,,,,,,,,,,,,,,,10.738
2025-07-15,,,,,,,,,,,,,,,,,,,10.728
2025-07-16,,,,,,,,,,,,,,,,,,,10.682
2025-07-17,,,,,,,,,,,,,,,,,,,10.788
2025-07-18,,,,,,,,,,,,,,,,,,,10.78
2025-07-21,,,,,,,,,,,,,,,,,,,10.792
2025-07-22,,,,,,,,,,,,,,,,,,,10.742
2025-07-23,,,,,,,,,,,,,,,,,,,10.842
2025-07-24,,,,,,,,,,,,,,,,,,,10.844
2025-07-25,,,,,,,,,,,,,,,,,,,10.794
2025-07-28,,,,,,,,,,,,,,,,,,,10.788
2025-07-29,,,,,,,,,,,,,,,,,,,10.734
2025-07-30,,,,,,,,,,,,,,,,,,,10.662
2025-07-31,,,,,,,,,,,,,,,,,,,10.642
2025-08-01,,,,,,,,,,,,,,,,,,,10.408
2025-08-04,,,,,,,,,,,,,,,,,,,10.508
2025-08-05,,,,,,,,,,,,,,,,,,,10.53
2025-08-06,,,,,,,,,,,,,,,,,,,10.49
2025-08-07,,,,,,,,,,,,,,,,,,,10.568
2025-08-08,,,,,,,,,,,,,,,,,,,10.512
2025-08-11,,,,,,,,,,,,,,,,,,,10.45
2025-08-12,,,,,,,,,,,,,,,,,,,10.464
2025-08-13,,,,,,,,,,,,,,,,,,,10.48
2025-08-14,,,,,,,,,,,,,,,,,,,10.51
2025-08-15,,,,,,,,,,,,,,,,,,,10.468
2025-08-18,,,,,,,,,,,,,,,,,,,10.512
2025-08-19,,,,,,,,,,,,,,,,,,,10.584
2025-08-20,,,,,,,,,,,,,,,,,,,10.586
2025-08-21,,,,,,,,,,,,,,,,,,,10.578
2025-08-22,,,,,,,,,,,,,,,,,,,10.676
2025-08-25,,,,,,,,,,,,,,,,,,,10.64
2025-08-26,,,,,,,,,,,,,,,,,,,10.596
2025-08-27,,,,,,,,,,,,,,,,,,,10.622
2025-08-28,,,,,,,,,,,,,,,,,,,10.612
2025-08-29,,,,,,,,,,,,,,,,,,,10.526
