,ENX FP Equity_DX_SI_QTY,ENX FP Equity_DX_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENX FP Equity_DX_SI_MV,ENX FP Equity_DX_DSS,ENX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY,ENX FP Equity_DX_BROKER_SI_QTY,ENX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENX FP Equity_DX_BROKER_SI_MV_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENX FP Equity_DX_BROKER_SI_MV_INC_x,ENX FP Equity_DX_SUPPLY_SI_MV_NEW,ENX FP Equity_DX_BROKER_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_NEW,ENX FP Equity_DX_SUPPLY_SI_MV_DEC,ENX FP Equity_DX_BROKER_SI_QTY_INC,ENX FP Equity_DX_SUPPLY_SI_QTY_DEC,ENX FP Equity_DX_BROKER_SI_MV_NEW_y,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENX FP Equity_DX_BROKER_SI_MV_INC_y,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENX FP Equity_DX_BROKER_SI_MV_ADD,ENX FP Equity_DX_SUPPLY_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_DEC,ENX FP Equity_DX_SUPPLY_SI_MV,ENX FP Equity_DX_BROKER_SI_MV_DEC,ENX FP Equity_DX_SUPPLY_SI_MV_RMV,ENX FP Equity_DX_BROKER_SI_MV_RMV,ENX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENX FP Equity_DX_UTILIZATION_QUANTITY,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENX FP Equity_DX_ACTIVE_UTILIZATION_MV,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENX FP Equity_DX_BROKER_SI_CON_RATIO,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENX FP Equity_DX_DEMAND_SUPPLY_RATIO,ENX FP Equity_PX_LAST
2022-11-07,154424.0,10099329.6,0.18,1.4,0.14,10.0,0.0,8407954.8,118162.0,128562.0,7727794.8,,,4860.0,1.86,,,,,28431.0,,,,1.86,4860.0,,28431.0,,7.59,,,,0.38,0.38,31286586.0,2046142724.4,,2008.79,0.38,24.39,0.185,25.66,0.0049,65.4
2022-11-08,137222.0,8985296.56,0.16,1.25,0.13,8.99,0.0,7855046.28,109561.0,119961.0,7174054.28,,,,,,,,0.55,,8601.0,,,,,,,8601.0,7.14,0.56,,,0.35,0.35,31112972.0,2037277406.56,,2022.3,0.35,19.88,0.1817,29.02,0.0044,65.48
2022-11-09,124861.0,8213356.58,0.14,1.15,0.12,8.17,0.0,7077928.0,97200.0,107600.0,6393816.0,,,,,,,,0.8,,12361.0,,,,,,,12361.0,6.35,0.81,,,0.31,0.31,31127706.0,2047580500.68,,2045.5,0.31,21.91,0.1968,31.74,0.004,65.78
2022-11-10,204132.0,13966711.44,0.23,1.88,0.19,13.61,0.0,12785713.82,189349.0,186871.0,12955258.58,,,3252.0,0.37,,74206.0,,,5065.0,,,,0.37,3252.0,4.97,88897.0,,12.47,,,,0.6,0.6,31160140.0,2131976778.8,,2053.05,0.6,19.26,0.2096,36.71,0.0065,68.42
2022-11-11,204193.0,14309845.44,0.23,1.89,0.19,14.01,0.0,13100194.56,190949.0,186932.0,13381705.92,,,,0.03,,,,,61.0,,,,0.03,,,1600.0,,13.04,,,,0.61,0.61,31158596.0,2183594407.68,,2126.78,0.61,19.45,0.2086,36.43,0.0065,70.08
2022-11-14,196300.0,13603590.0,0.22,1.78,0.18,13.86,0.0,12407402.7,181517.0,179039.0,12579128.1,,,5692.0,0.39,,,,1.0,5692.0,15124.0,,,0.39,5692.0,,,13585.0,12.65,0.92,,,0.58,0.58,31186460.0,2161221678.0,,2174.03,0.58,19.97,0.2257,38.78,0.0063,69.3
2022-11-15,139759.0,9783130.0,0.16,1.26,0.13,9.77,0.0,7524860.0,112098.0,107498.0,7846860.0,,,531.0,0.19,,,,6.0,2665.0,85862.0,,,0.19,531.0,,15912.0,74206.0,7.83,5.35,,,0.36,0.36,31296654.0,2190765780.0,,2170.97,0.36,21.84,0.199,31.95,0.0045,70.0
2022-11-16,150079.0,10367457.32,0.17,1.36,0.14,10.45,0.0,9112066.48,121506.0,131906.0,8393634.48,,,,1.68,,,,1.09,24408.0,15000.0,,,1.68,,,24408.0,,8.5,,,,0.39,0.39,31256410.0,2159192802.8,,2175.5,0.39,26.69,0.2143,30.99,0.0048,69.08
2022-11-17,103190.0,7163449.8,0.12,0.94,0.1,7.16,0.0,5965191.18,76364.0,85929.0,5301188.88,,,8756.0,,,1080.0,,3.78,,53898.0,,,,8756.0,0.08,,47057.0,5.28,3.29,,,0.24,0.24,31342166.0,2175773163.72,,2168.88,0.24,26.44,0.1998,30.06,0.0033,69.42
2022-11-18,88757.0,6223640.84,0.1,0.81,0.08,6.16,0.0,4389371.76,58298.0,62598.0,4087855.76,,,,,,,,1.25,,18066.0,,,,,,,23331.0,4.04,1.63,,,0.19,0.19,31374854.0,2200004762.48,,2181.44,0.18,30.22,0.2194,30.9,0.0028,70.12
2022-11-21,64738.0,4499291.0,0.07,0.58,0.06,4.51,0.0,3299651.5,43177.0,47477.0,3000801.5,,,,,,,,1.03,,15121.0,,,,,,,15121.0,3.04,1.06,,,0.14,0.14,31348208.0,2178700456.0,,2201.71,0.14,19.44,0.2459,42.85,0.0021,69.5
2022-11-22,58643.0,4110874.3,0.07,0.54,0.05,4.06,0.0,3041078.2,39082.0,43382.0,2739648.2,,,,,,,,0.29,,4095.0,,,,,,,4095.0,2.71,0.29,,,0.12,0.12,31296226.0,2193865442.6,,2171.12,0.12,21.78,0.2946,47.18,0.0019,70.1
2022-11-23,88554.0,6255454.56,0.1,0.81,0.08,6.21,0.0,4481896.08,59147.0,63447.0,4178144.08,,,,1.41,,,,,20065.0,,,,1.41,,,20065.0,,4.14,,,,0.19,0.19,31284684.0,2209950077.76,,2183.68,0.19,31.1,0.2471,34.55,0.0028,70.64
2022-11-24,99526.0,7082270.16,0.11,0.93,0.09,7.03,0.0,5336786.52,70119.0,74997.0,4989668.04,,,,0.83,,,,0.14,11550.0,1940.0,,,0.83,,,12912.0,,4.96,,,,0.22,0.22,31293604.0,2226852860.64,,2208.01,0.22,25.53,0.2709,42.56,0.0032,71.16
2022-11-25,105052.0,7443984.72,0.12,0.99,0.1,7.43,0.0,5462172.24,73558.0,77084.0,5212319.88,,,288.0,0.14,,,,,2087.0,,,,0.14,288.0,,3151.0,,5.23,,,,0.24,0.24,30714478.0,2176427911.08,,2179.81,0.24,24.34,0.277,44.19,0.0034,70.86
2022-11-28,95073.0,6805325.34,0.11,0.93,0.09,6.75,0.0,5180888.82,78130.0,72379.0,5592545.4,,,4572.0,,,,,,,,,,,4572.0,,,4705.0,5.54,0.32,,,0.25,0.25,30776838.0,2203006064.04,,2189.36,0.25,24.66,0.2417,39.01,0.0031,71.58
2022-11-29,69788.0,5009382.64,0.08,0.67,0.07,4.98,0.0,3283360.76,47867.0,45742.0,3435893.26,,,,,,,,2.14,,30263.0,,,,,,,26637.0,3.43,1.9,,,0.15,0.15,31166848.0,2237156349.44,,2235.31,0.15,18.17,0.1964,33.92,0.0022,71.78
2022-11-30,71340.0,5189271.6,0.08,0.67,0.07,5.12,0.0,3932106.18,43199.0,54057.0,3142295.26,,,,0.61,,,,0.93,8315.0,12983.0,,,0.61,,,8315.0,,3.09,,,,0.14,0.14,31027440.0,2256935985.6,,2223.61,0.14,17.9,0.2106,36.35,0.0023,72.74
2022-12-01,120526.0,8899639.84,0.14,1.04,0.11,8.78,0.0,6683406.08,91275.0,90512.0,6739746.0,,,9870.0,2.67,,12220.0,,,35856.0,,,,2.67,9870.0,0.86,38206.0,11621.0,6.67,0.83,,,0.29,0.29,30994824.0,2288657804.16,,2232.83,0.3,20.6,0.2737,45.28,0.0039,73.84
2022-12-02,307264.0,22694519.04,0.35,2.7,0.29,22.71,0.0,12502799.22,193807.0,169277.0,14314585.02,,,10531.0,6.98,,,,0.9,94426.0,12220.0,,,6.98,10531.0,,104221.0,15661.0,14.38,1.12,,,0.62,0.62,30994784.0,2289274746.24,,2277.23,0.63,23.45,0.427,60.44,0.0099,73.86
2022-12-05,322092.0,23660878.32,0.37,2.75,0.3,23.76,0.0,12860274.9,231822.0,175065.0,17029644.12,,,,2.09,,12749.0,,1.98,28592.0,26753.0,,,2.09,,0.99,64768.0,35553.0,17.11,2.63,,,0.74,0.74,30928098.0,2271978079.08,,2273.87,0.75,11.09,0.4459,64.81,0.0103,73.46
2022-12-06,341077.0,24693974.8,0.39,2.9,0.32,25.14,0.0,14168680.0,232412.0,195700.0,16826628.8,,,,1.77,,2965.0,,0.42,23088.0,5423.0,,,1.77,,0.23,6013.0,5418.0,17.03,0.41,,,0.74,0.74,31015528.0,2245524227.2,,2271.51,0.74,7.68,0.4145,62.53,0.0109,72.4
2022-12-07,370706.0,26616690.8,0.42,3.21,0.35,27.06,0.0,15839295.4,275605.0,220603.0,19788439.0,,,10754.0,1.74,,,,0.41,24903.0,5418.0,,,1.74,10754.0,,37857.0,,19.94,,,,0.88,0.88,30973732.0,2223913957.6,,2232.91,0.89,8.33,0.3701,58.85,0.0119,71.8
2022-12-08,412389.0,28867230.0,0.47,3.62,0.39,29.87,0.0,17650150.0,311361.0,252145.0,21795270.0,,,8389.0,2.31,,,,0.23,31542.0,3163.0,,,2.31,8389.0,,30530.0,,22.3,,,,1.0,1.0,30950472.0,2166533040.0,,2198.9,1.0,11.33,0.3115,52.78,0.0132,70.0
2022-12-09,406857.0,28789201.32,0.46,3.54,0.38,29.06,0.0,16390280.32,281967.0,231632.0,19951984.92,,,2715.0,0.23,,,,2.39,2715.0,33436.0,,,0.23,2715.0,,1327.0,23228.0,19.79,1.73,,,0.9,0.9,31013728.0,2194531393.28,,2174.0,0.9,8.99,0.3146,53.3,0.013,70.76
2022-12-12,492120.0,34290921.6,0.56,4.26,0.46,35.31,0.0,22649484.0,350499.0,325050.0,24422770.32,,,3389.0,2.74,,86690.0,,1.63,37644.0,23330.0,,,2.74,3389.0,6.12,88473.0,30916.0,24.83,2.22,,,1.12,1.12,30889700.0,2152394296.0,,2173.84,1.13,17.38,0.2542,44.2,0.0158,69.68
2022-12-13,472240.0,33878497.6,0.54,4.0,0.44,33.52,0.0,23718750.54,312262.0,330621.0,22401675.88,,,39.0,1.21,,,,3.11,17730.0,43526.0,,,1.21,39.0,,5250.0,12159.0,21.74,0.95,,,1.0,1.0,30866822.0,2214385810.28,,2152.49,1.0,17.59,0.2758,45.66,0.0151,71.74
2022-12-14,448125.0,32175375.0,0.51,3.74,0.42,32.47,0.0,22347750.0,335985.0,311250.0,24123723.0,,,9134.0,2.54,,5325.0,,1.43,35306.0,20756.0,,,2.54,9134.0,0.37,35345.0,60002.0,24.11,4.16,,,1.07,1.07,30929800.0,2220759640.0,,2210.85,1.08,14.92,0.2829,48.78,0.0143,71.8
2022-12-15,399506.0,28053311.32,0.46,3.34,0.37,28.54,0.0,18441948.82,287366.0,262631.0,20178840.52,,,,1.49,,,,5.07,22084.0,70703.0,,,1.49,,,22084.0,70703.0,20.56,5.05,,,0.92,0.92,30981712.0,2175535816.64,,2208.6,0.92,14.28,0.3395,54.64,0.0128,70.22
2022-12-16,322819.0,22326162.04,0.37,2.67,0.3,22.62,0.0,12998207.04,215024.0,187944.0,14871059.84,,,44.0,,,,,5.28,,72386.0,,,,44.0,,,74687.0,15.02,5.56,,,0.69,0.69,31013704.0,2144907768.64,,2172.24,0.69,8.77,0.4825,67.97,0.0103,69.16
2022-12-19,304575.0,21046132.5,0.35,2.49,0.28,21.04,0.0,11514133.0,195625.0,166630.0,13517687.5,,,,,,1155.0,,1.58,,22469.0,,,,,0.08,3070.0,22469.0,13.42,1.56,,,0.63,0.63,30982376.0,2140882181.6,,2139.26,0.62,9.4,0.5341,71.84,0.0098,69.1
2022-12-20,497564.0,34093085.28,0.57,4.07,0.46,34.45,0.0,19651878.6,301323.0,286805.0,20646651.96,,,47112.0,8.29,,,,1.1,120175.0,15827.0,,,8.29,47112.0,,74413.0,,20.81,,,,0.97,0.97,30826236.0,2112213690.72,,2118.15,0.97,31.94,0.3172,44.94,0.016,68.52
2022-12-21,483843.0,33694826.52,0.55,4.04,0.45,33.25,0.0,18846464.28,300893.0,270627.0,20954188.52,,,,0.39,,8009.0,,1.96,6331.0,28368.0,,,0.39,,0.57,27938.0,30518.0,20.61,2.08,,,0.96,0.96,30915396.0,2152948177.44,,2126.62,0.96,35.51,0.3435,45.86,0.0155,69.64
2022-12-22,454442.0,31829117.68,0.52,3.8,0.42,31.81,0.0,18567744.08,266350.0,265102.0,18655154.0,,,5302.0,0.43,,3600.0,,2.97,4412.0,43445.0,,,0.43,5302.0,0.25,3600.0,13537.0,18.55,0.94,,,0.85,0.85,31053002.0,2174952260.08,,2163.17,0.85,29.44,0.342,49.67,0.0145,70.04
2022-12-23,1202863.0,84344753.56,1.37,10.14,1.12,83.96,1.0,15921377.08,1050248.0,227059.0,73643389.76,,,800000.0,0.26,,,,1.16,3740.0,16102.0,,,0.26,800000.0,,,41783.0,73.18,2.89,,,3.36,3.36,30242836.0,2120627660.32,,2111.03,3.35,18.4,0.5944,74.8,0.0384,70.12
2022-12-26,1190263.0,83461241.56,1.36,10.51,1.11,83.15,1.0,15921377.08,1037648.0,227059.0,72759877.76,,,,,,,,0.88,,12600.0,,,,,,,,72.38,,,,3.31,3.31,30266736.0,2122303528.32,,2114.37,3.31,18.39,0.5946,74.81,0.038,
2022-12-27,1187860.0,83055171.2,1.36,10.49,1.11,83.19,1.0,15391979.04,1039295.0,220137.0,72667506.4,,,8259.0,,,4519.0,,0.46,,6612.0,,,,8259.0,0.32,,11441.0,72.69,0.85,,,3.35,3.35,29948624.0,2094007790.08,,2092.79,3.36,18.51,0.5975,74.98,0.0383,69.92
2022-12-28,1196096.0,83726720.0,1.37,10.79,1.12,83.54,1.0,15829030.0,1045689.0,226129.0,73198230.0,,,,0.97,,,,0.41,13580.0,5849.0,,,0.97,,,12243.0,7588.0,72.96,0.54,,,3.34,3.34,30230700.0,2116149000.0,,2114.88,3.33,18.38,0.589,74.43,0.0382,70.0
2022-12-29,998620.0,70482599.6,1.14,9.17,0.93,70.02,0.0,8434662.9,947756.0,119505.0,66892618.48,,,1838.0,,,,,6.8,,99771.0,,,,1838.0,,,106624.0,66.28,7.43,,,3.03,3.03,30311554.0,2139389481.32,,2118.89,3.03,3.49,0.7964,89.12,0.0319,70.58
2022-12-30,981556.0,67884412.96,1.12,9.12,0.92,69.06,0.0,7727315.96,928902.0,111731.0,64242862.32,,,,,,,,1.35,,18854.0,,,,,,,7774.0,65.28,0.55,,,2.97,2.97,30335306.0,2097989762.96,,2123.03,2.98,3.47,0.8271,90.84,0.0314,69.16
2023-01-02,976169.0,68683250.84,1.12,9.14,0.91,67.77,0.0,7739037.12,925254.0,109992.0,65100871.44,,,,,,,,0.25,,3648.0,,,,,,,1739.0,63.99,0.12,,,2.95,2.95,30475866.0,2144281931.76,,2114.34,2.94,3.58,0.8272,90.84,0.0311,70.36
2023-01-03,1067023.0,75246461.96,1.22,10.1,1.0,74.58,1.0,7403330.64,1023999.0,104982.0,72212409.48,,,92056.0,,,577.0,,0.36,,5244.0,,,,92056.0,0.04,11933.0,5587.0,71.41,0.4,,,3.25,3.25,30478692.0,2149357359.84,,2154.76,3.21,10.71,0.704,83.14,0.0339,70.52
2023-01-04,969179.0,69179997.02,1.11,9.12,0.9,68.93,0.0,7602469.66,922112.0,106507.0,65820354.56,,,656.0,0.11,,,,6.07,1525.0,103412.0,,,0.11,656.0,,869.0,,65.45,,,,2.93,2.93,30586354.0,2183253948.52,,2155.26,2.95,3.57,0.8412,91.62,0.0308,71.38
2023-01-05,990991.0,68953153.78,1.13,9.29,0.93,70.62,0.0,8941725.8,937431.0,128510.0,65226448.98,,,3196.0,1.57,,,,0.21,22003.0,3184.0,,,1.57,3196.0,,15307.0,,66.78,,,,2.98,2.98,30498244.0,2122067817.52,,2170.07,2.99,3.4,0.8008,89.37,0.0315,69.58
2023-01-06,983454.0,68684427.36,1.12,8.9,0.92,68.78,0.0,10762204.32,936387.0,154098.0,65397268.08,,,6049.0,1.51,,4100.0,,2.16,21488.0,30132.0,,,1.51,6049.0,0.29,23039.0,,65.32,,,,2.98,2.98,30480572.0,2128763148.48,,2109.12,3.0,3.59,0.7581,86.89,0.0313,69.84
2023-01-09,939040.0,67704784.0,1.07,8.46,0.88,65.97,0.0,7596960.7,920972.0,105367.0,66402081.2,,,11.0,0.15,,,,1.51,2211.0,21726.0,,,0.15,11.0,,6300.0,50942.0,64.4,3.51,,,2.93,2.93,30513736.0,2200040365.6,,2134.6,2.93,3.77,0.7644,87.28,0.0299,72.1
2023-01-10,933172.0,66479173.28,1.07,8.35,0.87,67.41,0.0,7088308.76,915104.0,99499.0,65192008.96,,,8500.0,0.61,,,,1.42,8500.0,20568.0,,,0.61,8500.0,,6200.0,14368.0,66.06,1.09,,,2.92,2.92,30447746.0,2169097425.04,,2187.44,2.93,3.11,0.7788,88.12,0.0298,71.24
2023-01-11,947473.0,69904557.94,1.08,8.77,0.88,67.38,0.0,7948024.28,938509.0,107726.0,69243194.02,,,9349.0,0.86,,,,0.01,9393.0,11.0,,,0.86,9349.0,,14067.0,1166.0,66.46,0.09,,,2.99,2.99,30418424.0,2244271322.72,,2182.77,2.95,3.32,0.7494,86.4,0.0302,73.78
2023-01-12,959708.0,70442567.2,1.1,9.1,0.9,70.55,0.0,7071649.6,927951.0,96344.0,68111603.4,,,,,,10391.0,,0.7,,10558.0,,,,,0.81,,21773.0,68.07,1.6,,,2.96,2.96,30398080.0,2231219072.0,,2229.63,2.96,3.07,0.7351,85.56,0.0306,73.4
2023-01-13,918457.0,68406677.36,1.05,9.46,0.86,67.67,0.0,7300231.68,917181.0,98016.0,68311640.88,,,17384.0,0.61,,,,2.24,7490.0,30735.0,,,0.61,17384.0,,2581.0,5818.0,67.34,0.42,,,2.93,2.93,30342672.0,2259922210.56,,2230.95,2.93,2.88,0.7857,88.53,0.0294,74.48
2023-01-16,961066.0,71676302.28,1.1,9.83,0.9,71.7,0.0,7093229.22,923686.0,95109.0,68888501.88,,,4105.0,0.31,,,,0.11,4000.0,1600.0,,,0.31,4105.0,,4000.0,6907.0,68.76,0.51,,,2.95,2.95,30350186.0,2263516871.88,,2260.17,2.95,4.45,0.721,84.66,0.0307,74.58
2023-01-17,943777.0,70575644.06,1.08,9.93,0.88,71.32,0.0,8592296.78,932123.0,114901.0,69704157.94,,,5912.0,1.77,,,,0.6,22233.0,8050.0,,,1.77,5912.0,,10575.0,2441.0,70.18,0.18,,,2.98,2.98,30346780.0,2269332208.4,,2265.85,3.0,3.66,0.7468,86.2,0.0302,74.78
2023-01-18,915852.0,69128508.96,1.05,9.66,0.86,69.61,0.0,7653747.48,913421.0,101401.0,68945017.08,,,286.0,,,,,1.42,,18988.0,,,,286.0,,,13500.0,69.17,1.05,,,2.92,2.92,30393880.0,2294130062.4,,2276.57,2.95,3.78,0.7924,88.88,0.0293,75.48
2023-01-19,937423.0,70212982.7,1.07,9.84,0.88,71.66,0.0,6395261.6,908275.0,85384.0,68029797.5,,,,,,,,1.09,,14839.0,,,,,,9693.0,16017.0,69.32,1.28,,,2.9,2.9,30381272.0,2275557272.8,,2285.78,2.94,4.07,0.7604,87.0,0.03,74.9
2023-01-20,910815.0,67855717.5,1.04,9.55,0.85,68.31,0.0,7179118.0,910526.0,96364.0,67834187.0,,,2128.0,1.08,,,,0.17,14232.0,2309.0,,,1.08,2128.0,,2432.0,3252.0,68.11,0.25,,,2.9,2.9,30439038.0,2267708331.0,,2268.26,2.92,3.13,0.801,89.36,0.0291,74.5
2023-01-23,940254.0,70312194.12,1.07,9.9,0.88,70.12,0.0,7402322.64,907658.0,98988.0,67874665.24,,,5748.0,0.31,,822.0,,0.65,4087.0,8616.0,,,0.31,5748.0,0.06,,2285.0,67.48,0.17,,,2.91,2.91,30328558.0,2267969567.24,,2256.45,2.9,4.89,0.7407,85.82,0.0301,74.78
2023-01-24,968017.0,72485112.96,1.11,10.33,0.9,72.08,0.0,7157928.96,939803.0,95592.0,70372448.64,,,13418.0,0.25,,,,0.51,3210.0,7057.0,,,0.25,13418.0,,25784.0,6606.0,69.76,0.49,,,3.01,3.01,30293260.0,2268359308.8,,2262.62,2.99,7.77,0.6905,82.62,0.031,74.88
2023-01-25,1001941.0,74163672.82,1.14,11.1,0.94,75.01,0.0,13669939.58,970395.0,184679.0,71828637.9,,,9042.0,6.43,,5580.0,,0.83,83507.0,11107.0,,,6.43,9042.0,0.43,32657.0,,72.24,,,,3.11,3.11,30251592.0,2239222839.84,,2253.5,3.11,6.58,0.6452,79.72,0.0321,74.02
2023-01-26,1114225.0,83767435.5,1.27,12.68,1.04,83.62,1.0,20973641.22,1085211.0,278979.0,81586162.98,,,24871.0,7.17,,,,0.0,94300.0,19.0,,,7.17,24871.0,,89964.0,,80.87,,,,3.47,3.47,30161304.0,2267526834.72,,2240.29,3.48,15.18,0.5409,71.62,0.0357,75.18
2023-01-27,1120484.0,84708590.4,1.28,12.53,1.05,85.08,1.0,22187088.0,1097180.0,293480.0,82946808.0,,,27984.0,2.09,,,,3.19,27679.0,43694.0,,,2.09,27984.0,,27679.0,13178.0,82.89,0.98,,,3.51,3.51,30146980.0,2279111688.0,,2264.95,3.53,13.58,0.5337,71.42,0.0359,75.6
2023-01-30,1195095.0,89990653.5,1.37,13.44,1.12,90.84,1.0,26366370.3,1155251.0,350151.0,86990400.3,,,47340.0,4.65,,,,0.29,60573.0,3914.0,,,4.65,47340.0,,14645.0,3902.0,87.43,0.3,,,3.69,3.69,30123640.0,2268310092.0,,2272.15,3.71,16.19,0.4809,66.93,0.0382,75.3
2023-01-31,1322985.0,98297785.5,1.51,15.52,1.24,99.87,1.0,28352508.5,1265816.0,381595.0,94050128.8,,,72082.0,6.22,,,,,83221.0,,,,6.22,72082.0,,38483.0,51777.0,95.15,3.9,,,4.05,4.05,30027308.0,2231028984.4,,2252.77,4.05,21.08,0.4333,61.83,0.0423,74.3
2023-02-01,1040108.0,77446441.68,1.19,12.19,0.97,77.12,0.0,14708158.26,993119.0,197531.0,73947640.74,,,,,,,,20.52,,272783.0,,,,,,86.0,184064.0,73.2,14.01,,,3.16,3.16,30420732.0,2265127704.72,,2246.36,3.16,9.15,0.6149,77.59,0.0331,74.46
2023-02-02,1020195.0,78371379.9,1.17,11.77,0.95,75.64,0.0,13532073.46,981753.0,176153.0,75418265.46,,,9970.0,0.91,,,,1.78,11500.0,24266.0,,,0.91,9970.0,,2930.0,32878.0,72.44,2.44,,,3.12,3.12,30522740.0,2344756886.8,,2291.25,3.06,9.87,0.6206,77.97,0.0324,76.82
2023-02-03,924142.0,70807760.04,1.06,10.49,0.86,70.43,0.0,8172672.3,910865.0,106665.0,69790476.3,,,,,,,,5.26,,70888.0,,,,,,,69488.0,69.24,5.19,,,2.89,2.89,30639512.0,2347599409.44,,2367.63,2.84,3.9,0.7506,86.46,0.0293,76.62
2023-02-06,691318.0,52678431.6,0.79,7.75,0.65,53.22,0.0,8407146.0,682405.0,110330.0,51999261.0,,,12110.0,0.8,,,,19.09,10586.0,251541.0,,,0.8,12110.0,,10971.0,6921.0,52.4,0.54,,,2.16,2.16,30869868.0,2352283941.6,,2375.02,2.16,5.49,0.6762,81.87,0.0219,76.2
2023-02-07,726160.0,53968211.2,0.83,7.96,0.68,55.57,0.0,10569121.52,711275.0,142211.0,52861958.0,,,13378.0,2.56,,,,,33775.0,,,,2.56,13378.0,,15492.0,1894.0,54.35,0.17,,,2.26,2.26,30819580.0,2290511185.6,,2333.03,2.28,4.87,0.6181,78.1,0.023,74.32
2023-02-08,716336.0,53367032.0,0.82,7.42,0.67,53.81,0.0,9541960.0,697144.0,128080.0,51937228.0,,,22050.0,1.86,,,,2.82,24970.0,36181.0,,,1.86,22050.0,,,39101.0,52.25,3.06,,,2.21,2.21,30823180.0,2296326910.0,,2288.1,2.23,8.02,0.6369,79.18,0.0227,74.5
2023-02-09,712533.0,53482726.98,0.81,7.17,0.67,53.44,0.0,5767985.7,689229.0,76845.0,51733528.74,,,539.0,,,,,3.08,,40977.0,,,,539.0,,32523.0,51235.0,51.64,3.9,,,2.19,2.19,30832232.0,2314267333.92,,2300.8,2.2,7.22,0.6436,79.7,0.0226,75.06
2023-02-10,653872.0,49746581.76,0.75,6.38,0.61,49.37,0.0,6109832.64,649372.0,80308.0,49404221.76,,,,1.64,,,,2.95,21160.0,39857.0,,,1.64,,,,17697.0,48.93,1.31,,,2.06,2.06,30828724.0,2345449321.92,,2329.35,2.06,4.59,0.7555,86.71,0.0208,76.08
2023-02-13,126664.0,9626464.0,0.14,1.19,0.12,9.81,0.0,7045732.0,122164.0,92707.0,9284464.0,,,,1.36,,,,42.26,17050.0,561358.0,,,1.36,,,34150.0,4651.0,9.29,0.35,,,0.39,0.39,31387578.0,2385455928.0,,2381.1,0.39,23.0,0.1597,23.56,0.004,76.0
2023-02-14,146176.0,11255552.0,0.17,1.34,0.14,11.34,0.0,6394927.0,127274.0,83051.0,9800098.0,,,32965.0,0.23,,,,2.31,2523.0,30378.0,,,0.23,32965.0,,2523.0,12179.0,9.69,0.92,,,0.4,0.4,31384378.0,2416597106.0,,2389.2,0.4,21.94,0.2784,44.53,0.0046,77.0
2023-02-15,169224.0,13219778.88,0.19,1.52,0.16,13.43,0.0,10730875.68,148918.0,137364.0,11633474.16,,,20037.0,4.52,,,,0.09,55613.0,1300.0,,,4.52,20037.0,,2907.0,1300.0,11.5,0.09,,,0.47,0.47,31413828.0,2454048243.36,,2429.2,0.47,20.34,0.2464,38.98,0.0054,78.12
2023-02-16,181064.0,14046945.12,0.21,1.6,0.17,14.4,0.0,11529551.7,167713.0,148615.0,13011174.54,,,32657.0,1.86,,,,1.07,23380.0,13862.0,,,1.86,32657.0,,,12129.0,13.15,1.0,,,0.53,0.53,31436432.0,2438838394.56,,2450.05,0.53,29.24,0.2664,39.38,0.0057,77.58
2023-02-17,302677.0,23354557.32,0.35,2.72,0.28,23.77,0.0,16221269.64,218853.0,210229.0,16886697.48,,,22.0,4.39,,5839.0,,0.94,57171.0,11870.0,,,4.39,22.0,0.48,62988.0,1396.0,17.01,0.12,,,0.69,0.69,31416372.0,2424087263.52,,2429.53,0.7,22.28,0.3619,54.9,0.0096,77.16
2023-02-20,422758.0,32848296.6,0.48,3.78,0.39,33.13,0.0,19076360.1,277704.0,245513.0,21577600.8,,,8328.0,2.8,,,,,35284.0,,,,2.8,8328.0,,50523.0,,21.52,,,,0.88,0.88,31446428.0,2443387455.6,,2427.17,0.88,32.13,0.2882,41.16,0.0133,77.7
2023-02-21,218180.0,16764951.2,0.25,1.94,0.2,17.3,0.0,15240061.4,203566.0,198335.0,15642011.44,,,1750.0,1.17,,,,5.84,13976.0,75888.0,,,1.17,1750.0,,,61154.0,15.92,4.87,,,0.64,0.64,31560254.0,2425089917.36,,2448.56,0.65,26.29,0.2427,37.48,0.0069,76.84
