,ALRIB FP Equity_DX_SI_QTY,ALRIB FP Equity_DX_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRIB FP Equity_DX_SI_MV,ALRIB FP Equity_DX_DSS,ALRIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY,ALRIB FP Equity_DX_BROKER_SI_QTY,ALRIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRIB FP Equity_DX_BROKER_SI_MV_INC_x,ALRIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALRIB FP Equity_DX_BROKER_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_NEW,ALRIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALRIB FP Equity_DX_BROKER_SI_QTY_INC,ALRIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALRIB FP Equity_DX_BROKER_SI_MV_INC_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRIB FP Equity_DX_BROKER_SI_MV_ADD,ALRIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV,ALRIB FP Equity_DX_BROKER_SI_MV_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALRIB FP Equity_DX_BROKER_SI_MV_RMV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRIB FP Equity_DX_BROKER_SI_CON_RATIO,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-02,10743.0,19446.7,0.08,0.17,0.06,0.02,0.0,18735.3,10738.0,10350.0,19437.65,,,,,,,,0.0,,17.0,,,,,,,,0.02,,,,12.98,12.98,71977.0,130290.92,,0.15,12.98,,1.0,100.0,0.1299
2006-10-03,10735.0,19432.22,0.08,0.17,0.06,0.02,0.0,18735.3,10721.0,10350.0,19406.88,,,,,,,,0.0,,16.0,,,,,,,,0.02,,,,12.96,12.96,72028.0,130383.24,,0.15,12.95,,1.0,100.0,0.1297
2006-10-04,10738.0,19157.3,0.08,0.17,0.06,0.02,0.0,18465.08,10727.0,10350.0,19137.68,,,5.0,,,,,,,,,,,5.0,,,,0.02,,,,12.96,12.96,72065.0,128568.72,,0.15,12.95,,1.0,100.0,0.1297
2006-10-05,10735.0,18965.1,0.08,0.17,0.06,0.02,0.0,18284.94,10721.0,10350.0,18940.37,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,12.96,12.96,72015.0,127226.06,,0.15,12.95,,1.0,100.0,0.1298
2006-10-06,10726.0,19695.97,0.08,0.18,0.06,0.02,0.0,19005.53,10702.0,10350.0,19651.9,,,,,,,,0.0,,18.0,,,,,,,,0.02,,,,12.96,12.96,71857.0,131949.76,,0.15,12.96,,1.0,100.0,0.1299
2006-10-09,10740.0,19441.27,0.08,0.19,0.06,0.02,0.0,18735.3,10732.0,10350.0,19426.79,,,29.0,,,,,,,,,,,29.0,,,,0.02,,,,12.95,12.95,72106.0,130524.43,,0.15,12.95,,1.0,100.0,0.1297
2006-10-10,10734.0,19710.66,0.08,0.18,0.06,0.02,0.0,19005.53,10718.0,10350.0,19681.28,,,,,,,,0.0,,14.0,,,,,,,,0.02,,,,12.96,12.96,71989.0,132192.15,,0.15,12.96,,1.0,100.0,0.1298
2006-10-11,10738.0,19624.55,0.08,0.18,0.06,0.02,0.0,18915.45,10728.0,10350.0,19606.28,,,10.0,,,,,,,,,,,10.0,,,,0.02,,,,12.95,12.95,72081.0,131733.79,,0.15,12.95,,1.0,100.0,0.1297
2006-10-12,10729.0,20261.71,0.08,0.19,0.06,0.02,0.0,19545.97,10712.0,10350.0,20229.6,,,,,,,,0.0,,16.0,,,,,,,,0.02,,,,12.96,12.96,71969.0,135913.4,,0.16,12.95,,1.0,100.0,0.1298
2006-10-13,10744.0,20290.04,0.08,0.19,0.06,0.02,0.0,19545.97,10737.0,10350.0,20276.82,,,25.0,,,,,,,,,,,25.0,,,,0.02,,,,12.95,12.95,72147.0,136249.56,,0.16,12.95,,1.0,100.0,0.1296
2006-10-16,10747.0,19828.06,0.08,0.19,0.06,0.02,0.0,19095.6,10745.0,10350.0,19824.37,,,8.0,,,,,,,,,,,8.0,,,,0.02,,,,12.95,12.95,72211.0,133228.24,,0.15,12.95,,1.0,100.0,0.1296
2006-10-17,10739.0,19719.84,0.08,0.19,0.06,0.02,0.0,19005.53,10730.0,10350.0,19703.31,,,,,,,,0.0,,15.0,,,,,,,,0.02,,,,12.95,12.95,72094.0,132384.96,,0.15,12.95,,1.0,100.0,0.1297
2006-10-18,10739.0,19532.92,0.08,0.19,0.06,0.02,0.0,18825.38,10729.0,10350.0,19514.73,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,12.95,12.95,72095.0,131131.95,,0.15,12.95,,1.0,100.0,0.1297
2006-10-19,10733.0,19522.01,0.08,0.2,0.06,0.02,0.0,18825.38,10720.0,10350.0,19498.36,,,,,,,,0.0,,9.0,,,,,,,,0.02,,,,12.95,12.95,72044.0,131039.19,,0.15,12.95,,1.0,100.0,0.1297
2006-10-20,10744.0,18700.49,0.08,0.21,0.06,0.02,0.0,18014.72,10738.0,10350.0,18690.05,,,18.0,,,,,,,,,,,18.0,,,,0.02,,,,12.95,12.95,72156.0,125591.29,,0.14,12.95,,1.0,100.0,0.1296
2006-10-23,10749.0,18896.29,0.08,0.19,0.06,0.02,0.0,18194.86,10399.0,10350.0,18281.0,,,,,,,,0.0,,339.0,,,,,,,,0.02,,,,12.53,12.53,72564.0,127564.45,,0.15,12.54,,1.0,100.0,0.1296
2006-10-24,10399.0,18462.0,0.08,0.17,0.05,0.02,0.0,17753.63,10399.0,10000.0,18462.0,,,,,,,,0.0,,0.0,,,,,,,350.0,0.02,0.0,,,12.53,12.53,72601.0,128893.15,,0.15,12.53,,1.0,100.0,0.1253
2006-10-25,10378.0,18515.04,0.08,0.17,0.05,0.02,0.0,17840.66,10378.0,10000.0,18515.04,,,,,,,,0.0,,21.0,,,,,,,,0.02,,,,12.55,12.55,72289.0,128968.36,,0.15,12.53,,1.0,100.0,0.1255
2006-10-26,10378.0,18515.04,0.08,0.18,0.05,0.02,0.0,17840.66,10378.0,10000.0,18515.04,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,12.55,12.55,72320.0,129023.66,,0.15,12.53,,1.0,100.0,0.1255
2006-10-27,10381.0,18339.7,0.08,0.18,0.05,0.02,0.0,17666.61,10381.0,10000.0,18339.7,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,12.55,12.55,72345.0,127809.06,,0.15,12.52,,1.0,100.0,0.1255
2006-10-30,10383.0,18072.15,0.08,0.19,0.05,0.02,0.0,17405.52,10383.0,10000.0,18072.15,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,12.55,12.55,72326.0,125887.19,,0.15,12.52,,1.0,100.0,0.1255
2006-10-31,10398.0,18098.26,0.08,0.18,0.05,0.02,0.0,17405.52,10398.0,10000.0,18098.26,,,15.0,,,,,,,,,,,15.0,,,,0.02,,,,12.53,12.53,72602.0,126367.58,,0.15,12.53,,1.0,100.0,0.1253
2006-11-01,10399.0,18190.5,0.08,0.19,0.05,0.02,0.0,17492.55,10399.0,10000.0,18190.5,,,1.0,,,,,,,,,,,1.0,,,,0.02,,,,12.53,12.53,72585.0,126969.68,,0.15,12.53,,1.0,100.0,0.1253
2006-11-02,10402.0,18014.7,0.08,0.19,0.05,0.02,0.0,17318.5,10402.0,10000.0,18014.7,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,12.52,12.52,72647.0,125813.67,,0.14,12.52,,1.0,100.0,0.1253
2006-11-03,10398.0,18188.75,0.08,0.19,0.05,0.02,0.0,17492.55,10398.0,10000.0,18188.75,,,,,,,,0.0,,3.0,,,,,,,,0.02,,,,12.54,12.54,72553.0,126913.7,,0.15,12.54,,1.0,100.0,0.1254
2006-11-06,10403.0,18016.43,0.08,0.19,0.05,0.02,0.0,17318.5,10403.0,10000.0,18016.43,,,5.0,,,,,,,,,,,5.0,,,,0.02,,,,12.53,12.53,72645.0,125810.21,,0.14,12.53,,1.0,100.0,0.1253
2006-11-07,10398.0,17917.28,0.08,0.19,0.05,0.02,0.0,17231.47,10398.0,10000.0,17917.28,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.53,12.53,72602.0,125103.9,,0.14,12.53,,1.0,100.0,0.1253
2006-11-08,10402.0,17652.59,0.08,0.19,0.05,0.02,0.0,16970.38,10402.0,10000.0,17652.59,,,4.0,,,,,,,,,,,4.0,,,,0.02,,,,12.53,12.53,72615.0,123230.45,,0.14,12.52,,1.0,100.0,0.1253
2006-11-09,10391.0,17814.79,0.08,0.18,0.05,0.02,0.0,17144.44,10391.0,10000.0,17814.79,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,12.54,12.54,72494.0,124286.9,,0.14,12.53,,1.0,100.0,0.1254
2006-11-10,10397.0,17825.07,0.08,0.18,0.05,0.02,0.0,17144.44,10397.0,10000.0,17825.07,,,6.0,,,,,,,,,,,6.0,,,,0.02,,,,12.53,12.53,72554.0,124389.77,,0.14,12.53,,1.0,100.0,0.1253
2006-11-13,10397.0,17915.56,0.08,0.18,0.05,0.02,0.0,17231.47,10397.0,10000.0,17915.56,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,12.54,12.54,72538.0,124993.62,,0.14,12.53,,1.0,100.0,0.1254
2006-11-14,10401.0,17741.41,0.08,0.18,0.05,0.02,0.0,17057.41,10401.0,10000.0,17741.41,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,12.53,12.53,72599.0,123835.11,,0.14,12.53,,1.0,100.0,0.1253
2006-11-15,10380.0,19150.95,0.08,0.17,0.05,0.02,0.0,18449.85,10380.0,10000.0,19150.95,,,,,,,,0.0,,21.0,,,,,,,,0.02,,,,12.55,12.55,72305.0,133401.67,,0.15,12.57,,1.0,100.0,0.1255
2006-11-16,10395.0,18635.83,0.08,0.15,0.05,0.02,0.0,17927.69,10395.0,10000.0,18635.83,,,15.0,,,,,,,,,,,15.0,,,,0.02,,,,12.54,12.54,72500.0,129975.74,,0.15,12.52,,1.0,100.0,0.1254
2006-11-17,10385.0,18346.77,0.08,0.14,0.05,0.02,0.0,17666.61,10385.0,10000.0,18346.77,,,,,,,,0.0,,10.0,,,,,,,,0.02,,,,12.55,12.55,72372.0,127856.76,,0.15,12.52,,1.0,100.0,0.1255
2006-11-20,10379.0,18336.17,0.08,0.14,0.05,0.02,0.0,17666.61,10379.0,10000.0,18336.17,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.56,12.56,72287.0,127706.59,,0.15,12.53,,1.0,100.0,0.1256
2006-11-21,10378.0,18334.4,0.08,0.14,0.05,0.02,0.0,17666.61,10378.0,10000.0,18334.4,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,12.55,12.55,72288.0,127708.36,,0.15,12.53,,1.0,100.0,0.1255
2006-11-22,10377.0,18332.64,0.08,0.14,0.05,0.02,0.0,17666.61,10377.0,10000.0,18332.64,,,,,,,,0.0,,2.0,,,,,,,,0.02,,,,12.55,12.55,72287.0,127706.59,,0.15,12.53,,1.0,100.0,0.1255
2006-11-23,10382.0,18160.77,0.08,0.14,0.05,0.02,0.0,17492.55,10382.0,10000.0,18160.77,,,5.0,,,,,,,,,,,5.0,,,,0.02,,,,12.55,12.55,72313.0,126493.88,,0.15,12.53,,1.0,100.0,0.1255
2006-11-24,10374.0,18056.49,0.08,0.14,0.05,0.02,0.0,17405.52,10374.0,10000.0,18056.49,,,,,,,,0.0,,7.0,,,,,,,,0.02,,,,12.55,12.55,72283.0,125812.34,,0.15,12.52,,1.0,100.0,0.1255
2006-11-27,10400.0,18011.24,0.08,0.13,0.05,0.02,0.0,17318.5,10400.0,10000.0,18011.24,,,26.0,,,,,,,,,,,26.0,,,,0.02,,,,12.53,12.53,72616.0,125759.99,,0.14,12.53,,1.0,100.0,0.1253
2006-11-28,10395.0,18093.04,0.08,0.13,0.05,0.02,0.0,17405.52,10395.0,10000.0,18093.04,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.53,12.53,72566.0,126304.92,,0.15,12.53,,1.0,100.0,0.1253
2006-11-29,10387.0,19435.05,0.08,0.12,0.05,0.02,0.0,18710.94,10387.0,10000.0,19435.05,,,,,,,,0.0,,8.0,,,,,,,,0.02,,,,12.55,12.55,72378.0,135426.02,,0.16,12.57,,1.0,100.0,0.1255
2006-11-30,10412.0,19391.21,0.08,0.11,0.05,0.02,0.0,18623.91,10412.0,10000.0,19391.21,,,25.0,,,,,,,,,,,25.0,,,,0.02,,,,12.51,12.51,72828.0,135634.21,,0.16,12.52,,1.0,100.0,0.1251
2006-12-01,10388.0,19165.71,0.08,0.1,0.05,0.02,0.0,18449.85,10388.0,10000.0,19165.71,,,,,,,,0.0,,24.0,,,,,,,,0.02,,,,12.54,12.54,72478.0,133720.85,,0.15,12.52,,1.0,100.0,0.1254
2006-12-04,10389.0,19077.14,0.08,0.11,0.05,0.02,0.0,18362.83,10389.0,10000.0,19077.14,,,1.0,,,,,,,,,,,1.0,,,,0.02,,,,12.54,12.54,72490.0,133112.13,,0.15,12.52,,1.0,100.0,0.1254
2006-12-05,10388.0,18984.9,0.08,0.11,0.05,0.02,0.0,18275.8,10388.0,10000.0,18984.9,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,12.55,12.55,72418.0,132349.68,,0.15,12.53,,1.0,100.0,0.1255
2006-12-06,10388.0,18984.9,0.08,0.11,0.05,0.02,0.0,18275.8,10388.0,10000.0,18984.9,,,,,,,,0.0,,0.0,,,,,,,,0.02,,,,12.93,12.93,69977.0,127888.56,,0.15,12.92,,1.0,100.0,0.1293
2006-12-07,10383.0,19337.21,0.08,0.11,0.05,0.02,0.0,18623.91,10383.0,10000.0,19337.21,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.93,12.93,69944.0,130263.07,,0.15,12.92,,1.0,100.0,0.1293
2006-12-08,10393.0,19265.38,0.08,0.11,0.05,0.02,0.0,18536.88,10393.0,10000.0,19265.38,,,10.0,,,,,,,,,,,10.0,,,,0.02,,,,12.93,12.93,70016.0,129787.83,,0.15,12.92,,1.0,100.0,0.1293
2006-12-11,10388.0,19256.11,0.08,0.1,0.05,0.02,0.0,18536.88,10388.0,10000.0,19256.11,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.92,12.92,70003.0,129763.74,,0.15,12.92,,1.0,100.0,0.1292
2006-12-12,10387.0,19344.65,0.08,0.11,0.05,0.02,0.0,18623.91,10387.0,10000.0,19344.65,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,12.92,12.92,69995.0,130358.06,,0.15,12.92,,1.0,100.0,0.1292
2006-12-13,10393.0,19174.93,0.08,0.11,0.05,0.02,0.0,18449.85,10393.0,10000.0,19174.93,,,7.0,,,,,,,,,,,7.0,,,,0.02,,,,12.92,12.92,70024.0,129193.26,,0.15,12.92,,1.0,100.0,0.1292
2006-12-14,10394.0,18724.5,0.08,0.11,0.05,0.02,0.0,18014.72,10394.0,10000.0,18724.5,,,1.0,,,,,,,,,,,1.0,,,,0.02,,,,12.92,12.92,70028.0,126153.46,,0.15,12.92,,1.0,100.0,0.1292
2006-12-15,10384.0,18796.85,0.08,0.1,0.05,0.02,0.0,18101.74,10384.0,10000.0,18796.85,,,,,,,,0.0,,10.0,,,,,,,,0.02,,,,12.93,12.93,69940.0,126603.6,,0.15,12.92,,1.0,100.0,0.1293
2006-12-18,10384.0,18796.85,0.08,0.1,0.05,0.02,0.0,18101.74,10384.0,10000.0,18796.85,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,12.92,12.92,69959.0,126637.99,,0.15,12.92,,1.0,100.0,0.1292
2006-12-19,10382.0,18702.88,0.08,0.1,0.05,0.02,0.0,18014.72,10382.0,10000.0,18702.88,,,,,,,,0.0,,2.0,,,,,,,,0.02,,,,12.92,12.92,69970.0,126048.97,,0.15,12.91,,1.0,100.0,0.1292
2006-12-20,10385.0,18617.9,0.08,0.1,0.05,0.02,0.0,17927.69,10385.0,10000.0,18617.9,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,12.93,12.93,69958.0,125418.52,,0.14,12.92,,1.0,100.0,0.1293
2006-12-21,10379.0,18878.13,0.08,0.1,0.05,0.02,0.0,18188.77,10379.0,10000.0,18878.13,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,12.93,12.93,69918.0,127172.25,,0.15,12.92,,1.0,100.0,0.1293
2006-12-22,10386.0,18981.25,0.08,0.11,0.05,0.02,0.0,18275.8,10386.0,10000.0,18981.25,,,7.0,,,,,,,,,,,7.0,,,,0.02,,,,12.93,12.93,69966.0,127868.46,,0.15,12.92,,1.0,100.0,0.1293
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,386.0,,,,,,,,0.0,,0.02,0.02,0.0,0.0,0.0,0.0,10000.0,0.01,10.02,,0.0,,0.0
2006-12-26,10388.0,18984.9,0.08,0.11,0.05,0.02,0.0,18275.8,10388.0,10000.0,18984.9,0.02,10000.0,388.0,,0.02,,10000.0,,,,0.02,10000.0,,388.0,,,,0.02,,,,12.93,12.93,69975.0,127884.9,,0.15,12.92,,1.0,100.0,0.1293
2006-12-27,10381.0,18701.08,0.08,0.11,0.05,0.02,0.0,18014.72,10381.0,10000.0,18701.08,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,12.93,12.93,69934.0,125984.12,,0.15,12.92,,1.0,100.0,0.1293
2006-12-28,10381.0,18881.76,0.08,0.11,0.05,0.02,0.0,18188.77,10381.0,10000.0,18881.76,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,12.93,12.93,69934.0,127201.36,,0.15,12.92,,1.0,100.0,0.1293
2006-12-29,10385.0,19340.93,0.08,0.11,0.05,0.02,0.0,18623.91,10385.0,10000.0,19340.93,,,4.0,,,,,,,,,,,4.0,,,,0.02,,,,12.92,12.92,69978.0,130326.39,,0.15,12.92,,1.0,100.0,0.1292
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,385.0,,,,,,,,0.0,,0.02,0.02,0.0,0.0,0.0,0.0,10000.0,0.01,9.98,,0.0,,0.0
2007-01-02,10394.0,18905.41,0.08,0.1,0.05,0.02,0.0,18188.77,10394.0,10000.0,18905.41,0.02,10000.0,394.0,,0.02,,10000.0,,,,0.02,10000.0,,394.0,,,,0.02,,,,12.92,12.92,70069.0,127446.89,,0.15,12.91,,1.0,100.0,0.1292
2007-01-03,10386.0,19071.63,0.08,0.1,0.05,0.02,0.0,18362.82,10386.0,10000.0,19071.63,,,,,,,,0.0,,9.0,,,,,,,,0.02,,,,12.9,12.9,70096.0,128716.06,,0.15,12.9,,1.0,100.0,0.129
2007-01-04,10391.0,18990.38,0.08,0.1,0.05,0.02,0.0,18275.8,10391.0,10000.0,18990.38,,,5.0,,,,,,,,,,,5.0,,,,0.02,,,,12.93,12.93,69990.0,127912.31,,0.15,12.92,,1.0,100.0,0.1293
2007-01-05,10389.0,18986.73,0.08,0.1,0.05,0.02,0.0,18275.8,10389.0,10000.0,18986.73,,,,,,,,0.0,,2.0,,,,,,,,0.02,,,,12.93,12.93,69973.0,127881.24,,0.15,12.92,,1.0,100.0,0.1293
2007-01-08,10384.0,19158.33,0.08,0.1,0.05,0.02,0.0,18449.85,10384.0,10000.0,19158.33,,,,,,,,0.0,,5.0,,,,,,,,0.02,,,,12.92,12.92,69961.0,129077.01,,0.15,12.92,,1.0,100.0,0.1292
2007-01-09,10386.0,19433.18,0.08,0.1,0.05,0.02,0.0,18710.94,10386.0,10000.0,19433.18,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,12.93,12.93,69969.0,130918.54,,0.15,12.92,,1.0,100.0,0.1293
2007-01-10,10373.0,21394.88,0.08,0.1,0.05,0.02,0.0,20625.54,10373.0,10000.0,21394.88,,,,,,,,0.0,,13.0,,,,,,,,0.02,,,,12.93,12.93,69850.0,144069.42,,0.17,12.93,,1.0,100.0,0.1293
2007-01-11,10397.0,20811.0,0.08,0.08,0.05,0.03,0.0,20016.35,10397.0,10000.0,20811.0,,,23.0,,,,,,,,,,,23.0,,,,0.02,,,,12.92,12.92,70053.0,140220.53,,0.16,12.92,,1.0,100.0,0.1292
2007-01-12,10384.0,20694.61,0.08,0.08,0.05,0.03,0.0,19929.32,10384.0,10000.0,20694.61,,,,,,,,0.0,,13.0,,,,,,,,0.02,,,,12.92,12.92,69958.0,139421.55,,0.16,12.92,,1.0,100.0,0.1292
2007-01-15,10378.0,21134.24,0.08,0.08,0.05,0.03,0.0,20364.46,10378.0,10000.0,21134.24,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,12.93,12.93,69907.0,142361.83,,0.16,12.92,,1.0,100.0,0.1293
2007-01-16,10386.0,21331.3,0.08,0.08,0.05,0.03,0.0,20538.52,10386.0,10000.0,21331.3,,,8.0,,,,,,,,,,,8.0,,,,0.02,,,,12.93,12.93,69966.0,143699.77,,0.17,12.92,,1.0,100.0,0.1293
2007-01-17,10388.0,20702.58,0.08,0.08,0.05,0.03,0.0,19929.32,10388.0,10000.0,20702.58,,,1.0,,,,,,,,,,,1.0,,,,0.02,,,,12.92,12.92,69992.0,139489.31,,0.17,12.92,,1.0,100.0,0.1292
2007-01-18,10387.0,20067.82,0.08,0.08,0.05,0.03,0.0,19320.13,10387.0,10000.0,20067.82,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,11.62,11.62,78994.0,152617.42,,0.18,11.62,,1.0,100.0,0.1162
2007-01-19,10400.0,19911.92,0.08,0.08,0.05,0.02,0.0,19146.07,10400.0,10000.0,19911.92,,,13.0,,,,,,,,,,,13.0,,,,0.02,,,,11.62,11.62,79091.0,151428.21,,0.17,11.62,,1.0,100.0,0.1162
2007-01-22,10396.0,19904.26,0.08,0.08,0.05,0.02,0.0,19146.07,10396.0,10000.0,19904.26,,,,,,,,0.0,,4.0,,,,,,,,0.02,,,,11.62,11.62,79059.0,151366.94,,0.17,11.62,,1.0,100.0,0.1162
2007-01-23,10394.0,19809.97,0.08,0.08,0.05,0.02,0.0,19059.05,10394.0,10000.0,19809.97,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,11.62,11.62,79070.0,150699.87,,0.17,11.62,,1.0,100.0,0.1162
2007-01-24,10391.0,20346.84,0.08,0.08,0.05,0.02,0.0,19581.21,10391.0,10000.0,20346.84,,,,,,,,0.0,,4.0,,,,,,,,0.02,,,,11.62,11.62,79003.0,154697.44,,0.18,11.62,,1.0,100.0,0.1162
2007-01-25,10406.0,19923.4,0.08,0.08,0.05,0.02,0.0,19146.07,10406.0,10000.0,19923.4,,,15.0,,,,,,,,,,,15.0,,,,0.02,,,,11.62,11.62,79139.0,151520.11,,0.17,11.62,,1.0,100.0,0.1162
2007-01-26,10395.0,17188.39,0.08,0.08,0.05,0.02,0.0,16535.25,10395.0,10000.0,17188.39,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,10.45,10.45,89060.0,147262.89,,0.2,10.45,,1.0,100.0,0.1045
2007-01-29,10398.0,16469.42,0.08,0.06,0.05,0.02,0.0,15839.02,10398.0,10000.0,16469.42,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,10.45,10.45,89081.0,141095.61,,0.16,10.45,,1.0,100.0,0.1045
2007-01-30,10386.0,15998.48,0.08,0.06,0.05,0.02,0.0,15403.89,10386.0,10000.0,15998.48,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,10.45,10.45,88976.0,137057.62,,0.16,10.45,,1.0,100.0,0.1045
2007-01-31,10755.0,16754.08,0.08,0.06,0.06,0.02,0.0,15577.94,10755.0,10000.0,16754.08,,,369.0,,,,,,,,,,,369.0,,,,0.02,,,,10.81,10.81,88745.0,138246.44,,0.16,10.81,,1.0,100.0,0.1081
2007-02-01,10701.0,17042.47,0.08,0.06,0.06,0.02,0.0,15926.05,10701.0,10000.0,17042.47,,,,,,,,0.0,,54.0,,,,,,,,0.02,,,,10.78,10.78,88538.0,141006.08,,0.16,10.8,,1.0,100.0,0.1078
2007-02-02,10719.0,17071.14,0.08,0.06,0.06,0.02,0.0,15926.05,10719.0,10000.0,17071.14,,,18.0,,,,,,,,,,,18.0,,,,0.02,,,,10.79,10.79,88603.0,141109.6,,0.16,10.81,,1.0,100.0,0.1079
2007-02-05,10724.0,16799.11,0.08,0.06,0.06,0.02,0.0,15664.97,10724.0,10000.0,16799.11,,,4.0,,,,,,,,,,,4.0,,,,0.02,,,,10.79,10.79,88629.0,138837.05,,0.16,10.81,,1.0,100.0,0.1079
2007-02-06,10712.0,16593.87,0.08,0.06,0.06,0.02,0.0,15490.91,10712.0,10000.0,16593.87,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,10.79,10.79,88597.0,137244.85,,0.16,10.81,,1.0,100.0,0.1079
2007-02-07,10752.0,16749.4,0.08,0.06,0.06,0.02,0.0,15577.94,10752.0,10000.0,16749.4,,,40.0,,,,,,,,,,,40.0,,,,0.02,,,,10.8,10.8,88770.0,138285.39,,0.16,10.8,,1.0,100.0,0.108
2007-02-08,10705.0,16769.35,0.08,0.06,0.06,0.02,0.0,15664.97,10705.0,10000.0,16769.35,,,,,,,,0.0,,47.0,,,,,,,,0.02,,,,10.78,10.78,88563.0,138733.67,,0.16,10.8,,1.0,100.0,0.1078
2007-02-09,10709.0,16962.01,0.08,0.06,0.06,0.02,0.0,15839.02,10709.0,10000.0,16962.01,,,4.0,,,,,,,,,,,4.0,,,,0.02,,,,10.79,10.79,88560.0,140270.4,,0.16,10.8,,1.0,100.0,0.1079
2007-02-12,10701.0,17787.49,0.08,0.06,0.06,0.02,0.0,16622.27,10701.0,10000.0,17787.49,,,,,,,,0.0,,8.0,,,,,,,,0.02,,,,10.78,10.78,88523.0,147145.35,,0.17,10.79,,1.0,100.0,0.1078
2007-02-13,10730.0,17835.7,0.08,0.06,0.06,0.02,0.0,16622.27,10730.0,10000.0,17835.7,,,28.0,,,,,,,,,,,28.0,,,,0.02,,,,10.79,10.79,88678.0,147402.99,,0.17,10.8,,1.0,100.0,0.1079
2007-02-14,10731.0,17650.58,0.08,0.06,0.06,0.02,0.0,16448.22,10731.0,10000.0,17650.58,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,10.79,10.79,88697.0,145890.76,,0.17,10.8,,1.0,100.0,0.1079
