,FORSE FP Equity_DX_SI_QTY,FORSE FP Equity_DX_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FORSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FORSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FORSE FP Equity_DX_SI_MV,FORSE FP Equity_DX_DSS,FORSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY,FORSE FP Equity_DX_BROKER_SI_QTY,FORSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FORSE FP Equity_DX_BROKER_SI_MV_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,FORSE FP Equity_DX_BROKER_SI_MV_INC_x,FORSE FP Equity_DX_SUPPLY_SI_MV_NEW,FORSE FP Equity_DX_BROKER_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_NEW,FORSE FP Equity_DX_SUPPLY_SI_MV_DEC,FORSE FP Equity_DX_BROKER_SI_QTY_INC,FORSE FP Equity_DX_SUPPLY_SI_QTY_DEC,FORSE FP Equity_DX_BROKER_SI_MV_NEW_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FORSE FP Equity_DX_BROKER_SI_MV_INC_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,FORSE FP Equity_DX_BROKER_SI_MV_ADD,FORSE FP Equity_DX_SUPPLY_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV,FORSE FP Equity_DX_BROKER_SI_MV_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV_RMV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FORSE FP Equity_DX_UTILIZATION_QUANTITY,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FORSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_MV,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FORSE FP Equity_DX_BROKER_SI_CON_RATIO,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FORSE FP Equity_DX_DEMAND_SUPPLY_RATIO,FORSE FP Equity_PX_LAST
2023-09-04,37523.0,119323.14,0.14,3.57,0.05,0.12,0.0,60931.98,19161.0,19161.0,60931.98,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.18
2023-09-05,37523.0,119698.37,0.14,3.59,0.05,0.12,0.0,61123.59,19161.0,19161.0,61123.59,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.19
2023-09-06,37523.0,121949.75,0.14,3.76,0.05,0.12,0.0,62273.25,19161.0,19161.0,62273.25,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.25
2023-09-07,37523.0,118760.3,0.14,3.71,0.05,0.12,0.0,60644.57,19161.0,19161.0,60644.57,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.165
2023-09-08,37523.0,117822.22,0.14,4.03,0.05,0.12,0.0,60165.54,19161.0,19161.0,60165.54,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.14
2023-09-11,27724.0,88578.18,0.1,3.09,0.04,0.09,0.0,29911.59,19161.0,9362.0,61219.4,,,,,,,,,,,,,,,,,9799.0,0.06,0.03,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.397,3.195
2023-09-12,18724.0,59916.8,0.07,2.11,0.03,0.06,0.0,29958.4,9362.0,9362.0,29958.4,,,,,,,,0.03,,9799.0,,,,,,,,0.03,,,100.0,15.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3078,3.2
2023-09-13,17524.0,56865.38,0.07,2.01,0.02,0.06,0.0,26485.69,9362.0,8162.0,30379.69,,,,,,,,,,,,,,,,,1200.0,0.03,0.0,,100.0,15.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.288,3.245
2023-09-14,16324.0,54195.68,0.06,1.86,0.02,0.05,0.0,27097.84,8162.0,8162.0,27097.84,,,,,,,,0.0,,1200.0,,,,,,,,0.03,,,100.0,13.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2737,3.32
2023-09-15,16324.0,50604.4,0.06,1.74,0.02,0.05,0.0,25302.2,8162.0,8162.0,25302.2,,,,,,,,,,,,,,,,,,0.03,,,100.0,13.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2737,3.1
2023-09-18,16324.0,51257.36,0.06,1.33,0.02,0.05,0.0,25628.68,8162.0,8162.0,25628.68,,,,,,,,,,,,,,,,,,0.03,,,100.0,13.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2737,3.14
2023-09-19,21324.0,66530.88,0.08,1.68,0.03,0.07,0.0,25465.44,13162.0,8162.0,41065.44,,,5000.0,,,,,,,,,,,5000.0,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,27.93,0.5974,72.07,0.3299,3.12
2023-09-20,26324.0,83973.56,0.1,2.06,0.04,0.08,0.0,41986.78,13162.0,13162.0,41986.78,,,,,,5000.0,,,,,,,,,0.02,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,43.8,0.5077,56.2,0.4073,3.19
2023-09-21,26324.0,84763.28,0.1,2.06,0.04,0.09,0.0,42381.64,13162.0,13162.0,42381.64,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.03,0.5071,55.97,0.4073,3.22
2023-09-22,26324.0,81077.92,0.1,2.05,0.04,0.08,0.0,40538.96,13162.0,13162.0,40538.96,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.87,0.5053,55.14,0.4073,3.08
2023-09-25,26324.0,81077.92,0.1,2.05,0.04,0.08,0.0,40538.96,13162.0,13162.0,40538.96,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.19,0.5068,55.81,0.4073,3.08
2023-09-26,26324.0,80156.58,0.1,2.11,0.04,0.08,0.0,40078.29,13162.0,13162.0,40078.29,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.35,0.5064,55.65,0.4073,3.045
2023-09-27,26324.0,80814.68,0.1,2.1,0.04,0.08,0.0,40407.34,13162.0,13162.0,40407.34,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.04,0.5071,55.96,0.4073,3.07
2023-09-28,26324.0,81077.92,0.1,2.08,0.04,0.08,0.0,40538.96,13162.0,13162.0,40538.96,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.13,0.5069,55.87,0.4073,3.08
2023-09-29,26324.0,82525.74,0.1,2.06,0.04,0.08,0.0,41262.87,13162.0,13162.0,41262.87,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,43.89,0.5075,56.11,0.4073,3.135
2023-10-02,26324.0,82657.36,0.1,2.07,0.04,0.08,0.0,41328.68,13162.0,13162.0,41328.68,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.17,0.5068,55.83,0.4073,3.14
2023-10-03,26324.0,81604.4,0.1,2.09,0.04,0.08,0.0,40802.2,13162.0,13162.0,40802.2,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.37,0.5063,55.63,0.4073,3.1
2023-10-04,26324.0,78050.66,0.1,2.05,0.04,0.08,0.0,39025.33,13162.0,13162.0,39025.33,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.87,0.5053,55.13,0.4073,2.965
2023-10-05,26324.0,76207.98,0.1,1.97,0.04,0.08,0.0,38103.99,13162.0,13162.0,38103.99,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.56,0.5059,55.44,0.4073,2.895
2023-10-06,26324.0,77524.18,0.1,1.84,0.04,0.08,0.0,38762.09,13162.0,13162.0,38762.09,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.2,0.5067,55.8,0.4073,2.945
2023-10-09,26324.0,76207.98,0.1,1.93,0.04,0.08,0.0,38103.99,13162.0,13162.0,38103.99,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.36,0.0,0.0,,0.0,100.0,44.45,0.5061,55.55,0.4073,2.895
2023-10-10,26324.0,76734.46,0.1,1.9,0.04,0.08,0.0,38367.23,13162.0,13162.0,38367.23,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.52,0.0,0.0,,0.0,100.0,44.07,0.507,55.93,0.4104,2.915
2023-10-11,26324.0,75023.4,0.1,1.92,0.04,0.08,0.0,37511.7,13162.0,13162.0,37511.7,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.52,0.0,0.0,,0.0,100.0,44.52,0.506,55.48,0.4104,2.85
2023-10-12,26324.0,74233.68,0.1,1.93,0.04,0.08,0.0,37116.84,13162.0,13162.0,37116.84,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.52,0.0,0.0,,0.0,100.0,44.32,0.5064,55.68,0.4104,2.82
2023-10-13,26324.0,72654.24,0.1,1.99,0.04,0.07,0.0,36327.12,13162.0,13162.0,36327.12,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.52,0.0,0.0,,0.0,100.0,44.51,0.506,55.49,0.4104,2.76
2023-10-16,26324.0,72654.24,0.1,1.99,0.04,0.07,0.0,36327.12,13162.0,13162.0,36327.12,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.52,0.0,0.0,,0.0,100.0,44.18,0.5068,55.82,0.4104,2.76
2023-10-17,16324.0,43666.7,0.06,1.23,0.02,0.04,0.0,21833.35,8162.0,8162.0,21833.35,,,,,,,,0.01,,5000.0,,,,,,,5000.0,0.02,0.01,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.675
2023-10-18,16324.0,43911.56,0.06,1.2,0.02,0.04,0.0,21955.78,8162.0,8162.0,21955.78,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.69
2023-10-19,16324.0,43258.6,0.06,1.19,0.02,0.04,0.0,21629.3,8162.0,8162.0,21629.3,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.65
2023-10-20,16324.0,42442.4,0.06,1.17,0.02,0.04,0.0,21221.2,8162.0,8162.0,21221.2,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.6
2023-10-23,16324.0,42768.88,0.06,1.15,0.02,0.04,0.0,21384.44,8162.0,8162.0,21384.44,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.62
2023-10-24,16324.0,43911.56,0.06,1.12,0.02,0.04,0.0,21955.78,8162.0,8162.0,21955.78,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.69
2023-10-25,16324.0,42687.26,0.06,1.09,0.02,0.04,0.0,21343.63,8162.0,8162.0,21343.63,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.615
2023-10-26,16324.0,42360.78,0.06,1.1,0.02,0.04,0.0,21180.39,8162.0,8162.0,21180.39,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.595
2023-10-27,16324.0,42360.78,0.06,1.14,0.02,0.04,0.0,21180.39,8162.0,8162.0,21180.39,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.595
2023-10-30,16324.0,42279.16,0.06,1.42,0.02,0.04,0.0,21139.58,8162.0,8162.0,21139.58,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.59
2023-10-31,16324.0,45462.34,0.06,1.49,0.02,0.04,0.0,22731.17,8162.0,8162.0,22731.17,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.785
2023-11-01,16324.0,44564.52,0.06,1.49,0.02,0.05,0.0,22282.26,8162.0,8162.0,22282.26,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.73
2023-11-02,16324.0,45054.24,0.06,1.53,0.02,0.04,0.0,22527.12,8162.0,8162.0,22527.12,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.76
2023-11-03,16324.0,44074.8,0.06,1.51,0.02,0.04,0.0,22037.4,8162.0,8162.0,22037.4,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.7
2023-11-06,16324.0,43176.98,0.06,1.46,0.02,0.04,0.0,21588.49,8162.0,8162.0,21588.49,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.645
2023-11-07,16324.0,44156.42,0.06,1.36,0.02,0.04,0.0,22078.21,8162.0,8162.0,22078.21,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.705
2023-11-08,16324.0,45625.58,0.06,1.33,0.02,0.04,0.0,22812.79,8162.0,8162.0,22812.79,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.795
2023-11-09,16324.0,47176.36,0.06,1.29,0.02,0.05,0.0,23588.18,8162.0,8162.0,23588.18,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.89
2023-11-10,16324.0,47992.56,0.07,1.12,0.02,0.05,0.0,23996.28,8162.0,8162.0,23996.28,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.94
2023-11-13,16324.0,49135.24,0.07,1.1,0.02,0.05,0.0,24567.62,8162.0,8162.0,24567.62,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,3.01
2023-11-14,16324.0,47421.22,0.07,1.06,0.02,0.05,0.0,23710.61,8162.0,8162.0,23710.61,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.905
2023-11-15,16324.0,47421.22,0.07,1.03,0.02,0.05,0.0,23710.61,8162.0,8162.0,23710.61,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.905
2023-11-16,16324.0,45543.96,0.07,1.04,0.02,0.05,0.0,22771.98,8162.0,8162.0,22771.98,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.79
2023-11-17,16324.0,44891.0,0.07,1.08,0.02,0.05,0.0,22445.5,8162.0,8162.0,22445.5,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.75
2023-11-20,16324.0,44238.04,0.07,1.07,0.02,0.04,0.0,22119.02,8162.0,8162.0,22119.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.71
2023-11-21,16324.0,42442.4,0.07,1.09,0.02,0.04,0.0,21221.2,8162.0,8162.0,21221.2,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.6
2023-11-22,16324.0,43013.74,0.07,0.97,0.02,0.04,0.0,21506.87,8162.0,8162.0,21506.87,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.635
2023-11-23,16324.0,43829.94,0.07,0.95,0.02,0.04,0.0,21914.97,8162.0,8162.0,21914.97,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.685
2023-11-24,16324.0,43258.6,0.07,0.93,0.02,0.04,0.0,21629.3,8162.0,8162.0,21629.3,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.65
2023-11-27,16324.0,43585.08,0.07,0.93,0.02,0.04,0.0,21792.54,8162.0,8162.0,21792.54,,,,,,,,,,,,,,,,,,0.02,,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2779,2.67
2023-11-28,15424.0,41644.8,0.07,0.88,0.02,0.04,0.0,19607.4,8162.0,7262.0,22037.4,,,,,,,,,,,,,,,,,900.0,0.02,0.0,,100.0,13.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2626,2.7
2023-11-29,14524.0,39214.8,0.06,0.83,0.02,0.04,0.0,19607.4,7262.0,7262.0,19607.4,,,,,,,,0.0,,900.0,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.7
2023-11-30,14524.0,39069.56,0.06,0.84,0.02,0.04,0.0,19534.78,7262.0,7262.0,19534.78,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.69
2023-12-01,14524.0,39650.52,0.06,0.85,0.02,0.04,0.0,19825.26,7262.0,7262.0,19825.26,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.73
2023-12-04,14524.0,40086.24,0.06,0.86,0.02,0.04,0.0,20043.12,7262.0,7262.0,20043.12,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.76
2023-12-05,14524.0,39868.38,0.06,0.82,0.02,0.04,0.0,19934.19,7262.0,7262.0,19934.19,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.745
2023-12-06,14524.0,39214.8,0.06,0.83,0.02,0.04,0.0,19607.4,7262.0,7262.0,19607.4,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.7
2023-12-07,14524.0,39505.28,0.06,0.81,0.02,0.04,0.0,19752.64,7262.0,7262.0,19752.64,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.72
2023-12-08,14524.0,39505.28,0.06,0.81,0.02,0.04,0.0,19752.64,7262.0,7262.0,19752.64,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.72
2023-12-11,14524.0,39941.0,0.06,0.8,0.02,0.04,0.0,19970.5,7262.0,7262.0,19970.5,,,,,,,,,,,,,,,,,,0.02,,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2511,2.75
2023-12-12,11153.0,29778.51,0.05,0.59,0.02,0.03,0.0,10388.97,7262.0,3891.0,19389.54,,,,,,,,,,,,,,,,,3371.0,0.02,0.01,,100.0,12.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1928,2.67
2023-12-13,7782.0,20505.57,0.03,0.4,0.01,0.02,0.0,10252.79,3891.0,3891.0,10252.79,,,,,,,,0.01,,3371.0,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.635
2023-12-14,7782.0,20661.21,0.03,0.4,0.01,0.02,0.0,10330.61,3891.0,3891.0,10330.61,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.655
2023-12-15,7782.0,20700.12,0.03,0.38,0.01,0.02,0.0,10350.06,3891.0,3891.0,10350.06,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.66
2023-12-18,7782.0,20700.12,0.03,0.37,0.01,0.02,0.0,10350.06,3891.0,3891.0,10350.06,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.66
2023-12-19,7782.0,21011.4,0.03,0.39,0.01,0.02,0.0,10505.7,3891.0,3891.0,10505.7,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.7
2023-12-20,7782.0,20972.49,0.03,0.39,0.01,0.02,0.0,10486.25,3891.0,3891.0,10486.25,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.695
2023-12-21,7782.0,20855.76,0.03,0.39,0.01,0.02,0.0,10427.88,3891.0,3891.0,10427.88,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.68
2023-12-22,7782.0,20972.49,0.03,0.43,0.01,0.02,0.0,10486.25,3891.0,3891.0,10486.25,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.695
2023-12-25,7782.0,20972.49,0.03,0.42,0.01,0.02,0.0,10486.25,3891.0,3891.0,10486.25,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,
2023-12-26,7782.0,20972.49,0.03,0.42,0.01,0.02,0.0,10486.25,3891.0,3891.0,10486.25,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,
2023-12-27,7782.0,20622.3,0.03,0.42,0.01,0.02,0.0,10311.15,3891.0,3891.0,10311.15,,,,,,,,,,,,,,,,,,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1308,2.65
2023-12-28,7782.0,20311.02,0.03,0.41,0.01,0.02,0.0,10155.51,3891.0,3891.0,10155.51,,,,,,,,,,,,,,,,,,0.01,,,100.0,13.97,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2794,2.61
2023-12-29,7782.0,20272.11,0.03,0.39,0.01,0.02,0.0,10136.06,3891.0,3891.0,10136.06,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3991,2.605
2024-01-01,7782.0,20272.11,0.03,0.39,0.01,0.02,0.0,10136.06,3891.0,3891.0,10136.06,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3991,
2024-01-02,7782.0,20077.56,0.03,0.39,0.01,0.02,0.0,10038.78,3891.0,3891.0,10038.78,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3991,2.58
2024-01-03,7782.0,20233.2,0.03,0.4,0.01,0.02,0.0,10116.6,3891.0,3891.0,10116.6,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3991,2.6
2024-01-04,7782.0,20311.02,0.03,0.39,0.01,0.02,0.0,10155.51,3891.0,3891.0,10155.51,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3991,2.61
2024-01-05,7782.0,20388.84,0.03,0.39,0.01,0.02,0.0,10194.42,3891.0,3891.0,10194.42,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.62
2024-01-08,7782.0,20272.11,0.03,0.43,0.01,0.02,0.0,10136.06,3891.0,3891.0,10136.06,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.605
2024-01-09,7782.0,20155.38,0.03,0.43,0.01,0.02,0.0,10077.69,3891.0,3891.0,10077.69,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.59
2024-01-10,7782.0,20077.56,0.03,0.43,0.01,0.02,0.0,10038.78,3891.0,3891.0,10038.78,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.58
2024-01-11,7782.0,19999.74,0.03,0.43,0.01,0.02,0.0,9999.87,3891.0,3891.0,9999.87,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.57
2024-01-12,7782.0,20038.65,0.03,0.42,0.01,0.02,0.0,10019.33,3891.0,3891.0,10019.33,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.575
2024-01-15,7782.0,19999.74,0.03,0.42,0.01,0.02,0.0,9999.87,3891.0,3891.0,9999.87,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.57
2024-01-16,7782.0,19766.28,0.03,0.41,0.01,0.02,0.0,9883.14,3891.0,3891.0,9883.14,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.54
2024-01-17,7782.0,19844.1,0.03,0.41,0.01,0.02,0.0,9922.05,3891.0,3891.0,9922.05,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.55
2024-01-18,7782.0,19844.1,0.03,0.4,0.01,0.02,0.0,9922.05,3891.0,3891.0,9922.05,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.55
2024-01-19,7782.0,19688.46,0.03,0.42,0.01,0.02,0.0,9844.23,3891.0,3891.0,9844.23,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.53
2024-01-22,7782.0,19688.46,0.03,0.42,0.01,0.02,0.0,9844.23,3891.0,3891.0,9844.23,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.53
2024-01-23,7782.0,19883.01,0.03,0.42,0.01,0.02,0.0,9941.5,3891.0,3891.0,9941.5,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.555
