,ALSRS FP Equity_DX_SI_QTY,ALSRS FP Equity_DX_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSRS FP Equity_DX_SI_MV,ALSRS FP Equity_DX_DSS,ALSRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SUPPLY_SI_QTY,ALSRS FP Equity_DX_BROKER_SI_QTY,ALSRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSRS FP Equity_DX_BROKER_SI_MV_INC_x,ALSRS FP Equity_DX_BROKER_SI_QTY_ADD,ALSRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALSRS FP Equity_DX_BROKER_SI_QTY_INC,ALSRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSRS FP Equity_DX_BROKER_SI_MV_INC_y,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSRS FP Equity_DX_BROKER_SI_MV_ADD,ALSRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSRS FP Equity_DX_BROKER_SI_QTY_DEC,ALSRS FP Equity_DX_SUPPLY_SI_MV,ALSRS FP Equity_DX_BROKER_SI_MV_DEC,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSRS FP Equity_DX_BROKER_SI_CON_RATIO,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSRS FP Equity_PX_LAST
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
