,MLUMG FP Equity_DX_SI_QTY,MLUMG FP Equity_DX_SHORT_INTEREST_VALUE,MLUMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLUMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLUMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLUMG FP Equity_DX_SI_MV,MLUMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLUMG FP Equity_DX_SUPPLY_SI_QTY,MLUMG FP Equity_DX_BROKER_SI_QTY,MLUMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLUMG FP Equity_DX_SUPPLY_SI_MV,MLUMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLUMG FP Equity_DX_UTILIZATION_QUANTITY,MLUMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLUMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLUMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLUMG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLUMG FP Equity_DX_BROKER_SI_CON_RATIO,MLUMG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLUMG FP Equity_PX_LAST
2017-08-04,,,,,,,,,,,,,,,,,,,,7.19
2017-08-07,,,,,,,,,,,,,,,,,,,,7.19
2017-08-08,,,,,,,,,,,,,,,,,,,,7.19
2017-08-09,,,,,,,,,,,,,,,,,,,,7.19
2017-08-10,,,,,,,,,,,,,,,,,,,,7.19
2017-08-11,,,,,,,,,,,,,,,,,,,,7.19
2017-08-14,,,,,,,,,,,,,,,,,,,,7.19
2017-08-15,,,,,,,,,,,,,,,,,,,,7.19
2017-08-16,,,,,,,,,,,,,,,,,,,,7.19
2017-08-17,,,,,,,,,,,,,,,,,,,,7.19
2017-08-18,,,,,,,,,,,,,,,,,,,,7.19
2017-08-21,,,,,,,,,,,,,,,,,,,,7.19
2017-08-22,,,,,,,,,,,,,,,,,,,,7.19
2017-08-23,,,,,,,,,,,,,,,,,,,,7.19
2017-08-24,,,,,,,,,,,,,,,,,,,,7.19
2017-08-25,,,,,,,,,,,,,,,,,,,,7.19
2017-08-28,,,,,,,,,,,,,,,,,,,,7.19
2017-08-29,,,,,,,,,,,,,,,,,,,,7.19
2017-08-30,,,,,,,,,,,,,,,,,,,,7.19
2017-08-31,,,,,,,,,,,,,,,,,,,,7.19
2017-09-01,,,,,,,,,,,,,,,,,,,,7.19
2017-09-04,,,,,,,,,,,,,,,,,,,,7.19
2017-09-05,,,,,,,,,,,,,,,,,,,,7.19
2017-09-06,,,,,,,,,,,,,,,,,,,,7.19
2017-09-07,,,,,,,,,,,,,,,,,,,,7.19
2017-09-08,,,,,,,,,,,,,,,,,,,,7.19
2017-09-11,,,,,,,,,,,,,,,,,,,,7.19
2017-09-12,,,,,,,,,,,,,,,,,,,,7.19
2017-09-13,,,,,,,,,,,,,,,,,,,,7.19
2017-09-14,,,,,,,,,,,,,,,,,,,,7.19
2017-09-15,,,,,,,,,,,,,,,,,,,,7.19
2017-09-18,,,,,,,,,,,,,,,,,,,,7.19
2017-09-19,,,,,,,,,,,,,,,,,,,,7.19
2017-09-20,,,,,,,,,,,,,,,,,,,,7.19
2017-09-21,,,,,,,,,,,,,,,,,,,,7.19
2017-09-22,,,,,,,,,,,,,,,,,,,,7.19
2017-09-25,,,,,,,,,,,,,,,,,,,,7.19
2017-09-26,,,,,,,,,,,,,,,,,,,,7.19
2017-09-27,,,,,,,,,,,,,,,,,,,,7.19
2017-09-28,,,,,,,,,,,,,,,,,,,,7.19
2017-09-29,,,,,,,,,,,,,,,,,,,,7.19
2017-10-02,,,,,,,,,,,,,,,,,,,,7.19
2017-10-03,,,,,,,,,,,,,,,,,,,,7.44
2017-10-04,,,,,,,,,,,,,,,,,,,,7.4
2017-10-05,,,,,,,,,,,,,,,,,,,,7.4
2017-10-06,,,,,,,,,,,,,,,,,,,,7.4
2017-10-09,,,,,,,,,,,,,,,,,,,,7.49
2017-10-10,,,,,,,,,,,,,,,,,,,,7.48
2017-10-11,,,,,,,,,,,,,,,,,,,,7.48
2017-10-12,,,,,,,,,,,,,,,,,,,,7.48
2017-10-13,,,,,,,,,,,,,,,,,,,,7.48
2017-10-16,,,,,,,,,,,,,,,,,,,,7.14
2017-10-17,,,,,,,,,,,,,,,,,,,,7.3
2017-10-18,,,,,,,,,,,,,,,,,,,,7.3
2017-10-19,,,,,,,,,,,,,,,,,,,,7.3
2017-10-20,,,,,,,,,,,,,,,,,,,,7.3
2017-10-23,,,,,,,,,,,,,,,,,,,,7.3
2017-10-24,,,,,,,,,,,,,,,,,,,,7.3
2017-10-25,,,,,,,,,,,,,,,,,,,,7.3
2017-10-26,,,,,,,,,,,,,,,,,,,,7.3
2017-10-27,,,,,,,,,,,,,,,,,,,,7.2
2017-10-30,,,,,,,,,,,,,,,,,,,,7.2
2017-10-31,,,,,,,,,,,,,,,,,,,,7.2
2017-11-01,,,,,,,,,,,,,,,,,,,,7.2
2017-11-02,,,,,,,,,,,,,,,,,,,,7.21
2017-11-03,,,,,,,,,,,,,,,,,,,,7.21
2017-11-06,,,,,,,,,,,,,,,,,,,,7.21
2017-11-07,,,,,,,,,,,,,,,,,,,,7.21
2017-11-08,,,,,,,,,,,,,,,,,,,,7.21
2017-11-09,,,,,,,,,,,,,,,,,,,,7.21
2017-11-10,,,,,,,,,,,,,,,,,,,,7.21
2017-11-13,,,,,,,,,,,,,,,,,,,,7.21
2017-11-14,,,,,,,,,,,,,,,,,,,,7.21
2017-11-15,,,,,,,,,,,,,,,,,,,,7.37
2017-11-16,,,,,,,,,,,,,,,,,,,,7.37
2017-11-17,,,,,,,,,,,,,,,,,,,,7.37
2017-11-20,,,,,,,,,,,,,,,,,,,,7.37
2017-11-21,,,,,,,,,,,,,,,,,,,,7.37
2017-11-22,,,,,,,,,,,,,,,,,,,,7.37
2017-11-23,,,,,,,,,,,,,,,,,,,,7.37
2017-11-24,,,,,,,,,,,,,,,,,,,,7.37
2017-11-27,,,,,,,,,,,,,,,,,,,,7.37
2017-11-28,,,,,,,,,,,,,,,,,,,,7.37
2017-11-29,,,,,,,,,,,,,,,,,,,,7.37
2017-11-30,,,,,,,,,,,,,,,,,,,,7.37
2017-12-01,,,,,,,,,,,,,,,,,,,,7.37
2017-12-04,,,,,,,,,,,,,,,,,,,,7.37
2017-12-05,,,,,,,,,,,,,,,,,,,,7.37
2017-12-06,,,,,,,,,,,,,,,,,,,,7.37
2017-12-07,,,,,,,,,,,,,,,,,,,,7.37
2017-12-08,,,,,,,,,,,,,,,,,,,,7.37
2017-12-11,,,,,,,,,,,,,,,,,,,,7.37
2017-12-12,,,,,,,,,,,,,,,,,,,,7.37
2017-12-13,,,,,,,,,,,,,,,,,,,,7.37
2017-12-14,,,,,,,,,,,,,,,,,,,,7.37
2017-12-15,,,,,,,,,,,,,,,,,,,,7.37
2017-12-18,,,,,,,,,,,,,,,,,,,,7.37
2017-12-19,,,,,,,,,,,,,,,,,,,,7.37
2017-12-20,,,,,,,,,,,,,,,,,,,,7.37
2017-12-21,,,,,,,,,,,,,,,,,,,,7.37
2017-12-22,,,,,,,,,,,,,,,,,,,,7.37
2017-12-27,,,,,,,,,,,,,,,,,,,,7.37
2017-12-28,,,,,,,,,,,,,,,,,,,,7.37
2017-12-29,,,,,,,,,,,,,,,,,,,,7.37
2018-01-02,,,,,,,,,,,,,,,,,,,,7.4
2018-01-03,,,,,,,,,,,,,,,,,,,,7.4
2018-01-04,,,,,,,,,,,,,,,,,,,,7.4
2018-07-25,,,,,,,,,,,,,,,,,,,,7.35
2018-07-26,,,,,,,,,,,,,,,,,,,,7.35
2018-07-27,,,,,,,,,,,,,,,,,,,,7.35
2018-07-30,,,,,,,,,,,,,,,,,,,,7.35
2018-07-31,,,,,,,,,,,,,,,,,,,,7.35
2018-08-01,,,,,,,,,,,,,,,,,,,,7.35
2018-08-02,,,,,,,,,,,,,,,,,,,,7.35
2018-08-03,,,,,,,,,,,,,,,,,,,,7.35
2018-08-06,,,,,,,,,,,,,,,,,,,,7.35
2018-08-07,,,,,,,,,,,,,,,,,,,,7.35
2018-08-08,,,,,,,,,,,,,,,,,,,,7.35
2018-08-09,,,,,,,,,,,,,,,,,,,,7.35
2018-08-10,,,,,,,,,,,,,,,,,,,,7.35
2018-08-13,,,,,,,,,,,,,,,,,,,,7.35
2018-08-14,,,,,,,,,,,,,,,,,,,,7.35
2018-08-15,,,,,,,,,,,,,,,,,,,,7.35
2018-08-16,,,,,,,,,,,,,,,,,,,,7.35
2018-08-17,,,,,,,,,,,,,,,,,,,,7.35
2018-08-20,,,,,,,,,,,,,,,,,,,,7.2
2018-08-21,,,,,,,,,,,,,,,,,,,,7.3
2018-08-22,,,,,,,,,,,,,,,,,,,,7.3
2018-08-23,,,,,,,,,,,,,,,,,,,,7.3
2018-08-24,,,,,,,,,,,,,,,,,,,,7.3
2018-08-27,,,,,,,,,,,,,,,,,,,,7.3
2018-08-28,,,,,,,,,,,,,,,,,,,,7.3
2018-08-29,,,,,,,,,,,,,,,,,,,,7.3
2018-08-30,,,,,,,,,,,,,,,,,,,,7.3
2018-08-31,,,,,,,,,,,,,,,,,,,,7.3
2018-09-03,,,,,,,,,,,,,,,,,,,,7.4
2018-09-04,,,,,,,,,,,,,,,,,,,,7.35
2018-09-05,,,,,,,,,,,,,,,,,,,,7.65
2018-09-06,,,,,,,,,,,,,,,,,,,,7.65
2018-09-07,,,,,,,,,,,,,,,,,,,,7.6
2018-09-10,,,,,,,,,,,,,,,,,,,,8.05
2018-09-11,,,,,,,,,,,,,,,,,,,,8.35
2018-09-12,,,,,,,,,,,,,,,,,,,,8.4
2018-09-13,,,,,,,,,,,,,,,,,,,,8.4
2018-09-14,,,,,,,,,,,,,,,,,,,,8.35
2018-09-17,,,,,,,,,,,,,,,,,,,,8.45
2018-09-18,,,,,,,,,,,,,,,,,,,,8.5
2018-09-21,,,,,,,,,,,,,,,,,,,,8.6
2018-09-24,,,,,,,,,,,,,,,,,,,,8.65
2018-09-25,,,,,,,,,,,,,,,,,,,,8.65
2018-09-26,,,,,,,,,,,,,,,,,,,,8.8
2018-09-28,,,,,,,,,,,,,,,,,,,,9.05
2018-10-01,,,,,,,,,,,,,,,,,,,,9.05
2018-10-02,,,,,,,,,,,,,,,,,,,,9.15
2018-10-03,,,,,,,,,,,,,,,,,,,,9.15
2018-10-04,,,,,,,,,,,,,,,,,,,,9.15
2018-10-05,,,,,,,,,,,,,,,,,,,,9.15
2018-10-08,,,,,,,,,,,,,,,,,,,,9.1
2018-10-09,,,,,,,,,,,,,,,,,,,,9.1
2018-10-10,,,,,,,,,,,,,,,,,,,,9.1
2018-10-12,,,,,,,,,,,,,,,,,,,,8.1
2018-10-15,,,,,,,,,,,,,,,,,,,,8.1
2018-10-17,,,,,,,,,,,,,,,,,,,,8.55
2018-10-25,,,,,,,,,,,,,,,,,,,,8.55
2018-10-26,,,,,,,,,,,,,,,,,,,,9.1
2018-10-29,,,,,,,,,,,,,,,,,,,,8.7
2018-10-30,,,,,,,,,,,,,,,,,,,,8.7
2018-10-31,,,,,,,,,,,,,,,,,,,,8.7
2018-11-01,,,,,,,,,,,,,,,,,,,,8.8
2018-11-15,,,,,,,,,,,,,,,,,,,,8.9
2018-11-16,,,,,,,,,,,,,,,,,,,,8.5
2018-11-19,,,,,,,,,,,,,,,,,,,,9.15
2018-11-20,,,,,,,,,,,,,,,,,,,,9.15
2018-11-23,,,,,,,,,,,,,,,,,,,,8.7
2018-11-27,,,,,,,,,,,,,,,,,,,,8.7
2018-12-20,,,,,,,,,,,,,,,,,,,,7.8
2018-12-21,,,,,,,,,,,,,,,,,,,,7.9
2018-12-27,,,,,,,,,,,,,,,,,,,,7.8
2018-12-28,,,,,,,,,,,,,,,,,,,,7.8
2019-01-24,,,,,,,,,,,,,,,,,,,,4.5
2019-01-25,,,,,,,,,,,,,,,,,,,,4.5
2019-01-29,,,,,,,,,,,,,,,,,,,,5.95
2019-01-30,,,,,,,,,,,,,,,,,,,,6.0
2019-01-31,,,,,,,,,,,,,,,,,,,,6.0
2019-02-08,,,,,,,,,,,,,,,,,,,,6.0
2019-02-11,,,,,,,,,,,,,,,,,,,,5.9
2019-02-12,,,,,,,,,,,,,,,,,,,,5.9
2019-02-13,,,,,,,,,,,,,,,,,,,,6.0
2019-02-14,,,,,,,,,,,,,,,,,,,,6.0
2019-02-15,,,,,,,,,,,,,,,,,,,,6.0
2019-02-27,,,,,,,,,,,,,,,,,,,,6.0
2019-02-28,,,,,,,,,,,,,,,,,,,,6.0
2019-03-01,,,,,,,,,,,,,,,,,,,,6.8
2019-03-04,,,,,,,,,,,,,,,,,,,,6.6
2019-03-05,,,,,,,,,,,,,,,,,,,,7.0
2019-03-06,,,,,,,,,,,,,,,,,,,,7.1
2019-03-07,,,,,,,,,,,,,,,,,,,,7.15
2019-03-08,,,,,,,,,,,,,,,,,,,,7.15
2019-03-11,,,,,,,,,,,,,,,,,,,,7.15
2019-03-12,,,,,,,,,,,,,,,,,,,,7.15
2019-03-13,,,,,,,,,,,,,,,,,,,,7.2
2019-03-14,,,,,,,,,,,,,,,,,,,,7.2
2019-03-15,,,,,,,,,,,,,,,,,,,,7.2
2019-03-18,,,,,,,,,,,,,,,,,,,,7.3
2019-03-19,,,,,,,,,,,,,,,,,,,,7.3
2019-03-20,,,,,,,,,,,,,,,,,,,,7.35
2019-03-21,,,,,,,,,,,,,,,,,,,,7.35
2019-03-22,,,,,,,,,,,,,,,,,,,,7.35
2019-03-25,,,,,,,,,,,,,,,,,,,,7.35
2019-03-26,,,,,,,,,,,,,,,,,,,,7.35
2019-03-27,,,,,,,,,,,,,,,,,,,,7.45
2019-03-28,,,,,,,,,,,,,,,,,,,,7.45
2019-03-29,,,,,,,,,,,,,,,,,,,,7.45
2019-04-02,,,,,,,,,,,,,,,,,,,,7.5
2019-04-03,,,,,,,,,,,,,,,,,,,,7.5
2019-04-04,,,,,,,,,,,,,,,,,,,,7.5
2019-04-26,,,,,,,,,,,,,,,,,,,,7.5
2019-04-29,,,,,,,,,,,,,,,,,,,,7.5
2019-05-02,,,,,,,,,,,,,,,,,,,,7.0
2019-05-06,,,,,,,,,,,,,,,,,,,,7.0
2019-05-08,,,,,,,,,,,,,,,,,,,,6.95
2019-05-09,,,,,,,,,,,,,,,,,,,,6.95
2019-05-10,,,,,,,,,,,,,,,,,,,,7.0
2019-05-14,,,,,,,,,,,,,,,,,,,,6.95
2019-05-27,,,,,,,,,,,,,,,,,,,,6.9
2019-05-28,,,,,,,,,,,,,,,,,,,,7.0
2019-05-29,,,,,,,,,,,,,,,,,,,,7.1
2019-05-30,,,,,,,,,,,,,,,,,,,,7.4
2019-06-03,,,,,,,,,,,,,,,,,,,,7.4
2019-06-12,,,,,,,,,,,,,,,,,,,,7.4
2019-08-28,,,,,,,,,,,,,,,,,,,,6.85
2019-08-29,,,,,,,,,,,,,,,,,,,,6.85
2019-09-04,,,,,,,,,,,,,,,,,,,,6.6
2019-09-05,,,,,,,,,,,,,,,,,,,,7.0
2019-09-06,,,,,,,,,,,,,,,,,,,,6.95
2019-09-17,,,,,,,,,,,,,,,,,,,,4.66
2019-09-18,,,,,,,,,,,,,,,,,,,,4.24
2019-09-19,,,,,,,,,,,,,,,,,,,,4.66
2019-09-20,,,,,,,,,,,,,,,,,,,,4.24
2019-09-24,,,,,,,,,,,,,,,,,,,,2.8
2019-09-25,,,,,,,,,,,,,,,,,,,,3.38
2019-09-26,,,,,,,,,,,,,,,,,,,,3.38
2019-10-03,,,,,,,,,,,,,,,,,,,,3.34
2019-10-09,,,,,,,,,,,,,,,,,,,,3.34
2019-10-15,,,,,,,,,,,,,,,,,,,,3.5
2019-10-16,,,,,,,,,,,,,,,,,,,,3.5
2019-10-28,,,,,,,,,,,,,,,,,,,,3.84
2019-10-29,,,,,,,,,,,,,,,,,,,,3.5
2019-11-01,,,,,,,,,,,,,,,,,,,,3.5
2019-11-18,,,,,,,,,,,,,,,,,,,,2.6
2019-11-19,,,,,,,,,,,,,,,,,,,,3.0
2019-11-21,,,,,,,,,,,,,,,,,,,,2.2
2019-11-28,,,,,,,,,,,,,,,,,,,,2.02
2019-12-04,,,,,,,,,,,,,,,,,,,,2.82
2019-12-06,,,,,,,,,,,,,,,,,,,,3.1
2019-12-09,,,,,,,,,,,,,,,,,,,,3.4
2019-12-10,,,,,,,,,,,,,,,,,,,,2.82
2019-12-12,,,,,,,,,,,,,,,,,,,,2.84
2019-12-23,,,,,,,,,,,,,,,,,,,,3.4
2019-12-27,,,,,,,,,,,,,,,,,,,,3.4
2019-12-30,,,,,,,,,,,,,,,,,,,,3.4
2020-01-07,,,,,,,,,,,,,,,,,,,,3.4
2020-01-28,,,,,,,,,,,,,,,,,,,,1.7
2020-01-29,,,,,,,,,,,,,,,,,,,,1.9
2020-01-30,,,,,,,,,,,,,,,,,,,,2.0
2020-02-05,,,,,,,,,,,,,,,,,,,,2.0
2020-02-07,,,,,,,,,,,,,,,,,,,,1.98
2020-02-11,,,,,,,,,,,,,,,,,,,,1.98
2020-02-12,,,,,,,,,,,,,,,,,,,,1.98
2020-02-24,,,,,,,,,,,,,,,,,,,,1.62
2020-03-06,,,,,,,,,,,,,,,,,,,,2.0
2020-03-09,,,,,,,,,,,,,,,,,,,,2.0
2020-03-10,,,,,,,,,,,,,,,,,,,,2.66
2020-03-11,,,,,,,,,,,,,,,,,,,,2.92
2020-03-12,,,,,,,,,,,,,,,,,,,,2.92
2020-03-13,,,,,,,,,,,,,,,,,,,,3.52
2020-03-16,,,,,,,,,,,,,,,,,,,,4.0
2020-03-17,,,,,,,,,,,,,,,,,,,,4.84
2020-03-18,,,,,,,,,,,,,,,,,,,,5.35
2020-03-20,,,,,,,,,,,,,,,,,,,,5.0
2020-03-25,,,,,,,,,,,,,,,,,,,,2.7
2020-03-27,,,,,,,,,,,,,,,,,,,,3.54
2020-03-30,,,,,,,,,,,,,,,,,,,,3.2
2020-03-31,,,,,,,,,,,,,,,,,,,,3.2
2020-04-01,,,,,,,,,,,,,,,,,,,,3.2
2020-04-02,,,,,,,,,,,,,,,,,,,,3.52
2020-04-03,,,,,,,,,,,,,,,,,,,,4.24
2020-04-16,,,,,,,,,,,,,,,,,,,,2.06
2020-04-21,,,,,,,,,,,,,,,,,,,,2.2
2020-04-27,,,,,,,,,,,,,,,,,,,,2.5
2020-04-28,,,,,,,,,,,,,,,,,,,,3.0
2020-04-29,,,,,,,,,,,,,,,,,,,,3.08
2020-04-30,,,,,,,,,,,,,,,,,,,,2.28
2020-05-04,,,,,,,,,,,,,,,,,,,,2.74
2020-05-08,,,,,,,,,,,,,,,,,,,,4.0
2020-05-13,,,,,,,,,,,,,,,,,,,,2.86
2020-05-14,,,,,,,,,,,,,,,,,,,,3.42
2020-05-21,,,,,,,,,,,,,,,,,,,,3.1
2020-05-22,,,,,,,,,,,,,,,,,,,,3.7
2020-05-27,,,,,,,,,,,,,,,,,,,,3.7
2020-05-29,,,,,,,,,,,,,,,,,,,,3.7
2020-06-15,,,,,,,,,,,,,,,,,,,,3.6
2020-06-17,,,,,,,,,,,,,,,,,,,,2.16
2020-06-18,,,,,,,,,,,,,,,,,,,,2.36
2020-06-19,,,,,,,,,,,,,,,,,,,,2.82
2020-06-22,,,,,,,,,,,,,,,,,,,,2.96
2020-06-23,,,,,,,,,,,,,,,,,,,,3.0
2020-06-25,,,,,,,,,,,,,,,,,,,,3.0
2020-07-03,,,,,,,,,,,,,,,,,,,,2.68
2020-07-16,,,,,,,,,,,,,,,,,,,,2.68
2020-08-11,,,,,,,,,,,,,,,,,,,,2.34
2020-08-13,,,,,,,,,,,,,,,,,,,,2.1
2020-08-14,,,,,,,,,,,,,,,,,,,,2.1
2020-08-17,,,,,,,,,,,,,,,,,,,,1.89
2020-08-25,,,,,,,,,,,,,,,,,,,,2.3
2020-08-26,,,,,,,,,,,,,,,,,,,,2.3
2020-08-31,,,,,,,,,,,,,,,,,,,,1.25
2020-09-01,,,,,,,,,,,,,,,,,,,,1.25
2020-09-02,,,,,,,,,,,,,,,,,,,,1.25
2020-09-03,,,,,,,,,,,,,,,,,,,,1.3
2020-09-04,,,,,,,,,,,,,,,,,,,,1.25
2020-09-08,,,,,,,,,,,,,,,,,,,,1.25
2020-09-09,,,,,,,,,,,,,,,,,,,,1.25
2020-09-11,,,,,,,,,,,,,,,,,,,,1.25
2020-09-14,,,,,,,,,,,,,,,,,,,,1.25
2020-09-15,,,,,,,,,,,,,,,,,,,,1.31
2020-09-16,,,,,,,,,,,,,,,,,,,,1.3
2020-09-17,,,,,,,,,,,,,,,,,,,,1.5
2020-09-18,,,,,,,,,,,,,,,,,,,,1.65
2020-09-23,,,,,,,,,,,,,,,,,,,,1.32
2020-09-24,,,,,,,,,,,,,,,,,,,,1.33
2020-09-25,,,,,,,,,,,,,,,,,,,,1.33
2020-10-01,,,,,,,,,,,,,,,,,,,,1.26
2020-10-02,,,,,,,,,,,,,,,,,,,,1.26
2020-10-08,,,,,,,,,,,,,,,,,,,,1.63
2020-10-09,,,,,,,,,,,,,,,,,,,,1.33
2020-10-12,,,,,,,,,,,,,,,,,,,,1.58
2020-10-14,,,,,,,,,,,,,,,,,,,,1.57
2020-10-15,,,,,,,,,,,,,,,,,,,,1.35
2020-10-16,,,,,,,,,,,,,,,,,,,,1.62
2020-10-21,,,,,,,,,,,,,,,,,,,,1.6
2020-10-22,,,,,,,,,,,,,,,,,,,,1.7
2020-10-23,,,,,,,,,,,,,,,,,,,,1.7
2020-10-26,,,,,,,,,,,,,,,,,,,,1.7
2020-10-27,,,,,,,,,,,,,,,,,,,,1.7
2020-10-28,,,,,,,,,,,,,,,,,,,,1.7
2020-10-29,,,,,,,,,,,,,,,,,,,,1.7
2020-10-30,,,,,,,,,,,,,,,,,,,,1.7
2020-11-02,,,,,,,,,,,,,,,,,,,,1.7
2020-11-03,,,,,,,,,,,,,,,,,,,,1.7
2020-11-05,,,,,,,,,,,,,,,,,,,,1.28
2020-11-06,,,,,,,,,,,,,,,,,,,,1.69
2020-11-11,,,,,,,,,,,,,,,,,,,,1.36
2020-11-12,,,,,,,,,,,,,,,,,,,,1.51
2020-11-13,,,,,,,,,,,,,,,,,,,,1.54
2020-11-16,,,,,,,,,,,,,,,,,,,,1.66
2020-11-18,,,,,,,,,,,,,,,,,,,,1.4
2020-11-23,,,,,,,,,,,,,,,,,,,,1.6
2020-11-24,,,,,,,,,,,,,,,,,,,,1.6
2020-11-25,,,,,,,,,,,,,,,,,,,,1.76
2020-11-26,,,,,,,,,,,,,,,,,,,,1.82
2020-11-27,,,,,,,,,,,,,,,,,,,,2.0
2020-11-30,,,,,,,,,,,,,,,,,,,,2.4
2020-12-02,,,,,,,,,,,,,,,,,,,,2.02
2020-12-04,,,,,,,,,,,,,,,,,,,,2.2
2020-12-08,,,,,,,,,,,,,,,,,,,,2.56
2020-12-10,,,,,,,,,,,,,,,,,,,,3.28
2020-12-28,,,,,,,,,,,,,,,,,,,,2.4
2020-12-29,,,,,,,,,,,,,,,,,,,,2.5
2020-12-30,,,,,,,,,,,,,,,,,,,,2.54
2021-01-05,,,,,,,,,,,,,,,,,,,,1.88
2021-01-08,,,,,,,,,,,,,,,,,,,,1.86
2021-01-11,,,,,,,,,,,,,,,,,,,,1.88
2021-01-13,,,,,,,,,,,,,,,,,,,,1.86
2021-01-14,,,,,,,,,,,,,,,,,,,,2.24
2021-01-15,,,,,,,,,,,,,,,,,,,,2.22
2021-01-18,,,,,,,,,,,,,,,,,,,,2.44
2021-01-19,,,,,,,,,,,,,,,,,,,,2.44
2021-01-20,,,,,,,,,,,,,,,,,,,,2.94
2021-01-21,,,,,,,,,,,,,,,,,,,,3.5
2021-01-22,,,,,,,,,,,,,,,,,,,,4.22
2021-01-25,,,,,,,,,,,,,,,,,,,,5.1
2021-01-26,,,,,,,,,,,,,,,,,,,,5.95
2021-01-27,,,,,,,,,,,,,,,,,,,,6.0
2021-01-29,,,,,,,,,,,,,,,,,,,,3.96
2021-02-01,,,,,,,,,,,,,,,,,,,,4.0
2021-02-02,,,,,,,,,,,,,,,,,,,,4.84
2021-02-03,,,,,,,,,,,,,,,,,,,,5.5
2021-02-04,,,,,,,,,,,,,,,,,,,,6.05
2021-02-08,,,,,,,,,,,,,,,,,,,,4.14
2021-02-09,,,,,,,,,,,,,,,,,,,,4.22
2021-02-15,,,,,,,,,,,,,,,,,,,,4.04
2021-02-16,,,,,,,,,,,,,,,,,,,,3.9
2021-02-17,,,,,,,,,,,,,,,,,,,,3.9
2021-02-18,,,,,,,,,,,,,,,,,,,,3.74
2021-02-19,,,,,,,,,,,,,,,,,,,,3.42
2021-02-22,,,,,,,,,,,,,,,,,,,,3.68
2021-02-23,,,,,,,,,,,,,,,,,,,,3.98
2021-02-24,,,,,,,,,,,,,,,,,,,,3.8
2021-02-25,,,,,,,,,,,,,,,,,,,,4.0
2021-03-03,,,,,,,,,,,,,,,,,,,,3.8
2021-03-04,,,,,,,,,,,,,,,,,,,,3.62
2021-03-05,,,,,,,,,,,,,,,,,,,,2.94
2021-03-09,,,,,,,,,,,,,,,,,,,,3.2
2021-03-11,,,,,,,,,,,,,,,,,,,,4.0
2021-03-15,,,,,,,,,,,,,,,,,,,,2.98
2021-03-18,,,,,,,,,,,,,,,,,,,,3.02
2021-03-24,,,,,,,,,,,,,,,,,,,,3.92
2021-03-25,,,,,,,,,,,,,,,,,,,,3.92
2021-03-30,,,,,,,,,,,,,,,,,,,,2.88
2021-03-31,,,,,,,,,,,,,,,,,,,,3.16
2021-04-12,,,,,,,,,,,,,,,,,,,,3.06
2021-04-14,,,,,,,,,,,,,,,,,,,,3.5
2021-04-15,,,,,,,,,,,,,,,,,,,,3.06
2021-04-19,,,,,,,,,,,,,,,,,,,,3.9
2021-04-20,,,,,,,,,,,,,,,,,,,,2.98
2021-04-21,,,,,,,,,,,,,,,,,,,,3.0
2021-04-22,,,,,,,,,,,,,,,,,,,,3.06
2021-04-23,,,,,,,,,,,,,,,,,,,,3.1
2021-04-26,,,,,,,,,,,,,,,,,,,,3.1
2021-04-28,,,,,,,,,,,,,,,,,,,,3.1
2021-05-03,,,,,,,,,,,,,,,,,,,,3.3
2021-05-05,,,,,,,,,,,,,,,,,,,,3.5
2021-05-11,,,,,,,,,,,,,,,,,,,,3.4
2021-05-14,,,,,,,,,,,,,,,,,,,,3.02
2021-05-19,,,,,,,,,,,,,,,,,,,,3.0
2021-05-20,,,,,,,,,,,,,,,,,,,,3.3
2021-05-21,,,,,,,,,,,,,,,,,,,,3.9
2021-05-24,,,,,,,,,,,,,,,,,,,,2.98
2021-05-31,,,,,,,,,,,,,,,,,,,,3.68
2021-06-03,,,,,,,,,,,,,,,,,,,,3.7
2021-06-08,,,,,,,,,,,,,,,,,,,,3.5
2021-06-22,,,,,,,,,,,,,,,,,,,,3.5
2021-07-01,,,,,,,,,,,,,,,,,,,,3.02
2021-07-05,,,,,,,,,,,,,,,,,,,,3.4
2021-07-07,,,,,,,,,,,,,,,,,,,,3.02
2021-07-09,,,,,,,,,,,,,,,,,,,,3.02
2021-07-19,,,,,,,,,,,,,,,,,,,,2.5
2021-07-20,,,,,,,,,,,,,,,,,,,,2.26
2021-07-29,,,,,,,,,,,,,,,,,,,,2.62
2021-07-30,,,,,,,,,,,,,,,,,,,,3.0
2021-08-02,,,,,,,,,,,,,,,,,,,,3.38
2021-08-03,,,,,,,,,,,,,,,,,,,,2.98
2021-08-04,,,,,,,,,,,,,,,,,,,,3.38
2021-08-05,,,,,,,,,,,,,,,,,,,,3.84
