,ALORD FP Equity_DX_SI_QTY,ALORD FP Equity_DX_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALORD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALORD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALORD FP Equity_DX_SI_MV,ALORD FP Equity_DX_DSS,ALORD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SUPPLY_SI_QTY,ALORD FP Equity_DX_BROKER_SI_QTY,ALORD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALORD FP Equity_DX_BROKER_SI_QTY_ADD,ALORD FP Equity_DX_SUPPLY_SI_MV_DEC,ALORD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALORD FP Equity_DX_BROKER_SI_MV_ADD,ALORD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALORD FP Equity_DX_BROKER_SI_QTY_DEC,ALORD FP Equity_DX_SUPPLY_SI_MV,ALORD FP Equity_DX_BROKER_SI_MV_DEC,ALORD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALORD FP Equity_DX_UTILIZATION_QUANTITY,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALORD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALORD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALORD FP Equity_DX_BROKER_SI_CON_RATIO,ALORD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALORD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALORD FP Equity_PX_LAST
2023-07-05,4000.0,3320.0,0.33,0.21,0.16,0.0,0.0,1660.0,2000.0,2000.0,1660.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.83
2023-07-06,4000.0,3300.0,0.33,0.21,0.16,0.0,0.0,1650.0,2000.0,2000.0,1650.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.825
2023-07-07,4000.0,3300.0,0.33,0.21,0.16,0.0,0.0,1650.0,2000.0,2000.0,1650.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.825
2023-07-10,4000.0,3340.0,0.33,0.21,0.16,0.0,0.0,1670.0,2000.0,2000.0,1670.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.835
2023-07-11,4000.0,3240.0,0.33,0.21,0.16,0.0,0.0,1620.0,2000.0,2000.0,1620.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.81
2023-07-12,4000.0,3260.0,0.33,0.21,0.16,0.0,0.0,1630.0,2000.0,2000.0,1630.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.815
2023-07-13,4000.0,3300.0,0.33,0.21,0.16,0.0,0.0,1650.0,2000.0,2000.0,1650.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.825
2023-07-14,4000.0,3280.0,0.33,0.21,0.16,0.0,0.0,1640.0,2000.0,2000.0,1640.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.82
2023-07-17,4000.0,3300.0,0.33,0.22,0.16,0.0,0.0,1650.0,2000.0,2000.0,1650.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.825
2023-07-18,4000.0,3280.0,0.33,0.24,0.16,0.0,0.0,1640.0,2000.0,2000.0,1640.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.82
2023-07-19,4000.0,3120.0,0.33,0.25,0.16,0.0,0.0,1560.0,2000.0,2000.0,1560.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.78
2023-07-20,4000.0,2900.0,0.33,0.25,0.16,0.0,0.0,1450.0,2000.0,2000.0,1450.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.725
2023-07-21,4000.0,2940.0,0.33,0.23,0.16,0.0,0.0,1470.0,2000.0,2000.0,1470.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.735
2023-07-24,4000.0,2880.0,0.33,0.24,0.16,0.0,0.0,1440.0,2000.0,2000.0,1440.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.72
2023-07-25,4000.0,2760.0,0.33,0.26,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-07-26,4000.0,2620.0,0.33,0.28,0.16,0.0,0.0,1310.0,2000.0,2000.0,1310.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.655
2023-07-27,4000.0,2600.0,0.33,0.27,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-07-28,4000.0,2640.0,0.33,0.27,0.16,0.0,0.0,1320.0,2000.0,2000.0,1320.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.66
2023-07-31,4000.0,2680.0,0.33,0.27,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-08-01,4000.0,2660.0,0.33,0.27,0.16,0.0,0.0,1330.0,2000.0,2000.0,1330.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.665
2023-08-02,4000.0,2720.0,0.33,0.28,0.16,0.0,0.0,1360.0,2000.0,2000.0,1360.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.68
2023-08-03,4000.0,2600.0,0.33,0.29,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-08-04,4000.0,2540.0,0.33,0.31,0.16,0.0,0.0,1270.0,2000.0,2000.0,1270.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.635
2023-08-07,4000.0,2540.0,0.33,0.32,0.16,0.0,0.0,1270.0,2000.0,2000.0,1270.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.635
2023-08-08,4000.0,2520.0,0.33,0.33,0.16,0.0,0.0,1260.0,2000.0,2000.0,1260.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.63
2023-08-09,4000.0,2500.0,0.33,0.34,0.16,0.0,0.0,1250.0,2000.0,2000.0,1250.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.625
2023-08-10,4000.0,2280.0,0.33,0.39,0.16,0.0,0.0,1140.0,2000.0,2000.0,1140.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.57
2023-08-11,4000.0,2620.0,0.33,0.45,0.16,0.0,0.0,1310.0,2000.0,2000.0,1310.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.655
2023-08-14,4000.0,2640.0,0.33,0.38,0.16,0.0,0.0,1320.0,2000.0,2000.0,1320.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.66
2023-08-15,4000.0,2580.0,0.33,0.39,0.16,0.0,0.0,1290.0,2000.0,2000.0,1290.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.645
2023-08-16,4000.0,2600.0,0.33,0.39,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-08-17,4000.0,2780.0,0.33,0.37,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-08-18,4000.0,2780.0,0.33,0.35,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-08-21,4000.0,2680.0,0.33,0.34,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-08-22,4000.0,2760.0,0.33,0.34,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-08-23,4000.0,2760.0,0.33,0.35,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-08-24,4000.0,2760.0,0.33,0.36,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-08-25,4000.0,2760.0,0.33,0.36,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-08-28,4000.0,2680.0,0.33,0.36,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-08-29,4000.0,2760.0,0.33,0.35,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-08-30,4000.0,2700.0,0.33,0.35,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-08-31,4000.0,2700.0,0.33,0.4,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-09-01,4000.0,2520.0,0.33,0.48,0.16,0.0,0.0,1260.0,2000.0,2000.0,1260.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.63
2023-09-04,4000.0,2600.0,0.33,0.48,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-09-05,4000.0,2620.0,0.33,0.49,0.16,0.0,0.0,1310.0,2000.0,2000.0,1310.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.655
2023-09-06,4000.0,2560.0,0.33,0.54,0.16,0.0,0.0,1280.0,2000.0,2000.0,1280.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.64
2023-09-07,4000.0,2560.0,0.33,0.57,0.16,0.0,0.0,1280.0,2000.0,2000.0,1280.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.64
2023-09-08,4000.0,2700.0,0.33,0.6,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-09-11,4000.0,2700.0,0.33,0.6,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-09-12,4000.0,2680.0,0.33,0.6,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-09-13,4000.0,2620.0,0.33,0.61,0.16,0.0,0.0,1310.0,2000.0,2000.0,1310.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.655
2023-09-14,4000.0,2600.0,0.33,0.61,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-09-15,4000.0,2560.0,0.33,0.61,0.16,0.0,0.0,1280.0,2000.0,2000.0,1280.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.64
2023-09-18,4000.0,2480.0,0.33,0.63,0.16,0.0,0.0,1240.0,2000.0,2000.0,1240.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.62
2023-09-19,4000.0,2680.0,0.33,0.6,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-09-20,4000.0,2660.0,0.33,0.57,0.16,0.0,0.0,1330.0,2000.0,2000.0,1330.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.665
2023-09-21,4000.0,2640.0,0.33,0.58,0.16,0.0,0.0,1320.0,2000.0,2000.0,1320.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.66
2023-09-22,4000.0,2680.0,0.33,0.61,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-09-25,4000.0,2800.0,0.33,0.81,0.16,0.0,0.0,1400.0,2000.0,2000.0,1400.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.7
2023-09-26,4000.0,2780.0,0.33,0.8,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-09-27,4000.0,2780.0,0.33,0.83,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-09-28,4000.0,2800.0,0.33,0.92,0.16,0.0,0.0,1400.0,2000.0,2000.0,1400.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.7
2023-09-29,4000.0,2760.0,0.33,1.14,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-10-02,4000.0,2760.0,0.33,1.4,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-10-03,4000.0,2780.0,0.33,1.49,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-10-04,4000.0,2760.0,0.33,1.48,0.16,0.0,0.0,1380.0,2000.0,2000.0,1380.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.69
2023-10-05,4000.0,2800.0,0.33,1.47,0.16,0.0,0.0,1400.0,2000.0,2000.0,1400.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.7
2023-10-06,4000.0,2780.0,0.33,1.46,0.16,0.0,0.0,1390.0,2000.0,2000.0,1390.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.695
2023-10-09,4000.0,2800.0,0.33,1.57,0.16,0.0,0.0,1400.0,2000.0,2000.0,1400.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.7
2023-10-10,4000.0,2800.0,0.33,1.67,0.16,0.0,0.0,1400.0,2000.0,2000.0,1400.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.7
2023-10-11,4000.0,2700.0,0.33,1.66,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-10-12,4000.0,2700.0,0.33,1.51,0.16,0.0,0.0,1350.0,2000.0,2000.0,1350.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.675
2023-10-13,4000.0,2680.0,0.33,1.55,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-10-16,4000.0,2680.0,0.33,1.73,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-10-17,4000.0,2600.0,0.33,1.7,0.16,0.0,0.0,1300.0,2000.0,2000.0,1300.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.65
2023-10-18,4000.0,2680.0,0.33,1.63,0.16,0.0,0.0,1340.0,2000.0,2000.0,1340.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.67
2023-10-19,4000.0,2660.0,0.33,1.7,0.16,0.0,0.0,1330.0,2000.0,2000.0,1330.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.665
2023-10-20,4000.0,2660.0,0.33,1.66,0.16,0.0,0.0,1330.0,2000.0,2000.0,1330.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.665
2023-10-23,4000.0,2540.0,0.33,1.71,0.16,0.0,0.0,1270.0,2000.0,2000.0,1270.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.635
2023-10-24,4000.0,2480.0,0.33,1.58,0.16,0.0,0.0,1240.0,2000.0,2000.0,1240.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.62
2023-10-25,4000.0,2360.0,0.33,1.56,0.16,0.0,0.0,1180.0,2000.0,2000.0,1180.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.59
2023-10-26,4000.0,2340.0,0.33,1.45,0.16,0.0,0.0,1170.0,2000.0,2000.0,1170.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.585
2023-10-27,4000.0,2340.0,0.33,1.48,0.16,0.0,0.0,1170.0,2000.0,2000.0,1170.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.585
2023-10-30,4000.0,2280.0,0.33,1.63,0.16,0.0,0.0,1140.0,2000.0,2000.0,1140.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.57
2023-10-31,4000.0,2280.0,0.33,1.66,0.16,0.0,0.0,1140.0,2000.0,2000.0,1140.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.57
2023-11-01,4000.0,1792.0,0.33,1.85,0.16,0.0,0.0,896.0,2000.0,2000.0,896.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.448
2023-11-02,4000.0,1880.0,0.33,0.83,0.16,0.0,0.0,940.0,2000.0,2000.0,940.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.47
2023-11-03,4000.0,1816.0,0.33,0.57,0.16,0.0,0.0,908.0,2000.0,2000.0,908.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.454
2023-11-06,4000.0,1792.0,0.33,0.51,0.16,0.0,0.0,896.0,2000.0,2000.0,896.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.448
2023-11-07,4000.0,1760.0,0.33,0.51,0.16,0.0,0.0,880.0,2000.0,2000.0,880.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.44
2023-11-08,4000.0,1696.0,0.33,0.51,0.16,0.0,0.0,848.0,2000.0,2000.0,848.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.424
2023-11-09,4000.0,1680.0,0.33,0.47,0.16,0.0,0.0,840.0,2000.0,2000.0,840.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.42
2023-11-10,4000.0,1720.0,0.33,0.46,0.16,0.0,0.0,860.0,2000.0,2000.0,860.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.43
2023-11-13,4000.0,1720.0,0.33,0.44,0.16,0.0,0.0,860.0,2000.0,2000.0,860.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.43
2023-11-14,4000.0,1768.0,0.33,0.42,0.16,0.0,0.0,884.0,2000.0,2000.0,884.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.442
2023-11-15,4000.0,1728.0,0.33,0.43,0.16,0.0,0.0,864.0,2000.0,2000.0,864.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.432
2023-11-16,4000.0,1712.0,0.33,0.4,0.16,0.0,0.0,856.0,2000.0,2000.0,856.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.428
2023-11-17,4000.0,1752.0,0.33,0.4,0.16,0.0,0.0,876.0,2000.0,2000.0,876.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.438
2023-11-20,4000.0,1752.0,0.33,0.38,0.16,0.0,0.0,876.0,2000.0,2000.0,876.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.438
2023-11-21,4000.0,1632.0,0.33,0.38,0.16,0.0,0.0,816.0,2000.0,2000.0,816.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.408
2023-11-22,4000.0,1560.0,0.33,0.36,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-11-23,4000.0,1592.0,0.33,0.36,0.16,0.0,0.0,796.0,2000.0,2000.0,796.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.398
2023-11-24,4000.0,1680.0,0.33,0.36,0.16,0.0,0.0,840.0,2000.0,2000.0,840.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.42
2023-11-27,4000.0,1560.0,0.33,0.36,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-11-28,4000.0,1560.0,0.33,0.35,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-11-29,4000.0,1560.0,0.33,0.36,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-11-30,4000.0,1440.0,0.33,0.34,0.16,0.0,0.0,720.0,2000.0,2000.0,720.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.36
2023-12-01,4000.0,1496.0,0.33,0.29,0.16,0.0,0.0,748.0,2000.0,2000.0,748.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.374
2023-12-04,4000.0,1680.0,0.33,0.27,0.16,0.0,0.0,840.0,2000.0,2000.0,840.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.42
2023-12-05,4000.0,1608.0,0.33,0.24,0.16,0.0,0.0,804.0,2000.0,2000.0,804.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.402
2023-12-06,4000.0,1576.0,0.33,0.21,0.16,0.0,0.0,788.0,2000.0,2000.0,788.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.394
2023-12-07,4000.0,1608.0,0.33,0.2,0.16,0.0,0.0,804.0,2000.0,2000.0,804.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.402
2023-12-08,4000.0,1600.0,0.33,0.2,0.16,0.0,0.0,800.0,2000.0,2000.0,800.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.4
2023-12-11,4000.0,1560.0,0.33,0.2,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-12-12,4000.0,1560.0,0.33,0.2,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-12-13,4000.0,1576.0,0.33,0.21,0.16,0.0,0.0,788.0,2000.0,2000.0,788.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.394
2023-12-14,4000.0,1544.0,0.33,0.23,0.16,0.0,0.0,772.0,2000.0,2000.0,772.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.386
2023-12-15,4000.0,1560.0,0.33,0.26,0.16,0.0,0.0,780.0,2000.0,2000.0,780.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.39
2023-12-18,4000.0,1552.0,0.33,0.27,0.16,0.0,0.0,776.0,2000.0,2000.0,776.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.388
2023-12-19,4000.0,1520.0,0.33,0.27,0.16,0.0,0.0,760.0,2000.0,2000.0,760.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.38
2023-12-20,4000.0,1520.0,0.33,0.27,0.16,0.0,0.0,760.0,2000.0,2000.0,760.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.38
2023-12-21,4000.0,1472.0,0.33,0.28,0.16,0.0,0.0,736.0,2000.0,2000.0,736.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.368
