,ALORD FP Equity_DX_SI_QTY,ALORD FP Equity_DX_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALORD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALORD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALORD FP Equity_DX_SI_MV,ALORD FP Equity_DX_DSS,ALORD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SUPPLY_SI_QTY,ALORD FP Equity_DX_BROKER_SI_QTY,ALORD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALORD FP Equity_DX_BROKER_SI_QTY_ADD,ALORD FP Equity_DX_SUPPLY_SI_MV_DEC,ALORD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALORD FP Equity_DX_BROKER_SI_MV_ADD,ALORD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALORD FP Equity_DX_BROKER_SI_QTY_DEC,ALORD FP Equity_DX_SUPPLY_SI_MV,ALORD FP Equity_DX_BROKER_SI_MV_DEC,ALORD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALORD FP Equity_DX_UTILIZATION_QUANTITY,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALORD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALORD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALORD FP Equity_DX_BROKER_SI_CON_RATIO,ALORD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALORD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALORD FP Equity_PX_LAST
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
