,ASUI FP Equity_DX_SI_QTY,ASUI FP Equity_DX_SHORT_INTEREST_VALUE,ASUI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASUI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASUI FP Equity_DX_SI_MV,ASUI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASUI FP Equity_DX_SUPPLY_SI_QTY,ASUI FP Equity_DX_BROKER_SI_QTY,ASUI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASUI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASUI FP Equity_DX_BROKER_SI_MV_INC_x,ASUI FP Equity_DX_BROKER_SI_QTY_ADD,ASUI FP Equity_DX_SUPPLY_SI_MV_DEC,ASUI FP Equity_DX_BROKER_SI_QTY_INC,ASUI FP Equity_DX_SUPPLY_SI_QTY_DEC,ASUI FP Equity_DX_BROKER_SI_MV_INC_y,ASUI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASUI FP Equity_DX_BROKER_SI_MV_ADD,ASUI FP Equity_DX_SUPPLY_SI_QTY_ADD,ASUI FP Equity_DX_BROKER_SI_QTY_DEC,ASUI FP Equity_DX_SUPPLY_SI_MV,ASUI FP Equity_DX_BROKER_SI_MV_DEC,ASUI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASUI FP Equity_DX_UTILIZATION_QUANTITY,ASUI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASUI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASUI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASUI FP Equity_DX_ACTIVE_UTILIZATION_MV,ASUI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASUI FP Equity_DX_BROKER_SI_CON_RATIO,ASUI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASUI FP Equity_DX_DEMAND_SUPPLY_RATIO,ASUI FP Equity_PX_LAST
2025-02-19,16800.0,1514016.0,2.34,1.45,1.44,757008.0,8400.0,8400.0,757008.0,,,8400.0,,,,,,0.75,8400.0,,0.69,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,90.12
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.69,,8400.0,,,,,8400.0,0.0,0.75,0.0,0.0,8400.0,776916.0,0.73,0.0,,0.0,,0.0,92.49
2025-02-21,1600.0,151776.0,0.22,0.14,0.15,75888.0,800.0,800.0,75888.0,,,800.0,,,,,,0.08,800.0,,0.07,,9.52,9.52,7600.0,720936.0,0.66,10.1,,1.0,100.0,0.1905,94.86
2025-02-24,1600.0,133824.0,0.23,0.14,0.14,66912.0,800.0,800.0,66912.0,,,,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,83.64
2025-02-25,800.0,61000.0,0.11,0.07,0.07,0.0,800.0,0.0,61000.0,,,,,,,,,,,800.0,0.07,0.07,100.0,53.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.5333,76.25
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.07,,800.0,,,,,,0.0,,0.0,0.0,1800.0,148752.0,0.14,0.0,,0.0,,0.0,82.64
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1600.0,125680.0,0.13,0.0,,0.0,,0.0,78.55
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1600.0,123136.0,0.13,0.0,,0.0,,0.0,76.96
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1600.0,126992.0,0.13,0.0,,0.0,,0.0,79.37
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1900.0,119206.0,0.15,0.0,,0.0,,0.0,62.74
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2400.0,157776.0,0.15,0.0,,0.0,,0.0,65.74
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2100.0,161217.0,0.14,0.0,,0.0,,0.0,76.77
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2100.0,148827.0,0.14,0.0,,0.0,,0.0,70.87
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1600.0,94048.0,0.11,0.0,,0.0,,0.0,58.78
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2600.0,151502.0,0.15,0.0,,0.0,,0.0,58.27
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,148475.0,0.15,0.0,,0.0,,0.0,59.39
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2700.0,156438.0,0.16,0.0,,0.0,,0.0,57.94
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2700.0,166374.0,0.16,0.0,,0.0,,0.0,61.62
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,18489.0,0.02,0.0,,0.0,,0.0,61.63
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,17973.0,0.02,0.0,,0.0,,0.0,59.91
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.15
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.26
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.88
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77
2025-03-26,10800.0,753084.0,1.99,0.79,0.73,376542.0,5400.0,5400.0,376542.0,,,5400.0,,,,,,0.38,5400.0,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,48.54,0.5004,51.46,2.0,69.73
2025-03-27,10800.0,793800.0,1.99,0.79,0.77,396900.0,5400.0,5400.0,396900.0,,,,,,,,,,,,0.38,,100.0,100.0,0.0,0.0,0.0,100.0,48.68,0.5003,51.32,2.0,73.5
2025-03-28,5400.0,363906.0,0.7,0.39,0.36,363906.0,0.0,5400.0,0.0,,,,0.38,,5400.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0,67.39
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5400.0,0.0,0.37,0.0,0.0,5400.0,331884.0,0.4,0.0,,0.0,,0.0,61.46
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,46368.0,0.04,0.0,,0.0,,0.0,66.24
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,46123.0,0.04,0.0,,0.0,,0.0,65.89
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,40929.0,0.04,0.0,,0.0,,0.0,58.47
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,41328.0,0.04,0.0,,0.0,,0.0,59.04
2025-04-07,34.0,1753.04,0.0,0.0,0.0,1753.04,34.0,34.0,1753.04,,,34.0,,,,,,0.0,34.0,,0.0,,100.0,4.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486,51.56
2025-04-08,34.0,1811.06,0.0,0.0,0.0,1811.06,34.0,34.0,1811.06,,,,,,,,,,,,0.0,,100.0,4.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0425,53.267
2025-04-09,34.0,1726.27,0.0,0.0,0.0,1726.27,34.0,34.0,1726.27,,,,,,,,,,,,0.0,,100.0,2.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.02,50.773
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,34.0,,,,,34.0,0.0,0.0,0.0,0.0,1000.0,54171.3,0.05,0.0,,0.0,,0.0,54.171
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,55409.5,0.05,0.0,,0.0,,0.0,55.41
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,57444.5,0.05,0.0,,0.0,,0.0,57.445
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,50070.51,0.05,0.0,,0.0,,0.0,55.634
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1100.0,59419.69,0.06,0.0,,0.0,,0.0,54.018
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1100.0,58682.91,0.06,0.0,,0.0,,0.0,53.348
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1100.0,58682.91,0.06,0.0,,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,600.0,32008.86,0.03,0.0,,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,42705.67,0.04,0.0,,0.0,,0.0,61.008
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,29097.16,0.02,0.0,,0.0,,0.0,72.743
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,66077.92,0.06,0.0,,0.0,,0.0,82.597
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,75502.88,0.06,0.0,,0.0,,0.0,94.379
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,27228.87,0.03,0.0,,0.0,,0.0,90.763
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,63498.33,0.06,0.0,,0.0,,0.0,90.712
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,60790.87,0.06,0.0,,0.0,,0.0,86.844
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,60790.87,0.06,0.0,,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,61479.18,0.06,0.0,,0.0,,0.0,87.827
2025-05-05,4200.0,367836.0,0.15,0.28,0.37,183918.0,2100.0,2100.0,183918.0,,,2100.0,,,,,,0.18,2100.0,,0.18,,100.0,100.0,0.0,0.0,0.0,100.0,49.93,0.5,50.07,2.0,87.58
2025-05-06,4200.0,348563.88,0.15,0.27,0.36,174281.94,2100.0,2100.0,174281.94,,,,,,,,,,,,0.18,,100.0,100.0,0.0,0.0,0.0,100.0,48.65,0.5004,51.35,2.0,82.991
2025-05-07,4200.0,354845.82,0.15,0.27,0.35,177422.91,2100.0,2100.0,177422.91,,,,,,,,,,,,0.18,,100.0,100.0,0.0,0.0,0.0,100.0,49.55,0.5,50.45,2.0,84.487
2025-05-08,9000.0,894742.2,0.31,0.58,0.83,447371.1,4500.0,4500.0,447371.1,2400.0,0.27,,,2400.0,,0.27,2400.0,,,,0.38,,100.0,100.0,0.0,0.0,0.0,100.0,45.94,0.5033,54.06,2.0,99.416
2025-05-09,4800.0,479343.84,0.17,0.31,0.48,239671.92,2400.0,2400.0,239671.92,,,,0.14,,2100.0,,,,,2100.0,0.24,0.21,100.0,100.0,0.0,0.0,0.0,100.0,49.89,0.5,50.11,2.0,99.863
2025-05-12,4800.0,491274.72,0.17,0.31,0.48,245637.36,2400.0,2400.0,245637.36,,,,,,,,,,,,0.24,,100.0,100.0,0.0,0.0,0.0,100.0,49.39,0.5001,50.61,2.0,102.349
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.062
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70255.85,0.07,0.0,,0.0,,0.0,100.366
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,68059.88,0.07,0.0,,0.0,,0.0,97.228
2025-05-16,2600.0,259944.1,0.1,0.17,0.25,129972.05,1300.0,1300.0,129972.05,,,1300.0,,,,,,0.13,1300.0,,0.13,,100.0,100.0,0.0,0.0,0.0,100.0,49.3,0.5001,50.7,2.0,99.979
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.12,,1300.0,,,,,1300.0,0.0,0.13,0.0,0.0,700.0,67392.22,0.07,0.0,,0.0,,0.0,96.275
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1700.0,167998.59,0.16,0.0,,0.0,,0.0,98.823
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,40431.96,0.04,0.0,,0.0,,0.0,101.08
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,71022.28,0.07,0.0,,0.0,,0.0,101.46
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,65520.14,0.07,0.0,,0.0,,0.0,93.6
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,62833.54,0.07,0.0,,0.0,,0.0,89.762
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.383
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.972
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.953
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.145
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.94
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.191
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.427
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.225
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.701
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.932
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.364
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.587
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.842
2025-06-13,9000.0,683772.3,1.46,0.56,0.71,341886.15,4500.0,4500.0,341886.15,,,4500.0,,,,,,0.34,4500.0,,0.37,,100.0,100.0,0.0,0.0,0.0,100.0,47.84,0.5009,52.16,2.0,75.975
2025-06-16,9000.0,699542.1,1.44,0.56,0.7,349771.05,4500.0,4500.0,349771.05,,,,,,,,,,,,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,49.43,0.5001,50.57,2.0,77.727
2025-06-17,4500.0,319756.95,0.73,0.28,0.35,0.0,4500.0,0.0,319756.95,,,,,,,,,,,4500.0,0.35,0.35,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,71.057
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,,4500.0,,,,,,0.0,,0.0,0.0,2200.0,153274.0,0.16,0.0,,0.0,,0.0,69.67
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,176789.25,0.17,0.0,,0.0,,0.0,70.716
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,173559.25,0.17,0.0,,0.0,,0.0,69.424
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2600.0,162148.74,0.18,0.0,,0.0,,0.0,62.365
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,48291.32,0.04,0.0,,0.0,,0.0,68.988
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,47905.48,0.04,0.0,,0.0,,0.0,68.436
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1200.0,77640.0,0.08,0.0,,0.0,,0.0,64.7
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1200.0,79530.24,0.08,0.0,,0.0,,0.0,66.275
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1200.0,81892.2,0.08,0.0,,0.0,,0.0,68.244
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1300.0,85640.62,0.09,0.0,,0.0,,0.0,65.877
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1500.0,103253.25,0.1,0.0,,0.0,,0.0,68.836
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1300.0,95572.36,0.09,0.0,,0.0,,0.0,73.517
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1300.0,91879.84,0.09,0.0,,0.0,,0.0,70.677
2025-07-07,9000.0,639854.1,1.69,0.56,0.64,319927.05,4500.0,4500.0,319927.05,,,4500.0,,,,,,0.32,4500.0,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,49.85,0.5,50.15,2.0,71.095
2025-07-08,9000.0,636707.7,1.69,0.56,0.64,318353.85,4500.0,4500.0,318353.85,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,49.88,0.5,50.12,2.0,70.745
2025-07-09,9000.0,654971.4,1.78,0.56,0.65,327485.7,4500.0,4500.0,327485.7,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,49.29,0.5001,50.71,2.0,72.775
2025-07-10,12000.0,957163.2,2.28,0.74,0.92,478581.6,6000.0,6000.0,478581.6,1500.0,0.15,,,1500.0,,0.15,1500.0,,,,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,47.71,0.501,52.29,2.0,79.764
2025-07-11,8600.0,754160.66,1.8,0.53,0.72,377080.33,4300.0,4300.0,377080.33,,,,0.09,,1700.0,,,,,1700.0,0.34,0.1,100.0,71.67,0.0,0.0,0.0,100.0,47.63,0.5011,52.37,1.4333,87.693
2025-07-14,8600.0,826287.14,1.69,0.53,0.79,413143.57,4300.0,4300.0,413143.57,,,,,,,,,,,,0.38,,100.0,100.0,0.0,0.0,0.0,100.0,47.72,0.501,52.28,2.0,96.08
2025-07-15,5600.0,545664.0,0.98,0.34,0.54,272832.0,2800.0,2800.0,272832.0,,,,0.11,,1500.0,,,,,1500.0,0.27,0.14,100.0,100.0,0.0,0.0,0.0,100.0,49.65,0.5,50.35,2.0,97.44
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.27,,2800.0,,,,,2800.0,0.0,0.27,0.0,0.0,1700.0,168653.09,0.17,0.0,,0.0,,0.0,99.208
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1800.0,179524.8,0.18,0.0,,0.0,,0.0,99.736
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1800.0,170977.86,0.18,0.0,,0.0,,0.0,94.988
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2700.0,268110.0,0.26,0.0,,0.0,,0.0,99.3
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2800.0,269491.88,0.28,0.0,,0.0,,0.0,96.247
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3900.0,360414.99,0.38,0.0,,0.0,,0.0,92.414
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3900.0,363604.02,0.38,0.0,,0.0,,0.0,93.232
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3900.0,354455.4,0.38,0.0,,0.0,,0.0,90.886
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3900.0,397440.42,0.38,0.0,,0.0,,0.0,101.908
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4300.0,408658.24,0.44,0.0,,0.0,,0.0,95.037
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4200.0,396932.76,0.4,0.0,,0.0,,0.0,94.508
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4200.0,398438.04,0.39,0.0,,0.0,,0.0,94.866
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4200.0,365833.86,0.4,0.0,,0.0,,0.0,87.103
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4200.0,366198.42,0.4,0.0,,0.0,,0.0,87.19
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7900.0,668148.03,0.68,0.0,,0.0,,0.0,84.576
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6500.0,555862.45,0.55,0.0,,0.0,,0.0,85.517
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6500.0,598741.0,0.55,0.0,,0.0,,0.0,92.114
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6500.0,599950.65,0.55,0.0,,0.0,,0.0,92.3
2025-08-11,4800.0,440894.4,0.64,0.27,0.44,220447.2,2400.0,2400.0,220447.2,,,2400.0,,,,,,0.22,2400.0,,0.22,,100.0,36.92,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.7385,91.853
2025-08-12,4600.0,431175.02,0.62,0.26,0.42,0.0,4600.0,0.0,431175.02,2200.0,,,,,,,2200.0,,,2400.0,0.42,0.22,100.0,75.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.7541,93.734
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42,,4600.0,,,,,,0.0,,0.0,0.0,6100.0,589465.57,0.56,0.0,,0.0,100.0,0.0,96.634
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,471600.0,0.48,0.0,,0.0,,0.0,94.32
2025-08-15,1800.0,161506.26,0.24,0.1,0.17,80753.13,900.0,900.0,80753.13,,,900.0,,,,,,0.08,900.0,,0.09,,100.0,18.0,0.0,0.0,0.0,100.0,48.75,0.5003,51.25,0.36,89.726
2025-08-18,900.0,79284.15,0.12,0.05,0.08,79284.15,0.0,900.0,0.0,,,,0.09,,900.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.18,88.094
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,900.0,0.0,0.08,0.0,0.0,5700.0,497097.0,0.5,0.0,,0.0,,0.0,87.21
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5700.0,497201.31,0.5,0.0,,0.0,,0.0,87.228
2025-08-21,3800.0,321587.54,0.52,0.22,0.32,160793.77,1900.0,1900.0,160793.77,,,1900.0,,,,,,0.16,1900.0,,0.16,,22.09,22.09,6700.0,567009.61,0.58,22.09,49.24,0.5001,50.76,0.4419,84.628
2025-08-22,3800.0,340462.14,0.52,0.22,0.33,170231.07,1900.0,1900.0,170231.07,,,,,,,,,,,,0.16,,22.09,22.09,6700.0,600288.51,0.59,21.43,48.57,0.5004,51.43,0.4419,89.595
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16,,1900.0,,,,,1900.0,0.0,0.17,0.0,0.0,9800.0,842540.3,0.88,0.0,,0.0,,0.0,85.974
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6000.0,506651.4,0.52,0.0,,0.0,,0.0,84.442
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7300.0,633595.47,0.62,0.0,,0.0,,0.0,86.794
