,AEJ FP Equity_DX_SI_QTY,AEJ FP Equity_DX_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEJ FP Equity_DX_SI_MV,AEJ FP Equity_DX_DSS,AEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY,AEJ FP Equity_DX_BROKER_SI_QTY,AEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEJ FP Equity_DX_BROKER_SI_MV_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEJ FP Equity_DX_BROKER_SI_MV_INC_x,AEJ FP Equity_DX_SUPPLY_SI_MV_NEW,AEJ FP Equity_DX_BROKER_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_NEW,AEJ FP Equity_DX_SUPPLY_SI_MV_DEC,AEJ FP Equity_DX_BROKER_SI_QTY_INC,AEJ FP Equity_DX_SUPPLY_SI_QTY_DEC,AEJ FP Equity_DX_BROKER_SI_MV_NEW_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEJ FP Equity_DX_BROKER_SI_MV_INC_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEJ FP Equity_DX_BROKER_SI_MV_ADD,AEJ FP Equity_DX_SUPPLY_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV,AEJ FP Equity_DX_BROKER_SI_MV_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV_RMV,AEJ FP Equity_DX_BROKER_SI_MV_RMV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEJ FP Equity_DX_UTILIZATION_QUANTITY,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEJ FP Equity_DX_BROKER_SI_CON_RATIO,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-05-12,4000.0,122557.19,0.08,0.02,0.13,0.0,122557.19,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.012
2010-05-13,4000.0,124000.83,0.08,0.02,0.13,0.0,124000.83,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.012
2010-05-14,4000.0,122367.24,0.08,0.02,0.13,0.0,122367.24,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.012
2010-05-17,4000.0,121227.53,0.08,0.02,0.13,0.0,121227.53,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.012
2010-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.13,,,0.0,0.0,332790.0,10117434.34,,10.62,0.0,,0.0,,0.0
2010-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9728666.95,,10.64,0.0,,0.0,,0.0
2010-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9368345.95,,10.24,0.0,,0.0,,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9384149.5,,10.05,0.0,,0.0,,0.0
2010-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9595917.11,,9.88,0.0,,0.0,,0.0
2010-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9251399.66,,10.1,0.0,,0.0,,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9589595.68,,9.92,0.0,,0.0,,0.0
2010-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9826648.97,,10.1,0.0,,0.0,,0.0
2010-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,332790.0,9785559.74,,10.22,0.0,,0.0,,0.0
2010-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,335214.0,9955532.22,,10.38,0.0,,0.0,,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,336334.0,9883380.93,,10.45,0.0,,0.0,,0.0
2010-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,335774.0,9902004.55,,10.44,0.0,,0.0,,0.0
2010-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,335424.0,10063712.29,,10.4,0.0,,0.0,,0.0
2010-06-04,4000.0,119138.05,0.08,0.02,0.13,0.0,119138.05,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.13,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2010-06-07,4000.0,118211.81,0.08,0.02,0.13,0.0,118211.81,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2010-06-08,4000.0,117903.06,0.08,0.02,0.12,0.0,117903.06,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2010-06-09,4000.0,120218.67,0.08,0.02,0.12,0.0,120218.67,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2010-06-10,4000.0,121144.91,0.08,0.02,0.12,0.0,121144.91,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-11,4000.0,121801.0,0.09,0.02,0.12,0.0,121801.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-14,4000.0,122765.84,0.08,0.02,0.13,0.0,122765.84,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-15,4000.0,122109.75,0.09,0.02,0.13,0.0,122109.75,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-16,4000.0,123267.55,0.09,0.02,0.13,0.0,123267.55,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-17,4000.0,121955.38,0.09,0.02,0.13,0.0,121955.38,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-18,4000.0,123460.52,0.09,0.02,0.13,0.0,123460.52,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-21,4000.0,126625.19,0.09,0.02,0.13,0.0,126625.19,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-22,4000.0,126316.44,0.09,0.02,0.13,0.0,126316.44,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-23,4000.0,124695.51,0.09,0.02,0.13,0.0,124695.51,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-24,4000.0,122341.31,0.09,0.02,0.13,0.0,122341.31,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-25,4000.0,122534.28,0.09,0.02,0.13,0.0,122534.28,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-28,4000.0,123344.74,0.09,0.02,0.13,0.0,123344.74,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-29,4000.0,120025.7,0.1,0.02,0.13,0.0,120025.7,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-06-30,4000.0,119485.39,0.09,0.02,0.13,0.0,119485.39,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-07-01,4000.0,115587.45,0.09,0.02,0.12,0.0,115587.45,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-07-02,4000.0,115548.86,0.07,0.02,0.12,0.0,115548.86,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0113
2010-07-05,46300.0,1339711.65,0.85,0.26,1.39,1.0,1339711.65,0.0,46300.0,0.0,,,,,,42300.0,,,,,,,,,1.27,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.96,0.8369,91.04,0.1305
2010-07-06,47810.0,1408775.06,0.88,0.27,1.44,1.0,1408775.06,0.0,47810.0,0.0,,,,,,1510.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.68,0.7858,88.16,0.1347
2010-07-07,111410.0,3283895.03,2.01,0.63,3.4,1.0,3283895.03,0.0,111410.0,0.0,,,,1.97,,,,,63600.0,,,,1.97,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.57,0.9058,95.1,0.3133
2010-07-08,111410.0,3316142.77,1.99,0.63,3.4,1.0,3316142.77,0.0,111410.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.54,0.9062,95.12,0.2747
2010-07-09,111410.0,3366664.23,2.07,0.69,3.43,1.0,3366664.23,0.0,111410.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.5,0.9072,95.17,0.2747
2010-07-12,107410.0,3262370.77,2.15,0.67,3.36,1.0,3262370.77,0.0,107410.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.35,0.9733,98.65,0.2648
2010-07-13,107410.0,3265479.77,2.15,0.67,3.38,1.0,3265479.77,0.0,107410.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.35,0.9735,98.65,0.2648
2010-07-14,65110.0,1977590.18,1.3,0.4,2.05,1.0,1977590.18,0.0,65110.0,0.0,,,,,,,,,,,,,,,,,42300.0,0.0,1.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.22,0.9566,97.78,0.1605
2010-07-15,65110.0,1929846.58,1.29,0.4,2.05,1.0,1929846.58,0.0,65110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.22,0.9566,97.78,0.1605
2010-07-16,125110.0,3644257.15,2.48,0.77,3.84,1.0,3644257.15,0.0,125110.0,0.0,,,,1.79,,,,,60000.0,,,,1.79,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.18,0.9766,98.82,0.3085
2010-07-19,80110.0,2330386.34,1.63,0.49,2.42,1.0,2330386.34,0.0,80110.0,0.0,,,,,,,,,,,,,,,,,45000.0,0.0,1.42,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.88,0.9631,98.12,0.197
2010-07-20,80110.0,2373670.46,1.7,0.49,2.42,1.0,2373670.46,0.0,80110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.88,0.9631,98.12,0.197
2010-07-21,80110.0,2404587.69,1.7,0.49,2.46,1.0,2404587.69,0.0,80110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.85,0.9637,98.15,0.197
2010-07-22,80110.0,2429321.48,1.63,0.5,2.49,1.0,2429321.48,0.0,80110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.82,0.9642,98.18,0.197
2010-07-23,80110.0,2445553.03,1.54,0.5,2.52,1.0,2445553.03,0.0,80110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.81,0.9645,98.19,0.197
2010-07-26,20110.0,614488.86,0.39,0.13,0.63,0.0,614488.86,0.0,20110.0,0.0,,,,,,,,,,,,,,,,,60000.0,0.0,1.88,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.17,0.8669,92.83,0.0495
2010-07-27,20110.0,612742.6,0.39,0.13,0.63,0.0,612742.6,0.0,20110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.16,0.867,92.84,0.0495
2010-07-28,20110.0,610220.22,0.39,0.13,0.63,0.0,610220.22,0.0,20110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.18,0.8667,92.82,0.0495
2010-07-29,20110.0,607503.82,0.39,0.13,0.63,0.0,607503.82,0.0,20110.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.21,0.8662,92.79,0.0827
2010-07-30,1510.0,45921.6,0.03,0.01,0.05,0.0,45921.6,0.0,1510.0,0.0,,,,,,,,,,,,,,,,,18600.0,0.0,0.59,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2010-08-02,90510.0,2800589.15,1.72,0.57,2.84,1.0,2800589.15,89000.0,90510.0,2753866.25,,,,,,89000.0,,,,,,,,,2.79,89000.0,,2.81,,,,76.1,31.42,27958.0,865085.31,,0.88,76.1,1.6,0.9685,98.4,0.3195
2010-08-03,90510.0,2775264.21,1.6,0.57,2.9,1.0,2775264.21,89000.0,90510.0,2728963.81,,,,,,,,,,,,,,,,,,2.85,,,,76.1,30.51,27958.0,857262.59,,0.9,76.1,1.57,0.9691,98.43,0.3103
2010-08-04,144510.0,4464502.86,2.74,0.91,4.61,1.0,2796222.78,89000.0,90510.0,2749572.73,,,,,,,,,,,,,,,,,,2.83,,,,76.1,30.51,27958.0,863736.57,,0.89,76.1,0.99,0.9805,99.01,0.4954
2010-08-05,144567.0,4443946.46,2.73,0.91,4.63,1.0,2784002.56,89000.0,90567.0,2735833.45,,,,,,57.0,,,,,,,,,0.0,,,2.85,,,,76.1,30.51,27958.0,859420.58,,0.9,76.1,0.98,0.9798,98.98,0.4956
2010-08-06,37932.0,1147719.27,0.73,0.24,1.21,1.0,1147719.27,35000.0,37932.0,1059004.91,,,,0.04,,,,1.73,1365.0,54000.0,,,0.04,,,,54000.0,1.12,1.74,,,100.0,12.0,0.0,0.0,,0.0,100.0,3.77,0.8581,92.48,0.13
2010-08-09,5051.0,155802.31,0.1,0.03,0.16,0.0,155802.31,2119.0,5051.0,65362.32,,,,,,,,1.05,,32881.0,,,,,,,32881.0,0.07,1.05,,,5.45,0.73,36771.0,1134232.15,,1.15,5.45,28.93,0.3454,42.3,0.0173
2010-08-10,3629.0,111169.22,0.07,0.02,0.11,0.0,111169.22,2119.0,3629.0,64912.53,,,,,,,,,,,,,,,,,1422.0,0.07,0.05,,,5.45,0.72,36771.0,1126426.99,,1.18,5.45,40.15,0.5194,59.85,0.0124
2010-08-11,7629.0,231421.67,0.16,0.05,0.24,0.0,231421.67,2119.0,7629.0,64278.74,,,,,,4000.0,,,,,,,,,0.13,,,0.07,,,,5.45,0.72,36771.0,1115428.8,,1.17,5.45,27.96,0.3949,52.93,0.026
2010-08-12,7274.0,220372.21,0.15,0.05,0.23,0.0,220372.21,2119.0,7274.0,64196.96,,,,,,425.0,,,,,,,,,0.01,,780.0,0.07,0.02,,,5.45,0.72,36771.0,1114009.68,,1.16,5.45,29.09,0.4051,55.49,0.0248
2010-08-13,3274.0,100483.84,0.1,0.02,0.1,0.0,100483.84,2119.0,3274.0,65035.2,,,,,,,,,,,,,,,,,4000.0,0.07,0.13,,,5.45,0.72,36771.0,1128555.67,,1.15,5.45,21.57,0.4904,65.32,0.0112
2010-08-16,3274.0,100357.48,0.1,0.02,0.1,0.0,100357.48,2119.0,3274.0,64953.42,,,,,,,,,,,,,,,,,,0.07,,,,5.45,0.72,36771.0,1127136.55,,1.17,5.45,21.39,0.4931,65.61,0.0112
2010-08-17,3274.0,101684.21,0.1,0.02,0.1,0.0,101684.21,2119.0,3274.0,65812.11,,,,,,,,,,,,,,,,,,0.07,,,,5.45,0.72,36771.0,1142037.32,,1.17,5.45,21.41,0.4929,65.58,0.0112
2010-08-18,3274.0,101241.97,0.1,0.02,0.1,0.0,101241.97,2119.0,3274.0,65525.88,,,,,,,,,,,,,,,,,,0.07,,,,5.45,0.72,36771.0,1137070.39,,1.18,5.45,21.22,0.4957,65.88,0.0112
2010-08-19,3274.0,100452.25,0.1,0.02,0.1,0.0,100452.25,2119.0,3274.0,65014.76,,,,,,,,,,,,,,,,,,0.07,,,,5.45,0.72,36771.0,1128200.89,,1.18,5.45,21.28,0.4948,65.78,0.0111
2010-08-20,3149.0,97589.27,0.1,0.02,0.1,0.0,97589.27,2119.0,3149.0,65669.0,,,,,,,,,,,,,,,,,125.0,0.07,0.0,,,5.45,0.72,36771.0,1139553.86,,1.17,5.45,22.22,0.5229,68.13,0.0106
2010-08-23,2929.0,91251.77,0.09,0.02,0.09,0.0,91251.77,2119.0,2929.0,66016.56,,,,,,,,,,,,,,,,,220.0,0.07,0.01,,,5.45,0.72,36771.0,1145585.12,,1.18,5.45,23.73,0.5976,73.52,0.0099
2010-08-24,6613.0,202898.82,0.2,0.04,0.21,0.0,202898.82,2119.0,6613.0,65014.76,,,,0.12,,,,,3684.0,,,,0.12,,,,,0.07,,,,5.45,0.72,36771.0,1128200.89,,1.19,5.45,10.37,0.7929,88.43,0.0223
2010-08-25,6563.0,199401.74,0.2,0.04,0.21,0.0,199401.74,2119.0,6563.0,64380.97,,,,,,,,,,,,,,,,,50.0,0.07,0.0,,,5.45,0.72,36771.0,1117202.71,,1.17,5.45,10.59,0.8024,88.95,0.0222
2010-08-26,6533.0,199813.95,0.19,0.04,0.2,0.0,135003.64,2119.0,4414.0,64810.31,,,,,,,,,,,,,,,,,2149.0,0.07,0.07,,,5.45,0.72,36771.0,1124653.09,,1.16,5.45,10.73,0.8084,89.27,0.0221
2010-08-27,4414.0,135088.81,0.13,0.03,0.14,0.0,135088.81,0.0,4414.0,0.0,,,,,,,,0.07,,2119.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.84,0.7334,84.16,0.0149
2010-08-30,730.0,22566.76,0.02,0.0,0.02,0.0,22566.76,0.0,730.0,0.0,,,,,,,,,,,,,,,,,3684.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2010-08-31,730.0,22517.46,0.02,0.0,0.02,0.0,22517.46,0.0,730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016
2010-09-01,730.0,23080.92,0.02,0.0,0.02,0.0,23080.92,0.0,730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016
2010-09-02,45158.0,1416899.72,1.35,0.28,1.48,1.0,1416899.72,0.0,45158.0,0.0,,,,,,44428.0,,,,,,,,,1.46,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.49,0.9707,98.51,0.0999
2010-09-03,55158.0,1742904.9,1.77,0.35,1.79,1.0,1742904.9,0.0,55158.0,0.0,,,,0.31,,,,,10000.0,,,,0.31,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.23,0.9758,98.77,0.1216
2010-09-06,45158.0,1436941.96,1.46,0.28,1.47,1.0,1436941.96,0.0,45158.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.9705,98.5,0.085
2010-09-07,45158.0,1443041.78,1.48,0.28,1.47,1.0,1443041.78,0.0,45158.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.9705,98.5,0.0844
2010-09-08,7730.0,248208.52,0.22,0.05,0.25,0.0,248208.52,0.0,7730.0,0.0,,,,,,,,,,,,,,,,,37428.0,0.0,1.22,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.8,0.8394,91.2,0.0145
2010-09-09,7730.0,251042.63,0.22,0.05,0.25,0.0,251042.63,0.0,7730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.62,0.8425,91.38,0.0145
2010-09-10,7730.0,250744.31,0.22,0.05,0.26,0.0,250744.31,0.0,7730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.53,0.844,91.47,0.0135
2010-09-13,60730.0,1988698.73,1.73,0.38,2.04,1.0,1988698.73,0.0,60730.0,0.0,,,,,,60000.0,,,,,,,,,2.02,,7000.0,0.0,0.24,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.08,0.9787,98.92,0.1058
2010-09-14,60730.0,1981667.38,1.97,0.38,2.06,1.0,1981667.38,0.0,60730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9789,98.93,0.1058
2010-09-15,60730.0,1977565.77,1.9,0.38,2.05,1.0,1977565.77,0.0,60730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9788,98.93,0.1058
2010-09-16,60730.0,1951784.17,1.77,0.38,2.05,1.0,1951784.17,0.0,60730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9788,98.93,0.1058
2010-09-17,60730.0,1967604.69,1.74,0.38,2.02,1.0,1967604.69,0.0,60730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.09,0.9785,98.91,0.1058
2010-09-20,60730.0,1992800.35,1.8,0.38,2.04,1.0,1992800.35,0.0,60730.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.08,0.9787,98.92,0.1058
2010-09-21,60730.0,1979323.6,1.66,0.37,2.06,1.0,1979323.6,35000.0,60730.0,1140726.59,,,,,,,,,,,,,,,,35000.0,,1.19,,,,100.0,5.75,0.0,0.0,,0.0,100.0,1.07,0.9789,98.93,0.0997
2010-09-22,105730.0,3391905.62,2.76,0.64,3.57,1.0,3391905.62,35000.0,105730.0,1122828.87,,,,1.17,,10000.0,,,35000.0,,,,1.17,,0.34,,,1.18,,,,100.0,5.75,0.0,0.0,,0.0,100.0,9.48,0.8173,89.91,0.1736
2010-09-23,105730.0,3401086.71,2.64,0.64,3.52,1.0,3401086.71,35000.0,105730.0,1125868.11,,,,,,,,,,,,,,,,,,1.16,,,,100.0,5.75,0.0,0.0,,0.0,100.0,9.61,0.815,89.76,0.1736
2010-09-24,105730.0,3407207.45,2.51,0.64,3.53,1.0,3407207.45,35000.0,105730.0,1127894.26,,,,,,,,,,,,,,,,,,1.17,,,,100.0,5.75,0.0,0.0,,0.0,100.0,9.59,0.8154,89.79,0.1737
2010-09-27,100858.0,3260908.83,2.3,0.61,3.36,,3260908.83,35000.0,100858.0,1131608.89,,,,,,,,,,,,,,,,,4872.0,1.17,0.17,,,100.0,5.75,0.0,0.0,,0.0,100.0,5.15,0.89,94.2,0.1657
2010-09-28,100858.0,3241446.53,2.26,0.6,3.34,,3241446.53,35000.0,100858.0,1124855.03,,,,,,,,,,,,,,,,,,1.17,,,,100.0,5.63,0.0,0.0,,0.0,100.0,5.21,0.8889,94.13,0.1622
2010-09-29,228858.0,7333121.0,5.02,1.35,7.6,,7333121.0,35000.0,228858.0,1121478.1,,,,4.27,,,,,128000.0,,,,4.27,,,,,1.16,,,,100.0,5.63,0.0,0.0,,0.0,100.0,2.28,0.9499,97.44,0.3681
2010-09-30,266470.0,8520296.4,6.06,1.57,8.86,,8520296.4,35000.0,266470.0,1119114.25,,,,1.26,,,,,37612.0,,,,1.26,,,,,1.16,,,,100.0,5.63,0.0,0.0,,0.0,100.0,3.32,0.9306,96.41,0.4286
2010-10-01,266470.0,8530580.41,5.94,1.57,8.87,,8530580.41,35000.0,266470.0,1120465.02,,,,,,,,,,,,,,,,,,1.16,,,,100.0,5.63,0.0,0.0,,0.0,100.0,3.32,0.9305,96.4,0.4286
2010-10-04,261342.0,8401717.61,5.56,1.54,8.67,,8401717.61,35000.0,261342.0,1125192.72,,,,,,,,,,,,,,,,,5128.0,1.16,0.18,,,100.0,5.63,0.0,0.0,,0.0,100.0,1.39,0.9672,98.33,0.4203
2010-10-05,257741.0,8308332.37,5.22,1.52,8.59,,8308332.37,35000.0,257741.0,1128231.96,,,,,,,,,,,,,,,,,3601.0,1.17,0.12,,,100.0,5.64,0.0,0.0,,0.0,100.0,0.28,0.9943,99.71,0.4155
