,ALALO FP Equity_DX_SI_QTY,ALALO FP Equity_DX_SHORT_INTEREST_VALUE,ALALO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALALO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALALO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALALO FP Equity_DX_SI_MV,ALALO FP Equity_DX_DSS,ALALO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALALO FP Equity_DX_SUPPLY_SI_QTY,ALALO FP Equity_DX_BROKER_SI_QTY,ALALO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALALO FP Equity_DX_BROKER_SI_MV_NEW_x,ALALO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALALO FP Equity_DX_BROKER_SI_MV_INC_x,ALALO FP Equity_DX_BROKER_SI_QTY_ADD,ALALO FP Equity_DX_BROKER_SI_QTY_NEW,ALALO FP Equity_DX_SUPPLY_SI_MV_DEC,ALALO FP Equity_DX_BROKER_SI_QTY_INC,ALALO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALALO FP Equity_DX_BROKER_SI_MV_NEW_y,ALALO FP Equity_DX_BROKER_SI_MV_INC_y,ALALO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALALO FP Equity_DX_BROKER_SI_MV_ADD,ALALO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALALO FP Equity_DX_BROKER_SI_QTY_DEC,ALALO FP Equity_DX_SUPPLY_SI_MV,ALALO FP Equity_DX_BROKER_SI_MV_DEC,ALALO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALALO FP Equity_DX_UTILIZATION_QUANTITY,ALALO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALALO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALALO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALALO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALALO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALALO FP Equity_DX_BROKER_SI_CON_RATIO,ALALO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALALO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALALO FP Equity_PX_LAST
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0152
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0158
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0182
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0193
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0204
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0224
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0233
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0223
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0209
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0222
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0223
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0226
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0221
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0242
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0213
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0197
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0178
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0152
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0185
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0205
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0274
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0372
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0454
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0419
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0447
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0306
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0301
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0328
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0325
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0307
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0313
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0247
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0256
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0276
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033
2020-06-03,45000.0,1395.0,0.03,0.0,0.03,0.0,0.0,1395.0,0.0,45000.0,0.0,,,,45000.0,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.031
2020-06-04,45000.0,1422.0,0.03,0.0,0.03,0.0,0.0,1422.0,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0316
2020-06-05,45000.0,1417.5,0.03,0.0,0.03,0.0,0.0,1417.5,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0315
2020-06-08,45000.0,1264.5,0.03,0.0,0.03,0.0,0.0,1264.5,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0281
2020-06-09,45000.0,1296.0,0.03,0.0,0.03,0.0,0.0,1296.0,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0288
2020-06-10,45000.0,1305.0,0.03,0.0,0.03,0.0,0.0,1305.0,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.029
2020-06-11,45000.0,1332.0,0.03,0.0,0.03,0.0,0.0,1332.0,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0296
2020-06-12,45000.0,1219.5,0.03,0.0,0.03,0.0,0.0,1219.5,0.0,45000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0271
2020-06-15,24550.0,662.85,0.01,0.0,0.01,0.0,0.0,662.85,0.0,24550.0,0.0,,,,,,,,,,,,,,20450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.027
2020-06-16,24550.0,667.76,0.01,0.0,0.01,0.0,0.0,667.76,0.0,24550.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0272
2020-06-17,24550.0,655.49,0.01,0.0,0.01,0.0,0.0,655.49,0.0,24550.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.0267
2020-06-18,24550.0,662.85,0.01,0.0,0.01,0.0,0.0,662.85,0.0,24550.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.027
2020-06-19,40725.0,1168.81,0.02,0.0,0.02,0.0,0.0,1168.81,24600.0,40725.0,706.02,,,0.0,,,,16175.0,,,0.0,,,24600.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.8277,0.0287
2020-06-22,45725.0,1335.17,0.03,0.0,0.03,0.0,0.0,1335.17,29600.0,45725.0,864.32,,5000.0,0.0,,,,5000.0,,,0.0,5000.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0292
2020-06-23,45725.0,1371.75,0.03,0.0,0.03,0.0,0.0,1371.75,29600.0,45725.0,888.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.03
2020-06-24,45725.0,1321.45,0.03,0.0,0.03,0.0,0.0,1321.45,29600.0,45725.0,855.44,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0289
2020-06-25,45725.0,1280.3,0.03,0.0,0.03,0.0,0.0,1280.3,29600.0,45725.0,828.8,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.028
2020-06-26,45725.0,1312.31,0.03,0.0,0.03,0.0,0.0,1312.31,29600.0,45725.0,849.52,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0287
2020-06-29,45725.0,1248.29,0.03,0.0,0.03,0.0,0.0,1248.29,29600.0,45725.0,808.08,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0273
2020-06-30,45725.0,1239.15,0.03,0.0,0.03,0.0,0.0,1239.15,29600.0,45725.0,802.16,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0271
2020-07-01,45725.0,1248.29,0.03,0.01,0.03,0.0,0.0,1248.29,29600.0,45725.0,808.08,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0273
2020-07-02,45725.0,1211.71,0.03,0.01,0.03,0.0,0.0,1211.71,29600.0,45725.0,784.4,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0265
2020-07-03,45725.0,1202.57,0.03,0.01,0.03,0.0,0.0,1202.57,29600.0,45725.0,778.48,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0263
2020-07-06,45725.0,1216.29,0.03,0.01,0.03,0.0,0.0,1216.29,29600.0,45725.0,787.36,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0266
2020-07-07,45725.0,1211.71,0.03,0.01,0.03,0.0,0.0,1211.71,29600.0,45725.0,784.4,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0265
2020-07-08,45725.0,1197.99,0.03,0.01,0.03,0.0,0.0,1197.99,29600.0,45725.0,775.52,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0262
2020-07-09,45725.0,1138.55,0.03,0.01,0.03,0.0,0.0,1138.55,29600.0,45725.0,737.04,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0249
2020-07-10,45725.0,1101.97,0.03,0.01,0.03,0.0,0.0,1101.97,29600.0,45725.0,713.36,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0241
2020-07-13,45725.0,1069.96,0.03,0.01,0.03,0.0,0.0,1069.96,29600.0,45725.0,692.64,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0234
2020-07-14,45725.0,1129.41,0.03,0.01,0.03,0.0,0.0,1129.41,29600.0,45725.0,731.12,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0247
2020-07-15,45725.0,1106.55,0.03,0.01,0.03,0.0,0.0,1106.55,29600.0,45725.0,716.32,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0242
2020-07-16,45725.0,1371.75,0.03,0.01,0.03,0.0,0.0,1371.75,29600.0,45725.0,888.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.03
2020-07-17,45725.0,1207.14,0.03,0.01,0.03,0.0,0.0,1207.14,29600.0,45725.0,781.44,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0264
2020-07-20,45725.0,1202.57,0.03,0.01,0.03,0.0,0.0,1202.57,29600.0,45725.0,778.48,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0263
2020-07-21,45725.0,1207.14,0.03,0.01,0.03,0.0,0.0,1207.14,29600.0,45725.0,781.44,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0264
2020-07-22,45725.0,1197.99,0.03,0.01,0.03,0.0,0.0,1197.99,29600.0,45725.0,775.52,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0262
2020-07-23,45725.0,1175.13,0.03,0.02,0.03,0.0,0.0,1175.13,29600.0,45725.0,760.72,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0257
2020-07-24,45725.0,1147.7,0.03,0.02,0.03,0.0,0.0,1147.7,29600.0,45725.0,742.96,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0251
2020-07-27,45725.0,1133.98,0.03,0.02,0.03,0.0,0.0,1133.98,29600.0,45725.0,734.08,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0248
2020-07-28,45725.0,1129.41,0.03,0.02,0.03,0.0,0.0,1129.41,29600.0,45725.0,731.12,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.7724,0.0247
