,ALALO FP Equity_DX_SI_QTY,ALALO FP Equity_DX_SHORT_INTEREST_VALUE,ALALO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALALO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALALO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALALO FP Equity_DX_SI_MV,ALALO FP Equity_DX_DSS,ALALO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALALO FP Equity_DX_SUPPLY_SI_QTY,ALALO FP Equity_DX_BROKER_SI_QTY,ALALO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALALO FP Equity_DX_BROKER_SI_MV_NEW_x,ALALO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALALO FP Equity_DX_BROKER_SI_MV_INC_x,ALALO FP Equity_DX_BROKER_SI_QTY_ADD,ALALO FP Equity_DX_BROKER_SI_QTY_NEW,ALALO FP Equity_DX_SUPPLY_SI_MV_DEC,ALALO FP Equity_DX_BROKER_SI_QTY_INC,ALALO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALALO FP Equity_DX_BROKER_SI_MV_NEW_y,ALALO FP Equity_DX_BROKER_SI_MV_INC_y,ALALO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALALO FP Equity_DX_BROKER_SI_MV_ADD,ALALO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALALO FP Equity_DX_BROKER_SI_QTY_DEC,ALALO FP Equity_DX_SUPPLY_SI_MV,ALALO FP Equity_DX_BROKER_SI_MV_DEC,ALALO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALALO FP Equity_DX_UTILIZATION_QUANTITY,ALALO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALALO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALALO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALALO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALALO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALALO FP Equity_DX_BROKER_SI_CON_RATIO,ALALO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALALO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALALO FP Equity_PX_LAST
2021-12-13,3864046.0,4250.45,0.2,0.04,0.2,0.01,1.0,2284.65,1787087.0,2076959.0,1965.8,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,45.31,0.4564,49.88,0.9757,0.0011
2021-12-14,3864046.0,4636.86,0.2,0.04,0.2,0.01,1.0,2492.35,1787087.0,2076959.0,2144.5,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,46.46,0.4565,48.83,0.9757,0.0012
2021-12-15,3864046.0,4636.86,0.2,0.04,0.2,0.01,1.0,2492.35,1787087.0,2076959.0,2144.5,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,47.0,0.456,48.25,0.9757,0.0012
2021-12-16,3574174.0,3931.59,0.18,0.04,0.18,0.0,1.0,1965.8,1787087.0,1787087.0,1965.8,,,,,,,,,,,,,,289872.0,0.0,0.0,100.0,45.13,0.0,0.0,0.0,100.0,17.17,0.597,74.92,0.9025,0.0011
2021-12-17,3574174.0,3931.59,0.18,0.04,0.18,0.0,1.0,1965.8,1787087.0,1787087.0,1965.8,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,16.52,0.603,75.45,0.9025,0.0011
2021-12-20,3574174.0,4646.43,0.18,0.04,0.18,0.0,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,15.39,0.6243,77.14,0.9025,0.0013
2021-12-21,3574174.0,5003.84,0.18,0.04,0.18,0.0,1.0,2501.92,1787087.0,1787087.0,2501.92,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,16.14,0.6199,76.73,0.9025,0.0014
2021-12-22,3574174.0,4646.43,0.18,0.04,0.18,0.01,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,17.19,0.6051,75.51,0.9025,0.0013
2021-12-23,3574174.0,4646.43,0.18,0.03,0.18,0.0,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,16.62,0.6092,75.89,0.9025,0.0013
2021-12-24,3574174.0,4289.01,0.18,0.03,0.18,0.0,1.0,2144.5,1787087.0,1787087.0,2144.5,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,17.16,0.5997,75.12,0.9025,0.0012
2021-12-27,3574174.0,4646.43,0.18,0.04,0.18,0.0,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,16.05,0.6173,76.56,0.9025,0.0013
2021-12-28,3574174.0,4646.43,0.18,0.04,0.18,0.0,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,16.64,0.6108,76.01,0.9025,0.0013
2021-12-29,3574174.0,5003.84,0.18,0.04,0.18,0.02,1.0,2501.92,1787087.0,1787087.0,2501.92,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,5.1,0.8615,92.65,0.9025,0.0014
2021-12-30,3574174.0,5003.84,0.18,0.04,0.18,0.02,1.0,2501.92,1787087.0,1787087.0,2501.92,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,5.42,0.8549,92.27,0.9025,0.0014
2021-12-31,3574174.0,5003.84,0.18,0.04,0.18,0.02,1.0,2501.92,1787087.0,1787087.0,2501.92,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,5.42,0.855,92.28,0.9025,0.0014
2022-01-03,3574174.0,5361.26,0.18,0.03,0.18,0.02,1.0,2680.63,1787087.0,1787087.0,2680.63,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,5.41,0.8551,92.28,0.9025,0.0015
2022-01-04,3574174.0,4289.01,0.18,0.03,0.18,0.02,1.0,2144.5,1787087.0,1787087.0,2144.5,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,5.75,0.8481,91.88,0.9025,0.0012
2022-01-05,3574174.0,4646.43,0.18,0.03,0.18,0.01,1.0,2323.21,1787087.0,1787087.0,2323.21,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,4.78,0.868,93.02,0.9025,0.0013
2022-01-06,2994430.0,3593.32,0.15,0.03,0.15,0.01,1.0,1796.66,1497215.0,1497215.0,1796.66,,,,,,0.0,,289872.0,,,,,,289872.0,0.0,0.0,100.0,44.29,0.0,0.0,0.0,100.0,2.38,0.9535,97.62,0.8858,0.0012
2022-01-07,2994430.0,3593.32,0.15,0.03,0.15,0.01,1.0,1796.66,1497215.0,1497215.0,1796.66,,,,,,,,,,,,,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,2.31,0.9548,97.69,0.8858,0.0012
2022-01-10,2994430.0,3293.87,0.15,0.03,0.15,0.01,1.0,1646.94,1497215.0,1497215.0,1646.94,,,,,,,,,,,,,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,2.32,0.9547,97.68,0.8858,0.0011
2022-01-11,2994430.0,3593.32,0.15,0.03,0.15,0.01,1.0,1796.66,1497215.0,1497215.0,1796.66,,,,,,,,,,,,,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,2.25,0.9561,97.75,0.8858,0.0012
2022-01-12,2994430.0,3293.87,0.15,0.03,0.15,0.01,1.0,1646.94,1497215.0,1497215.0,1646.94,,,,,,,,,,,,,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,2.31,0.9549,97.69,0.8858,0.0011
2022-01-13,2994430.0,3593.32,0.15,0.03,0.15,0.01,1.0,1796.66,1497215.0,1497215.0,1796.66,,,,,,,,,,,,,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,2.24,0.9562,97.76,0.8858,0.0012
2022-01-14,3284302.0,3612.73,0.17,0.03,0.17,0.02,1.0,1965.8,1497215.0,1787087.0,1646.94,,,,289872.0,,,,,,,,0.0,,,0.0,,100.0,44.29,0.0,0.0,0.0,100.0,17.49,0.6815,80.66,0.9716,0.0011
2022-01-17,3574174.0,3931.59,0.18,0.03,0.18,0.01,1.0,1965.8,1787087.0,1787087.0,1965.8,,289872.0,,,,,,,,,289872.0,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,4.46,0.8749,93.4,0.9025,0.0011
2022-01-18,3574174.0,3574.17,0.18,0.04,0.18,0.01,1.0,1787.09,1787087.0,1787087.0,1787.09,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,4.46,0.8744,93.38,0.9025,0.001
2022-01-19,3574174.0,3574.17,0.18,0.04,0.18,0.01,1.0,1787.09,1787087.0,1787087.0,1787.09,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,4.11,0.8817,93.79,0.9025,0.001
2022-01-20,3574174.0,3574.17,0.18,0.04,0.18,0.01,1.0,1787.09,1787087.0,1787087.0,1787.09,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,4.11,0.8817,93.78,0.9025,0.001
2022-01-21,3574174.0,3216.76,0.18,0.04,0.18,0.02,1.0,1608.38,1787087.0,1787087.0,1608.38,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,19.11,0.6627,79.11,0.9025,0.0009
2022-01-24,3574174.0,73627.98,5.51,0.04,5.51,0.02,1.0,36813.99,1787087.0,1787087.0,36813.99,,,,,,,,,,,,,,,0.0,,100.0,45.13,0.0,0.0,0.0,100.0,19.17,0.6628,79.11,0.9025,0.0206
2022-01-25,3367174.0,67680.2,5.19,0.04,5.19,0.02,1.0,35920.45,1580087.0,1787087.0,31759.75,,,,,,0.0,,207000.0,,,,,,,0.0,,100.0,7.95,1.0,0.02,0.0,100.0,14.92,0.7235,83.73,0.1694,0.0201
2022-01-26,1776316.0,35526.32,2.74,0.02,2.74,0.02,1.0,34334.98,59567.0,1716749.0,1191.34,,,0.0,,,0.0,9662.0,1527419.0,,0.0,,,6899.0,80000.0,0.0,0.0,100.0,0.29,0.0,0.0,0.0,100.0,25.55,0.617,74.28,0.0869,0.02
2022-01-27,1776316.0,30197.37,2.74,0.02,2.74,0.02,1.0,29184.73,59567.0,1716749.0,1012.64,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,26.37,0.6091,73.45,22.3906,0.017
2022-01-28,1776982.0,31097.19,2.74,0.02,2.74,0.02,1.0,30054.76,59567.0,1717415.0,1042.42,,,,666.0,,,,,,,,0.0,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,26.27,0.6096,73.53,22.399,0.0175
2022-01-31,1489844.0,24582.43,2.3,0.02,2.3,0.02,1.0,23599.57,59567.0,1430277.0,982.86,,,0.0,,,,2734.0,,,0.0,,,,289872.0,0.0,0.0,100.0,75.08,0.0,0.0,0.0,100.0,15.63,0.728,83.88,18.7796,0.0165
2022-02-01,209976.0,3464.6,0.32,0.0,0.32,0.01,0.0,2481.75,59567.0,150409.0,982.86,,,,,,,,,,,,,,1279868.0,0.0,0.01,100.0,75.08,0.0,0.0,0.0,100.0,46.04,0.4866,52.38,2.6468,0.0165
2022-02-02,209976.0,3254.63,0.32,0.0,0.32,0.01,0.0,2331.34,59567.0,150409.0,923.29,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,45.12,0.4877,53.28,2.6468,0.0155
2022-02-03,209976.0,2939.66,0.32,0.0,0.32,0.01,0.0,2105.73,59567.0,150409.0,833.94,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,43.38,0.4915,55.06,2.6468,0.014
2022-02-04,209976.0,2834.68,0.32,0.0,0.32,0.01,0.0,2030.52,59567.0,150409.0,804.15,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,42.87,0.4934,55.62,2.6468,0.0135
2022-02-07,209976.0,2582.7,0.32,0.0,0.32,0.01,0.0,1850.03,59567.0,150409.0,732.67,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,40.93,0.4995,57.59,2.6468,0.0123
2022-02-08,209976.0,2603.7,0.32,0.0,0.32,0.01,0.0,1865.07,59567.0,150409.0,738.63,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,40.62,0.5016,58.0,2.6468,0.0124
2022-02-09,209976.0,2561.71,0.32,0.0,0.32,0.01,0.0,1834.99,59567.0,150409.0,726.72,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,40.44,0.5022,58.18,2.6468,0.0122
2022-02-10,119867.0,1414.43,0.18,0.0,0.18,0.0,0.0,711.54,59567.0,60300.0,702.89,,,,,,,,,,,,,,90109.0,0.0,0.0,100.0,75.08,0.0,0.0,0.0,100.0,24.22,0.6069,74.02,1.5109,0.0118
2022-02-11,119867.0,1306.55,0.18,0.0,0.18,0.0,0.0,657.27,59567.0,60300.0,649.28,,,,,,,,,,,,,,,0.0,,100.0,75.08,0.0,0.0,0.0,100.0,24.15,0.6079,74.12,1.5109,0.0109
2022-02-14,128355.0,1411.91,0.2,0.0,0.2,0.0,0.0,756.67,68055.0,68788.0,748.61,,8488.0,,8488.0,,,,,,,8488.0,0.0,,,0.0,,100.0,77.49,0.0,0.0,0.0,100.0,22.64,0.5897,73.32,1.4616,0.011
2022-02-15,173513.0,1769.83,0.27,0.0,0.27,0.0,0.0,1162.25,113213.0,113946.0,1154.77,,45158.0,0.0,,,,45158.0,,,0.0,45158.0,,,,0.0,,100.0,85.14,0.0,0.0,0.0,100.0,20.18,0.4873,65.57,1.3048,0.0102
2022-02-16,173513.0,1700.43,0.27,0.01,0.27,0.0,0.0,1116.67,113213.0,113946.0,1109.49,,,,,,,,,,,,,,,0.0,,100.0,85.14,0.0,0.0,0.0,100.0,19.78,0.4988,66.68,1.3048,0.0098
2022-02-17,173513.0,1648.37,0.27,0.01,0.27,0.0,0.0,1082.49,113213.0,113946.0,1075.52,,,,,,,,,,,,,,,0.0,,100.0,85.14,0.0,0.0,0.0,100.0,19.56,0.5051,67.28,1.3048,0.0095
2022-02-18,150934.0,1418.78,0.23,0.0,0.23,0.0,0.0,858.85,113213.0,91367.0,1064.2,,,,,,,,,,,,,,22579.0,0.0,0.0,100.0,85.14,0.0,0.0,0.0,100.0,20.62,0.5512,70.97,1.135,0.0094
2022-02-21,150934.0,1448.97,0.23,0.01,0.23,0.0,0.0,877.12,90634.0,91367.0,870.09,,,,,,0.0,,22579.0,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,20.37,0.5544,71.26,1.3672,0.0096
2022-02-22,150934.0,1343.31,0.14,0.01,0.14,0.0,0.0,813.17,90634.0,91367.0,806.64,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,20.38,0.5529,71.14,1.3671,0.0089
2022-02-23,150934.0,1252.75,0.14,0.01,0.14,0.0,0.0,758.35,90634.0,91367.0,752.26,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,19.89,0.564,72.09,1.3671,0.0083
2022-02-24,150935.0,1071.64,0.14,0.01,0.14,0.0,0.0,648.71,90634.0,91368.0,643.5,,,0.0,,,,1.0,,,0.0,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,19.38,0.5767,73.14,1.3672,0.0071
2022-02-25,150935.0,1086.73,0.14,0.01,0.14,0.0,0.0,657.85,90634.0,91368.0,652.56,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,19.57,0.5875,73.9,1.3672,0.0072
2022-02-28,150935.0,1056.55,0.14,0.01,0.14,0.0,0.0,639.58,90634.0,91368.0,634.44,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,18.7,0.5956,74.66,1.3672,0.007
2022-03-01,150935.0,1026.36,0.14,0.01,0.14,0.0,0.0,621.3,90634.0,91368.0,616.31,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,18.54,0.5992,74.95,1.3672,0.0068
2022-03-02,150935.0,996.17,0.14,0.01,0.14,0.0,0.0,603.03,90634.0,91368.0,598.18,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,18.37,0.603,75.25,1.3672,0.0066
2022-03-03,150935.0,1041.45,0.14,0.01,0.14,0.0,0.0,630.44,90634.0,91368.0,625.37,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,18.3,0.6064,75.5,1.3672,0.0069
2022-03-04,150935.0,1056.55,0.14,0.02,0.14,0.0,0.0,639.58,90634.0,91368.0,634.44,,,,,,,,,,,,,,,0.0,,100.0,82.1,0.0,0.0,0.0,100.0,18.29,0.6033,75.28,1.3672,0.007
2022-03-07,150935.0,905.61,0.14,0.03,0.14,0.0,0.0,548.21,90634.0,91368.0,543.8,,,,,,,,,,,,,,,0.0,,100.0,43.69,0.0,0.0,0.0,100.0,18.4,0.6005,75.07,0.7275,0.006
2022-03-08,150935.0,799.96,0.14,0.03,0.14,0.0,0.0,484.25,90634.0,91368.0,480.36,,,,,,,,,,,,,,,0.0,,100.0,42.56,0.0,0.0,0.0,100.0,17.63,0.6206,76.62,0.7087,0.0053
2022-03-09,150935.0,890.52,0.14,0.03,0.14,0.0,0.0,539.07,90634.0,91368.0,534.74,,,,,,,,,,,,,,,0.0,,100.0,49.54,0.0,0.0,0.0,100.0,17.27,0.6335,77.57,0.8249,0.0059
2022-03-10,150935.0,784.86,0.14,0.03,0.14,0.0,0.0,475.11,90634.0,91368.0,471.3,,,,,,,,,,,,,,,0.0,,100.0,49.54,0.0,0.0,0.0,100.0,17.55,0.6227,76.78,0.8249,0.0052
2022-03-11,150935.0,799.96,0.14,0.03,0.14,0.0,0.0,484.25,90634.0,91368.0,480.36,,,,,,,,,,,,,,,0.0,,100.0,49.54,0.0,0.0,0.0,100.0,17.69,0.6296,77.23,0.8249,0.0053
2022-03-14,150935.0,799.96,0.14,0.03,0.14,0.0,0.0,484.25,90634.0,91368.0,480.36,,,,,,,,,,,,,,,0.0,,100.0,18.77,0.0,0.0,0.0,100.0,17.16,0.6346,77.67,0.3125,0.0053
2022-03-15,150935.0,754.68,0.14,0.03,0.14,0.0,0.0,456.84,90634.0,91368.0,453.17,,,,,,,,,,,,,,,0.0,,100.0,23.64,0.0,0.0,0.0,100.0,17.11,0.6352,77.72,0.3936,0.005
2022-03-16,283190.0,1500.91,0.25,0.05,0.25,0.0,0.0,1105.7,204889.0,208623.0,1085.91,,114255.0,0.0,,,,117255.0,,,0.0,114255.0,,,,0.0,,100.0,91.2,0.0,0.0,0.0,100.0,14.69,0.486,66.45,1.2605,0.0053
2022-03-17,549856.0,2694.29,0.49,0.1,0.49,0.01,0.0,2083.92,421555.0,425289.0,2065.62,,216666.0,0.0,,,,216666.0,,,0.0,216666.0,,,,0.0,,100.0,95.52,0.0,0.0,0.0,100.0,26.64,0.431,58.89,1.2459,0.0049
2022-03-18,530532.0,2811.82,0.48,0.09,0.48,0.0,0.0,2202.82,411893.0,415627.0,2183.03,,,,,,0.0,,9662.0,,,,,,9662.0,0.0,0.0,100.0,95.42,0.0,0.0,0.0,100.0,22.91,0.3638,52.46,1.2291,0.0053
2022-03-21,530532.0,2705.71,0.48,0.09,0.48,0.0,0.0,2119.7,411893.0,415627.0,2100.65,,,,,,,,,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,21.95,0.3676,53.15,1.2291,0.0051
2022-03-22,530532.0,2440.45,0.48,0.08,0.48,0.0,0.0,1911.88,411893.0,415627.0,1894.71,,,,,,,,,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,22.28,0.3662,52.91,1.2291,0.0046
2022-03-23,530532.0,2440.45,0.48,0.07,0.48,0.0,0.0,1911.88,411893.0,415627.0,1894.71,,,,,,,,,,,,,,,0.0,,100.0,68.08,0.0,0.0,0.0,100.0,23.81,0.3548,51.02,0.8769,0.0046
2022-03-24,594506.0,2675.28,0.53,0.08,0.53,0.0,0.0,2158.2,411893.0,479601.0,1853.52,,,0.0,,,,63974.0,,,0.0,,,,,0.0,,100.0,68.08,0.0,0.0,0.0,100.0,21.43,0.3243,48.15,0.9827,0.0045
2022-03-25,594506.0,2675.28,0.53,0.08,0.53,0.0,0.0,2158.2,411893.0,479601.0,1853.52,,,,,,,,,,,,,,,0.0,,100.0,68.08,0.0,0.0,0.0,100.0,21.75,0.3223,47.78,0.9827,0.0045
2022-03-28,644506.0,2964.73,0.58,0.09,0.58,0.0,0.0,2206.16,475867.0,479601.0,2188.99,,63974.0,,,,,,,,,63974.0,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.31,0.3069,45.28,0.9634,0.0046
2022-03-29,644506.0,2964.73,0.58,0.09,0.58,0.0,0.0,2206.16,475867.0,479601.0,2188.99,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.35,0.3076,45.43,0.9634,0.0046
2022-03-30,644506.0,2706.93,0.58,0.09,0.58,0.0,0.0,2014.32,475867.0,479601.0,1998.64,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.37,0.3078,45.48,0.9634,0.0042
2022-03-31,644506.0,2771.38,0.58,0.09,0.58,0.0,0.0,2062.28,475867.0,479601.0,2046.23,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.57,0.305,44.87,0.9634,0.0043
2022-04-01,644506.0,2706.93,0.58,0.09,0.58,0.0,0.0,2014.32,475867.0,479601.0,1998.64,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.25,0.3071,45.29,0.9634,0.0042
2022-04-04,644506.0,2642.47,0.58,0.09,0.58,0.0,0.0,1966.36,475867.0,479601.0,1951.05,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.53,0.3047,44.83,0.9634,0.0041
2022-04-05,644506.0,2578.02,0.58,0.09,0.58,0.0,0.0,1918.4,475867.0,479601.0,1903.47,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,20.78,0.3044,44.74,0.9634,0.004
2022-04-06,644506.0,2384.67,0.58,0.09,0.58,0.0,0.0,1774.52,475867.0,479601.0,1760.71,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,21.0,0.3038,44.61,0.9634,0.0037
2022-04-07,644506.0,2513.57,0.58,0.08,0.58,0.0,0.0,1870.44,475867.0,479601.0,1855.88,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,22.01,0.3016,44.04,0.9634,0.0039
2022-04-08,644506.0,2384.67,0.58,0.08,0.58,0.0,0.0,1774.52,475867.0,479601.0,1760.71,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,21.26,0.3062,45.01,0.9634,0.0037
2022-04-11,644506.0,1997.97,0.58,0.05,0.58,0.0,0.0,1486.76,475867.0,479601.0,1475.19,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,21.81,0.302,44.15,0.9634,0.0031
2022-04-12,644506.0,1675.72,0.58,0.05,0.58,0.0,0.0,1246.96,475867.0,479601.0,1237.25,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,24.01,0.2979,42.88,0.9634,0.0026
2022-04-13,644506.0,1353.46,0.58,0.05,0.58,0.0,0.0,1007.16,475867.0,479601.0,999.32,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,26.44,0.2949,41.49,0.9634,0.0021
2022-04-14,644506.0,1353.46,0.58,0.04,0.58,0.0,0.0,1007.16,475867.0,479601.0,999.32,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,29.13,0.2814,36.9,0.9634,0.0021
2022-04-15,644506.0,1353.46,0.58,0.04,0.58,0.0,0.0,1007.16,475867.0,479601.0,999.32,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,29.13,0.2814,36.9,0.9634,
2022-04-18,644506.0,1353.46,0.58,0.04,0.58,0.0,0.0,1007.16,475867.0,479601.0,999.32,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,29.91,0.2936,39.48,0.9634,
2022-04-19,644506.0,1289.01,0.58,0.04,0.58,0.0,0.0,959.2,475867.0,479601.0,951.73,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,29.88,0.2936,39.5,0.9634,0.002
2022-04-20,644506.0,1224.56,0.58,0.04,0.58,0.0,0.0,911.24,475867.0,479601.0,904.15,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,30.69,0.2937,39.03,0.9634,0.0019
2022-04-21,644506.0,1160.11,0.58,0.04,0.58,0.0,0.0,863.28,475867.0,479601.0,856.56,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,31.56,0.2941,38.52,0.9634,0.0018
2022-04-22,644506.0,1095.66,0.58,0.04,0.58,0.0,0.0,815.32,475867.0,479601.0,808.97,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,32.44,0.293,37.64,0.9634,0.0017
2022-04-25,644506.0,1095.66,0.58,0.04,0.58,0.0,0.0,815.32,475867.0,479601.0,808.97,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,33.58,0.2959,37.37,0.9634,0.0017
2022-04-26,644506.0,966.76,0.58,0.04,0.58,0.0,0.0,719.4,475867.0,479601.0,713.8,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,33.51,0.2958,37.41,0.9634,0.0015
2022-04-27,644506.0,902.31,0.58,0.04,0.58,0.0,0.0,671.44,475867.0,479601.0,666.21,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,35.87,0.2991,36.02,0.9634,0.0014
2022-04-28,644506.0,837.86,0.58,0.04,0.58,0.0,0.0,623.48,475867.0,479601.0,618.63,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,35.24,0.3017,37.2,0.9634,0.0013
2022-04-29,644506.0,902.31,0.58,0.04,0.58,0.0,0.0,671.44,475867.0,479601.0,666.21,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,33.88,0.3029,38.61,0.9634,0.0014
2022-05-02,644506.0,773.41,0.58,0.04,0.58,0.0,0.0,575.52,475867.0,479601.0,571.04,,,,,,,,,,,,,,,0.0,,100.0,71.13,0.0,0.0,0.0,100.0,35.16,0.3017,37.26,0.9634,0.0012
2022-05-03,1258506.0,1510.21,1.13,0.07,1.13,0.0,1.0,943.92,782867.0,786601.0,939.44,,307000.0,0.0,,,,307000.0,,,0.0,307000.0,,,,0.0,,100.0,80.21,0.0,0.0,0.0,100.0,9.89,0.6284,78.13,1.2895,0.0012
