,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_y,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity
2009-11-12,3906956.0,260464225.18,5.21,6.26,3.09,325.43,1.0,166358180.81,2911987.0,2495368.0,194132833.26,,,80617.0,10.21,,,,14.58,90571.0,180423.0,,,10.21,80617.0,,80000.0,60620.0,241.0,4.75,,,18.63,18.63,12716590.0,847774267.56,,1048.91,18.68,19.69,0.1282,23.44,0.25
2009-11-13,3979060.0,267843494.06,5.3,6.38,3.14,330.75,1.0,171538953.74,2931899.0,2548368.0,197355675.06,,,82393.0,4.52,,,,5.47,53000.0,66813.0,,,4.52,82393.0,,4332.0,,241.7,,,,18.46,18.46,12951034.0,871776298.5,,1070.08,18.43,19.14,0.1257,23.1,0.2505
2009-11-16,4186848.0,283826538.97,5.58,6.78,3.31,349.29,1.0,177737858.31,3067191.0,2621888.0,207924960.71,,,172582.0,6.78,,,,3.11,79000.0,38517.0,,,6.78,172582.0,,1227.0,5480.0,254.85,1.08,,,19.21,19.21,12902878.0,874686448.01,,1074.81,19.17,18.1,0.1167,21.7,0.2622
2009-11-17,4167109.0,276494518.07,5.55,6.77,3.29,350.67,1.0,171776103.16,2993635.0,2588875.0,198632593.15,,,47218.0,1.26,,,,9.66,1987.0,120774.0,,,1.26,47218.0,,,35000.0,251.28,3.03,,,18.86,18.86,12876513.0,854377760.78,,1074.03,18.96,18.41,0.1186,22.08,0.2626
2009-11-18,4033830.0,270226374.52,5.37,6.64,3.19,334.41,1.0,169174399.7,2900155.0,2525367.0,194281457.38,,,7643.0,0.09,,,,10.08,1600.0,113146.0,,,0.09,7643.0,,12023.0,65108.0,237.62,5.33,,,18.16,18.16,13071004.0,875626891.14,,1074.29,18.11,18.73,0.1178,21.52,0.2526
2009-11-19,3928684.0,260738122.2,5.23,6.69,3.1,326.33,1.0,161009548.87,2862664.0,2426019.0,189988717.81,,5244.0,11993.0,2.59,0.43,,,4.47,31000.0,54772.0,,5244.0,2.59,11993.0,,44.0,130348.0,237.35,11.74,,,17.96,17.96,13078295.0,867977694.27,,1080.81,18.01,18.19,0.1137,20.93,0.2465
2009-11-20,3946654.0,258709638.01,5.26,6.9,3.12,324.94,1.0,162307103.49,2790634.0,2476019.0,182930632.37,,,37788.0,3.67,,,,10.31,50000.0,115863.0,,,3.67,37788.0,,6045.0,,229.22,,,,17.58,17.58,13083399.0,857638247.3,,1070.35,17.64,18.05,0.1144,21.14,0.2486
2009-11-23,4058671.0,271037741.26,5.41,7.27,3.21,331.82,1.0,171024787.96,2817649.0,2561021.0,188162386.31,,,43334.0,7.23,,,,3.14,86802.0,34565.0,,,7.23,43334.0,,18246.0,1800.0,228.66,0.17,,,17.77,17.77,13039118.0,870751310.15,,1062.52,17.71,17.31,0.1153,21.3,0.256
2009-11-24,4108616.0,273775446.57,5.47,7.43,3.25,339.63,1.0,174845648.89,2804663.0,2623952.0,186887230.47,,,19116.0,5.85,,4000.0,,2.42,65000.0,35623.0,,,5.85,19116.0,0.35,3521.0,6069.0,231.81,0.8,,,17.71,17.71,13029521.0,868215216.59,,1075.18,17.74,17.37,0.1144,20.53,0.2595
2009-11-25,4063658.0,273866438.12,5.41,7.33,3.21,335.33,1.0,173151262.24,2885647.0,2569236.0,194475486.27,,,43878.0,1.32,,56000.0,,1.57,25300.0,17906.0,,,1.32,43878.0,4.65,55012.0,136016.0,236.71,10.67,,,18.14,18.14,13024880.0,877799630.92,,1073.94,18.06,17.83,0.1177,20.9,0.2554
2009-11-26,4095400.0,267136413.94,5.46,7.43,3.24,340.03,1.0,170465502.79,2867300.0,2613363.0,187029408.53,,,333.0,7.8,,,,1.61,88500.0,22922.0,,,7.8,333.0,,4242.0,44373.0,238.2,3.48,,,18.09,18.09,12982047.0,846798232.45,,1069.76,18.21,18.01,0.1193,20.64,0.2584
2009-11-27,3978705.0,260424819.04,5.3,7.23,3.14,325.51,1.0,170590642.13,2745330.0,2606241.0,179694666.6,,,,0.03,,,,11.21,1200.0,129586.0,,,0.03,,,7616.0,8322.0,222.32,0.16,,,17.33,17.33,13093804.0,857050607.5,,1059.14,17.35,18.27,0.1244,21.51,0.2512
2009-11-30,4031326.0,262566051.86,5.37,7.46,3.19,327.47,1.0,170498728.75,2776818.0,2617764.0,180858144.19,,,28464.0,3.89,,,,2.11,47564.0,25709.0,,,3.89,28464.0,,28733.0,36041.0,224.7,5.05,,,17.48,17.48,13113194.0,854081157.37,,1060.06,17.49,17.51,0.119,20.82,0.2537
2009-12-01,4470456.0,296874963.9,5.96,8.41,3.53,363.52,1.0,197104403.83,2866465.0,2968073.0,190356798.81,19.64,,67974.0,9.52,,,243611.0,14.81,112336.0,179305.0,19.64,,9.52,67974.0,,200978.0,5638.0,231.39,0.58,,,17.99,17.99,13070595.0,867994768.04,,1058.71,17.94,15.53,0.1046,18.57,0.2805
2009-12-02,4459370.0,299994548.31,5.94,8.5,3.52,368.27,1.0,199543125.9,2853840.0,2966176.0,191985962.54,,,2547.0,,,2445.0,,2.05,,27017.0,,,,2547.0,0.21,11845.0,4342.0,235.6,0.34,,,17.94,17.94,13053866.0,878170825.56,,1076.97,17.95,15.68,0.1049,18.41,0.2803
2009-12-03,4433971.0,295526964.59,5.91,8.96,3.5,367.2,1.0,196634957.43,2812986.0,2950234.0,187487291.64,,,14570.0,,,,,4.82,,58292.0,,,,14570.0,,2868.0,15942.0,233.68,1.19,,,17.69,17.69,13090835.0,872512411.89,,1085.6,17.71,15.9,0.1054,18.33,0.2788
2009-12-04,4737690.0,317148267.25,6.31,9.83,3.74,394.82,1.0,212946061.11,2930456.0,3181075.0,196169239.15,,,55476.0,22.56,,,,2.3,274179.0,28060.0,,,22.56,55476.0,,90054.0,43338.0,243.69,1.41,,,18.42,18.42,12982721.0,869083344.27,,1074.77,18.48,14.87,0.1059,16.66,0.2977
2009-12-07,4821747.0,323086881.81,6.42,10.11,3.81,401.79,1.0,215344886.26,2976782.0,3213806.0,199462811.76,,2020.0,30992.0,3.04,0.17,,,1.85,37000.0,22339.0,,2020.0,3.04,30992.0,,48883.0,4269.0,246.99,0.48,1.09,,18.78,18.78,12871268.0,862454592.3,13230.0,1066.51,18.8,14.66,0.1051,16.33,0.3042
2009-12-08,4627289.0,306766469.83,6.17,9.88,3.66,384.79,1.0,201707073.9,2985645.0,3042565.0,197933558.25,,,23815.0,0.11,,,,2.83,1300.0,34062.0,,,0.11,23815.0,,19110.0,172541.0,247.88,14.58,,,18.87,18.87,12839704.0,851209135.59,,1062.14,18.92,15.21,0.1034,16.89,0.2924
2009-12-09,4595671.0,299768293.84,6.12,9.79,3.63,378.1,1.0,198213797.16,2972927.0,3038765.0,193919289.37,,,22985.0,2.44,,,,3.7,31200.0,43836.0,,,2.44,22985.0,,8133.0,35000.0,243.24,3.39,,,18.69,18.69,12931464.0,843498783.99,,1055.71,18.73,15.25,0.1039,17.03,0.289
2009-12-10,4585453.0,298027217.15,6.11,10.27,3.62,372.27,1.0,200824112.66,2920590.0,3089884.0,189821007.9,,,14571.0,2.85,,2000.0,,6.73,49119.0,75908.0,,,2.85,14571.0,0.16,9000.0,,235.5,,,,18.39,18.39,12960151.0,842332859.25,,1044.69,18.4,15.03,0.1039,17.64,0.2887
2009-12-11,4533265.0,294635307.04,6.04,10.56,3.58,368.17,1.0,202456503.52,2843277.0,3115000.0,184796121.98,,,,1.59,,,,6.84,25116.0,84553.0,,,1.59,,,7240.0,,229.52,,,,17.69,17.69,13227875.0,859733329.53,,1065.41,17.72,15.25,0.1046,17.94,0.2821
2009-12-14,4498844.0,294761180.06,5.99,10.73,3.55,365.3,1.0,200727792.73,2860213.0,3063643.0,187399198.35,,,52518.0,0.54,,,,4.53,6628.0,56211.0,,,0.54,52518.0,,20629.0,57985.0,230.17,4.76,,,17.78,17.78,13229996.0,866820283.87,,1065.66,17.76,15.45,0.1063,18.87,0.2796
2009-12-15,4525560.0,298852090.15,6.03,11.02,3.58,369.95,1.0,201333960.7,2883232.0,3048829.0,190398516.34,,4358.0,16522.0,0.75,0.36,,,4.21,8300.0,54412.0,,4358.0,0.75,16522.0,,56551.0,23114.0,235.01,1.82,,,17.91,17.91,13213319.0,872561186.02,,1075.17,17.94,15.59,0.106,18.76,0.2812
2009-12-16,4155515.0,277807196.07,5.54,10.47,3.28,342.08,1.0,183103663.11,2845055.0,2738914.0,190199470.39,,,24513.0,,,,,5.39,,68233.0,,,,24513.0,,9901.0,66304.0,233.17,4.54,0.36,19.96,17.24,17.24,13661684.0,913319799.26,4358.0,1120.12,17.23,16.96,0.1158,20.03,0.2517
2009-12-17,4187790.0,278881960.08,5.58,10.95,3.31,348.8,1.0,178327319.09,2881654.0,2677826.0,191901054.21,,,20772.0,2.36,,,,25.76,29791.0,315492.0,,,2.36,20772.0,,331319.0,90879.0,239.85,6.84,,,17.46,17.46,13627268.0,907495172.96,,1126.79,17.55,17.94,0.1286,19.33,0.2537
2009-12-18,4167320.0,274791074.05,5.55,11.04,3.29,344.5,1.0,175193453.73,2870158.0,2656881.0,189256836.41,,2350.0,12896.0,0.1,0.19,,,2.83,2631.0,32954.0,,2350.0,0.1,12896.0,,6212.0,23576.0,235.8,1.34,,,17.47,17.47,13556072.0,893880859.83,,1112.14,17.49,17.94,0.1294,19.52,0.2537
2009-12-21,3766906.0,252619086.28,5.02,10.05,2.98,311.33,1.0,178599578.7,2784574.0,2663171.0,186741198.09,,,13416.0,1.06,,,,8.92,12300.0,107320.0,,,1.06,13416.0,,8320.0,6010.0,227.76,0.64,,,16.68,16.68,13909154.0,932786157.75,,1139.68,16.66,18.33,0.126,21.05,0.2256
2009-12-22,3708559.0,244990117.78,4.94,10.38,2.93,307.45,1.0,172565360.41,2788950.0,2612223.0,184240075.18,,,25261.0,0.56,,,,2.7,5000.0,32660.0,,,0.56,25261.0,,11775.0,55948.0,231.35,5.53,,,16.7,16.7,13909057.0,918842470.24,,1148.98,16.76,18.79,0.1256,20.26,0.2221
2009-12-23,3335225.0,223938883.68,4.44,9.41,2.64,275.05,1.0,169391320.33,2102337.0,2522823.0,141158392.88,,,104.0,0.74,,,,57.52,10000.0,691717.0,,,0.74,104.0,,5000.0,99400.0,171.48,7.59,,,12.62,12.62,14557468.0,977440242.61,,1192.95,12.57,20.55,0.1311,22.51,0.2002
2009-12-24,2939570.0,199558579.42,3.92,8.34,2.32,243.88,1.0,144600457.44,2110660.0,2130017.0,143286368.84,,,24000.0,5.37,,,,2.34,59800.0,31626.0,,,5.37,24000.0,,15949.0,452606.0,175.03,38.15,,,12.68,12.68,14540270.0,987095264.14,,1204.79,12.68,12.67,0.1178,23.36,0.1765
2009-12-25,2939570.0,199558579.42,3.92,8.65,2.32,244.88,1.0,144600457.44,2110660.0,2130017.0,143286368.84,,,,,,,,,,,,,,,,,,175.56,,,,12.65,12.65,14572096.0,989255835.7,,1214.35,12.63,12.85,0.1176,23.23,0.1762
2009-12-28,2905873.0,197905001.14,3.87,8.55,2.3,244.67,1.0,144335306.09,2087680.0,2119300.0,142181820.33,,,,,,,,3.14,,37699.0,,,,,,14719.0,10717.0,175.27,0.39,,,12.53,12.53,14568678.0,992202424.6,,1220.31,12.56,12.89,0.1187,23.62,0.1745
2009-12-29,2898684.0,196314476.6,3.86,8.68,2.29,244.99,1.0,144180291.46,2062453.0,2128896.0,139680414.01,,,,0.8,,,,2.1,9596.0,25227.0,,,0.8,,,,,173.76,,,,12.38,12.38,14603681.0,989039851.17,,1225.18,12.42,12.86,0.1197,23.79,0.1739
2009-12-30,2924036.0,197346220.51,3.9,8.94,2.31,246.59,1.0,145279180.52,2086147.0,2152570.0,140796223.4,,,24794.0,2.75,,,,0.11,35116.0,1100.0,,,2.75,24794.0,,,11442.0,175.54,0.86,,,12.53,12.53,14561533.0,982772955.74,,1219.08,12.59,12.67,0.1218,24.4,0.1756
2009-12-31,2927765.0,199301324.71,3.9,9.19,2.31,246.63,1.0,146785430.93,2076150.0,2156299.0,141329459.61,,,772.0,1.15,,,,0.91,8829.0,10826.0,,,1.15,772.0,,57.0,5100.0,174.0,0.65,,,12.49,12.49,14548433.0,990353381.98,,1219.36,12.49,13.13,0.1213,24.18,0.1761
2010-01-01,2913417.0,198324615.38,3.88,9.39,2.3,245.64,1.0,146785430.93,2061802.0,2156299.0,140352750.27,,,11175.0,,,,,2.12,,26000.0,,,,11175.0,,477.0,,173.16,,,,12.38,12.38,14597884.0,993719652.78,,1226.97,12.37,13.23,0.1232,24.36,0.1749
2010-01-04,2903971.0,204205279.69,3.87,9.36,2.29,246.49,1.0,151239006.33,2057356.0,2150746.0,144671884.6,,,,,,,,0.5,,5987.0,,,,,,1541.0,5553.0,173.12,0.46,,,12.39,12.39,14548060.0,1023009754.99,,1234.63,12.3,13.52,0.1239,24.48,0.1749
2010-01-05,2912769.0,201834677.5,3.88,9.35,2.3,253.47,1.0,148240306.6,2073744.0,2139324.0,143696067.71,,,4791.0,,,,,0.41,,7420.0,,,,4791.0,,19017.0,11422.0,180.93,0.64,,,12.5,12.5,14521152.0,1006215058.87,,1255.55,12.6,13.18,0.125,24.9,0.1755
2010-01-06,3192899.0,218536610.89,4.25,10.28,2.52,273.85,1.0,163598068.04,2108882.0,2390227.0,144341529.46,20.74,,40268.0,1.19,,23000.0,241922.0,1.04,15000.0,11382.0,20.74,,1.19,40268.0,2.07,6252.0,29019.0,180.2,2.86,,,12.75,12.75,14432100.0,987798931.97,,1231.37,12.77,12.0,0.1097,22.1,0.193
2010-01-07,3207364.0,220200533.34,4.27,10.37,2.53,273.43,1.0,164567178.54,2090130.0,2397028.0,143497196.06,,,17502.0,0.82,,,,3.62,13190.0,38024.0,,,0.82,17502.0,,1770.0,6389.0,177.65,0.64,,,12.84,12.84,14182000.0,973660602.24,,1201.87,12.88,12.14,0.1098,21.94,0.1971
2010-01-08,3486282.0,246956005.83,4.64,11.5,2.75,298.28,1.0,164675588.93,2096795.0,2324728.0,148529613.57,,,13559.0,,,,,4.61,,54251.0,,,,13559.0,,47357.0,72300.0,178.63,5.72,,,12.68,12.68,14435462.0,1022557566.43,,1234.94,12.64,19.8,0.1196,20.57,0.2109
2010-01-11,3418608.0,244593231.43,4.55,11.09,2.7,297.99,1.0,165851509.4,2014547.0,2318058.0,144136022.79,,76.0,,1.22,0.01,,,0.08,14930.0,1538.0,,76.0,1.22,,,45492.0,21600.0,175.41,1.13,10.64,,12.37,12.37,14269214.0,1020928156.2,126278.0,1249.27,12.31,20.21,0.1222,21.05,0.2099
2010-01-12,3444572.0,242164306.99,4.59,11.23,2.72,303.94,1.0,164063187.38,2019240.0,2333653.0,141958958.98,,,12247.0,1.9,,,,2.4,20033.0,27554.0,,,1.9,12247.0,,20000.0,4438.0,178.6,0.0,,,12.72,12.72,13861005.0,974472494.69,,1219.74,12.77,20.41,0.1224,20.76,0.2169
2010-01-13,3445950.0,249083482.48,4.59,11.04,2.72,302.6,1.0,168415332.37,2024326.0,2329945.0,146324284.96,,,5086.0,1.82,,,,0.08,10100.0,875.0,,,1.82,5086.0,,875.0,13808.0,177.16,0.96,,,12.73,12.73,13871556.0,1002677193.76,,1215.94,12.72,20.12,0.1232,21.31,0.2168
2010-01-14,3474233.0,252026250.79,4.63,10.86,2.74,310.65,1.0,164633340.44,2114214.0,2269504.0,153368362.97,,,98146.0,0.0,,,,2.12,2093.0,24619.0,,,0.0,98146.0,,16361.0,62534.0,189.21,3.08,,,13.26,13.26,13831477.0,1003356795.93,,1236.6,13.27,19.29,0.1222,20.93,0.2179
2010-01-15,3481989.0,248790342.43,4.64,10.74,2.75,312.63,1.0,161591052.55,2108486.0,2261576.0,150652674.08,,,16787.0,0.23,,,,2.01,2272.0,22515.0,,,0.23,16787.0,,,10200.0,189.53,0.61,,,13.29,13.29,13758668.0,983065633.79,,1228.65,13.36,19.36,0.1213,20.5,0.2194
2010-01-18,3419226.0,248864862.52,4.56,10.59,2.7,304.38,1.0,159063265.31,2090160.0,2185416.0,152130154.91,,,9327.0,0.75,,,,2.72,9270.0,31723.0,,,0.75,9327.0,,4070.0,85430.0,185.02,9.06,,,13.05,13.05,13927921.0,1013729465.36,,1237.55,13.01,18.59,0.1204,21.08,0.2135
2010-01-19,3365924.0,248766052.82,4.48,10.46,2.66,304.18,1.0,157578597.72,2054962.0,2132114.0,151876508.63,,,419.0,2.46,,,,3.2,25698.0,38424.0,,,2.46,419.0,,2807.0,79000.0,186.19,6.95,,,12.81,12.81,13985690.0,1033643331.59,,1264.82,12.83,18.77,0.1224,21.53,0.2098
2010-01-20,3369095.0,243936551.14,4.49,10.41,2.66,306.71,1.0,155137389.36,2016505.0,2142658.0,146003385.2,,,559.0,3.35,,,,3.33,35078.0,48195.0,,,3.35,559.0,,9179.0,24534.0,185.41,2.29,,,12.6,12.6,13988097.0,1012796652.87,,1271.73,12.72,18.78,0.1208,21.4,0.2105
2010-01-21,3107614.0,221463431.26,4.14,9.33,2.46,278.78,1.0,132675139.42,2042515.0,1861721.0,145559384.24,,,19696.0,0.63,,,,0.16,8000.0,1686.0,,,0.63,19696.0,,8000.0,47015.0,182.76,4.45,,21.55,12.61,12.61,14160707.0,1009159683.69,,1261.96,12.65,19.83,0.1322,23.13,0.1918
2010-01-22,3258412.0,231104130.34,4.34,9.76,2.57,288.4,1.0,130073470.64,2249864.0,1833948.0,159572473.68,,189696.0,16408.0,,16.73,,,1.77,,20000.0,,189696.0,,16408.0,,21245.0,27773.0,197.82,3.16,,,13.33,13.33,14632688.0,1037829051.3,,1286.82,13.32,19.15,0.1237,22.25,0.193
2010-01-25,3300193.0,232787386.63,4.4,9.97,2.61,290.2,1.0,129788448.46,2285601.0,1839992.0,161220596.39,,,32720.0,0.59,,,,0.1,6999.0,235.0,,,0.59,32720.0,,3252.0,955.0,200.27,0.06,,,13.97,13.97,14072293.0,992624465.1,,1233.22,13.97,18.73,0.1223,22.11,0.2017
2010-01-26,3319380.0,236715828.82,4.42,10.03,2.62,292.02,1.0,132675550.13,2190848.0,1860461.0,156236526.14,,,9151.0,1.86,,,,9.1,21669.0,103904.0,,,1.86,9151.0,,,1200.0,192.12,0.12,,,13.44,13.44,14115096.0,1006593595.34,,1237.33,13.44,18.57,0.1215,22.1,0.2036
2010-01-27,3230923.0,229885500.89,4.3,9.8,2.55,285.74,1.0,126996729.27,2197752.0,1784874.0,156373680.01,,,20491.0,0.39,,,,1.48,2692.0,17438.0,,,0.39,20491.0,,3851.0,78279.0,194.23,7.57,,,13.45,13.45,14145115.0,1006448264.76,,1248.62,13.46,19.25,0.1259,22.74,0.1977
2010-01-28,3291222.0,233510979.62,4.39,9.82,2.6,290.57,1.0,125506487.99,2295333.0,1768952.0,162853024.61,,,85809.0,0.4,,,,0.46,4478.0,5148.0,,,0.4,85809.0,,16920.0,20400.0,202.62,1.83,,,13.96,13.96,14146568.0,1003693750.19,,1247.22,13.98,18.87,0.1226,22.28,0.2002
2010-01-29,3314419.0,236897708.4,4.42,9.57,2.62,293.09,1.0,128131663.73,2269104.0,1792681.0,162183941.65,,,20230.0,5.46,,,,5.85,62624.0,65906.0,,,5.46,20230.0,,19447.0,38895.0,200.26,3.47,,,13.88,13.88,14078840.0,1006283433.95,,1242.21,13.88,18.77,0.1233,22.21,0.2027
2010-02-01,3293050.0,236594447.18,4.39,9.56,2.6,291.33,1.0,127112298.52,2281621.0,1769218.0,163926712.06,,,12089.0,1.13,,,,0.71,11911.0,9695.0,,,1.13,12089.0,,10123.0,35374.0,201.22,3.06,,,13.92,13.92,14112889.0,1013963095.31,,1246.0,13.9,18.68,0.1233,22.14,0.2009
2010-02-02,3774739.0,274740512.12,5.03,11.04,2.98,335.69,1.0,162275586.08,2314323.0,2229551.0,168445629.28,,,39654.0,41.23,,4137.0,,1.22,463196.0,14167.0,,,41.23,39654.0,0.38,7215.0,7000.0,205.51,0.61,,,14.11,14.11,14092463.0,1025705486.31,,1254.67,14.07,16.18,0.1156,19.31,0.2301
2010-02-03,3695401.0,263889457.0,4.92,10.93,2.92,332.37,1.0,155763576.96,2281968.0,2181250.0,162955873.1,,,73000.0,,,,,9.13,,106153.0,,,,73000.0,,798.0,48301.0,205.51,3.43,,,13.97,13.97,14051045.0,1003388437.49,,1255.68,14.06,16.69,0.1178,19.6,0.2263
2010-02-04,3731809.0,258709089.83,4.97,10.79,2.95,330.72,1.0,151877564.75,2319181.0,2190793.0,160778112.08,,,116488.0,2.01,,,,9.32,25861.0,97569.0,,,2.01,116488.0,,18294.0,16318.0,205.59,1.86,,,14.11,14.11,14117277.0,978685641.09,,1238.7,14.23,17.28,0.1135,19.34,0.227
2010-02-05,3706557.0,249470477.17,4.94,10.45,2.93,318.7,1.0,144718852.52,2314215.0,2150189.0,155758651.58,,,7710.0,,,,,4.57,,45213.0,,,,7710.0,,32537.0,40604.0,198.73,3.93,,,14.25,14.25,13929354.0,937517644.83,,1185.99,14.35,17.29,0.113,18.82,0.2282
2010-02-08,3554388.0,239343605.13,4.73,9.56,2.81,300.81,1.0,140098902.81,2062338.0,2080548.0,138872686.92,,,6285.0,0.05,,,,23.77,1200.0,258162.0,,,0.05,6285.0,,,70841.0,173.38,6.64,,,12.73,12.73,14139929.0,952147481.68,,1180.57,12.81,18.3,0.1185,19.93,0.2194
2010-02-09,4311199.0,292744029.14,5.74,11.22,3.41,359.99,1.0,163718453.59,2467333.0,2411058.0,167539703.84,,,500714.0,41.67,,,,8.48,500000.0,101643.0,,,41.67,500714.0,,5924.0,169490.0,205.57,16.65,,,15.22,15.22,13748942.0,933596588.21,,1146.25,15.21,13.82,0.1025,16.28,0.2659
2010-02-10,4285411.0,294559796.36,5.71,10.87,3.39,361.72,1.0,163643307.92,2497848.0,2380769.0,171690789.57,,,30074.0,2.39,,,,0.08,27061.0,1047.0,,,2.39,30074.0,,1488.0,57350.0,210.61,3.98,,,15.43,15.43,13685413.0,940673477.15,,1153.59,15.44,13.87,0.103,16.45,0.2648
2010-02-11,4276981.0,292355964.42,5.7,10.59,3.38,364.55,1.0,162488981.5,2481074.0,2377110.0,169595511.9,,,,,,,,0.97,,16774.0,,,,,,,3659.0,211.18,0.29,,,15.43,15.43,13602493.0,929807721.75,,1154.32,15.47,13.94,0.1032,16.4,0.2659
2010-02-12,4233880.0,288486008.68,5.64,10.14,3.34,359.19,1.0,159033543.85,2465861.0,2334009.0,168017609.82,,,,0.13,,,,1.3,1500.0,15213.0,,,0.13,,,,44601.0,208.92,3.83,,,15.26,15.26,13698126.0,933356093.26,,1156.72,15.3,14.07,0.1047,16.51,0.2619
2010-02-15,4199268.0,284668491.1,5.59,9.79,3.32,354.57,1.0,155687321.7,2449450.0,2296611.0,166048281.64,,,11196.0,0.1,,,,2.69,1390.0,28997.0,,,0.1,11196.0,,1390.0,38788.0,206.73,3.49,,,15.12,15.12,13750045.0,932115921.81,,1158.36,15.14,14.22,0.1069,16.71,0.2592
2010-02-16,4167786.0,284656111.44,5.55,9.93,3.29,349.65,1.0,154689991.34,2447075.0,2264890.0,167133066.31,,,6835.0,0.62,,,,1.05,7093.0,11490.0,,,0.62,6835.0,,2280.0,38814.0,204.46,3.53,,,14.95,14.95,13921416.0,950820446.24,,1167.12,14.91,14.05,0.1062,16.77,0.2546
2010-02-17,4078722.0,279232307.36,5.43,9.67,3.22,345.94,1.0,149442802.25,2427011.0,2182898.0,166154957.73,,,15970.0,,,,,2.95,,36114.0,,,,15970.0,,80.0,81992.0,206.05,6.74,,,14.86,14.86,13901821.0,951728888.2,,1178.44,14.88,14.29,0.1087,17.32,0.2498
2010-02-18,4428595.0,306155165.8,5.9,10.29,3.5,377.21,1.0,158483696.36,2741684.0,2292498.0,189536573.02,,,132611.0,6.7,,34000.0,,1.01,75600.0,11734.0,,,6.7,132611.0,3.02,193796.0,,233.21,,,,16.66,16.66,13714785.0,948122886.75,,1166.34,16.66,13.14,0.0954,15.85,0.2691
2010-02-19,4387039.0,302715125.34,5.84,9.72,3.47,375.41,1.0,158187292.02,2700128.0,2292498.0,186314638.63,,,4068.0,,,,,4.82,,57215.0,,,,4068.0,,11591.0,,231.0,,,,16.47,16.47,13689993.0,944638957.36,,1169.67,16.49,13.16,0.095,15.76,0.2677
2010-02-22,4376423.0,297243674.96,5.83,9.67,3.46,373.03,1.0,156117447.61,2685472.0,2298572.0,182395432.59,,,12755.0,1.41,,,,3.62,16574.0,42195.0,,,1.41,12755.0,,14784.0,10500.0,228.56,1.03,,,16.52,16.52,13572828.0,921857250.6,,1152.46,16.55,13.26,0.0953,15.8,0.2692
2010-02-23,4298984.0,286252081.23,5.73,9.36,3.4,362.19,1.0,153600814.98,2619797.0,2306804.0,174441761.97,,,25000.0,3.06,,10721.0,,8.46,37511.0,91861.0,,,3.06,25000.0,0.92,1186.0,40000.0,220.41,4.09,,,16.14,16.14,13616737.0,906683836.41,,1140.5,16.2,11.74,0.0919,16.11,0.2648
2010-02-24,3793084.0,249960876.21,5.05,8.2,3.0,313.99,1.0,154354111.64,2447975.0,2342279.0,161319384.42,,,900.0,2.97,,,,16.67,35475.0,197722.0,,,2.97,900.0,,25000.0,,202.27,,,,15.14,15.14,13720697.0,904181780.42,,1130.72,15.17,13.29,0.088,13.29,0.2346
2010-02-25,3746243.0,246874095.8,4.99,8.07,2.96,306.87,1.0,149335696.38,2325898.0,2266126.0,153274618.24,,,1000.0,7.52,,,,16.34,93444.0,196175.0,,,7.52,1000.0,,73098.0,169597.0,190.25,14.02,,,14.28,14.28,13959572.0,919923431.35,,1140.93,14.29,13.69,0.0886,13.69,0.23
2010-02-26,3610905.0,245950510.86,4.81,7.71,2.85,296.87,1.0,145146496.16,2283124.0,2130958.0,155511018.47,,,19046.0,,,,,9.4,,113682.0,,,,19046.0,,51862.0,135168.0,187.59,10.71,,,14.05,14.05,13970009.0,951542854.3,,1151.57,14.01,14.17,0.0902,14.17,0.2222
2010-03-01,3426252.0,238218407.07,4.56,7.12,2.71,289.55,1.0,144389159.06,2150672.0,2076723.0,149530641.06,,,,,,,,10.61,,132452.0,,,,,,,54235.0,179.6,4.14,,,13.36,13.36,13948708.0,969817456.66,,1169.69,13.31,15.04,0.0986,15.04,0.2128
2010-03-02,3364199.0,237465323.29,4.48,6.88,2.66,290.31,1.0,144925958.56,2098583.0,2053183.0,148130562.59,,,,,,,,6.29,,77089.0,,,,,,25000.0,23540.0,180.7,1.68,,,13.02,13.02,14019853.0,989605229.97,,1207.53,13.02,15.25,0.1008,15.25,0.2087
2010-03-03,3333308.0,238113118.08,4.44,6.8,2.63,291.27,1.0,144461374.05,2095189.0,2022292.0,149668733.21,,,,1.59,,,,1.15,17106.0,15000.0,,,1.59,,,11606.0,47997.0,182.96,4.02,,,12.85,12.85,14211401.0,1015184016.73,,1241.82,12.84,15.44,0.1024,15.44,0.2044
2010-03-04,3286149.0,234213243.73,4.38,6.75,2.6,290.76,1.0,143415181.36,2038652.0,2012199.0,145300562.38,,,,,,,,4.92,,56537.0,,,,,,,10093.0,180.7,0.0,,,12.48,12.48,14299614.0,1019174413.28,,1264.97,12.5,15.52,0.1032,15.52,0.2011
