,RI FP Equity_DX_SI_QTY,RI FP Equity_DX_SHORT_INTEREST_VALUE,RI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RI FP Equity_DX_SI_MV,RI FP Equity_DX_DSS,RI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY,RI FP Equity_DX_BROKER_SI_QTY,RI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RI FP Equity_DX_BROKER_SI_MV_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_INC_x,RI FP Equity_DX_BROKER_SI_MV_INC_x,RI FP Equity_DX_SUPPLY_SI_MV_NEW,RI FP Equity_DX_BROKER_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_NEW,RI FP Equity_DX_SUPPLY_SI_MV_DEC,RI FP Equity_DX_BROKER_SI_QTY_INC,RI FP Equity_DX_SUPPLY_SI_QTY_DEC,RI FP Equity_DX_BROKER_SI_MV_NEW_y,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RI FP Equity_DX_BROKER_SI_MV_INC_y,RI FP Equity_DX_SUPPLY_SI_QTY_INC_y,RI FP Equity_DX_BROKER_SI_MV_ADD,RI FP Equity_DX_SUPPLY_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_DEC,RI FP Equity_DX_SUPPLY_SI_MV,RI FP Equity_DX_BROKER_SI_MV_DEC,RI FP Equity_DX_SUPPLY_SI_MV_RMV,RI FP Equity_DX_BROKER_SI_MV_RMV,RI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RI FP Equity_DX_UTILIZATION_QUANTITY,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RI FP Equity_DX_ACTIVE_UTILIZATION_MV,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RI FP Equity_DX_BROKER_SI_CON_RATIO,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RI FP Equity_DX_DEMAND_SUPPLY_RATIO,RI FP Equity_PX_LAST
2008-09-18,14781485.0,692080786.42,8.19,16.31,6.73,910.56,2.0,399386150.48,9256461.0,8530103.0,433394804.94,,,142350.0,0.0,,,,19.27,41188.0,276159.0,,,0.0,142350.0,,168494.0,117374.0,557.81,8.71,0.55,,23.58,23.58,29999752.0,1404612050.58,8886.0,1752.71,24.14,17.46,0.0954,17.69,0.3765,55.89
2008-09-19,15759266.0,776477191.72,8.74,15.75,7.18,923.97,2.0,484269500.12,9211264.0,9828662.0,453849589.37,,,402416.0,72.45,,4000.0,,18.77,1423360.0,296547.0,,,72.45,402416.0,0.22,33408.0,128801.0,527.73,13.63,10.56,,23.84,23.84,29431840.0,1450140664.57,184474.0,1699.88,23.69,16.04,0.1089,22.36,0.4078,58.815
2008-09-22,15421804.0,767020275.1,8.55,15.02,7.03,919.59,2.0,491803665.81,8875614.0,9888265.0,441438361.69,,,294431.0,12.78,,35000.0,,31.51,256823.0,595758.0,,,12.78,294431.0,2.06,57936.0,232220.0,521.63,10.78,5.4,,23.24,23.24,29322214.0,1458372357.02,92259.0,1728.5,23.18,14.42,0.1047,22.21,0.4037,59.37
2008-09-23,15176817.0,753182747.11,8.41,14.77,6.91,917.26,2.0,521139664.54,8258630.0,10501092.0,409852581.79,,31143.0,178774.0,57.48,1.85,,,56.54,938500.0,974082.0,,31143.0,57.48,178774.0,,311217.0,325673.0,496.68,18.27,9.44,,21.76,21.76,29700066.0,1473930752.36,164036.0,1762.07,21.99,9.76,0.1094,24.87,0.3998,59.24
2008-09-24,15309807.0,730091632.48,8.49,15.14,6.98,916.16,2.0,514375734.21,8223865.0,10786308.0,392178361.44,,,395038.0,29.95,,,,24.64,489150.0,416525.0,,,29.95,395038.0,,65522.0,203934.0,487.85,11.69,4.67,,21.63,21.63,29796752.0,1420942753.26,78800.0,1728.15,22.01,9.67,0.1106,25.6,0.4027,56.925
2008-09-25,15447633.0,765457897.02,8.56,15.17,7.04,912.42,2.0,547377239.65,8289422.0,11046568.0,410755714.59,,,22481.0,22.05,,,,11.53,378000.0,182333.0,,,22.05,22481.0,,304945.0,117740.0,484.11,10.2,4.72,,21.87,21.87,29619222.0,1467685527.2,79536.0,1728.28,21.88,10.65,0.1117,25.45,0.4075,59.15
2008-09-26,15821959.0,794079876.39,8.77,15.58,7.21,949.34,2.0,570991636.1,8344780.0,11376949.0,418811720.53,,,16828.0,30.97,,,,4.66,539381.0,126476.0,,,30.97,16828.0,,165006.0,209000.0,500.61,9.26,,,22.2,22.2,29238240.0,1467422460.47,,1744.45,22.3,10.15,0.1028,23.51,0.421,59.91
2008-09-29,15727839.0,779013213.97,8.72,15.33,7.17,951.1,2.0,562350917.79,8018970.0,11353549.0,397186389.84,,,25106.0,11.14,,,,21.02,130900.0,353202.0,,,11.14,25106.0,,5265.0,154300.0,485.13,8.49,0.18,,21.39,21.39,29477034.0,1460022511.33,2979.0,1754.16,21.66,10.6,0.1058,24.25,0.4195,59.125
2008-09-30,15857358.0,820697954.33,8.79,15.14,7.22,964.7,2.0,587800032.83,8225708.0,11357352.0,425721720.38,,,267409.0,17.11,,,,6.83,309000.0,113259.0,,,17.11,267409.0,,72012.0,305197.0,500.96,16.65,1.18,,22.01,22.01,29141784.0,1508233749.55,19424.0,1773.08,22.03,9.5,0.1056,24.43,0.4244,61.78
2008-10-01,16440730.0,862872818.37,9.11,15.25,7.49,1017.21,2.0,612541225.59,8442683.0,11671042.0,443104513.9,,,20518.0,22.38,,,,18.56,354092.0,315298.0,,,22.38,20518.0,,511755.0,40402.0,525.97,0.0,,,22.54,22.54,29015216.0,1522830263.96,,1804.62,22.57,9.26,0.1039,24.15,0.4389,62.65
2008-10-02,16501839.0,821566442.29,9.15,15.21,7.52,1018.76,2.0,580733604.69,8479192.0,11664513.0,422148077.25,,,224002.0,27.65,,,,26.69,383547.0,431239.0,,,27.65,224002.0,,243746.0,390076.0,523.61,23.64,,,23.36,23.36,27816128.0,1384863669.99,,1707.16,23.47,9.45,0.1065,25.31,0.4547,59.43
2008-10-03,16583216.0,786580613.72,9.19,15.0,7.56,999.06,2.0,553874982.15,8646452.0,11677161.0,410121385.42,,,175727.0,8.39,,,,8.47,150000.0,128337.0,,,8.39,175727.0,,119870.0,137352.0,513.77,13.88,,,24.06,24.06,27283592.0,1294124405.06,,1577.87,24.56,9.24,0.1062,25.47,0.4615,56.62
2008-10-06,16371311.0,695749554.5,9.08,14.1,7.46,942.79,2.0,485060948.86,8499299.0,11413710.0,361204028.98,,71700.0,78448.0,3.41,3.64,,,19.04,90002.0,308767.0,,71700.0,3.41,78448.0,,24009.0,353453.0,473.88,25.3,0.75,,24.43,24.43,26297396.0,1117589272.57,12543.0,1400.9,25.28,9.22,0.1134,27.38,0.4705,50.73
2008-10-07,16534931.0,726043418.53,9.17,13.39,7.53,897.44,2.0,507002955.14,8656472.0,11546498.0,380102857.6,,,71016.0,2.42,,,,6.36,381523.0,104892.0,,,2.42,71016.0,,191049.0,248735.0,450.24,23.07,,,25.58,25.58,25180992.0,1105689132.52,,1311.84,25.55,9.34,0.1241,29.38,0.4887,52.415
2008-10-08,16003809.0,658412260.78,8.87,12.55,7.29,864.61,2.0,459643685.53,8332901.0,11172407.0,342823648.19,,,132958.0,3.47,,,,26.02,195237.0,499193.0,,,3.47,132958.0,,57009.0,569328.0,432.51,28.8,0.75,,24.76,24.76,25317840.0,1041600551.0,14345.0,1271.8,25.38,9.32,0.1317,30.88,0.4756,49.11
2008-10-09,15384556.0,619145301.56,8.53,11.56,7.01,814.33,2.0,446363724.04,8076758.0,11091270.0,325045894.57,,26888.0,160476.0,18.53,1.31,,,32.75,297607.0,618648.0,,26888.0,18.53,160476.0,,233702.0,378744.0,401.48,26.0,2.88,,23.97,23.97,25625478.0,1031287110.53,58561.0,1240.68,24.45,11.78,0.1381,31.56,0.4565,48.04
2008-10-10,14870587.0,521223998.93,8.24,10.75,6.78,762.99,2.0,364715373.31,7806395.0,10405376.0,273619354.71,,,104478.0,8.68,,,,33.58,279149.0,625083.0,,,8.68,104478.0,,252468.0,345475.0,368.11,22.0,0.11,29.77,23.44,23.44,25490652.0,893464364.98,2226.0,1131.51,24.55,14.15,0.1493,32.74,0.4466,41.84
2008-10-13,14997732.0,581590609.16,8.3,10.31,6.83,732.83,2.0,426709734.99,8017732.0,11003751.0,310916186.39,27.3,,254378.0,4.46,,,589568.0,12.76,385807.0,262140.0,27.3,,4.46,254378.0,,263019.0,377000.0,358.11,28.34,1.85,,23.97,23.97,25431860.0,986211178.43,43920.0,1139.61,23.91,13.92,0.1454,32.25,0.4484,46.29
2008-10-14,15178755.0,648882908.89,8.4,9.98,6.91,765.32,2.0,478964283.67,8065615.0,11203996.0,344800329.35,,39175.0,112229.0,5.47,2.0,,,4.39,249245.0,171475.0,,39175.0,5.47,112229.0,,107129.0,49000.0,393.41,0.59,1.81,,24.19,24.19,25272876.0,1080400684.69,39175.0,1245.95,24.0,13.63,0.139,31.24,0.4553,51.03
2008-10-15,15047543.0,595434683.96,8.33,9.54,6.85,780.02,2.0,443356886.01,7497271.0,11204305.0,296668711.19,,,229748.0,29.22,,,,37.99,464090.0,799501.0,,,29.22,229748.0,,1409.0,463781.0,378.64,16.29,,,22.4,22.4,25969772.0,1027629758.78,,1249.27,23.26,15.91,0.1492,32.27,0.4496,47.235
2008-10-16,15054297.0,593999395.23,8.34,9.34,6.85,764.74,2.0,428268981.53,8023800.0,10854032.0,316596141.78,,12399.0,463668.0,0.22,0.59,,,41.58,67779.0,843807.0,,12399.0,0.22,463668.0,,906668.0,418052.0,385.88,15.57,0.64,,24.01,24.01,25393726.0,1001963617.87,12399.0,1194.08,24.42,17.1,0.15,32.06,0.4505,47.1
2008-10-17,19063464.0,747398613.03,10.56,11.47,8.68,945.71,2.0,513886004.59,10740622.0,13107393.0,421094822.32,,,1068004.0,120.83,,,,5.93,2701172.0,125948.0,,,120.83,1068004.0,,1774766.0,447811.0,513.75,22.34,,,32.24,32.24,22572596.0,884976987.54,,1059.16,32.66,13.76,0.1182,24.8,0.5722,46.8
2008-10-20,19841948.0,798697481.57,10.99,11.54,9.03,986.35,2.0,557572768.86,10695490.0,13851715.0,430525315.72,,,90231.0,36.46,,,,8.93,744322.0,201567.0,,,36.46,90231.0,,66204.0,,514.87,,,,32.31,32.31,22403910.0,901824079.68,,1068.64,32.51,16.59,0.1197,23.88,0.5995,48.05
2008-10-21,20245192.0,829769275.95,11.21,11.69,9.22,1023.56,2.0,581279117.17,10820445.0,14182385.0,443486671.46,,,277250.0,15.05,,70000.0,,13.26,260670.0,296727.0,,,15.05,277250.0,3.45,180972.0,,534.97,,1.75,,72.17,33.23,4172889.0,171029994.88,36540.0,200.57,72.73,16.79,0.1165,22.98,0.6217,48.925
2008-10-22,20204888.0,715303839.18,11.19,11.52,9.2,1011.33,2.0,500209525.65,10605041.0,14129209.0,375445117.14,,,385721.0,5.73,,229000.0,,45.02,144100.0,849861.0,,,5.73,385721.0,11.61,325025.0,426276.0,508.57,15.03,3.74,,71.55,33.12,4217754.0,149319096.89,76289.0,189.88,72.81,17.38,0.1179,23.49,0.6309,42.26
2008-10-23,18554640.0,654083026.86,10.27,10.13,8.45,869.88,2.0,460620020.79,10132175.0,13066596.0,357176624.97,,76289.0,191401.0,0.0,3.19,,,69.59,144257.0,1388396.0,,76289.0,0.0,191401.0,,647840.0,1206870.0,434.35,71.51,,,32.03,32.03,21496688.0,757795287.57,,909.45,32.32,19.15,0.1308,27.12,0.5866,42.08
2008-10-24,18573212.0,627431051.19,10.29,9.68,8.45,851.56,2.0,439274555.24,10083028.0,13003404.0,340619859.25,,8564.0,499513.0,0.0,0.37,,,26.79,146535.0,637641.0,,8564.0,0.0,499513.0,,80417.0,209727.0,431.73,11.53,,,32.28,32.28,21154572.0,714633276.54,,874.97,33.04,18.54,0.1304,27.63,0.5946,40.325
2008-10-27,18902044.0,646852776.37,10.47,9.63,8.6,850.08,2.0,444816711.06,10334933.0,12998236.0,353674983.75,,,366707.0,2.69,,,,24.08,90000.0,575249.0,,,2.69,366707.0,,460447.0,95168.0,431.04,9.95,,,33.05,33.05,20934732.0,716414029.97,,852.79,33.57,18.45,0.1287,26.93,0.6045,40.85
2008-10-28,20631256.0,769631756.07,11.43,10.39,9.39,918.6,2.0,518755956.4,12101686.0,13906114.0,451443278.47,,,1061098.0,31.86,,,,8.25,943378.0,229233.0,,,31.86,1061098.0,,934888.0,35500.0,508.54,0.37,,,38.35,38.35,19454984.0,725751912.55,,839.38,37.73,16.44,0.1219,25.62,0.6538,44.53
2008-10-29,20136124.0,801598553.5,20.9,10.09,9.17,936.03,2.0,545830197.48,11624815.0,13711233.0,462772025.47,,,162973.0,3.27,,,,24.4,97119.0,666088.0,,,3.27,162973.0,,26244.0,292000.0,532.2,17.99,,,37.14,37.14,19676600.0,783305371.86,,913.04,36.82,16.25,0.1166,23.99,0.6433,47.52
2008-10-30,19548912.0,866329054.02,13.15,9.65,8.9,962.1,2.0,603762011.04,11152138.0,13624027.0,494217845.16,,,256132.0,14.91,,,,37.89,243397.0,875009.0,,,14.91,256132.0,,156200.0,330603.0,549.26,0.33,0.44,,35.66,35.66,20123396.0,891787871.38,10000.0,1026.17,34.86,16.68,0.1061,22.36,0.6251,52.9
2008-10-31,19669532.0,836741557.69,13.23,9.84,8.95,1030.31,2.0,569877141.14,11303349.0,13396271.0,480844274.76,,,401964.0,13.29,,,,19.99,198693.0,424863.0,,,13.29,401964.0,,262674.0,426449.0,598.56,0.0,4.21,,36.87,36.87,19357696.0,823476059.54,88564.0,1012.5,37.15,15.52,0.1024,22.15,0.6415,50.78
2008-11-03,19480156.0,875521413.73,13.1,9.83,8.87,1017.57,2.0,589871131.94,11401736.0,13124501.0,512442714.61,,115764.0,26479.0,13.05,5.88,,,12.51,258900.0,241990.0,,115764.0,13.05,26479.0,,198134.0,530670.0,589.32,17.47,,,36.66,36.66,19701574.0,885472884.37,,1035.26,36.28,15.63,0.0997,21.41,0.6263,53.65
2008-11-04,19150108.0,885553739.24,12.88,9.63,8.72,1016.78,2.0,601667250.88,11289091.0,13011060.0,522038661.49,,,205500.0,14.77,,100000.0,,17.83,214849.0,337145.0,,,14.77,205500.0,5.52,19000.0,428290.0,590.91,21.64,,,36.28,36.28,19826104.0,916813656.18,,1055.54,35.89,15.76,0.0941,19.48,0.6155,55.2
2008-11-05,19089708.0,840221847.16,17.31,9.54,8.69,1036.08,2.0,514756958.37,12218873.0,11695197.0,537806237.91,,,782950.0,3.56,,,,45.92,110000.0,1051854.0,,,3.56,782950.0,,1198686.0,1425863.0,668.34,70.64,,,38.63,38.63,19408980.0,854274409.39,,1031.19,39.33,11.88,0.0873,18.23,0.6036,52.54
2008-11-06,18756052.0,770620899.19,12.62,9.32,8.54,988.81,2.0,460929079.69,12047216.0,11218499.0,494978177.0,,,199505.0,10.68,,,,28.12,279897.0,498255.0,,,10.68,199505.0,,127093.0,756595.0,631.17,39.7,,,76.61,38.01,3677884.0,151111453.26,,188.18,77.03,12.31,0.0908,20.13,0.5918,49.045
2008-11-07,17783894.0,765763383.74,11.96,8.76,8.1,916.78,2.0,461967212.05,11337740.0,10728609.0,488196013.0,,,129325.0,9.46,,,,42.6,206306.0,772365.0,,,9.46,129325.0,,35337.0,696196.0,576.19,42.97,5.39,,74.82,35.77,3814827.0,164264071.29,101773.0,192.39,74.97,12.23,0.0891,19.39,0.561,51.4
2008-11-10,17896976.0,777304443.54,12.04,8.87,8.15,937.82,2.0,463842726.96,12441354.0,10679705.0,540354959.85,,,1507885.0,24.93,,,,34.9,418000.0,740243.0,,,24.93,1507885.0,,428970.0,466904.0,652.43,29.7,4.56,,80.26,38.95,3059369.0,132875024.15,92998.0,158.11,80.49,11.79,0.0849,17.2,0.5603,51.845
2008-11-11,23300070.0,940337086.81,15.67,11.7,10.61,1201.23,3.0,593038106.7,13999439.0,14694549.0,564985070.27,,,1183256.0,221.12,,400000.0,,12.48,4624764.0,231165.0,,,221.12,1183256.0,22.49,614558.0,1009920.0,727.39,49.2,0.44,,83.55,43.49,2755529.0,111206795.19,8564.0,139.8,83.88,11.16,0.0995,22.6,0.7238,48.175
2008-11-12,22784476.0,891470625.29,15.33,11.56,10.37,1140.86,3.0,603346953.1,11593734.0,15420524.0,453619091.28,,,480756.0,72.19,,,,158.62,1403075.0,2986734.0,,,72.19,480756.0,,100273.0,677100.0,575.4,44.07,,,89.17,36.46,1408350.0,55103424.59,,66.78,89.6,11.08,0.1049,23.78,0.7164,46.705
2008-11-13,23553426.0,920555393.26,15.84,11.83,10.72,1123.81,3.0,581771262.2,15225979.0,14885260.0,595087826.55,,60553.0,305221.0,9.31,2.76,47000.0,,16.2,480495.0,304494.0,,60553.0,9.31,305221.0,2.15,3570965.0,1062759.0,707.72,56.88,,,88.72,47.53,1935443.0,75644302.96,,89.96,88.72,10.87,0.1047,23.5,0.7353,45.965
2008-11-14,25051596.0,986671367.17,16.85,12.57,11.4,1195.21,3.0,623337916.12,16149999.0,15826556.0,636076902.77,,93011.0,815503.0,52.89,4.28,10000.0,,10.75,1175896.0,238799.0,,93011.0,52.89,815503.0,0.46,320111.0,244600.0,753.79,9.29,3.0,,92.02,49.73,1399921.0,55136685.38,65806.0,64.68,92.1,12.13,0.102,22.17,0.7714,46.32
2008-11-17,25732386.0,1008889854.89,17.31,13.01,11.71,1234.84,3.0,643054951.48,16865616.0,16401531.0,661250335.63,,,257013.0,35.57,,9096.0,,8.09,731564.0,178969.0,,,35.57,257013.0,0.44,637574.0,165685.0,795.59,7.6,,,91.42,52.08,1582188.0,62032857.03,,72.87,91.61,11.95,0.1007,21.67,0.7946,46.11
2008-11-18,24508612.0,953823908.36,16.49,12.78,11.16,1169.2,3.0,615896949.55,16138042.0,15825541.0,628058834.73,,,53828.0,14.41,,,,37.13,295910.0,793013.0,,,14.41,53828.0,,104621.0,871900.0,756.02,44.99,4.36,,87.26,49.94,2356786.0,91721180.85,93011.0,107.68,87.53,12.94,0.1036,21.88,0.7584,45.77
2008-11-19,23636762.0,905322155.56,15.9,12.49,10.76,1125.85,3.0,582602179.34,15314806.0,15210971.0,586579209.95,,,114445.0,34.05,,,,50.17,746566.0,1102023.0,,,34.05,114445.0,,164342.0,1361136.0,715.9,63.14,,,84.24,47.07,2864880.0,109729045.67,,128.54,84.78,13.54,0.1141,24.52,0.7265,45.045
2008-11-20,22735442.0,819281087.08,15.29,12.3,10.35,1061.84,3.0,550765318.49,13792238.0,15284001.0,497009019.75,,19463.0,294776.0,11.16,0.88,,,88.38,305110.0,1856807.0,,19463.0,11.16,294776.0,,20000.0,232080.0,628.76,16.81,,,85.38,42.36,2362585.0,85136730.89,,102.26,86.01,14.89,0.1178,25.56,0.6983,42.38
2008-11-21,22377576.0,761099799.21,15.05,12.19,10.19,998.54,3.0,510852225.55,13617295.0,15019889.0,463147594.28,,,96434.0,5.66,,,,13.81,163595.0,280211.0,,,5.66,96434.0,,12293.0,427707.0,579.78,26.74,0.16,,85.65,41.85,2280650.0,77568824.12,3459.0,92.92,86.19,14.74,0.1187,25.97,0.6877,40.0
2008-11-24,22639152.0,846226096.68,15.23,12.65,10.31,983.66,3.0,578106471.57,13470655.0,15466127.0,503517967.47,,,133026.0,11.85,,,,14.77,551238.0,298917.0,,,11.85,133026.0,,19251.0,105000.0,561.35,9.35,,,84.83,41.27,2408210.0,90016187.37,,105.37,84.2,16.08,0.1212,25.73,0.6936,43.96
2008-11-25,21443632.0,819681102.8,14.42,12.09,9.76,965.08,2.0,529629650.62,13798518.0,13855612.0,527447237.08,,93011.0,141849.0,0.0,4.03,,,10.81,52028.0,493389.0,,93011.0,0.0,141849.0,,586392.0,1662543.0,619.45,66.66,,,82.5,42.46,2927688.0,111910637.55,,131.05,82.54,15.79,0.0983,18.98,0.6598,44.955
2008-11-26,21730668.0,815686309.47,14.62,12.41,9.89,1003.31,2.0,521577448.43,14150036.0,13895325.0,531138326.89,,,177248.0,5.63,,,,4.29,105000.0,99741.0,,,5.63,177248.0,,274011.0,65287.0,648.89,0.0,,,43.3,43.3,18529562.0,695529011.99,,815.14,44.32,16.49,0.0998,18.51,0.665,44.145
2008-11-27,21737436.0,843849968.91,14.62,12.54,9.89,1004.89,2.0,540523337.08,14147705.0,13923792.0,549215667.59,,,146436.0,2.01,,,,12.43,57467.0,251010.0,,,2.01,146436.0,,102243.0,29000.0,644.33,0.0,,,42.61,42.61,19057764.0,739824768.61,,853.52,43.02,16.48,0.0998,18.36,0.6546,45.655
2008-11-28,21834370.0,857916872.82,14.69,13.02,9.94,1028.88,2.0,547780345.88,14076557.0,13941256.0,553096597.77,,,43990.0,6.77,,,,9.54,145000.0,234776.0,,,6.77,43990.0,,225898.0,127536.0,663.84,5.53,4.69,,42.19,42.19,19284528.0,757728386.74,106260.0,878.48,43.04,16.91,0.0997,17.77,0.6545,46.21
2008-12-01,21553474.0,802620754.83,14.5,13.33,9.81,1010.89,2.0,500472394.92,13657236.0,13439621.0,508576068.4,,,352380.0,,,,,38.87,,811582.0,,,,352380.0,,39881.0,501635.0,635.23,20.09,,,41.46,41.46,19287004.0,718220631.57,,849.2,42.79,16.98,0.1005,18.09,0.6542,43.795
2008-12-02,20192760.0,766028902.68,13.58,12.6,9.19,923.64,2.0,467594903.07,13610636.0,12325947.0,516330633.35,,106260.0,127081.0,,4.64,40000.0,,17.82,,382326.0,,106260.0,,127081.0,1.88,102385.0,1153674.0,609.36,57.98,,,41.08,41.08,19519802.0,740499689.33,,858.15,41.52,13.33,0.0971,19.51,0.6095,44.615
2008-12-03,21645500.0,821139785.4,14.56,13.76,9.85,993.69,2.0,504902884.96,14124662.0,13309397.0,535830631.01,1.92,,322958.0,41.17,,,43000.0,3.88,1017007.0,100260.0,1.92,,41.17,322958.0,,291328.0,76557.0,643.05,3.01,,,42.48,42.48,19123686.0,725472704.17,,844.54,43.23,15.14,0.0985,18.19,0.651,44.615
2008-12-04,21428804.0,819752030.33,14.41,14.35,9.75,984.27,2.0,502217953.27,13896157.0,13128275.0,531593033.12,,,99754.0,0.97,,,,29.1,21876.0,651788.0,,,0.97,99754.0,,323529.0,202998.0,631.73,8.12,,,42.0,42.0,19188360.0,734044563.04,,852.45,42.56,15.32,0.0969,17.94,0.6477,44.99
2008-12-05,21625428.0,793439992.57,14.54,15.31,9.84,993.56,2.0,482966225.5,14057684.0,13163379.0,515778401.64,,,250407.0,3.53,,,,1.97,70804.0,64415.0,,,3.53,250407.0,,17697.0,35700.0,638.76,1.09,1.89,,42.16,42.16,19282948.0,707494072.16,42162.0,835.53,43.33,15.15,0.0968,17.99,0.6486,43.15
2008-12-08,21535164.0,814848311.03,14.48,15.69,9.8,968.46,2.0,497274242.32,14050744.0,13142179.0,531652557.51,,,183240.0,0.0,,,,13.32,11800.0,257604.0,,,0.0,183240.0,,67424.0,33000.0,618.95,1.18,,,42.48,42.48,19022648.0,719779640.13,,832.74,42.64,15.23,0.0966,18.18,0.6511,44.5
2008-12-09,21859152.0,886027164.83,14.7,16.07,9.95,1011.71,2.0,533143510.68,14357500.0,13153169.0,581959218.69,,9756.0,120747.0,4.17,0.43,,,1.29,40000.0,59775.0,,9756.0,4.17,120747.0,,236028.0,29010.0,666.03,4.8,,,43.12,43.12,18939598.0,767687525.99,,877.31,43.16,14.39,0.0949,17.58,0.6565,47.67
2008-12-10,22057000.0,915239679.71,14.83,16.5,10.04,1060.29,3.0,553499878.99,14495052.0,13339180.0,601461973.52,,,254436.0,12.44,,,,10.05,186011.0,260077.0,,,12.44,254436.0,,143642.0,,704.34,,0.02,,43.36,43.36,18931964.0,785568511.93,449.0,908.96,43.66,14.1,0.0943,17.72,0.6599,48.8
2008-12-11,21635378.0,895445220.62,14.55,16.7,9.85,1050.24,2.0,539557470.3,14189290.0,13036565.0,587266463.04,,5059.0,153153.0,14.59,0.24,,,21.19,190000.0,467614.0,,5059.0,14.59,153153.0,,3640.0,492615.0,692.2,22.08,,,42.57,42.57,19141822.0,792241902.31,,923.91,42.83,15.02,0.0966,17.86,0.6491,48.675
2008-12-12,21375984.0,886254366.51,14.37,17.49,9.73,1046.13,2.0,538329365.25,13871152.0,12984218.0,575101900.74,,15100.0,139146.0,14.35,0.73,,,29.7,275000.0,627272.0,,15100.0,14.35,139146.0,,169988.0,327347.0,683.6,13.14,0.72,,43.05,43.05,18346430.0,760648197.41,15100.0,885.12,43.58,14.19,0.0936,17.43,0.6635,48.76
2008-12-15,20951640.0,852983715.91,14.09,17.59,9.54,1023.31,2.0,512473825.18,13741557.0,12587775.0,559446628.15,,,89274.0,3.93,,,,24.39,79655.0,485757.0,,,3.93,89274.0,,266888.0,476098.0,669.31,19.0,,,40.78,40.78,19956264.0,812459942.16,,953.15,41.25,14.85,0.0958,18.43,0.6218,47.88
2008-12-16,20740364.0,871188027.33,13.95,17.47,9.44,1003.02,2.0,513797644.56,13460871.0,12231975.0,565416771.5,,,525318.0,8.77,,,,33.59,194514.0,683275.0,,,8.77,525318.0,,64716.0,550314.0,648.58,28.42,9.14,,40.27,40.27,19966512.0,838682783.1,187445.0,969.16,40.09,14.74,0.0982,18.9,0.6205,49.4
2008-12-17,22255596.0,967951155.03,14.97,19.0,10.13,1095.72,3.0,571900853.21,14360940.0,13149418.0,624592954.53,,187445.0,358819.0,3.16,9.26,996028.0,,4.26,60494.0,92224.0,,187445.0,3.16,358819.0,48.45,446029.0,139079.0,710.37,5.48,,,42.97,42.97,19060414.0,828984752.72,,956.3,42.62,13.53,0.0938,17.83,0.6659,51.15
2008-12-18,20710544.0,903394509.91,13.93,17.67,9.43,1066.52,2.0,563136306.74,12014048.0,12910040.0,524053110.58,,,59473.0,18.29,,,,115.79,346776.0,2433577.0,,,18.29,59473.0,,27212.0,586154.0,633.18,16.87,,,36.21,36.21,21165936.0,923258721.72,,1076.92,37.03,13.91,0.0963,19.54,0.6242,51.3
2008-12-19,21749668.0,955748691.84,14.63,18.68,9.9,1127.63,2.0,564319553.32,13546748.0,12842040.0,595286635.16,,,34925.0,13.53,,,,45.25,193523.0,876754.0,,,13.53,34925.0,,2374529.0,261523.0,717.97,13.76,,,40.62,40.62,19805864.0,870331841.79,,1015.31,41.42,14.39,0.1024,19.44,0.6521,51.68
2008-12-22,21837880.0,968909301.69,14.69,18.53,9.94,1126.87,2.0,574880988.66,14022314.0,12957025.0,622146035.5,,,71103.0,9.33,,,,4.34,181776.0,84446.0,,,9.33,71103.0,,488909.0,66791.0,734.52,2.62,,,41.99,41.99,19375870.0,859674138.3,,1003.19,42.27,14.62,0.1029,19.26,0.6539,52.18
2008-12-23,22699032.0,1018118611.01,15.26,19.04,10.33,1180.93,3.0,592911721.36,14602847.0,13219012.0,654980807.31,,,372792.0,15.62,,,,2.13,282333.0,49549.0,,,15.62,372792.0,,257290.0,20346.0,773.01,0.46,,,43.57,43.57,18915396.0,848411364.07,,989.87,43.85,15.14,0.1036,18.96,0.6772,52.75
2008-12-24,22832372.0,1047008065.41,15.35,18.95,10.39,1190.72,3.0,603579539.23,14919135.0,13162413.0,684136307.61,,,302893.0,,,,,2.45,,50241.0,,,,302893.0,,63636.0,56599.0,794.38,2.29,,,44.53,44.53,18582404.0,852120264.28,,972.32,44.96,14.94,0.1035,18.62,0.6815,53.93
