,ANRJ FP Equity_DX_SI_QTY,ANRJ FP Equity_DX_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANRJ FP Equity_DX_SI_MV,ANRJ FP Equity_DX_DSS,ANRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SUPPLY_SI_QTY,ANRJ FP Equity_DX_BROKER_SI_QTY,ANRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_x,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANRJ FP Equity_DX_BROKER_SI_MV_INC_x,ANRJ FP Equity_DX_BROKER_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_NEW,ANRJ FP Equity_DX_SUPPLY_SI_MV_DEC,ANRJ FP Equity_DX_BROKER_SI_QTY_INC,ANRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_y,ANRJ FP Equity_DX_BROKER_SI_MV_INC_y,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANRJ FP Equity_DX_BROKER_SI_MV_ADD,ANRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_DEC,ANRJ FP Equity_DX_SUPPLY_SI_MV,ANRJ FP Equity_DX_BROKER_SI_MV_DEC,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANRJ FP Equity_DX_BROKER_SI_CON_RATIO,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANRJ FP Equity_DX_DEMAND_SUPPLY_RATIO,ANRJ FP Equity_PX_LAST
2015-03-03,500.0,103575.0,0.91,1.1,0.1,,103575.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.15
2015-03-04,500.0,103835.0,0.91,1.1,0.1,,103835.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.67
2015-03-05,500.0,104235.0,0.58,1.1,0.1,,104235.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,208.47
2015-03-06,500.0,104085.0,0.58,1.1,0.1,,104085.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,208.17
2015-03-09,500.0,104040.0,0.58,1.1,0.1,,104040.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,208.08
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.86
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.15
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.14
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.24
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.81
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.45
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.48
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.08
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.81
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.66
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.26
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.56
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.75
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.23
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.86
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.49
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.49
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.12
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.9
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.28
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.03
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.23
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.21
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.93
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.2
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.93
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.13
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.64
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.51
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.96
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.56
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.42
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.69
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.83
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.95
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.13
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.43
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.85
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.62
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.66
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.04
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.13
2015-05-14,1600.0,350928.0,2.73,3.95,0.35,,350928.0,0.0,1600.0,0.0,,,,1600.0,,,,,,,,0.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,219.33
2015-05-15,1600.0,344384.0,2.73,3.95,0.35,,344384.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,215.24
2015-05-18,1600.0,342864.0,2.74,3.95,0.34,,342864.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,214.29
2015-05-19,1600.0,344800.0,2.76,3.95,0.34,,344800.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,215.5
2015-05-20,1600.0,346864.0,2.85,3.95,0.34,,346864.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,216.79
2015-05-21,1600.0,352512.0,2.85,3.95,0.35,,352512.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,220.32
2015-05-22,1600.0,349296.0,1.96,3.17,0.35,,349296.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,218.31
2015-05-25,800.0,174648.0,0.98,1.59,0.17,,174648.0,0.0,800.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-05-26,800.0,171896.0,0.98,1.59,0.17,,171896.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,214.87
2015-05-27,800.0,173024.0,0.99,1.59,0.17,,173024.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,216.28
2015-05-28,800.0,171760.0,1.0,1.59,0.17,,171760.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,214.7
2015-05-29,800.0,169736.0,1.0,1.59,0.17,,169736.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,212.17
2015-06-01,800.0,168088.0,1.0,1.59,0.17,,168088.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,210.11
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.27
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.15
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.51
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.91
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.63
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.03
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.79
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.76
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.06
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.23
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.84
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.76
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.31
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.41
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.58
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.55
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.76
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.65
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.34
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.92
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.27
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.55
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.95
2015-07-06,1700.0,337008.0,3.82,3.37,0.34,,337008.0,0.0,1700.0,0.0,,,,1700.0,,,,,,,,0.34,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,198.24
2015-07-07,1700.0,328355.0,3.81,3.37,0.34,,328355.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,193.15
2015-07-08,1700.0,330667.0,3.81,3.37,0.33,,330667.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,194.51
2015-07-09,1700.0,336073.0,3.81,3.37,0.33,,336073.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,197.69
2015-07-10,1700.0,339439.0,3.81,3.37,0.34,,339439.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,199.67
2015-07-13,1700.0,342754.0,3.81,3.37,0.34,,342754.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,201.62
2015-07-14,1700.0,346732.0,3.79,3.37,0.34,,346732.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,203.96
2015-07-15,1700.0,347276.0,3.82,3.37,0.35,,347276.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,204.28
2015-07-16,1700.0,349180.0,9.11,3.37,0.35,,349180.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,205.4
2015-07-17,1700.0,346902.0,9.22,3.37,0.35,,346902.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,204.06
2015-07-20,1700.0,346511.0,9.22,3.37,0.35,,346511.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,203.83
2015-07-21,1700.0,345270.0,9.22,3.37,0.35,,345270.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,203.1
2015-07-22,1700.0,339830.0,9.25,3.37,0.35,,339830.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,199.9
2015-07-23,1700.0,334934.0,9.14,3.37,0.34,,334934.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,197.02
2015-07-24,1700.0,330667.0,8.38,3.37,0.33,,330667.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,194.51
2015-07-27,1700.0,322847.0,8.36,3.37,0.33,,322847.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.91
2015-07-28,1700.0,326876.0,8.25,3.37,0.32,,326876.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,192.28
2015-07-29,1700.0,333574.0,8.49,3.37,0.33,,333574.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,196.22
2015-07-30,1700.0,342465.0,7.83,3.37,0.33,,342465.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,201.45
2015-07-31,1700.0,339660.0,7.83,3.37,0.34,,339660.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,199.8
2015-08-03,1700.0,338062.0,8.7,3.37,0.34,,338062.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,198.86
2015-08-04,1700.0,336821.0,11.45,3.37,0.34,,336821.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,198.13
2015-08-05,1700.0,343315.0,11.45,3.37,0.34,,343315.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,201.95
2015-08-06,1700.0,340017.0,11.45,3.37,0.34,,340017.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,200.01
2015-08-07,1700.0,342193.0,14.15,3.37,0.34,,342193.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,201.29
2015-08-10,1700.0,341564.0,14.17,3.37,0.34,,341564.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,200.92
2015-08-11,1700.0,337042.0,14.69,3.37,0.34,,337042.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,198.26
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.09
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.24
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.52
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.05
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.64
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.88
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.26
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.74
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.97
2015-08-25,600.0,102618.0,7.12,1.19,0.1,,102618.0,0.0,600.0,0.0,,,,600.0,,,,,,,,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.03
2015-08-26,600.0,99774.0,2.21,1.19,0.1,,99774.0,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.29
2015-08-27,600.0,105510.0,1.81,1.19,0.1,,105510.0,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,175.85
2015-08-28,600.0,108270.0,1.81,1.19,0.11,,108270.0,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.45
2015-08-31,600.0,107568.0,1.81,1.19,0.11,,107568.0,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.28
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.11
2015-09-02,1800.0,313074.0,3.56,3.57,0.32,,313074.0,0.0,1800.0,0.0,,,,1800.0,,,,,,,,0.32,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.93
2015-09-03,1800.0,322398.0,3.43,3.57,0.31,,322398.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.11
2015-09-04,1800.0,309888.0,3.55,3.57,0.32,,309888.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.16
2015-09-07,1800.0,309636.0,3.3,4.45,0.31,,309636.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.02
2015-09-08,2400.0,419400.0,4.42,5.93,0.41,,419400.0,0.0,2400.0,0.0,,,0.1,,,,600.0,,,0.1,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.75
2015-09-09,2400.0,424536.0,4.42,5.93,0.42,,424536.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.89
2015-09-10,2400.0,415680.0,4.12,5.93,0.43,,415680.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.2
2015-09-11,1200.0,205344.0,2.06,2.97,0.21,,205344.0,0.0,1200.0,0.0,,,,,,,,,,,,,,1200.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.12
2015-09-14,1200.0,205296.0,2.06,2.97,0.21,,205296.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.08
2015-09-15,1200.0,209124.0,2.05,2.97,0.21,,209124.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.27
2015-09-16,1200.0,214740.0,2.05,2.97,0.21,,214740.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.95
2015-09-17,1200.0,213756.0,1.85,2.97,0.22,,213756.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.13
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.11
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.63
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.03
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.93
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.4
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.53
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.87
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.44
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.87
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.86
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.54
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.21
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.94
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.73
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.78
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.74
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.51
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.21
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.13
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.85
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.72
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.57
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.35
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.39
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.68
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.34
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.85
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.2
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.78
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.99
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.09
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.96
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.12
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.23
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.75
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.52
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.57
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.74
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.42
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.05
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.73
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.35
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.49
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.29
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.68
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.24
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.23
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.42
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.36
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.03
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.56
