,ANRJ FP Equity_DX_SI_QTY,ANRJ FP Equity_DX_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANRJ FP Equity_DX_SI_MV,ANRJ FP Equity_DX_DSS,ANRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SUPPLY_SI_QTY,ANRJ FP Equity_DX_BROKER_SI_QTY,ANRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_x,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANRJ FP Equity_DX_BROKER_SI_MV_INC_x,ANRJ FP Equity_DX_BROKER_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_NEW,ANRJ FP Equity_DX_SUPPLY_SI_MV_DEC,ANRJ FP Equity_DX_BROKER_SI_QTY_INC,ANRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_y,ANRJ FP Equity_DX_BROKER_SI_MV_INC_y,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANRJ FP Equity_DX_BROKER_SI_MV_ADD,ANRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_DEC,ANRJ FP Equity_DX_SUPPLY_SI_MV,ANRJ FP Equity_DX_BROKER_SI_MV_DEC,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANRJ FP Equity_DX_BROKER_SI_CON_RATIO,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANRJ FP Equity_DX_DEMAND_SUPPLY_RATIO,ANRJ FP Equity_PX_LAST
2011-06-09,14800.0,2641948.0,18.91,10.41,2.64,,2641948.0,0.0,14800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.51
2011-06-10,14800.0,2604356.0,18.91,10.41,2.6,,2604356.0,0.0,14800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,175.97
2011-06-13,14800.0,2605836.0,18.91,10.41,2.62,,2605836.0,0.0,14800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.07
2011-06-14,22800.0,4048368.0,32.45,16.03,4.04,,4048368.0,0.0,22800.0,0.0,,,1.44,,,,8000.0,,,1.44,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.56
2011-06-15,24800.0,4365544.0,48.45,17.44,4.36,,4365544.0,0.0,24800.0,0.0,,,0.24,,,,2000.0,,,0.24,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.03
2011-06-16,24800.0,4339504.0,48.45,17.44,4.36,,4339504.0,0.0,24800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.98
2011-06-17,24800.0,4326360.0,48.42,17.44,4.33,,4326360.0,0.0,24800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.45
2011-06-20,24800.0,4299576.0,47.04,17.44,4.3,,4299576.0,0.0,24800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.37
2011-06-21,24800.0,4399024.0,47.04,17.44,4.4,,4399024.0,0.0,24800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.38
2011-06-22,21800.0,3835928.0,41.32,15.33,3.82,,3835928.0,0.0,21800.0,0.0,,,,,,,,,,,,,,3000.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,175.96
2011-06-23,21800.0,3765514.0,41.32,15.33,3.79,,3765514.0,0.0,21800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.73
2011-06-24,21800.0,3758756.0,61.65,15.33,3.76,,3758756.0,0.0,21800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.42
2011-06-27,19800.0,3415500.0,56.0,13.92,3.42,,3415500.0,0.0,19800.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.5
2011-06-28,19800.0,3434112.0,53.75,13.92,3.44,,3434112.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.44
2011-06-29,19800.0,3509352.0,53.75,13.92,3.51,,3509352.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.24
2011-06-30,19800.0,3565386.0,53.75,13.92,3.57,,3565386.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.07
2011-07-01,19800.0,3584394.0,53.75,13.92,3.59,,3584394.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.03
2011-07-04,19800.0,3607560.0,53.82,13.92,3.61,,3607560.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.2
2011-07-05,19800.0,3606966.0,53.82,13.92,3.6,,3606966.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.17
2011-07-06,19800.0,3610926.0,44.21,13.92,3.61,,3610926.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.37
2011-07-07,19800.0,3645576.0,44.21,13.92,3.65,,3645576.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.12
2011-07-08,19800.0,3617658.0,44.21,13.92,3.69,,3617658.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.71
2011-07-11,19800.0,3598650.0,44.21,13.92,3.6,,3598650.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.75
2011-07-12,5000.0,901800.0,12.2,3.52,0.9,,901800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,14800.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.36
2011-07-13,5000.0,910400.0,25.76,3.52,0.91,,910400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.08
2011-07-14,5000.0,900650.0,25.76,3.52,0.9,,900650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.13
2011-07-15,5000.0,905450.0,25.76,3.52,0.91,,905450.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.09
2011-07-18,5000.0,896750.0,25.78,3.52,0.9,,896750.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.35
2011-07-19,5000.0,903400.0,43.78,3.52,0.9,,903400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.68
2011-07-20,5000.0,911500.0,43.78,3.52,0.91,,911500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.3
2011-07-21,5000.0,918250.0,43.78,3.52,0.92,,918250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.65
2011-07-22,5000.0,924350.0,43.78,3.52,0.92,,924350.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.87
2011-07-25,5000.0,925850.0,43.78,3.52,0.93,,925850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.17
2011-07-26,5000.0,923300.0,43.78,3.52,0.92,,923300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.66
2011-07-27,5000.0,914600.0,43.78,3.52,0.91,,914600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.92
2011-07-28,5000.0,914300.0,25.75,3.52,0.92,,914300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.86
2011-07-29,5000.0,905950.0,25.79,3.52,0.91,,905950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.19
2011-08-01,5000.0,895550.0,27.95,3.52,0.9,,895550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.11
2011-08-02,5000.0,885950.0,27.95,3.52,0.89,,885950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.19
2011-08-03,5000.0,859200.0,28.01,3.52,0.86,,859200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.84
2011-08-04,3000.0,494910.0,16.81,2.11,0.49,,494910.0,0.0,3000.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.97
2011-08-05,400.0,63668.0,2.24,0.28,0.06,,63668.0,0.0,400.0,0.0,,,,,,,,,,,,,,2600.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.17
2011-08-08,400.0,61488.0,2.24,0.28,0.06,,61488.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,153.72
2011-08-09,400.0,61968.0,2.47,0.28,0.06,,61968.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.92
2011-08-10,400.0,60252.0,0.77,0.28,0.06,,60252.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,150.63
2011-08-11,400.0,61772.0,0.77,0.28,0.06,,61772.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.43
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.88
2011-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.94
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.38
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.17
2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.62
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.3
2011-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.48
2011-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.04
2011-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.39
2011-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8
2011-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.75
2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.28
2011-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.61
2011-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.43
2011-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.04
2011-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.27
2011-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.16
2011-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.23
2011-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.61
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.57
2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.37
2011-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2
2011-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.07
2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.17
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.53
2011-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5
2011-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.89
2011-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.01
2011-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.72
2011-09-23,2500.0,385475.0,9.49,1.31,0.39,,385475.0,0.0,2500.0,0.0,,,,2500.0,,,,,,,,0.39,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.19
2011-09-26,2500.0,385750.0,9.49,1.31,0.39,,385750.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.3
2011-09-27,2500.0,404050.0,9.49,1.31,0.4,,404050.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.62
2011-09-28,2500.0,398650.0,9.55,0.99,0.4,,398650.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.46
2011-09-29,2500.0,397675.0,3.87,0.99,0.4,,397675.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.07
2011-09-30,2500.0,397300.0,3.87,0.83,0.4,,397300.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.92
2011-10-03,2500.0,393325.0,2.39,0.83,0.39,,393325.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.33
2011-10-04,2500.0,381325.0,2.39,0.83,0.38,,381325.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.53
2011-10-05,2500.0,397850.0,2.39,0.83,0.4,,397850.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.14
2011-10-06,2500.0,406575.0,2.39,0.83,0.41,,406575.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.63
2011-10-07,2500.0,414600.0,2.39,0.83,0.41,,414600.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.84
2011-10-10,2500.0,421600.0,2.39,0.83,0.42,,421600.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,168.64
2011-10-11,2500.0,419700.0,2.39,0.83,0.42,,419700.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.88
2011-10-12,2500.0,424975.0,1.91,0.83,0.42,,424975.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,169.99
2011-10-13,2500.0,423175.0,1.91,0.83,0.42,,423175.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,169.27
2011-10-14,2500.0,433200.0,1.91,0.83,0.43,,433200.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.28
2011-10-17,2500.0,435550.0,1.91,0.83,0.43,,435550.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.22
2011-10-18,2500.0,436700.0,1.91,0.83,0.44,,436700.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.68
2011-10-19,2500.0,442550.0,2.21,0.71,0.44,,442550.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.02
2011-10-20,2500.0,439875.0,1.98,0.71,0.44,,439875.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,175.95
2011-10-21,2500.0,449500.0,1.92,0.71,0.45,,449500.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.8
2011-10-24,2500.0,447900.0,1.92,0.71,0.45,,447900.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.16
2011-10-25,2500.0,452575.0,1.88,0.71,0.45,,452575.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.03
2011-10-26,2500.0,454725.0,1.88,0.71,0.46,,454725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.89
2011-10-27,2500.0,461450.0,1.88,0.71,0.46,,461450.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.58
2011-10-28,2500.0,458025.0,1.88,0.71,0.46,,458025.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.21
2011-10-31,2500.0,452300.0,1.88,0.71,0.45,,452300.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.92
2011-11-01,2500.0,440275.0,1.65,0.71,0.44,,440275.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.11
2011-11-02,2500.0,448875.0,1.65,0.71,0.45,,448875.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.55
2011-11-03,2500.0,452825.0,1.65,0.71,0.45,,452825.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.13
2011-11-04,2500.0,449625.0,1.65,0.71,0.45,,449625.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.85
2011-11-07,2500.0,451325.0,1.53,0.71,0.45,,451325.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.53
2011-11-08,2500.0,458225.0,1.42,0.71,0.45,,458225.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.29
2011-11-09,2500.0,452975.0,1.34,0.71,0.45,,452975.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.19
2011-11-10,2500.0,450850.0,1.69,0.71,0.45,,450850.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.34
2011-11-11,2500.0,456500.0,1.69,0.71,0.46,,456500.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.6
2011-11-14,2500.0,456450.0,2.13,0.71,0.46,,456450.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.58
2011-11-15,2500.0,455150.0,2.11,0.71,0.45,,455150.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.06
2011-11-16,2500.0,459100.0,1.99,0.71,0.46,,459100.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.64
2011-11-17,2500.0,453250.0,1.98,0.71,0.45,,453250.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.3
2011-11-18,2500.0,449800.0,1.98,0.71,0.45,,449800.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.92
2011-11-21,2500.0,433025.0,1.98,0.71,0.43,,433025.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.21
2011-11-22,2500.0,429875.0,1.97,0.71,0.43,,429875.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.95
2011-11-23,2500.0,424150.0,2.5,0.71,0.42,,424150.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,169.66
2011-11-24,2500.0,418675.0,2.5,0.86,0.42,,418675.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.47
2011-11-25,2500.0,426350.0,2.5,0.86,0.42,,426350.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,170.54
2011-11-28,2500.0,438525.0,2.49,0.86,0.44,,438525.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,175.41
2011-11-29,2500.0,440875.0,2.49,0.86,0.44,,440875.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.35
2011-11-30,2500.0,457150.0,2.49,0.86,0.46,,457150.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.86
2011-12-01,2500.0,453825.0,2.87,0.86,0.45,,453825.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.53
2011-12-02,2500.0,460875.0,2.98,0.86,0.46,,460875.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.35
2011-12-05,2500.0,464450.0,2.98,0.86,0.46,,464450.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.78
2011-12-06,2500.0,464325.0,3.11,0.86,0.46,,464325.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.73
2011-12-07,2500.0,465275.0,3.11,0.86,0.46,,465275.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,186.11
2011-12-08,2500.0,456625.0,3.11,0.86,0.46,,456625.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.65
2011-12-09,2500.0,462825.0,3.09,0.86,0.46,,462825.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.13
2011-12-12,2500.0,456775.0,3.08,0.86,0.46,,456775.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.71
2011-12-13,2500.0,467025.0,4.59,0.86,0.47,,467025.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,186.81
2011-12-14,2500.0,454775.0,4.56,0.86,0.45,,454775.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.91
