,CRP FP Equity_DX_SI_QTY,CRP FP Equity_DX_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRP FP Equity_DX_SI_MV,CRP FP Equity_DX_DSS,CRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY,CRP FP Equity_DX_BROKER_SI_QTY,CRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRP FP Equity_DX_BROKER_SI_MV_NEW_x,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRP FP Equity_DX_BROKER_SI_MV_INC_x,CRP FP Equity_DX_BROKER_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_NEW,CRP FP Equity_DX_SUPPLY_SI_MV_DEC,CRP FP Equity_DX_BROKER_SI_QTY_INC,CRP FP Equity_DX_SUPPLY_SI_QTY_DEC,CRP FP Equity_DX_BROKER_SI_MV_NEW_y,CRP FP Equity_DX_BROKER_SI_MV_INC_y,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRP FP Equity_DX_BROKER_SI_MV_ADD,CRP FP Equity_DX_SUPPLY_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_DEC,CRP FP Equity_DX_SUPPLY_SI_MV,CRP FP Equity_DX_BROKER_SI_MV_DEC,CRP FP Equity_DX_SUPPLY_SI_MV_RMV,CRP FP Equity_DX_BROKER_SI_MV_RMV,CRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRP FP Equity_DX_UTILIZATION_QUANTITY,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRP FP Equity_DX_ACTIVE_UTILIZATION_MV,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRP FP Equity_DX_BROKER_SI_CON_RATIO,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRP FP Equity_DX_DEMAND_SUPPLY_RATIO,CRP FP Equity_PX_LAST
2013-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,15500.0,0.0,2.15,,,0.0,0.0,54462.0,7251615.3,,7.25,0.0,,0.0,,0.0,133.15
2013-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60462.0,8053538.4,,8.06,0.0,,0.0,,0.0,133.2
2013-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60462.0,8049306.06,,8.05,0.0,,0.0,,0.0,133.13
2013-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60462.0,8050515.3,,8.06,0.0,,0.0,,0.0,133.15
2013-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60462.0,8026330.5,,8.03,0.0,,0.0,,0.0,132.75
2013-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,28525.0,3785267.5,,3.78,0.0,,0.0,,0.0,132.7
2013-05-31,5200.0,689676.0,1.25,0.11,0.69,,344838.0,2600.0,2600.0,344838.0,,,,2600.0,,,,,,,,0.35,2600.0,,0.35,,,,100.0,9.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1825,132.63
2013-06-03,5200.0,689260.0,1.26,0.11,0.69,,344630.0,2600.0,2600.0,344630.0,,,,,,,,,,,,,,,0.34,,,,100.0,9.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1825,132.55
2013-06-04,5200.0,687960.0,1.12,0.11,0.69,,343980.0,2600.0,2600.0,343980.0,,,,,,,,,,,,,,,0.34,,,,100.0,9.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1825,132.3
2013-06-05,5200.0,688636.0,1.13,0.11,0.69,,344318.0,2600.0,2600.0,344318.0,,,,,,,,,,,,,,,0.34,,,,100.0,9.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1825,132.43
2013-06-06,5200.0,686556.0,1.12,0.11,0.69,,343278.0,2600.0,2600.0,343278.0,,,,,,,,,,,,,,,0.34,,,,100.0,9.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1825,132.03
2013-06-07,2600.0,342680.0,0.56,0.05,0.34,,342680.0,0.0,2600.0,0.0,,,,,,0.34,,2600.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0912,131.8
2013-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2600.0,0.0,0.34,,,0.0,0.0,28496.0,3748648.8,,3.76,0.0,,0.0,,0.0,131.55
2013-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,28452.0,3734040.48,,3.74,0.0,,0.0,,0.0,131.24
2013-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,28452.0,3734040.48,,3.73,0.0,,0.0,,0.0,131.24
2013-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,28452.0,3737170.2,,3.74,0.0,,0.0,,0.0,131.35
2013-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,27352.0,3604173.04,,3.6,0.0,,0.0,,0.0,131.77
2013-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,27292.0,3593810.56,,3.6,0.0,,0.0,,0.0,131.68
2013-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,27285.0,3589341.75,,3.59,0.0,,0.0,,0.0,131.55
2013-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,27285.0,3588523.2,,3.57,0.0,,0.0,,0.0,131.52
2013-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23325.0,3043912.5,,3.08,0.0,,0.0,,0.0,130.5
2013-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23325.0,3029684.25,,3.04,0.0,,0.0,,0.0,129.89
2013-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23325.0,3014289.75,,3.03,0.0,,0.0,,0.0,129.23
2013-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23325.0,3015222.75,,3.01,0.0,,0.0,,0.0,129.27
2013-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17325.0,2244453.75,,2.25,0.0,,0.0,,0.0,129.55
2013-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17325.0,2257794.0,,2.24,0.0,,0.0,,0.0,130.32
2013-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17325.0,2260912.5,,2.26,0.0,,0.0,,0.0,130.5
2013-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1321110.0,,1.32,0.0,,0.0,,0.0,130.48
2013-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1321110.0,,1.32,0.0,,0.0,,0.0,130.48
2013-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1323843.75,,1.32,0.0,,0.0,,0.0,130.75
2013-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1325261.25,,1.32,0.0,,0.0,,0.0,130.89
2013-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1325666.25,,1.33,0.0,,0.0,,0.0,130.93
2013-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1325970.0,,1.32,0.0,,0.0,,0.0,130.96
2013-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1332753.75,,1.33,0.0,,0.0,,0.0,131.63
2013-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1327893.75,,1.33,0.0,,0.0,,0.0,131.15
2013-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1331032.5,,1.32,0.0,,0.0,,0.0,131.46
2013-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1330020.0,,1.33,0.0,,0.0,,0.0,131.36
2013-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1331336.25,,1.33,0.0,,0.0,,0.0,131.49
2013-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10125.0,1332348.75,,1.33,0.0,,0.0,,0.0,131.59
2013-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,611088.0,,0.61,0.0,,0.0,,0.0,131.7
2013-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,610856.0,,0.61,0.0,,0.0,,0.0,131.65
2013-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,611088.0,,0.61,0.0,,0.0,,0.0,131.7
2013-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,610531.2,,0.61,0.0,,0.0,,0.0,131.58
2013-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,611134.4,,0.61,0.0,,0.0,,0.0,131.71
2013-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,610206.4,,0.61,0.0,,0.0,,0.0,131.51
2013-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,610020.8,,0.61,0.0,,0.0,,0.0,131.47
2013-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,609278.4,,0.61,0.0,,0.0,,0.0,131.31
2013-07-29,2900.0,381031.0,0.25,0.06,0.38,,381031.0,0.0,2900.0,0.0,,,,2900.0,,,,,,,,0.38,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.625,131.39
2013-07-30,2900.0,381205.0,0.24,0.06,0.38,,381205.0,0.0,2900.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.625,131.45
2013-07-31,17900.0,2352955.0,1.52,0.35,2.46,,2352955.0,0.0,17900.0,0.0,,,,15000.0,,,,,,,,2.08,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.55,0.7374,84.45,3.8578,131.45
2013-08-01,17900.0,2357430.0,1.52,0.35,2.45,,2357430.0,0.0,17900.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.55,0.7374,84.45,3.8578,131.7
2013-08-02,27900.0,3677499.0,2.46,0.55,3.84,,3677499.0,0.0,27900.0,0.0,,,1.4,,,,10000.0,,,1.4,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.95,0.8208,90.05,6.0129,131.81
2013-08-05,25400.0,3343910.0,2.23,0.5,3.51,,3343910.0,0.0,25400.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.9705,98.5,5.4741,131.65
2013-08-06,25400.0,3346450.0,2.28,0.5,3.51,,3346450.0,0.0,25400.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.9704,98.5,5.4741,131.75
2013-08-07,10000.0,1318000.0,0.86,0.2,1.38,,1318000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,15400.0,0.0,2.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1552,131.8
2013-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10000.0,0.0,1.38,,,0.0,0.0,4640.0,612294.4,,0.61,0.0,,0.0,,0.0,131.96
2013-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,612248.0,,0.61,0.0,,0.0,,0.0,131.95
2013-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4640.0,611552.0,,0.61,0.0,,0.0,,0.0,131.8
2013-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,498385.0,,0.5,0.0,,0.0,,0.0,131.5
2013-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,499143.0,,0.5,0.0,,0.0,,0.0,131.7
2013-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,497589.1,,0.5,0.0,,0.0,,0.0,131.29
2013-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,497930.2,,0.5,0.0,,0.0,,0.0,131.38
2013-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,497740.7,,0.5,0.0,,0.0,,0.0,131.33
2013-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,497968.1,,0.5,0.0,,0.0,,0.0,131.39
2013-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3790.0,497172.2,,0.5,0.0,,0.0,,0.0,131.18
2013-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1100316.0,,1.1,0.0,,0.0,,0.0,130.99
2013-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1100484.0,,1.1,0.0,,0.0,,0.0,131.01
2013-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1101156.0,,1.1,0.0,,0.0,,0.0,131.09
2013-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1102080.0,,1.1,0.0,,0.0,,0.0,131.2
2013-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1098888.0,,1.1,0.0,,0.0,,0.0,130.82
2013-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1101408.0,,1.1,0.0,,0.0,,0.0,131.12
2013-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1102332.0,,1.1,0.0,,0.0,,0.0,131.23
2013-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1098804.0,,1.1,0.0,,0.0,,0.0,130.81
2013-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8400.0,1098468.0,,1.1,0.0,,0.0,,0.0,130.77
2013-09-04,165.0,21567.15,0.02,0.0,0.02,,0.0,165.0,0.0,21567.15,,,,,,,,,,,,,165.0,,0.02,,,,100.0,1.34,0.0,0.0,,0.0,100.0,,0.0,,0.0134,130.71
2013-09-05,165.0,21466.5,0.04,0.0,0.02,,0.0,165.0,0.0,21466.5,,,,,,,,,,,,,,,0.02,,,,100.0,1.34,0.0,0.0,,0.0,100.0,,0.0,,0.0134,130.1
2013-09-06,165.0,21535.8,0.04,0.0,0.02,,0.0,165.0,0.0,21535.8,,,,,,,,,,,,,,,0.02,,,,100.0,1.34,0.0,0.0,,0.0,100.0,,0.0,,0.0134,130.52
2013-09-09,165.0,21539.1,0.04,0.0,0.02,,0.0,165.0,0.0,21539.1,,,,,,,,,,,,,,,0.02,,,,100.0,1.34,0.0,0.0,,0.0,100.0,,0.0,,0.0134,130.54
2013-09-10,165.0,21471.45,0.04,0.0,0.02,,0.0,165.0,0.0,21471.45,,,,,,,,,,,,,,,0.02,,,,100.0,1.4,0.0,0.0,,0.0,100.0,,0.0,,0.014,130.13
2013-09-11,165.0,21512.7,0.04,0.0,0.02,,0.0,165.0,0.0,21512.7,,,,,,,,,,,,,,,0.02,,,,100.0,1.41,0.0,0.0,,0.0,100.0,,0.0,,0.0141,130.38
2013-09-12,165.0,21563.85,0.04,0.0,0.02,,0.0,165.0,0.0,21563.85,,,,,,,,,,,,,,,0.02,,,,100.0,1.41,0.0,0.0,,0.0,100.0,,0.0,,0.0141,130.69
2013-09-13,165.0,21586.95,0.04,0.0,0.02,,0.0,165.0,0.0,21586.95,,,,,,,,,,,,,,,0.02,,,,100.0,1.41,0.0,0.0,,0.0,100.0,,0.0,,0.0141,130.83
2013-09-16,165.0,21619.95,0.04,0.0,0.02,,0.0,165.0,0.0,21619.95,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.03
2013-09-17,165.0,21615.0,0.04,0.0,0.02,,0.0,165.0,0.0,21615.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.0
2013-09-18,165.0,21575.4,0.03,0.0,0.02,,0.0,165.0,0.0,21575.4,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,130.76
2013-09-19,165.0,21674.4,0.03,0.0,0.02,,0.0,165.0,0.0,21674.4,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.36
2013-09-20,165.0,21659.55,0.03,0.0,0.02,,0.0,165.0,0.0,21659.55,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.27
2013-09-23,165.0,21685.95,0.03,0.0,0.02,,0.0,165.0,0.0,21685.95,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.43
2013-09-24,165.0,21742.05,0.03,0.0,0.02,,0.0,165.0,0.0,21742.05,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.77
2013-09-25,165.0,21765.15,0.03,0.0,0.02,,0.0,165.0,0.0,21765.15,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.91
2013-09-26,165.0,21732.15,0.03,0.0,0.02,,0.0,165.0,0.0,21732.15,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.71
2013-09-27,165.0,21783.3,0.03,0.0,0.02,,0.0,165.0,0.0,21783.3,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,132.02
2013-09-30,165.0,21760.2,0.03,0.0,0.02,,0.0,165.0,0.0,21760.2,,,,,,,,,,,,,,,0.02,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,0.0,,0.0069,131.88
2013-10-01,165.0,21748.65,0.03,0.0,0.02,,0.0,165.0,0.0,21748.65,,,,,,,,,,,,,,,0.02,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,0.0,,0.0067,131.81
2013-10-02,165.0,21761.85,0.03,0.0,0.02,,0.0,165.0,0.0,21761.85,,,,,,,,,,,,,,,0.02,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,0.0,,0.0067,131.89
2013-10-03,165.0,21758.55,0.03,0.0,0.02,,0.0,165.0,0.0,21758.55,,,,,,,,,,,,,,,0.02,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,0.0,,0.0067,131.87
2013-10-04,165.0,21755.25,0.03,0.0,0.02,,0.0,165.0,0.0,21755.25,,,,,,,,,,,,,,,0.02,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,0.0,,0.0067,131.85
2013-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,165.0,,,,,,,0.0,,,,0.0,0.0,24588.0,3244140.72,,3.25,0.0,,0.0,,0.0,131.94
2013-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24588.0,3244878.36,,3.24,0.0,,0.0,,0.0,131.97
2013-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24588.0,3244632.48,,3.25,0.0,,0.0,,0.0,131.96
2013-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24588.0,3238731.36,,3.24,0.0,,0.0,,0.0,131.72
2013-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23721.0,3131883.63,,3.13,0.0,,0.0,,0.0,132.03
2013-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23721.0,3133544.1,,3.13,0.0,,0.0,,0.0,132.1
2013-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,23721.0,3129511.53,,3.14,0.0,,0.0,,0.0,131.93
2013-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4752585.39,,4.76,0.0,,0.0,,0.0,131.91
2013-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4764114.67,,4.77,0.0,,0.0,,0.0,132.23
2013-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4771320.47,,4.77,0.0,,0.0,,0.0,132.43
2013-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4770599.89,,4.77,0.0,,0.0,,0.0,132.41
2013-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4778886.56,,4.78,0.0,,0.0,,0.0,132.64
2013-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4782129.17,,4.78,0.0,,0.0,,0.0,132.73
2013-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4781048.3,,4.78,0.0,,0.0,,0.0,132.7
2013-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36029.0,4780688.01,,4.78,0.0,,0.0,,0.0,132.69
2013-10-28,5000.0,663550.0,0.9,0.11,0.66,,663550.0,0.0,5000.0,0.0,,,,5000.0,,,,,,,,0.66,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1388,132.71
2013-10-29,10000.0,1328200.0,1.79,0.23,1.36,,1328200.0,0.0,10000.0,0.0,,,,5000.0,,,,,,,,0.7,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.71,0.5003,51.29,0.2776,132.82
2013-10-30,10000.0,1331700.0,3.15,0.23,1.36,,1331700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.7,0.5003,51.3,0.2776,133.17
2013-10-31,10000.0,1334000.0,3.15,0.23,1.37,,1334000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.35,0.5005,51.65,0.2776,133.4
2013-11-01,10000.0,1334000.0,3.15,0.23,1.37,,1334000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.45,0.5005,51.55,0.2776,133.4
