,ALBKK FP Equity_DX_SI_QTY,ALBKK FP Equity_DX_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBKK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBKK FP Equity_DX_SI_MV,ALBKK FP Equity_DX_DSS,ALBKK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SUPPLY_SI_QTY,ALBKK FP Equity_DX_BROKER_SI_QTY,ALBKK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBKK FP Equity_DX_BROKER_SI_MV_INC_x,ALBKK FP Equity_DX_BROKER_SI_QTY_ADD,ALBKK FP Equity_DX_SUPPLY_SI_MV_DEC,ALBKK FP Equity_DX_BROKER_SI_QTY_INC,ALBKK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBKK FP Equity_DX_BROKER_SI_MV_INC_y,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBKK FP Equity_DX_BROKER_SI_MV_ADD,ALBKK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBKK FP Equity_DX_BROKER_SI_QTY_DEC,ALBKK FP Equity_DX_SUPPLY_SI_MV,ALBKK FP Equity_DX_BROKER_SI_MV_DEC,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBKK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBKK FP Equity_DX_BROKER_SI_CON_RATIO,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBKK FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-07-23,150.0,1425.0,0.0,0.88,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-24,150.0,1425.0,0.0,0.75,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-27,150.0,1425.0,0.0,0.72,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-28,150.0,1425.0,0.0,0.72,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-29,150.0,1425.0,0.0,0.82,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-30,150.0,1425.0,0.0,0.82,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-07-31,150.0,1455.0,0.0,0.75,0.0,0.0,0.0,1455.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-03,150.0,1455.0,0.0,0.67,0.0,0.0,0.0,1455.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-04,150.0,1455.0,0.0,0.7,0.0,0.0,0.0,1455.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-05,150.0,1440.0,0.0,0.7,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-06,150.0,1440.0,0.0,0.71,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-07,150.0,1410.0,0.0,0.71,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-10,150.0,1410.0,0.0,0.69,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-11,150.0,1410.0,0.0,0.69,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-12,150.0,1410.0,0.0,0.55,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-13,150.0,1410.0,0.0,0.54,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-14,150.0,1410.0,0.0,0.59,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-17,150.0,1410.0,0.0,0.6,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-18,150.0,1395.0,0.0,0.6,0.0,0.0,0.0,1395.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-19,150.0,1410.0,0.0,0.6,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-20,150.0,1395.0,0.0,0.58,0.0,0.0,0.0,1395.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-21,150.0,1395.0,0.0,0.58,0.0,0.0,0.0,1395.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-24,150.0,1425.0,0.0,0.58,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-25,150.0,1425.0,0.0,0.52,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-26,150.0,1410.0,0.0,0.58,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-27,150.0,1440.0,0.0,0.65,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-28,150.0,1440.0,0.0,0.58,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-08-31,150.0,1440.0,0.0,0.58,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-01,150.0,1440.0,0.0,0.58,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-02,150.0,1485.0,0.0,0.58,0.0,0.0,0.0,1485.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-03,150.0,1470.0,0.0,0.55,0.0,0.0,0.0,1470.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-04,150.0,1440.0,0.0,0.55,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-07,150.0,1440.0,0.0,0.55,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-08,150.0,1440.0,0.0,0.55,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-09,150.0,1440.0,0.0,0.55,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-10,150.0,1440.0,0.0,0.55,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-11,150.0,1440.0,0.0,0.61,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-14,150.0,1440.0,0.0,0.67,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-15,150.0,1440.0,0.0,0.67,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-16,150.0,1440.0,0.0,0.67,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-17,150.0,1440.0,0.0,0.68,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-18,150.0,1440.0,0.0,0.68,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-21,150.0,1447.5,0.0,0.76,0.0,0.0,0.0,1447.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-22,150.0,1432.5,0.0,0.74,0.0,0.0,0.0,1432.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-23,150.0,1462.5,0.0,1.05,0.0,0.0,0.0,1462.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-24,150.0,1462.5,0.0,0.98,0.0,0.0,0.0,1462.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-25,150.0,1477.5,0.0,0.98,0.0,0.0,0.0,1477.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-28,150.0,1477.5,0.0,0.97,0.0,0.0,0.0,1477.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-29,150.0,1462.5,0.0,0.52,0.0,0.0,0.0,1462.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-09-30,150.0,1455.0,0.0,0.51,0.0,0.0,0.0,1455.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-01,150.0,1440.0,0.0,0.24,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-02,150.0,1425.0,0.0,0.24,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-05,150.0,1425.0,0.0,0.24,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-06,150.0,1410.0,0.0,0.25,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-07,150.0,1425.0,0.0,0.25,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-08,150.0,1425.0,0.0,0.25,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-09,150.0,1425.0,0.0,0.26,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-12,150.0,1440.0,0.0,0.26,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-13,150.0,1425.0,0.0,0.26,0.0,0.0,0.0,1425.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-14,150.0,1410.0,0.0,0.26,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-15,150.0,1410.0,0.0,0.26,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-16,150.0,1410.0,0.0,0.28,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-19,150.0,1410.0,0.0,0.28,0.0,0.0,0.0,1410.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-20,150.0,1372.5,0.0,0.28,0.0,0.0,0.0,1372.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-21,150.0,1372.5,0.0,0.26,0.0,0.0,0.0,1372.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-22,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-23,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-26,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-27,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-28,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-29,150.0,1372.5,0.0,0.26,0.0,0.0,0.0,1372.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-10-30,150.0,1387.5,0.0,0.26,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-02,150.0,1380.0,0.0,0.26,0.0,0.0,0.0,1380.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-03,150.0,1245.0,0.0,0.26,0.0,0.0,0.0,1245.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-04,150.0,1230.0,0.0,0.22,0.0,0.0,0.0,1230.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-05,150.0,1215.0,0.0,0.22,0.0,0.0,0.0,1215.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-06,150.0,1192.5,0.0,0.22,0.0,0.0,0.0,1192.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-09,150.0,1222.5,0.0,0.21,0.0,0.0,0.0,1222.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-10,150.0,1252.5,0.0,0.24,0.0,0.0,0.0,1252.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-11,150.0,1252.5,0.0,0.24,0.0,0.0,0.0,1252.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-12,150.0,1252.5,0.0,0.51,0.0,0.0,0.0,1252.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-13,150.0,1267.5,0.0,0.52,0.0,0.0,0.0,1267.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-16,150.0,1267.5,0.0,0.51,0.0,0.0,0.0,1267.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-17,150.0,1297.5,0.0,0.51,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-18,150.0,1297.5,0.0,0.48,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-19,150.0,1297.5,0.0,0.48,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-20,150.0,1297.5,0.0,0.48,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-23,150.0,1312.5,0.0,0.48,0.0,0.0,0.0,1312.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-24,150.0,1312.5,0.0,0.48,0.0,0.0,0.0,1312.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-25,150.0,1297.5,0.0,0.47,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-26,150.0,1267.5,0.0,0.47,0.0,0.0,0.0,1267.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-27,150.0,1290.0,0.0,0.43,0.0,0.0,0.0,1290.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-11-30,150.0,1275.0,0.0,0.42,0.0,0.0,0.0,1275.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-01,150.0,1267.5,0.0,0.4,0.0,0.0,0.0,1267.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-02,150.0,1267.5,0.0,0.45,0.0,0.0,0.0,1267.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-03,150.0,1297.5,0.0,0.45,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-04,150.0,1312.5,0.0,0.44,0.0,0.0,0.0,1312.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-07,150.0,1297.5,0.0,0.43,0.0,0.0,0.0,1297.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-08,150.0,1335.0,0.0,0.42,0.0,0.0,0.0,1335.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0469
2020-12-09,150.0,1357.5,0.0,0.39,0.0,0.0,0.0,1357.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-10,150.0,1372.5,0.0,0.36,0.0,0.0,0.0,1372.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-11,150.0,1365.0,0.0,0.23,0.0,0.0,0.0,1365.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-14,150.0,1380.0,0.0,0.22,0.0,0.0,0.0,1380.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-15,150.0,1395.0,0.0,0.21,0.0,0.0,0.0,1395.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-16,150.0,1387.5,0.0,0.24,0.0,0.0,0.0,1387.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-17,150.0,1440.0,0.0,0.23,0.0,0.0,0.0,1440.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-18,150.0,1590.0,0.0,0.18,0.0,0.0,0.0,1590.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0314
2020-12-21,500.0,5600.0,0.01,0.54,0.01,0.0,0.0,5600.0,500.0,500.0,5600.0,,0.0,,,350.0,,0.0,,,500.0,,0.01,,100.0,8.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.0865
2020-12-22,500.0,6000.0,0.01,0.54,0.01,0.01,0.0,6000.0,500.0,500.0,6000.0,,,,,,,,,,,,0.01,,100.0,8.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.0865
2020-12-23,8.0,91.2,0.0,0.01,0.0,0.0,0.0,91.2,8.0,8.0,91.2,,,,0.01,,492.0,,,,,492.0,0.0,0.01,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2020-12-24,8.0,92.0,0.0,0.01,0.0,0.0,0.0,92.0,8.0,8.0,92.0,,,,,,,,,,,,0.0,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2020-12-25,8.0,92.0,0.0,0.01,0.0,0.0,0.0,92.0,8.0,8.0,92.0,,,,,,,,,,,,0.0,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2020-12-28,8.0,87.2,0.0,0.01,0.0,0.0,0.0,87.2,8.0,8.0,87.2,,,,,,,,,,,,0.0,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,8.0,,,,,8.0,0.0,0.0,0.0,0.0,4779.0,51135.3,0.05,0.0,,0.0,,0.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4779.0,51135.3,0.05,0.0,,0.0,,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,43388.5,0.04,0.0,,0.0,,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,43388.5,0.04,0.0,,0.0,,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,43388.5,0.04,0.0,,0.0,,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,43388.5,0.04,0.0,,0.0,,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,43794.0,0.04,0.0,,0.0,,0.0
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4055.0,42577.5,0.04,0.0,,0.0,,0.0
