,ECRP3 FP Equity_DX_SI_QTY,ECRP3 FP Equity_DX_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP3 FP Equity_DX_SI_MV,ECRP3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SUPPLY_SI_QTY,ECRP3 FP Equity_DX_BROKER_SI_QTY,ECRP3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_x,ECRP3 FP Equity_DX_BROKER_SI_QTY_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP3 FP Equity_DX_BROKER_SI_QTY_INC,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_y,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP3 FP Equity_DX_BROKER_SI_MV_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP3 FP Equity_DX_BROKER_SI_QTY_DEC,ECRP3 FP Equity_DX_SUPPLY_SI_MV,ECRP3 FP Equity_DX_BROKER_SI_MV_DEC,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP3 FP Equity_DX_BROKER_SI_CON_RATIO,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP3 FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP3 FP Equity_PX_LAST
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120597120.36,120.69,0.0,,0.0,,0.0,50.145
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120585095.52,120.54,0.0,,0.0,,0.0,50.14
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120580285.58,120.56,0.0,,0.0,,0.0,50.138
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120534591.19,120.92,0.0,,0.0,,0.0,50.119
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120585095.52,120.65,0.0,,0.0,,0.0,50.14
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120647624.69,120.41,0.0,,0.0,,0.0,50.166
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120666864.43,120.64,0.0,,0.0,,0.0,50.174
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120587500.49,120.87,0.0,,0.0,,0.0,50.141
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120671674.37,120.65,0.0,,0.0,,0.0,50.176
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120585095.52,120.54,0.0,,0.0,,0.0,50.14
2021-12-24,15000.0,752865.0,2.9,0.08,0.75,752865.0,0.0,15000.0,0.0,,,15000.0,,,,,,0.75,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.191
2021-12-27,15000.0,752295.0,2.94,0.08,0.75,752295.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.153
2021-12-28,15000.0,752460.0,3.03,0.08,0.75,752460.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.164
2021-12-29,15000.0,752655.0,3.07,0.08,0.75,752655.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.177
2021-12-30,15000.0,752295.0,3.1,0.08,0.75,752295.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.153
2021-12-31,15000.0,752265.0,3.54,0.08,0.75,752265.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.151
2022-01-03,15000.0,752310.0,3.59,0.08,0.75,752310.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0062,50.154
2022-01-04,20600.0,1033131.2,5.23,0.1,1.03,1033131.2,0.0,20600.0,0.0,,0.28,,,5600.0,,0.28,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0086,50.152
2022-01-05,23900.0,1197963.6,6.11,0.12,1.2,1197963.6,0.0,23900.0,0.0,,0.17,,,3300.0,,0.17,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0099,50.124
2022-01-06,38600.0,1933242.4,9.4,0.2,1.93,1933242.4,0.0,38600.0,0.0,,0.73,,,14700.0,,0.73,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.084
2022-01-07,38600.0,1933705.6,9.4,0.2,1.93,1933705.6,0.0,38600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.096
2022-01-10,38600.0,1931775.6,9.61,0.2,1.93,1931775.6,0.0,38600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.046
2022-01-11,38600.0,1932354.6,9.25,0.2,1.93,1932354.6,0.0,38600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.061
2022-01-12,38600.0,1931891.4,9.18,0.19,1.93,1931891.4,0.0,38600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.049
2022-01-13,38600.0,1932238.8,8.95,0.19,1.93,1932238.8,0.0,38600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.016,50.058
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,38600.0,0.0,1.94,0.0,0.0,2404968.0,120330168.91,120.44,0.0,,0.0,,0.0,50.034
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120402317.95,120.31,0.0,,0.0,,0.0,50.064
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120274854.65,120.38,0.0,,0.0,,0.0,50.011
2022-01-19,35000.0,1752135.0,7.42,0.17,1.75,1752135.0,0.0,35000.0,0.0,,,35000.0,,,,,,1.75,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.061
2022-01-20,35000.0,1752170.0,7.34,0.17,1.75,1752170.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.062
2022-01-21,35000.0,1752520.0,7.21,0.17,1.75,1752520.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.072
2022-01-24,35000.0,1752380.0,7.21,0.17,1.75,1752380.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.068
2022-01-25,35000.0,1752310.0,7.17,0.17,1.75,1752310.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.066
2022-01-26,35000.0,1752835.0,6.96,0.16,1.75,1752835.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.081
2022-01-27,35000.0,1752660.0,6.75,0.16,1.75,1752660.0,0.0,35000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146,50.076
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,35000.0,0.0,1.75,0.0,0.0,2404968.0,120322954.01,120.48,0.0,,0.0,100.0,0.0,50.031
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120224350.32,120.43,0.0,,0.0,,0.0,49.99
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120279664.58,120.44,0.0,,0.0,,0.0,50.013
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120277259.62,120.25,0.0,,0.0,,0.0,50.012
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,120027142.94,120.19,0.0,,0.0,,0.0,49.908
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,119724116.98,119.88,0.0,,0.0,,0.0,49.782
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,119531719.54,119.85,0.0,,0.0,,0.0,49.702
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,119620703.35,119.39,0.0,,0.0,,0.0,49.739
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,119774621.3,119.49,0.0,,0.0,,0.0,49.803
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404968.0,119654372.9,119.33,0.0,,0.0,,0.0,49.753
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132044833.48,131.58,0.0,,0.0,,0.0,49.735
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132026248.7,132.02,0.0,,0.0,,0.0,49.728
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132039523.54,132.0,0.0,,0.0,,0.0,49.733
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132063418.26,131.95,0.0,,0.0,,0.0,49.742
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132111207.68,132.03,0.0,,0.0,,0.0,49.76
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132108552.71,132.11,0.0,,0.0,,0.0,49.759
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132079348.06,131.82,0.0,,0.0,,0.0,49.748
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131991734.12,131.98,0.0,,0.0,,0.0,49.715
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131893500.3,131.8,0.0,,0.0,,0.0,49.678
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131853675.78,132.15,0.0,,0.0,,0.0,49.663
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131885535.4,131.96,0.0,,0.0,,0.0,49.675
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132002353.99,132.0,0.0,,0.0,,0.0,49.719
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132238646.14,132.02,0.0,,0.0,,0.0,49.808
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132158997.1,132.37,0.0,,0.0,,0.0,49.778
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131869605.59,132.06,0.0,,0.0,,0.0,49.669
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,132119172.58,131.97,0.0,,0.0,,0.0,49.763
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131734202.22,131.8,0.0,,0.0,,0.0,49.618
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131508529.94,131.29,0.0,,0.0,,0.0,49.533
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2654968.0,131699687.64,131.31,0.0,,0.0,,0.0,49.605
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2808483.0,139188417.48,139.22,0.0,,0.0,,0.0,49.56
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2808483.0,139278288.94,139.08,0.0,,0.0,,0.0,49.592
2022-03-14,15900.0,788004.0,3.02,0.07,0.79,788004.0,0.0,15900.0,0.0,,,15900.0,,,,,,0.79,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.56
2022-03-15,15900.0,788640.0,3.11,0.07,0.79,788640.0,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.6
2022-03-16,15900.0,788671.8,3.17,0.07,0.79,788671.8,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.602
2022-03-17,15900.0,789689.4,3.22,0.07,0.79,789689.4,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.666
2022-03-18,15900.0,789641.7,3.76,0.07,0.79,789641.7,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.663
2022-03-21,15900.0,789276.0,4.11,0.07,0.79,789276.0,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.64
2022-03-22,15900.0,788131.2,4.46,0.07,0.79,788131.2,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.568
2022-03-23,15900.0,788973.9,4.54,0.07,0.79,788973.9,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.621
2022-03-24,15900.0,788830.8,4.69,0.07,0.79,788830.8,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.612
2022-03-25,15900.0,788799.0,4.81,0.07,0.79,788799.0,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.61
2022-03-28,15900.0,788512.8,4.85,0.06,0.79,788512.8,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.592
2022-03-29,15900.0,788958.0,3.3,0.06,0.79,788958.0,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0057,49.62
2022-03-30,15900.0,788099.4,3.29,0.06,0.79,788099.4,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0054,49.566
2022-03-31,15900.0,788624.1,3.3,0.06,0.79,788624.1,0.0,15900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0054,49.599
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15900.0,0.0,0.79,0.0,0.0,2959861.0,146883102.13,146.84,0.0,,0.0,,0.0,49.625
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146803185.88,146.84,0.0,,0.0,,0.0,49.598
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146604875.19,146.53,0.0,,0.0,,0.0,49.531
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146516079.36,146.49,0.0,,0.0,,0.0,49.501
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146495360.33,146.52,0.0,,0.0,,0.0,49.494
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146427283.53,146.64,0.0,,0.0,,0.0,49.471
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146243772.15,146.52,0.0,,0.0,,0.0,49.409
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146344407.42,146.05,0.0,,0.0,,0.0,49.443
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146344407.42,146.4,0.0,,0.0,,0.0,49.443
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146353287.01,146.42,0.0,,0.0,,0.0,49.446
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146353287.01,146.31,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146353287.01,146.26,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146119457.99,146.1,0.0,,0.0,,0.0,49.367
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146140177.01,146.43,0.0,,0.0,,0.0,49.374
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,146057300.91,146.16,0.0,,0.0,,0.0,49.346
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145894508.55,146.33,0.0,,0.0,,0.0,49.291
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145938906.47,145.9,0.0,,0.0,,0.0,49.306
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145983304.38,145.75,0.0,,0.0,,0.0,49.321
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145998103.69,145.87,0.0,,0.0,,0.0,49.326
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145930026.88,145.58,0.0,,0.0,,0.0,49.303
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145749475.36,145.68,0.0,,0.0,,0.0,49.242
2022-05-02,20400.0,1004863.2,3.81,0.07,1.0,1004863.2,0.0,20400.0,0.0,,,20400.0,,,,,,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0069,49.258
2022-05-03,20400.0,1004434.8,3.84,0.07,1.01,1004434.8,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0069,49.237
2022-05-04,20400.0,1003455.6,3.53,0.07,1.01,1003455.6,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0069,49.189
2022-05-05,20400.0,1003496.4,3.04,0.08,1.01,1003496.4,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0069,49.191
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20400.0,0.0,1.0,0.0,0.0,2959861.0,144965112.2,145.17,0.0,,0.0,,0.0,48.977
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145243339.13,145.05,0.0,,0.0,,0.0,49.071
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145423890.65,145.26,0.0,,0.0,,0.0,49.132
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145459408.98,145.07,0.0,,0.0,,0.0,49.144
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145710997.17,145.81,0.0,,0.0,,0.0,49.229
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2959861.0,145619241.48,145.81,0.0,,0.0,,0.0,49.198
2022-05-16,33000.0,1624326.0,4.97,0.12,1.62,1624326.0,0.0,33000.0,0.0,,,33000.0,,,,,,1.62,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0111,49.222
2022-05-17,35400.0,1741007.4,5.45,0.13,1.74,1681990.2,1200.0,34200.0,59017.2,,0.08,,,1200.0,,0.08,,,1200.0,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.012,49.181
2022-05-18,44400.0,2180706.0,6.89,0.16,2.18,2121768.0,1200.0,43200.0,58938.0,,0.43,,,9000.0,,0.43,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.015,49.115
2022-05-19,44400.0,2181238.8,7.14,0.17,2.18,2122286.4,1200.0,43200.0,58952.4,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.015,49.127
2022-05-20,44400.0,2182260.0,7.19,0.17,2.18,2123280.0,1200.0,43200.0,58980.0,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.015,49.15
2022-05-23,44400.0,2180350.8,7.13,0.17,2.19,2121422.4,1200.0,43200.0,58928.4,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.015,49.107
2022-05-24,11400.0,560332.8,1.86,0.04,0.56,501350.4,1200.0,10200.0,58982.4,,,,,,,,,,,33000.0,0.06,1.61,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0039,49.152
2022-05-25,11400.0,560994.0,1.87,0.04,0.56,501942.0,1200.0,10200.0,59052.0,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0039,49.21
2022-05-26,2400.0,118176.0,0.39,0.01,0.12,59088.0,1200.0,1200.0,59088.0,,,,,,,,,,,9000.0,0.06,0.44,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,49.24
2022-05-27,2400.0,118022.4,0.4,0.01,0.12,59011.2,1200.0,1200.0,59011.2,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,49.176
2022-05-30,2400.0,118092.0,0.39,0.01,0.12,59046.0,1200.0,1200.0,59046.0,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,49.205
2022-05-31,2400.0,117758.4,0.39,0.01,0.12,58879.2,1200.0,1200.0,58879.2,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,49.066
2022-06-01,2400.0,117787.2,0.39,0.01,0.12,58893.6,1200.0,1200.0,58893.6,,,,,,,,,,,,0.06,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,49.078
