,VIV FP Equity_DX_SI_QTY,VIV FP Equity_DX_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIV FP Equity_DX_SI_MV,VIV FP Equity_DX_DSS,VIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY,VIV FP Equity_DX_BROKER_SI_QTY,VIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIV FP Equity_DX_BROKER_SI_MV_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIV FP Equity_DX_BROKER_SI_MV_INC_x,VIV FP Equity_DX_SUPPLY_SI_MV_NEW,VIV FP Equity_DX_BROKER_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_NEW,VIV FP Equity_DX_SUPPLY_SI_MV_DEC,VIV FP Equity_DX_BROKER_SI_QTY_INC,VIV FP Equity_DX_SUPPLY_SI_QTY_DEC,VIV FP Equity_DX_BROKER_SI_MV_NEW_y,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIV FP Equity_DX_BROKER_SI_MV_INC_y,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIV FP Equity_DX_BROKER_SI_MV_ADD,VIV FP Equity_DX_SUPPLY_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_DEC,VIV FP Equity_DX_SUPPLY_SI_MV,VIV FP Equity_DX_BROKER_SI_MV_DEC,VIV FP Equity_DX_SUPPLY_SI_MV_RMV,VIV FP Equity_DX_BROKER_SI_MV_RMV,VIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIV FP Equity_DX_UTILIZATION_QUANTITY,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIV FP Equity_DX_ACTIVE_UTILIZATION_MV,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIV FP Equity_DX_BROKER_SI_CON_RATIO,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIV FP Equity_DX_DEMAND_SUPPLY_RATIO,VIV FP Equity_PX_LAST
2007-08-09,81669848.0,1247689981.95,7.71,12.83,7.02,2542.54,2.0,1003307345.66,27594808.0,65673332.0,421572542.85,279.75,,1955.0,36.66,,,9100000.0,13.66,1046090.0,446365.0,279.75,,36.66,1955.0,,,2407099.0,844.42,71.84,,,13.06,13.06,183679520.0,2806116364.92,,5574.66,13.15,13.81,0.1593,30.13,0.3866,29.84
2007-08-10,80874456.0,1190406647.39,7.64,12.43,6.95,2480.06,2.0,943413365.26,27589562.0,64094100.0,406096060.83,,,3539.0,0.0,,,,0.68,315425.0,8786.0,,,0.0,3539.0,,,1894655.0,819.52,59.42,,,13.15,13.15,182186144.0,2681632836.95,,5389.91,13.2,13.81,0.1605,30.76,0.3855,28.75
2007-08-13,79930280.0,1216203534.86,7.55,11.97,6.87,2423.36,2.0,965367280.74,27497372.0,63445036.0,418394643.75,,,4560.0,0.0,,,,11.33,5000.0,365233.0,,,0.0,4560.0,,268481.0,654065.0,804.8,29.48,,,13.11,13.11,182193168.0,2772215672.83,,5374.94,13.02,14.11,0.1593,30.33,0.3812,29.72
2007-08-14,80345736.0,1209773257.01,7.59,11.87,6.9,2459.61,2.0,964591497.06,26948112.0,64062264.0,405760241.27,,,31944.0,30.57,,,,8.09,741592.0,274681.0,,,30.57,31944.0,,15000.0,124365.0,803.06,5.58,9.3,,12.72,12.72,184986656.0,2785361370.42,321519.0,5506.86,12.73,13.93,0.1629,31.15,0.3791,29.41
2007-08-15,80284392.0,1200628924.18,7.58,11.97,6.9,2443.88,2.0,957165226.58,26984466.0,64004312.0,403544569.2,,,135066.0,1.92,,120437.0,,3.35,200000.0,100714.0,,,1.92,135066.0,3.58,2000.0,378388.0,800.19,16.22,,,12.74,12.74,184861216.0,2764543859.15,,5476.63,12.75,13.7,0.162,31.03,0.379,29.21
2007-08-16,79949176.0,1168191609.84,7.55,11.9,6.87,2418.58,2.0,927886435.12,27423392.0,63503072.0,400701771.43,,,589046.0,0.42,,,,1.45,228253.0,49337.0,,,0.42,589046.0,,,729493.0,803.48,21.21,2.99,,13.1,13.1,181917200.0,2658115534.86,100785.0,5326.72,13.11,13.46,0.1618,31.14,0.3819,28.54
2007-08-17,79726848.0,1180453828.82,7.53,11.66,6.85,2382.78,2.0,936492274.02,27336506.0,63249892.0,404750519.85,,,55100.0,,,,,4.98,,142986.0,,,,55100.0,,1000.0,253183.0,787.35,16.84,,,12.98,12.98,183246640.0,2713191393.27,,5322.47,12.89,13.32,0.1606,30.88,0.3786,28.92
2007-08-20,73821296.0,1092258995.34,6.97,10.43,6.34,2227.36,2.0,936210209.94,27142662.0,63274600.0,401602495.94,,,4041.0,8.44,,,,5.43,145145.0,197884.0,,,8.44,4041.0,,,120437.0,790.73,3.42,,,12.75,12.75,185768432.0,2748627454.35,,5425.0,12.72,14.17,0.1734,33.5,0.3467,28.9
2007-08-21,69676728.0,1040210874.66,6.58,9.86,5.99,2103.57,2.0,861122101.69,28678924.0,57680776.0,428150538.56,,87000.0,1449915.0,2.44,2.51,,,0.01,51100.0,655.0,,87000.0,2.44,1449915.0,,,5644922.0,837.26,168.95,,,13.49,13.49,183900224.0,2745464925.64,,5370.8,13.49,15.3,0.1498,27.98,0.3278,29.16
2007-08-22,74986344.0,1140209751.93,7.08,10.65,6.44,2263.34,2.0,961457261.92,27544520.0,63230616.0,418829998.11,,,443579.0,174.73,,,,54.82,5801516.0,1844000.0,,,174.73,443579.0,,266019.0,251675.0,805.16,8.35,,,12.95,12.95,185182240.0,2815800646.74,,5432.03,12.91,14.19,0.177,33.91,0.3525,29.7
2007-08-23,78447880.0,1183606848.41,7.41,11.14,6.74,2389.01,2.0,939884673.71,27522450.0,62294300.0,415253545.48,,,627509.0,,,,,17.88,,649579.0,,,,627509.0,,,936318.0,817.17,15.6,,,12.88,12.88,186191872.0,2809227920.73,,5509.55,12.92,13.58,0.1716,32.45,0.3671,29.47
2007-08-24,78487048.0,1188216124.11,7.41,11.42,6.74,2376.3,2.0,942616829.29,27836180.0,62264104.0,421412178.85,,,82620.0,0.0,,,,7.32,56303.0,224978.0,,,0.0,82620.0,,456088.0,86500.0,819.25,1.86,,,13.08,13.08,185042944.0,2801366790.01,,5465.56,13.04,13.6,0.1718,32.49,0.3687,29.57
2007-08-27,71044248.0,1087542485.37,6.71,10.5,6.11,2159.67,2.0,833918372.09,28181354.0,54476128.0,431399031.35,,,347201.0,46.69,,,,12.59,1534750.0,428027.0,,,46.69,347201.0,,426000.0,9322727.0,832.78,280.08,,,13.19,13.19,185555536.0,2840476667.38,,5493.18,13.16,14.67,0.1349,23.05,0.3324,29.9
2007-08-28,67277312.0,1018856271.12,6.35,10.05,5.78,2056.46,2.0,779412331.19,26195976.0,51466304.0,396715231.81,,,76399.0,40.23,,,,57.76,1262776.0,2061777.0,,,40.23,76399.0,,,4272599.0,785.71,130.14,,,12.25,12.25,187686432.0,2842347480.35,,5586.72,12.33,16.42,0.1474,24.57,0.3146,29.58
2007-08-29,65137900.0,1006132517.24,6.15,9.81,5.6,1980.0,2.0,768557540.23,24548812.0,49757088.0,379185666.3,,,9618.0,,,,,59.46,,1863167.0,,,,9618.0,,206384.0,1709213.0,727.51,55.11,,,11.34,11.34,191976672.0,2965308556.92,,5715.01,11.29,16.65,0.1513,24.69,0.3008,30.17
2007-08-30,69904864.0,1093006009.52,6.6,10.5,6.01,2144.11,2.0,853453399.74,24555438.0,54583912.0,383939539.61,,,6625.0,149.12,,,,,4826821.0,,,,149.12,6625.0,,192274.0,,742.64,,5.68,,11.55,11.55,188108944.0,2941200289.52,192274.0,5700.67,11.53,21.54,0.1553,23.23,0.3287,30.54
2007-08-31,65046052.0,999385535.29,6.14,9.73,5.59,2012.6,2.0,748957598.23,25427890.0,48746688.0,390681135.56,,,1175745.0,2.81,,12400.0,,11.46,62604.0,372335.0,,,2.81,1175745.0,0.38,69043.0,5912229.0,775.88,172.78,,,12.01,12.01,186316480.0,2862617935.64,,5653.65,12.07,16.89,0.1508,25.3,0.3072,30.01
2007-09-03,63209456.0,975374556.78,5.97,9.25,5.43,1945.25,2.0,741813222.26,24350472.0,48073440.0,375748065.83,,,85931.0,4.5,,,,38.16,226753.0,1163350.0,,,4.5,85931.0,,,900000.0,731.66,28.29,,,11.5,11.5,187312832.0,2890393021.12,,5652.36,11.46,17.08,0.1507,25.74,0.2986,30.14
2007-09-04,62518168.0,961826728.08,5.9,9.19,5.37,1922.06,2.0,728908791.63,24315782.0,47378640.0,374092360.51,,,201822.0,0.79,,,,7.1,54043.0,236511.0,,,0.79,201822.0,,,748841.0,733.05,23.21,,,11.45,11.45,188057472.0,2893218223.93,,5669.23,11.45,17.21,0.1481,24.82,0.2944,30.05
2007-09-05,61989664.0,926719402.31,5.85,9.21,5.33,1896.47,2.0,710878092.89,24945830.0,47551712.0,372929665.62,,,434915.0,11.27,,,,0.76,472794.0,25000.0,,,11.27,434915.0,,220133.0,299722.0,744.35,9.89,,,11.71,11.71,188052448.0,2811304997.76,,5595.09,11.74,17.31,0.1494,25.09,0.291,29.2
2007-09-06,59583772.0,897158424.4,5.63,8.99,5.12,1806.57,2.0,678356511.53,25115568.0,45052288.0,378167454.97,,,115000.0,5.35,,,,1.03,184161.0,21468.0,,,5.35,115000.0,,76207.0,2683588.0,733.96,85.87,,,11.74,11.74,188817728.0,2843046179.62,,5545.04,11.69,18.06,0.1407,21.49,0.2785,29.41
2007-09-07,60528004.0,901149563.68,5.72,9.55,5.2,1827.53,2.0,688718337.12,24852572.0,46259520.0,370008639.54,,,148841.0,32.24,,,,36.47,1207232.0,1248577.0,,,32.24,148841.0,,872718.0,,727.82,,1.05,,11.61,11.61,189192896.0,2816730842.17,35979.0,5546.99,11.6,17.93,0.1454,21.75,0.2828,29.08
2007-09-10,55164824.0,808592496.47,5.21,8.85,4.74,1656.89,1.0,607024496.99,24653546.0,41413196.0,361365646.83,,,364628.0,0.0,,457935.0,,30.9,6000.0,1021589.0,,,0.0,364628.0,13.95,457935.0,5310256.0,715.07,162.43,,,11.52,11.52,189423136.0,2776517993.19,,5482.03,11.54,17.83,0.1427,19.54,0.2577,28.63
2007-09-11,55224804.0,821629294.12,5.22,8.92,4.75,1647.66,1.0,617212437.24,24575068.0,41485176.0,365625485.49,,,47520.0,4.08,,,,5.45,200760.0,153598.0,,,4.08,47520.0,,27600.0,128781.0,706.15,6.23,,,11.55,11.55,188287952.0,2801329943.92,,5428.26,11.51,17.76,0.1428,19.49,0.2594,29.06
2007-09-12,55029828.0,819010197.3,5.2,9.05,4.73,1646.73,1.0,620603129.02,24292858.0,41698728.0,361551165.01,,,122096.0,7.0,,,,15.74,213553.0,531076.0,,,7.0,122096.0,,126771.0,,703.84,,,,11.24,11.24,191902288.0,2856086171.24,,5570.34,11.22,17.69,0.1422,19.51,0.2545,29.07
2007-09-13,55311480.0,841042322.18,5.22,9.44,4.75,1656.08,1.0,625549901.95,24084588.0,41139536.0,366219776.08,,,,0.21,,,,5.74,7000.0,208270.0,,,0.21,,,,16190.0,704.0,0.0,,21.95,11.2,11.2,191038736.0,2904851979.22,,5599.04,11.17,17.66,0.1416,19.57,0.2571,29.7
2007-09-14,55190236.0,835242919.65,5.21,9.36,4.74,1650.4,1.0,618620726.86,23835608.0,40876520.0,360725451.83,,,306875.0,5.51,,,,17.07,194917.0,584256.0,,,5.51,306875.0,,28400.0,457935.0,696.33,13.99,,,11.08,11.08,191356800.0,2895972619.62,,5659.63,10.96,17.6,0.143,19.55,0.2565,29.56
2007-09-17,55381452.0,819423288.39,5.23,9.44,4.76,1664.84,1.0,605642689.21,23970442.0,40932900.0,354666367.5,,142759.0,504.0,8.63,4.22,,,0.1,150000.0,8428.0,,142759.0,8.63,504.0,,,93619.0,704.56,1.22,,,10.94,10.94,195168592.0,2887712107.08,,5722.87,10.96,17.55,0.143,19.64,0.2527,28.9
2007-09-18,55397068.0,832700743.84,5.23,9.38,4.76,1648.5,1.0,613716394.88,24090258.0,40828700.0,362112589.71,,,171436.0,,,,,2.03,,51620.0,,,,171436.0,,,104200.0,694.87,6.11,,,10.99,10.99,195014992.0,2931366853.17,,5693.88,10.88,17.71,0.1424,19.37,0.2528,29.36
2007-09-19,55060196.0,848215223.36,5.2,9.29,4.73,1665.63,1.0,637404019.13,24188218.0,41375808.0,372625167.07,22.4,,,,,,550000.0,0.93,,43693.0,22.4,,,,,141652.0,2896.0,710.76,0.0,,,10.68,10.68,202292560.0,3116364296.34,,5993.6,10.6,17.61,0.143,19.6,0.2431,30.09
2007-09-20,55200764.0,854619892.32,5.21,9.05,4.74,1683.47,1.0,642483009.7,24205962.0,41498628.0,374757433.39,,,130684.0,6.39,,,,4.27,122822.0,161339.0,,,6.39,130684.0,,48400.0,,724.44,,,,10.57,10.57,204876896.0,3171910280.04,,6173.47,10.5,17.49,0.143,19.76,0.241,30.24
2007-09-21,58676376.0,904223730.31,5.46,9.9,5.04,1800.2,2.0,686831344.69,24610730.0,44569472.0,379260063.47,,,20415.0,82.83,,405000.0,,1.03,2720800.0,39953.0,,,82.83,20415.0,12.24,424304.0,54954.0,741.87,0.0,,,10.77,10.77,203905200.0,3142251330.8,,6154.67,10.76,18.59,0.1438,20.92,0.2568,30.1
2007-09-24,59211480.0,901556611.48,5.51,10.17,5.09,1813.05,2.0,686776996.66,24609896.0,45105412.0,374711364.19,,,820.0,14.91,,,,18.62,535938.0,615024.0,,,14.91,820.0,,613370.0,,738.48,,,,10.57,10.57,208282784.0,3171322874.77,,6242.27,10.58,18.37,0.1436,21.14,0.2542,29.74
2007-09-25,59705304.0,905407505.01,5.56,10.36,5.13,1814.5,2.0,689851767.82,24718220.0,45490908.0,374842106.13,,,127969.0,9.07,,,,0.79,385498.0,19644.0,,,9.07,127969.0,,,,732.18,,,,10.53,10.53,209991856.0,3184444089.13,,6233.54,10.51,18.08,0.1419,21.11,0.2544,29.62
2007-09-26,59293184.0,906443413.46,5.52,10.27,5.1,1801.82,2.0,715262153.01,22972784.0,46787444.0,351195994.9,,,51859.0,42.34,,,,57.88,1426090.0,1950022.0,,,42.34,51859.0,,189509.0,129555.0,681.34,3.91,1.09,,9.8,9.8,211532864.0,3233804602.28,36783.0,6286.28,9.78,17.89,0.1399,21.5,0.2528,29.86
2007-09-27,59388032.0,903332649.94,5.53,10.31,5.1,1809.12,2.0,712204612.34,23032422.0,46822652.0,350338916.77,,140000.0,80796.0,17.34,4.16,,,5.0,545208.0,165562.0,,140000.0,17.34,80796.0,,4406.0,510000.0,685.88,15.41,,,9.81,9.81,211780416.0,3221325205.56,,6315.78,9.8,18.15,0.1372,20.59,0.2529,29.71
2007-09-28,58536232.0,887079608.79,5.45,10.27,5.03,1774.81,2.0,703963316.9,22550440.0,46452832.0,341737669.3,,,2069.0,0.0,,,,14.66,2770.0,484051.0,,,0.0,2069.0,,,372590.0,665.4,10.99,,,9.61,9.61,212047456.0,3213445209.69,,6291.93,9.56,18.06,0.1362,20.23,0.2495,29.6
2007-10-01,57237520.0,880878289.81,5.33,10.38,4.92,1739.11,1.0,694862838.12,22553916.0,45150648.0,347101952.61,,1010000.0,3475.0,3.05,21.2,8800.0,,,108800.0,,,1010000.0,3.05,3475.0,0.26,,1419786.0,658.32,42.11,30.01,,9.64,9.64,211378112.0,3253082764.62,1010000.0,6008.46,9.87,18.55,0.1411,20.66,0.2447,30.06
2007-10-02,57618552.0,882907444.42,5.37,10.3,4.95,1760.93,1.0,696896450.94,22721120.0,45479472.0,348162966.57,,1010000.0,54382.0,11.61,30.17,,,0.0,375400.0,2177.0,,1010000.0,11.61,54382.0,,115000.0,46573.0,665.97,0.0,21.2,,9.77,9.77,209880608.0,3216067478.47,1010000.0,6014.9,9.97,18.6,0.1406,20.75,0.2477,29.93
2007-10-03,60617352.0,924824543.53,5.65,10.86,5.21,1852.95,2.0,738350655.57,22431010.0,48394976.0,342224592.46,,1010000.0,23232.0,107.75,21.29,,,11.57,3534142.0,396243.0,,1010000.0,107.75,23232.0,,82900.0,618640.0,658.21,18.15,30.17,,9.62,9.62,210732528.0,3215096133.11,1010000.0,6045.26,9.82,19.71,0.1478,20.58,0.26,29.8
2007-10-04,59658000.0,912325963.26,5.56,10.82,5.13,1820.4,2.0,728868831.37,22205098.0,47661536.0,339573693.76,,1010000.0,10361.0,,30.1,,,0.36,,11600.0,,1010000.0,,10361.0,,327.0,733442.0,660.23,22.37,28.09,,9.96,9.96,200681152.0,3068936694.26,1235000.0,5996.57,9.92,18.92,0.1466,20.86,0.2677,29.87
2007-10-05,60465384.0,929626016.63,5.63,10.94,5.2,1847.29,2.0,741322264.97,22456422.0,48217600.0,345256620.41,,225000.0,34053.0,18.45,6.76,,,0.23,605663.0,7730.0,,225000.0,18.45,34053.0,,,49600.0,669.04,1.44,,,9.64,9.64,210457216.0,3235677844.7,,6305.37,9.59,18.67,0.1443,20.59,0.2596,30.03
2007-10-08,59608268.0,915532740.19,5.55,10.66,5.12,1830.33,2.0,731279317.76,21999932.0,47611944.0,337900407.17,,,114773.0,,,,,15.43,,541504.0,,,,114773.0,,517.0,605651.0,662.52,15.79,0.9,,9.43,9.43,211244000.0,3244529738.2,30275.0,6354.06,9.44,18.82,0.1469,20.76,0.2556,30.0
2007-10-09,55345680.0,850346336.66,5.15,9.79,4.76,1693.99,1.0,662719388.59,22005506.0,43133784.0,338098681.12,,,218593.0,20.65,,,,6.4,745620.0,213020.0,,,20.65,218593.0,,,613781.0,660.71,18.86,,142.26,9.46,9.46,210582864.0,3235453371.73,,6329.14,9.45,20.35,0.1685,22.44,0.238,30.01
2007-10-10,59992200.0,936172485.8,5.59,10.43,5.16,1838.78,2.0,745226518.42,22029918.0,47755920.0,343774742.32,142.26,,124996.0,1.71,,,4610000.0,4.35,42535.0,145042.0,142.26,,1.71,124996.0,,44459.0,30400.0,661.31,0.93,,,9.52,9.52,209293040.0,3265997671.67,,6319.56,9.47,18.74,0.1495,20.75,0.2593,30.48
2007-10-11,60486052.0,951311116.66,5.63,10.37,5.2,1867.5,2.0,757485583.08,22244180.0,48162280.0,349851494.94,,,397029.0,16.19,,,,15.48,412363.0,517749.0,,,16.19,397029.0,,334981.0,6000.0,675.74,0.03,,,9.64,9.64,208483424.0,3278980729.15,,6340.2,9.63,18.45,0.1496,20.75,0.2622,30.72
2007-10-12,59973780.0,949395195.03,5.59,10.23,5.15,1868.48,2.0,756546922.5,21781826.0,47791456.0,344810031.04,,,3234.0,0.48,,,,2.16,11800.0,83441.0,,,0.48,3234.0,,,382626.0,670.21,5.04,11.4,,10.33,10.33,188994480.0,2991814943.12,382147.0,5826.68,10.32,18.17,0.1503,20.89,0.2845,30.92
2007-10-15,59777428.0,939247905.76,5.57,10.42,5.14,1861.85,2.0,746347938.81,22164538.0,47500516.0,348258474.73,,470677.0,5988.0,9.0,14.55,,,2.83,280456.0,93954.0,,470677.0,9.0,5988.0,,,571398.0,682.49,19.17,,,9.7,9.7,206413136.0,3243249370.13,,6362.4,9.69,18.25,0.1522,21.11,0.2615,30.69
2007-10-16,59839444.0,931031492.95,5.57,10.27,5.14,1858.35,2.0,738861197.66,22239570.0,47488236.0,346021598.39,,,60812.0,,,,,2.57,,82227.0,,,,60812.0,,96448.0,12280.0,681.34,1.58,,,9.73,9.73,206301264.0,3209805455.75,,6313.98,9.74,18.27,0.1523,21.1,0.2618,30.39
2007-10-17,58022584.0,897119157.33,5.4,9.86,4.99,1791.31,1.0,708094704.43,22113816.0,45797132.0,341913899.86,,,41069.0,0.0,,,,5.72,12000.0,182824.0,,,0.0,41069.0,,16000.0,1703103.0,669.35,55.35,,,9.66,9.66,206748608.0,3196654202.57,,6269.15,9.65,18.97,0.1541,19.99,0.2535,30.2
2007-10-18,60933500.0,928088126.51,5.67,10.46,5.24,1870.21,2.0,752166782.0,21150924.0,49383408.0,322153190.43,,,33141.0,131.58,,5592.0,,30.16,4379877.0,996033.0,,,131.58,33141.0,0.18,,799193.0,633.16,24.03,,,9.29,9.29,206632880.0,3147259265.82,,6205.8,9.26,18.09,0.1711,26.18,0.2675,29.75
2007-10-19,60981320.0,924133372.46,5.68,10.34,5.24,1864.14,2.0,749135639.29,21274830.0,49433644.0,322406605.77,,,,7.17,,,,0.11,229758.0,2416.0,,,7.17,,,126321.0,179520.0,631.33,7.7,,,9.31,9.31,207134032.0,3138985373.61,,6153.91,9.3,18.2,0.1695,25.87,0.267,29.6
2007-10-22,60637536.0,908057893.16,5.65,10.27,5.21,1850.45,2.0,735830348.07,21166192.0,49136668.0,316967492.11,,,60000.0,0.09,,,,6.87,6000.0,233131.0,,,0.09,60000.0,,64494.0,302978.0,628.16,10.05,,,9.36,9.36,205055680.0,3070745301.42,,6059.83,9.39,18.31,0.1708,25.93,0.268,29.25
2007-10-23,62261148.0,940978280.48,5.8,10.59,5.35,1880.2,2.0,766085774.65,23363650.0,50689140.0,353104430.43,,,2058776.0,36.22,,346000.0,,0.07,1391874.0,2252.0,,,36.22,2058776.0,10.12,140933.0,185400.0,680.56,5.45,,,10.3,10.3,203430496.0,3074528569.93,,5983.03,10.21,20.2,0.1702,25.21,0.2745,29.52
2007-10-24,67429680.0,1005628806.21,6.28,11.41,5.79,2046.26,2.0,836190927.4,23241818.0,56068488.0,346622461.94,,,778.0,168.82,,,,4.16,5500398.0,140933.0,,,168.82,778.0,,18323.0,121051.0,682.83,3.36,,,10.25,10.25,203538272.0,3035517141.56,,5977.49,10.25,18.51,0.1868,31.02,0.2973,29.13
2007-10-25,67263904.0,1034494343.75,6.26,11.35,5.78,2029.54,2.0,860069711.26,23157406.0,55922632.0,356152469.58,,,,0.01,,,,3.61,7200.0,84411.0,,,0.01,,,,153054.0,674.04,8.89,,,10.17,10.17,204466576.0,3144621465.29,,6024.7,10.06,18.64,0.1862,30.85,0.2955,30.04
2007-10-26,67653296.0,1078583295.75,6.3,11.3,5.81,2075.54,2.0,897727097.17,23133900.0,56309232.0,368819253.18,,980000.0,95107.0,28.55,29.44,,,4.87,545448.0,200923.0,,980000.0,28.55,95107.0,,82309.0,158852.0,694.35,4.28,28.55,,10.26,10.26,202417568.0,3227103785.33,980000.0,6148.66,10.15,18.68,0.1878,31.11,0.2999,31.14
2007-10-29,67567752.0,1074106133.34,6.29,10.79,5.81,2121.5,2.0,893540611.9,22168486.0,56209092.0,352406378.41,,,197569.0,30.59,,,,36.22,800000.0,1244221.0,,,30.59,197569.0,,230555.0,900138.0,687.25,7.06,4.65,,9.79,9.79,204280352.0,3247389065.2,149316.0,6355.54,9.76,18.3,0.1848,30.11,0.2984,31.05
2007-10-30,65165200.0,1031909889.06,6.07,10.46,5.6,2038.68,2.0,852230265.29,22156616.0,53818416.0,350856456.49,,,10101.0,0.89,,,,0.73,27748.0,21971.0,,,0.89,10101.0,,,2418422.0,686.28,82.41,,,9.76,9.76,204896000.0,3244587734.37,,6354.1,9.75,18.72,0.18,28.18,0.287,30.93
2007-10-31,64456368.0,1025635305.58,6.0,10.46,5.54,2015.84,2.0,846220928.81,22016218.0,53181016.0,350323966.07,,,126782.0,60.04,,,,8.38,1942599.0,267181.0,,,60.04,126782.0,,,2580000.0,678.54,78.91,,,9.66,9.66,206010208.0,3278052257.54,,6383.73,9.61,18.89,0.1928,31.41,0.2827,31.08
2007-11-01,63611872.0,992331442.8,5.92,10.75,5.47,1998.87,2.0,816665149.12,20587444.0,52351056.0,321159672.96,,,14237.0,36.59,,,,43.62,1175378.0,1443369.0,,,36.59,14237.0,,358.0,2005338.0,639.58,59.47,,,9.04,9.04,207259472.0,3233202929.22,,6411.95,9.07,20.9,0.1865,28.71,0.2792,30.47
2007-11-02,62528020.0,972862578.94,5.82,10.53,5.37,1941.83,2.0,798924302.57,20506024.0,51348624.0,319049657.94,,,47944.0,0.0,,,,4.38,155566.0,129364.0,,,0.0,47944.0,,,1158000.0,622.47,35.73,,,9.02,9.02,206919264.0,3219420810.18,,6328.26,8.96,20.31,0.1895,29.41,0.2749,30.39
2007-11-05,62104264.0,960228261.91,5.78,10.54,5.34,1926.8,2.0,787384507.96,20540652.0,50925324.0,317590344.01,,35081.0,,7.64,1.07,,,0.02,259701.0,453.0,,35081.0,7.64,,,,683000.0,624.23,21.0,,,8.98,8.98,208190624.0,3218950006.88,,6352.47,8.95,19.78,0.1918,30.03,0.2715,30.2
2007-11-06,63032036.0,973282231.02,5.87,10.82,5.42,1944.45,2.0,800669323.88,18011398.0,51853220.0,278115300.44,,,,27.9,,,,80.33,981294.0,2568110.0,,,27.9,,,38857.0,53398.0,540.98,1.66,,,7.87,7.87,210792592.0,3254863673.19,,6391.06,7.8,19.59,0.1866,29.6,0.2755,30.16
2007-11-07,63714116.0,977290310.32,5.93,10.99,5.48,1961.98,2.0,788330865.73,18941094.0,51394968.0,290531342.11,,,657023.0,52.05,,950000.0,,0.34,1686501.0,10673.0,,,52.05,657023.0,28.46,283345.0,3094753.0,567.53,95.88,,,8.29,8.29,209492672.0,3213340642.26,,6334.56,8.22,17.78,0.1648,26.64,0.2789,29.96
2007-11-08,64790168.0,988819913.7,6.03,11.08,5.57,1993.53,2.0,800826978.67,18939756.0,52472360.0,289056325.54,,,34209.0,98.9,,,,1.08,3242391.0,35546.0,,,98.9,34209.0,,,2165000.0,566.2,65.53,,,8.3,8.3,209269808.0,3193851164.05,,6303.75,8.24,16.39,0.1774,31.18,0.2839,29.81
2007-11-09,64791984.0,976242392.81,6.03,11.08,5.57,1986.4,2.0,790257262.3,18965548.0,52448384.0,285760225.53,,,56425.0,,,,,0.99,,30634.0,,,,56425.0,,,23976.0,563.99,3.04,,,8.32,8.32,208857392.0,3146923855.91,,6241.3,8.29,16.37,0.1771,31.12,0.2844,29.43
2007-11-12,68426512.0,1027151466.53,6.37,11.59,5.88,2088.01,2.0,823298746.94,20202148.0,54846304.0,303254766.88,,,20950.0,83.92,,,,3.28,2860000.0,108619.0,,,83.92,20950.0,,1324271.0,462079.0,597.44,17.22,,,8.9,8.9,206915344.0,3106009539.65,,6107.3,8.91,15.45,0.1604,29.24,0.3013,29.32
2007-11-13,68427008.0,1043974610.42,6.37,11.69,5.88,2070.0,2.0,836055939.13,20249916.0,54799040.0,308948159.29,,,45609.0,0.0,,,,2.81,126635.0,94539.0,,,0.0,45609.0,,96697.0,173900.0,594.11,5.69,,,8.92,8.92,206881392.0,3156340265.76,,6114.16,8.86,15.34,0.1606,29.41,0.3013,29.8
2007-11-14,65652608.0,1013074427.18,6.11,11.14,5.64,2004.91,2.0,794237255.19,20803758.0,51470796.0,321019314.56,,,873572.0,,,,,26.51,,919730.0,,,,873572.0,,600000.0,3328244.0,618.86,95.24,,,9.14,9.14,206783072.0,3190835042.18,,6196.18,9.08,16.03,0.1465,25.76,0.2885,30.14
2007-11-15,64329548.0,977837795.02,5.99,10.79,5.53,1981.25,2.0,756632337.56,21109944.0,49776984.0,320880555.45,,,303889.0,,,,,1.92,,67325.0,,,,303889.0,,69622.0,1693812.0,635.43,47.7,,,9.26,9.26,206979168.0,3146175584.08,,6219.31,9.27,16.48,0.1398,23.66,0.282,29.69
