,ALVGO FP Equity_DX_SI_QTY,ALVGO FP Equity_DX_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVGO FP Equity_DX_SI_MV,ALVGO FP Equity_DX_DSS,ALVGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SUPPLY_SI_QTY,ALVGO FP Equity_DX_BROKER_SI_QTY,ALVGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVGO FP Equity_DX_BROKER_SI_MV_INC_x,ALVGO FP Equity_DX_BROKER_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_NEW,ALVGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVGO FP Equity_DX_BROKER_SI_QTY_INC,ALVGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVGO FP Equity_DX_BROKER_SI_MV_INC_y,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVGO FP Equity_DX_BROKER_SI_MV_ADD,ALVGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_DEC,ALVGO FP Equity_DX_SUPPLY_SI_MV,ALVGO FP Equity_DX_BROKER_SI_MV_DEC,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVGO FP Equity_DX_BROKER_SI_CON_RATIO,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVGO FP Equity_PX_LAST
2021-10-08,3836.0,32375.84,0.16,1.76,0.09,0.03,0.0,32375.84,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.44
2021-10-11,3836.0,31647.0,0.16,1.81,0.09,0.03,0.0,31647.0,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.25
2021-10-12,3836.0,30994.88,0.16,1.82,0.09,0.03,0.0,30994.88,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.08
2021-10-13,3836.0,31148.32,0.16,1.73,0.09,0.03,0.0,31148.32,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.12
2021-10-14,3836.0,31071.6,0.16,1.75,0.09,0.03,0.0,31071.6,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.1
2021-10-15,3836.0,31033.24,0.16,1.84,0.09,0.03,0.0,31033.24,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.09
2021-10-18,3836.0,29153.6,0.16,1.86,0.09,0.03,0.0,29153.6,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.6
2021-10-19,3836.0,30534.56,0.16,1.64,0.09,0.03,0.0,30534.56,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.96
2021-10-20,3836.0,29729.0,0.16,1.62,0.09,0.03,0.0,29729.0,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.75
2021-10-21,3836.0,29844.08,0.16,1.64,0.09,0.03,0.0,29844.08,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.78
2021-10-22,3836.0,30266.04,0.16,1.65,0.09,0.03,0.0,30266.04,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.89
2021-10-25,3836.0,30342.76,0.16,1.6,0.09,0.03,0.0,30342.76,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.91
2021-10-26,3836.0,29729.0,0.16,1.5,0.09,0.03,0.0,29729.0,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.75
2021-10-27,3836.0,30112.6,0.16,1.43,0.09,0.03,0.0,30112.6,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.85
2021-10-28,3836.0,32606.0,0.16,1.37,0.09,0.03,0.0,32606.0,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.5
2021-10-29,3836.0,33334.84,0.16,1.17,0.09,0.03,0.0,33334.84,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.69
2021-11-01,3836.0,32759.44,0.16,1.07,0.09,0.03,0.0,32759.44,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.54
2021-11-02,3836.0,32836.16,0.16,1.0,0.09,0.03,0.0,32836.16,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.56
2021-11-03,3836.0,32107.32,0.16,0.98,0.09,0.03,0.0,32107.32,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.37
2021-11-04,3836.0,31877.16,0.16,0.97,0.09,0.03,0.0,31877.16,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.31
2021-11-05,3836.0,31723.72,0.16,0.97,0.09,0.03,0.0,31723.72,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.27
2021-11-08,3836.0,32145.68,0.16,0.97,0.09,0.03,0.0,32145.68,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.38
2021-11-09,3836.0,32068.96,0.16,0.94,0.09,0.03,0.0,32068.96,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.36
2021-11-10,3836.0,32222.4,0.16,0.97,0.09,0.03,0.0,32222.4,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.4
2021-11-11,3786.0,31840.26,0.16,0.96,0.09,0.03,0.0,31840.26,0.0,3786.0,0.0,,,,,,,,,,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.41
2021-11-12,4286.0,35230.92,0.18,1.09,0.1,0.04,0.0,35230.92,500.0,4286.0,4110.0,,,,500.0,,,,,,,,0.0,500.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.14,0.802,88.86,4.286,8.22
2021-11-15,4286.0,35102.34,0.18,1.28,0.1,0.04,0.0,35102.34,500.0,4286.0,4095.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,10.88,0.806,89.12,4.286,8.19
2021-11-16,4426.0,36470.24,0.18,1.33,0.11,0.04,0.0,36470.24,500.0,4426.0,4120.0,,,,150.0,,,,,,,,0.0,,10.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,10.74,0.7522,86.0,4.426,8.24
2021-11-17,3598.0,28784.0,0.15,1.04,0.09,0.03,0.0,28784.0,500.0,3598.0,4000.0,,,,,,,,,,,,,,828.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,13.31,0.703,82.68,3.598,8.0
2021-11-18,3598.0,28784.0,0.15,1.04,0.09,0.03,0.0,28784.0,500.0,3598.0,4000.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,13.41,0.7017,82.59,3.598,8.0
2021-11-19,3098.0,24660.08,0.13,0.89,0.08,0.03,0.0,24660.08,0.0,3098.0,0.0,,,,,,0.0,,500.0,,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9118,95.37,7.745,7.96
2021-11-22,3098.0,24319.3,0.13,0.89,0.08,0.03,0.0,24319.3,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9118,95.37,0.0,7.85
2021-11-23,3098.0,24784.0,0.13,0.86,0.08,0.03,0.0,24784.0,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9118,95.37,0.0,8.0
2021-11-24,3098.0,24598.12,0.13,0.87,0.08,0.03,0.0,24598.12,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.9137,95.48,0.0,7.94
2021-11-25,3098.0,24722.04,0.13,0.88,0.08,0.03,0.0,24722.04,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.9137,95.48,0.0,7.98
2021-11-26,3098.0,24040.48,0.13,0.87,0.08,0.03,0.0,24040.48,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.913,95.44,0.0,7.76
2021-11-29,3098.0,23173.04,0.13,0.79,0.08,0.03,0.0,23173.04,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.9118,95.38,0.0,7.48
2021-11-30,3098.0,22181.68,0.13,0.8,0.08,0.02,0.0,22181.68,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.9118,95.38,0.0,7.16
2021-12-01,3098.0,21624.04,0.13,0.75,0.08,0.02,0.0,21624.04,0.0,3098.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9118,95.37,0.0,6.98
2021-12-02,2948.0,19810.56,0.12,0.69,0.07,0.02,0.0,19810.56,0.0,2948.0,0.0,,,,,,,,,,,,,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.72
2021-12-03,2948.0,19604.2,0.12,0.66,0.07,0.02,0.0,19604.2,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.65
2021-12-06,2948.0,18513.44,0.12,0.66,0.07,0.02,0.0,18513.44,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.28
2021-12-07,2948.0,18071.24,0.12,0.63,0.07,0.02,0.0,18071.24,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.13
2021-12-08,2948.0,17157.36,0.12,0.63,0.07,0.02,0.0,17157.36,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,5.82
2021-12-09,2948.0,17835.4,0.12,0.59,0.07,0.02,0.0,17835.4,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.05
2021-12-10,2948.0,17953.32,0.12,0.64,0.07,0.02,0.0,17953.32,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.09
2021-12-13,2948.0,18159.68,0.12,0.7,0.07,0.02,0.0,18159.68,0.0,2948.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.16
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2789.36,0.0,0.0,,0.0,,0.0,5.86
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2832.2,0.0,0.0,,0.0,,0.0,5.95
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2836.96,0.0,0.0,,0.0,,0.0,5.96
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2784.6,0.0,0.0,,0.0,,0.0,5.85
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2765.56,0.0,0.0,,0.0,,0.0,5.81
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2784.6,0.0,0.0,,0.0,,0.0,5.85
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2703.68,0.0,0.0,,0.0,,0.0,5.68
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2622.76,0.0,0.0,,0.0,,0.0,5.51
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2618.0,0.0,0.0,,0.0,,0.0,5.5
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2584.68,0.0,0.0,,0.0,,0.0,5.43
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2494.24,0.0,0.0,,0.0,,0.0,5.24
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2594.2,0.0,0.0,,0.0,,0.0,5.45
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.575
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.565
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.715
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2296.7,0.0,0.0,,0.0,,0.0,4.825
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2339.54,0.0,0.0,,0.0,,0.0,4.915
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2403.8,0.0,0.0,,0.0,,0.0,5.05
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2470.44,0.0,0.0,,0.0,,0.0,5.19
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2384.76,0.0,0.0,,0.0,,0.0,5.01
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2330.02,0.0,0.0,,0.0,,0.0,4.895
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2384.76,0.0,0.0,,0.0,,0.0,5.01
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2460.92,0.0,0.0,,0.0,,0.0,5.17
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2460.92,0.0,0.0,,0.0,,0.0,5.17
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2494.24,0.0,0.0,,0.0,,0.0,5.24
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2551.36,0.0,0.0,,0.0,,0.0,5.36
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2575.16,0.0,0.0,,0.0,,0.0,5.41
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2575.16,0.0,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2575.16,0.0,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2494.24,0.0,0.0,,0.0,,0.0,5.24
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2551.36,0.0,0.0,,0.0,,0.0,5.36
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2570.4,0.0,0.0,,0.0,,0.0,5.4
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2613.24,0.0,0.0,,0.0,,0.0,5.49
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2551.36,0.0,0.0,,0.0,,0.0,5.36
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2537.08,0.0,0.0,,0.0,,0.0,5.33
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2546.6,0.0,0.0,,0.0,,0.0,5.35
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2527.56,0.0,0.0,,0.0,,0.0,5.31
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2399.04,0.0,0.0,,0.0,,0.0,5.04
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2470.44,0.0,0.0,,0.0,,0.0,5.19
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2537.08,0.0,0.0,,0.0,,0.0,5.33
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2546.6,0.0,0.0,,0.0,,0.0,5.35
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2479.96,0.0,0.0,,0.0,,0.0,5.21
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,476.0,2479.96,0.0,0.0,,0.0,,0.0,5.21
