,FPXU FP Equity_DX_SI_QTY,FPXU FP Equity_DX_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FPXU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FPXU FP Equity_DX_SI_MV,FPXU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SUPPLY_SI_QTY,FPXU FP Equity_DX_BROKER_SI_QTY,FPXU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FPXU FP Equity_DX_BROKER_SI_QTY_ADD,FPXU FP Equity_DX_BROKER_SI_MV_ADD,FPXU FP Equity_DX_SUPPLY_SI_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FPXU FP Equity_DX_UTILIZATION_QUANTITY,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FPXU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_MV,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FPXU FP Equity_DX_BROKER_SI_CON_RATIO,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FPXU FP Equity_DX_DEMAND_SUPPLY_RATIO,FPXU FP Equity_PX_LAST
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,21.07
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,21.01
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,20.98
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,20.93
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,20.89
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,20.87
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,20.88
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,20.97
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,21.0
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,20.88
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,21.01
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,21.15
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,21.15
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,21.09
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,20.8
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,20.73
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,20.91
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,20.87
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,20.81
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,20.93
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,21.04
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,21.08
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,20.92
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,20.99
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,20.88
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,20.87
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,20.89
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,20.75
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,20.83
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,20.85
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,20.79
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,20.96
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,21.03
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,21.06
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,21.28
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,21.47
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,21.58
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,21.6
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,21.4
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,21.47
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,21.47
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,21.51
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,21.58
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,21.54
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,21.61
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,21.62
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,21.5
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,21.48
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,21.67
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,21.65
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,21.35
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,21.42
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,21.56
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,21.67
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,21.72
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,21.87
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,21.83
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,21.83
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,21.75
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,21.67
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,22.34
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,22.06
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,22.05
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,21.99
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,22.01
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,21.95
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,22.07
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,21.76
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,21.86
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,21.93
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,21.79
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,21.75
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,21.99
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,21.95
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,21.98
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,22.08
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,22.13
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,22.12
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,22.09
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,22.05
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,21.84
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,21.87
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,21.9
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,21.85
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,21.88
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,21.74
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,21.66
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,21.8
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,21.76
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,22.05
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,22.09
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,22.19
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,22.23
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,22.17
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,22.26
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,22.31
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,22.35
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,22.36
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,22.46
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,22.49
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,22.51
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,22.3
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,22.3
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,22.33
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,22.14
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,22.14
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,22.18
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,22.27
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,22.31
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,22.12
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,22.11
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,22.06
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,22.07
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,22.06
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,21.84
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,21.81
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,22.09
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,22.21
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,22.13
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,22.17
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,22.23
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,22.17
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,22.29
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,22.45
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,22.62
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,22.58
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,22.54
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,22.58
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,22.74
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,22.93
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,23.12
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,23.23
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,23.23
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,23.24
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,23.16
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,23.24
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,23.22
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,23.29
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,23.25
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,23.31
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,23.19
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,23.1
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,23.12
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,23.33
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,23.46
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,23.57
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,23.6
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,23.66
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,23.74
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,23.77
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,23.84
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,23.79
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,23.89
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,24.0
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,24.06
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,24.04
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,24.02
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,23.98
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,23.91
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,24.14
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,24.12
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,24.05
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,23.84
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,23.99
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,24.08
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,24.02
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,24.14
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,24.18
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,24.14
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,24.2
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,24.26
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,24.31
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,24.17
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,24.1
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,24.04
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,24.08
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,24.07
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,23.99
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,24.36
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,24.43
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,24.51
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,24.73
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,24.65
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,24.68
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,24.75
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,24.6
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,24.7
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,24.59
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,24.74
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,24.44
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,24.63
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,24.66
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,24.41
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,24.59
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,24.66
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,24.77
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,24.82
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,24.91
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,24.82
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,24.89
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,25.22
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,25.2
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,25.07
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,25.15
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,25.09
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,25.22
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,25.16
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,25.14
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,25.16
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,25.3
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,25.52
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,25.74
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,25.68
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,25.91
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,25.76
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,25.95
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,26.11
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,26.24
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,26.2
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,26.18
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,26.17
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,26.39
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,26.63
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,26.82
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,26.8
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,26.82
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,27.15
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,27.205
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,26.92
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,26.765
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,26.67
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,26.44
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,26.08
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,24.91
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,25.84
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,25.38
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,24.86
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,25.38
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,25.42
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,25.755
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,26.075
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,26.24
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,26.17
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,26.26
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,26.22
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,25.935
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,25.945
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,26.205
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,26.185
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,26.055
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,25.865
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,25.58
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,25.98
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,26.13
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,26.315
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,26.54
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,26.815
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,26.94
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,26.84
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,26.835
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,26.725
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,26.59
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,26.145
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,26.3
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,26.39
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,25.8
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,25.345
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,25.085
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,25.45
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,24.795
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,25.08
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,24.665
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,24.875
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,25.45
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,25.085
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,25.31
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,25.45
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,25.425
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,25.635
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,25.45
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,25.475
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,25.945
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,26.53
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,25.975
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,25.785
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,25.855
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,25.76
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,25.165
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,25.46
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,25.34
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,25.39
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,25.25
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,24.75
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,25.19
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,25.52
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,25.535
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,25.68
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,26.09
2018-05-11,21400.0,558754.0,45.6,4.76,0.56,558754.0,0.0,21400.0,0.0,21400.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,26.11
2018-05-14,21400.0,561857.0,42.65,4.76,0.56,561857.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,26.255
2018-05-15,21400.0,557042.0,41.2,4.76,0.56,557042.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,26.03
2018-05-16,21400.0,557791.0,41.16,4.76,0.55,557791.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,26.065
2018-05-17,21400.0,561964.0,43.87,4.76,0.56,561964.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,26.26
2018-05-18,21400.0,561643.0,43.22,4.76,0.56,561643.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,26.245
2018-05-21,21400.0,561964.0,43.22,4.76,0.56,561964.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0,26.26
2018-05-22,21400.0,562927.0,43.6,4.28,0.56,562927.0,0.0,21400.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,26.305
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,26.015
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,25.95
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,25.925
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,25.93
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,25.785
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,26.03
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,26.015
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,26.095
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,26.26
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,26.45
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,26.635
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,26.69
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,26.715
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,26.91
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,27.13
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,27.235
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,27.275
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,27.2
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,27.3
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,27.09
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,27.28
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,27.055
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,26.845
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,26.43
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,26.345
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,26.33
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,26.085
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,26.48
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,26.275
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,26.52
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,26.415
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,26.54
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,26.97
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,27.045
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,27.155
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,26.96
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,27.16
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,27.28
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,27.135
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,27.205
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,27.26
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,27.23
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,27.12
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,27.02
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,27.14
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,27.05
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,27.255
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,26.605
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,26.05
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,26.01
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,26.17
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,26.29
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,26.515
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,26.66
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,26.78
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,26.725
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,26.97
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,26.865
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,26.83
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,26.92
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,26.525
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,26.815
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,26.74
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,26.93
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,27.12
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,27.195
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,27.205
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,27.495
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,27.75
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,27.76
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,27.915
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,27.855
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,27.78
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,27.89
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,27.775
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,27.4
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,27.2
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,27.39
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,27.415
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,27.555
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,27.545
