,FPXU FP Equity_DX_SI_QTY,FPXU FP Equity_DX_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FPXU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FPXU FP Equity_DX_SI_MV,FPXU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SUPPLY_SI_QTY,FPXU FP Equity_DX_BROKER_SI_QTY,FPXU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FPXU FP Equity_DX_BROKER_SI_QTY_ADD,FPXU FP Equity_DX_BROKER_SI_MV_ADD,FPXU FP Equity_DX_SUPPLY_SI_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FPXU FP Equity_DX_UTILIZATION_QUANTITY,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FPXU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_MV,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FPXU FP Equity_DX_BROKER_SI_CON_RATIO,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FPXU FP Equity_DX_DEMAND_SUPPLY_RATIO,FPXU FP Equity_PX_LAST
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51942.0,0.05,0.0,,0.0,,0.0,43.285
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52536.0,0.05,0.0,,0.0,,0.0,43.78
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52674.0,0.05,0.0,,0.0,,0.0,43.895
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53106.0,0.05,0.0,,0.0,,0.0,44.255
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53430.0,0.05,0.0,,0.0,,0.0,44.525
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53964.0,0.05,0.0,,0.0,,0.0,44.97
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53838.0,0.05,0.0,,0.0,,0.0,44.865
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53706.0,0.05,0.0,,0.0,,0.0,44.755
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53934.0,0.05,0.0,,0.0,,0.0,44.945
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53346.0,0.05,0.0,,0.0,,0.0,44.455
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53802.0,0.05,0.0,,0.0,,0.0,44.835
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54024.0,0.05,0.0,,0.0,,0.0,45.02
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54036.0,0.05,0.0,,0.0,,0.0,45.03
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54498.0,0.05,0.0,,0.0,,0.0,45.415
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54294.0,0.05,0.0,,0.0,,0.0,45.245
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54894.0,0.05,0.0,,0.0,,0.0,45.745
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55446.0,0.05,0.0,,0.0,,0.0,46.205
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54714.0,0.06,0.0,,0.0,,0.0,45.595
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54882.0,0.05,0.0,,0.0,,0.0,45.735
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55164.0,0.05,0.0,,0.0,,0.0,45.97
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54876.0,0.06,0.0,,0.0,,0.0,45.73
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55014.0,0.05,0.0,,0.0,,0.0,45.845
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55482.0,0.06,0.0,,0.0,,0.0,46.235
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55878.0,0.06,0.0,,0.0,,0.0,46.565
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56586.0,0.06,0.0,,0.0,,0.0,47.155
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56520.0,0.06,0.0,,0.0,,0.0,47.1
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56946.0,0.06,0.0,,0.0,,0.0,47.455
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57054.0,0.06,0.0,,0.0,,0.0,47.545
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56910.0,0.06,0.0,,0.0,,0.0,47.425
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56424.0,0.06,0.0,,0.0,,0.0,47.02
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56652.0,0.06,0.0,,0.0,,0.0,47.21
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56790.0,0.06,0.0,,0.0,,0.0,47.325
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57006.0,0.06,0.0,,0.0,,0.0,47.505
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56274.0,0.06,0.0,,0.0,,0.0,46.895
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55506.0,0.06,0.0,,0.0,,0.0,46.255
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56322.0,0.06,0.0,,0.0,,0.0,46.935
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56286.0,0.06,0.0,,0.0,,0.0,46.905
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56226.0,0.06,0.0,,0.0,,0.0,46.855
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55134.0,0.06,0.0,,0.0,,0.0,45.945
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54462.0,0.06,0.0,,0.0,,0.0,45.385
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53946.0,0.05,0.0,,0.0,,0.0,44.955
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53544.0,0.05,0.0,,0.0,,0.0,44.62
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54498.0,0.05,0.0,,0.0,,0.0,45.415
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55350.0,0.05,0.0,,0.0,,0.0,46.125
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55656.0,0.06,0.0,,0.0,,0.0,46.38
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56976.0,0.06,0.0,,0.0,,0.0,47.48
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57102.0,0.06,0.0,,0.0,,0.0,47.585
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55596.0,0.06,0.0,,0.0,,0.0,46.33
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56976.0,0.06,0.0,,0.0,,0.0,47.48
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57420.0,0.06,0.0,,0.0,,0.0,47.85
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56664.0,0.06,0.0,,0.0,,0.0,47.22
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56874.0,0.06,0.0,,0.0,,0.0,47.395
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56184.0,0.06,0.0,,0.0,,0.0,46.82
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56928.0,0.06,0.0,,0.0,,0.0,47.44
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57588.0,0.06,0.0,,0.0,,0.0,47.99
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57312.0,0.06,0.0,,0.0,,0.0,47.76
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57426.0,0.06,0.0,,0.0,,0.0,47.855
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57444.0,0.06,0.0,,0.0,,0.0,47.87
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56718.0,0.06,0.0,,0.0,,0.0,47.265
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56946.0,0.06,0.0,,0.0,,0.0,47.455
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57042.0,0.06,0.0,,0.0,,0.0,47.535
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56058.0,0.06,0.0,,0.0,,0.0,46.715
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55536.0,0.06,0.0,,0.0,,0.0,46.28
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55842.0,0.06,0.0,,0.0,,0.0,46.535
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55290.0,0.06,0.0,,0.0,,0.0,46.075
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55566.0,0.06,0.0,,0.0,,0.0,46.305
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56460.0,0.06,0.0,,0.0,,0.0,47.05
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57294.0,0.06,0.0,,0.0,,0.0,47.745
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57816.0,0.06,0.0,,0.0,,0.0,48.18
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57516.0,0.06,0.0,,0.0,,0.0,47.93
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57852.0,0.06,0.0,,0.0,,0.0,48.21
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58008.0,0.06,0.0,,0.0,,0.0,48.34
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57564.0,0.06,0.0,,0.0,,0.0,47.97
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57828.0,0.06,0.0,,0.0,,0.0,48.19
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58284.0,0.06,0.0,,0.0,,0.0,48.57
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58350.0,0.06,0.0,,0.0,,0.0,48.625
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58692.0,0.06,0.0,,0.0,,0.0,48.91
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58224.0,0.06,0.0,,0.0,,0.0,48.52
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57246.0,0.06,0.0,,0.0,,0.0,47.705
2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57702.0,0.06,0.0,,0.0,,0.0,48.085
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,47.96
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,47.19
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,47.4
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,47.145
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,47.415
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,47.41
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,46.585
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,46.855
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,47.67
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,48.18
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,48.145
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,47.835
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,46.105
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,46.14
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,46.025
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,45.98
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,44.845
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,45.855
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,45.83
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,47.435
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,46.825
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,47.06
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,46.315
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,46.935
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,48.08
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,48.325
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,48.185
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,49.035
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,48.82
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,48.815
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,48.19
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,48.755
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,48.875
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,47.83
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,48.025
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,48.435
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,48.73
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,48.56
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,48.79
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,49.335
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,49.72
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,50.19
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,50.31
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,49.785
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,49.325
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,49.685
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,49.795
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,49.97
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,49.865
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,49.845
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,49.755
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,47.805
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,46.415
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,47.185
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,47.565
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,46.52
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,46.75
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,45.925
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,46.05
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,44.235
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,43.97
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,44.02
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,46.175
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,46.915
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,46.535
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,45.13
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,44.36
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,43.535
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,43.06
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,43.53
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,43.765
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,42.805
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,43.965
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,45.005
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,45.37
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,45.365
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,45.92
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,45.58
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,45.325
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,45.805
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,45.43
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,45.025
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,44.2
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,44.145
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,42.93
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,42.66
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,41.565
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,43.03
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,43.285
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,42.945
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,41.52
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,42.0
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,40.91
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,40.12
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,40.935
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,39.525
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,36.78
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,37.44
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,38.495
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,37.71
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,37.015
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,38.89
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,39.875
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,39.44
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,38.775
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,38.87
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,39.71
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,39.985
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,41.105
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,41.785
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,40.525
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,40.02
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,40.44
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,40.365
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,39.89
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,38.61
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,38.055
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,38.13
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,37.65
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,37.105
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,38.48
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,39.42
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,38.71
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,38.975
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,38.33
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,36.995
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,36.49
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,35.62
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,37.255
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,36.525
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,36.485
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,35.49
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,35.925
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,37.415
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,38.2
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,39.335
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,39.175
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,39.805
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,40.1
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,39.985
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,39.875
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,39.995
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,41.02
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,41.275
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,40.97
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,40.75
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,41.01
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,40.405
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,39.105
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,38.92
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,39.465
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,38.91
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,39.45
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,39.585
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,39.575
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,39.33
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,39.14
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,38.695
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,37.345
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,36.735
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,36.64
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,36.33
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,36.125
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,36.8
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,35.645
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,35.97
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,34.905
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,34.865
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,34.365
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,32.195
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,31.32
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,32.45
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,31.76
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,33.045
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,32.7
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,32.985
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,32.45
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,32.405
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,32.15
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,32.57
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,31.565
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,32.115
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,33.2
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,34.125
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,34.9
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,33.975
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,33.43
