,ALMKT FP Equity_DX_SI_QTY,ALMKT FP Equity_DX_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMKT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMKT FP Equity_DX_SI_MV,ALMKT FP Equity_DX_DSS,ALMKT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY,ALMKT FP Equity_DX_BROKER_SI_QTY,ALMKT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMKT FP Equity_DX_BROKER_SI_MV_INC_x,ALMKT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMKT FP Equity_DX_BROKER_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_NEW,ALMKT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMKT FP Equity_DX_BROKER_SI_QTY_INC,ALMKT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMKT FP Equity_DX_BROKER_SI_MV_INC_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMKT FP Equity_DX_BROKER_SI_MV_ADD,ALMKT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV,ALMKT FP Equity_DX_BROKER_SI_MV_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMKT FP Equity_DX_BROKER_SI_MV_RMV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMKT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMKT FP Equity_DX_BROKER_SI_CON_RATIO,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMKT FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-06-06,121472.0,1290032.64,1.56,5.9,0.9,1.31,0.0,1130732.64,40400.0,106472.0,429048.0,,,,0.09,,,,0.02,8000.0,2000.0,,,0.09,,,,,0.43,,,,100.0,47.09,0.0,0.0,,0.0,100.0,18.72,0.4578,63.74,1.4159
2013-06-07,131472.0,1334440.8,1.69,6.66,0.97,1.41,0.0,1182190.8,50400.0,116472.0,511560.0,,,10000.0,0.1,,,,,10000.0,,,,0.1,10000.0,,,,0.52,,,,100.0,58.77,0.0,0.0,,0.0,100.0,17.4,0.4859,66.46,1.5329
2013-06-10,88904.0,887261.92,1.14,4.59,0.66,0.92,0.0,737561.92,50400.0,73904.0,502992.0,,,,,,,,,,,,,,,,,42568.0,0.51,0.48,,,100.0,59.36,0.0,0.0,,0.0,100.0,16.51,0.5779,73.99,1.047
2013-06-11,90497.0,909494.85,1.16,4.76,0.67,0.92,0.0,758744.85,46993.0,75497.0,472279.65,,,,0.0,,,,0.04,1593.0,3407.0,,,0.0,,,,,0.47,,,,100.0,55.34,0.0,0.0,,0.0,100.0,16.26,0.5811,74.26,1.0658
2013-06-12,92497.0,924970.0,1.19,5.08,0.68,0.95,0.0,774970.0,46993.0,77497.0,469930.0,,,,,,2000.0,,,,,,,,,0.02,,,0.47,,,,100.0,45.69,0.0,0.0,,0.0,100.0,15.91,0.558,72.74,0.8992
2013-06-13,92497.0,899070.84,1.19,5.65,0.68,0.95,0.0,753270.84,46993.0,77497.0,456771.96,,,,,,,,,,,,,,,,,,0.46,,,,100.0,56.17,0.0,0.0,,0.0,100.0,15.86,0.5595,72.86,1.1056
2013-06-14,92497.0,912020.42,1.19,5.7,0.68,0.92,0.0,764120.42,46993.0,77497.0,463350.98,,,,,,,,,,,,,,,,,,0.46,,,,100.0,56.27,0.0,0.0,,0.0,100.0,15.87,0.5563,72.63,1.1075
2013-06-17,92497.0,909245.51,1.19,5.62,0.68,0.93,0.0,761795.51,46993.0,77497.0,461941.19,,,,,,,,,,,,,,,,,,0.46,,,,100.0,56.97,0.0,0.0,,0.0,100.0,15.89,0.5572,72.69,1.1213
2013-06-18,91004.0,884558.88,1.17,5.43,0.67,0.91,0.0,738758.88,46993.0,76004.0,456771.96,,,,,,,,,,,,,,,,,1493.0,0.46,0.02,,,100.0,56.97,0.0,0.0,,0.0,100.0,16.17,0.5517,72.24,1.1032
2013-06-19,91004.0,884558.88,1.17,5.53,0.67,0.9,0.0,738758.88,45500.0,76004.0,442260.0,,,,,,,,0.02,,1493.0,,,,,,,,0.44,,,,100.0,55.16,0.0,0.0,,0.0,100.0,16.12,0.5519,72.27,1.1032
2013-06-20,84684.0,810425.88,1.09,5.2,0.62,0.87,0.0,695585.88,42500.0,72684.0,406725.0,,,,,,,,0.03,,3000.0,,,,,,,3320.0,0.41,0.0,,,100.0,51.52,0.0,0.0,,0.0,100.0,13.33,0.579,74.65,1.0266
2013-06-21,87684.0,831244.32,1.13,5.28,0.65,0.86,0.0,689044.32,42180.0,72684.0,399866.4,,,3000.0,,,,,0.03,,3320.0,,,,3000.0,,,,0.4,,,,100.0,51.13,0.0,0.0,,0.0,100.0,16.74,0.5378,71.11,1.0629
2013-06-24,86083.0,799711.07,1.11,5.26,0.63,0.85,0.0,660361.07,42180.0,71083.0,391852.2,,,,,,,,,,,,,,,,,1601.0,0.4,0.01,,,100.0,51.13,0.0,0.0,,0.0,100.0,16.76,0.5369,71.04,1.0435
2013-06-25,86083.0,779911.98,1.11,5.13,0.63,0.82,0.0,644011.98,40579.0,71083.0,367645.74,,,,,,,,0.02,,1601.0,,,,,,,,0.37,,,,100.0,49.19,0.0,0.0,,0.0,100.0,17.06,0.5296,70.44,1.0435
2013-06-26,84504.0,773211.6,1.09,4.95,0.62,0.78,0.0,635961.6,39000.0,69504.0,356850.0,,,,,,,,0.01,,1579.0,,,,,,,1579.0,0.36,0.03,,,100.0,47.28,0.0,0.0,,0.0,100.0,17.35,0.5211,69.74,1.0244
2013-06-27,83004.0,752846.28,1.07,4.79,0.61,0.78,0.0,616796.28,37500.0,68004.0,340125.0,,,,,,,,0.01,,1500.0,,,,,,,1500.0,0.34,0.01,,,100.0,45.46,0.0,0.0,,0.0,100.0,17.71,0.515,69.2,1.0062
2013-06-28,83004.0,767787.0,1.07,4.75,0.61,0.77,0.0,629037.0,37500.0,68004.0,346875.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,45.46,0.0,0.0,,0.0,100.0,17.68,0.5142,69.14,1.0062
2013-07-01,94653.0,886898.61,1.37,5.38,0.7,0.88,0.0,746348.61,37500.0,79653.0,351375.0,,,,0.1,,,,,11649.0,,,,0.1,,,,,0.35,,,,100.0,45.46,0.0,0.0,,0.0,100.0,16.1,0.428,61.31,1.1474
2013-07-02,90312.0,838998.48,1.31,5.1,0.67,0.85,0.0,699648.48,35000.0,75312.0,325150.0,,,,,,,,0.02,,2500.0,,,,,,,4341.0,0.33,0.03,,,100.0,41.94,0.0,0.0,,0.0,100.0,16.68,0.4121,59.62,1.0823
2013-07-03,88312.0,805405.44,1.28,5.32,0.65,0.83,0.0,668605.44,35000.0,73312.0,319200.0,,,,,,,,,,,,,,,,,2000.0,0.32,0.02,,,100.0,42.43,0.0,0.0,,0.0,100.0,17.22,0.4025,58.54,1.0705
2013-07-04,88095.0,798140.7,1.28,5.33,0.65,0.81,0.0,644120.7,37000.0,71095.0,335220.0,,,,,,,,,,,,,,,,2000.0,2217.0,0.34,0.03,,,100.0,44.85,0.0,0.0,,0.0,100.0,17.52,0.3759,55.99,1.0679
2013-07-05,85840.0,763976.0,1.03,5.22,0.63,0.81,0.0,612676.0,37000.0,68840.0,329300.0,,,,,,,,,,,,,,,,,2255.0,0.33,0.0,,,100.0,44.85,0.0,0.0,,0.0,100.0,17.62,0.3754,55.92,1.0406
2013-07-08,85840.0,763976.0,1.03,5.2,0.63,0.77,0.0,612676.0,37000.0,68840.0,329300.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,44.85,0.0,0.0,,0.0,100.0,18.38,0.3638,54.48,1.0406
2013-07-09,85840.0,763976.0,1.03,5.13,0.63,0.78,0.0,612676.0,37000.0,68840.0,329300.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,44.85,0.0,0.0,,0.0,100.0,18.36,0.3642,54.53,1.0406
2013-07-10,82258.0,732096.2,0.98,4.76,0.61,0.74,0.0,580796.2,37000.0,65258.0,329300.0,,,,,,,,,,,,,,,,,3582.0,0.33,0.04,,,100.0,44.85,0.0,0.0,,0.0,100.0,19.23,0.3476,52.37,0.9972
2013-07-11,78717.0,753321.69,0.94,4.49,0.58,0.73,0.0,590631.69,37000.0,61717.0,354090.0,,,,,,,,,,,,,,,,,3541.0,0.34,0.02,,,100.0,44.85,0.0,0.0,,0.0,100.0,19.61,0.3387,51.2,0.9542
2013-07-12,78717.0,743875.65,0.94,4.03,0.58,0.74,0.0,583225.65,37000.0,61717.0,349650.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,44.85,0.0,0.0,,0.0,100.0,19.26,0.3418,51.76,0.9542
2013-07-15,85717.0,837455.09,1.03,4.29,0.63,0.8,0.0,671365.09,47000.0,68717.0,459190.0,,,10000.0,,,10000.0,,,,,,,,10000.0,0.09,,3000.0,0.45,0.03,,,100.0,56.97,0.0,0.0,,0.0,100.0,17.79,0.2661,43.47,1.0391
2013-07-16,92717.0,912335.28,1.11,4.45,0.68,0.89,0.0,774575.28,44000.0,78717.0,432960.0,,,,0.1,,,,0.02,10000.0,3000.0,,,0.1,,,,,0.43,,,,100.0,53.34,0.0,0.0,,0.0,100.0,16.07,0.2337,39.12,1.1239
2013-07-17,93717.0,887499.99,1.12,4.47,0.69,0.9,0.0,773859.99,42000.0,81717.0,397740.0,,,,0.03,,,,0.02,3000.0,2000.0,,,0.03,,,,,0.4,,,,100.0,50.91,0.0,0.0,,0.0,100.0,15.81,0.225,38.73,1.1361
2013-07-18,88375.0,839562.5,1.06,3.88,0.65,0.83,0.0,725562.5,42000.0,76375.0,399000.0,,,,0.01,,,,,1222.0,,,,0.01,,,,6564.0,0.4,0.07,,,100.0,50.91,0.0,0.0,,0.0,100.0,17.06,0.2169,36.34,1.0713
2013-07-19,89324.0,848578.0,1.07,3.87,0.66,0.85,0.0,734578.0,43222.0,77324.0,410609.0,,,,0.01,,,,,949.0,,,,0.01,,,1222.0,,0.41,,,,100.0,52.39,0.0,0.0,,0.0,100.0,16.84,0.2152,35.98,1.0828
2013-07-22,80004.0,754437.72,0.96,3.45,0.59,0.76,0.0,754437.72,43222.0,80004.0,407583.46,,,,0.03,,,,,2680.0,,,,0.03,,,,,0.41,,,,100.0,43.17,0.0,0.0,,0.0,100.0,18.82,0.2574,40.2,0.7991
2013-07-23,85728.0,810129.6,1.03,3.74,0.63,0.8,0.0,810129.6,43222.0,85728.0,408447.9,,,,0.05,,,,,5724.0,,,,0.05,,,,,0.41,,,,100.0,52.39,0.0,0.0,,0.0,100.0,18.4,0.2352,37.67,1.0392
2013-07-24,92112.0,866773.92,1.1,4.09,0.68,0.86,0.0,819723.92,43222.0,87112.0,406719.02,,,,0.01,,,,,1384.0,,,,0.01,,,,,0.41,,,,100.0,35.08,0.0,0.0,,0.0,100.0,18.65,0.2502,40.51,0.7475
2013-07-25,84959.0,796065.83,1.02,3.76,0.63,0.77,0.0,796065.83,38222.0,84959.0,358140.14,,,,0.03,,,,0.05,3400.0,5000.0,,,0.03,,,,5553.0,0.36,0.08,,,46.33,46.33,44271.0,414819.27,,0.42,46.36,22.5,0.2175,32.98,1.0299
2013-07-26,85799.0,827960.35,1.03,3.72,0.63,0.78,0.0,827960.35,38222.0,85799.0,368842.3,,,,0.01,,,,,840.0,,,,0.01,,,,,0.37,,,,46.33,46.33,44271.0,427215.15,,0.42,46.32,23.26,0.2176,32.6,1.0401
2013-07-29,89678.0,855528.12,1.07,3.86,0.66,0.86,0.0,855528.12,38222.0,89678.0,364637.88,,,,0.07,,,,,6879.0,,,,0.07,,,,3000.0,0.36,0.0,,,100.0,46.33,0.0,0.0,,0.0,100.0,22.69,0.211,30.45,1.0871
2013-07-30,100718.0,946749.2,1.2,4.36,0.74,0.96,0.0,899749.2,38222.0,95718.0,359286.8,,,,0.12,,,,,13040.0,,,,0.12,,,,7000.0,0.36,0.06,,,46.33,46.33,44271.0,416147.4,,0.42,46.19,24.91,0.2362,31.59,1.2209
2013-07-31,100437.0,942099.06,1.2,4.33,0.74,0.95,0.0,942099.06,33222.0,100437.0,311622.36,,,,0.08,,500.0,,0.05,9219.0,5000.0,,,0.08,,0.0,,5000.0,0.31,0.05,,,100.0,40.27,0.0,0.0,,0.0,100.0,24.12,0.2078,26.99,1.2175
2013-08-01,103379.0,943850.27,1.24,4.4,0.76,0.98,0.0,943850.27,33222.0,103379.0,303316.86,,,,0.03,,,,,2942.0,,,,0.03,,,,,0.31,,,,40.27,40.27,49271.0,449844.23,,0.45,40.25,25.18,0.2105,27.33,1.2532
2013-08-02,104401.0,956313.16,1.28,4.41,0.77,0.97,0.0,956313.16,33222.0,104401.0,304313.52,,,,0.0,,,,,1022.0,,,,0.0,,,,,0.31,,,,31.85,31.85,71079.0,651083.64,,0.65,31.99,25.37,0.2117,27.73,1.001
2013-08-05,104401.0,961533.21,1.28,4.33,0.77,0.98,0.0,961533.21,33222.0,104401.0,305974.62,,,,,,,,,,,,,,,,,,0.31,,,,40.13,40.13,49566.0,456502.86,,0.46,40.28,25.32,0.2117,27.77,1.2611
2013-08-06,109637.0,1009756.77,1.35,4.64,0.81,1.03,0.0,1009756.77,33222.0,109637.0,305974.62,,,,0.05,,,,,5336.0,,,,0.05,,,,100.0,0.31,0.0,,,39.93,39.93,49977.0,460288.17,,0.46,40.02,26.73,0.2175,28.61,1.3178
2013-08-07,112255.0,1023765.6,1.38,4.93,0.83,1.05,0.0,1023765.6,33222.0,112255.0,302984.64,,,,0.02,,,,,2618.0,,,,0.02,,,,,0.31,,,,39.93,39.93,49977.0,455790.24,,0.46,40.1,27.0,0.2204,29.37,1.3492
2013-08-08,112405.0,1025133.6,1.38,5.05,0.83,1.05,0.0,1025133.6,33222.0,112405.0,302984.64,,,,0.0,,100.0,,,50.0,,,,0.0,,0.0,,,0.31,,,,39.72,39.72,50427.0,459894.24,,0.46,39.93,27.17,0.2201,29.22,1.3438
2013-08-09,112414.0,1029712.24,1.38,5.13,0.83,1.05,0.0,1029712.24,33222.0,112414.0,304313.52,,,,0.0,,,,,9.0,,,,0.0,,,,,0.31,,,,39.93,39.93,49977.0,457789.32,,0.46,40.13,27.16,0.2201,29.24,1.3511
2013-08-12,122790.0,1123528.5,1.51,5.75,0.91,1.14,0.0,1032028.5,33222.0,112790.0,303981.3,,,,0.0,,,,,376.0,,,,0.0,,,,,0.31,,,,39.93,39.93,49977.0,457289.55,,0.46,40.14,25.62,0.2212,26.92,1.4759
2013-08-13,102821.0,945953.2,1.26,4.86,0.76,0.96,0.0,945953.2,23222.0,102821.0,213642.4,,,,0.0,,,,0.09,31.0,10000.0,,,0.0,,,,10000.0,0.22,0.09,0.11,,34.24,34.24,44593.0,410255.6,12000.0,0.41,34.7,29.87,0.2337,32.05,1.5162
2013-08-14,103821.0,982146.66,1.27,4.58,0.77,0.97,0.0,982146.66,24222.0,103821.0,229140.12,,,,0.01,,,,,1000.0,,,,0.01,,,1000.0,,0.23,,,,35.72,35.72,43593.0,412389.78,,0.41,35.84,29.48,0.2354,32.79,1.5309
2013-08-15,103506.0,995727.72,1.27,4.51,0.76,0.99,0.0,995727.72,23907.0,103506.0,229985.34,,,,,,,,0.0,,315.0,,,,,,,315.0,0.23,0.0,,,200.78,35.25,0.0,0.0,,0.0,199.49,29.1,0.2346,32.96,1.5263
2013-08-16,104306.0,1007595.96,1.28,4.57,0.77,1.0,0.0,1007595.96,23907.0,104306.0,230941.62,,,,0.01,,,,,800.0,,,,0.01,,,,,0.23,,,,22.34,22.34,83104.0,802784.64,,0.8,22.18,29.07,0.2356,33.21,0.9747
2013-08-19,102106.0,1004723.04,1.25,4.5,0.75,0.98,0.0,1004723.04,12207.0,102106.0,120116.88,,,,0.0,,,,,300.0,,,,0.0,,,300.0,2500.0,0.12,0.02,,,18.0,18.0,55608.0,547182.72,,0.55,18.03,29.62,0.2474,34.3,1.5057
2013-08-20,102006.0,963956.7,1.25,4.42,0.75,0.99,0.0,963956.7,12207.0,102006.0,115356.15,,,,,,,,,,,,,,,,,100.0,0.12,0.0,,,100.0,13.43,0.0,0.0,,0.0,100.0,29.33,0.2479,34.59,1.1219
2013-08-21,102111.0,986392.26,1.25,4.42,0.75,0.97,0.0,986392.26,12312.0,102111.0,118933.92,,,665.0,0.0,,,,0.01,105.0,895.0,,,0.0,665.0,,335.0,,0.12,,,,100.0,18.16,0.0,0.0,,0.0,100.0,29.99,0.2481,34.1,1.5057
2013-08-22,102111.0,986392.26,1.25,4.43,0.75,0.98,0.0,986392.26,12312.0,102111.0,118933.92,,,,,,,,,,,,,,,,,,0.12,,,,18.16,18.16,55503.0,536158.98,,0.54,18.15,29.61,0.2481,34.41,1.5057
2013-08-23,112074.0,1080393.36,1.38,5.23,0.83,1.08,0.0,983993.36,12275.0,102074.0,118331.0,,,,,,,,0.0,,37.0,,,,,,,37.0,0.12,0.0,,,100.0,18.1,0.0,0.0,,0.0,100.0,26.99,0.2696,40.23,1.6524
2013-08-26,102574.0,978555.96,1.26,4.91,0.76,0.99,0.0,978555.96,13275.0,102574.0,126643.5,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,500.0,0.13,0.0,,,19.57,19.57,54549.0,520397.46,,0.52,19.54,29.51,0.2524,35.17,1.5124
2013-08-27,102764.0,957760.48,1.26,5.07,0.76,0.98,0.0,957760.48,13165.0,102764.0,122697.8,,,,0.0,,,,0.0,190.0,110.0,,,0.0,,,,,0.12,,,,19.41,19.41,54659.0,509421.88,,0.51,19.33,29.65,0.2526,35.12,1.5152
2013-08-28,102501.0,955309.32,1.26,5.08,0.76,0.97,0.0,955309.32,12902.0,102501.0,120246.64,,,,,,,,0.0,,263.0,,,,,,,263.0,0.12,0.01,,,100.0,19.02,0.0,0.0,,0.0,100.0,30.13,0.2521,34.62,1.5113
2013-08-29,105501.0,1002259.5,1.29,5.65,0.78,1.0,0.0,1002259.5,15902.0,105501.0,151069.0,,,,,,3000.0,,,,,,,,,0.03,3000.0,,0.15,,,,100.0,23.45,0.0,0.0,,0.0,100.0,29.22,0.2381,33.59,1.5555
2013-08-30,111534.0,1047304.26,1.37,5.99,0.82,1.07,0.0,944014.26,19000.0,100534.0,178410.0,,,,0.03,,,,0.02,2033.0,1902.0,,,0.03,,,5000.0,7000.0,0.18,0.07,,,28.01,28.01,48824.0,458457.36,,0.46,28.11,27.41,0.292,43.7,1.6445
2013-09-02,113799.0,1059468.69,1.4,6.27,0.84,1.08,0.0,957058.69,19000.0,102799.0,176890.0,,,,0.11,,,,,11265.0,,,,0.11,,,,9000.0,0.18,0.08,,,100.0,28.01,0.0,0.0,,0.0,100.0,27.12,0.2883,42.65,1.6779
2013-09-03,101876.0,945409.28,1.25,5.59,0.75,0.97,0.0,945409.28,18000.0,101876.0,167040.0,,,,,,,,0.01,,1000.0,,,,,,,923.0,0.17,0.01,,,26.54,26.54,49824.0,462366.72,,0.46,26.64,30.44,0.2625,35.91,1.5021
2013-09-04,102095.0,946420.65,1.25,5.34,0.75,0.97,0.0,946420.65,18000.0,102095.0,166860.0,,,,0.0,,,,,219.0,,,,0.0,,,,,0.17,,,,100.0,26.54,0.0,0.0,,0.0,100.0,30.48,0.2628,35.92,1.5053
2013-09-05,102095.0,941315.9,1.25,5.37,0.75,0.97,0.0,941315.9,18000.0,102095.0,165960.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,18.46,0.0,0.0,,0.0,100.0,30.57,0.2629,35.89,1.047
2013-09-06,102845.0,948230.9,1.26,5.62,0.76,0.97,0.0,948230.9,18000.0,102845.0,165960.0,,,,0.0,,,,,750.0,,,,0.0,,,,,0.17,,,,26.55,26.55,49799.0,459146.78,,0.46,26.52,30.42,0.2643,36.25,1.5169
2013-09-09,104845.0,975058.5,1.29,6.09,0.77,0.99,0.0,975058.5,20000.0,104845.0,186000.0,,,2000.0,0.02,,,,,2000.0,,,,0.02,2000.0,,,,0.19,,,,100.0,20.24,0.0,0.0,,0.0,100.0,29.83,0.2681,37.46,1.0611
2013-09-10,104845.0,981349.2,1.29,6.21,0.77,0.99,0.0,981349.2,20000.0,104845.0,187200.0,,,,,,,,,,,,,,,,,,0.19,,,,29.5,29.5,47799.0,447398.64,,0.45,29.45,29.46,0.2681,37.74,1.5464
2013-09-11,104845.0,990785.25,1.29,6.29,0.77,0.99,0.0,990785.25,20000.0,104845.0,189000.0,,,,,,,,,,,,,,,,,,0.19,,,,29.5,29.5,47799.0,451700.55,,0.45,29.41,29.39,0.2686,37.88,1.5464
2013-09-12,104845.0,1002318.2,1.29,5.83,0.77,1.0,0.0,1002318.2,20000.0,104845.0,191200.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,29.5,0.0,0.0,,0.0,100.0,29.21,0.2686,38.05,1.5464
2013-09-13,104745.0,1002409.65,1.29,5.86,0.77,1.0,0.0,1002409.65,20000.0,104745.0,191400.0,,,,,,,,,,,,,,,,,100.0,0.19,0.0,,,29.5,29.5,47798.0,457426.86,,0.46,29.5,29.03,0.269,38.25,1.545
2013-09-16,104387.0,989588.76,1.28,5.97,0.77,1.0,0.0,989588.76,19642.0,104387.0,186206.16,,,,,,,,0.0,,358.0,,,,,,,358.0,0.19,0.0,,,28.97,28.97,48156.0,456518.88,,0.46,29.01,29.13,0.2682,38.04,1.5397
2013-09-17,104358.0,989313.84,1.28,6.07,0.77,1.0,0.0,989313.84,19613.0,104358.0,185931.24,,,,,,,,0.0,,29.0,,,,,,,29.0,0.19,0.0,,,19.92,19.92,78869.0,747678.12,,0.75,19.91,29.28,0.2678,37.86,1.0597
2013-09-18,104358.0,991401.0,1.28,6.06,0.77,0.99,0.0,962901.0,19613.0,101358.0,186323.5,,,,,,,,,,,,,,,,,3000.0,0.19,0.03,,,19.96,19.96,78642.0,747099.0,,0.75,19.91,29.33,0.2683,37.87,1.0621
2013-09-19,101458.0,994288.4,1.25,5.82,0.75,0.97,0.0,994288.4,16613.0,101458.0,162807.4,,,,,,100.0,,0.03,,3000.0,,,,,0.0,,,0.16,,,,100.0,15.36,0.0,0.0,,0.0,100.0,30.12,0.2832,39.02,0.9383
2013-09-20,99738.0,1003364.28,1.22,5.41,0.74,0.94,0.0,1003364.28,17113.0,99738.0,172156.78,,,,,,500.0,,,,,,,,,0.0,500.0,2220.0,0.17,0.02,,,100.0,15.52,0.0,0.0,,0.0,100.0,28.96,0.2913,41.68,0.9044
2013-09-23,98300.0,980051.0,1.21,4.66,0.72,0.97,0.0,960111.0,17040.0,96300.0,169888.8,,,,,,,,0.0,,73.0,,,,,,,3438.0,0.17,0.0,,,100.0,15.37,0.0,0.0,,0.0,100.0,27.97,0.298,43.31,0.8868
2013-09-24,99330.0,973434.0,1.22,4.54,0.73,0.97,0.0,953834.0,16870.0,97330.0,165326.0,,,,0.01,,,,0.0,1200.0,170.0,,,0.01,,,,170.0,0.17,0.01,,,100.0,18.24,0.0,0.0,,0.0,100.0,27.8,0.2926,42.46,1.0741
2013-09-25,92430.0,892873.8,1.13,4.4,0.68,0.9,0.0,892873.8,14770.0,92430.0,142678.2,,,,,,,,0.02,,2100.0,,,,,,,4900.0,0.14,0.05,,,15.89,15.89,78181.0,755228.46,,0.76,15.86,27.22,0.2811,40.81,0.9944
2013-09-26,105050.0,1008480.0,1.29,5.11,0.77,1.02,0.0,1008480.0,29770.0,105050.0,285792.0,,,15000.0,0.12,,,,,12620.0,,,,0.12,15000.0,,,,0.29,,,,32.02,32.02,63210.0,606816.0,,0.61,31.98,24.07,0.3181,47.85,1.1298
2013-09-27,104300.0,1001280.0,1.28,5.09,0.77,1.0,0.0,1001280.0,29770.0,104300.0,285792.0,,,,0.0,,70.0,,,300.0,,,,0.0,,0.0,,1120.0,0.29,0.01,,,43.9,43.9,38040.0,365184.0,,0.37,43.88,23.35,0.3188,48.21,1.5381
2013-09-30,91300.0,868263.0,1.12,4.48,0.67,0.88,0.0,868263.0,29770.0,91300.0,283112.7,,,,,,,,,,,,,,,,,13000.0,0.28,0.12,,,43.9,43.9,38040.0,361760.4,,0.36,43.73,26.62,0.3914,54.96,1.3464
2013-10-01,91991.0,861955.67,1.13,4.62,0.68,0.88,0.0,861955.67,29770.0,91991.0,278944.9,,,,0.11,,,,,11731.0,,,,0.11,,,,11040.0,0.28,0.11,,,100.0,43.9,0.0,0.0,,0.0,100.0,20.08,0.3166,48.87,1.3566
2013-10-02,92991.0,888993.96,1.14,4.69,0.69,0.88,0.0,888993.96,29770.0,92991.0,284601.2,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.28,,,,100.0,43.92,0.0,0.0,,0.0,100.0,20.04,0.3088,48.05,1.3719
2013-10-03,92344.0,880961.76,1.13,4.66,0.68,0.88,0.0,880961.76,27990.0,92344.0,267024.6,,,,,,1133.0,,0.02,,1780.0,,,,,0.01,,1780.0,0.27,0.01,,,41.29,41.29,39795.0,379644.3,,0.38,41.28,20.15,0.3,47.24,1.3623
2013-10-04,94344.0,924571.2,1.16,4.83,0.7,0.9,0.0,924571.2,27990.0,94344.0,274302.0,,,,0.02,,,,,2000.0,,,,0.02,,,,,0.27,,,,41.29,41.29,39800.0,390040.0,,0.39,41.38,21.34,0.2938,46.21,1.3917
2013-10-07,94633.0,930242.39,1.16,4.74,0.7,0.91,0.0,930242.39,28210.0,94633.0,277304.3,,,,0.03,,,,0.02,3000.0,1780.0,,,0.03,,,2000.0,2711.0,0.28,0.02,,,100.0,41.6,0.0,0.0,,0.0,100.0,20.92,0.2767,44.54,1.3955
2013-10-08,98633.0,970548.72,1.21,4.9,0.73,0.96,0.0,970548.72,32210.0,98633.0,316946.4,,,2000.0,0.02,,2000.0,,,2000.0,,,,0.02,2000.0,0.02,2000.0,,0.32,,,,100.0,47.5,0.0,0.0,,0.0,100.0,20.0,0.2577,42.7,1.4544
2013-10-09,99633.0,996330.0,1.22,4.95,0.73,0.96,0.0,996330.0,32210.0,99633.0,322100.0,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.32,,,,100.0,47.5,0.0,0.0,,0.0,100.0,19.9,0.2603,42.54,1.4692
2013-10-10,99133.0,991330.0,1.22,4.77,0.73,0.97,0.0,991330.0,31710.0,99133.0,317100.0,,,,,,,,0.0,,500.0,,,,,,,500.0,0.32,0.01,,,100.0,46.76,0.0,0.0,,0.0,100.0,19.8,0.2641,43.0,1.4618
2013-10-11,99063.0,963882.99,1.22,4.68,0.73,0.97,0.0,963882.99,31710.0,99063.0,308538.3,,,,,,,,,,,,,,,,,70.0,0.31,0.0,,,46.76,46.76,36105.0,351301.65,,0.35,46.64,19.82,0.2646,43.04,1.4608
