,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2010-02-03,8693263.0,525234992.4,3.39,10.38,3.31,676.98,1.0,304788457.48,5667012.0,5044611.0,342393069.75,,,1753.0,,,,,17.41,,245265.0,,,,1753.0,,113875.0,16043.0,437.07,0.0,1.34,,11.76,11.76,42533812.0,2569834413.45,17800.0,3272.5,11.78,13.28,0.0892,19.08,0.1804,77.06
2010-02-04,9001381.0,529312605.24,3.51,10.75,3.43,702.38,1.0,303319155.36,6098682.0,5158183.0,358623777.61,,,46510.0,11.17,,,,6.91,122522.0,90465.0,,,11.17,46510.0,,475625.0,8950.0,469.86,0.67,,,12.54,12.54,42532376.0,2501052088.28,,3254.76,12.61,13.87,0.0907,18.46,0.1851,75.0
2010-02-05,8971698.0,508223012.77,3.5,10.33,3.41,684.8,1.0,290440874.99,6094432.0,5127174.0,345233487.81,,,18004.0,0.61,,,,5.07,6893.0,63748.0,,,0.61,18004.0,,41494.0,37902.0,454.64,3.82,,,12.57,12.57,42373028.0,2400320201.41,,3142.44,12.64,13.83,0.0909,18.54,0.1851,72.25
2010-02-08,8761929.0,501629867.68,3.42,9.56,3.33,656.17,1.0,293974717.02,5771051.0,5134833.0,330398882.43,,,100000.0,5.51,,,,39.44,103466.0,493819.0,,,5.51,100000.0,,70438.0,95807.0,417.98,9.49,,,11.96,11.96,42485496.0,2432340382.68,,3085.95,11.93,14.25,0.0955,19.19,0.1816,73.02
2010-02-09,7975627.0,458926938.85,3.11,8.39,3.04,593.17,1.0,273576115.59,5371680.0,4754441.0,309092772.13,,,4650.0,5.09,,,,33.67,108920.0,475935.0,,,5.09,4650.0,,71914.0,489312.0,391.51,41.08,,,11.22,11.22,42521328.0,2446727121.9,,3104.34,11.2,13.31,0.0826,13.79,0.1665,73.39
2010-02-10,7855236.0,456926595.74,3.06,8.02,2.99,589.05,1.0,273075037.13,5425735.0,4694559.0,315606383.17,,,14205.0,,,,,9.48,,130967.0,,,,14205.0,,170817.0,59882.0,399.19,2.47,,,11.25,11.25,42811020.0,2490249004.43,,3154.8,11.23,13.48,0.0838,13.82,0.1628,74.19
2010-02-11,7908554.0,458229823.55,3.09,7.86,3.01,597.53,1.0,278404657.05,5247820.0,4804965.0,304064135.19,,17800.0,,11.44,1.32,,,13.45,150714.0,195415.0,,17800.0,11.44,,,,40308.0,389.24,2.63,0.02,,10.92,10.92,42795948.0,2479641626.11,300.0,3170.27,10.94,13.76,0.0838,13.83,0.1646,73.9
2010-02-12,7879521.0,447836766.93,3.07,7.68,3.0,592.97,1.0,271922497.8,5240854.0,4784375.0,297866724.55,,,1477.0,4.05,,,,4.27,56477.0,52443.0,,,4.05,1477.0,,44000.0,77067.0,385.9,5.24,,,10.87,10.87,42953696.0,2441296158.01,,3150.81,10.91,13.86,0.0832,13.92,0.1635,72.49
2010-02-15,7945715.0,453031794.46,3.1,7.52,3.02,590.57,1.0,273355426.11,5369044.0,4794375.0,306120674.84,,,71996.0,0.38,,,,1.46,10000.0,12288.0,,,0.38,71996.0,,68482.0,,389.53,,,,11.1,11.1,42994116.0,2451346609.18,,3125.8,11.08,13.61,0.083,13.88,0.1643,72.72
2010-02-16,8070677.0,467939787.68,3.15,7.74,3.07,599.36,1.0,279681659.83,5464640.0,4823741.0,316841137.53,,,62432.0,2.21,,,,1.07,34266.0,14855.0,,,2.21,62432.0,,48019.0,4900.0,396.68,0.35,,,11.31,11.31,42853000.0,2484627215.45,,3128.74,11.25,13.36,0.0811,13.68,0.167,73.95
2010-02-17,8005312.0,481410385.98,3.12,7.68,3.05,606.34,1.0,285699283.44,5474860.0,4750857.0,329238194.06,,,18436.0,1.31,,,,0.92,6007.0,18521.0,,,1.31,18436.0,,10305.0,78891.0,408.86,5.58,,,11.32,11.32,42889792.0,2579236302.28,,3218.47,11.27,13.0,0.081,13.54,0.1655,76.7
2010-02-18,8078731.0,504511135.58,3.15,7.58,3.07,629.77,1.0,298920779.66,5541521.0,4786615.0,346064134.64,,,51847.0,3.78,,,,1.69,35996.0,23575.0,,,3.78,51847.0,,38389.0,238.0,428.25,0.0,,,11.56,11.56,42412112.0,2648606914.55,,3303.77,11.48,12.54,0.0795,13.58,0.1685,79.65
2010-02-19,8053211.0,512767412.87,3.14,7.26,3.06,644.71,1.0,304597065.84,5518801.0,4783815.0,351395401.27,,,,,,,,0.87,,22853.0,,,,,,133.0,2800.0,441.35,0.16,,,11.53,11.53,42345648.0,2696249778.02,,3395.35,11.5,12.32,0.0796,13.64,0.1683,81.21
2010-02-22,8163859.0,517636351.15,3.19,7.25,3.11,662.37,1.0,305549453.89,5482331.0,4818948.0,347611811.35,,,26307.0,3.68,,,,11.46,36976.0,149070.0,,,3.68,26307.0,,86293.0,1843.0,444.11,0.21,,,11.52,11.52,42101844.0,2669502854.57,,3410.04,11.52,12.11,0.0793,13.5,0.1716,80.87
2010-02-23,8452007.0,522918155.01,3.3,7.43,3.22,685.1,1.0,308915685.91,5819043.0,4993052.0,360019014.36,,,123016.0,9.27,,57558.0,,2.8,116546.0,34233.0,,,9.27,123016.0,4.92,247929.0,,469.38,,,,12.05,12.05,42474532.0,2627861513.66,,3415.4,12.08,11.93,0.0777,13.18,0.175,78.91
2010-02-24,8900680.0,553259216.87,3.47,7.73,3.39,710.7,1.0,329195350.5,6096065.0,5296003.0,378926570.54,,,143239.0,23.16,,,,1.63,302951.0,14096.0,,,23.16,143239.0,,147879.0,,482.05,,,,12.59,12.59,42324104.0,2630832771.61,,3352.35,12.57,11.71,0.074,12.35,0.1838,79.28
2010-02-25,8801082.0,534371441.98,3.43,7.66,3.35,700.82,1.0,312993209.85,6174710.0,5154989.0,374907163.29,,,80145.0,3.06,,,,0.12,37229.0,1500.0,,,3.06,80145.0,,,178243.0,487.41,14.36,,,12.74,12.74,42308384.0,2568819625.37,,3330.14,12.77,11.6,0.0748,12.52,0.1815,77.44
2010-02-26,8776342.0,539681563.99,3.42,7.59,3.34,688.98,1.0,322621377.76,6059980.0,5246493.0,372644945.26,,,1514.0,9.36,,,,10.73,134420.0,127734.0,,,9.36,1514.0,,11490.0,42916.0,471.79,3.88,,,12.39,12.39,42836180.0,2634115286.06,,3340.67,12.37,12.12,0.075,12.21,0.1795,78.43
2010-03-01,8536785.0,536998366.68,3.33,7.37,3.25,677.2,1.0,321525506.32,5916834.0,5111364.0,372192833.01,,,7205.0,0.0,,,,11.3,16126.0,150628.0,,,0.0,7205.0,,277.0,151255.0,465.98,11.27,,,12.05,12.05,43202840.0,2717633689.49,,3408.01,12.03,11.32,0.0743,12.72,0.1738,80.23
2010-03-02,8512488.0,538873822.07,3.32,7.24,3.24,684.68,1.0,322975944.46,5905988.0,5101990.0,373872166.01,,,99095.0,7.35,,,,7.36,78582.0,109941.0,,,7.35,99095.0,,,87956.0,471.98,4.05,,,12.06,12.06,43061172.0,2725940798.8,,3448.99,12.04,11.48,0.0735,12.21,0.1738,80.74
2010-03-03,8534799.0,545907206.44,3.33,7.25,3.25,690.73,1.0,325133998.84,5955582.0,5083196.0,380934001.18,,38000.0,13568.0,6.02,3.04,,,6.17,73801.0,80479.0,,38000.0,6.02,13568.0,,116505.0,92595.0,480.07,6.32,3.04,,12.14,12.14,43119016.0,2758000694.45,38000.0,3482.89,12.11,11.51,0.074,12.21,0.1739,81.58
2010-03-04,8373645.0,533695446.46,3.27,7.17,3.19,684.61,1.0,315909919.57,5812475.0,4956605.0,370458914.87,,,11961.0,,,,,15.79,,206178.0,,,,11961.0,,51110.0,126591.0,475.3,9.72,,,11.82,11.82,43366224.0,2763952410.11,,3539.26,11.84,11.26,0.0743,12.58,0.1703,81.29
2010-03-05,8381484.0,541949404.75,3.27,7.2,3.19,685.62,1.0,324196155.93,5731304.0,5013835.0,370587928.26,,,17500.0,7.78,,,,8.63,96360.0,102591.0,,,7.78,17500.0,,3920.0,39130.0,468.29,2.71,0.47,,11.61,11.61,43625996.0,2820870691.16,5684.0,3554.94,11.64,12.28,0.0754,12.43,0.1698,82.47
2010-03-08,8444906.0,544924687.47,3.29,7.27,3.21,694.63,1.0,324075448.71,5823642.0,5022321.0,375782311.47,10.28,,312727.0,2.85,,,118733.0,24.45,32146.0,297951.0,10.28,,2.85,312727.0,,83246.0,23660.0,479.29,1.75,0.47,,11.82,11.82,43425368.0,2802109944.83,5684.0,3574.76,11.82,11.94,0.0744,12.41,0.1715,82.3
2010-03-09,8404745.0,544771410.57,3.28,7.25,3.2,692.97,1.0,326412302.5,5788050.0,5035896.0,375164762.64,,,37574.0,1.5,,,,5.63,18802.0,73216.0,,,1.5,37574.0,,50.0,5227.0,477.26,0.32,,,11.66,11.66,43839320.0,2841538701.64,,3616.41,11.66,11.92,0.0746,12.45,0.1694,82.67
2010-03-10,8430959.0,562335160.35,3.29,7.31,3.21,697.75,1.0,335918687.88,5790439.0,5036350.0,386215547.19,,,47863.0,0.76,,,,3.59,7454.0,47153.0,,,0.76,47863.0,,1679.0,7000.0,480.43,0.79,,,11.66,11.66,43851680.0,2924856057.82,,3653.12,11.62,11.92,0.0748,12.36,0.1698,85.07
2010-03-11,8408270.0,559371485.98,3.28,7.19,3.2,708.57,1.0,335361043.89,5755849.0,5041026.0,382915606.69,,,40560.0,2.01,,,,5.3,15901.0,75645.0,,,2.01,40560.0,,495.0,11225.0,488.54,0.0,,,11.56,11.56,44030264.0,2929172612.43,,3730.03,11.58,11.8,0.0746,12.56,0.1689,84.85
2010-03-12,8425762.0,564498878.44,3.29,7.21,3.21,710.45,1.0,339729054.09,5743540.0,5070827.0,384798655.39,,,5023.0,2.66,,,,1.53,32301.0,17332.0,,,2.66,5023.0,,,2500.0,486.37,0.22,,,11.44,11.44,44473228.0,2979562836.76,,3767.87,11.43,11.89,0.0748,12.46,0.1678,85.45
2010-03-15,8691045.0,572663985.03,3.39,7.45,3.31,736.29,1.0,351605827.5,5909789.0,5336152.0,389403497.44,,,44612.0,12.48,,150000.0,,0.59,125391.0,4951.0,,,12.48,44612.0,12.63,126588.0,10066.0,503.21,0.27,,,11.66,11.66,44771812.0,2950071513.47,,3793.38,11.71,12.43,0.0737,12.45,0.1715,84.04
2010-03-16,8854309.0,591474597.72,3.4,7.57,3.37,744.63,1.0,367365185.28,5897256.0,5499416.0,393941200.86,,,20040.0,16.21,,,,6.79,198264.0,55106.0,,,16.21,20040.0,,22533.0,121578.0,496.83,12.88,,,11.58,11.58,45012272.0,3006854117.44,,3804.49,11.55,11.57,0.0752,13.49,0.1739,85.2
2010-03-17,9080260.0,616250607.78,3.49,7.79,3.46,770.27,1.0,380399114.58,6127851.0,5605062.0,415879270.32,,,290004.0,8.68,,,,4.64,105646.0,59409.0,,,8.68,290004.0,,,,523.56,,,,12.03,12.03,44808800.0,3041041802.11,,3835.95,12.01,12.81,0.0776,13.84,0.1783,86.56
2010-03-18,9433732.0,633434949.53,3.62,8.1,3.59,810.4,1.0,399801872.04,6132145.0,5954240.0,411747435.54,,,38559.0,33.18,,,,6.44,368154.0,74791.0,,,33.18,38559.0,,40526.0,18976.0,531.17,0.76,,,12.11,12.11,44486624.0,2987087446.23,,3837.67,12.16,13.1,0.0752,13.16,0.1864,85.64
2010-03-19,9544201.0,641376289.5,3.67,8.37,3.63,815.13,1.0,409113383.92,6118784.0,6087940.0,411186120.05,,,90181.0,15.2,,,,9.72,177514.0,104343.0,,,15.2,90181.0,,801.0,43814.0,524.51,4.92,,,12.23,12.23,43926552.0,2951891827.56,,3758.44,12.25,13.13,0.0777,14.31,0.1907,85.71
2010-03-22,9870735.0,663861317.05,3.79,8.79,3.76,841.4,1.0,426231862.23,6166675.0,6337501.0,414742872.47,,,92095.0,22.23,,,,3.79,256476.0,44204.0,,,22.23,92095.0,,,39070.0,527.68,4.45,,,12.44,12.44,43398812.0,2918809236.88,,3710.51,12.45,12.84,0.0747,13.9,0.1991,85.78
2010-03-23,9897768.0,666998688.04,3.8,8.85,3.77,845.51,1.0,437666050.19,6036568.0,6494641.0,406797061.34,,10909.0,,18.51,0.94,,,11.99,210108.0,141016.0,,10909.0,18.51,,,,52968.0,517.94,4.32,,,12.11,12.11,43823656.0,2953223500.2,,3755.46,12.12,12.91,0.076,14.6,0.1985,85.95
2010-03-24,9700701.0,651056549.51,3.73,8.69,3.69,833.7,1.0,422509865.02,6012681.0,6295370.0,403537367.57,,,119803.0,23.66,,,,20.74,257025.0,246045.0,,,23.66,119803.0,,102355.0,456296.0,519.29,37.47,,,11.9,11.9,44518336.0,2987820594.21,,3838.19,11.92,13.21,0.0788,14.54,0.192,85.6
2010-03-25,9474506.0,644418333.37,3.81,8.6,3.61,810.79,1.0,418644613.9,6238890.0,6155087.0,424344561.7,,,51554.0,2.48,,,,10.82,40827.0,122653.0,,,2.48,51554.0,,297308.0,181110.0,536.73,15.58,,,12.38,12.38,44151536.0,3003012425.63,,3802.38,12.37,13.95,0.0823,14.95,0.188,86.75
2010-03-26,9483953.0,640599364.67,3.81,8.66,3.61,813.55,1.0,408914554.47,6241071.0,6053903.0,421556930.69,,,3491.0,12.32,,,,9.72,132940.0,124912.0,,,12.32,3491.0,,123602.0,234124.0,538.58,19.71,,,12.41,12.41,44047996.0,2975248638.69,,3798.55,12.42,14.21,0.0814,14.56,0.1886,86.15
2010-03-29,9749346.0,655850116.76,3.92,9.02,3.71,835.15,1.0,421891005.19,6182947.0,6271496.0,415934208.49,,,983.0,31.13,,,,7.2,348938.0,79362.0,,,31.13,983.0,,20255.0,53592.0,531.6,4.71,,,12.21,12.21,44436968.0,2989327761.18,,3821.05,12.21,13.23,0.0834,16.51,0.1926,85.8
2010-03-30,10266941.0,687690937.91,4.12,9.41,3.91,882.28,1.0,423308389.08,6763670.0,6319819.0,453038014.54,,,67079.0,5.37,,317492.0,,9.56,56416.0,105391.0,,,5.37,67079.0,27.28,619035.0,371183.0,581.7,30.32,,,13.5,13.5,43348224.0,2903511456.75,,3728.57,13.5,15.04,0.0878,16.52,0.2049,85.43
2010-03-31,10283398.0,700161599.7,4.13,9.47,3.91,878.67,1.0,429207709.39,6613336.0,6303850.0,450279558.68,,,42274.0,0.0,,,,18.95,15231.0,219384.0,,,0.0,42274.0,,26776.0,31200.0,565.37,2.7,,,13.3,13.3,43114136.0,2935494904.66,,3695.93,13.27,14.83,0.0883,16.84,0.2068,86.84
2010-04-01,10347671.0,712813046.2,4.16,9.42,3.94,890.5,1.0,444311434.77,6563575.0,6449922.0,452140572.47,,,14692.0,9.13,,,,15.02,116917.0,183247.0,,,9.13,14692.0,,118794.0,3000.0,568.12,0.24,,,13.12,13.12,43474172.0,2994776020.06,,3776.42,13.08,14.7,0.09,17.34,0.2068,87.86
2010-04-02,10345172.0,712640899.27,4.15,9.72,3.94,897.48,1.0,444311434.77,6565779.0,6449922.0,452292397.94,,,1328.0,,,,,0.0,,4157.0,,,,1328.0,,5033.0,,577.53,,,,13.09,13.09,43611316.0,3004223366.46,,3829.58,13.1,14.66,0.0896,17.26,0.2062,
2010-04-05,10230709.0,704755963.64,4.11,9.61,3.89,889.81,1.0,444311434.77,6451316.0,6449922.0,444407462.31,,8761.0,,,0.77,,,,,,,8761.0,,,,,,567.86,,10.06,,13.0,13.0,43164332.0,2973432280.56,114463.0,3790.62,13.03,14.67,0.09,17.35,0.2062,
2010-04-06,10264113.0,712287944.82,4.12,9.65,3.91,903.04,1.0,434871777.29,6519378.0,6266529.0,452418475.63,,114463.0,257114.0,8.87,10.13,,,35.15,23259.0,403225.0,,114463.0,8.87,257114.0,,90949.0,206652.0,575.86,16.37,,,12.94,12.94,43849624.0,3042986623.4,,3870.88,12.95,14.6,0.09,17.97,0.2038,88.51
2010-04-07,10926870.0,755196418.36,4.39,10.4,4.16,961.84,1.0,453235966.33,6977540.0,6557831.0,482243608.37,,,180934.0,27.98,,,,10.64,319849.0,122366.0,,,27.98,180934.0,,399594.0,28547.0,617.56,5.1,,,13.86,13.86,43349960.0,2996076143.3,,3833.94,13.87,14.4,0.0858,17.5,0.2171,88.15
2010-04-08,10247166.0,698176741.32,4.12,9.72,3.9,898.86,1.0,436148584.73,6412437.0,6401369.0,436902687.88,,,50991.0,0.84,,,,58.44,562.0,658308.0,,,0.84,50991.0,,42214.0,157024.0,563.63,13.87,,,12.57,12.57,44591052.0,3038150780.18,,3919.82,12.57,15.17,0.0881,18.03,0.2009,86.9
2010-04-09,11197503.0,771706025.61,4.5,10.79,4.26,967.46,1.0,438922010.74,7427065.0,6368786.0,511856153.38,,,87012.0,0.57,,,,26.7,47878.0,303105.0,,,0.57,87012.0,,1230721.0,80461.0,642.9,7.71,,,14.39,14.39,44185776.0,3045181553.91,,3846.79,14.32,13.95,0.0853,16.23,0.217,87.9
2010-04-12,12370236.0,854758806.69,4.97,12.0,4.71,1075.95,1.0,436655190.56,8848177.0,6319359.0,611391505.7,,207843.0,761975.0,1.25,18.32,,,0.19,5958.0,2314.0,,207843.0,1.25,761975.0,,463608.0,55385.0,774.38,6.57,0.88,,17.2,17.2,42600120.0,2943583916.76,10000.0,3734.06,17.18,14.06,0.0983,20.04,0.2404,88.13
2010-04-13,15766665.0,1069295591.55,6.33,15.37,6.0,1387.13,2.0,805680380.79,10971822.0,11879683.0,744109226.39,448.75,,217303.0,46.76,,,5091886.0,7.28,497204.0,82357.0,448.75,,46.76,217303.0,,1988699.0,28766.0,963.72,0.0,,,21.58,21.58,39859552.0,2703275755.2,,3487.51,21.65,11.03,0.1529,33.93,0.3102,86.5
2010-04-14,22444480.0,1524472839.22,9.01,21.94,8.54,1946.0,2.0,1257549901.45,11129291.0,18514632.0,755923142.32,,7700.0,44541.0,567.64,0.67,,,5.05,6658244.0,58244.0,,7700.0,567.64,44541.0,,163472.0,23295.0,959.52,3.38,,,21.83,21.83,39843624.0,2706256620.96,,3443.44,21.79,7.77,0.3089,53.89,0.4403,86.63
2010-04-15,22618912.0,1539158085.39,9.08,22.24,8.61,1970.59,2.0,1259853189.22,11337395.0,18514348.0,771480218.92,,,129546.0,13.11,,,,11.87,150000.0,140201.0,,,13.11,129546.0,,218759.0,150285.0,984.41,14.87,,,22.13,22.13,39889320.0,2714364395.54,,3461.75,22.14,7.4,0.3067,53.68,0.4415,86.79
2010-04-16,23342570.0,1562046737.28,9.38,22.98,8.88,2023.88,2.0,1274160295.72,11471056.0,19040516.0,767624370.32,,,99743.0,41.58,,,,13.62,570713.0,154589.0,,,41.58,99743.0,,188507.0,44545.0,994.88,4.04,,,61.11,22.37,7299704.0,488484293.56,,631.4,61.18,7.56,0.3093,53.96,0.4552,85.35
2010-04-19,22849248.0,1527063797.07,9.18,21.95,8.7,1972.1,2.0,1255820004.11,11550432.0,18790664.0,771939914.51,,,139608.0,9.67,,162502.0,,27.4,113200.0,305452.0,,,9.67,139608.0,13.87,245220.0,525553.0,985.92,47.46,,,57.98,22.02,8372276.0,559536995.65,,715.04,57.96,6.95,0.3046,53.55,0.4357,85.24
2010-04-20,23482902.0,1640665470.89,9.43,22.37,8.94,2013.12,2.0,1350462725.32,12634290.0,19329220.0,882712168.72,,,365640.0,40.23,,,,0.77,667530.0,11306.0,,,40.23,365640.0,,729524.0,128975.0,1086.81,11.95,,,58.91,24.24,8811322.0,615615214.78,,761.19,58.81,8.33,0.2861,51.61,0.4505,89.11
2010-04-21,26352722.0,1819887807.11,10.58,24.54,10.03,2336.79,3.0,1528819671.88,13023440.0,22137936.0,899383360.2,,,346581.0,312.48,,,,21.81,2960400.0,290932.0,,,312.48,346581.0,,333501.0,151682.0,1160.87,12.11,,,56.65,24.11,9967008.0,688309781.91,,887.09,56.68,8.47,0.3254,55.41,0.4879,88.08
2010-04-22,28290332.0,1910665845.35,11.36,25.85,10.77,2493.66,3.0,1616125674.87,13168348.0,23929214.0,889360816.38,,,205987.0,149.35,,,,21.45,1799677.0,237387.0,,,149.35,205987.0,,176308.0,8400.0,1163.02,0.72,,,56.85,24.97,9993128.0,674913548.48,,879.52,56.94,11.17,0.2996,52.55,0.5364,86.14
2010-04-23,30345304.0,2069439454.14,12.19,26.61,11.55,2632.16,3.0,1719892706.79,14357249.0,25219712.0,979112205.75,,25000.0,539864.0,95.58,2.14,,,33.56,1405167.0,357556.0,,25000.0,95.58,539864.0,,1006593.0,114668.0,1235.44,10.99,2.22,,58.02,27.64,10389443.0,708522256.05,25000.0,896.43,57.95,10.51,0.262,48.83,0.5843,86.98
2010-04-26,32562444.0,2278339208.64,13.08,28.54,12.39,2844.05,3.0,1869490438.32,15713257.0,26719102.0,1099430052.56,,,624137.0,130.16,,159600.0,,31.64,1390822.0,370159.0,,,130.16,624137.0,15.31,1102695.0,51033.0,1369.1,3.91,0.06,,61.83,30.37,9699967.0,678690307.72,665.0,848.64,61.73,9.73,0.2335,45.67,0.6294,89.24
2010-04-27,46206772.0,3096791541.33,18.56,40.53,17.59,4130.73,4.0,2335749002.9,23276654.0,34851368.0,1560008243.33,,24160.0,2137113.0,716.58,2.16,910000.0,,9.2,7417885.0,97838.0,,24160.0,716.58,2137113.0,78.5,5499962.0,195617.0,2078.02,16.39,,,70.64,44.46,9676728.0,648537175.85,,858.88,70.76,11.37,0.1423,32.62,0.8826,85.48
2010-04-28,53039440.0,3463646973.94,21.3,46.32,20.19,4611.96,5.0,2621120057.42,26985142.0,40137676.0,1762217048.85,,,1409867.0,423.16,,,,28.89,5286307.0,244130.0,,,423.16,1409867.0,,2542751.0,,2306.77,,,,74.34,52.79,9315342.0,608321960.59,,793.04,74.42,11.17,0.1215,28.99,1.0376,83.29
2010-04-29,55957732.0,3781892662.43,22.47,47.3,21.3,4825.34,5.0,2758827877.57,30307060.0,40820236.0,2048296879.4,,,1456190.0,108.23,,,,69.07,1255091.0,792977.0,,,108.23,1456190.0,,2658706.0,572533.0,2538.16,53.68,,,78.43,58.83,8337096.0,563461045.71,,702.49,78.32,9.76,0.1142,27.95,1.0862,86.2
2010-04-30,57887864.0,3900085836.07,23.25,47.6,22.03,4995.79,5.0,2759116709.27,33102970.0,40952784.0,2230250271.96,,,2354991.0,80.11,,463237.0,,55.11,845347.0,722941.0,,,80.11,2354991.0,41.65,1163859.0,1176037.0,2845.17,100.32,,,83.09,64.03,6738386.0,453986068.59,,579.67,83.07,7.76,0.1015,25.86,1.1196,85.93
2010-05-03,62683288.0,4216779438.69,25.18,50.71,23.86,5432.09,5.0,2992671408.45,32439698.0,44486672.0,2182257119.69,,,807943.0,385.29,,,,179.14,4353192.0,2089938.0,,,385.29,807943.0,,618723.0,819302.0,2798.89,64.18,,,78.53,63.13,8870954.0,596759640.76,,763.13,78.58,9.11,0.0938,23.87,1.2199,85.8
2010-05-04,64672708.0,4175027371.98,25.97,52.76,24.61,5597.26,5.0,2947967775.59,33728428.0,45665104.0,2177380760.27,,160803.0,902078.0,138.27,14.0,,,7.67,1468388.0,89233.0,,160803.0,138.27,902078.0,,344750.0,289956.0,2896.55,26.07,2.57,,80.53,65.12,8155096.0,526462399.27,29669.0,694.93,80.65,8.84,0.0913,23.18,1.2487,80.37
2010-05-05,64703800.0,4137535410.11,25.99,51.49,24.63,5344.63,5.0,2968509738.51,33501452.0,46422288.0,2142276712.34,,,195178.0,83.8,,115661.0,,53.49,1013232.0,578074.0,,,83.8,195178.0,9.3,155922.0,371707.0,2716.98,41.19,,,81.51,64.41,7598512.0,485892829.54,,613.67,81.58,9.63,0.0902,22.7,1.244,79.61
2010-05-06,64477128.0,4131845073.52,25.9,49.89,24.54,5264.6,5.0,2942668368.7,33719840.0,45920116.0,2160846165.23,,80201.0,33901.0,0.09,6.47,,,23.18,13718.0,261628.0,,80201.0,0.09,33901.0,,399835.0,515893.0,2708.07,58.44,2.71,,80.83,64.45,7997744.0,512514129.75,33920.0,639.93,80.89,9.78,0.0888,22.29,1.2324,79.78
2010-05-07,63470552.0,3855256347.74,25.49,47.14,24.16,5115.6,5.0,2749409340.74,32859136.0,45264572.0,1995892404.48,,1805.0,134025.0,112.78,0.14,,,97.42,1394621.0,1117329.0,,1805.0,112.78,134025.0,,287073.0,2050163.0,2584.73,187.23,13.45,,76.43,61.25,10134664.0,615588276.56,166280.0,799.01,76.39,10.09,0.1004,25.03,1.1832,75.62
2010-05-10,62273016.0,4137659402.38,25.01,42.64,23.7,4884.34,5.0,2945672279.24,31046490.0,44333252.0,2062848558.02,,284984.0,181702.0,44.76,21.42,,,176.0,493703.0,2227762.0,,284984.0,44.76,181702.0,,107134.0,1425025.0,2396.82,182.74,12.66,,74.45,58.52,10652722.0,707807942.76,158704.0,820.43,74.5,10.48,0.0989,24.36,1.1738,82.72
2010-05-11,51795752.0,3430276398.87,20.8,33.65,19.71,4329.85,4.0,2479992304.17,26909068.0,37446856.0,1782106395.06,,,482609.0,45.81,,,,347.46,545537.0,4913466.0,,,45.81,482609.0,,293434.0,7431934.0,2243.55,441.2,,,68.18,50.1,12560564.0,831848261.33,,1040.39,68.32,9.74,0.1039,26.15,0.9643,82.45
2010-05-12,47963448.0,3235804613.85,19.26,30.43,18.25,4020.23,4.0,2432358385.4,24676518.0,36054184.0,1664775868.45,,,216902.0,80.92,,,,311.77,734013.0,3887222.0,,,80.92,216902.0,,106278.0,2126684.0,2044.99,181.77,,,66.29,46.21,12548718.0,846586333.87,,1042.08,66.24,10.18,0.1146,28.0,0.8981,83.99
