,ALADO FP Equity_DX_SI_QTY,ALADO FP Equity_DX_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALADO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALADO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALADO FP Equity_DX_SI_MV,ALADO FP Equity_DX_DSS,ALADO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SUPPLY_SI_QTY,ALADO FP Equity_DX_BROKER_SI_QTY,ALADO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALADO FP Equity_DX_BROKER_SI_MV_NEW_x,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALADO FP Equity_DX_BROKER_SI_MV_INC_x,ALADO FP Equity_DX_BROKER_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_NEW,ALADO FP Equity_DX_SUPPLY_SI_MV_DEC,ALADO FP Equity_DX_BROKER_SI_QTY_INC,ALADO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALADO FP Equity_DX_BROKER_SI_MV_NEW_y,ALADO FP Equity_DX_BROKER_SI_MV_INC_y,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALADO FP Equity_DX_BROKER_SI_MV_ADD,ALADO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_DEC,ALADO FP Equity_DX_SUPPLY_SI_MV,ALADO FP Equity_DX_BROKER_SI_MV_DEC,ALADO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALADO FP Equity_DX_UTILIZATION_QUANTITY,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALADO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALADO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALADO FP Equity_DX_BROKER_SI_CON_RATIO,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALADO FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-02-07,11713.0,8421.65,0.04,0.13,0.04,0.01,0.0,8421.65,0.0,11713.0,0.0,,,,,,,,,,,,,,19936.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-10,11713.0,8398.22,0.04,0.13,0.04,0.01,0.0,8398.22,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-11,11713.0,8433.36,0.04,0.14,0.04,0.01,0.0,8433.36,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-12,11713.0,8972.16,0.04,0.14,0.04,0.01,0.0,8972.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-13,11713.0,8784.75,0.04,0.14,0.04,0.01,0.0,8784.75,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-14,11713.0,8585.63,0.04,0.14,0.04,0.01,0.0,8585.63,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-17,11713.0,8597.34,0.04,0.15,0.04,0.01,0.0,8597.34,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-18,11713.0,8538.78,0.04,0.15,0.04,0.01,0.0,8538.78,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-19,11713.0,8409.93,0.04,0.14,0.04,0.01,0.0,8409.93,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-20,11713.0,8386.51,0.04,0.14,0.04,0.01,0.0,8386.51,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-21,11713.0,8199.1,0.04,0.16,0.04,0.01,0.0,8199.1,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-24,11713.0,7824.28,0.04,0.16,0.04,0.01,0.0,7824.28,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-25,11713.0,7613.45,0.04,0.16,0.04,0.01,0.0,7613.45,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-26,11713.0,7789.15,0.04,0.16,0.04,0.01,0.0,7789.15,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-27,11713.0,7449.47,0.04,0.16,0.04,0.01,0.0,7449.47,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-28,11713.0,6688.12,0.04,0.16,0.04,0.01,0.0,6688.12,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-02,11713.0,6957.52,0.04,0.16,0.04,0.01,0.0,6957.52,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-03,11713.0,7414.33,0.04,0.16,0.04,0.01,0.0,7414.33,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-04,11713.0,7344.05,0.04,0.15,0.04,0.01,0.0,7344.05,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-05,11713.0,7051.23,0.04,0.15,0.04,0.01,0.0,7051.23,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-06,11713.0,6852.11,0.04,0.16,0.04,0.01,0.0,6852.11,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-09,11713.0,6371.87,0.04,0.16,0.04,0.01,0.0,6371.87,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-10,11713.0,6758.4,0.04,0.16,0.04,0.01,0.0,6758.4,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-11,11713.0,6898.96,0.04,0.16,0.04,0.01,0.0,6898.96,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-12,11713.0,6207.89,0.04,0.16,0.04,0.01,0.0,6207.89,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-13,11713.0,6196.18,0.04,0.16,0.04,0.01,0.0,6196.18,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-16,11713.0,4714.48,0.04,0.18,0.04,0.01,0.0,4714.48,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-17,11713.0,5136.15,0.04,0.17,0.04,0.0,0.0,5136.15,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-18,11713.0,4790.62,0.04,0.16,0.04,0.01,0.0,4790.62,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-19,11713.0,5095.16,0.04,0.16,0.04,0.0,0.0,5095.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-20,11713.0,4966.31,0.04,0.16,0.04,0.01,0.0,4966.31,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-23,11713.0,4685.2,0.04,0.15,0.04,0.01,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-24,11713.0,4650.06,0.04,0.15,0.04,0.0,0.0,4650.06,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-25,11713.0,4685.2,0.04,0.14,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-26,11713.0,4708.63,0.04,0.13,0.04,0.0,0.0,4708.63,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-27,11713.0,4685.2,0.04,0.13,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-30,11713.0,4450.94,0.04,0.12,0.04,0.0,0.0,4450.94,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-31,11713.0,4439.23,0.04,0.11,0.04,0.0,0.0,4439.23,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-01,11713.0,4345.52,0.04,0.11,0.04,0.0,0.0,4345.52,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-02,11713.0,4193.25,0.04,0.12,0.04,0.0,0.0,4193.25,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-03,11713.0,4310.38,0.04,0.11,0.04,0.0,0.0,4310.38,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-06,11713.0,4357.24,0.04,0.11,0.04,0.0,0.0,4357.24,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-07,11713.0,4685.2,0.04,0.11,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-08,11713.0,4685.2,0.04,0.08,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-09,11713.0,5095.16,0.04,0.07,0.04,0.0,0.0,5095.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-10,11713.0,5095.16,0.04,0.07,0.04,0.0,0.0,5095.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-13,11713.0,5095.16,0.04,0.07,0.04,0.0,0.0,5095.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-14,11713.0,5270.85,0.04,0.07,0.04,0.01,0.0,5270.85,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-15,11713.0,4743.77,0.04,0.07,0.04,0.01,0.0,4743.77,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-16,11713.0,4450.94,0.04,0.06,0.04,0.0,0.0,4450.94,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-17,11713.0,4685.2,0.04,0.06,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-20,11713.0,4755.48,0.04,0.05,0.04,0.0,0.0,4755.48,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-21,11713.0,4685.2,0.04,0.05,0.04,0.0,0.0,4685.2,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-22,11713.0,5013.16,0.04,0.05,0.04,0.0,0.0,5013.16,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-23,11713.0,4907.75,0.04,0.05,0.04,0.01,0.0,4907.75,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-24,11713.0,4661.77,0.04,0.05,0.04,0.0,0.0,4661.77,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-27,11713.0,4825.76,0.04,0.05,0.04,0.0,0.0,4825.76,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-28,11713.0,4743.77,0.04,0.05,0.04,0.0,0.0,4743.77,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-29,11713.0,4591.5,0.04,0.05,0.04,0.0,0.0,4591.5,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-04-30,11713.0,4778.9,0.04,0.04,0.04,0.0,0.0,4778.9,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-01,11713.0,4778.9,0.04,0.04,0.04,0.0,0.0,4778.9,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-04,11713.0,4790.62,0.04,0.04,0.04,0.0,0.0,4790.62,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-05,11713.0,4884.32,0.04,0.04,0.04,0.0,0.0,4884.32,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-06,11713.0,5083.44,0.04,0.04,0.04,0.0,0.0,5083.44,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-07,11713.0,5364.55,0.04,0.04,0.04,0.01,0.0,5364.55,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-08,11713.0,5903.35,0.04,0.04,0.04,0.01,0.0,5903.35,0.0,11713.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-12,5000.0,2335.0,0.02,0.01,0.02,0.0,0.0,2335.0,0.0,5000.0,0.0,,,,5000.0,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-13,5000.0,2390.0,0.02,0.01,0.02,0.0,0.0,2390.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-14,5000.0,2190.0,0.02,0.01,0.02,0.0,0.0,2190.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-15,5000.0,2275.0,0.02,0.01,0.02,0.0,0.0,2275.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-18,5000.0,2285.0,0.02,0.01,0.02,0.0,0.0,2285.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-19,5000.0,2245.0,0.02,0.01,0.02,0.0,0.0,2245.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-20,5000.0,2230.0,0.02,0.01,0.02,0.0,0.0,2230.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-21,5000.0,2200.0,0.02,0.01,0.02,0.0,0.0,2200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-22,5000.0,2270.0,0.02,0.01,0.02,0.0,0.0,2270.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-25,5000.0,2130.0,0.02,0.01,0.02,0.0,0.0,2130.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-26,5000.0,2195.0,0.02,0.01,0.02,0.0,0.0,2195.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-27,5000.0,2200.0,0.02,0.01,0.02,0.0,0.0,2200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-28,5000.0,2195.0,0.02,0.01,0.02,0.0,0.0,2195.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-05-29,5000.0,2175.0,0.02,0.01,0.02,0.0,0.0,2175.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-01,5000.0,2250.0,0.02,0.01,0.02,0.0,0.0,2250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-02,5000.0,2300.0,0.02,0.02,0.02,0.0,0.0,2300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-03,5000.0,2290.0,0.02,0.02,0.02,0.0,0.0,2290.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-04,5000.0,2230.0,0.02,0.02,0.02,0.0,0.0,2230.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-05,5000.0,2265.0,0.02,0.02,0.02,0.0,0.0,2265.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-08,5000.0,2245.0,0.02,0.02,0.02,0.0,0.0,2245.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-06-09,110400.0,48355.2,0.41,0.35,0.37,0.05,0.0,25272.6,52700.0,57700.0,23082.6,,,,52700.0,,,,,,,,0.02,52700.0,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.51,0.9139,95.49,1.0474
2020-06-10,110400.0,48576.0,0.41,0.35,0.37,0.05,0.0,25388.0,52700.0,57700.0,23188.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-11,110400.0,47803.2,0.41,0.35,0.37,0.05,0.0,24984.1,52700.0,57700.0,22819.1,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-12,110400.0,46257.6,0.41,0.38,0.37,0.05,0.0,24176.3,52700.0,57700.0,22081.3,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-15,110400.0,46257.6,0.41,0.41,0.37,0.05,0.0,24176.3,52700.0,57700.0,22081.3,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-16,110400.0,46368.0,0.41,0.41,0.37,0.05,0.0,24234.0,52700.0,57700.0,22134.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-17,110400.0,46920.0,0.41,0.41,0.37,0.05,0.0,24522.5,52700.0,57700.0,22397.5,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-18,110400.0,46147.2,0.41,0.42,0.37,0.05,0.0,24118.6,52700.0,57700.0,22028.6,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-19,110400.0,46257.6,0.41,0.44,0.37,0.05,0.0,24176.3,52700.0,57700.0,22081.3,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-22,110400.0,44712.0,0.41,0.61,0.37,0.05,0.0,23368.5,52700.0,57700.0,21343.5,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-23,110400.0,51888.0,0.41,0.9,0.37,0.04,0.0,27119.0,52700.0,57700.0,24769.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-24,110400.0,50121.6,0.41,0.7,0.37,0.05,0.0,26195.8,52700.0,57700.0,23925.8,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-25,110400.0,52992.0,0.41,0.71,0.37,0.05,0.0,27696.0,52700.0,57700.0,25296.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-26,110400.0,50673.6,0.41,0.7,0.37,0.05,0.0,26484.3,52700.0,57700.0,24189.3,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-29,110400.0,49900.8,0.41,0.71,0.37,0.05,0.0,26080.4,52700.0,57700.0,23820.4,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-06-30,110400.0,51004.8,0.41,0.72,0.37,0.05,0.0,26657.4,52700.0,57700.0,24347.4,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-01,110400.0,49128.0,0.41,0.72,0.37,0.05,0.0,25676.5,52700.0,57700.0,23451.5,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-02,110400.0,49348.8,0.41,0.74,0.37,0.05,0.0,25791.9,52700.0,57700.0,23556.9,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.7,0.9105,95.3,1.0474
2020-07-03,110400.0,48465.6,0.41,0.75,0.37,0.05,0.0,25330.3,52700.0,57700.0,23135.3,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.68,0.9108,95.32,1.0474
2020-07-06,110400.0,48465.6,0.41,0.77,0.37,0.05,0.0,25330.3,52700.0,57700.0,23135.3,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-07,110400.0,47692.8,0.41,0.79,0.37,0.05,0.0,24926.4,52700.0,57700.0,22766.4,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-08,110400.0,47692.8,0.41,0.83,0.37,0.05,0.0,24926.4,52700.0,57700.0,22766.4,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-09,110400.0,47472.0,0.41,0.84,0.37,0.05,0.0,24811.0,52700.0,57700.0,22661.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-10,110400.0,48355.2,0.41,0.84,0.37,0.05,0.0,25272.6,52700.0,57700.0,23082.6,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-13,110400.0,48686.4,0.41,0.85,0.37,0.05,0.0,25445.7,52700.0,57700.0,23240.7,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-14,110400.0,50232.0,0.41,0.82,0.37,0.05,0.0,26253.5,52700.0,57700.0,23978.5,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-15,110400.0,52992.0,0.41,0.82,0.37,0.05,0.0,27696.0,52700.0,57700.0,25296.0,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
2020-07-16,110400.0,49790.4,0.41,0.8,0.37,0.05,0.0,26022.7,52700.0,57700.0,23767.7,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,1.0474
