,MLFTI FP Equity_DX_SI_QTY,MLFTI FP Equity_DX_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLFTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLFTI FP Equity_DX_SI_MV,MLFTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SUPPLY_SI_QTY,MLFTI FP Equity_DX_BROKER_SI_QTY,MLFTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLFTI FP Equity_DX_SUPPLY_SI_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLFTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MLFTI FP Equity_DX_BROKER_SI_CON_RATIO,MLFTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MLFTI FP Equity_PX_LAST
2013-03-26,,,,,,,,,,,,,,,,,,,,0.96
2013-03-28,,,,,,,,,,,,,,,,,,,,0.91
2013-04-03,,,,,,,,,,,,,,,,,,,,0.91
2013-04-05,,,,,,,,,,,,,,,,,,,,1.0
2013-04-09,,,,,,,,,,,,,,,,,,,,1.0
2013-04-12,,,,,,,,,,,,,,,,,,,,1.0
2013-04-16,,,,,,,,,,,,,,,,,,,,1.0
2013-04-19,,,,,,,,,,,,,,,,,,,,1.0
2013-04-23,,,,,,,,,,,,,,,,,,,,1.0
2013-04-26,,,,,,,,,,,,,,,,,,,,1.0
2013-04-30,,,,,,,,,,,,,,,,,,,,1.0
2013-05-03,,,,,,,,,,,,,,,,,,,,1.0
2013-05-10,,,,,,,,,,,,,,,,,,,,1.0
2013-05-14,,,,,,,,,,,,,,,,,,,,1.01
2013-05-17,,,,,,,,,,,,,,,,,,,,1.01
2013-05-24,,,,,,,,,,,,,,,,,,,,1.01
2013-05-31,,,,,,,,,,,,,,,,,,,,1.01
2013-06-04,,,,,,,,,,,,,,,,,,,,1.01
2013-06-07,,,,,,,,,,,,,,,,,,,,1.01
2013-06-11,,,,,,,,,,,,,,,,,,,,1.01
2013-06-18,,,,,,,,,,,,,,,,,,,,1.01
2013-06-21,,,,,,,,,,,,,,,,,,,,1.01
2013-06-25,,,,,,,,,,,,,,,,,,,,1.01
2013-06-28,,,,,,,,,,,,,,,,,,,,1.01
2013-07-05,,,,,,,,,,,,,,,,,,,,1.01
2013-07-09,,,,,,,,,,,,,,,,,,,,1.01
2013-07-16,,,,,,,,,,,,,,,,,,,,1.02
2013-07-22,,,,,,,,,,,,,,,,,,,,1.28
2013-07-26,,,,,,,,,,,,,,,,,,,,1.28
2013-08-09,,,,,,,,,,,,,,,,,,,,1.27
2013-08-13,,,,,,,,,,,,,,,,,,,,1.27
2013-08-16,,,,,,,,,,,,,,,,,,,,1.27
2013-08-28,,,,,,,,,,,,,,,,,,,,1.27
2013-08-30,,,,,,,,,,,,,,,,,,,,1.27
2013-09-03,,,,,,,,,,,,,,,,,,,,1.27
2013-09-06,,,,,,,,,,,,,,,,,,,,1.28
2013-09-10,,,,,,,,,,,,,,,,,,,,1.28
2013-09-13,,,,,,,,,,,,,,,,,,,,1.28
2013-09-17,,,,,,,,,,,,,,,,,,,,1.28
2013-09-20,,,,,,,,,,,,,,,,,,,,1.28
2013-09-24,,,,,,,,,,,,,,,,,,,,1.28
2013-09-27,,,,,,,,,,,,,,,,,,,,1.28
2013-10-01,,,,,,,,,,,,,,,,,,,,1.28
2013-10-04,,,,,,,,,,,,,,,,,,,,1.28
2013-10-08,,,,,,,,,,,,,,,,,,,,1.28
2013-10-11,,,,,,,,,,,,,,,,,,,,1.28
2013-10-15,,,,,,,,,,,,,,,,,,,,1.28
2013-10-18,,,,,,,,,,,,,,,,,,,,1.28
2013-10-22,,,,,,,,,,,,,,,,,,,,1.28
2013-10-25,,,,,,,,,,,,,,,,,,,,1.28
2013-11-08,,,,,,,,,,,,,,,,,,,,1.28
2014-03-17,,,,,,,,,,,,,,,,,,,,1.28
2014-04-14,,,,,,,,,,,,,,,,,,,,0.86
2014-04-25,,,,,,,,,,,,,,,,,,,,0.58
2014-10-13,,,,,,,,,,,,,,,,,,,,0.58
2014-10-22,,,,,,,,,,,,,,,,,,,,1.0
2014-10-28,,,,,,,,,,,,,,,,,,,,1.0
2014-11-12,,,,,,,,,,,,,,,,,,,,1.15
2014-11-13,,,,,,,,,,,,,,,,,,,,1.14
2014-11-17,,,,,,,,,,,,,,,,,,,,1.14
2014-11-20,,,,,,,,,,,,,,,,,,,,1.14
2014-11-21,,,,,,,,,,,,,,,,,,,,1.14
2014-11-24,,,,,,,,,,,,,,,,,,,,1.14
2014-11-25,,,,,,,,,,,,,,,,,,,,1.14
2014-12-05,,,,,,,,,,,,,,,,,,,,1.14
2015-01-02,,,,,,,,,,,,,,,,,,,,1.09
2015-01-12,,,,,,,,,,,,,,,,,,,,0.99
2015-01-16,,,,,,,,,,,,,,,,,,,,0.66
2015-01-23,,,,,,,,,,,,,,,,,,,,0.46
2015-01-27,,,,,,,,,,,,,,,,,,,,0.46
2015-02-03,,,,,,,,,,,,,,,,,,,,0.4
2015-02-10,,,,,,,,,,,,,,,,,,,,0.45
2015-02-16,,,,,,,,,,,,,,,,,,,,0.53
2015-02-17,,,,,,,,,,,,,,,,,,,,0.58
2015-03-02,,,,,,,,,,,,,,,,,,,,0.46
2015-03-05,,,,,,,,,,,,,,,,,,,,0.5
2015-03-17,,,,,,,,,,,,,,,,,,,,0.55
2015-04-13,,,,,,,,,,,,,,,,,,,,0.63
2015-05-05,,,,,,,,,,,,,,,,,,,,0.63
2015-05-08,,,,,,,,,,,,,,,,,,,,0.63
2015-05-19,,,,,,,,,,,,,,,,,,,,0.47
2015-05-21,,,,,,,,,,,,,,,,,,,,0.56
2015-05-28,,,,,,,,,,,,,,,,,,,,0.35
2015-07-01,,,,,,,,,,,,,,,,,,,,0.48
2015-07-07,,,,,,,,,,,,,,,,,,,,0.5
2015-08-13,,,,,,,,,,,,,,,,,,,,0.55
2015-08-17,,,,,,,,,,,,,,,,,,,,0.6
2015-09-14,,,,,,,,,,,,,,,,,,,,0.54
2015-09-24,,,,,,,,,,,,,,,,,,,,0.35
2015-09-30,,,,,,,,,,,,,,,,,,,,0.41
2015-10-01,,,,,,,,,,,,,,,,,,,,0.38
2015-10-12,,,,,,,,,,,,,,,,,,,,0.38
2015-10-26,,,,,,,,,,,,,,,,,,,,0.38
2015-11-03,,,,,,,,,,,,,,,,,,,,0.38
2015-12-02,,,,,,,,,,,,,,,,,,,,0.35
2015-12-21,,,,,,,,,,,,,,,,,,,,0.2
2015-12-24,,,,,,,,,,,,,,,,,,,,0.2
2016-01-08,,,,,,,,,,,,,,,,,,,,0.15
2016-01-21,,,,,,,,,,,,,,,,,,,,0.28
2016-01-25,,,,,,,,,,,,,,,,,,,,0.32
2016-02-17,,,,,,,,,,,,,,,,,,,,0.23
2016-03-23,,,,,,,,,,,,,,,,,,,,0.14
2016-03-24,,,,,,,,,,,,,,,,,,,,0.14
2016-03-31,,,,,,,,,,,,,,,,,,,,0.11
2016-04-06,,,,,,,,,,,,,,,,,,,,0.11
2016-04-07,,,,,,,,,,,,,,,,,,,,0.11
2016-04-21,,,,,,,,,,,,,,,,,,,,0.16
2016-04-28,,,,,,,,,,,,,,,,,,,,0.17
2016-05-06,,,,,,,,,,,,,,,,,,,,0.2
2016-05-11,,,,,,,,,,,,,,,,,,,,0.17
2016-05-27,,,,,,,,,,,,,,,,,,,,0.39
2016-06-29,,,,,,,,,,,,,,,,,,,,0.12
2016-07-04,,,,,,,,,,,,,,,,,,,,0.14
2016-07-15,,,,,,,,,,,,,,,,,,,,0.15
2016-08-09,,,,,,,,,,,,,,,,,,,,0.12
2016-08-10,,,,,,,,,,,,,,,,,,,,0.11
2016-08-18,,,,,,,,,,,,,,,,,,,,0.11
2016-08-26,,,,,,,,,,,,,,,,,,,,0.11
2016-09-05,,,,,,,,,,,,,,,,,,,,0.11
2016-09-15,,,,,,,,,,,,,,,,,,,,0.11
2016-09-16,,,,,,,,,,,,,,,,,,,,0.11
2016-09-21,,,,,,,,,,,,,,,,,,,,0.11
2016-09-29,,,,,,,,,,,,,,,,,,,,0.11
2016-10-03,,,,,,,,,,,,,,,,,,,,0.11
2016-10-04,,,,,,,,,,,,,,,,,,,,0.11
2016-10-05,,,,,,,,,,,,,,,,,,,,0.11
2016-10-06,,,,,,,,,,,,,,,,,,,,0.11
2016-10-12,,,,,,,,,,,,,,,,,,,,0.1
2016-10-24,,,,,,,,,,,,,,,,,,,,0.1
2016-10-26,,,,,,,,,,,,,,,,,,,,0.1
2016-11-04,,,,,,,,,,,,,,,,,,,,0.15
2016-11-08,,,,,,,,,,,,,,,,,,,,0.16
2016-11-16,,,,,,,,,,,,,,,,,,,,0.12
2016-11-18,,,,,,,,,,,,,,,,,,,,0.12
2016-11-24,,,,,,,,,,,,,,,,,,,,0.16
2016-11-29,,,,,,,,,,,,,,,,,,,,0.15
2016-11-30,,,,,,,,,,,,,,,,,,,,0.16
2016-12-01,,,,,,,,,,,,,,,,,,,,0.17
2016-12-02,,,,,,,,,,,,,,,,,,,,0.18
2016-12-14,,,,,,,,,,,,,,,,,,,,0.12
2016-12-22,,,,,,,,,,,,,,,,,,,,0.12
2016-12-23,,,,,,,,,,,,,,,,,,,,0.12
2016-12-28,,,,,,,,,,,,,,,,,,,,0.12
2016-12-30,,,,,,,,,,,,,,,,,,,,0.12
2017-01-12,,,,,,,,,,,,,,,,,,,,0.11
2017-01-16,,,,,,,,,,,,,,,,,,,,0.11
2017-01-20,,,,,,,,,,,,,,,,,,,,0.11
2017-01-23,,,,,,,,,,,,,,,,,,,,0.11
2017-01-27,,,,,,,,,,,,,,,,,,,,0.15
2017-02-07,,,,,,,,,,,,,,,,,,,,0.1
2017-02-09,,,,,,,,,,,,,,,,,,,,0.12
2017-02-10,,,,,,,,,,,,,,,,,,,,0.11
2017-02-13,,,,,,,,,,,,,,,,,,,,0.12
2017-02-16,,,,,,,,,,,,,,,,,,,,0.15
2017-02-20,,,,,,,,,,,,,,,,,,,,0.15
2017-02-23,,,,,,,,,,,,,,,,,,,,0.13
2017-02-27,,,,,,,,,,,,,,,,,,,,0.15
2017-02-28,,,,,,,,,,,,,,,,,,,,0.16
2017-03-01,,,,,,,,,,,,,,,,,,,,0.17
2017-03-02,,,,,,,,,,,,,,,,,,,,0.18
2017-03-14,,,,,,,,,,,,,,,,,,,,0.14
2017-03-15,,,,,,,,,,,,,,,,,,,,0.14
2017-03-22,,,,,,,,,,,,,,,,,,,,0.14
2017-03-23,,,,,,,,,,,,,,,,,,,,0.14
2017-03-28,,,,,,,,,,,,,,,,,,,,0.11
2017-04-04,,,,,,,,,,,,,,,,,,,,0.11
2017-04-05,,,,,,,,,,,,,,,,,,,,0.11
2017-04-12,,,,,,,,,,,,,,,,,,,,0.1
2017-04-13,,,,,,,,,,,,,,,,,,,,0.09
2017-04-18,,,,,,,,,,,,,,,,,,,,0.1
2017-04-19,,,,,,,,,,,,,,,,,,,,0.09
2017-04-20,,,,,,,,,,,,,,,,,,,,0.09
2017-04-25,,,,,,,,,,,,,,,,,,,,0.1
2017-04-26,,,,,,,,,,,,,,,,,,,,0.1
2017-04-28,,,,,,,,,,,,,,,,,,,,0.1
2017-05-04,,,,,,,,,,,,,,,,,,,,0.09
2017-05-05,,,,,,,,,,,,,,,,,,,,0.09
2017-05-08,,,,,,,,,,,,,,,,,,,,0.1
2017-05-15,,,,,,,,,,,,,,,,,,,,0.08
2017-05-16,,,,,,,,,,,,,,,,,,,,0.07
2017-05-17,,,,,,,,,,,,,,,,,,,,0.08
2017-05-19,,,,,,,,,,,,,,,,,,,,0.07
2017-05-22,,,,,,,,,,,,,,,,,,,,0.08
2017-05-23,,,,,,,,,,,,,,,,,,,,0.08
2017-05-24,,,,,,,,,,,,,,,,,,,,0.09
2017-05-30,,,,,,,,,,,,,,,,,,,,0.08
2017-05-31,,,,,,,,,,,,,,,,,,,,0.08
2017-06-02,,,,,,,,,,,,,,,,,,,,0.07
2017-06-07,,,,,,,,,,,,,,,,,,,,0.09
2017-06-08,,,,,,,,,,,,,,,,,,,,0.08
2017-06-09,,,,,,,,,,,,,,,,,,,,0.08
2017-06-13,,,,,,,,,,,,,,,,,,,,0.08
2017-06-21,,,,,,,,,,,,,,,,,,,,0.09
2017-06-22,,,,,,,,,,,,,,,,,,,,0.08
2017-06-23,,,,,,,,,,,,,,,,,,,,0.09
2017-06-29,,,,,,,,,,,,,,,,,,,,0.1
2017-07-11,,,,,,,,,,,,,,,,,,,,0.1
2017-07-12,,,,,,,,,,,,,,,,,,,,0.09
2017-07-20,,,,,,,,,,,,,,,,,,,,0.08
2017-07-26,,,,,,,,,,,,,,,,,,,,0.08
2017-07-31,,,,,,,,,,,,,,,,,,,,0.08
2017-08-01,,,,,,,,,,,,,,,,,,,,0.08
2017-08-04,,,,,,,,,,,,,,,,,,,,0.1
2017-08-07,,,,,,,,,,,,,,,,,,,,0.1
2017-08-08,,,,,,,,,,,,,,,,,,,,0.1
2017-08-09,,,,,,,,,,,,,,,,,,,,0.1
2017-08-10,,,,,,,,,,,,,,,,,,,,0.1
2017-08-11,,,,,,,,,,,,,,,,,,,,0.1
2017-08-15,,,,,,,,,,,,,,,,,,,,0.08
2017-08-16,,,,,,,,,,,,,,,,,,,,0.08
2017-08-17,,,,,,,,,,,,,,,,,,,,0.1
2017-08-18,,,,,,,,,,,,,,,,,,,,0.1
2017-08-21,,,,,,,,,,,,,,,,,,,,0.08
2017-08-22,,,,,,,,,,,,,,,,,,,,0.1
2017-08-23,,,,,,,,,,,,,,,,,,,,0.1
2017-09-01,,,,,,,,,,,,,,,,,,,,0.09
2017-09-04,,,,,,,,,,,,,,,,,,,,0.09
2017-09-06,,,,,,,,,,,,,,,,,,,,0.09
2017-09-08,,,,,,,,,,,,,,,,,,,,0.1
2017-09-11,,,,,,,,,,,,,,,,,,,,0.1
2017-09-12,,,,,,,,,,,,,,,,,,,,0.1
2017-09-13,,,,,,,,,,,,,,,,,,,,0.09
2017-09-15,,,,,,,,,,,,,,,,,,,,0.08
2017-09-18,,,,,,,,,,,,,,,,,,,,0.08
2017-09-22,,,,,,,,,,,,,,,,,,,,0.09
2017-09-25,,,,,,,,,,,,,,,,,,,,0.08
2017-09-26,,,,,,,,,,,,,,,,,,,,0.08
2017-09-28,,,,,,,,,,,,,,,,,,,,0.08
2017-10-03,,,,,,,,,,,,,,,,,,,,0.08
2017-10-06,,,,,,,,,,,,,,,,,,,,0.08
2017-10-09,,,,,,,,,,,,,,,,,,,,0.08
2017-10-11,,,,,,,,,,,,,,,,,,,,0.09
2017-10-12,,,,,,,,,,,,,,,,,,,,0.08
2017-10-16,,,,,,,,,,,,,,,,,,,,0.08
2017-10-24,,,,,,,,,,,,,,,,,,,,0.08
2017-10-25,,,,,,,,,,,,,,,,,,,,0.07
2017-10-26,,,,,,,,,,,,,,,,,,,,0.07
2017-10-27,,,,,,,,,,,,,,,,,,,,0.07
2017-11-09,,,,,,,,,,,,,,,,,,,,0.07
2017-11-10,,,,,,,,,,,,,,,,,,,,0.07
2017-11-13,,,,,,,,,,,,,,,,,,,,0.06
2017-11-14,,,,,,,,,,,,,,,,,,,,0.06
2017-11-15,,,,,,,,,,,,,,,,,,,,0.06
2017-11-20,,,,,,,,,,,,,,,,,,,,0.07
2017-11-23,,,,,,,,,,,,,,,,,,,,0.07
2017-11-24,,,,,,,,,,,,,,,,,,,,0.07
2017-11-29,,,,,,,,,,,,,,,,,,,,0.06
2017-12-05,,,,,,,,,,,,,,,,,,,,0.07
2017-12-11,,,,,,,,,,,,,,,,,,,,0.08
2017-12-12,,,,,,,,,,,,,,,,,,,,0.07
2017-12-14,,,,,,,,,,,,,,,,,,,,0.08
2017-12-18,,,,,,,,,,,,,,,,,,,,0.07
2017-12-19,,,,,,,,,,,,,,,,,,,,0.06
2017-12-20,,,,,,,,,,,,,,,,,,,,0.06
2017-12-21,,,,,,,,,,,,,,,,,,,,0.07
2017-12-22,,,,,,,,,,,,,,,,,,,,0.06
2017-12-29,,,,,,,,,,,,,,,,,,,,0.08
2018-01-04,,,,,,,,,,,,,,,,,,,,0.07
2018-01-05,,,,,,,,,,,,,,,,,,,,0.07
2018-01-08,,,,,,,,,,,,,,,,,,,,0.07
2018-01-09,,,,,,,,,,,,,,,,,,,,0.07
2018-01-10,,,,,,,,,,,,,,,,,,,,0.079
2018-01-11,,,,,,,,,,,,,,,,,,,,0.08
2018-01-12,,,,,,,,,,,,,,,,,,,,0.0895
2018-01-15,,,,,,,,,,,,,,,,,,,,0.08
2018-01-16,,,,,,,,,,,,,,,,,,,,0.09
2018-01-22,,,,,,,,,,,,,,,,,,,,0.076
2018-01-26,,,,,,,,,,,,,,,,,,,,0.078
2018-01-29,,,,,,,,,,,,,,,,,,,,0.077
2018-01-30,,,,,,,,,,,,,,,,,,,,0.0845
2018-02-01,,,,,,,,,,,,,,,,,,,,0.09
2018-02-07,,,,,,,,,,,,,,,,,,,,0.07
2018-02-08,,,,,,,,,,,,,,,,,,,,0.0715
2018-02-09,,,,,,,,,,,,,,,,,,,,0.0795
2018-02-12,,,,,,,,,,,,,,,,,,,,0.075
2018-02-13,,,,,,,,,,,,,,,,,,,,0.0715
2018-02-14,,,,,,,,,,,,,,,,,,,,0.0715
2018-02-16,,,,,,,,,,,,,,,,,,,,0.08
2018-02-21,,,,,,,,,,,,,,,,,,,,0.09
2018-02-23,,,,,,,,,,,,,,,,,,,,0.08
2018-02-26,,,,,,,,,,,,,,,,,,,,0.072
2018-02-28,,,,,,,,,,,,,,,,,,,,0.072
2018-03-02,,,,,,,,,,,,,,,,,,,,0.072
2018-03-06,,,,,,,,,,,,,,,,,,,,0.072
2018-03-07,,,,,,,,,,,,,,,,,,,,0.072
2018-03-09,,,,,,,,,,,,,,,,,,,,0.072
2018-03-19,,,,,,,,,,,,,,,,,,,,0.0715
2018-03-20,,,,,,,,,,,,,,,,,,,,0.0715
2018-03-21,,,,,,,,,,,,,,,,,,,,0.0715
2018-03-28,,,,,,,,,,,,,,,,,,,,0.0715
2018-03-29,,,,,,,,,,,,,,,,,,,,0.0715
2018-04-04,,,,,,,,,,,,,,,,,,,,0.07
2018-04-05,,,,,,,,,,,,,,,,,,,,0.07
2018-04-09,,,,,,,,,,,,,,,,,,,,0.0605
2018-04-11,,,,,,,,,,,,,,,,,,,,0.052
2018-04-13,,,,,,,,,,,,,,,,,,,,0.051
2018-04-18,,,,,,,,,,,,,,,,,,,,0.06
2018-04-19,,,,,,,,,,,,,,,,,,,,0.078
2018-04-20,,,,,,,,,,,,,,,,,,,,0.075
2018-04-25,,,,,,,,,,,,,,,,,,,,0.065
2018-04-27,,,,,,,,,,,,,,,,,,,,0.065
2018-05-03,,,,,,,,,,,,,,,,,,,,0.065
2018-05-07,,,,,,,,,,,,,,,,,,,,0.06
2018-05-08,,,,,,,,,,,,,,,,,,,,0.06
2018-05-16,,,,,,,,,,,,,,,,,,,,0.07
2018-05-18,,,,,,,,,,,,,,,,,,,,0.06
2018-05-21,,,,,,,,,,,,,,,,,,,,0.06
2018-05-25,,,,,,,,,,,,,,,,,,,,0.05
2018-05-28,,,,,,,,,,,,,,,,,,,,0.05
2018-05-31,,,,,,,,,,,,,,,,,,,,0.051
2018-06-04,,,,,,,,,,,,,,,,,,,,0.05
2018-06-06,,,,,,,,,,,,,,,,,,,,0.05
2018-06-07,,,,,,,,,,,,,,,,,,,,0.055
2018-06-08,,,,,,,,,,,,,,,,,,,,0.055
2018-06-11,,,,,,,,,,,,,,,,,,,,0.055
2018-06-14,,,,,,,,,,,,,,,,,,,,0.06
2018-06-15,,,,,,,,,,,,,,,,,,,,0.05
2018-06-18,,,,,,,,,,,,,,,,,,,,0.06
2018-06-19,,,,,,,,,,,,,,,,,,,,0.05
2018-06-20,,,,,,,,,,,,,,,,,,,,0.05
2018-06-21,,,,,,,,,,,,,,,,,,,,0.05
2018-06-25,,,,,,,,,,,,,,,,,,,,0.065
2018-06-26,,,,,,,,,,,,,,,,,,,,0.05
2018-06-27,,,,,,,,,,,,,,,,,,,,0.046
2018-06-29,,,,,,,,,,,,,,,,,,,,0.046
2018-07-04,,,,,,,,,,,,,,,,,,,,0.05
2018-07-09,,,,,,,,,,,,,,,,,,,,0.046
2018-07-10,,,,,,,,,,,,,,,,,,,,0.047
2018-07-18,,,,,,,,,,,,,,,,,,,,0.05
2018-07-19,,,,,,,,,,,,,,,,,,,,0.06
2018-07-20,,,,,,,,,,,,,,,,,,,,0.05
2018-07-23,,,,,,,,,,,,,,,,,,,,0.05
2018-07-24,,,,,,,,,,,,,,,,,,,,0.05
2018-07-25,,,,,,,,,,,,,,,,,,,,0.05
2018-07-27,,,,,,,,,,,,,,,,,,,,0.045
2018-07-30,,,,,,,,,,,,,,,,,,,,0.045
2018-07-31,,,,,,,,,,,,,,,,,,,,0.045
2018-08-01,,,,,,,,,,,,,,,,,,,,0.045
2018-08-03,,,,,,,,,,,,,,,,,,,,0.045
2018-08-09,,,,,,,,,,,,,,,,,,,,0.045
2018-08-13,,,,,,,,,,,,,,,,,,,,0.056
2018-08-20,,,,,,,,,,,,,,,,,,,,0.06
2018-08-27,,,,,,,,,,,,,,,,,,,,0.045
2018-08-29,,,,,,,,,,,,,,,,,,,,0.046
2018-08-30,,,,,,,,,,,,,,,,,,,,0.047
2018-09-03,,,,,,,,,,,,,,,,,,,,0.045
2018-09-04,,,,,,,,,,,,,,,,,,,,0.046
2018-09-06,,,,,,,,,,,,,,,,,,,,0.05
2018-09-10,,,,,,,,,,,,,,,,,,,,0.055
2018-09-11,,,,,,,,,,,,,,,,,,,,0.055
2018-09-17,,,,,,,,,,,,,,,,,,,,0.046
2018-09-19,,,,,,,,,,,,,,,,,,,,0.051
2018-09-21,,,,,,,,,,,,,,,,,,,,0.045
2018-09-24,,,,,,,,,,,,,,,,,,,,0.045
2018-09-25,,,,,,,,,,,,,,,,,,,,0.045
2018-09-27,,,,,,,,,,,,,,,,,,,,0.045
2018-10-03,,,,,,,,,,,,,,,,,,,,0.045
2018-10-05,,,,,,,,,,,,,,,,,,,,0.046
2018-10-08,,,,,,,,,,,,,,,,,,,,0.045
2018-10-09,,,,,,,,,,,,,,,,,,,,0.045
2018-10-10,,,,,,,,,,,,,,,,,,,,0.045
2018-10-11,,,,,,,,,,,,,,,,,,,,0.047
2018-10-12,,,,,,,,,,,,,,,,,,,,0.05
2018-10-15,,,,,,,,,,,,,,,,,,,,0.045
2018-10-18,,,,,,,,,,,,,,,,,,,,0.064
2018-10-19,,,,,,,,,,,,,,,,,,,,0.063
2018-10-23,,,,,,,,,,,,,,,,,,,,0.045
2018-10-24,,,,,,,,,,,,,,,,,,,,0.045
2018-10-29,,,,,,,,,,,,,,,,,,,,0.045
2018-10-30,,,,,,,,,,,,,,,,,,,,0.063
2018-11-05,,,,,,,,,,,,,,,,,,,,0.045
2018-11-06,,,,,,,,,,,,,,,,,,,,0.04
2018-11-08,,,,,,,,,,,,,,,,,,,,0.04
2018-11-13,,,,,,,,,,,,,,,,,,,,0.04
2018-11-19,,,,,,,,,,,,,,,,,,,,0.04
2018-11-20,,,,,,,,,,,,,,,,,,,,0.04
2018-11-21,,,,,,,,,,,,,,,,,,,,0.04
2018-11-22,,,,,,,,,,,,,,,,,,,,0.04
2018-11-26,,,,,,,,,,,,,,,,,,,,0.03
2018-11-28,,,,,,,,,,,,,,,,,,,,0.027
2018-11-29,,,,,,,,,,,,,,,,,,,,0.04
2018-11-30,,,,,,,,,,,,,,,,,,,,0.04
2018-12-04,,,,,,,,,,,,,,,,,,,,0.03
2018-12-05,,,,,,,,,,,,,,,,,,,,0.031
2018-12-06,,,,,,,,,,,,,,,,,,,,0.0305
2018-12-07,,,,,,,,,,,,,,,,,,,,0.05
2018-12-10,,,,,,,,,,,,,,,,,,,,0.05
2018-12-12,,,,,,,,,,,,,,,,,,,,0.032
2018-12-14,,,,,,,,,,,,,,,,,,,,0.035
2018-12-18,,,,,,,,,,,,,,,,,,,,0.035
2018-12-19,,,,,,,,,,,,,,,,,,,,0.0355
2018-12-20,,,,,,,,,,,,,,,,,,,,0.04
2018-12-21,,,,,,,,,,,,,,,,,,,,0.0305
2018-12-27,,,,,,,,,,,,,,,,,,,,0.0305
2019-01-03,,,,,,,,,,,,,,,,,,,,0.0305
2019-01-08,,,,,,,,,,,,,,,,,,,,0.0305
2019-01-09,,,,,,,,,,,,,,,,,,,,0.0305
2019-01-10,,,,,,,,,,,,,,,,,,,,0.0305
2019-01-11,,,,,,,,,,,,,,,,,,,,0.04
2019-01-17,,,,,,,,,,,,,,,,,,,,0.032
2019-01-23,,,,,,,,,,,,,,,,,,,,0.0325
2019-01-24,,,,,,,,,,,,,,,,,,,,0.0385
2019-01-28,,,,,,,,,,,,,,,,,,,,0.04
2019-01-29,,,,,,,,,,,,,,,,,,,,0.05
2019-01-31,,,,,,,,,,,,,,,,,,,,0.048
2019-02-01,,,,,,,,,,,,,,,,,,,,0.05
2019-02-08,,,,,,,,,,,,,,,,,,,,0.05
2019-02-11,,,,,,,,,,,,,,,,,,,,0.045
2019-02-12,,,,,,,,,,,,,,,,,,,,0.04
2019-02-13,,,,,,,,,,,,,,,,,,,,0.05
2019-02-15,,,,,,,,,,,,,,,,,,,,0.04
2019-02-18,,,,,,,,,,,,,,,,,,,,0.04
2019-02-19,,,,,,,,,,,,,,,,,,,,0.05
2019-02-20,,,,,,,,,,,,,,,,,,,,0.045
2019-02-21,,,,,,,,,,,,,,,,,,,,0.04
2019-02-22,,,,,,,,,,,,,,,,,,,,0.042
2019-02-26,,,,,,,,,,,,,,,,,,,,0.05
2019-02-27,,,,,,,,,,,,,,,,,,,,0.04
2019-03-01,,,,,,,,,,,,,,,,,,,,0.04
2019-03-04,,,,,,,,,,,,,,,,,,,,0.05
2019-03-05,,,,,,,,,,,,,,,,,,,,0.0415
2019-03-06,,,,,,,,,,,,,,,,,,,,0.045
2019-03-07,,,,,,,,,,,,,,,,,,,,0.041
2019-03-08,,,,,,,,,,,,,,,,,,,,0.05
2019-03-11,,,,,,,,,,,,,,,,,,,,0.0425
2019-03-12,,,,,,,,,,,,,,,,,,,,0.05
2019-03-13,,,,,,,,,,,,,,,,,,,,0.06
2019-03-14,,,,,,,,,,,,,,,,,,,,0.06
2019-03-15,,,,,,,,,,,,,,,,,,,,0.055
2019-03-19,,,,,,,,,,,,,,,,,,,,0.06
2019-03-20,,,,,,,,,,,,,,,,,,,,0.05
2019-03-21,,,,,,,,,,,,,,,,,,,,0.055
2019-03-22,,,,,,,,,,,,,,,,,,,,0.0515
2019-03-27,,,,,,,,,,,,,,,,,,,,0.0515
2019-03-29,,,,,,,,,,,,,,,,,,,,0.058
2019-04-02,,,,,,,,,,,,,,,,,,,,0.058
2019-04-04,,,,,,,,,,,,,,,,,,,,0.048
2019-04-05,,,,,,,,,,,,,,,,,,,,0.046
2019-04-08,,,,,,,,,,,,,,,,,,,,0.058
2019-04-09,,,,,,,,,,,,,,,,,,,,0.058
2019-04-15,,,,,,,,,,,,,,,,,,,,0.045
2019-04-16,,,,,,,,,,,,,,,,,,,,0.045
2019-04-18,,,,,,,,,,,,,,,,,,,,0.045
2019-04-23,,,,,,,,,,,,,,,,,,,,0.047
