,INEA FP Equity_DX_SI_QTY,INEA FP Equity_DX_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,INEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INEA FP Equity_DX_SI_MV,INEA FP Equity_DX_DSS,INEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SUPPLY_SI_QTY,INEA FP Equity_DX_BROKER_SI_QTY,INEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,INEA FP Equity_DX_BROKER_SI_MV_INC_x,INEA FP Equity_DX_BROKER_SI_QTY_ADD,INEA FP Equity_DX_SUPPLY_SI_MV_DEC,INEA FP Equity_DX_BROKER_SI_QTY_INC,INEA FP Equity_DX_SUPPLY_SI_QTY_DEC,INEA FP Equity_DX_BROKER_SI_MV_INC_y,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,INEA FP Equity_DX_BROKER_SI_MV_ADD,INEA FP Equity_DX_SUPPLY_SI_QTY_ADD,INEA FP Equity_DX_BROKER_SI_QTY_DEC,INEA FP Equity_DX_SUPPLY_SI_MV,INEA FP Equity_DX_BROKER_SI_MV_DEC,INEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INEA FP Equity_DX_UTILIZATION_QUANTITY,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INEA FP Equity_DX_ACTIVE_UTILIZATION_MV,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INEA FP Equity_DX_BROKER_SI_CON_RATIO,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INEA FP Equity_DX_DEMAND_SUPPLY_RATIO,INEA FP Equity_PX_LAST
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8
2009-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2009-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2009-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.43
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85
2009-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85
2009-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49
2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49
2009-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.92
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.92
2010-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.93
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.95
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2010-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2010-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.75
2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.84
2010-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.56
2010-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.26
2010-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2010-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17
2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03
2010-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.51
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.39
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.23
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59
2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.15
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.15
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.25
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.95
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.95
2010-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.02
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.02
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.01
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.02
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.95
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86
2010-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.76
2010-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.78
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.76
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.78
2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2010-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16
2010-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2010-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.91
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.27
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.19
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2010-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2010-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2010-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2010-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1
2010-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.35
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.52
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.43
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8
2010-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.95
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.55
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.91
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.32
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.35
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.35
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01
