,ALMDT FP Equity_DX_SI_QTY,ALMDT FP Equity_DX_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDT FP Equity_DX_SI_MV,ALMDT FP Equity_DX_DSS,ALMDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY,ALMDT FP Equity_DX_BROKER_SI_QTY,ALMDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDT FP Equity_DX_BROKER_SI_MV_INC_x,ALMDT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDT FP Equity_DX_BROKER_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_NEW,ALMDT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDT FP Equity_DX_BROKER_SI_QTY_INC,ALMDT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDT FP Equity_DX_BROKER_SI_MV_INC_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDT FP Equity_DX_BROKER_SI_MV_ADD,ALMDT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV,ALMDT FP Equity_DX_BROKER_SI_MV_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDT FP Equity_DX_BROKER_SI_CON_RATIO,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDT FP Equity_PX_LAST
2024-04-25,201934.0,666382.2,1.35,3.21,1.1,0.66,1.0,429495.0,107150.0,130150.0,353595.0,,,,,,,,0.0,,458.0,,,,,,,458.0,0.35,0.0,,34.51,18.34,203361.0,671091.3,,0.67,34.48,19.26,0.1786,27.97,0.3457,3.3
2024-04-26,194938.0,584814.0,1.3,3.14,1.06,0.63,1.0,369462.0,100154.0,123154.0,300462.0,,,,,,,,0.02,,6996.0,,,,,,,6996.0,0.33,0.02,,33.0,17.15,203361.0,610083.0,,0.67,33.01,18.75,0.189,29.42,0.3337,3.0
2024-04-29,194938.0,536079.5,1.3,2.88,1.06,0.57,1.0,338673.5,100154.0,123154.0,275423.5,,,,,,,,,,,,,,,,,,0.3,,,33.0,17.31,203361.0,559242.75,,0.61,32.97,18.82,0.1883,29.33,0.3369,2.75
2024-04-30,205027.0,532045.06,1.37,2.91,1.11,0.56,1.0,336683.09,110243.0,129743.0,286080.59,,,10200.0,0.02,,,,0.01,6589.0,111.0,,,0.02,10200.0,,,,0.3,,,100.0,18.61,0.0,0.0,,0.0,100.0,18.19,0.1724,27.69,0.3461,2.595
2024-05-01,205027.0,532045.06,1.37,2.98,1.11,0.54,1.0,336683.09,110243.0,129743.0,286080.59,,,,,,,,,,,,,,,,,,0.29,,,100.0,18.72,0.0,0.0,,0.0,100.0,18.86,0.1737,27.94,0.3482,
2024-05-02,205727.0,555462.9,1.37,2.99,1.12,0.54,1.0,350306.1,110943.0,129743.0,299546.1,,,700.0,,,,,,,,,,,700.0,,,,0.29,,,100.0,18.82,0.0,0.0,,0.0,100.0,19.32,0.1715,27.16,0.3489,2.7
2024-05-03,195527.0,570938.84,1.31,2.95,1.06,0.53,1.0,349065.56,100743.0,119543.0,294169.56,,,,,,,,0.02,,10200.0,,,,,,,10200.0,0.27,0.03,,100.0,17.11,0.0,0.0,,0.0,100.0,20.87,0.1876,28.41,0.332,2.92
2024-05-06,210739.0,674364.8,1.41,3.14,1.15,0.62,1.0,431216.0,115955.0,134755.0,371056.0,,,15212.0,,,15212.0,,,,,,,,15212.0,0.04,,,0.34,,,36.31,19.65,203361.0,650755.2,,0.59,36.31,19.75,0.1664,26.59,0.3571,3.2
2024-05-07,185739.0,594364.8,1.24,2.71,1.01,0.59,1.0,351216.0,115955.0,109755.0,371056.0,,,,,,,,,,,,,,,,,25000.0,0.37,0.07,,36.31,19.65,203361.0,650755.2,,0.65,36.33,20.94,0.1947,30.41,0.3148,3.2
2024-05-08,135739.0,426899.16,0.91,1.97,0.74,0.43,0.0,266554.47,90955.0,84755.0,286053.47,,,,,,,,0.08,,25000.0,,,,,,,25000.0,0.29,0.08,,29.69,15.41,215366.0,677326.07,,0.69,29.71,28.45,0.2736,41.91,0.23,3.145
2024-05-09,125839.0,390100.9,0.84,1.81,0.68,0.39,0.0,231430.5,80855.0,74655.0,250650.5,,,,0.0,,,,0.03,1300.0,10100.0,,,0.0,,,,11400.0,0.25,0.04,,27.3,13.94,215366.0,667634.6,,0.68,27.27,30.71,0.3105,45.12,0.217,3.1
2024-05-10,154017.0,461280.92,1.03,2.23,0.84,0.47,0.0,287019.84,95221.0,95833.0,285186.9,,,18178.0,0.05,,5500.0,,0.01,15678.0,3812.0,,,0.05,18178.0,0.02,,,0.3,,,30.66,15.92,215366.0,645021.17,,0.67,30.66,24.73,0.23,36.93,0.2575,2.995
2024-05-13,154017.0,454350.15,1.03,2.24,0.84,0.46,0.0,282707.35,95221.0,95833.0,280901.95,,,,,,,,,,,,,,,,,,0.28,,,31.37,16.11,208366.0,614679.7,,0.62,31.35,25.0,0.2297,36.75,0.2605,2.95
2024-05-14,146805.0,431606.7,0.98,2.15,0.8,0.43,0.0,260545.74,91821.0,88621.0,269953.74,,,,,,,,0.01,,3400.0,,,,,,,7212.0,0.27,0.02,,30.59,15.53,208366.0,612596.04,,0.61,30.58,26.41,0.2438,38.46,0.2483,2.94
2024-05-15,136927.0,435427.86,0.91,2.08,0.74,0.41,0.0,250402.74,82943.0,78743.0,263758.74,,,,,,,,0.03,,8878.0,,,,,,,9878.0,0.24,0.03,,28.47,14.33,208366.0,662603.88,,0.61,28.43,29.72,0.2714,40.45,0.2365,3.18
2024-05-16,139739.0,448562.19,0.93,2.13,0.76,0.44,0.0,265001.55,85755.0,82555.0,275273.55,,,3812.0,0.01,,,,0.0,3812.0,1000.0,,,0.01,3812.0,,,,0.27,,,29.16,14.84,208366.0,668854.86,,0.66,29.15,28.03,0.2632,40.39,0.2418,3.21
2024-05-17,138107.0,469563.8,0.92,2.1,0.75,0.45,0.0,275138.2,84123.0,80923.0,286018.2,,,,,,,,0.0,,1632.0,,,,,,,1632.0,0.27,0.01,,28.76,14.56,208366.0,708444.4,,0.67,28.76,29.19,0.2687,40.42,0.239,3.4
2024-05-20,139659.0,499979.22,0.93,2.06,0.76,0.47,0.0,295260.5,87675.0,82475.0,313876.5,,,5732.0,0.01,,,,0.0,3552.0,2180.0,,,0.01,5732.0,,,2000.0,0.3,0.01,,29.62,15.02,208366.0,745950.28,,0.71,29.63,28.05,0.2671,40.67,0.2393,3.58
2024-05-21,135659.0,459884.01,0.9,1.96,0.74,0.47,0.0,272810.25,85675.0,80475.0,290438.25,,,,,,,,0.0,,2000.0,,,,,,,2000.0,0.31,0.01,,29.14,14.73,208366.0,706360.74,,0.75,29.14,27.93,0.2795,42.4,0.2332,3.39
2024-05-22,136471.0,474919.08,0.91,1.98,0.74,0.46,0.0,282878.76,86487.0,81287.0,300974.76,,,3812.0,0.0,,,,0.02,812.0,3000.0,,,0.0,3812.0,,,,0.29,,,29.13,14.9,210366.0,732073.68,,0.71,29.16,29.05,0.2765,41.28,0.235,3.48
2024-05-23,144065.0,539523.43,0.96,2.07,0.78,0.51,0.0,332859.34,94081.0,88881.0,352333.35,,,7768.0,0.03,,,,0.0,7594.0,174.0,,,0.03,7768.0,,,,0.33,,,30.9,15.99,210366.0,787820.67,,0.73,30.92,28.32,0.2601,38.71,0.2448,3.745
2024-05-24,122927.0,454829.9,0.82,1.7,0.67,0.45,0.0,373119.1,90543.0,100843.0,335009.1,,,5000.0,0.06,,,,0.02,11962.0,8538.0,,,0.06,5000.0,,,,0.34,,,100.0,15.26,0.0,0.0,,0.0,100.0,31.77,0.2463,33.1,0.2072,3.7
2024-05-27,160027.0,576897.34,1.07,2.35,0.87,0.59,1.0,374714.52,91343.0,103943.0,329291.52,,,800.0,,,3200.0,,,,,,,,800.0,0.01,,100.0,0.34,0.0,,100.0,15.37,0.0,0.0,,0.0,100.0,24.46,0.2939,46.11,0.2693,3.605
2024-05-28,154174.0,558880.75,1.03,2.5,0.84,0.55,0.0,342482.75,92390.0,94478.0,334913.75,,,3612.0,,,,,0.01,,2565.0,,,,3612.0,,,9465.0,0.33,0.04,,100.0,15.49,0.0,0.0,,0.0,100.0,25.38,0.2732,43.21,0.2585,3.625
2024-05-29,156274.0,537582.56,1.04,2.65,0.85,0.56,0.0,325004.32,94490.0,94478.0,325045.6,,,1499.0,,,,,0.0,,900.0,,,,1499.0,,1501.0,,0.34,,,30.64,15.95,213867.0,735702.48,,0.78,30.69,24.18,0.2687,43.17,0.2638,3.44
2024-05-30,168339.0,622854.3,1.12,2.81,0.91,0.58,1.0,357209.1,96555.0,96543.0,357253.5,,,10000.0,0.0,,,,0.04,2065.0,7935.0,,,0.0,10000.0,,,,0.33,,,32.14,16.52,203867.0,754307.9,,0.7,32.13,24.25,0.245,39.06,0.288,3.7
2024-05-31,163289.0,596004.85,1.09,2.74,0.89,0.59,1.0,322010.3,99826.0,88222.0,364364.9,,,3271.0,,,,,,,,,,,3271.0,,,8321.0,0.37,0.03,,32.87,17.03,203867.0,744114.55,,0.75,32.86,24.07,0.2646,42.2,0.2786,3.65
2024-06-03,132749.0,477896.4,0.89,2.28,0.72,0.48,0.0,338590.8,104465.0,94053.0,376074.0,,,4989.0,0.03,,,,0.0,7431.0,350.0,,,0.03,4989.0,,,1600.0,0.38,0.01,,33.88,17.68,203867.0,733921.2,,0.74,33.85,27.55,0.2103,29.26,0.2246,3.6
2024-06-04,154370.0,528717.25,1.03,2.62,0.84,0.54,0.0,294731.53,98065.0,86053.0,335872.63,,,,,,,,0.03,,6400.0,,,,,,,8000.0,0.35,0.03,,32.48,16.73,203867.0,698244.48,,0.73,32.47,24.55,0.2498,39.14,0.2634,3.425
2024-06-05,159731.0,506347.27,1.07,2.74,0.87,0.54,1.0,273932.38,98426.0,86414.0,312010.42,,,5350.0,0.02,,,,0.02,5350.0,4989.0,,,0.02,5350.0,,,4989.0,0.34,0.02,,32.82,16.83,201445.0,638580.65,,0.69,32.83,23.23,0.2392,37.88,0.2731,3.17
2024-06-06,157892.0,494991.42,1.05,2.59,0.86,0.5,1.0,265142.63,98076.0,84575.0,307468.26,,,,,,,,0.01,,350.0,,,,,,,1839.0,0.31,0.01,,32.74,16.84,201445.0,631530.07,,0.64,32.73,24.48,0.2411,37.52,0.2711,3.135
2024-06-07,166252.0,529512.62,1.11,2.72,0.9,0.52,1.0,285471.55,103131.0,89630.0,328472.24,,,5055.0,0.02,,,,,5055.0,,,,0.02,5055.0,,,,0.32,,,34.23,17.56,198140.0,631075.9,,0.62,34.28,23.47,0.2276,35.46,0.283,3.185
2024-06-10,181778.0,554422.9,1.21,2.93,0.99,0.57,1.0,318691.45,115689.0,104489.0,352851.45,,,13370.0,0.05,,,,0.0,16380.0,812.0,,,0.05,13370.0,,,1521.0,0.37,0.0,,37.22,19.51,195140.0,595177.0,,0.62,37.25,20.74,0.2015,31.2,0.3065,3.05
2024-06-11,185040.0,545868.0,1.23,3.32,1.0,0.56,1.0,320225.45,118951.0,108551.0,350905.45,,,5012.0,0.01,,,,0.01,5462.0,1750.0,,,0.01,5012.0,,,1400.0,0.36,0.0,,37.87,19.89,195140.0,575663.0,,0.6,37.87,20.42,0.1998,30.48,0.3094,2.95
2024-06-12,179946.0,550634.76,1.2,3.44,0.98,0.54,1.0,316578.42,113857.0,103457.0,348402.42,,,,,,,,0.02,,5094.0,,,,,,,5094.0,0.34,0.02,,100.0,19.2,0.0,0.0,,0.0,100.0,21.91,0.203,30.87,0.3035,3.06
2024-06-13,191257.0,573771.0,1.28,3.62,1.04,0.58,1.0,327804.0,119668.0,109268.0,359004.0,,,5811.0,0.02,,,,,5811.0,,,,0.02,5811.0,,,,0.37,,,100.0,20.15,0.0,0.0,,0.0,100.0,19.95,0.1957,29.45,0.3221,3.0
2024-06-14,187456.0,552995.2,1.25,3.51,1.02,0.56,1.0,316505.5,117690.0,107290.0,347185.5,,,,,,,,0.01,,1978.0,,,,,,,1978.0,0.35,0.01,,100.0,19.83,0.0,0.0,,0.0,100.0,20.39,0.1975,30.02,0.3158,2.95
2024-06-17,199041.0,570252.47,1.33,3.65,1.08,0.59,1.0,331638.08,124821.0,115755.0,357612.17,,,7131.0,0.01,,4120.0,,,4345.0,,,,0.01,7131.0,0.01,,,0.37,,,100.0,21.03,0.0,0.0,,0.0,100.0,19.72,0.1864,28.42,0.3353,2.865
2024-06-18,209182.0,625454.18,1.4,3.89,1.14,0.61,1.0,370296.55,132911.0,123845.0,397403.89,,,8090.0,0.02,,,,,8090.0,,,,0.02,8090.0,,,,0.38,,,100.0,22.2,0.0,0.0,,0.0,100.0,19.51,0.1814,26.5,0.3494,2.99
2024-06-19,228933.0,687943.67,1.53,4.3,1.24,0.69,1.0,416480.98,137911.0,138596.0,414422.56,,,5000.0,0.05,,,,,14751.0,,,,0.05,5000.0,,,,0.41,,,100.0,23.04,0.0,0.0,,0.0,100.0,20.22,0.1788,24.51,0.3824,3.005
2024-06-20,230491.0,663814.08,1.54,4.31,1.25,0.69,1.0,400763.52,138803.0,139154.0,399752.64,,,1000.0,0.0,,,,0.0,1000.0,108.0,,,0.0,1000.0,,,442.0,0.42,0.0,,100.0,23.15,0.0,0.0,,0.0,100.0,20.21,0.1765,24.5,0.3844,2.88
2024-06-21,231135.0,641399.63,1.54,4.3,1.25,0.67,1.0,374064.45,134947.0,134798.0,374477.93,,,5000.0,0.02,,,,0.04,5000.0,8856.0,,,0.02,5000.0,,,9356.0,0.39,0.03,,100.0,22.89,0.0,0.0,,0.0,100.0,22.17,0.1779,24.26,0.392,2.775
2024-06-24,228219.0,661835.1,1.52,4.24,1.24,0.65,1.0,383907.8,135151.0,132382.0,391937.9,,,704.0,0.0,,,,0.01,704.0,500.0,,,0.0,704.0,,,3120.0,0.37,0.01,,100.0,23.11,0.0,0.0,,0.0,100.0,22.08,0.1825,24.16,0.3903,2.9
2024-06-25,227120.0,676817.6,1.51,4.2,1.23,0.67,1.0,399844.48,133633.0,134176.0,398226.34,,,2794.0,0.02,,,,0.01,2794.0,4312.0,,,0.02,2794.0,,,1000.0,0.39,0.0,,100.0,22.82,0.0,0.0,,0.0,100.0,20.51,0.1846,25.74,0.3878,2.98
2024-06-26,231331.0,675486.52,1.54,4.15,1.26,0.69,1.0,397689.4,136844.0,136195.0,399584.48,,,3211.0,0.01,,,,,2019.0,,,,0.01,3211.0,,,,0.41,,,100.0,23.29,0.0,0.0,,0.0,100.0,20.88,0.1824,25.55,0.3938,2.92
2024-06-27,239031.0,690799.59,1.59,4.35,1.3,0.7,1.0,406608.55,141344.0,140695.0,408484.16,,,4500.0,0.01,,,,,4500.0,,,,0.01,4500.0,,,,0.41,,,100.0,23.9,0.0,0.0,,0.0,100.0,20.12,0.1862,27.29,0.4041,2.89
2024-06-28,237937.0,629343.37,1.59,4.38,1.29,0.68,1.0,369244.65,140250.0,139601.0,370961.25,,,,,,,,0.0,,1094.0,,,,,,,1094.0,0.41,0.0,,100.0,23.76,0.0,0.0,,0.0,100.0,20.37,0.1871,27.63,0.4032,2.645
2024-07-01,236937.0,637360.53,1.58,4.29,1.29,0.64,1.0,372836.69,140250.0,138601.0,377272.5,,,,,,,,,,,,,,,,,1000.0,0.37,0.0,,100.0,23.91,0.0,0.0,,0.0,100.0,19.88,0.1868,26.96,0.404,2.69
2024-07-02,267918.0,699265.98,1.79,4.83,1.45,0.73,1.0,398239.02,154650.0,152582.0,403636.5,,,14400.0,0.05,,,,,16581.0,,,,0.05,14400.0,,,2600.0,0.42,0.01,,100.0,25.94,0.0,0.0,,0.0,100.0,17.77,0.2223,36.84,0.4493,2.61
2024-07-03,281812.0,738347.44,1.88,5.15,1.53,0.75,1.0,419986.0,160826.0,160300.0,421364.12,,,6176.0,0.02,,,,,9595.0,,,,0.02,6176.0,,,1877.0,0.42,0.01,,100.0,26.7,0.0,0.0,,0.0,100.0,16.76,0.245,40.92,0.4678,2.62
2024-07-04,278373.0,730729.13,1.86,5.68,1.51,0.74,1.0,411760.13,157387.0,156861.0,413140.88,,,,,,,,0.01,,3439.0,,,,,,,3439.0,0.41,0.01,,100.0,26.64,0.0,0.0,,0.0,100.0,16.98,0.249,41.45,0.4711,2.625
2024-07-05,272008.0,734421.6,1.81,6.05,1.48,0.73,1.0,414979.2,160986.0,153696.0,434662.2,,,5399.0,,,1400.0,,0.0,,1800.0,,,,5399.0,0.0,,4565.0,0.42,0.01,,100.0,27.83,0.0,0.0,,0.0,100.0,17.32,0.2404,40.0,0.4703,2.7
2024-07-08,271062.0,756262.98,1.81,5.97,1.47,0.75,1.0,426172.5,160040.0,152750.0,446511.6,,,,,,,,0.0,,946.0,,,,,,,946.0,0.43,0.0,,100.0,28.24,0.0,0.0,,0.0,100.0,17.45,0.2422,40.28,0.4783,2.79
2024-07-09,266397.0,716607.93,1.78,5.92,1.45,0.75,1.0,406418.65,155375.0,151085.0,417958.75,,,,,,,,0.0,,4665.0,,,,,,,1665.0,0.43,0.0,,100.0,27.82,0.0,0.0,,0.0,100.0,16.86,0.2493,41.52,0.4769,2.69
2024-07-10,256942.0,668049.2,1.71,5.65,1.4,0.7,1.0,368238.0,155272.0,141630.0,403707.2,,,,0.0,,,,0.0,140.0,103.0,,,0.0,,,,9595.0,0.42,0.03,,100.0,28.05,0.0,0.0,,0.0,100.0,17.38,0.2364,39.09,0.4642,2.6
2024-07-11,247152.0,600579.36,1.65,5.29,1.34,0.65,1.0,343687.05,145482.0,141435.0,353521.26,,,,0.0,,,,0.04,496.0,9790.0,,,0.0,,,,691.0,0.38,0.0,,100.0,26.92,0.0,0.0,,0.0,100.0,18.04,0.2259,36.76,0.4573,2.43
2024-07-12,242405.0,574499.85,1.62,5.22,1.32,0.61,1.0,323950.56,142088.0,136688.0,336748.56,,,,,,,,0.01,,3394.0,,,,,,,4747.0,0.35,0.02,,100.0,26.12,0.0,0.0,,0.0,100.0,18.12,0.2296,36.83,0.4455,2.37
2024-07-15,242405.0,542987.2,1.62,5.05,1.32,0.59,1.0,306181.12,142088.0,136688.0,318277.12,,,,,,,,,,,,,,,,,,0.34,,,100.0,27.08,0.0,0.0,,0.0,100.0,18.56,0.2297,36.79,0.462,2.24
2024-07-16,197693.0,446786.18,1.32,3.91,1.07,0.47,1.0,255099.76,115376.0,112876.0,260749.76,,,,,,,,0.07,,26712.0,,,,,,,23812.0,0.26,0.06,,100.0,26.67,0.0,0.0,,0.0,100.0,23.36,0.2099,26.67,0.457,2.26
2024-07-17,196501.0,420512.14,1.31,3.8,1.07,0.47,1.0,241554.64,114184.0,112876.0,244353.76,,,,,,,,0.0,,1192.0,,,,,,,,0.26,,,100.0,27.01,0.0,0.0,,0.0,100.0,23.56,0.2103,27.14,0.4649,2.14
2024-07-18,177693.0,361605.26,1.19,3.48,0.96,0.41,0.0,209352.66,105376.0,102876.0,214440.16,,,,,,,,0.02,,8808.0,,,,,,,10000.0,0.23,0.02,,100.0,24.86,0.0,0.0,,0.0,100.0,26.73,0.232,29.16,0.4192,2.035
2024-07-19,177693.0,604156.2,1.19,3.34,0.96,0.44,0.0,349778.4,105376.0,102876.0,358278.4,,,,,,,,,,,,,,,,,,0.21,,,100.0,26.44,0.0,0.0,,0.0,100.0,25.92,0.2341,27.67,0.4458,3.4
2024-07-22,168502.0,663897.88,1.12,1.81,0.91,0.57,0.0,479832.9,124285.0,121785.0,489682.9,,,18909.0,0.1,,,,,18909.0,,,,0.1,18909.0,,,,0.42,,,100.0,29.9,0.0,0.0,,0.0,100.0,25.88,0.2269,27.82,0.4053,3.94
2024-07-23,227259.0,839722.01,1.52,1.77,1.23,0.85,1.0,500088.69,122726.0,135342.0,453472.57,,,250.0,,,15366.0,,0.0,,1809.0,,,,250.0,0.06,,1809.0,0.48,0.0,,42.49,29.5,166140.0,613887.3,,0.65,42.5,16.98,0.2531,41.8,0.5463,3.695
2024-07-24,227259.0,791997.62,1.52,1.68,1.23,0.81,1.0,471666.87,122726.0,135342.0,427700.11,,,,,,,,,,,,,,,,,,0.45,,,42.49,29.8,166140.0,578997.9,,0.61,42.49,17.6,0.2497,41.07,0.5518,3.485
2024-07-25,253259.0,925661.65,1.69,1.81,1.38,0.87,1.0,542190.01,135726.0,148342.0,496078.53,,,13000.0,0.04,,,,,13000.0,,,,0.04,13000.0,,,,0.47,,,100.0,31.8,0.0,0.0,,0.0,100.0,16.09,0.2856,46.83,0.5934,3.655
2024-07-26,285671.0,1119830.32,1.91,1.95,1.55,1.03,1.0,611500.4,143379.0,155995.0,562045.68,,,7903.0,0.03,,,,0.0,7903.0,250.0,,,0.03,7903.0,,,250.0,0.52,0.0,,46.32,33.59,166140.0,651268.8,,0.61,46.32,23.38,0.2608,41.4,0.6693,3.92
2024-07-29,228250.0,895881.25,1.52,1.42,1.24,0.86,1.0,484082.03,110717.0,123333.0,434564.23,,,,,,,,0.12,,32662.0,,,,,,,32662.0,0.43,0.12,,39.99,25.88,166140.0,652099.5,,0.65,40.0,16.07,0.3339,53.06,0.5335,3.925
2024-07-30,222565.0,884695.88,1.48,1.34,1.21,0.84,1.0,475600.8,108717.0,119648.0,432150.08,,,,,,,,0.01,,2000.0,,,,,,,3685.0,0.43,0.01,,39.55,25.41,166140.0,660406.5,,0.65,39.55,16.5,0.3496,54.48,0.5202,3.975
2024-07-31,214295.0,891467.2,1.43,1.23,1.16,0.82,1.0,463332.48,103917.0,111378.0,432294.72,,,,,,,,0.02,,4800.0,,,,,,,8270.0,0.41,0.03,,38.48,24.34,166140.0,691142.4,,0.66,38.48,17.04,0.3677,56.28,0.502,4.16
2024-08-01,206392.0,866846.4,1.38,1.18,1.12,0.82,1.0,444969.0,101447.0,105945.0,426077.4,,,,,,,,0.0,,2470.0,,,,,,,5433.0,0.42,0.02,,37.7,23.89,167610.0,703962.0,,0.7,37.71,17.09,0.3961,58.9,0.4861,4.2
2024-08-02,187086.0,767052.6,1.25,1.03,1.02,0.75,1.0,434374.5,106565.0,105945.0,436916.5,,,23544.0,0.08,,,,0.07,18426.0,18426.0,,,0.08,23544.0,,,18426.0,0.45,0.08,,38.68,23.74,168936.0,692637.6,,0.71,38.61,18.25,0.2886,46.22,0.4168,4.1
2024-08-05,187086.0,724022.82,1.25,1.02,1.02,0.73,1.0,410007.15,106565.0,105945.0,412406.55,,,,,,,,,,,,,,,,,,0.44,,,38.68,26.16,168936.0,653782.32,,0.69,38.66,18.21,0.2881,46.13,0.4593,3.87
2024-08-06,118522.0,476458.44,0.79,0.62,0.64,0.43,0.0,263233.62,66101.0,65481.0,265726.02,,,,,,,,0.17,,40464.0,,,,,,,40464.0,0.26,0.17,,28.12,17.43,168936.0,679122.72,,0.65,28.14,23.28,0.2166,29.06,0.3125,4.02
2024-08-07,154992.0,712963.2,1.03,0.81,0.84,0.6,0.0,439097.6,96076.0,95456.0,441949.6,,,29975.0,0.13,,,,,29975.0,,,,0.13,29975.0,,,,0.39,,,36.25,24.91,168936.0,777105.6,,0.68,36.26,24.12,0.212,26.32,0.4018,4.6
2024-08-08,135156.0,693350.28,0.9,0.66,0.73,0.57,0.0,381420.63,74971.0,74351.0,384601.23,,,1269.0,0.02,,,,0.08,1269.0,22374.0,,,0.02,1269.0,,,22374.0,0.34,0.08,,30.74,19.41,168936.0,866641.68,,0.78,30.74,25.98,0.2316,33.25,0.3499,5.13
2024-08-09,151761.0,808886.13,1.01,0.69,0.82,0.71,0.0,484795.48,92428.0,90956.0,492641.24,,,17457.0,0.1,,,,,17457.0,,,,0.1,17457.0,,,852.0,0.47,0.0,,35.36,23.93,168936.0,900428.88,,0.87,35.34,23.37,0.2218,29.91,0.3929,5.33
2024-08-12,167919.0,1002476.43,1.12,0.74,0.91,0.83,0.0,548440.02,91486.0,91866.0,546171.42,,,16100.0,0.11,,,,0.08,19100.0,17042.0,,,0.11,16100.0,,,18190.0,0.49,0.09,,36.19,23.35,161308.0,963008.76,,0.86,36.19,20.37,0.2997,47.54,0.4287,5.97
2024-08-13,149683.0,898098.0,1.0,0.6,0.81,0.79,0.0,512892.0,86102.0,85482.0,516612.0,,,6468.0,0.04,,,,0.04,6616.0,11852.0,,,0.04,6468.0,,,13000.0,0.51,0.05,,34.8,20.96,161308.0,967848.0,,0.96,34.77,23.96,0.2351,36.19,0.3644,6.0
2024-08-14,150683.0,902591.17,1.01,0.58,0.82,0.81,0.0,515032.18,86602.0,85982.0,518745.98,,,500.0,0.0,,,,,500.0,,,,0.0,500.0,,,,0.52,,,34.93,22.03,161308.0,966234.92,,0.97,34.9,23.45,0.2293,35.43,0.3833,5.99
2024-08-15,137106.0,818522.82,0.91,0.52,0.74,0.73,0.0,458496.0,77420.0,76800.0,462197.4,,,,,,2100.0,,0.05,,9182.0,,,,,0.01,,11282.0,0.46,0.07,,32.43,20.33,161308.0,963008.76,,0.97,32.46,26.08,0.201,28.67,0.36,5.97
2024-08-16,159013.0,954078.0,1.06,0.6,0.86,0.86,0.0,549024.0,92124.0,91504.0,552744.0,,,14704.0,0.09,,,,,14704.0,,,,0.09,14704.0,,,,0.55,,,38.42,24.48,147654.0,885924.0,,0.88,38.39,22.05,0.1898,24.25,0.4225,6.0
2024-08-19,181373.0,1178924.5,1.21,0.68,0.98,1.0,0.0,672516.0,107019.0,103464.0,695623.5,,,14895.0,0.08,,,,,13626.0,,,,0.08,14895.0,,,1666.0,0.64,0.01,,100.0,29.08,0.0,0.0,,0.0,100.0,19.01,0.2126,32.54,0.4928,6.5
2024-08-20,186561.0,1257421.14,1.24,0.66,1.01,1.11,1.0,752096.38,101907.0,111587.0,686853.18,,,,0.08,,,,0.0,11700.0,5112.0,,,0.08,,,,3577.0,0.66,0.01,,100.0,27.76,0.0,0.0,,0.0,100.0,18.25,0.1951,31.12,0.5083,6.74
2024-08-21,179384.0,1327441.6,1.2,0.62,0.97,1.1,0.0,777222.0,103012.0,105030.0,762288.8,,,1105.0,0.02,,,,,2263.0,,,,0.02,1105.0,,,8820.0,0.69,0.06,,100.0,27.11,0.0,0.0,,0.0,100.0,19.62,0.2129,32.56,0.472,7.4
2024-08-22,187660.0,1373671.2,1.25,0.63,1.02,1.24,1.0,836719.92,112288.0,114306.0,821948.16,,,9276.0,0.09,,,,,10276.0,,,,0.09,9276.0,,,1000.0,0.83,0.01,,100.0,29.81,0.0,0.0,,0.0,100.0,20.39,0.2158,31.64,0.4982,7.32
