,MTH FP Equity_PX_LAST
2020-03-03,140.64
2020-03-04,140.11
2020-03-05,140.38
2020-03-06,142.37
2020-03-09,144.04
2020-03-10,142.68
2020-03-11,144.44
2020-03-12,138.95
2020-03-13,133.76
2020-03-16,127.11
2020-03-17,127.67
2020-03-18,122.08
2020-03-19,127.23
2020-03-20,131.07
2020-03-23,130.94
2020-03-24,127.77
2020-03-25,124.39
2020-03-26,128.06
2020-03-27,132.08
2020-03-30,131.48
2020-03-31,127.13
2020-04-01,128.77
2020-04-02,130.03
2020-04-03,129.01
2020-04-06,127.9
2020-04-07,126.38
2020-04-08,126.09
2020-04-09,126.97
2020-04-14,127.22
2020-04-15,128.65
2020-04-16,129.57
2020-04-17,129.7
2020-04-20,127.73
2020-04-21,126.21
2020-04-22,124.76
2020-04-23,127.36
2020-04-24,129.27
2020-04-27,129.83
2020-04-28,129.68
2020-04-29,130.76
2020-04-30,132.38
2020-05-04,130.9
2020-05-05,130.45
2020-05-06,127.95
2020-05-07,128.34
2020-05-08,129.08
2020-05-11,128.3
2020-05-12,128.48
2020-05-13,129.9
2020-05-14,130.02
2020-05-15,129.58
2020-05-18,129.2
2020-05-19,129.6
2020-05-20,130.52
2020-05-21,130.73
2020-05-22,130.3
2020-05-25,130.5
2020-05-26,129.38
2020-05-27,130.41
2020-05-28,131.13
2020-05-29,131.2
2020-06-01,129.58
2020-06-02,129.93
2020-06-03,128.12
2020-06-04,128.39
2020-06-05,127.23
2020-06-08,128.26
2020-06-09,127.86
2020-06-10,127.76
2020-06-11,130.43
2020-06-12,130.66
2020-06-15,130.62
2020-06-16,130.93
2020-06-17,130.93
2020-06-18,132.58
2020-06-19,132.98
2020-06-22,133.71
2020-06-23,132.05
2020-06-24,133.69
2020-06-25,134.41
2020-06-26,134.42
2020-06-29,134.55
2020-06-30,134.25
2020-07-01,132.63
2020-07-02,133.77
2020-07-03,133.48
2020-07-06,134.13
2020-07-07,134.31
2020-07-08,135.01
2020-07-09,135.89
2020-07-10,136.086
2020-07-13,134.288
2020-07-14,135.652
2020-07-15,135.754
2020-07-16,136.153
2020-07-17,135.375
2020-07-20,136.706
2020-07-21,136.544
2020-07-22,137.584
2020-07-23,138.018
2020-07-24,137.26
2020-07-27,138.225
2020-07-28,138.58
2020-07-29,138.259
2020-07-30,139.792
2020-07-31,138.977
2020-08-03,138.73
2020-08-04,140.36
2020-08-05,139.394
2020-08-06,140.627
2020-08-07,140.231
2020-08-10,140.783
2020-08-11,139.154
2020-08-12,138.115
2020-08-13,136.709
2020-08-14,137.026
2020-08-17,138.041
2020-08-18,138.499
2020-08-19,138.756
2020-08-20,139.308
2020-08-21,139.571
2020-08-24,138.89
2020-08-25,136.26
2020-08-26,136.481
2020-08-27,135.67
2020-08-28,135.389
2020-08-31,134.51
2020-09-01,135.27
2020-09-02,137.767
2020-09-03,138.28
2020-09-04,137.809
2020-09-07,136.624
2020-09-08,137.68
2020-09-09,137.067
2020-09-10,136.94
2020-09-11,138.14
2020-09-14,138.838
2020-09-15,138.797
2020-09-16,139.647
2020-09-17,139.912
2020-09-18,139.333
2020-09-21,141.301
2020-09-22,140.968
2020-09-23,141.113
2020-09-24,140.59
2020-09-25,141.578
2020-09-28,141.673
2020-09-29,142.507
2020-09-30,141.509
2020-10-01,141.511
2020-10-02,142.47
2020-10-05,141.745
2020-10-06,141.74
2020-10-07,141.22
2020-10-08,142.424
2020-10-09,142.917
2020-10-12,144.141
2020-10-13,144.655
2020-10-14,145.14
2020-10-15,145.841
2020-10-16,145.96
2020-10-19,145.089
2020-10-20,144.834
2020-10-21,143.833
2020-10-22,142.61
2020-10-23,143.346
2020-10-26,143.791
2020-10-27,144.79
2020-10-28,144.912
2020-10-29,145.852
2020-10-30,145.49
2020-11-02,145.833
2020-11-03,145.842
2020-11-04,146.466
2020-11-05,146.68
2020-11-06,145.953
2020-11-09,142.0
2020-11-10,141.602
2020-11-11,142.31
2020-11-12,143.599
2020-11-13,144.421
2020-11-16,144.864
2020-11-17,145.65
2020-11-18,145.66
2020-11-19,146.054
2020-11-20,146.094
2020-11-23,145.53
2020-11-24,145.395
2020-11-25,145.675
2020-11-26,146.289
2020-11-27,146.281
2020-11-30,145.892
2020-12-01,144.3
2020-12-02,144.132
2020-12-03,145.0
2020-12-04,144.777
2020-12-07,146.057
2020-12-08,146.617
2020-12-09,146.71
2020-12-10,146.781
2020-12-11,147.801
2020-12-14,147.558
2020-12-15,147.365
2020-12-16,146.261
2020-12-17,146.534
2020-12-18,146.17
2020-12-21,146.269
2020-12-22,146.764
2020-12-23,145.458
2020-12-24,145.5
2020-12-28,145.719
2020-12-29,146.15
2020-12-30,146.265
2020-12-31,146.201
2021-01-04,147.116
2021-01-05,146.584
2021-01-06,145.665
2021-01-07,145.634
2021-01-08,146.107
2021-01-11,144.569
2021-01-12,143.42
2021-01-13,145.295
2021-01-14,145.35
2021-01-15,144.759
2021-01-18,144.127
2021-01-19,144.5
2021-01-20,144.666
2021-01-21,143.22
2021-01-22,142.9
2021-01-25,144.5
2021-01-26,144.129
2021-01-27,143.998
2021-01-28,143.533
2021-01-29,143.26
2021-02-01,142.827
2021-02-02,141.762
2021-02-03,141.28
2021-02-04,141.229
2021-02-05,140.839
2021-02-08,140.685
2021-02-09,140.626
2021-02-10,140.512
2021-02-11,140.934
2021-02-12,139.491
2021-02-15,138.125
2021-02-16,137.05
2021-02-17,136.825
2021-02-18,135.239
2021-02-19,134.613
2021-02-22,135.918
2021-02-23,134.599
2021-02-24,133.742
2021-02-25,131.655
2021-02-26,133.654
2021-03-01,136.36
2021-03-02,135.688
2021-03-03,133.64
2021-03-04,134.012
2021-03-05,133.486
2021-03-08,133.293
2021-03-09,134.234
2021-03-10,134.76
2021-03-11,135.901
2021-03-12,134.04
2021-03-15,135.1
2021-03-16,134.689
2021-03-17,132.503
2021-03-18,131.59
2021-03-19,132.36
2021-03-22,132.58
2021-03-23,133.663
2021-03-24,134.324
2021-03-25,135.286
2021-03-26,134.025
2021-03-29,132.984
2021-03-30,132.016
2021-03-31,132.551
2021-04-01,133.354
2021-04-06,132.728
2021-04-07,132.726
2021-04-08,133.079
2021-04-09,131.971
2021-04-12,131.481
2021-04-13,131.219
2021-04-14,130.8
2021-04-15,131.67
2021-04-16,131.18
2021-04-19,130.329
2021-04-20,130.86
2021-04-21,131.275
2021-04-22,131.554
2021-04-23,130.947
2021-04-26,131.04
2021-04-27,130.472
2021-04-28,129.832
2021-04-29,128.549
2021-04-30,128.037
2021-05-03,128.599
2021-05-04,129.188
2021-05-05,128.595
2021-05-06,128.439
2021-05-07,127.604
2021-05-10,127.773
2021-05-11,126.242
2021-05-12,124.851
2021-05-13,124.556
2021-05-14,124.654
2021-05-17,123.789
2021-05-18,123.841
2021-05-19,124.01
2021-05-20,125.259
2021-05-21,125.93
2021-05-24,126.207
2021-05-25,127.326
2021-05-26,128.72
2021-05-27,127.405
2021-05-28,127.55
2021-05-31,127.901
2021-06-01,127.791
2021-06-02,128.2
2021-06-03,127.848
2021-06-04,128.351
2021-06-07,127.876
2021-06-08,128.982
2021-06-09,129.475
2021-06-10,129.365
2021-06-11,130.183
2021-06-14,129.41
2021-06-15,129.27
2021-06-16,129.366
2021-06-17,129.069
2021-06-18,129.977
2021-06-21,129.077
2021-06-22,128.698
2021-06-23,128.949
2021-06-24,129.08
2021-06-25,127.342
2021-06-28,128.403
2021-06-29,128.075
2021-06-30,129.488
2021-07-01,129.721
2021-07-02,130.691
2021-07-05,129.78
2021-07-06,132.223
2021-07-07,132.672
2021-07-08,132.824
2021-07-09,132.041
2021-07-12,132.575
2021-07-13,132.571
2021-07-14,133.274
2021-07-15,134.019
2021-07-16,134.774
2021-07-19,135.549
2021-07-20,136.596
2021-07-21,135.376
2021-07-22,136.687
2021-07-23,136.88
2021-07-26,136.8
2021-07-27,137.298
2021-07-28,136.833
2021-07-29,137.07
2021-07-30,137.455
2021-08-02,138.574
2021-08-03,138.693
2021-08-04,138.53
2021-08-05,139.324
2021-08-06,138.159
2021-08-09,138.512
2021-08-10,138.926
2021-08-11,138.137
2021-08-12,138.847
2021-08-13,138.938
2021-08-16,138.441
2021-08-17,138.554
2021-08-18,139.0
2021-08-19,139.41
2021-08-20,139.783
2021-08-23,138.966
2021-08-24,138.781
2021-08-25,136.096
2021-08-26,135.953
2021-08-27,136.208
2021-08-30,136.995
2021-08-31,134.571
2021-09-01,134.46
2021-09-02,134.563
2021-09-03,133.773
2021-09-06,134.302
2021-09-07,132.677
2021-09-08,133.303
2021-09-09,135.039
2021-09-10,134.117
2021-09-13,133.9
2021-09-14,134.531
2021-09-15,133.552
2021-09-16,133.417
2021-09-17,132.493
2021-09-20,133.372
2021-09-21,133.903
2021-09-22,134.23
2021-09-23,132.373
2021-09-24,131.045
2021-09-27,131.428
2021-09-28,130.46
2021-09-29,130.95
2021-09-30,130.08
2021-10-01,130.829
2021-10-04,130.251
2021-10-05,129.395
2021-10-06,129.18
2021-10-07,129.422
2021-10-08,128.496
2021-10-11,128.329
2021-10-12,127.818
2021-10-13,129.633
2021-10-14,131.765
2021-10-15,131.142
2021-10-18,131.659
2021-10-19,130.373
2021-10-20,130.201
2021-10-21,130.612
2021-10-22,130.813
2021-10-25,130.681
2021-10-26,131.164
2021-10-27,133.701
2021-10-28,133.152
2021-10-29,132.241
2021-11-01,131.569
2021-11-02,132.436
2021-11-03,133.46
2021-11-04,133.557
2021-11-05,136.139
2021-11-08,134.514
2021-11-09,137.179
2021-11-10,134.841
2021-11-11,134.794
2021-11-12,134.932
2021-11-15,134.284
2021-11-16,133.549
2021-11-17,133.364
2021-11-18,134.941
2021-11-19,136.466
2021-11-22,134.799
2021-11-23,132.044
2021-11-24,131.46
2021-11-25,132.577
2021-11-26,134.8
2021-11-29,134.917
2021-11-30,136.885
2021-12-01,136.727
2021-12-02,137.54
2021-12-03,138.526
2021-12-06,138.747
2021-12-07,138.799
2021-12-08,136.36
2021-12-09,137.179
2021-12-10,137.659
2021-12-13,138.84
2021-12-14,138.579
2021-12-15,138.42
2021-12-16,136.74
2021-12-17,137.847
2021-12-20,136.8
2021-12-21,134.1
2021-12-22,133.587
2021-12-23,131.904
2021-12-24,132.02
2021-12-27,131.949
2021-12-28,132.08
2021-12-29,129.665
2021-12-30,129.34
2021-12-31,129.582
2022-01-03,128.36
2022-01-04,128.142
2022-01-05,128.1
2022-01-06,127.74
2022-01-07,127.1
2022-01-10,127.419
2022-01-11,127.419
2022-01-12,128.379
2022-01-13,129.666
2022-01-14,128.696
2022-01-17,128.202
2022-01-18,127.614
2022-01-19,127.056
2022-01-20,127.92
2022-01-21,128.84
2022-01-24,129.179
2022-01-25,128.579
2022-01-26,127.466
2022-01-27,128.364
2022-01-28,127.984
2022-01-31,126.98
2022-02-01,125.937
2022-02-02,126.79
2022-02-03,123.941
2022-02-04,123.819
2022-02-07,121.931
2022-02-08,120.485
2022-02-09,121.242
2022-02-10,118.937
2022-02-11,118.449
2022-02-14,118.46
2022-02-15,117.234
2022-02-16,117.815
2022-02-17,119.106
2022-02-18,118.891
2022-02-21,118.86
2022-02-22,118.04
2022-02-23,119.179
2022-02-24,120.26
2022-02-25,119.72
2022-02-28,120.78
2022-03-01,126.131
2022-03-02,124.04
2022-03-03,123.86
2022-03-04,126.141
2022-03-07,125.619
2022-03-08,122.719
2022-03-09,119.78
2022-03-10,117.681
2022-03-11,119.13
2022-03-14,115.76
2022-03-15,116.481
2022-03-16,115.821
2022-03-17,116.582
2022-03-18,116.728
2022-03-21,114.201
2022-03-22,113.795
2022-03-23,114.57
2022-03-24,113.801
2022-03-25,113.736
2022-03-28,113.78
2022-03-29,113.72
2022-03-30,112.544
2022-03-31,114.78
2022-04-01,113.6
2022-04-04,114.127
2022-04-05,111.16
2022-04-06,109.48
2022-04-07,109.193
2022-04-08,109.161
2022-04-11,107.28
2022-04-12,107.39
2022-04-13,107.769
2022-04-14,105.199
2022-04-19,103.272
2022-04-20,105.133
2022-04-21,104.08
2022-04-22,103.859
2022-04-25,105.34
2022-04-26,105.811
2022-04-27,105.083
2022-04-28,103.28
2022-04-29,102.68
2022-05-02,100.91
2022-05-03,101.853
2022-05-04,101.806
2022-05-05,100.32
2022-05-06,99.519
2022-05-09,98.686
2022-05-10,101.109
2022-05-11,101.771
2022-05-12,104.29
2022-05-13,102.19
2022-05-16,102.45
2022-05-17,100.47
2022-05-18,101.51
2022-05-19,102.82
2022-05-20,100.84
2022-05-23,99.07
2022-05-24,99.662
2022-05-25,99.369
2022-05-26,97.8
2022-05-27,98.928
2022-05-30,97.243
2022-05-31,95.616
2022-06-01,94.08
2022-06-02,92.873
2022-06-03,92.183
2022-06-06,91.01
2022-06-07,92.167
2022-06-08,91.02
2022-06-09,89.86
2022-06-10,88.96
2022-06-13,86.88
2022-06-14,83.46
2022-06-15,85.661
2022-06-16,86.5
2022-06-17,87.079
2022-06-20,85.107
2022-06-21,84.192
2022-06-22,87.04
2022-06-23,89.573
2022-06-24,89.311
2022-06-27,87.999
2022-06-28,86.335
2022-06-29,88.543
2022-06-30,89.984
2022-07-01,92.064
2022-07-04,89.471
2022-07-05,91.84
2022-07-06,91.52
2022-07-07,90.304
2022-07-08,88.992
2022-07-11,90.431
2022-07-12,93.884
2022-07-13,94.8
2022-07-14,93.664
2022-07-15,94.4
2022-07-18,92.962
2022-07-19,93.32
2022-07-20,93.279
2022-07-21,93.717
2022-07-22,95.744
2022-07-25,95.75
2022-07-26,97.25
2022-07-27,97.472
2022-07-28,99.68
2022-07-29,101.248
2022-08-01,103.135
2022-08-02,103.26
2022-08-03,101.664
2022-08-04,102.68
2022-08-05,100.64
2022-08-08,101.42
2022-08-09,100.42
2022-08-10,101.138
2022-08-11,98.999
2022-08-12,98.048
2022-08-15,100.076
2022-08-16,97.664
2022-08-17,96.096
2022-08-18,96.384
2022-08-19,93.93
2022-08-22,92.2
2022-08-23,91.593
2022-08-24,91.0
2022-08-25,91.161
2022-08-26,90.341
2022-08-29,88.82
2022-08-30,89.025
2022-08-31,88.576
2022-09-01,86.89
2022-09-02,87.783
2022-09-05,87.202
2022-09-06,87.439
2022-09-07,88.352
2022-09-08,87.326
2022-09-09,86.286
2022-09-12,87.43
2022-09-13,86.95
2022-09-14,88.06
2022-09-15,87.719
2022-09-16,87.469
2022-09-19,86.939
2022-09-20,84.57
2022-09-21,86.088
2022-09-22,85.46
2022-09-23,85.259
2022-09-26,84.29
2022-09-27,80.782
2022-09-28,81.79
2022-09-29,79.8
2022-09-30,80.92
2022-10-03,84.85
2022-10-04,84.73
2022-10-05,82.19
2022-10-06,81.46
2022-10-07,79.725
2022-10-10,78.176
2022-10-11,77.417
2022-10-12,75.821
2022-10-13,77.29
2022-10-14,75.0
2022-10-17,77.05
2022-10-18,76.843
2022-10-19,76.32
2022-10-20,76.22
2022-10-21,75.1
2022-10-24,77.07
2022-10-25,80.705
2022-10-26,81.393
2022-10-27,83.649
2022-10-28,82.423
2022-10-31,80.43
2022-11-01,80.615
2022-11-02,81.29
2022-11-03,79.69
2022-11-04,79.27
2022-11-07,78.821
2022-11-08,80.504
2022-11-09,81.675
2022-11-10,84.49
2022-11-11,81.377
2022-11-14,81.298
2022-11-15,82.76
2022-11-16,84.8
2022-11-17,84.951
2022-11-18,85.47
2022-11-21,86.02
2022-11-22,86.09
2022-11-23,88.352
2022-11-24,90.13
2022-11-25,87.87
2022-11-28,87.349
2022-11-29,88.83
2022-11-30,88.75
2022-12-01,90.61
2022-12-02,90.886
2022-12-05,90.632
2022-12-06,91.999
2022-12-07,92.04
2022-12-08,91.785
2022-12-09,89.711
2022-12-12,90.511
2022-12-13,90.156
2022-12-14,88.186
2022-12-15,85.96
2022-12-16,84.34
2022-12-19,83.59
2022-12-20,81.5
2022-12-21,81.47
2022-12-22,80.8
2022-12-23,80.423
2022-12-27,77.745
2022-12-28,77.642
2022-12-29,78.344
2022-12-30,76.041
2023-01-02,78.24
2023-01-03,79.899
2023-01-04,82.047
2023-01-05,81.029
2023-01-06,82.64
2023-01-09,82.197
2023-01-10,81.168
2023-01-11,83.138
2023-01-12,84.0
2023-01-13,83.0
2023-01-16,83.006
2023-01-17,84.45
2023-01-18,86.931
2023-01-19,86.321
2023-01-20,83.175
2023-01-23,82.565
2023-01-24,83.915
2023-01-25,83.49
2023-01-26,82.48
2023-01-27,81.901
2023-01-30,81.12
2023-01-31,81.779
2023-02-01,81.282
2023-02-02,84.832
2023-02-03,81.98
2023-02-06,81.047
2023-02-07,81.04
2023-02-08,80.014
2023-02-09,81.23
2023-02-10,80.006
2023-02-13,80.196
2023-02-14,79.467
2023-02-15,78.069
2023-02-16,78.25
2023-02-17,78.944
2023-02-20,78.59
2023-02-21,77.277
2023-02-22,77.09
2023-02-23,78.267
2023-02-24,77.34
2023-02-27,76.04
2023-02-28,75.49
2023-03-01,74.657
2023-03-02,74.24
2023-03-03,75.02
2023-03-06,74.97
2023-03-07,75.69
2023-03-08,76.699
2023-03-09,76.32
2023-03-10,77.489
2023-03-13,79.81
2023-03-14,77.73
2023-03-15,81.92
2023-03-16,80.4
2023-03-17,82.02
2023-03-20,81.901
2023-03-21,80.468
2023-03-22,79.63
2023-03-23,81.41
2023-03-24,81.78
2023-03-27,80.5
2023-03-28,79.4
2023-03-29,79.023
2023-03-30,78.42
2023-03-31,79.341
2023-04-03,80.43
2023-04-04,79.656
2023-04-05,80.967
2023-04-06,80.58
2023-04-11,79.079
2023-04-12,77.939
2023-04-13,77.658
2023-04-14,77.12
2023-04-17,76.529
2023-04-18,76.8
2023-04-19,76.379
2023-04-20,76.956
2023-04-21,76.45
2023-04-24,76.422
2023-04-25,77.968
2023-04-26,77.212
2023-04-27,76.527
2023-04-28,78.397
2023-05-02,78.84
2023-05-03,78.96
2023-05-04,78.949
2023-05-05,77.464
2023-05-08,77.166
2023-05-09,76.482
2023-05-10,77.26
2023-05-11,78.616
2023-05-12,77.66
2023-05-15,77.048
2023-05-16,76.2
2023-05-17,76.82
2023-05-18,74.887
2023-05-19,75.83
2023-05-22,75.316
2023-05-23,74.998
2023-05-24,75.267
2023-05-25,74.962
2023-05-26,74.41
2023-05-29,76.27
2023-05-30,77.424
2023-05-31,78.159
2023-06-01,78.302
2023-06-02,78.026
2023-06-05,77.01
2023-06-06,76.792
2023-06-07,75.82
2023-06-08,76.25
2023-06-09,77.61
2023-06-12,77.36
2023-06-13,77.08
2023-06-14,76.872
2023-06-15,77.074
2023-06-16,78.24
2023-06-19,76.967
2023-06-20,78.79
2023-06-21,78.817
2023-06-22,78.325
2023-06-23,79.901
2023-06-26,80.299
2023-06-27,79.861
2023-06-28,80.624
2023-06-29,79.277
2023-06-30,79.85
2023-07-03,79.664
2023-07-04,78.679
2023-07-05,78.245
2023-07-06,76.261
2023-07-07,75.853
2023-07-10,75.616
2023-07-11,75.156
2023-07-12,76.382
2023-07-13,77.852
2023-07-14,77.72
2023-07-17,77.881
2023-07-18,79.617
2023-07-19,78.532
2023-07-20,78.113
2023-07-21,78.522
2023-07-24,78.73
2023-07-25,78.655
2023-07-26,77.838
2023-07-27,77.883
2023-07-28,77.352
2023-07-31,77.367
2023-08-01,76.113
2023-08-02,76.067
2023-08-03,75.354
2023-08-04,76.073
2023-08-07,75.377
2023-08-08,77.341
2023-08-09,76.799
2023-08-10,76.392
2023-08-11,75.139
2023-08-14,74.981
2023-08-15,74.342
2023-08-16,74.728
2023-08-17,73.759
2023-08-18,74.742
2023-08-21,73.468
2023-08-22,74.802
2023-08-23,76.272
2023-08-24,76.574
2023-08-25,75.936
2023-08-28,75.826
2023-08-29,76.795
2023-08-30,76.256
2023-08-31,77.033
2023-09-01,75.42
2023-09-04,74.998
2023-09-05,74.385
2023-09-06,74.001
2023-09-07,74.582
2023-09-08,74.849
2023-09-11,74.09
2023-09-12,74.152
2023-09-13,74.209
2023-09-14,74.96
2023-09-15,73.203
2023-09-18,72.665
2023-09-19,72.574
2023-09-20,73.066
2023-09-21,72.525
2023-09-22,72.199
2023-09-25,70.765
2023-09-26,70.371
2023-09-27,69.852
2023-09-28,68.546
2023-09-29,69.899
2023-10-02,68.642
2023-10-03,67.317
2023-10-04,68.01
2023-10-05,68.392
2023-10-06,68.456
2023-10-09,69.604
2023-10-10,69.903
2023-10-11,71.847
2023-10-12,70.762
2023-10-13,71.24
2023-10-16,70.361
2023-10-17,69.334
2023-10-18,68.533
2023-10-19,68.926
2023-10-20,68.842
2023-10-23,69.53
2023-10-24,69.429
2023-10-25,68.353
2023-10-26,68.724
2023-10-27,68.679
2023-10-30,68.929
2023-10-31,69.177
2023-11-01,69.613
2023-11-02,70.956
2023-11-03,72.422
2023-11-06,70.908
2023-11-07,72.499
2023-11-08,73.799
2023-11-09,72.827
2023-11-10,72.205
2023-11-13,72.318
2023-11-14,74.14
2023-11-15,73.432
2023-11-16,74.306
2023-11-17,74.272
2023-11-20,74.415
2023-11-21,75.289
2023-11-22,75.271
2023-11-23,74.424
2023-11-24,74.326
2023-11-27,75.245
2023-11-28,75.75
2023-11-29,76.465
2023-11-30,76.013
2023-12-01,77.25
2023-12-04,77.755
2023-12-05,80.286
2023-12-06,81.329
2023-12-07,81.292
2023-12-08,80.102
2023-12-11,80.024
2023-12-12,81.041
2023-12-13,82.12
2023-12-14,82.92
2023-12-15,84.995
2023-12-18,83.769
2023-12-19,85.356
2023-12-20,86.147
2023-12-21,86.334
2023-12-22,85.822
2023-12-27,87.049
2023-12-28,85.758
2023-12-29,83.851
2024-01-02,82.847
2024-01-03,83.701
2024-01-04,82.368
2024-01-05,82.006
2024-01-08,82.185
2024-01-09,81.121
2024-01-10,80.952
2024-01-11,81.116
2024-01-12,82.07
2024-01-15,81.172
2024-01-16,80.945
2024-01-17,80.527
2024-01-18,79.756
2024-01-19,80.492
2024-01-22,80.803
2024-01-23,79.341
2024-01-24,79.718
2024-01-25,80.208
2024-01-26,80.069
2024-01-29,80.805
2024-01-30,80.282
2024-01-31,81.891
2024-02-01,82.275
2024-02-02,81.066
2024-02-05,79.729
2024-02-06,79.716
2024-02-07,79.51
2024-02-08,78.944
2024-02-09,78.846
2024-02-12,79.378
2024-02-13,79.611
2024-02-14,80.352
2024-02-15,80.512
2024-02-16,80.389
2024-02-19,79.904
2024-02-20,80.409
2024-02-21,79.39
2024-02-22,80.26
2024-02-23,81.297
2024-02-26,79.872
2024-02-27,79.452
2024-02-28,79.448
2024-02-29,80.726
2024-03-01,80.222
2024-03-04,80.655
2024-03-05,82.245
2024-03-06,82.348
2024-03-07,82.935
2024-03-08,83.197
2024-03-11,82.544
2024-03-12,82.556
2024-03-13,82.0
2024-03-14,81.251
2024-03-15,81.082
2024-03-18,80.824
2024-03-19,80.481
2024-03-20,80.757
2024-03-21,81.16
2024-03-22,82.051
2024-03-25,81.328
2024-03-26,81.919
2024-03-27,82.623
2024-03-28,82.211
2024-04-02,79.803
2024-04-03,80.077
2024-04-04,81.011
2024-04-05,80.34
2024-04-08,80.197
2024-04-09,81.615
2024-04-10,81.003
2024-04-11,80.039
2024-04-12,81.662
2024-04-15,80.256
2024-04-16,79.4
2024-04-17,79.771
2024-04-18,79.613
2024-04-19,79.7
2024-04-22,79.969
2024-04-23,79.573
2024-04-24,77.993
2024-04-25,77.653
2024-04-26,78.655
2024-04-29,79.672
2024-04-30,79.128
2024-05-02,79.715
2024-05-03,80.128
2024-05-06,80.557
2024-05-07,81.477
2024-05-08,80.76
2024-05-09,79.893
2024-05-10,79.616
2024-05-13,79.801
2024-05-14,79.0
2024-05-15,81.137
2024-05-16,80.75
2024-05-17,79.942
2024-05-20,79.647
2024-05-21,79.857
2024-05-22,79.497
2024-05-23,79.048
2024-05-24,79.168
2024-05-27,79.7
2024-05-28,78.9
2024-05-29,77.31
2024-05-30,77.644
2024-05-31,78.026
2024-06-03,79.113
2024-06-04,79.442
2024-06-05,80.172
2024-06-06,79.719
2024-06-07,78.894
2024-06-10,77.132
2024-06-11,77.223
2024-06-12,78.507
2024-06-13,78.468
2024-06-14,79.962
2024-06-17,79.38
2024-06-18,79.927
2024-06-19,79.419
2024-06-20,79.185
2024-06-21,78.907
2024-06-24,78.84
2024-06-25,79.211
2024-06-26,78.43
2024-06-27,78.04
2024-06-28,77.567
2024-07-01,76.413
2024-07-02,76.525
2024-07-03,77.626
2024-07-04,77.564
2024-07-05,78.453
2024-07-08,78.875
2024-07-09,77.938
2024-07-10,78.963
2024-07-11,79.466
2024-07-12,79.179
2024-07-15,79.82
2024-07-16,80.243
2024-07-17,80.594
2024-07-18,80.355
2024-07-19,79.441
2024-07-22,79.393
2024-07-23,79.719
2024-07-24,79.104
2024-07-25,79.514
2024-07-26,79.491
2024-07-29,80.361
2024-07-30,80.384
2024-07-31,81.351
2024-08-01,81.752
2024-08-02,82.318
2024-08-05,82.266
2024-08-06,82.754
2024-08-07,81.443
2024-08-08,81.184
2024-08-09,82.081
2024-08-12,82.135
2024-08-13,82.821
2024-08-14,82.833
2024-08-15,81.888
2024-08-16,82.077
2024-08-19,82.227
2024-08-20,82.646
2024-08-21,82.765
2024-08-22,82.25
2024-08-23,82.36
2024-08-26,82.014
2024-08-27,80.911
2024-08-28,81.564
2024-08-29,81.057
2024-08-30,80.979
2024-09-02,80.6
2024-09-03,81.427
2024-09-04,82.343
2024-09-05,82.575
2024-09-06,82.893
2024-09-09,82.924
2024-09-10,83.225
2024-09-11,83.798
2024-09-12,83.18
2024-09-13,83.121
2024-09-16,83.716
2024-09-17,83.523
2024-09-18,82.376
2024-09-19,81.76
2024-09-20,81.48
2024-09-23,81.573
2024-09-24,82.164
2024-09-25,81.486
2024-09-26,81.674
2024-09-27,82.042
2024-09-30,82.154
2024-10-01,83.901
2024-10-02,83.116
2024-10-03,82.284
2024-10-04,81.986
2024-10-07,81.527
2024-10-08,81.487
2024-10-09,81.238
2024-10-10,81.471
2024-10-11,81.262
2024-10-14,81.381
2024-10-15,82.314
2024-10-16,83.115
2024-10-17,82.355
2024-10-18,82.889
2024-10-21,81.023
2024-10-22,80.557
2024-10-23,80.537
2024-10-24,81.571
2024-10-25,80.984
2024-10-28,81.225
2024-10-29,80.5
2024-10-30,80.837
2024-10-31,80.987
2024-11-01,80.517
2024-11-04,81.252
2024-11-05,81.097
2024-11-06,79.929
2024-11-07,79.285
2024-11-08,80.879
2024-11-11,81.695
2024-11-12,81.472
2024-11-13,81.332
2024-11-14,82.095
2024-11-15,82.183
2024-11-18,82.086
2024-11-19,82.316
2024-11-20,82.393
2024-11-21,82.1
2024-11-22,82.683
2024-11-25,83.526
2024-11-26,83.651
2024-11-27,84.36
2024-11-28,85.194
2024-11-29,85.758
2024-12-02,86.245
2024-12-03,86.312
2024-12-04,86.443
2024-12-05,86.729
2024-12-06,86.743
2024-12-09,86.3
2024-12-10,86.058
2024-12-11,85.338
2024-12-12,84.248
2024-12-13,83.414
2024-12-16,83.268
2024-12-17,83.521
2024-12-18,83.301
2024-12-19,82.157
2024-12-20,82.591
2024-12-23,81.994
2024-12-24,81.706
2024-12-27,80.749
2024-12-30,81.384
2024-12-31,81.544
2025-01-02,80.704
2025-01-03,79.943
2025-01-06,80.164
2025-01-07,79.382
2025-01-08,78.514
2025-01-09,78.075
2025-01-10,77.902
2025-01-13,77.48
2025-01-14,77.119
2025-01-15,78.7
2025-01-16,78.531
2025-01-17,79.058
2025-01-20,79.181
2025-01-21,79.665
2025-01-22,79.473
2025-01-23,79.145
2025-01-24,78.961
2025-01-27,79.548
2025-01-28,79.0
2025-01-29,78.786
2025-01-30,79.318
2025-01-31,79.889
2025-02-03,81.504
2025-02-04,81.311
2025-02-05,82.392
2025-02-06,82.2
2025-02-07,81.943
2025-02-10,81.843
2025-02-11,80.633
2025-02-12,79.901
2025-02-13,81.019
