,AM3A FP Equity_DX_SI_QTY,AM3A FP Equity_DX_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AM3A FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AM3A FP Equity_DX_SI_MV,AM3A FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SUPPLY_SI_QTY,AM3A FP Equity_DX_BROKER_SI_QTY,AM3A FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AM3A FP Equity_DX_BROKER_SI_MV_NEW_x,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_x,AM3A FP Equity_DX_BROKER_SI_MV_INC_x,AM3A FP Equity_DX_BROKER_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_NEW,AM3A FP Equity_DX_SUPPLY_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_QTY_INC,AM3A FP Equity_DX_SUPPLY_SI_QTY_DEC,AM3A FP Equity_DX_BROKER_SI_MV_NEW_y,AM3A FP Equity_DX_BROKER_SI_MV_INC_y,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_y,AM3A FP Equity_DX_BROKER_SI_MV_ADD,AM3A FP Equity_DX_SUPPLY_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_DEC,AM3A FP Equity_DX_SUPPLY_SI_MV,AM3A FP Equity_DX_BROKER_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_MV_RMV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AM3A FP Equity_DX_UTILIZATION_QUANTITY,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AM3A FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_MV,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AM3A FP Equity_DX_BROKER_SI_CON_RATIO,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AM3A FP Equity_DX_DEMAND_SUPPLY_RATIO,AM3A FP Equity_PX_LAST
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.05
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.04
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.81
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.95
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.45
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.29
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.44
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.94
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.03
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.65
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.05
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.76
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.51
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.42
2017-09-13,4000.0,905600.0,24.98,2.29,0.91,905600.0,0.0,4000.0,0.0,,,,4000.0,,,,,,,,0.91,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,226.4
2017-09-14,4000.0,905080.0,25.05,2.29,0.91,905080.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,226.27
2017-09-15,4000.0,904320.0,12.09,2.29,0.9,904320.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,226.08
2017-09-18,4000.0,903000.0,12.08,2.29,0.91,903000.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,225.75
2017-09-19,4000.0,903560.0,12.09,2.29,0.9,903560.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,225.89
2017-09-20,4000.0,904240.0,10.11,2.29,0.9,904240.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,226.06
2017-09-21,4000.0,903520.0,3.25,2.29,0.9,903520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,225.88
2017-09-22,4000.0,903960.0,3.25,2.29,0.9,903960.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,225.99
2017-09-25,4000.0,906440.0,3.25,2.29,0.9,906440.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,226.61
2017-09-26,4000.0,905960.0,3.25,2.96,0.91,905960.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,226.49
2017-09-27,4000.0,902080.0,3.25,2.96,0.91,902080.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,225.52
2017-09-28,4000.0,901640.0,3.03,2.96,0.9,901640.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,225.41
2017-09-29,4000.0,903400.0,3.03,2.67,0.9,903400.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,225.85
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.98
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.68
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.88
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.83
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.84
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.13
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.15
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.72
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.24
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.27
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.91
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.79
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.97
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.44
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.57
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.56
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.36
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.49
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.35
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.42
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.52
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.94
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.24
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.16
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.29
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.96
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.71
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.12
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.48
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.53
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.68
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.93
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.33
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.43
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.27
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.95
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.32
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.35
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.48
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.83
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.41
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.19
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.29
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.84
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.71
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.89
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.18
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.09
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.69
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.31
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.25
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.16
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.46
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.85
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.55
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.98
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.42
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.61
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.43
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.63
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.07
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.89
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.57
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.74
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.77
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.57
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.55
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.66
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.64
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.27
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.05
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.96
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.07
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.17
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.89
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.45
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.68
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.35
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.97
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.76
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.76
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.88
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.66
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.52
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.42
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.99
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.43
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.33
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.54
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.74
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.47
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.72
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4107
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6839
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.8845
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.8739
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0582
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5071
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9108
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3725
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9225
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3065
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4156
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.7866
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9964
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2367
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1834
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.258
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9238
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1098
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1782
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5662
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6095
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6071
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3495
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5508
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0049
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4369
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3162
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1707
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2995
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0951
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0412
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0542
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2642
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1255
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1302
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1599
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4812
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4361
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4999
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1783
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5304
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.425
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2748
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9663
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5877
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.882
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1771
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3982
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3955
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.34
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6915
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3075
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.5271
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.152
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8748
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3231
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9519
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.4577
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1364
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.9145
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6821
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9796
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3611
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1843
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4843
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.146
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.603
2018-06-06,1850.0,420230.28,1.21,0.47,0.42,420230.28,0.0,1850.0,0.0,,,,1850.0,,,,,,,,0.42,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,227.1515
2018-06-07,3750.0,849990.75,2.46,0.95,0.85,849990.75,0.0,3750.0,0.0,,,,1900.0,,,,,,,,0.43,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,226.6642
2018-06-08,3750.0,851520.75,2.42,0.95,0.85,851520.75,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,227.0722
2018-06-11,3750.0,849430.5,2.48,0.95,0.85,849430.5,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,226.5148
2018-06-12,3750.0,849388.13,2.5,0.95,0.85,849388.13,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,226.5035
2018-06-13,3750.0,851190.38,2.49,0.95,0.85,851190.38,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,226.9841
2018-06-14,3750.0,854025.75,2.4,0.95,0.85,854025.75,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,227.7402
2018-06-15,3750.0,855177.75,2.45,0.95,0.85,855177.75,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,228.0474
2018-06-18,3750.0,855157.5,2.35,0.95,0.86,855157.5,0.0,3750.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.5001,50.67,0.0,228.042
2018-06-19,1850.0,422781.61,1.22,0.47,0.42,422781.61,0.0,1850.0,0.0,,,,,,,,,,,,,,1900.0,0.0,0.44,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,228.5306
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.401
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.7581
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6497
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.697
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3853
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8549
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1987
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4437
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0656
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3215
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0271
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.2381
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0539
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9148
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7344
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9043
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0896
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3063
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8582
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0962
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.1762
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.2519
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4642
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.9345
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3332
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2971
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0622
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0637
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3148
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5992
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7827
