,STF FP Equity_DX_SI_QTY,STF FP Equity_DX_SHORT_INTEREST_VALUE,STF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STF FP Equity_DX_SI_MV,STF FP Equity_DX_DSS,STF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY,STF FP Equity_DX_BROKER_SI_QTY,STF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STF FP Equity_DX_BROKER_SI_MV_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_INC_x,STF FP Equity_DX_BROKER_SI_MV_INC_x,STF FP Equity_DX_SUPPLY_SI_MV_NEW,STF FP Equity_DX_BROKER_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_NEW,STF FP Equity_DX_SUPPLY_SI_MV_DEC,STF FP Equity_DX_BROKER_SI_QTY_INC,STF FP Equity_DX_SUPPLY_SI_QTY_DEC,STF FP Equity_DX_BROKER_SI_MV_NEW_y,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STF FP Equity_DX_BROKER_SI_MV_INC_y,STF FP Equity_DX_SUPPLY_SI_QTY_INC_y,STF FP Equity_DX_BROKER_SI_MV_ADD,STF FP Equity_DX_SUPPLY_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_DEC,STF FP Equity_DX_SUPPLY_SI_MV,STF FP Equity_DX_BROKER_SI_MV_DEC,STF FP Equity_DX_SUPPLY_SI_MV_RMV,STF FP Equity_DX_BROKER_SI_MV_RMV,STF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STF FP Equity_DX_UTILIZATION_QUANTITY,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STF FP Equity_DX_ACTIVE_UTILIZATION_MV,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STF FP Equity_DX_BROKER_SI_CON_RATIO,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STF FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-01-04,2143.0,81080.18,0.04,0.36,0.02,0.11,0.0,22738.77,1871.0,601.0,70789.09,,,,,,,,,,,,,,,,,63.0,0.1,0.0,,,18.19,18.19,8413.0,318304.97,,0.43,18.13,15.45,0.5464,71.52,0.2084
2008-01-07,2080.0,76088.28,0.04,0.34,0.02,0.1,0.0,19680.53,1871.0,538.0,68442.87,,,,,,,,,,,,,,,,,63.0,0.09,0.0,,,18.19,18.19,8413.0,307755.15,,0.42,17.97,16.17,0.5727,73.15,0.2023
2008-01-08,2080.0,77106.91,0.04,0.37,0.02,0.1,0.0,19944.0,1871.0,538.0,69359.15,,,,,,,,,,,,,,,,,,0.09,,,,18.19,18.19,8413.0,311875.2,,0.42,18.32,15.51,0.5813,73.89,0.2023
2008-01-09,2080.0,75563.53,0.04,0.37,0.02,0.1,0.0,19544.8,1871.0,538.0,67970.85,,,,,,,,,,,,,,,,,,0.09,,,,18.19,18.19,8413.0,305632.7,,0.41,18.08,15.97,0.574,73.28,0.2023
2008-01-10,5580.0,200395.09,0.11,1.01,0.04,0.28,0.0,109103.99,2871.0,3038.0,103106.51,,,,,,2500.0,,,,,,,,,0.12,1000.0,,0.15,,,,100.0,27.92,0.0,0.0,,0.0,100.0,32.9,0.4193,55.1,0.5426
2008-01-11,7080.0,258362.39,0.15,1.29,0.05,0.35,0.0,110862.28,4371.0,3038.0,159505.94,,,,,,,,,,,,,,,,1500.0,,0.21,,,,100.0,58.63,0.0,0.0,,0.0,100.0,33.33,0.4189,54.82,0.9497
2008-01-14,7080.0,255210.35,0.15,1.3,0.05,0.35,0.0,109509.75,4371.0,3038.0,157559.95,,,,,,,,,,,,,,,,,,0.21,,,,100.0,53.67,0.0,0.0,,0.0,100.0,33.01,0.4188,54.99,0.8694
2008-01-15,7080.0,252163.38,0.15,1.28,0.05,0.35,0.0,108202.31,4371.0,3038.0,155678.83,,,,,,,,,,,,,,,,,,0.21,,,,100.0,53.67,0.0,0.0,,0.0,100.0,32.77,0.4202,55.26,0.8694
2008-01-16,7080.0,234827.15,0.15,1.37,0.05,0.34,0.0,100763.4,4371.0,3038.0,144975.91,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.67,0.0,0.0,,0.0,100.0,31.22,0.4255,56.6,0.8694
2008-01-17,7080.0,233776.46,0.15,1.41,0.05,0.33,0.0,100312.56,4371.0,3038.0,144327.25,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.67,0.0,0.0,,0.0,100.0,31.33,0.4292,56.92,0.8694
2008-01-18,7080.0,225896.36,0.15,1.44,0.05,0.33,0.0,96931.23,4371.0,3038.0,139462.29,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.67,0.0,0.0,,0.0,100.0,30.63,0.4319,57.53,0.8694
2008-01-21,7080.0,209610.81,0.15,1.45,0.05,0.32,0.0,89943.17,4371.0,3038.0,129408.03,,,,,,,,,,,,,,,,,,0.18,,,,100.0,53.67,0.0,0.0,,0.0,100.0,29.04,0.4401,59.04,0.8694
2008-01-22,6751.0,203326.82,0.14,1.36,0.05,0.3,0.0,81589.74,4042.0,2709.0,121737.08,,,,,,,,0.01,,329.0,,,,,,,329.0,0.16,0.01,,,100.0,49.63,0.0,0.0,,0.0,100.0,31.55,0.498,62.88,0.829
2008-01-23,6751.0,207785.09,0.14,1.34,0.05,0.3,0.0,83378.73,4042.0,2709.0,124406.36,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.63,0.0,0.0,,0.0,100.0,32.29,0.5079,63.38,0.829
2008-01-24,7651.0,246101.82,0.16,1.5,0.06,0.34,0.0,116086.98,4042.0,3609.0,130014.84,,,,0.02,,300.0,,,600.0,,,,0.02,,0.01,,,0.17,,,,100.0,49.63,0.0,0.0,,0.0,100.0,28.08,0.3777,52.6,0.9395
2008-01-25,7651.0,259499.75,0.16,1.27,0.06,0.35,0.0,122406.82,4042.0,3609.0,137092.93,,,,,,,,,,,,,,,,,,0.18,,,,100.0,49.63,0.0,0.0,,0.0,100.0,29.22,0.3745,51.73,0.9395
2008-01-28,7651.0,261146.1,0.16,0.96,0.06,0.36,0.0,123183.41,4042.0,3609.0,137962.69,,,,,,,,,,,,,,,,,,0.19,,,,100.0,49.63,0.0,0.0,,0.0,100.0,29.35,0.3744,51.66,0.9395
2008-01-29,7651.0,260351.31,0.16,1.0,0.06,0.36,0.0,122808.51,4042.0,3609.0,137542.81,,,,,,,,,,,,,,,,,,0.19,,,,100.0,49.63,0.0,0.0,,0.0,100.0,29.18,0.3727,51.57,0.9395
2008-01-30,7651.0,260748.71,0.16,1.02,0.06,0.36,0.0,122995.96,4042.0,3609.0,137752.75,,,,,,,,,,,,,,,,,,0.19,,,,100.0,49.63,0.0,0.0,,0.0,100.0,29.28,0.3728,51.52,0.9395
2008-01-31,6842.0,225867.11,0.14,0.92,0.05,0.32,0.0,92433.19,4042.0,2800.0,133433.92,,,,,,,,,,,,,,,,,809.0,0.18,0.03,,,100.0,49.63,0.0,0.0,,0.0,100.0,33.16,0.4788,60.38,0.8401
2008-02-01,5151.0,170082.28,0.11,0.75,0.04,0.24,0.0,119166.56,1542.0,3609.0,50915.72,,,,,,809.0,,0.11,,2500.0,,,,,0.03,,,0.07,,,,100.0,23.21,0.0,0.0,,0.0,100.0,28.32,0.3716,51.73,0.7753
2008-02-04,5151.0,170082.28,0.1,0.75,0.04,0.24,0.0,119166.56,1542.0,3609.0,50915.72,,,,,,,,,,,,,,,,,,0.07,,,,100.0,23.21,0.0,0.0,,0.0,100.0,28.38,0.3717,51.71,0.7753
2008-02-05,5151.0,166260.21,0.1,0.9,0.04,0.24,0.0,116488.66,1542.0,3609.0,49771.55,,,,,,,,,,,,,,,,,,0.07,,,,100.0,23.21,0.0,0.0,,0.0,100.0,27.94,0.3722,51.97,0.7753
2008-02-06,5151.0,161329.74,0.1,0.9,0.04,0.24,0.0,113034.17,1542.0,3609.0,48295.56,,,,,,,,,,,,,,,,,,0.07,,,,100.0,23.21,0.0,0.0,,0.0,100.0,27.43,0.376,52.58,0.7753
2008-02-07,29142.0,854346.22,0.59,5.06,0.21,1.22,0.0,809139.92,1542.0,27600.0,45206.3,,,,1.03,,,,,24491.0,,,,1.03,,,,500.0,0.06,0.04,,,23.21,23.21,5102.0,149573.62,,0.21,22.83,6.89,0.767,87.16,4.3862
2008-02-08,29142.0,885484.12,0.59,4.91,0.21,1.23,0.0,838630.22,1542.0,27600.0,46853.91,,,,,,,,,,,,,,,,,,0.06,,,,23.21,23.21,5102.0,155025.05,,0.21,23.55,6.88,0.7644,87.0,4.3862
2008-02-11,29142.0,864725.52,0.59,4.84,0.21,1.23,0.0,818970.02,1542.0,27600.0,45755.5,,,,,,,,,,,,,,,,,,0.06,,,,14.95,14.95,8774.0,260349.38,,0.35,14.88,6.89,0.7661,87.1,2.8249
2008-02-12,29348.0,871055.89,0.6,4.8,0.21,1.23,0.0,825288.95,1542.0,27806.0,45766.94,,,,0.0,,103.0,,,103.0,,,,0.0,,0.0,,,0.06,,,,14.95,14.95,8774.0,260414.49,,0.35,14.94,6.84,0.7617,86.85,2.8449
2008-02-13,29348.0,868878.25,0.6,4.55,0.21,1.23,0.0,823225.72,1542.0,27806.0,45652.52,,,,,,,,,,,,,,,,,,0.06,,,,14.61,14.61,9015.0,266898.51,,0.36,14.59,6.84,0.7618,86.87,2.78
2008-02-14,31071.0,976604.45,0.63,4.81,0.23,1.31,0.0,928137.26,1542.0,29529.0,48467.19,,,,0.07,,,,,1723.0,,,,0.07,,,,,0.07,,,,14.61,14.61,9015.0,283353.9,,0.38,14.77,6.46,0.768,87.25,2.9432
2008-02-15,31071.0,1014414.45,0.63,4.92,0.23,1.31,0.0,964070.81,1542.0,29529.0,50343.63,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294324.17,,0.39,14.89,6.45,0.7653,87.08,2.9432
2008-02-18,32794.0,1070667.42,0.67,5.19,0.24,1.38,0.0,1020323.78,1542.0,31252.0,50343.63,,,,,,1723.0,,,,,,,,,0.07,,,0.07,,,,14.61,14.61,9015.0,294324.17,,0.4,14.59,6.1,0.6893,82.48,3.1064
2008-02-19,32794.0,1070667.42,0.67,5.33,0.24,1.39,0.0,1020323.78,1542.0,31252.0,50343.63,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294324.17,,0.4,14.61,6.09,0.686,82.27,3.1064
2008-02-20,32794.0,1075534.09,0.67,5.31,0.24,1.39,0.0,1024961.62,1542.0,31252.0,50572.47,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295662.01,,0.4,14.58,6.08,0.6861,82.28,3.1064
2008-02-21,32794.0,1076750.76,0.67,5.32,0.24,1.39,0.0,1026121.08,1542.0,31252.0,50629.68,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295996.47,,0.4,14.66,6.1,0.6852,82.22,3.1064
2008-02-22,32794.0,1076750.76,0.67,5.36,0.24,1.39,0.0,1026121.08,1542.0,31252.0,50629.68,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295996.47,,0.4,14.61,6.09,0.6852,82.22,3.1064
2008-02-25,32794.0,1076750.76,0.67,5.37,0.24,1.39,0.0,1026121.08,1542.0,31252.0,50629.68,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295996.47,,0.4,14.6,6.09,0.6852,82.22,3.1064
2008-02-26,32794.0,1073100.75,0.67,5.41,0.24,1.39,0.0,1022642.7,1542.0,31252.0,50458.05,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294993.09,,0.4,14.65,6.08,0.6852,82.22,3.1064
2008-02-27,32794.0,1076750.76,0.67,5.42,0.24,1.39,0.0,1026121.08,1542.0,31252.0,50629.68,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295996.47,,0.4,14.75,6.08,0.6851,82.21,3.1064
2008-02-28,32794.0,1070667.42,0.67,5.45,0.24,1.39,0.0,1020323.78,1542.0,31252.0,50343.63,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294324.17,,0.4,14.6,6.09,0.6858,82.25,3.1064
2008-02-29,32794.0,1058500.74,0.67,5.42,0.24,1.39,0.0,1008729.2,1542.0,31252.0,49771.55,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,290979.58,,0.39,14.62,6.09,0.6861,82.28,3.1064
2008-03-03,32794.0,1070424.09,0.67,5.48,0.24,1.39,0.0,1020091.89,1542.0,31252.0,50332.19,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294257.28,,0.4,14.65,6.09,0.6861,82.27,3.1064
2008-03-04,32794.0,1075534.09,0.67,5.58,0.24,1.39,0.0,1024961.62,1542.0,31252.0,50572.47,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,295662.01,,0.4,14.59,6.09,0.6866,82.31,3.1064
2008-03-05,31071.0,1016028.29,0.63,5.45,0.23,1.32,0.0,965604.56,1542.0,29529.0,50423.73,,,,,,,,,,,,,,,,,1723.0,0.07,0.07,,,14.61,14.61,9015.0,294792.41,,0.4,14.59,6.41,0.6717,81.34,2.9432
2008-03-06,29348.0,957943.71,0.6,5.28,0.21,1.24,0.0,907611.52,1542.0,27806.0,50332.19,,,,,,,,,,,,,,,,,1723.0,0.07,0.08,,,14.61,14.61,9015.0,294257.28,,0.4,14.64,6.8,0.7523,86.29,2.78
2008-03-07,29348.0,958161.48,0.6,6.75,0.21,1.24,0.0,907817.84,1542.0,27806.0,50343.63,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,294324.17,,0.4,14.6,6.8,0.7527,86.31,2.78
2008-03-10,29348.0,957943.71,0.6,13.26,0.21,1.24,0.0,907611.52,1542.0,27806.0,50332.19,,,,,,,,,,,,,,,,,,0.07,,,,100.0,14.61,0.0,0.0,,0.0,100.0,6.8,0.7525,86.3,2.78
2008-03-11,29348.0,957943.71,0.6,13.29,0.21,1.24,0.0,907611.52,1542.0,27806.0,50332.19,,,,,,,,,,,,,,,,,,0.07,,,,100.0,14.61,0.0,0.0,,0.0,100.0,6.8,0.753,86.33,2.78
2008-03-12,29348.0,957943.71,0.6,13.37,0.21,1.24,0.0,907611.52,1542.0,27806.0,50332.19,,,,,,,,,,,,,,,,,,0.07,,,,100.0,14.61,0.0,0.0,,0.0,100.0,6.77,0.7528,86.32,2.78
2008-03-13,29348.0,952281.85,0.6,13.37,0.21,1.24,0.0,902247.14,1542.0,27806.0,50034.71,,,,,,,,,,,,,,,,,,0.07,,,,100.0,14.61,0.0,0.0,,0.0,100.0,6.8,0.7533,86.35,2.78
2008-03-14,29348.0,949233.15,0.6,13.76,0.21,1.24,0.0,899358.63,1542.0,27806.0,49874.52,,,,,,,,,,,,,,,,,,0.07,,,,14.61,14.61,9015.0,291581.6,,0.39,14.67,6.8,0.7533,86.35,2.78
2008-03-17,29348.0,936385.08,0.6,15.03,0.21,1.24,0.0,887185.62,1542.0,27806.0,49199.46,,,,,,,,,,,,,,,,,,0.07,,,,14.59,14.59,9030.0,288113.58,,0.39,14.62,6.81,0.7545,86.42,2.776
2008-03-18,29348.0,902631.66,0.6,14.55,0.21,1.25,0.0,855205.67,1542.0,27806.0,47425.99,,,,,,,,,,,,,,,,,,0.06,,,,14.59,14.59,9030.0,277728.09,,0.38,14.45,6.77,0.7602,86.77,2.776
2008-03-19,6897.0,219750.46,0.14,3.41,0.05,0.29,0.0,170619.64,1542.0,5355.0,49130.81,,,,,,,,,,,,,,,,,22451.0,0.07,0.96,,,14.59,14.59,9030.0,287711.56,,0.39,14.72,28.9,0.3178,42.45,0.6524
2008-03-20,6597.0,209996.13,0.13,3.49,0.05,0.28,0.0,160911.09,1542.0,5055.0,49085.04,,,,,,,,,,,,,,,,,300.0,0.07,0.01,,,14.59,14.59,9030.0,287443.55,,0.39,14.8,30.04,0.3086,39.79,0.624
2008-03-21,6597.0,209996.13,0.13,3.85,0.05,0.28,0.0,160911.09,1542.0,5055.0,49085.04,,,,,,,,,,,,,,,,,,0.07,,,,14.59,14.59,9030.0,287443.55,,0.39,14.78,30.08,0.3085,39.77,0.624
2008-03-24,6597.0,209996.13,0.13,3.85,0.05,0.28,0.0,160911.09,1542.0,5055.0,49085.04,,,,,,,,,,,,,,,,,,0.07,,,,14.59,14.59,9030.0,287443.55,,0.39,14.6,30.17,0.3091,39.95,0.624
2008-03-25,5851.0,186249.41,0.12,3.41,0.04,0.25,0.0,137164.37,1542.0,4309.0,49085.04,,,,,,,,,,,,,,,,,746.0,0.07,0.03,,,12.45,12.45,10843.0,345155.08,,0.47,12.46,34.27,0.3278,37.13,0.4724
2008-03-26,5542.0,176577.79,0.11,3.07,0.04,0.23,0.0,127446.98,1542.0,4000.0,49130.81,,,,,,,,,,,,,,,,,309.0,0.07,0.01,,,12.45,12.45,10843.0,345476.9,,0.47,12.48,35.48,0.337,36.13,0.4475
2008-03-27,5542.0,176824.52,0.13,3.21,0.04,0.23,0.0,127625.06,1542.0,4000.0,49199.46,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,345959.64,,0.47,12.47,35.47,0.337,36.12,0.4475
2008-03-28,5542.0,174069.35,0.13,3.97,0.04,0.23,0.0,125636.49,1542.0,4000.0,48432.87,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,340569.1,,0.46,12.43,35.45,0.3374,36.39,0.4475
2008-03-31,5542.0,170656.23,0.13,3.8,0.04,0.23,0.0,123173.02,1542.0,4000.0,47483.2,,,,,,,,,,,,,,,,,,0.06,,,,12.45,12.45,10843.0,333891.28,,0.45,12.4,35.58,0.338,36.64,0.4475
2008-04-01,5542.0,178798.38,0.13,3.71,0.04,0.23,0.0,129049.71,1542.0,4000.0,49748.66,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,349821.51,,0.47,12.54,35.39,0.3368,36.04,0.4475
2008-04-02,5542.0,173288.03,0.14,3.79,0.04,0.23,0.0,125072.56,1542.0,4000.0,48215.47,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,339040.44,,0.47,12.19,35.64,0.3376,36.36,0.4475
2008-04-03,5542.0,174768.42,0.14,3.76,0.04,0.23,0.0,126141.05,1542.0,4000.0,48627.37,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,341936.85,,0.46,12.45,35.62,0.3375,36.27,0.4475
2008-04-04,5542.0,180484.38,0.14,3.96,0.04,0.23,0.0,130266.6,1542.0,4000.0,50217.78,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,353120.2,,0.47,12.47,35.3,0.3365,35.95,0.4475
2008-04-07,5542.0,177852.57,0.14,3.8,0.04,0.23,0.0,128367.07,1542.0,4000.0,49485.5,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,347971.03,,0.47,12.44,35.41,0.3368,36.06,0.4475
2008-04-08,18542.0,579085.94,0.46,9.23,0.14,0.81,0.0,530927.68,1542.0,17000.0,48158.26,,,,0.58,,,,,13000.0,,,,0.58,,,,,0.06,,,,12.45,12.45,10843.0,338638.16,,0.46,12.41,10.45,0.6818,81.51,1.4971
2008-04-09,18542.0,605226.67,0.46,8.64,0.14,0.81,0.0,554894.48,1542.0,17000.0,50332.19,,,,,,,,,,,,,,,,,,0.07,,,,12.45,12.45,10843.0,353924.75,,0.47,12.53,10.41,0.6773,81.21,1.4971
2008-04-10,18542.0,572344.38,0.46,7.93,0.14,0.81,0.0,524746.77,1542.0,17000.0,47597.62,,,,,,,,,,,,,,,,,,0.06,,,,12.55,12.55,10743.0,331609.09,,0.45,12.41,10.47,0.6833,81.62,1.5093
2008-04-11,18542.0,572344.38,0.46,7.79,0.14,0.81,0.0,524746.77,1542.0,17000.0,47597.62,,,,,,,,,,,,,,,,,,0.06,,,,12.55,12.55,10743.0,331609.09,,0.45,12.5,10.46,0.6828,81.58,1.5093
2008-04-14,18542.0,571106.14,0.46,7.66,0.14,0.81,0.0,523611.5,1542.0,17000.0,47494.64,,,,,,,,,,,,,,,,,,0.06,,,,12.55,12.55,10743.0,330891.66,,0.45,12.5,10.47,0.6833,81.62,1.5093
2008-04-15,18542.0,605364.25,0.45,7.4,0.14,0.81,0.0,555020.62,1542.0,17000.0,50343.63,,,,,,,,,,,,,,,,,,0.07,,,,12.55,12.55,10743.0,350740.38,,0.47,12.58,10.42,0.6779,81.25,1.5093
2008-04-16,18542.0,581975.18,0.45,6.8,0.14,0.81,0.0,533576.64,1542.0,17000.0,48398.54,,,,,,,,,,,,,,,,,,0.07,,,,12.55,12.55,10743.0,337189.05,,0.46,12.48,10.45,0.6814,81.49,1.5093
2008-04-17,18542.0,597384.45,0.45,6.84,0.14,0.81,0.0,547704.44,1542.0,17000.0,49680.01,,,,,,,,,,,,,,,,,,0.07,,,,12.55,12.55,10743.0,346116.99,,0.46,12.57,10.43,0.6789,81.32,1.5093
2008-04-18,18542.0,591605.97,0.45,6.81,0.14,0.81,0.0,542406.51,1542.0,17000.0,49199.46,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,354765.77,,0.48,12.18,10.43,0.6796,81.36,1.4645
2008-04-21,18542.0,591605.97,0.45,6.69,0.14,0.81,0.0,542406.51,1542.0,17000.0,49199.46,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,354765.77,,0.48,12.2,10.43,0.6796,81.36,1.4645
2008-04-22,18542.0,575233.62,0.45,6.59,0.14,0.81,0.0,527395.73,1542.0,17000.0,47837.89,,,,,,,,,,,,,,,,,,0.06,,,,12.18,12.18,11119.0,344947.83,,0.47,12.15,10.46,0.6823,81.55,1.4645
2008-04-23,18542.0,572481.97,0.45,5.78,0.14,0.81,0.0,524872.91,1542.0,17000.0,47609.06,,,,,,,,,,,,,,,,,,0.06,,,,12.18,12.18,11119.0,343297.76,,0.46,12.15,10.48,0.6825,81.56,1.4645
2008-04-24,18542.0,570968.56,0.45,5.72,0.14,0.81,0.0,523485.36,1542.0,17000.0,47483.2,,,,,,,,,,,,,,,,,,0.06,,,,12.18,12.18,11119.0,342390.22,,0.47,12.03,10.47,0.6834,81.62,1.4645
2008-04-25,18542.0,595871.04,0.45,5.67,0.14,0.81,0.0,546316.89,1542.0,17000.0,49554.16,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,357323.38,,0.48,12.25,10.43,0.6789,81.32,1.4645
2008-04-28,18542.0,591605.97,0.45,5.71,0.14,0.81,0.0,542406.51,1542.0,17000.0,49199.46,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,354765.77,,0.48,12.16,10.43,0.68,81.39,1.4645
2008-04-29,18542.0,580874.52,0.45,5.55,0.14,0.81,0.0,532567.51,1542.0,17000.0,48307.01,,,,,,,,,,,,,,,,,,0.06,,,,12.18,12.18,11119.0,348330.48,,0.48,12.02,10.45,0.6817,81.51,1.4645
2008-04-30,18542.0,590367.73,0.45,5.55,0.14,0.81,0.0,541271.24,1542.0,17000.0,49096.49,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,354023.23,,0.47,12.09,10.45,0.6812,81.47,1.4645
2008-05-01,18542.0,590367.73,0.45,5.66,0.14,0.81,0.0,541271.24,1542.0,17000.0,49096.49,,,,,,,,,,,,,,,,,,0.07,,,,12.18,12.18,11119.0,354023.23,,0.48,12.18,10.44,0.6799,81.39,1.4645
2008-05-02,17000.0,536099.46,0.41,5.19,0.12,0.74,0.0,536099.46,0.0,17000.0,0.0,,,,,,,,0.07,,1542.0,,,,,,,,0.0,,,,0.0,0.0,12661.0,399267.96,,0.54,0.0,11.35,0.7988,88.65,1.3427
2008-05-05,17000.0,529792.41,0.41,5.24,0.12,0.74,0.0,529792.41,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12661.0,394570.69,,0.53,0.0,11.37,0.7985,88.63,1.3427
2008-05-06,17000.0,531053.82,0.41,4.93,0.12,0.74,0.0,531053.82,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13039.0,407318.28,,0.55,0.0,11.37,0.7985,88.63,1.3038
2008-05-07,17000.0,542280.37,0.41,4.79,0.12,0.74,0.0,542280.37,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13039.0,415929.05,,0.56,0.0,11.37,0.7985,88.63,1.3038
2008-05-08,17000.0,529161.7,0.41,5.03,0.12,0.74,0.0,529161.7,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13039.0,405867.03,,0.55,0.0,11.37,0.7985,88.63,1.3038
2008-05-09,17000.0,530549.25,0.41,5.01,0.12,0.74,0.0,530549.25,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13039.0,406931.28,,0.55,0.0,11.37,0.7985,88.63,1.3038
2008-05-12,17000.0,542532.65,0.41,3.94,0.12,0.74,0.0,542532.65,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13039.0,416122.55,,0.56,0.0,11.37,0.7985,88.63,1.3038
2008-05-13,17000.0,547704.44,0.41,2.26,0.12,0.74,0.0,547704.44,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22018.0,709373.9,,0.96,0.0,11.37,0.7985,88.63,0.7721
2008-05-14,17000.0,547704.44,0.41,2.29,0.12,0.74,0.0,547704.44,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21527.0,693554.91,,0.93,0.0,11.37,0.7985,88.63,0.7897
2008-05-15,17000.0,545560.04,0.41,2.31,0.12,0.74,0.0,545560.04,0.0,17000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20543.0,659261.17,,0.89,0.0,11.37,0.7985,88.63,0.8275
2008-05-16,2358.0,75761.94,0.06,0.32,0.02,0.1,0.0,75761.94,0.0,2358.0,0.0,,,,,,,,,,,,,,,,,14642.0,0.0,0.64,,,0.0,0.0,13494.0,433558.79,,0.57,0.0,49.02,0.5002,50.98,0.1747
2008-05-19,2358.0,74794.77,0.06,0.31,0.02,0.1,0.0,74794.77,0.0,2358.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13478.0,427516.48,,0.56,0.0,49.02,0.5002,50.98,0.175
2008-05-20,2358.0,75224.62,0.06,0.31,0.02,0.1,0.0,75224.62,0.0,2358.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13733.0,438108.45,,0.58,0.0,49.02,0.5002,50.98,0.1717
2008-05-21,2358.0,76621.65,0.06,0.34,0.02,0.1,0.0,76621.65,0.0,2358.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13733.0,446244.75,,0.59,0.0,49.02,0.5002,50.98,0.1717
2008-05-22,3279.0,104631.16,0.08,0.47,0.02,0.14,0.0,104631.16,0.0,3279.0,0.0,,,,0.04,,,,,921.0,,,,0.04,,,,,0.0,,,,0.0,0.0,13733.0,438212.76,,0.58,0.0,39.12,0.5237,60.88,0.2388
