,GRE FP Equity_DX_SI_QTY,GRE FP Equity_DX_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GRE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GRE FP Equity_DX_SI_MV,GRE FP Equity_DX_DSS,GRE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY,GRE FP Equity_DX_BROKER_SI_QTY,GRE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GRE FP Equity_DX_BROKER_SI_MV_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_x,GRE FP Equity_DX_BROKER_SI_MV_INC_x,GRE FP Equity_DX_SUPPLY_SI_MV_NEW,GRE FP Equity_DX_BROKER_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_NEW,GRE FP Equity_DX_SUPPLY_SI_MV_DEC,GRE FP Equity_DX_BROKER_SI_QTY_INC,GRE FP Equity_DX_SUPPLY_SI_QTY_DEC,GRE FP Equity_DX_BROKER_SI_MV_NEW_y,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GRE FP Equity_DX_BROKER_SI_MV_INC_y,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_y,GRE FP Equity_DX_BROKER_SI_MV_ADD,GRE FP Equity_DX_SUPPLY_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_DEC,GRE FP Equity_DX_SUPPLY_SI_MV,GRE FP Equity_DX_BROKER_SI_MV_DEC,GRE FP Equity_DX_SUPPLY_SI_MV_RMV,GRE FP Equity_DX_BROKER_SI_MV_RMV,GRE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GRE FP Equity_DX_UTILIZATION_QUANTITY,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GRE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GRE FP Equity_DX_ACTIVE_UTILIZATION_MV,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GRE FP Equity_DX_BROKER_SI_CON_RATIO,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GRE FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-05-22,1254710.0,2121254.35,0.67,0.82,2.23,,1771293.28,1041000.0,1047710.0,1759949.13,,,,,,,,,,,,,,,,,39980.0,1.84,0.07,,,67.13,21.35,509700.0,861715.73,,0.91,67.0,24.05,0.2863,40.49,0.2573
2014-05-23,1240405.0,2155976.3,0.67,0.81,2.25,,1796184.86,1041000.0,1033405.0,1809385.91,,,,,,,,,,,,,,,,,14305.0,1.87,0.02,,,65.94,21.23,537700.0,934588.67,,0.98,65.55,24.14,0.2952,41.5,0.253
2014-05-26,1240405.0,2214882.75,0.68,0.81,2.29,,1845260.95,1041000.0,1033405.0,1858822.68,,,,,,,,,,,,,,,,,,1.92,,,,43.76,18.25,1337700.0,2388613.93,,2.52,43.24,24.23,0.2962,41.61,0.2175
2014-05-27,1245405.0,2223810.82,0.65,0.82,2.35,,1854189.02,1041000.0,1038405.0,1858822.68,,,,0.01,,,,,5000.0,,,,0.01,,,,,1.96,,,,52.61,19.63,937700.0,1674368.9,,1.77,52.62,24.3,0.29,40.63,0.2348
2014-05-28,1250405.0,2274305.83,0.66,0.83,2.38,,1897802.77,1041000.0,1043405.0,1893428.42,,,,0.01,,,,,5000.0,,,,0.01,,,,,1.97,,,,52.61,19.63,937700.0,1705540.66,,1.8,52.29,23.99,0.289,40.86,0.2358
2014-05-29,1240405.0,2220773.4,0.64,0.81,2.36,,1850168.56,1041000.0,1033405.0,1863766.36,,,,,,,,,,,,,,,,,10000.0,1.98,0.02,,,52.61,19.63,937700.0,1678822.01,,1.77,52.85,24.65,0.2917,40.51,0.2339
2014-05-30,1241405.0,2257936.13,0.64,0.8,2.37,,1879614.22,1042000.0,1033405.0,1895247.28,,,1000.0,,,,,,,,,,,1000.0,,,,1.97,,,,52.63,19.65,937700.0,1705540.66,,1.79,52.38,24.22,0.2937,41.07,0.2341
2014-06-02,1241405.0,2316890.07,0.65,0.79,2.41,,1928690.3,1042000.0,1033405.0,1944731.54,,,,,,,,,,,,,,,,,,2.01,,,,52.37,19.61,947700.0,1768735.2,,1.86,51.93,24.18,0.2949,41.42,0.2336
2014-06-03,1135575.0,2054661.04,0.61,0.68,2.21,,1835728.8,955000.0,1014575.0,1727936.33,,,,,,,,0.17,,87000.0,,,,,,,18830.0,1.86,0.03,,,50.19,16.69,947700.0,1714728.02,,1.8,50.74,25.28,0.3009,40.91,0.1985
2014-06-04,1100411.0,2032843.35,0.59,0.66,2.12,,1809314.1,955000.0,979411.0,1764218.46,,,,0.09,,,,,51836.0,,,,0.09,,,,87000.0,1.83,0.18,,,50.19,11.06,947700.0,1750732.81,,1.84,49.85,30.78,0.3506,43.62,0.1274
2014-06-05,1100411.0,2085101.53,0.57,0.66,2.17,,1855826.03,955000.0,979411.0,1809571.12,,,,,,,,,,,,,,,,,,1.87,,,,50.19,16.22,947700.0,1795738.79,,1.89,49.67,30.59,0.3511,43.82,0.1869
2014-06-06,1373411.0,2661093.13,0.73,0.83,2.78,,1897686.77,1228000.0,979411.0,2379347.74,,,,,,,,,,,,,,,,273000.0,,2.47,,,,56.44,16.91,947700.0,1836244.18,,1.93,56.12,30.68,0.3508,43.71,0.1891
2014-06-09,1373411.0,2667615.41,0.74,0.83,2.81,,1902337.96,1228000.0,979411.0,2385179.47,,,,,,,,,,,,,,,,,,2.51,,,,56.44,16.91,947700.0,1840744.78,,1.94,56.44,30.99,0.3492,43.17,0.1891
2014-06-10,1100411.0,2163488.81,0.63,0.67,2.27,,1925593.92,955000.0,979411.0,1877600.11,,,,,,,,0.6,,294000.0,,,,,,21000.0,,1.96,,,,50.19,14.48,947700.0,1863247.77,,1.96,50.02,30.9,0.3499,43.41,0.1668
2014-06-11,1198575.0,2328026.46,0.67,0.73,2.47,,2093004.7,903164.0,1077575.0,1754241.23,,,,0.2,,,,0.11,98164.0,51836.0,,,0.2,,,,,1.87,,,,47.47,13.69,999536.0,1941427.32,,2.04,47.72,37.33,0.3475,38.99,0.1817
2014-06-12,1450575.0,2817493.25,0.78,0.88,2.98,,2094947.03,1154164.0,1078575.0,2241765.7,,,1000.0,0.0,,,,,1000.0,,,,0.0,1000.0,,250000.0,,2.39,,,,35.2,16.7,2124336.0,4126158.49,,4.37,35.35,37.13,0.3473,39.12,0.2099
2014-06-13,1765575.0,3345480.13,0.99,1.07,3.6,,2043725.83,1469164.0,1078575.0,2783829.05,,,,,,,,,,,,,,,,315000.0,,3.0,,,,40.88,20.96,2124336.0,4025274.42,,4.3,41.08,29.05,0.2589,29.84,0.2518
2014-06-16,1765575.0,3303556.82,0.99,1.07,3.53,,2018115.23,1469164.0,1078575.0,2748943.97,,,,,,,,,,,,,,,,,,2.93,,,,40.88,20.96,2124336.0,3974832.38,,4.27,40.74,28.9,0.2591,30.11,0.2518
2014-06-17,1765575.0,3303556.82,0.97,1.07,3.49,,2018115.23,1469164.0,1078575.0,2748943.97,,,,,,,,,,,,,,,,,,2.9,,,,40.88,20.96,2124336.0,3974832.38,,4.21,40.79,28.85,0.2595,30.36,0.2518
2014-06-18,1450575.0,2748605.89,0.78,0.88,2.88,,2043725.83,1154164.0,1078575.0,2186954.8,,,,,,,,0.62,,315000.0,,,,,,,,2.28,,,,53.59,19.61,999536.0,1893959.66,,2.0,53.28,37.0,0.3483,39.55,0.2464
2014-06-19,1900575.0,3628360.7,1.0,1.15,3.8,,3147271.08,1604164.0,1648575.0,3062486.67,,,570000.0,1.15,,,,0.24,570000.0,120000.0,,,1.15,570000.0,,,,3.19,,,,40.18,28.8,2388057.0,4559005.65,,4.75,40.18,25.8,0.3747,49.92,0.3412
2014-06-20,1897125.0,3657811.91,1.01,1.15,3.82,,3171935.33,1600714.0,1645125.0,3086307.3,,,,,,,,0.0,,3450.0,,,,,,,3450.0,3.23,0.0,,,40.13,28.73,2388057.0,4604368.89,,4.82,40.12,25.95,0.375,49.97,0.3405
2014-06-23,1890170.0,3563614.86,1.02,1.15,3.82,,3088508.95,1593759.0,1638170.0,3004779.07,,,,,,,,0.02,,6955.0,,,,,,,6955.0,3.22,0.01,,,40.03,28.61,2388057.0,4502301.6,,4.84,39.91,25.41,0.379,50.76,0.3393
2014-06-24,1890170.0,3473851.26,1.05,1.15,3.76,,3010712.75,1593759.0,1638170.0,2929091.94,,,,,,,,,,,,,,,,,,3.17,,,,40.03,28.61,2388057.0,4388893.5,,4.74,40.05,25.33,0.3784,50.65,0.3393
2014-06-25,1838425.0,3317637.28,1.02,1.12,3.56,,2862875.95,1542014.0,1586425.0,2782731.48,,,,,,,,0.16,,51745.0,,,,,,,51745.0,2.98,0.14,,,38.73,27.68,2439802.0,4402887.29,,4.71,38.79,26.31,0.37,48.95,0.33
2014-06-26,2088425.0,3798542.99,1.18,1.27,4.03,,2885477.6,1792014.0,1586425.0,3259414.26,,,250000.0,,,,,,,,,,,250000.0,,,,3.47,,,,42.35,30.79,2439802.0,4437646.93,,4.64,42.74,26.83,0.3682,48.52,0.3588
2014-06-27,2088425.0,3739035.79,1.17,1.27,4.03,,2840274.3,1792014.0,1586425.0,3208352.94,,,,,,,,,,,,,,,,,,3.46,,,,42.35,37.17,2439802.0,4368127.65,,4.65,42.62,26.38,0.3701,48.95,0.4332
2014-06-30,2048830.0,3658416.59,1.25,1.24,3.92,,2762039.08,1752419.0,1546830.0,3129141.39,,,,,,,,0.07,,39595.0,,,,,,,39595.0,3.35,0.08,,,41.8,36.35,2439802.0,4356541.11,,4.58,42.23,27.28,0.3758,49.96,0.425
2014-07-01,2108830.0,3855686.27,1.31,1.28,4.04,,2828151.72,1812419.0,1546830.0,3313742.24,,,,,,,,,,,,,,,,60000.0,,3.47,,,,42.62,37.59,2439802.0,4460820.02,,4.59,43.04,27.82,0.374,49.52,0.4374
2014-07-02,1423718.0,2636865.46,0.93,0.86,2.76,,2522035.37,1164255.0,1361718.0,2156314.52,,,,,,60000.0,,1.28,,648164.0,,,,,0.12,,245112.0,2.25,0.46,,,32.3,26.94,2439802.0,4518752.75,,4.71,32.3,31.34,0.4257,56.53,0.3295
2014-07-03,1473718.0,2743467.65,0.98,0.89,2.89,,2581508.79,1189255.0,1386718.0,2213912.44,,,25000.0,0.05,,,,,25000.0,,,,0.05,25000.0,,,,2.33,,,,32.77,21.0,2439802.0,4541925.84,,4.78,32.77,30.62,0.4118,55.53,0.2602
2014-07-04,1473718.0,2729470.37,0.98,0.88,2.89,,2568337.83,1189255.0,1386718.0,2202616.97,,,,,,,,,,,,,,,,,,2.33,,,,32.77,21.0,2439802.0,4518752.75,,4.79,32.77,30.41,0.4126,55.71,0.2602
2014-07-07,1473718.0,2715473.08,1.0,0.88,2.87,,2555166.86,1189255.0,1386718.0,2191321.5,,,,,,,,,,,,,,,,,,2.32,,,,32.77,21.0,2439802.0,4495579.65,,4.75,32.77,30.41,0.4127,55.72,0.2602
2014-07-08,1413718.0,2490784.11,1.03,0.85,2.71,,2443213.68,1129255.0,1386718.0,1989597.93,,,,,,,,0.12,,60000.0,,,,,,,,2.19,,,,31.64,16.12,2439802.0,4298608.38,,4.73,31.64,29.58,0.4154,56.38,0.2018
2014-07-09,1353718.0,2339826.69,0.96,0.81,2.5,,2293158.68,1129255.0,1326718.0,1951854.81,,,,,,,,,,,,,,,,,60000.0,2.09,0.12,,,31.64,16.12,2439802.0,4217062.81,,4.52,31.64,31.33,0.4491,58.66,0.1932
2014-07-10,1353718.0,2301045.03,0.98,0.81,2.44,,2255150.53,1129255.0,1326718.0,1919503.62,,,,,,,,,,,,,,,,,,2.05,,,,31.64,16.12,2439802.0,4147166.74,,4.43,31.64,31.53,0.448,58.44,0.1932
2014-07-11,1328718.0,2277582.85,0.96,0.8,2.38,,2274154.61,1104255.0,1326718.0,1892826.2,,,,,,,,0.05,,25000.0,,,,,,,,1.97,,,,31.16,15.53,2439802.0,4182114.78,,4.34,31.16,32.08,0.446,57.99,0.1869
2014-07-14,1403718.0,2446355.96,1.0,0.84,2.54,,2268593.54,1204255.0,1301718.0,2098738.06,,,,,,,,,,,,,,,,100000.0,25000.0,2.16,0.04,,,33.05,16.94,2439802.0,4252010.85,,4.38,33.05,32.85,0.463,59.04,0.1975
2014-07-15,1398830.0,2431158.3,1.04,0.84,2.55,,2253882.9,1204255.0,1296830.0,2092988.1,,,,,,100000.0,,,,,,,,,0.18,,104888.0,2.21,0.19,,,33.05,16.94,2439802.0,4240361.5,,4.47,33.04,32.59,0.4686,59.71,0.1968
2014-07-16,1398830.0,2451195.32,1.09,0.85,2.55,,2272458.86,1204255.0,1296830.0,2110238.0,,,,,,,,,,,,,,,,,,2.2,,,,31.67,26.28,2597745.0,4552075.94,,4.74,31.67,32.76,0.4677,59.53,0.3053
2014-07-17,1178830.0,2082571.02,0.97,0.72,2.17,,1902373.5,984255.0,1076830.0,1738826.58,,,,,,,,0.39,,220000.0,,,,,,,220000.0,1.81,0.4,,,25.89,21.48,2817745.0,4977947.69,,5.17,25.89,19.04,0.559,71.71,0.2573
2014-07-18,974830.0,1694248.8,0.81,0.59,1.8,,1516973.4,780255.0,872830.0,1356078.59,,,,,,,,0.37,,204000.0,,,,,,,204000.0,1.44,0.38,,,20.52,17.03,3021745.0,5251775.01,,5.59,20.52,11.46,0.7971,88.54,0.2127
2014-07-21,2383085.0,4062137.93,2.19,1.45,4.36,,1487800.83,2080255.0,872830.0,3545942.65,,,1300000.0,,,,,,,,,,,1300000.0,,,,3.78,,,,54.71,45.4,1721745.0,2934836.85,,3.13,54.72,4.36,0.9165,95.64,0.5201
2014-07-22,2274830.0,3888471.23,2.1,1.38,4.07,,3714117.95,2080255.0,2172830.0,3555875.26,,,,2.28,,,,,1300000.0,,,,2.28,,,,,3.73,,,,54.71,40.14,1721745.0,2943057.68,,3.09,54.71,4.59,0.9124,95.41,0.439
2014-07-23,2274830.0,3899332.88,2.28,1.37,4.07,,3724492.58,2080255.0,2172830.0,3565807.87,,,,,,,,,,,,,,,,,,3.72,,,,54.71,40.14,1721745.0,2951278.51,,3.08,54.71,4.6,0.9122,95.4,0.439
2014-07-24,2490630.0,4364376.37,2.93,1.5,4.48,,3996564.77,2188155.0,2280730.0,3834343.91,,,37000.0,0.19,,,,,107900.0,,,,0.19,37000.0,,70900.0,,3.93,,,,55.96,42.22,1721745.0,3017045.16,,3.09,55.96,9.09,0.8347,90.91,0.4806
2014-07-25,2490630.0,4459512.64,2.96,1.5,4.59,,4083683.35,2188155.0,2280730.0,3917926.34,,,,,,,,,,,,,,,,,,4.03,,,,55.96,42.22,1721745.0,3082811.81,,3.17,56.0,9.09,0.8347,90.91,0.4806
2014-07-28,3440630.0,6193358.77,4.25,2.05,6.47,,5815525.05,3138155.0,3230730.0,5648884.01,,,950000.0,1.87,,,,,950000.0,,,,1.87,950000.0,,,,5.88,,,,80.26,60.56,771745.0,1389191.42,,1.45,80.26,6.42,0.8799,93.58,0.6639
2014-07-29,3640630.0,6449074.14,4.64,2.17,6.87,,5722970.28,3338155.0,3230730.0,5913264.76,,,,,,,,,,,,,,,,200000.0,,6.3,,,,69.43,64.42,1469445.0,2602999.96,,2.75,69.59,6.05,0.7852,88.22,0.7025
2014-07-30,3732730.0,6594398.95,4.97,2.23,6.95,,5972540.84,3280255.0,3380730.0,5795037.45,,,,,,150000.0,,0.11,,57900.0,,,,,0.28,,,6.1,,,,69.06,63.3,1469445.0,2595983.79,,2.73,69.09,5.79,0.7217,84.47,0.7203
2014-07-31,4304830.0,7420106.25,6.01,2.57,7.96,,6813374.41,3280255.0,3952830.0,5654077.08,,,,1.13,,,,,630000.0,,,,1.13,,,,57900.0,6.06,0.11,,,69.06,63.3,1469445.0,2532838.24,,2.69,69.27,4.7,0.7803,88.06,0.8307
2014-08-01,4294908.0,7320976.25,5.82,2.56,7.76,,6720967.21,3270333.0,3942908.0,5574515.27,,,,,,,,0.15,,9922.0,,,,,,,9922.0,5.88,0.15,,,68.85,63.11,1479367.0,2521686.3,,2.65,68.91,4.77,0.7793,88.0,0.8288
2014-08-04,4294908.0,7320976.25,5.8,2.56,7.68,,6720967.21,3270333.0,3942908.0,5574515.27,,,,,,,,,,,,,,,,,,5.84,,,,68.85,63.11,1479367.0,2521686.3,,2.64,68.86,4.82,0.7785,87.95,0.8288
2014-08-05,4294908.0,7136413.82,5.87,2.56,7.68,,6551531.06,3270333.0,3942908.0,5433981.27,,,,,,,,,,,,,,,,,,5.85,,,,68.85,63.11,1479367.0,2458114.38,,2.62,69.1,4.7,0.7803,88.06,0.8288
2014-08-06,3967020.0,6440064.59,5.43,2.37,6.9,,5985349.95,2942445.0,3686920.0,4776768.42,,,,,,,,0.73,,327888.0,,,,,,,255988.0,5.11,0.62,,,62.9,57.11,1735355.0,2817177.2,,2.99,63.07,5.03,0.7666,87.24,0.77
2014-08-07,3766254.0,5988261.48,4.64,2.25,6.4,,5395040.64,2690579.0,3393154.0,4277961.76,,,60000.0,0.08,,,,0.76,52100.0,379866.0,,,0.08,60000.0,,68000.0,345866.0,4.57,0.73,,,56.4,52.22,2080221.0,3307505.89,,3.51,56.53,5.63,0.7258,84.73,0.731
2014-08-08,3796254.0,5945330.78,4.62,2.27,6.32,,5314034.03,2720579.0,3393154.0,4260711.24,,,30000.0,,,,,,,,,,,30000.0,,,,4.5,,,,56.67,52.8,2080221.0,3257843.64,,3.43,56.73,5.62,0.7259,84.74,0.7368
2014-08-11,3906254.0,6192207.19,4.33,2.33,6.43,,5553211.69,2830579.0,3503154.0,4487043.51,,,110000.0,0.17,,,,,110000.0,,,,0.17,110000.0,,,,4.66,,,,58.96,54.94,1970221.0,3123201.06,,3.25,58.91,8.4,0.686,82.12,0.7582
2014-08-12,3678168.0,5988704.13,3.95,2.19,6.12,,5332386.46,2602493.0,3275068.0,4237316.12,,,,,,,,0.34,,228086.0,,,,,,,228086.0,4.34,0.34,,,54.21,38.96,2198307.0,3579230.26,,3.68,54.11,8.96,0.6668,80.83,0.5507
2014-08-13,5393168.0,8909779.66,5.85,3.21,9.2,,8689891.9,3832493.0,5260068.0,6331467.55,,,,3.51,,,,0.45,1985000.0,270000.0,,,3.51,,,1500000.0,,6.53,,,,61.51,57.38,2398307.0,3962121.51,,4.11,61.41,5.93,0.8365,91.23,0.8075
2014-08-14,5323168.0,8921219.1,5.68,3.17,9.17,,8698153.77,3832493.0,5190068.0,6422962.75,,,,,,,,,,,,,,,,,70000.0,6.64,0.11,,,58.68,54.91,2698307.0,4522154.47,,4.69,58.59,4.68,0.8571,92.41,0.7627
2014-08-15,5310238.0,8823484.89,5.37,3.16,9.26,,8602326.1,3819563.0,5177138.0,6346581.16,,,,,,,,0.0,,12930.0,,,,,,,12930.0,6.7,0.0,,,47.24,44.13,4265037.0,7086780.21,,7.48,47.27,4.71,0.8563,92.37,0.6135
2014-08-18,5101701.0,8282106.97,5.0,3.04,8.84,,8066032.28,3556026.0,4968601.0,5772856.49,,,,,,,,0.49,,263537.0,,,,,,,208537.0,6.19,0.43,,,54.45,49.88,2974774.0,4829251.36,,5.15,54.6,4.96,0.85,92.01,0.7156
2014-08-19,2717105.0,4514738.31,2.59,1.62,4.68,,4293579.51,1226430.0,2584005.0,2037834.57,,,,,,,,4.11,,2329596.0,,,,,,,2384596.0,2.09,4.18,,,24.38,14.17,3804370.0,6321336.49,,6.52,24.31,7.14,0.7675,87.13,0.3139
2014-08-20,2614108.0,4381043.44,2.59,1.56,4.55,,4157978.1,1226430.0,2481008.0,2055402.11,,,,,,,,,,,,,,,,,102997.0,2.14,0.16,,,59.27,21.89,842700.0,1412300.22,,1.48,59.16,7.53,0.7565,86.44,0.4666
2014-08-21,631371.0,1076216.79,0.64,0.37,1.11,,849338.37,188100.0,498271.0,320629.83,,,,,,,,1.81,,1038330.0,,,,,,,1982737.0,0.33,3.45,,,18.25,2.64,842700.0,1436442.1,,1.5,18.07,32.16,0.3363,37.65,0.0886
2014-08-22,631371.0,1082246.01,0.7,0.37,1.12,,854096.57,188100.0,498271.0,322426.08,,,,,,,,,,,,,,,,,,0.34,,,,18.25,3.36,842700.0,1444489.4,,1.51,18.23,31.79,0.3365,37.86,0.1127
2014-08-25,631371.0,1106362.92,0.69,0.37,1.12,,873129.36,188100.0,498271.0,329611.06,,,,,,,,,,,,,,,,,,0.34,,,,18.25,3.36,842700.0,1476678.58,,1.55,18.02,31.67,0.3366,37.93,0.1127
2014-08-26,631371.0,1115406.76,0.7,0.37,1.14,,880266.66,188100.0,498271.0,332305.43,,,,,,,,,,,,,,,,,,0.35,,,,18.25,3.36,842700.0,1488749.52,,1.56,18.16,31.19,0.3369,38.19,0.1127
2014-08-27,467300.0,823320.75,0.51,0.27,0.86,,593925.59,185200.0,337100.0,326297.89,,,,,,,,0.0,,2900.0,,,,,,,161171.0,0.34,0.28,,,18.02,3.31,842700.0,1484725.87,,1.55,18.05,44.5,0.5061,55.5,0.0834
2014-08-28,430400.0,748032.66,0.45,0.25,0.79,,521745.83,151200.0,300200.0,262784.71,,,,,,,,0.06,,34000.0,,,,,,,36900.0,0.28,0.07,,,14.71,2.7,876700.0,1523699.44,,1.6,14.86,49.97,0.5,50.03,0.0768
2014-08-29,430400.0,748032.66,0.5,0.25,0.78,,521745.83,151200.0,300200.0,262784.71,,,,,,,,,,,,,,,,,,0.27,,,,14.71,2.7,876700.0,1523699.44,,1.59,14.71,49.97,0.5,50.03,0.0768
2014-09-01,430400.0,750087.7,0.5,0.25,0.78,,523179.2,151200.0,300200.0,263506.65,,,,,,,,,,,,,,,,,,0.28,,,,14.71,2.7,876700.0,1527885.42,,1.6,14.68,49.97,0.5,50.03,0.0768
2014-09-02,430400.0,737757.49,0.49,0.25,0.79,,514578.99,151200.0,300200.0,259175.03,,,,,,,,,,,,,,,,,,0.28,,,,14.71,2.7,876700.0,1502769.5,,1.57,14.89,49.97,0.5,50.03,0.0768
2014-09-03,430400.0,748032.66,0.5,0.25,0.77,,521745.83,151200.0,300200.0,262784.71,,,,,,,,,,,,,,,,,,0.27,,,,100.0,3.02,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.086
2014-09-04,430400.0,770638.05,0.48,0.25,0.78,,537512.88,151200.0,300200.0,270726.01,,,,,,,,,,,,,,,,,,0.28,,,,100.0,3.02,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.086
2014-09-05,430400.0,766527.98,0.47,0.25,0.81,,534646.14,151200.0,300200.0,269282.13,,,,,,,,,,,,,,,,,,0.28,,,,100.0,3.02,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.086
2014-09-08,430400.0,768583.01,0.46,0.25,0.8,,536079.51,151200.0,300200.0,270004.07,,,,,,,,,,,,,,,,,,0.28,,,,100.0,3.02,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.086
2014-09-09,430400.0,748032.66,0.46,0.25,0.81,,521745.83,151200.0,300200.0,262784.71,,,,,,,,,,,,,,,,,,0.28,,,,100.0,3.02,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.086
2014-09-10,1780400.0,3111326.5,1.95,1.05,3.24,,2883796.33,1501200.0,1650200.0,2623412.34,,,,,,1350000.0,,,,,,,,,2.46,1350000.0,,2.74,,,,36.16,30.01,2650000.0,4630990.35,,4.83,36.17,9.1,0.6858,81.81,0.3559
2014-09-11,1780400.0,3111326.5,1.97,1.05,3.25,,2883796.33,1501200.0,1650200.0,2623412.34,,,,,,,,,,,,,,,,,,2.74,,,,36.16,30.01,2650000.0,4630990.35,,4.84,36.16,9.1,0.6858,81.81,0.3559
2014-09-12,1764955.0,3059054.25,1.99,1.04,3.23,,2833389.08,1485755.0,1634755.0,2575139.39,,,,,,,,0.02,,15445.0,,,,,,,15445.0,2.71,0.02,,,35.79,29.7,2665445.0,4619800.98,,4.87,35.79,9.19,0.6833,81.64,0.3528
2014-09-15,1755839.0,3009719.74,2.0,1.03,3.2,,2786541.24,1476639.0,1625639.0,2531137.27,,,,,,,,0.04,,9116.0,,,,,,,9116.0,2.68,0.03,,,35.57,29.69,2674561.0,4584520.01,,4.86,35.57,9.22,0.6824,81.57,0.353
2014-09-16,1755839.0,2942650.77,1.99,1.03,3.16,,2724445.61,1476639.0,1625639.0,2474733.1,,,,,,,,,,,,,,,,,,2.64,,,,35.57,29.69,2674561.0,4482358.0,,4.79,35.57,9.22,0.6824,81.58,0.353
2014-09-17,1159656.0,1954568.08,1.31,0.68,2.03,,1875182.33,860456.0,1112556.0,1450274.76,,,,0.03,,,,1.17,20000.0,636183.0,,,0.03,,,20000.0,533083.0,1.51,1.0,,,21.15,17.56,3207644.0,5406395.14,,5.63,21.15,15.27,0.5495,71.28,0.2367
2014-09-18,850766.0,1397383.09,1.07,0.5,1.5,,1320021.35,701566.0,803666.0,1152322.1,,,,,,,,0.27,,158890.0,,,,,,,308890.0,1.24,0.53,,,17.25,14.61,3366534.0,5529531.85,,5.96,17.21,21.13,0.6667,78.87,0.1771
2014-09-19,727666.0,1247307.25,0.92,0.43,1.25,,1166572.18,680566.0,680566.0,1166572.18,,,,,,,,0.04,,21000.0,,,,,,,123100.0,1.18,0.22,,,16.82,14.17,3366534.0,5770645.16,,5.83,16.85,6.92,0.8712,93.08,0.1515
2014-09-22,648551.0,1090018.11,0.91,0.38,1.17,,1010857.25,680566.0,601451.0,1143825.64,,,,,,,,,,,,,,,,,79115.0,1.22,0.09,,,16.82,14.17,3366534.0,5658125.61,,6.05,16.8,7.81,0.856,92.19,0.135
2014-09-23,525876.0,858729.48,0.79,0.31,0.93,,695434.43,478776.0,425876.0,781817.51,,,,,,,,0.55,,301790.0,,,,,,100000.0,175575.0,0.84,0.33,,,11.68,9.92,3621224.0,5913279.57,,6.36,11.68,11.06,0.8033,88.94,0.109
2014-09-24,605876.0,998044.17,0.88,0.36,1.04,,788675.56,505876.0,478776.0,833316.7,,,,0.09,,,,,52900.0,,,,0.09,,,27100.0,,0.87,,,,12.26,10.49,3621224.0,5965150.45,,6.23,12.24,20.89,0.6695,79.11,0.1256
2014-09-25,632976.0,1018507.1,0.94,0.37,1.09,,813993.42,505876.0,505876.0,813993.42,,,,0.05,,,,,27100.0,,,,0.05,,,,,0.88,,,,12.26,10.74,3621224.0,5826828.12,,6.28,12.25,25.07,0.6243,74.93,0.1344
2014-09-26,396200.0,637516.29,0.64,0.23,0.67,,318758.15,198100.0,198100.0,318758.15,,,3000.0,0.11,,,,0.66,71000.0,378776.0,,,0.11,3000.0,,68000.0,378776.0,0.33,0.66,,,100.0,4.21,0.0,0.0,,0.0,100.0,33.73,1.0,100.0,0.0841
2014-09-29,396200.0,622382.37,0.67,0.23,0.67,,311191.19,198100.0,198100.0,311191.19,,,,,,,,,,,,,,,,,,0.33,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0841
2014-09-30,596200.0,947944.96,1.01,0.35,0.98,,632970.29,398100.0,398100.0,632970.29,,,,0.32,,,,,200000.0,,,,0.32,,,200000.0,,0.66,,,,100.0,8.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1266
2014-10-01,596200.0,947944.96,1.02,0.35,0.99,,632970.29,398100.0,398100.0,632970.29,,,,,,,,,,,,,,,,,,0.66,,,,100.0,8.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1228
