,WPEA FP Equity_DX_SI_QTY,WPEA FP Equity_DX_SHORT_INTEREST_VALUE,WPEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WPEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WPEA FP Equity_DX_SI_MV,WPEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WPEA FP Equity_DX_SUPPLY_SI_QTY,WPEA FP Equity_DX_BROKER_SI_QTY,WPEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WPEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WPEA FP Equity_DX_BROKER_SI_MV_INC_x,WPEA FP Equity_DX_BROKER_SI_QTY_ADD,WPEA FP Equity_DX_SUPPLY_SI_MV_DEC,WPEA FP Equity_DX_BROKER_SI_QTY_INC,WPEA FP Equity_DX_SUPPLY_SI_QTY_DEC,WPEA FP Equity_DX_BROKER_SI_MV_INC_y,WPEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WPEA FP Equity_DX_BROKER_SI_MV_ADD,WPEA FP Equity_DX_SUPPLY_SI_QTY_ADD,WPEA FP Equity_DX_BROKER_SI_QTY_DEC,WPEA FP Equity_DX_SUPPLY_SI_MV,WPEA FP Equity_DX_BROKER_SI_MV_DEC,WPEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WPEA FP Equity_DX_UTILIZATION_QUANTITY,WPEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WPEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WPEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WPEA FP Equity_DX_ACTIVE_UTILIZATION_MV,WPEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WPEA FP Equity_DX_BROKER_SI_CON_RATIO,WPEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WPEA FP Equity_DX_DEMAND_SUPPLY_RATIO,WPEA FP Equity_PX_LAST
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4327
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.474
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4803
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1500.0,8179.5,0.01,0.0,,0.0,,0.0,5.453
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1500.0,8187.9,0.01,0.0,,0.0,,0.0,5.4586
2025-06-02,166600.0,904154.86,0.31,0.14,0.91,452077.43,83300.0,83300.0,452077.43,,,83300.0,,,,,,0.45,83300.0,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,49.86,0.5,50.14,2.0,5.4271
2025-06-03,166600.0,914917.22,0.31,0.14,0.91,457458.61,83300.0,83300.0,457458.61,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,49.7,0.5,50.3,2.0,5.4917
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.45,,83300.0,,,,,83300.0,0.0,0.45,0.0,0.0,83300.0,457866.78,0.47,0.0,,0.0,,0.0,5.4966
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83300.0,458108.35,0.48,0.0,,0.0,,0.0,5.4995
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83300.0,459807.67,0.47,0.0,,0.0,,0.0,5.5199
2025-06-09,165600.0,913532.4,0.32,0.14,0.91,456766.2,82800.0,82800.0,456766.2,,,82800.0,,,,,,0.46,82800.0,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,49.98,0.5,50.02,2.0,5.5165
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5169
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4699
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4509
2025-06-16,166000.0,908136.2,0.35,0.14,0.91,454068.1,83000.0,83000.0,454068.1,,,83000.0,,,,,,0.46,83000.0,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,49.91,0.5,50.09,2.0,5.4707
2025-06-17,166000.0,905862.0,0.36,0.14,0.91,452931.0,83000.0,83000.0,452931.0,,,,,,,,,,,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,49.94,0.5,50.06,2.0,5.457
2025-06-18,166000.0,905164.8,0.37,0.14,0.9,452582.4,83000.0,83000.0,452582.4,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,49.98,0.5,50.02,2.0,5.4528
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4137
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.429
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4183
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4689
2025-06-25,88600.0,483880.04,0.22,0.07,0.48,241940.02,44300.0,44300.0,241940.02,,,44300.0,,,,,,0.24,44300.0,,0.24,,100.0,100.0,0.0,0.0,0.0,100.0,49.97,0.5,50.03,2.0,5.4614
2025-06-26,160400.0,876537.88,0.4,0.13,0.88,438268.94,80200.0,80200.0,438268.94,35900.0,0.2,,,35900.0,,0.2,35900.0,,,,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,49.98,0.5,50.02,2.0,5.4647
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.44,,80200.0,,,,,80200.0,0.0,0.44,0.0,0.0,80200.0,441990.22,0.46,0.0,,0.0,,0.0,5.5111
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,80200.0,441100.0,0.46,0.0,,0.0,,0.0,5.5
2025-07-01,114400.0,628010.24,0.29,0.09,0.63,314005.12,57200.0,57200.0,314005.12,,,57200.0,,,,,,0.31,57200.0,,0.31,,100.0,100.0,0.0,0.0,0.0,100.0,49.95,0.5,50.05,2.0,5.4896
2025-07-02,164000.0,902229.6,0.41,0.13,0.9,451114.8,82000.0,82000.0,451114.8,24800.0,0.14,,,24800.0,,0.14,24800.0,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,49.95,0.5,50.05,2.0,5.5014
2025-07-03,164000.0,911741.6,0.41,0.13,0.91,455870.8,82000.0,82000.0,455870.8,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,49.74,0.5,50.26,2.0,5.5594
2025-07-04,164000.0,905657.2,0.42,0.13,0.91,452828.6,82000.0,82000.0,452828.6,,,,,,,,,,,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,49.83,0.5,50.17,2.0,5.5223
2025-07-07,164000.0,908363.2,0.43,0.13,0.91,454181.6,82000.0,82000.0,454181.6,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,49.93,0.5,50.07,2.0,5.5388
2025-07-08,182600.0,1011074.46,0.48,0.15,1.01,505537.23,91300.0,91300.0,505537.23,9300.0,0.05,,,9300.0,,0.05,9300.0,,,,0.51,,100.0,100.0,0.0,0.0,0.0,100.0,49.99,0.5,50.01,2.0,5.5371
2025-07-09,182600.0,1014854.28,0.48,0.15,1.02,507427.14,91300.0,91300.0,507427.14,,,,,,,,,,,,0.51,,100.0,100.0,0.0,0.0,0.0,100.0,49.91,0.5,50.09,2.0,5.5578
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5973
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5624
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5709
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5995
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5219
2025-07-17,1416.0,7967.27,0.0,0.0,0.01,7967.27,1416.0,1416.0,7967.27,,,1416.0,,,,,,0.01,1416.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.6266
2025-07-18,1416.0,7945.88,0.0,0.0,0.01,7945.88,1416.0,1416.0,7945.88,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.6115
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6174
2025-07-22,141600.0,790198.8,0.38,0.11,0.79,395099.4,70800.0,70800.0,395099.4,,,70800.0,,,,,,0.39,70800.0,,0.4,,100.0,100.0,0.0,0.0,0.0,100.0,49.84,0.5,50.16,2.0,5.5805
2025-07-23,191800.0,1079412.04,0.5,0.15,1.08,539706.02,95900.0,95900.0,539706.02,25100.0,0.15,,,25100.0,,0.15,25100.0,,,,0.54,,100.0,100.0,0.0,0.0,0.0,100.0,49.79,0.5,50.21,2.0,5.6278
2025-07-24,25100.0,141561.49,0.07,0.02,0.14,0.0,25100.0,0.0,141561.49,,,,0.4,,70800.0,,,,,95900.0,0.14,0.54,100.0,26.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.2617,5.6399
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14,,25100.0,,,,,,0.0,,0.0,0.0,95900.0,541873.36,0.57,0.0,,0.0,,0.0,5.6504
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95900.0,546601.23,0.56,0.0,,0.0,,0.0,5.6997
2025-07-29,183600.0,1050742.8,0.47,0.14,1.06,525371.4,91800.0,91800.0,525371.4,,,91800.0,,,,,,0.53,91800.0,,0.53,,100.0,100.0,0.0,0.0,0.0,100.0,49.9,0.5,50.1,2.0,5.723
2025-07-30,183600.0,1055020.68,0.46,0.14,1.05,527510.34,91800.0,91800.0,527510.34,,,,,,,,,,,,0.53,,100.0,100.0,0.0,0.0,0.0,100.0,49.9,0.5,50.1,2.0,5.7463
2025-07-31,91800.0,528777.18,0.22,0.07,0.52,528777.18,0.0,91800.0,0.0,,,,0.52,,91800.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0,5.7601
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,91800.0,0.0,0.52,0.0,0.0,91800.0,513125.28,0.55,0.0,,0.0,,0.0,5.5896
2025-08-04,182200.0,1030359.22,0.4,0.14,1.02,515179.61,91100.0,91100.0,515179.61,,,91100.0,,,,,,0.51,91100.0,,0.51,,100.0,99.24,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.9847,5.6551
2025-08-05,182200.0,1028610.1,0.38,0.14,1.02,514305.05,91100.0,91100.0,514305.05,,,,,,,,,,,,0.51,,100.0,100.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,2.0,5.6455
2025-08-06,182200.0,1030413.88,0.38,0.14,1.03,515206.94,91100.0,91100.0,515206.94,,,,,,,,,,,,0.51,,100.0,100.0,0.0,0.0,0.0,100.0,49.96,0.5,50.04,2.0,5.6554
2025-08-07,182200.0,1032490.96,0.37,0.14,1.03,516245.48,91100.0,91100.0,516245.48,,,,,,,,,,,,0.52,,100.0,100.0,0.0,0.0,0.0,100.0,49.95,0.5,50.05,2.0,5.6668
2025-08-08,182200.0,1035624.8,0.37,0.14,1.04,517812.4,91100.0,91100.0,517812.4,,,,,,,,,,,,0.52,,100.0,100.0,0.0,0.0,0.0,100.0,49.92,0.5,50.08,2.0,5.684
2025-08-11,182200.0,1041764.94,0.37,0.14,1.03,520882.47,91100.0,91100.0,520882.47,,,,,,,,,,,,0.51,,100.0,100.0,0.0,0.0,0.0,100.0,49.85,0.5,50.15,2.0,5.7177
2025-08-12,182200.0,1041837.82,0.38,0.14,1.04,520918.91,91100.0,91100.0,520918.91,,,,,,,,,,,,0.52,,100.0,100.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,2.0,5.7181
2025-08-13,182200.0,1043586.94,0.38,0.14,1.05,521793.47,91100.0,91100.0,521793.47,,,,,,,,,,,,0.52,,100.0,100.0,0.0,0.0,0.0,100.0,49.96,0.5,50.04,2.0,5.7277
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7536
2025-08-15,170000.0,975715.0,0.36,0.13,0.98,487857.5,85000.0,85000.0,487857.5,,,85000.0,,,,,,0.49,85000.0,,0.49,,100.0,100.0,0.0,0.0,0.0,100.0,49.94,0.5,50.06,2.0,5.7395
2025-08-18,85000.0,488486.5,0.18,0.06,0.49,0.0,85000.0,0.0,488486.5,,,,,,,,,,,85000.0,0.49,0.49,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.7469
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7491
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7182
2025-08-21,67600.0,387949.64,0.14,0.05,0.38,193974.82,33800.0,33800.0,193974.82,,,33800.0,,,,,,0.19,33800.0,,0.19,,100.0,100.0,0.0,0.0,0.0,100.0,49.91,0.5,50.09,2.0,5.7389
2025-08-22,193400.0,1115918.0,0.4,0.14,1.12,557959.0,96700.0,96700.0,557959.0,62900.0,0.37,,,62900.0,,0.37,62900.0,,,,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,49.86,0.5,50.14,2.0,5.77
2025-08-25,193400.0,1114680.24,0.4,0.14,1.12,557340.12,96700.0,96700.0,557340.12,,,,,,,,,,,,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,2.0,5.7636
2025-08-26,193400.0,1112050.0,0.4,0.14,1.11,556025.0,96700.0,96700.0,556025.0,,,,,,,,,,,,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,49.94,0.5,50.06,2.0,5.75
2025-08-27,193400.0,1121197.82,0.4,0.14,1.12,560598.91,96700.0,96700.0,560598.91,,,,,,,,,,,,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,49.8,0.5,50.2,2.0,5.7973
2025-08-28,193400.0,1118180.78,0.4,0.14,1.12,559090.39,96700.0,96700.0,559090.39,,,,,,,,,,,,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,49.93,0.5,50.07,2.0,5.7817
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.56,,96700.0,,,,,96700.0,0.0,0.56,0.0,0.0,96700.0,555038.66,0.59,0.0,,0.0,,0.0,5.7398
