,INFL FP Equity_DX_SI_QTY,INFL FP Equity_DX_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFL FP Equity_DX_SI_MV,INFL FP Equity_DX_DSS,INFL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SUPPLY_SI_QTY,INFL FP Equity_DX_BROKER_SI_QTY,INFL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFL FP Equity_DX_BROKER_SI_MV_NEW_x,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_x,INFL FP Equity_DX_BROKER_SI_MV_INC_x,INFL FP Equity_DX_BROKER_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_NEW,INFL FP Equity_DX_SUPPLY_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_QTY_INC,INFL FP Equity_DX_SUPPLY_SI_QTY_DEC,INFL FP Equity_DX_BROKER_SI_MV_NEW_y,INFL FP Equity_DX_BROKER_SI_MV_INC_y,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_y,INFL FP Equity_DX_BROKER_SI_MV_ADD,INFL FP Equity_DX_SUPPLY_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_DEC,INFL FP Equity_DX_SUPPLY_SI_MV,INFL FP Equity_DX_BROKER_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_MV_RMV,INFL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFL FP Equity_DX_UTILIZATION_QUANTITY,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFL FP Equity_DX_ACTIVE_UTILIZATION_MV,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFL FP Equity_DX_BROKER_SI_CON_RATIO,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFL FP Equity_DX_DEMAND_SUPPLY_RATIO,INFL FP Equity_PX_LAST
2018-08-16,16600.0,1669794.0,4.94,0.13,1.67,,1227198.0,4400.0,12200.0,442596.0,,,,,,,,,,,,,,,0.44,,,100.0,14.37,0.0,0.0,0.0,100.0,18.85,0.694,81.15,0.5423,100.59
2018-08-17,11100.0,1117215.0,3.32,0.09,1.12,,674355.0,4400.0,6700.0,442860.0,,,,,,,,,,,,,,5500.0,0.44,0.55,,100.0,14.37,0.0,0.0,0.0,100.0,34.33,0.5491,65.67,0.3626,100.65
2018-08-20,11100.0,1117104.0,3.33,0.09,1.12,,674288.0,4400.0,6700.0,442816.0,,,,,,,,,,,,,,,0.44,,,100.0,3.64,0.0,0.0,0.0,100.0,34.33,0.5491,65.67,0.0918,100.64
2018-08-21,6700.0,674556.0,2.05,0.05,0.67,,674556.0,0.0,6700.0,0.0,,,,,,0.44,,4400.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.33,0.5491,65.67,0.0554,100.68
2018-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,6700.0,0.0,0.67,,0.0,0.0,120939.0,12170091.57,12.18,0.0,,0.0,,0.0,100.63
2018-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,120939.0,12172510.35,12.15,0.0,,0.0,,0.0,100.65
2018-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12069791.37,12.05,0.0,,0.0,,0.0,100.71
2018-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12075783.72,12.06,0.0,,0.0,,0.0,100.76
2018-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12074585.25,12.06,0.0,,0.0,,0.0,100.75
2018-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12079379.13,12.09,0.0,,0.0,,0.0,100.79
2018-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12082974.54,12.1,0.0,,0.0,,0.0,100.82
2018-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12082974.54,12.1,0.0,,0.0,,0.0,100.82
2018-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12076982.19,12.08,0.0,,0.0,,0.0,100.77
2018-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119847.0,12080577.6,12.09,0.0,,0.0,,0.0,100.8
2018-09-05,2400.0,241584.0,0.73,0.02,0.24,,241584.0,0.0,2400.0,0.0,,,,2400.0,,,,,,,,0.24,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.02,100.66
2018-09-06,2400.0,241584.0,0.92,0.02,0.24,,241584.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.02,100.66
2018-09-07,2400.0,241392.0,1.03,0.02,0.24,,241392.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.02,100.58
2018-09-10,2400.0,241392.0,1.06,0.02,0.24,,241392.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.02,100.58
2018-09-11,2400.0,241560.0,1.07,0.02,0.24,,241560.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.02,100.65
2018-09-12,2400.0,241608.0,1.12,0.02,0.24,,241608.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0204,100.67
2018-09-13,2400.0,241632.0,1.19,0.02,0.24,,241632.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0204,100.68
2018-09-14,2400.0,241560.0,1.23,0.02,0.24,,241560.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0813,100.65
2018-09-17,13900.0,1398618.0,7.29,0.11,1.4,,965952.0,4300.0,9600.0,432666.0,,,0.43,2900.0,,,4300.0,,,0.43,,0.29,4300.0,,0.43,,,4.4,3.66,93378.0,9395694.36,9.39,4.41,26.38,0.3475,49.98,0.1183,100.62
2018-09-18,11300.0,1136893.0,6.42,0.09,1.14,,845124.0,2900.0,8400.0,291769.0,,,,,,0.14,,1400.0,,,,,,1200.0,0.29,0.12,,29.99,9.82,6771.0,681230.31,0.68,29.99,34.53,0.5479,65.47,0.3828,100.61
2018-09-19,10100.0,1015656.0,6.26,0.08,1.02,,724032.0,2900.0,7200.0,291624.0,,,,,,,,,,,,,,1200.0,0.29,0.12,,29.99,9.82,6771.0,680891.76,0.68,29.99,40.28,0.5189,59.72,0.3421,100.56
2018-09-20,10100.0,1016262.0,6.34,0.08,1.02,,724464.0,2900.0,7200.0,291798.0,,,,,,,,,,,,,,,0.29,,,29.99,9.82,6771.0,681298.02,0.68,29.99,40.28,0.5189,59.72,0.3421,100.62
2018-09-21,10100.0,1016767.0,6.47,0.08,1.01,,724824.0,2900.0,7200.0,291943.0,,,,,,,,,,,,,,,0.29,,,29.99,9.82,6771.0,681636.57,0.67,29.99,40.28,0.5189,59.72,0.3421,100.67
2018-09-24,11500.0,1158395.0,7.08,0.09,1.16,,725256.0,4300.0,7200.0,433139.0,,,,,,,,,,,,,1400.0,,0.43,,,4.59,3.78,89481.0,9013421.13,9.0,4.59,33.72,0.3902,50.0,0.1012,100.73
2018-09-25,5800.0,584292.0,3.55,0.04,0.58,,584292.0,0.0,5800.0,0.0,,,,,,0.43,,4300.0,,,,,,1400.0,0.0,0.14,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.1965,100.74
2018-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,5800.0,0.0,0.59,,0.0,0.0,106848.0,10768141.44,10.76,0.0,,0.0,,0.0,100.78
2018-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10779894.72,10.75,0.0,,0.0,,0.0,100.89
2018-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10763867.52,10.77,0.0,,0.0,,0.0,100.74
2018-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10763867.52,10.77,0.0,,0.0,,0.0,100.74
2018-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10766004.48,10.76,0.0,,0.0,,0.0,100.76
2018-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10763867.52,10.74,0.0,,0.0,,0.0,100.74
2018-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,106848.0,10778826.24,10.78,0.0,,0.0,,0.0,100.88
2018-10-05,18000.0,1815300.0,9.89,0.14,1.82,,907650.0,9000.0,9000.0,907650.0,,,,9000.0,,,,,,,,0.91,9000.0,,0.91,,,100.0,8.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.1685,100.85
2018-10-08,56600.0,5708110.0,27.98,0.44,5.72,,3791960.0,19000.0,37600.0,1916150.0,,,1.01,18600.0,,,10000.0,,,1.01,,1.88,10000.0,,1.92,,,65.86,17.78,9850.0,993372.5,0.99,65.87,39.08,0.3562,39.92,0.5297,100.85
2018-10-09,56600.0,5714902.0,26.15,0.44,5.72,,3796472.0,19000.0,37600.0,1918430.0,,,,,,,,,,,,,,,1.92,,,65.86,17.78,9850.0,994554.5,1.0,65.91,39.08,0.3562,39.92,0.5297,100.97
2018-10-10,56600.0,5713204.0,24.23,0.44,5.71,,3795344.0,19000.0,37600.0,1917860.0,,,,,,,,,,,,,,,1.92,,,65.86,17.78,9850.0,994259.0,0.99,65.88,39.08,0.3562,39.92,0.5297,100.94
2018-10-11,56600.0,5709242.0,25.23,0.44,5.72,,3792712.0,19000.0,37600.0,1916530.0,,,,,,,,,,,,,,,1.92,,,65.86,18.07,9850.0,993569.5,1.0,65.82,39.08,0.3562,39.92,0.5384,100.87
2018-10-12,56600.0,5706412.0,24.18,0.44,5.71,,3790832.0,19000.0,37600.0,1915580.0,,,,,,,,,,,,,,,1.91,,,65.86,18.07,9850.0,993077.0,0.99,65.81,39.08,0.3562,39.92,0.5384,100.82
2018-10-15,56600.0,5706978.0,20.67,0.44,5.7,,3791208.0,19000.0,37600.0,1915770.0,,,,,,,,,,,,,,,1.91,,,65.86,18.07,9850.0,993175.5,0.99,65.83,39.08,0.3562,39.92,0.5384,100.83
2018-10-16,56600.0,5706412.0,20.0,0.43,5.71,,3790832.0,19000.0,37600.0,1915580.0,,,,,,,,,,,,,,,1.92,,,65.86,18.07,9850.0,993077.0,0.99,65.9,39.08,0.3562,39.92,0.5384,100.82
2018-10-17,56600.0,5705280.0,18.79,0.43,5.69,,3790080.0,19000.0,37600.0,1915200.0,,,,,,,,,,,,,,,1.91,,,65.86,18.07,9850.0,992880.0,0.99,65.86,39.08,0.3562,39.92,0.5384,100.8
2018-10-18,47600.0,4794272.0,15.45,0.36,4.79,,3787072.0,10000.0,37600.0,1007200.0,,,,,,0.91,,9000.0,,,,,,,1.01,,,50.38,9.51,9850.0,992092.0,0.99,50.38,39.08,0.3562,39.92,0.4528,100.72
2018-10-19,38600.0,3884704.0,12.63,0.29,3.89,,2878304.0,10000.0,28600.0,1006400.0,,,,,,,,,,,,,,9000.0,1.01,0.9,,50.38,9.51,9850.0,991304.0,0.99,50.38,25.91,0.3664,48.19,0.3672,100.64
2018-10-22,47600.0,4789036.0,15.28,0.36,4.79,,3782936.0,10000.0,37600.0,1006100.0,,,0.9,,,,9000.0,,,0.9,,,,,1.01,,,50.38,9.51,9850.0,991008.5,0.99,50.38,39.08,0.3562,39.92,0.4528,100.61
2018-10-23,10000.0,1004900.0,3.2,0.08,1.01,,0.0,10000.0,0.0,1004900.0,,,,,,,,,,,,,,37600.0,1.01,3.78,,9.51,9.51,95128.0,9559412.72,9.56,9.51,,1.0,100.0,0.0951,100.49
2018-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,1.01,,10000.0,,,,,,,0.0,,,0.0,0.0,105128.0,10552748.64,10.56,0.0,,0.0,,0.0,100.38
2018-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10547492.24,10.55,0.0,,0.0,,0.0,100.33
2018-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10541184.56,10.56,0.0,,0.0,,0.0,100.27
2018-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10547492.24,10.53,0.0,,0.0,,0.0,100.33
2018-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10548543.52,10.54,0.0,,0.0,,0.0,100.34
2018-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10550646.08,10.56,0.0,,0.0,,0.0,100.36
2018-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10545389.68,10.56,0.0,,0.0,,0.0,100.31
2018-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10544338.4,10.55,0.0,,0.0,,0.0,100.3
2018-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10550646.08,10.56,0.0,,0.0,,0.0,100.36
2018-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10565364.0,10.57,0.0,,0.0,,0.0,100.5
2018-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10562210.16,10.53,0.0,,0.0,,0.0,100.47
2018-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10560107.6,10.54,0.0,,0.0,,0.0,100.45
2018-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10555902.48,10.56,0.0,,0.0,,0.0,100.41
2018-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10558005.04,10.53,0.0,,0.0,,0.0,100.43
2018-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10539082.0,10.58,0.0,,0.0,,0.0,100.25
2018-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,105128.0,10539082.0,10.55,0.0,,0.0,,0.0,100.25
2018-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,104025.0,10411862.25,10.42,0.0,,0.0,,0.0,100.09
2018-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,104025.0,10410822.0,10.42,0.0,,0.0,,0.0,100.08
2018-11-19,25500.0,2550510.0,7.23,0.19,2.55,,1700340.0,8500.0,17000.0,850170.0,,,,17000.0,,,,,,,,1.7,8500.0,,0.85,,,100.0,8.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2451,100.02
2018-11-20,25500.0,2546175.0,7.38,0.19,2.55,,1697450.0,8500.0,17000.0,848725.0,,,,,,,,,,,,,,,0.85,,,100.0,9.04,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2713,99.85
2018-11-21,25500.0,2541840.0,7.86,0.19,2.54,,1694560.0,8500.0,17000.0,847280.0,,,,,,,,,,,,,,,0.85,,,100.0,9.04,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2713,99.68
2018-11-22,27700.0,2758643.0,8.42,0.21,2.77,,1912128.0,8500.0,19200.0,846515.0,,,0.22,,,,2200.0,,,0.22,,,,,0.85,,,100.0,9.04,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2948,99.59
2018-11-23,27700.0,2741192.0,8.45,0.21,2.77,,1900032.0,8500.0,19200.0,841160.0,,,,,,,,,,,,,,,0.85,,,100.0,9.04,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2948,98.96
2018-11-26,20300.0,2016399.0,7.04,0.19,2.01,,1907136.0,1100.0,19200.0,109263.0,,,,,,0.74,,7400.0,,,,,,,0.11,,,11.37,1.18,8571.0,851357.43,0.85,11.37,50.0,0.5,50.0,0.2185,99.33
2018-11-27,3300.0,327855.0,1.17,0.03,0.33,,218570.0,1100.0,2200.0,109285.0,,,,,,,,,,,,,,17000.0,0.11,1.69,,11.37,1.18,8571.0,851528.85,0.85,11.37,50.0,0.5,50.0,0.0355,99.35
2018-11-28,3300.0,327558.0,1.22,0.03,0.33,,218372.0,1100.0,2200.0,109186.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,850757.46,0.85,11.37,50.0,0.5,50.0,0.0355,99.26
2018-11-29,3300.0,328053.0,1.25,0.03,0.33,,218702.0,1100.0,2200.0,109351.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,852043.11,0.85,11.37,50.0,0.5,50.0,0.0355,99.41
2018-11-30,3300.0,327822.0,1.22,0.03,0.33,,218548.0,1100.0,2200.0,109274.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851443.14,0.85,11.37,50.0,0.5,50.0,0.0355,99.34
2018-12-03,3300.0,328350.0,1.17,0.03,0.33,,218900.0,1100.0,2200.0,109450.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,852814.5,0.85,11.37,50.0,0.5,50.0,0.0355,99.5
2018-12-04,3300.0,328317.0,1.16,0.03,0.33,,218878.0,1100.0,2200.0,109439.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,852728.79,0.85,11.37,50.0,0.5,50.0,0.0355,99.49
2018-12-05,3300.0,328086.0,1.06,0.03,0.33,,218724.0,1100.0,2200.0,109362.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,852128.82,0.85,11.37,50.0,0.5,50.0,0.0355,99.42
2018-12-06,3300.0,327723.0,0.96,0.03,0.33,,218482.0,1100.0,2200.0,109241.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851186.01,0.85,11.37,50.0,0.5,50.0,0.0355,99.31
2018-12-07,3300.0,328086.0,0.97,0.03,0.33,,218724.0,1100.0,2200.0,109362.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,852128.82,0.85,11.37,50.0,0.5,50.0,0.0355,99.42
2018-12-10,3300.0,327723.0,0.95,0.03,0.33,,218482.0,1100.0,2200.0,109241.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851186.01,0.85,11.37,50.0,0.5,50.0,0.0355,99.31
2018-12-11,3300.0,327723.0,1.0,0.03,0.33,,218482.0,1100.0,2200.0,109241.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851186.01,0.85,11.37,50.0,0.5,50.0,0.0355,99.31
2018-12-12,3300.0,327789.0,1.0,0.03,0.33,,218526.0,1100.0,2200.0,109263.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851357.43,0.85,11.37,50.0,0.5,50.0,0.0355,99.33
2018-12-13,3300.0,327987.0,1.06,0.03,0.33,,218658.0,1100.0,2200.0,109329.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,851871.69,0.85,11.37,50.0,0.5,50.0,0.0355,99.39
2018-12-14,3300.0,327261.0,1.09,0.03,0.33,,218174.0,1100.0,2200.0,109087.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,849986.07,0.85,11.37,50.0,0.5,50.0,0.0355,99.17
2018-12-17,3300.0,327525.0,1.07,0.03,0.33,,218350.0,1100.0,2200.0,109175.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,850671.75,0.85,11.37,50.0,0.5,50.0,0.0355,99.25
2018-12-18,3300.0,327063.0,1.1,0.03,0.33,,218042.0,1100.0,2200.0,109021.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,849471.81,0.85,11.37,50.0,0.5,50.0,0.0355,99.11
2018-12-19,3300.0,326832.0,1.17,0.03,0.33,,217888.0,1100.0,2200.0,108944.0,,,,,,,,,,,,,,,0.11,,,11.37,1.18,8571.0,848871.84,0.85,11.37,50.0,0.5,50.0,0.0355,99.04
2018-12-20,26400.0,2610696.0,8.8,0.25,2.61,,1740464.0,8800.0,17600.0,870232.0,,7700.0,1.53,,,,15400.0,,,1.53,7700.0,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.89
2018-12-21,26400.0,2605416.0,8.77,0.25,2.6,,1736944.0,8800.0,17600.0,868472.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.69
2018-12-24,26400.0,2605680.0,9.26,0.25,2.61,,1737120.0,8800.0,17600.0,868560.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.7
2018-12-25,26400.0,2605680.0,9.32,0.25,2.6,,1737120.0,8800.0,17600.0,868560.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,49.96,0.5,50.04,0.2841,
2018-12-26,26400.0,2605680.0,9.32,0.25,2.6,,1737120.0,8800.0,17600.0,868560.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,
2018-12-27,26400.0,2604360.0,9.32,0.25,2.6,,1736240.0,8800.0,17600.0,868120.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.65
2018-12-28,26400.0,2600664.0,9.44,0.25,2.61,,1733776.0,8800.0,17600.0,866888.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.51
2018-12-31,26400.0,2600400.0,9.44,0.25,2.6,,1733600.0,8800.0,17600.0,866800.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2841,98.5
2019-01-01,26400.0,2600400.0,9.52,0.25,2.6,,1733600.0,8800.0,17600.0,866800.0,,,,,,,,,,,,,,,0.87,,,100.0,9.47,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.2841,
2019-01-02,18700.0,1837836.0,6.75,0.18,1.84,,1729728.0,1100.0,17600.0,108108.0,,,,,,0.77,,7700.0,,,,,,,0.11,,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2013,98.28
2019-01-03,3300.0,324192.0,1.18,0.03,0.32,,216128.0,1100.0,2200.0,108064.0,,,,,,,,,,,,,,15400.0,0.11,1.51,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0355,98.24
2019-01-04,3300.0,324423.0,1.2,0.03,0.32,,216282.0,1100.0,2200.0,108141.0,,,,,,,,,,,,,,,0.11,,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0355,98.31
2019-01-07,3300.0,324720.0,1.21,0.03,0.32,,216480.0,1100.0,2200.0,108240.0,,,,,,,,,,,,,,,0.11,,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0355,98.4
2019-01-08,3300.0,325149.0,1.23,0.03,0.32,,216766.0,1100.0,2200.0,108383.0,,,,,,,,,,,,,,,0.11,,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0355,98.53
2019-01-09,3300.0,325677.0,1.26,0.03,0.33,,217118.0,1100.0,2200.0,108559.0,,,,,,,,,,,,,,,0.11,,,100.0,1.18,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0355,98.69
2019-01-10,3300.0,325644.0,1.26,0.03,0.33,,217096.0,1100.0,2200.0,108548.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.68
2019-01-11,3300.0,325182.0,1.27,0.03,0.33,,216788.0,1100.0,2200.0,108394.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.54
2019-01-14,3300.0,324885.0,1.3,0.03,0.32,,216590.0,1100.0,2200.0,108295.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.45
2019-01-15,3300.0,324588.0,1.29,0.03,0.33,,216392.0,1100.0,2200.0,108196.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.36
2019-01-16,3300.0,324588.0,1.32,0.03,0.32,,216392.0,1100.0,2200.0,108196.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.36
2019-01-17,3300.0,324390.0,1.4,0.03,0.32,,216260.0,1100.0,2200.0,108130.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.3
2019-01-18,3300.0,324588.0,1.4,0.03,0.32,,216392.0,1100.0,2200.0,108196.0,,,,,,,,,,,,,,,0.11,,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0361,98.36
