,GPE FP Equity_DX_SI_QTY,GPE FP Equity_DX_SHORT_INTEREST_VALUE,GPE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GPE FP Equity_DX_SI_MV,GPE FP Equity_DX_DSS,GPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GPE FP Equity_DX_SUPPLY_SI_QTY,GPE FP Equity_DX_BROKER_SI_QTY,GPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GPE FP Equity_DX_BROKER_SI_MV_NEW_x,GPE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,GPE FP Equity_DX_SUPPLY_SI_MV_NEW,GPE FP Equity_DX_BROKER_SI_QTY_ADD,GPE FP Equity_DX_BROKER_SI_QTY_NEW,GPE FP Equity_DX_SUPPLY_SI_MV_DEC,GPE FP Equity_DX_SUPPLY_SI_QTY_DEC,GPE FP Equity_DX_BROKER_SI_MV_NEW_y,GPE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,GPE FP Equity_DX_BROKER_SI_MV_ADD,GPE FP Equity_DX_SUPPLY_SI_QTY_ADD,GPE FP Equity_DX_BROKER_SI_QTY_DEC,GPE FP Equity_DX_SUPPLY_SI_MV,GPE FP Equity_DX_BROKER_SI_MV_DEC,GPE FP Equity_DX_SUPPLY_SI_MV_RMV,GPE FP Equity_DX_BROKER_SI_MV_RMV,GPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GPE FP Equity_DX_UTILIZATION_QUANTITY,GPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GPE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GPE FP Equity_DX_ACTIVE_UTILIZATION_MV,GPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GPE FP Equity_DX_BROKER_SI_CON_RATIO,GPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GPE FP Equity_DX_DEMAND_SUPPLY_RATIO,GPE FP Equity_PX_LAST
2008-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94345.89,,0.1,0.0,,0.0,,0.0,20.09
2008-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,92843.12,,0.1,0.0,,0.0,,0.0,19.77
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91809.97,,0.1,0.0,,0.0,,0.0,19.55
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,92514.39,,0.1,0.0,,0.0,,0.0,19.7
2008-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91575.16,,0.1,0.0,,0.0,,0.0,19.5
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90729.85,,0.1,0.0,,0.0,,0.0,19.32
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90729.85,,0.1,0.0,,0.0,,0.0,
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94392.85,,0.1,0.0,,0.0,,0.0,20.1
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93923.24,,0.1,0.0,,0.0,,0.0,20.0
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93923.24,,0.1,0.0,,0.0,,0.0,20.0
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94251.97,,0.1,0.0,,0.0,,0.0,20.07
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94251.97,,0.1,0.0,,0.0,,0.0,20.07
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94298.93,,0.1,0.0,,0.0,,0.0,20.08
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94298.93,,0.1,0.0,,0.0,,0.0,20.08
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94627.66,,0.1,0.0,,0.0,,0.0,20.15
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93923.24,,0.1,0.0,,0.0,,0.0,20.0
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93876.28,,0.1,0.0,,0.0,,0.0,19.99
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89274.04,,0.1,0.0,,0.0,,0.0,19.01
2008-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,92044.77,,0.1,0.0,,0.0,,0.0,19.6
2008-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91809.97,,0.1,0.0,,0.0,,0.0,19.55
2008-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93406.66,,0.1,0.0,,0.0,,0.0,19.89
2008-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91575.16,,0.1,0.0,,0.0,,0.0,19.5
2008-05-23,7000.0,126882.12,1.01,4.3,0.18,0.14,0.0,63441.06,3500.0,3500.0,63441.06,,,,,3500.0,,,,,,,0.07,3500.0,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.87
2008-05-26,7000.0,122029.06,1.01,4.33,0.18,0.14,0.0,61014.53,3500.0,3500.0,61014.53,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.11
2008-05-27,7000.0,122029.06,1.01,4.26,0.18,0.14,0.0,61014.53,3500.0,3500.0,61014.53,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.11
2008-05-28,7000.0,124455.59,1.01,3.49,0.18,0.14,0.0,62227.79,3500.0,3500.0,62227.79,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.49
2008-05-29,7000.0,122923.04,1.01,3.51,0.18,0.14,0.0,61461.52,3500.0,3500.0,61461.52,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.25
2008-05-30,7000.0,124519.44,1.01,4.87,0.18,0.14,0.0,62259.72,3500.0,3500.0,62259.72,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.5
2008-06-02,7000.0,124519.44,1.01,4.84,0.18,0.14,0.0,62259.72,3500.0,3500.0,62259.72,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.5
2008-06-03,7000.0,124519.44,1.01,4.93,0.18,0.14,0.0,62259.72,3500.0,3500.0,62259.72,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.5
2008-06-04,7000.0,124519.44,1.01,4.98,0.18,0.14,0.0,62259.72,3500.0,3500.0,62259.72,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.5
2008-06-05,7000.0,124519.44,1.01,9.37,0.18,0.14,0.0,62259.72,3500.0,3500.0,62259.72,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.5
2008-06-06,7000.0,121965.2,1.01,9.54,0.18,0.14,0.0,60982.6,3500.0,3500.0,60982.6,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.1
2008-06-09,7000.0,121326.64,1.01,9.63,0.18,0.14,0.0,60663.32,3500.0,3500.0,60663.32,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.0
2008-06-10,7000.0,118133.83,1.01,9.73,0.18,0.14,0.0,59066.92,3500.0,3500.0,59066.92,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.5
2008-06-11,7000.0,119666.38,1.01,9.56,0.18,0.13,0.0,59833.19,3500.0,3500.0,59833.19,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.74
2008-06-12,7000.0,118133.83,1.01,9.46,0.18,0.13,0.0,59066.92,3500.0,3500.0,59066.92,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.5
2008-06-13,7000.0,118133.83,1.01,9.39,0.18,0.13,0.0,59066.92,3500.0,3500.0,59066.92,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.5
2008-06-16,7000.0,118133.83,1.01,9.43,0.18,0.13,0.0,59066.92,3500.0,3500.0,59066.92,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,
2008-06-17,7000.0,127712.25,1.01,9.51,0.18,0.13,0.0,63856.13,3500.0,3500.0,63856.13,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,20.0
2008-06-18,7000.0,121326.64,1.01,9.29,0.18,0.14,0.0,60663.32,3500.0,3500.0,60663.32,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.0
2008-06-19,7000.0,121326.64,1.01,4.32,0.18,0.14,0.0,60663.32,3500.0,3500.0,60663.32,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,19.0
2008-06-20,7000.0,121262.78,1.01,4.29,0.18,0.14,0.0,60631.39,3500.0,3500.0,60631.39,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.99
2008-06-23,7000.0,116218.15,1.01,4.31,0.18,0.14,0.0,58109.07,3500.0,3500.0,58109.07,,,,,,,,,,,,,,,0.07,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.2
2008-06-24,7000.0,115579.59,1.01,4.25,0.18,0.13,0.0,57789.79,3500.0,3500.0,57789.79,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,18.1
2008-06-25,7000.0,109193.97,1.01,4.24,0.18,0.13,0.0,54596.99,3500.0,3500.0,54596.99,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,17.1
2008-06-26,7000.0,106575.87,1.01,4.09,0.18,0.12,0.0,53287.94,3500.0,3500.0,53287.94,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,16.69
2008-06-27,7000.0,105362.61,1.01,4.08,0.18,0.12,0.0,52681.3,3500.0,3500.0,52681.3,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,16.5
2008-06-30,7000.0,104724.05,1.01,4.02,0.18,0.12,0.0,52362.02,3500.0,3500.0,52362.02,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,16.4
2008-07-01,7000.0,102105.94,1.01,3.99,0.18,0.12,0.0,51052.97,3500.0,3500.0,51052.97,,,,,,,,,,,,,,,0.06,,,,100.0,67.99,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3598,15.99
2008-07-02,7000.0,104085.48,1.01,3.9,0.18,0.11,0.0,52042.74,3500.0,3500.0,52042.74,,,,,,,,,,,,,,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,16.3
2008-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.06,3500.0,,,,,,3500.0,0.0,0.06,,,0.0,0.0,5148.0,77956.29,,0.08,0.0,,0.0,,0.0,16.6
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,77017.06,,0.09,0.0,,0.0,,0.0,16.4
2008-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,75138.59,,0.08,0.0,,0.0,,0.0,16.0
2008-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,72790.51,,0.08,0.0,,0.0,,0.0,15.5
2008-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,75702.13,,0.08,0.0,,0.0,,0.0,16.12
2008-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,79834.75,,0.08,0.0,,0.0,,0.0,17.0
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,82182.83,,0.09,0.0,,0.0,,0.0,17.5
2008-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,82182.83,,0.09,0.0,,0.0,,0.0,17.5
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,82182.83,,0.09,0.0,,0.0,,0.0,17.5
2008-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,82182.83,,0.09,0.0,,0.0,,0.0,17.5
2008-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,78003.25,,0.09,0.0,,0.0,,0.0,16.61
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,71710.39,,0.09,0.0,,0.0,,0.0,15.27
2008-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,74668.97,,0.08,0.0,,0.0,,0.0,15.9
2008-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,73260.13,,0.08,0.0,,0.0,,0.0,15.6
2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,73260.13,,0.08,0.0,,0.0,,0.0,15.6
2008-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,68329.16,,0.08,0.0,,0.0,,0.0,14.55
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,70442.43,,0.07,0.0,,0.0,,0.0,15.0
2008-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,74668.97,,0.08,0.0,,0.0,,0.0,15.9
2008-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,73260.13,,0.08,0.0,,0.0,,0.0,15.6
2008-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,72790.51,,0.08,0.0,,0.0,,0.0,15.5
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,72790.51,,0.08,0.0,,0.0,,0.0,15.5
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85470.15,,0.08,0.0,,0.0,,0.0,18.2
2008-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90218.49,,0.09,0.0,,0.0,,0.0,19.0
2008-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94491.99,,0.1,0.0,,0.0,,0.0,19.9
2008-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94966.83,,0.1,0.0,,0.0,,0.0,20.0
2008-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,93922.19,,0.1,0.0,,0.0,,0.0,19.78
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,94491.99,,0.1,0.0,,0.0,,0.0,19.9
2008-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,92592.66,,0.1,0.0,,0.0,,0.0,19.5
2008-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90930.74,,0.1,0.0,,0.0,,0.0,19.15
2008-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89221.34,,0.1,0.0,,0.0,,0.0,18.79
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,83570.81,,0.1,0.0,,0.0,,0.0,17.6
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89743.65,,0.09,0.0,,0.0,,0.0,18.9
2008-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,88699.02,,0.1,0.0,,0.0,,0.0,18.68
2008-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91168.16,,0.1,0.0,,0.0,,0.0,19.2
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,87844.32,,0.1,0.0,,0.0,,0.0,18.5
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,87369.48,,0.1,0.0,,0.0,,0.0,18.4
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85944.98,,0.09,0.0,,0.0,,0.0,18.1
2008-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85944.98,,0.09,0.0,,0.0,,0.0,18.1
2008-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85944.98,,0.09,0.0,,0.0,,0.0,18.1
2008-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85944.98,,0.09,0.0,,0.0,,0.0,18.1
2008-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85944.98,,0.09,0.0,,0.0,,0.0,18.1
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89743.65,,0.09,0.0,,0.0,,0.0,18.9
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89506.24,,0.1,0.0,,0.0,,0.0,18.85
2008-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89506.24,,0.1,0.0,,0.0,,0.0,18.85
2008-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91168.16,,0.1,0.0,,0.0,,0.0,19.2
2008-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,88793.98,,0.1,0.0,,0.0,,0.0,18.7
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,88793.98,,0.1,0.0,,0.0,,0.0,18.7
2008-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,88793.98,,0.1,0.0,,0.0,,0.0,18.7
2008-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,91168.16,,0.1,0.0,,0.0,,0.0,19.2
2008-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89268.82,,0.1,0.0,,0.0,,0.0,18.8
2008-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89268.82,,0.1,0.0,,0.0,,0.0,18.8
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90788.29,,0.1,0.0,,0.0,,0.0,19.12
2008-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,88936.44,,0.1,0.0,,0.0,,0.0,18.73
2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90218.49,,0.1,0.0,,0.0,,0.0,19.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90218.49,,0.1,0.0,,0.0,,0.0,19.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89743.65,,0.1,0.0,,0.0,,0.0,18.9
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,89981.07,,0.1,0.0,,0.0,,0.0,18.95
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,90218.49,,0.1,0.0,,0.0,,0.0,19.0
2008-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,87749.35,,0.1,0.0,,0.0,,0.0,18.48
2008-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,87844.32,,0.1,0.0,,0.0,,0.0,18.5
2008-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,87844.32,,0.1,0.0,,0.0,,0.0,18.5
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5148.0,85470.15,,0.1,0.0,,0.0,,0.0,18.0
