,LPE FP Equity_DX_SI_QTY,LPE FP Equity_DX_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LPE FP Equity_DX_SI_MV,LPE FP Equity_DX_DSS,LPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY,LPE FP Equity_DX_BROKER_SI_QTY,LPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LPE FP Equity_DX_BROKER_SI_MV_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LPE FP Equity_DX_BROKER_SI_MV_INC_x,LPE FP Equity_DX_SUPPLY_SI_MV_NEW,LPE FP Equity_DX_BROKER_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_NEW,LPE FP Equity_DX_SUPPLY_SI_MV_DEC,LPE FP Equity_DX_BROKER_SI_QTY_INC,LPE FP Equity_DX_SUPPLY_SI_QTY_DEC,LPE FP Equity_DX_BROKER_SI_MV_NEW_y,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LPE FP Equity_DX_BROKER_SI_MV_INC_y,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LPE FP Equity_DX_BROKER_SI_MV_ADD,LPE FP Equity_DX_SUPPLY_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_DEC,LPE FP Equity_DX_SUPPLY_SI_MV,LPE FP Equity_DX_BROKER_SI_MV_DEC,LPE FP Equity_DX_SUPPLY_SI_MV_RMV,LPE FP Equity_DX_BROKER_SI_MV_RMV,LPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LPE FP Equity_DX_UTILIZATION_QUANTITY,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LPE FP Equity_DX_ACTIVE_UTILIZATION_MV,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LPE FP Equity_DX_BROKER_SI_CON_RATIO,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LPE FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-07-05,58336.0,5160968.09,2.34,23.79,0.98,5.72,0.0,994841.71,52145.0,11245.0,4613252.22,,,,,,,,,,,,,,,,6900.0,,5.11,,,,27.67,19.47,136321.0,12060277.21,,13.39,27.62,24.5,0.5596,70.62,0.2178
2011-07-06,65236.0,5782123.24,2.62,26.4,1.1,6.34,1.0,2219836.85,52145.0,25045.0,4621816.42,,,,1.33,,,,,13800.0,,,,1.33,,,,,5.06,,,,19.47,19.47,215692.0,19117630.22,,20.98,19.44,17.74,0.6517,78.72,0.2436
2011-07-07,65278.0,5719136.5,2.62,26.06,1.1,6.33,1.0,2197922.38,52145.0,25087.0,4568528.03,,,,,,42.0,,,,,,,,,0.0,,,5.06,,,,19.47,19.47,215678.0,18895982.14,,20.91,19.48,17.65,0.6499,78.63,0.2437
2011-07-08,65278.0,5834091.02,2.62,25.67,1.1,6.35,1.0,2242100.58,55145.0,25087.0,4928474.36,,,3000.0,,,,,,,,,,,3000.0,,,,5.39,,,,20.59,20.59,212626.0,19003024.57,,20.71,20.64,17.69,0.6497,78.61,0.2438
2011-07-11,65298.0,5841836.5,2.62,25.6,1.1,6.41,1.0,2246178.89,55145.0,25107.0,4933505.99,,,,0.0,,,,,20.0,,,,0.0,,,,,5.41,,,,20.6,20.6,212596.0,19019741.38,,20.9,20.55,17.83,0.6472,78.42,0.2439
2011-07-12,95861.0,8527150.85,3.85,37.27,1.61,9.41,1.0,3261916.96,73726.0,36670.0,6558169.89,,,,,,12000.0,,0.04,,419.0,,,,,1.18,19000.0,437.0,7.23,0.05,,,25.42,25.42,216335.0,19243708.9,,21.2,25.42,34.08,0.2945,35.51,0.3305
2011-07-13,117813.0,10405680.64,4.73,47.39,1.98,11.49,1.0,4206504.77,84722.0,47626.0,7482960.92,,,10996.0,1.07,,,,,11000.0,,,,1.07,10996.0,,,44.0,8.25,0.0,,,29.21,29.21,205281.0,18131178.45,,19.93,29.28,29.72,0.2928,34.52,0.4062
2011-07-14,358811.0,31596573.26,14.41,171.01,6.03,34.74,2.0,14364640.47,210221.0,163125.0,18511871.79,,,110000.0,11.16,,,,,115499.0,,,,11.16,110000.0,,15499.0,,20.35,,,,100.0,72.16,0.0,0.0,,0.0,100.0,10.01,0.5138,70.05,1.2317
2011-07-15,504807.0,45134542.7,20.27,231.04,8.49,48.99,2.0,28532449.83,215221.0,319121.0,19242802.53,,,,12.6,,25000.0,,,130996.0,,,,12.6,,2.46,5000.0,,21.0,,,,100.0,75.34,0.0,0.0,,0.0,100.0,5.75,0.6227,78.3,1.7671
2011-07-18,504858.0,45264450.59,20.27,238.26,8.49,49.53,2.0,28616254.92,215221.0,319172.0,19296238.39,,,,,,51.0,,,,,,,,,0.01,,,21.08,,,,100.0,75.34,0.0,0.0,,0.0,100.0,5.75,0.6224,78.28,1.7673
2011-07-19,492858.0,44818527.36,19.79,234.22,8.29,48.08,2.0,27932988.18,215221.0,307172.0,19571333.48,,,,,,,,,,,,,,,,,12000.0,20.98,1.3,,,100.0,75.34,0.0,0.0,,0.0,100.0,5.96,0.6119,77.56,1.7253
2011-07-20,492858.0,44818527.36,19.79,234.1,8.29,48.79,2.0,27932988.18,215221.0,307172.0,19571333.48,,,,,,,,,,,,,,,,,,21.28,,,,100.0,75.34,0.0,0.0,,0.0,100.0,5.96,0.6112,77.52,1.7253
2011-07-21,396352.0,36082751.2,15.92,35.74,6.67,39.2,2.0,27826957.42,115221.0,305666.0,10489389.93,,,,,,,,9.89,,100000.0,,,,,,,1506.0,11.36,0.15,,,53.34,40.33,100803.0,9176816.49,,9.97,53.27,5.91,0.6228,78.29,1.3875
2011-07-22,152358.0,13870236.07,6.12,7.63,2.56,15.14,1.0,5750906.96,112216.0,63171.0,10215823.33,,,9004.0,,,9000.0,,1.17,,12009.0,,,,9004.0,0.89,,251495.0,11.11,24.84,,,39.26,39.26,173580.0,15802226.19,,17.19,39.26,23.93,0.2034,25.38,0.5331
2011-07-25,142358.0,12972955.48,5.72,7.13,2.39,14.14,1.0,5756715.96,102216.0,63171.0,9314851.41,,,,,,,,0.99,,10000.0,,,,,,,,10.12,,,,35.76,35.76,183652.0,16736040.26,,18.18,35.75,23.89,0.2035,25.4,0.498
2011-07-26,144500.0,13095071.41,5.8,7.22,2.43,14.36,1.0,5724766.48,104358.0,63171.0,9457269.63,,,2142.0,,,,,,,,,,,2142.0,,,,10.32,,,,36.51,36.51,181488.0,16447047.19,,17.92,36.54,24.79,0.2056,24.94,0.5055
2011-07-27,133500.0,12098214.76,5.36,6.69,2.25,13.22,1.0,4727909.83,104388.0,52171.0,9459988.33,,,30.0,,,,,,,,,,,30.0,,,11000.0,10.3,1.1,,,36.43,36.43,182142.0,16506314.85,,17.98,36.41,26.76,0.2082,28.58,0.4659
2011-07-28,113500.0,10050913.7,4.56,5.69,1.91,11.19,1.0,2848880.57,94388.0,32171.0,8358463.81,,,,,,,,0.99,,10000.0,,,,,,,20000.0,9.28,2.03,,,32.86,32.86,192874.0,17079823.16,,18.98,32.84,37.13,0.3254,39.54,0.3951
2011-07-29,120400.0,10739439.52,4.84,5.99,2.02,11.64,1.0,2869588.94,94388.0,32171.0,8419221.07,,,,,,,,,,,,,,,,,,9.13,,,,32.94,32.94,192121.0,17136809.46,,18.59,32.93,35.07,0.3439,44.33,0.4202
2011-08-01,120909.0,11007209.16,4.86,6.04,2.03,11.74,1.0,3197224.24,91948.0,35120.0,8370682.64,,,,0.29,,,,0.22,2949.0,2440.0,,,0.29,,,,,8.93,,,,32.09,32.09,194554.0,17711639.09,,18.96,32.02,30.75,0.3158,43.91,0.422
2011-08-02,111367.0,9786244.39,4.47,5.57,1.87,10.96,1.0,2950627.33,82948.0,33578.0,7288958.13,,,,,,,,1.04,,11000.0,,,,,,2000.0,1542.0,8.19,0.15,,,28.75,28.75,205541.0,18061674.09,,20.27,28.78,31.93,0.3267,44.47,0.386
2011-08-03,92066.0,7853987.88,3.7,4.59,1.55,8.81,1.0,2155995.0,70410.0,25273.0,6006552.76,,,,,,,,1.25,,12538.0,,,,,,,8305.0,6.71,0.83,,,24.62,24.62,215634.0,18395355.74,,20.54,24.61,36.64,0.413,52.4,0.3219
2011-08-04,51816.0,4169701.47,2.08,2.6,0.87,4.88,0.0,2013633.63,30105.0,25023.0,2422588.83,,,,,,,,3.86,,40305.0,,,,,,,250.0,2.76,0.03,,,10.43,10.43,258436.0,20796683.84,,23.91,10.35,36.38,0.4182,53.12,0.1796
2011-08-05,44916.0,3659883.02,1.8,2.26,0.76,4.13,0.0,2038944.98,22955.0,25023.0,1870438.48,,,,,,,,0.63,,7150.0,,,,,,,,2.01,,,,8.02,8.02,263368.0,21459971.33,,23.2,7.97,40.66,0.3969,47.67,0.1569
2011-08-08,43916.0,3392231.3,1.76,2.22,0.74,4.07,0.0,1855623.75,22955.0,24023.0,1773127.55,,,,,,,,,,,,,,,,,1000.0,2.03,0.1,,,7.99,7.99,264368.0,20420744.28,,23.29,8.03,41.82,0.4148,48.56,0.1528
2011-08-09,43916.0,3384154.56,1.76,2.22,0.74,3.93,0.0,1851205.6,22955.0,24023.0,1768905.82,,,,,,,,,,,,,,,,,,1.93,,,,7.99,7.99,264346.0,20370428.14,,22.15,8.02,41.06,0.4184,49.59,0.1529
2011-08-10,43916.0,3452806.86,1.76,2.22,0.74,3.93,0.0,1888759.89,22955.0,24023.0,1804790.54,,,,,,,,,,,,,,,,,,1.92,,,,8.0,8.0,264118.0,20765744.68,,22.2,7.98,40.91,0.4179,49.65,0.153
2011-08-11,43916.0,3432211.17,1.76,2.22,0.74,3.97,0.0,1877493.6,22955.0,24023.0,1794025.13,,,,,,,,,,,,,,,,,,1.96,,,,8.0,8.0,263939.0,20627889.27,,22.53,8.01,41.31,0.4172,49.25,0.1531
2011-08-12,43756.0,3362168.23,1.76,2.21,0.74,3.95,0.0,1833609.57,22969.0,23863.0,1764915.49,,,,,,14.0,,,,,,,,,0.0,14.0,174.0,1.95,0.02,,,6.0,6.0,360043.0,27665351.87,,30.22,6.06,41.32,0.42,49.57,0.1142
2011-08-15,43856.0,3370255.42,1.76,2.2,0.74,3.91,0.0,1841513.83,22795.0,23963.0,1751755.11,,,,0.01,,,,0.02,100.0,174.0,,,0.01,,,,,1.9,,,,5.95,5.95,360132.0,27675502.2,,30.03,5.96,41.04,0.4191,49.72,0.1145
2011-08-16,43898.0,3374694.06,1.76,2.2,0.74,3.93,0.0,1842174.9,22807.0,23963.0,1753306.47,,,42.0,,,,,0.0,,30.0,,,,42.0,,,,1.91,,,,5.92,5.92,362149.0,27840495.66,,30.28,5.92,40.94,0.4191,49.8,0.114
2011-08-17,43669.0,3385199.1,1.75,2.18,0.73,3.91,0.0,1857599.81,22578.0,23963.0,1750235.3,,,54.0,,,,,0.02,,283.0,,,,54.0,,,,1.89,,,,5.9,5.9,360066.0,27912136.74,,30.12,5.9,40.57,0.4199,50.17,0.1141
2011-08-18,43552.0,3348095.03,1.75,2.18,0.73,3.93,0.0,1841098.64,22461.0,23949.0,1726707.44,,,,,,,,0.0,,117.0,,,,,,,14.0,1.89,0.0,,,5.75,5.75,368088.0,28297061.06,,31.05,5.75,40.47,0.4194,50.2,0.1115
2011-08-19,42242.0,3223692.67,1.7,2.12,0.71,3.79,0.0,1827664.78,21151.0,23949.0,1614135.78,,,,,,,,0.12,,1310.0,,,,,,,,1.77,,,,5.49,5.49,364006.0,27779070.0,,30.25,5.52,38.75,0.4215,51.73,0.1097
2011-08-22,40142.0,3009538.09,1.61,2.01,0.68,3.61,0.0,1788014.4,19151.0,23849.0,1435794.53,,,,,,,,0.18,,2000.0,,,,,,,100.0,1.59,0.01,,,4.99,4.99,364914.0,27358442.08,,30.26,4.99,35.72,0.4292,54.54,0.1045
2011-08-23,18342.0,1376491.27,0.74,0.92,0.31,1.5,0.0,303860.71,17151.0,4049.0,1287111.65,,,,,,,,0.19,,2000.0,,,,,,,19800.0,1.4,1.91,,,4.3,4.3,381769.0,28650185.18,,31.13,4.3,14.32,0.6046,76.15,0.046
2011-08-24,13642.0,1036194.99,0.55,0.69,0.23,1.12,0.0,307546.8,12451.0,4049.0,945731.11,,,,,,,,0.38,,4700.0,,,,,,,,1.02,,,,3.14,3.14,383781.0,29150560.7,,31.34,3.14,19.78,0.4975,67.12,0.0344
2011-08-25,13642.0,1029169.94,0.55,0.69,0.23,1.13,0.0,305461.74,12451.0,4049.0,939319.37,,,,,,,,,,,,,,,,,,1.03,,,,3.16,3.16,381398.0,28773153.21,,31.49,3.16,19.54,0.4993,67.32,0.0346
2011-08-26,5240.0,403311.07,0.21,0.27,0.09,0.44,0.0,311642.46,4049.0,4049.0,311642.46,,,,,,,,0.69,,8402.0,,,,,,,,0.33,,,,1.04,1.04,386939.0,29781828.48,,32.17,1.02,24.41,0.4323,59.98,0.0134
2011-08-29,5240.0,414297.32,0.21,0.26,0.09,0.44,0.0,320131.65,4049.0,4049.0,320131.65,,,,,,,,,,,,,,,,,,0.34,,,,1.04,1.04,386939.0,30593089.76,,32.41,1.03,24.36,0.4346,60.22,0.0134
2011-08-30,4240.0,339989.68,0.17,0.21,0.07,0.37,0.0,324674.11,3049.0,4049.0,244487.86,,,,,,,,0.08,,1000.0,,,,,,,,0.26,,,,0.78,0.78,387939.0,31107371.95,,33.42,0.78,24.37,0.4371,60.47,0.0108
2011-08-31,3240.0,264928.0,0.13,0.16,0.05,0.29,0.0,249310.33,3049.0,3049.0,249310.33,,,,,,,,,,,,,,,,,1000.0,0.27,0.09,,,0.77,0.77,391452.0,32008208.37,,34.2,0.77,12.21,0.6619,80.07,0.0082
2011-09-01,3240.0,265166.35,0.13,0.3,0.05,0.29,0.0,249534.63,3049.0,3049.0,249534.63,,,,,,,,,,,,,,,,,,0.27,,,,0.77,0.77,392702.0,32139307.51,,34.97,0.77,12.02,0.6657,80.34,0.0082
2011-09-02,3085.0,252480.92,0.12,1.69,0.05,0.28,0.0,236849.2,2894.0,2894.0,236849.2,,,,,,,,0.01,,155.0,,,,,,,155.0,0.26,0.01,,,0.73,0.73,392812.0,32148310.07,,34.97,0.73,12.74,0.7293,84.39,0.0078
2011-09-05,3381.0,270487.89,0.14,1.86,0.06,0.31,0.0,231526.75,3190.0,2894.0,255207.44,,,296.0,,,,,,,,,,,296.0,,,,0.28,,,,100.0,0.81,0.0,0.0,,0.0,100.0,11.54,0.6112,76.74,0.0086
2011-09-06,3381.0,269834.98,0.14,1.88,0.06,0.3,0.0,230967.89,3190.0,2894.0,254591.42,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.8,0.0,0.0,,0.0,100.0,11.76,0.6084,76.52,0.0085
2011-09-07,3381.0,268902.27,0.14,1.87,0.06,0.3,0.0,230169.52,3190.0,2894.0,253711.4,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.34,0.601,75.95,0.0085
2011-09-08,3381.0,264207.59,0.14,1.88,0.06,0.3,0.0,226151.07,3190.0,2894.0,249281.93,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.18,0.6044,76.21,0.0085
2011-09-09,3381.0,256808.04,0.14,2.06,0.06,0.3,0.0,219817.35,3190.0,2894.0,242300.4,,,,,,,,,,,,,,,,,,0.27,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.18,0.6043,76.2,0.0085
2011-09-12,3381.0,239428.41,0.14,2.05,0.06,0.28,0.0,204941.09,3190.0,2894.0,225902.59,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.31,0.6018,76.01,0.0086
2011-09-13,3381.0,242506.38,0.14,2.04,0.06,0.28,0.0,207575.71,3190.0,2894.0,228806.67,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.81,0.0,0.0,,0.0,100.0,11.71,0.6173,77.16,0.0085
2011-09-14,3381.0,245615.44,0.14,2.0,0.06,0.27,0.0,210236.93,3190.0,2894.0,231740.09,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.33,0.6013,75.97,0.0085
2011-09-15,3381.0,249035.4,0.14,1.97,0.06,0.27,0.0,213164.28,3190.0,2894.0,234966.85,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.36,0.6007,75.92,0.0085
2011-09-16,3381.0,268871.18,0.14,1.97,0.06,0.28,0.0,230142.91,3190.0,2894.0,253682.06,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.25,0.6029,76.09,0.0085
2011-09-19,3381.0,257398.76,0.14,2.04,0.06,0.3,0.0,220322.98,3190.0,2894.0,242857.75,,,,,,,,,,,,,,,,,,0.28,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.24,0.6032,76.12,0.0086
2011-09-20,3381.0,254320.79,0.14,1.99,0.06,0.29,0.0,217688.37,3190.0,2894.0,239953.66,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.29,0.6,75.89,0.0085
2011-09-21,3381.0,254320.79,0.14,2.04,0.06,0.28,0.0,217688.37,3190.0,2894.0,239953.66,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.22,0.6036,76.14,0.0086
2011-09-22,3381.0,245615.44,0.14,2.11,0.06,0.28,0.0,210236.93,3190.0,2894.0,231740.09,,,,,,,,,,,,,,,,,,0.26,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.24,0.6034,76.13,0.0086
2011-09-23,3381.0,249346.3,0.14,2.22,0.06,0.27,0.0,213430.41,3190.0,2894.0,235260.19,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.32,0.6016,75.99,0.0086
2011-09-26,4381.0,322249.57,0.18,3.05,0.07,0.36,0.0,212871.55,4190.0,2894.0,308200.34,,,,,,,,,,,,,,,,1000.0,,0.34,,,,1.09,1.09,378676.0,27853955.21,,30.35,1.09,12.32,0.6015,75.99,0.0114
2011-09-27,3381.0,244060.91,0.14,2.47,0.06,0.27,0.0,208906.32,3190.0,2894.0,230273.38,,,,,,,,0.08,,1000.0,,,,,,,,0.25,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.33,0.6014,75.98,0.0086
2011-09-28,3381.0,239397.32,0.14,2.48,0.06,0.27,0.0,204914.48,3190.0,2894.0,225873.25,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.27,0.6025,76.06,0.0085
2011-09-29,3381.0,233459.03,0.14,2.3,0.06,0.26,0.0,199831.54,3190.0,2894.0,220270.42,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.32,0.6014,75.98,0.0085
2011-09-30,3381.0,232712.85,0.14,2.25,0.06,0.26,0.0,199192.84,3190.0,2894.0,219566.4,,,,,,,,,,,,,,,,,,0.24,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.19,0.6041,76.19,0.0085
2011-10-03,3381.0,222048.79,0.14,2.23,0.06,0.26,0.0,190064.83,3190.0,2894.0,209504.77,,,,,,,,,,,,,,,,,,0.24,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.18,0.6043,76.2,0.0086
2011-10-04,3381.0,209861.29,0.14,2.22,0.06,0.24,0.0,179632.82,3190.0,2894.0,198005.77,,,,,,,,0.08,,1013.0,,,,,,1013.0,,0.23,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.38,0.6003,75.89,0.0085
2011-10-05,3381.0,208306.76,0.14,2.02,0.06,0.23,0.0,178302.21,3190.0,2894.0,196539.06,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.81,0.0,0.0,,0.0,100.0,12.3,0.6021,76.03,0.0085
2011-10-06,3381.0,209550.38,0.14,1.84,0.06,0.23,0.0,179366.7,3190.0,2894.0,197712.43,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.8,0.0,0.0,,0.0,100.0,12.34,0.6012,75.96,0.0085
2011-10-07,4953.0,318367.63,0.2,2.55,0.08,0.34,0.0,186019.77,4762.0,2894.0,306090.58,,,1572.0,,,,,,,,,,,1572.0,,,,0.32,,,,1.2,1.2,391361.0,25155799.0,,27.11,1.17,12.28,0.6021,76.03,0.0125
2011-10-10,5063.0,348810.13,0.2,2.54,0.09,0.35,0.0,199379.13,4872.0,2894.0,335651.38,,,,,,,,,,,,,,,,110.0,,0.34,,,,1.24,1.24,388958.0,26796857.84,,27.3,1.23,12.13,0.5548,72.81,0.0129
2011-10-11,7463.0,509900.75,0.3,3.7,0.13,0.56,0.0,197729.17,7272.0,2894.0,496850.9,,,,,,,,,,,,,,,,2400.0,,0.54,,,,1.83,1.83,389631.0,26621082.55,,29.18,1.83,43.08,0.3811,43.33,0.0188
2011-10-12,7509.0,510281.63,0.3,3.69,0.13,0.56,0.0,196664.68,7318.0,2894.0,497302.04,,,,,,,,,,,,,,,,46.0,,0.54,,,,1.85,1.85,388790.0,26420614.82,,28.83,1.84,42.84,0.3811,43.57,0.019
2011-10-13,7509.0,510626.89,0.3,3.88,0.13,0.56,0.0,196797.74,7318.0,2894.0,497638.51,,,,,,,,,,,,,,,,,,0.54,,,,1.85,1.85,388790.0,26438490.74,,28.74,1.84,43.01,0.3813,43.43,0.019
2011-10-14,7509.0,510626.89,0.3,3.89,0.13,0.56,0.0,196797.74,7328.0,2894.0,498318.53,,,10.0,,,,,,,,,,,10.0,,,,0.54,,,,1.85,1.85,388780.0,26437810.72,,28.7,1.85,42.81,0.3813,43.63,0.019
2011-10-17,7553.0,503964.74,0.3,3.9,0.13,0.56,0.0,193098.63,7372.0,2894.0,491887.74,,,44.0,,,,,,,,,,,44.0,,,,0.54,,,,15.9,1.87,38984.0,2601160.0,,2.9,15.76,42.99,0.3809,43.41,0.0191
2011-10-18,7563.0,504145.15,0.3,3.91,0.13,0.55,0.0,193578.94,7372.0,2904.0,491413.2,,,,0.0,,,,,10.0,,,,0.0,,,,,0.53,,,,15.9,1.87,38984.0,2598650.62,,2.83,15.87,43.08,0.3804,43.24,0.0192
2011-10-19,7517.0,497691.75,0.3,3.87,0.13,0.55,0.0,192270.43,7326.0,2904.0,485045.86,,,,,,,,0.0,,46.0,,,,,,,,0.53,,,,15.82,1.86,38984.0,2581084.9,,2.82,15.85,42.85,0.3803,43.46,0.019
2011-10-20,4665.0,308006.22,0.19,2.35,0.08,0.34,0.0,191736.35,4474.0,2904.0,295395.46,,,,,,,,0.21,,2852.0,,,,,,,,0.32,,,,14.72,1.13,25913.0,1710903.58,,1.87,14.68,27.22,0.3913,55.15,0.0118
2011-10-21,4665.0,308864.18,0.19,2.35,0.08,0.34,0.0,192270.43,4474.0,2904.0,296218.29,,,,,,,,,,,,,,,,,,0.32,,,,14.72,1.14,25913.0,1715669.33,,1.83,14.87,27.52,0.3898,54.86,0.0119
2011-10-24,4665.0,319459.93,0.19,2.27,0.08,0.34,0.0,198866.38,4474.0,2904.0,306380.22,,,,,,,,,,,,,,,,,,0.32,,,,14.72,1.14,25913.0,1774526.32,,1.86,14.85,28.01,0.3888,54.54,0.0119
2011-10-25,4555.0,309958.46,0.18,2.2,0.08,0.34,0.0,197611.28,4364.0,2904.0,296961.3,,,,,,,,0.01,,110.0,,,,,,,,0.32,,,,14.41,1.11,25913.0,1763326.81,,1.93,14.41,25.41,0.3982,56.56,0.0116
2011-10-26,4665.0,319588.63,0.19,2.37,0.08,0.35,0.0,198946.49,4464.0,2904.0,305818.57,,,,,,,,0.0,,10.0,,,,,,110.0,,0.33,,,,100.0,1.13,0.0,0.0,,0.0,100.0,27.38,0.3909,55.04,0.0118
2011-10-27,6355.0,437119.87,0.26,3.19,0.11,0.47,0.0,171546.33,6164.0,2494.0,423982.2,,,1700.0,,,,,,,,,,,1700.0,,,410.0,0.45,0.03,,,1.56,1.56,388138.0,26697534.52,,28.82,1.55,40.01,0.3912,47.38,0.0161
2011-10-28,8507.0,587801.94,0.34,4.33,0.14,0.64,0.0,172326.09,8316.0,2494.0,574604.56,,,,,,,,0.0,,44.0,,,,,,2196.0,,0.62,,,,2.12,2.12,384083.0,26538701.59,,28.83,2.12,29.47,0.4656,61.25,0.0217
2011-10-31,7672.0,525591.41,0.31,3.96,0.13,0.59,0.0,170858.31,7481.0,2494.0,512506.43,,,,,,,,0.06,,835.0,,,,,,,,0.56,,,,1.93,1.93,381082.0,26107068.21,,28.71,1.93,33.0,0.4338,56.6,0.0197
2011-11-01,7672.0,438957.02,0.31,4.06,0.13,0.54,0.0,142695.36,7481.0,2494.0,428028.86,,,,,,,,,,,,,,,,,,0.52,,,,1.93,1.93,381082.0,21803782.33,,28.12,1.81,35.65,0.4148,53.14,0.0197
2011-11-02,8695.0,535707.57,0.35,4.15,0.15,0.57,0.0,216685.86,8504.0,3517.0,523939.87,,,,0.03,,,,0.08,1023.0,977.0,,,0.03,,,2000.0,,0.55,,,,2.22,2.22,375059.0,23107756.86,,23.45,2.27,40.01,0.426,51.25,0.0227
2011-11-03,8695.0,559614.52,0.35,3.86,0.15,0.58,0.0,226355.87,8504.0,3517.0,547321.67,,,,,,,,,,,,,,,,,,0.57,,,,2.19,2.19,379049.0,24395782.0,,25.32,2.21,39.35,0.4259,51.74,0.0224
2011-11-04,8677.0,558456.03,0.35,3.87,0.15,0.61,0.0,200869.11,8677.0,3121.0,558456.03,,,173.0,,,,,,,,,,,173.0,,,396.0,0.61,0.0,,,2.41,2.41,351686.0,22634685.73,,24.61,2.41,36.76,0.4321,54.18,0.0241
2011-11-07,8486.0,538437.77,0.34,3.83,0.14,0.6,0.0,198027.84,8486.0,3121.0,538437.77,,,,,,,,0.01,,191.0,,,,,,,,0.59,,,,2.2,2.2,376935.0,23916573.08,,26.35,2.19,36.95,0.4309,53.93,0.022
2011-11-08,9286.0,590905.69,0.37,4.14,0.16,0.65,0.0,274962.68,8592.0,4321.0,546743.66,,,,,,1200.0,,,,,,,,,0.08,106.0,,0.59,,,,2.24,2.24,375088.0,23868364.41,,25.86,2.24,33.88,0.3688,49.4,0.0242
2011-11-09,9286.0,590905.69,0.37,4.15,0.16,0.66,0.0,274962.68,8592.0,4321.0,546743.66,,,,,,,,,,,,,,,,,,0.6,,,,2.24,2.24,375088.0,23868364.41,,26.03,2.25,33.91,0.369,49.4,0.0242
2011-11-10,8895.0,564388.87,0.36,4.17,0.15,0.62,0.0,227468.7,8201.0,3585.0,520354.48,,,1210.0,,,,,0.12,,1601.0,,,,1210.0,,,736.0,0.57,0.06,,,2.29,2.29,350309.0,22227150.04,,24.23,2.28,26.54,0.3933,55.83,0.0248
2011-11-11,8588.0,544830.71,0.34,4.06,0.14,0.62,0.0,207959.37,8201.0,3278.0,520279.07,,,,,,,,,,,,,,,,,307.0,0.56,0.0,,,2.29,2.29,350309.0,22223928.71,,24.14,2.28,26.42,0.3944,55.99,0.024
2011-11-14,8588.0,542935.37,0.34,4.09,0.14,0.6,0.0,225949.12,7894.0,3574.0,499060.53,,,,,,296.0,,0.02,,307.0,,,,,0.02,,,0.54,,,,2.2,2.2,350616.0,22166025.5,,24.2,2.2,23.96,0.4033,57.79,0.024
