,ALMGI FP Equity_DX_SI_QTY,ALMGI FP Equity_DX_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMGI FP Equity_DX_SI_MV,ALMGI FP Equity_DX_DSS,ALMGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SUPPLY_SI_QTY,ALMGI FP Equity_DX_BROKER_SI_QTY,ALMGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_x,ALMGI FP Equity_DX_BROKER_SI_MV_INC_x,ALMGI FP Equity_DX_BROKER_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_NEW,ALMGI FP Equity_DX_SUPPLY_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_QTY_INC,ALMGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_y,ALMGI FP Equity_DX_BROKER_SI_MV_INC_y,ALMGI FP Equity_DX_BROKER_SI_MV_ADD,ALMGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_DEC,ALMGI FP Equity_DX_SUPPLY_SI_MV,ALMGI FP Equity_DX_BROKER_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_RMV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMGI FP Equity_DX_BROKER_SI_CON_RATIO,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMGI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2318.44,0.0,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2205.2,0.0,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2115.8,0.0,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,658.56,0.0,0.0,,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,646.8,0.0,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2026.4,0.0,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2103.88,0.0,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2115.8,0.0,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2324.4,0.0,0.0,,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2324.4,0.0,0.0,,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2354.2,0.0,0.0,,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2354.2,0.0,0.0,,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,298.0,2354.2,0.0,0.0,,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,770.28,0.0,0.0,,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,770.28,0.0,0.0,,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,766.36,0.0,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,766.36,0.0,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,754.6,0.0,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,729.12,0.0,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,744.8,0.0,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,744.8,0.0,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,744.8,0.0,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,735.0,0.0,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,735.0,0.0,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,721.28,0.0,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,687.96,0.0,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,719.32,0.0,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,719.32,0.0,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,705.6,0.0,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,705.6,0.0,0.0,,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,735.0,0.0,0.0,,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,735.0,0.0,0.0,,0.0,,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,695.8,0.0,0.0,,0.0,,0.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,723.24,0.0,0.0,,0.0,,0.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,709.52,0.0,0.0,,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,711.48,0.0,0.0,,0.0,,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,729.12,0.0,0.0,,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,731.08,0.0,0.0,,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,762.44,0.0,0.0,,0.0,,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,762.44,0.0,0.0,,0.0,,0.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,762.44,0.0,0.0,,0.0,,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,784.0,0.0,0.0,,0.0,,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,784.0,0.0,0.0,,0.0,,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,784.0,0.0,0.0,,0.0,,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,784.0,0.0,0.0,,0.0,,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,784.0,0.0,0.0,,0.0,,0.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,768.32,0.0,0.0,,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,780.08,0.0,0.0,,0.0,,0.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,754.6,0.0,0.0,,0.0,,0.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,778.12,0.0,0.0,,0.0,,0.0
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,778.12,0.0,0.0,,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,731.08,0.0,0.0,,0.0,,0.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,776.16,0.0,0.0,,0.0,,0.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,776.16,0.0,0.0,,0.0,,0.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,735.0,0.0,0.0,,0.0,,0.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,772.24,0.0,0.0,,0.0,,0.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,754.6,0.0,0.0,,0.0,,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,756.56,0.0,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,713.44,0.0,0.0,,0.0,,0.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,697.76,0.0,0.0,,0.0,,0.0
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,727.16,0.0,0.0,,0.0,,0.0
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,727.16,0.0,0.0,,0.0,,0.0
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,727.16,0.0,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,782.04,0.0,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,740.88,0.0,0.0,,0.0,,0.0
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,727.16,0.0,0.0,,0.0,,0.0
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,744.8,0.0,0.0,,0.0,,0.0
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,774.2,0.0,0.0,,0.0,,0.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,772.24,0.0,0.0,,0.0,,0.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,772.24,0.0,0.0,,0.0,,0.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,772.24,0.0,0.0,,0.0,,0.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,772.24,0.0,0.0,,0.0,,0.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,752.64,0.0,0.0,,0.0,,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,725.2,0.0,0.0,,0.0,,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,705.6,0.0,0.0,,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,730.1,0.0,0.0,,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,730.1,0.0,0.0,,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,730.1,0.0,0.0,,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,700.7,0.0,0.0,,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,710.5,0.0,0.0,,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,98.0,700.7,0.0,0.0,,0.0,,0.0
