,DJE FP Equity_DX_SI_QTY,DJE FP Equity_DX_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DJE FP Equity_DX_SI_MV,DJE FP Equity_DX_DSS,DJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SUPPLY_SI_QTY,DJE FP Equity_DX_BROKER_SI_QTY,DJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DJE FP Equity_DX_BROKER_SI_MV_NEW_x,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_x,DJE FP Equity_DX_BROKER_SI_MV_INC_x,DJE FP Equity_DX_BROKER_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_NEW,DJE FP Equity_DX_SUPPLY_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_QTY_INC,DJE FP Equity_DX_SUPPLY_SI_QTY_DEC,DJE FP Equity_DX_BROKER_SI_MV_NEW_y,DJE FP Equity_DX_BROKER_SI_MV_INC_y,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_y,DJE FP Equity_DX_BROKER_SI_MV_ADD,DJE FP Equity_DX_SUPPLY_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_DEC,DJE FP Equity_DX_SUPPLY_SI_MV,DJE FP Equity_DX_BROKER_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_MV_RMV,DJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DJE FP Equity_DX_UTILIZATION_QUANTITY,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DJE FP Equity_DX_ACTIVE_UTILIZATION_MV,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DJE FP Equity_DX_BROKER_SI_CON_RATIO,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DJE FP Equity_DX_DEMAND_SUPPLY_RATIO,DJE FP Equity_PX_LAST
2008-10-08,18344.0,1041051.08,0.81,0.3,1.4,0.0,1041051.08,0.0,18344.0,0.0,,,0.0,,,,11.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.27,0.7699,86.73,0.0208,67.6
2008-10-09,28344.0,1594527.67,1.18,0.47,2.14,0.0,1594527.67,0.0,28344.0,0.0,,,,10000.0,,,,,,,,0.75,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.99,0.4521,56.83,0.0321,67.01
2008-10-10,25800.0,1321020.76,1.0,0.42,1.97,0.0,1321020.76,0.0,25800.0,0.0,,,,,,,,,,,,,,2544.0,0.0,0.18,,0.0,0.0,0.0,0.0,0.0,0.0,38.11,0.5283,61.89,0.0271,60.99
2008-10-13,20800.0,1140270.32,0.7,0.34,1.6,0.0,1140270.32,0.0,20800.0,0.0,,,,,,,,,,,,,,5000.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,65.3
2008-10-14,20800.0,1206975.26,0.7,0.34,1.6,0.0,1206975.26,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,69.12
2008-10-15,20800.0,1153017.59,0.69,0.34,1.6,0.0,1153017.59,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,66.03
2008-10-16,20800.0,1091202.02,0.68,0.34,1.6,0.0,1091202.02,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,62.49
2008-10-17,20800.0,1163145.57,0.69,0.34,1.6,0.0,1163145.57,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,66.61
2008-10-20,20800.0,1171701.96,0.62,0.34,1.6,0.0,1171701.96,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.5021,53.25,0.0218,67.1
2008-10-21,20800.0,1221119.5,0.62,0.34,1.6,0.0,1221119.5,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.56,0.5024,53.44,0.0218,69.93
2008-10-22,20800.0,1183925.38,0.61,0.34,1.55,0.0,1183925.38,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,45.04,0.5049,54.96,0.0218,67.8
2008-10-23,20800.0,1181829.94,0.58,0.34,1.53,0.0,1181829.94,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.28,0.5065,55.72,0.0218,67.68
2008-10-24,20800.0,1162621.71,0.57,0.34,1.51,0.0,1162621.71,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.72,0.5056,55.28,0.0218,66.58
2008-10-27,20800.0,1171701.96,0.56,0.34,1.5,0.0,1171701.96,0.0,20800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.32,0.5065,55.68,0.0218,67.1
2008-10-28,12800.0,717501.23,0.35,0.21,0.86,0.0,717501.23,0.0,12800.0,0.0,,,,,,,,,,,,,,8000.0,0.0,0.65,,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.6594,78.23,0.0134,66.77
2008-10-29,12800.0,757583.29,0.34,0.21,0.85,0.0,757583.29,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.85,0.6585,78.15,0.0134,70.5
2008-10-30,12800.0,758550.42,0.37,0.21,0.86,0.0,758550.42,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.66,0.6606,78.34,0.0134,70.59
2008-10-31,12800.0,780471.98,0.37,0.21,0.86,0.0,780471.98,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.73,0.6599,78.27,0.0134,72.63
2008-11-03,12800.0,791002.93,0.37,0.21,0.85,0.0,791002.93,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.24,0.6542,77.76,0.0134,73.61
2008-11-04,15700.0,974036.86,0.45,0.26,1.16,0.0,974036.86,0.0,15700.0,0.0,,,0.49,,,,5700.0,,,0.49,,,,2800.0,0.0,0.19,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,73.9
2008-11-05,15700.0,958747.52,0.44,0.26,1.16,0.0,958747.52,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,72.74
2008-11-06,15700.0,920128.73,0.43,0.26,1.14,0.0,920128.73,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,69.81
2008-11-07,15700.0,909979.77,0.47,0.26,1.1,0.0,909979.77,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,69.04
2008-11-10,15700.0,925928.14,0.47,0.26,1.08,0.0,925928.14,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,70.25
2008-11-11,15700.0,904180.36,0.47,0.26,1.1,0.0,904180.36,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,68.6
2008-11-12,15700.0,887309.36,0.48,0.26,1.08,0.0,887309.36,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,67.32
2008-11-13,15700.0,868461.28,0.48,0.26,1.06,0.0,868461.28,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,65.89
2008-11-14,15700.0,892976.96,0.47,0.26,1.03,0.0,892976.96,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,67.75
2008-11-17,15700.0,870042.94,0.49,0.26,1.06,0.0,870042.94,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,66.01
2008-11-18,15700.0,877951.22,0.49,0.26,1.04,0.0,877951.22,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,66.61
2008-11-19,15700.0,868197.67,0.48,0.26,1.05,0.0,868197.67,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,65.87
2008-11-20,15700.0,838146.2,0.49,0.26,1.03,0.0,838146.2,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,63.59
2008-11-21,15700.0,799263.81,0.53,0.26,1.0,0.0,799263.81,0.0,15700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0165,60.64
2008-11-24,9400.0,514525.32,0.31,0.15,0.57,0.0,514525.32,0.0,9400.0,0.0,,,,,,,,,,,,,,6300.0,0.0,0.43,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0099,65.2
2008-11-25,9400.0,515077.72,0.31,0.15,0.61,0.0,515077.72,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0099,65.27
2008-11-26,9400.0,512157.87,0.32,0.15,0.61,0.0,512157.87,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0099,64.9
2008-11-27,9400.0,536621.5,0.32,0.15,0.61,0.0,536621.5,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0099,68.0
2008-11-28,9400.0,548143.08,0.32,0.15,0.64,0.0,548143.08,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102,69.46
2008-12-01,9400.0,529755.9,0.35,0.15,0.65,0.0,529755.9,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102,67.13
2008-12-02,9400.0,518944.56,0.36,0.15,0.63,0.0,518944.56,0.0,9400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102,65.76
2008-12-03,3700.0,210260.43,0.14,0.06,0.24,0.0,210260.43,0.0,3700.0,0.0,,,,,,,,,,,,,,5700.0,0.0,0.39,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.004,67.69
2008-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3700.0,0.0,0.24,,0.0,0.0,919580.0,51732139.19,60.97,0.0,,0.0,,0.0,67.01
2008-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,50080045.8,62.59,0.0,,0.0,,0.0,64.87
2008-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,53646714.7,61.24,0.0,,0.0,,0.0,69.49
2008-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,52936468.95,63.41,0.0,,0.0,,0.0,68.57
2008-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,52589066.13,64.0,0.0,,0.0,,0.0,68.12
2008-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,51222615.06,63.13,0.0,,0.0,,0.0,66.35
2008-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,919580.0,49199958.67,61.14,0.0,,0.0,,0.0,63.73
2008-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,859280.0,45331718.39,53.71,0.0,,0.0,,0.0,62.84
2008-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,859280.0,45591416.33,55.77,0.0,,0.0,,0.0,63.2
2008-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,859280.0,44754611.86,54.5,0.0,,0.0,,0.0,62.04
2008-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,859280.0,44437203.26,53.92,0.0,,0.0,,0.0,61.6
2008-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,859280.0,45555347.17,52.42,0.0,,0.0,,0.0,63.15
2008-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,857780.0,44273216.7,53.37,0.0,,0.0,,0.0,61.48
2008-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,49328957.54,58.81,0.0,,0.0,,0.0,61.69
2008-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,48393394.56,58.73,0.0,,0.0,,0.0,60.52
2008-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,48393394.56,58.19,0.0,,0.0,,0.0,
2008-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,854480.0,43414232.09,52.23,0.0,,0.0,,0.0,
2008-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,47689723.26,57.83,0.0,,0.0,,0.0,59.64
2008-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,48465360.94,57.31,0.0,,0.0,,0.0,60.61
2008-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,49928677.4,58.02,0.0,,0.0,,0.0,62.44
2009-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,49928677.4,57.98,0.0,,0.0,,0.0,
2009-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98880.0,5342638.57,6.36,0.0,,0.0,,0.0,64.36
2009-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98880.0,5536056.04,6.59,0.0,,0.0,,0.0,66.69
2009-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98880.0,5614087.12,6.69,0.0,,0.0,,0.0,67.63
2009-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98880.0,5410708.24,6.45,0.0,,0.0,,0.0,65.18
2009-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,51080139.53,62.7,0.0,,0.0,,0.0,63.88
2009-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,51655870.6,61.76,0.0,,0.0,,0.0,64.6
2009-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,51376001.33,61.0,0.0,,0.0,,0.0,64.25
2009-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,51791807.1,61.32,0.0,,0.0,,0.0,64.77
2009-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,49992647.52,60.45,0.0,,0.0,,0.0,62.52
2009-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,49576841.75,60.63,0.0,,0.0,,0.0,62.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,50168565.34,59.45,0.0,,0.0,,0.0,62.74
2009-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,952480.0,50304501.85,60.23,0.0,,0.0,,0.0,62.91
2009-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,955585.0,50757293.99,60.73,0.0,,0.0,,0.0,63.27
2009-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,50432966.28,61.11,0.0,,0.0,,0.0,62.8
2009-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,49822631.02,60.06,0.0,,0.0,,0.0,62.04
2009-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,50585550.1,60.57,0.0,,0.0,,0.0,62.99
2009-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,50545396.46,59.97,0.0,,0.0,,0.0,62.94
2009-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,49918999.74,59.89,0.0,,0.0,,0.0,62.16
2009-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,50778287.55,59.59,0.0,,0.0,,0.0,63.23
2009-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,51115578.08,60.29,0.0,,0.0,,0.0,63.65
2009-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,50858594.82,60.97,0.0,,0.0,,0.0,63.33
2009-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,956585.0,49927030.47,60.97,0.0,,0.0,,0.0,62.17
2009-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,960585.0,49877744.57,59.63,0.0,,0.0,,0.0,61.85
2009-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,960585.0,51345448.62,60.42,0.0,,0.0,,0.0,63.67
2009-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,960585.0,50506760.59,60.32,0.0,,0.0,,0.0,62.63
2009-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,960585.0,52192200.95,60.06,0.0,,0.0,,0.0,64.72
2009-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,960585.0,51571249.24,61.04,0.0,,0.0,,0.0,63.95
2009-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,50544736.68,61.4,0.0,,0.0,,0.0,62.8
2009-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,50037679.61,61.01,0.0,,0.0,,0.0,62.17
2009-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,49297215.31,59.15,0.0,,0.0,,0.0,61.25
2009-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,49820369.43,59.22,0.0,,0.0,,0.0,61.9
2009-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,49096002.19,59.6,0.0,,0.0,,0.0,61.0
2009-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,49007468.42,58.93,0.0,,0.0,,0.0,60.89
2009-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,48669430.37,58.67,0.0,,0.0,,0.0,60.47
2009-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,48387731.99,58.36,0.0,,0.0,,0.0,60.12
2009-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,47285084.08,58.16,0.0,,0.0,,0.0,58.75
2009-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,46600959.46,56.31,0.0,,0.0,,0.0,57.9
2009-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45884640.73,56.24,0.0,,0.0,,0.0,57.01
2009-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,46045611.23,54.46,0.0,,0.0,,0.0,57.21
2009-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,46810221.1,55.15,0.0,,0.0,,0.0,58.16
2009-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45973174.51,55.55,0.0,,0.0,,0.0,57.12
2009-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,44363469.52,54.45,0.0,,0.0,,0.0,55.12
2009-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,43944946.22,53.29,0.0,,0.0,,0.0,54.6
2009-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,44379566.57,52.78,0.0,,0.0,,0.0,55.14
2009-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,43429840.63,52.61,0.0,,0.0,,0.0,53.96
2009-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,42383532.38,52.05,0.0,,0.0,,0.0,52.66
2009-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,930705.0,41356639.6,49.07,0.0,,0.0,,0.0,52.93
2009-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,43832266.87,50.98,0.0,,0.0,,0.0,54.46
2009-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,44258838.7,50.85,0.0,,0.0,,0.0,54.99
2009-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45079788.24,53.3,0.0,,0.0,,0.0,56.01
2009-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45136127.91,52.31,0.0,,0.0,,0.0,56.08
2009-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,46158290.58,54.65,0.0,,0.0,,0.0,57.35
2009-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45578796.79,54.48,0.0,,0.0,,0.0,56.63
2009-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,958705.0,45570748.26,54.32,0.0,,0.0,,0.0,56.62
2009-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,959505.0,44142721.3,54.46,0.0,,0.0,,0.0,54.8
2009-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,959505.0,44553538.6,53.52,0.0,,0.0,,0.0,55.31
