,ALMER FP Equity_DX_SI_QTY,ALMER FP Equity_DX_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMER FP Equity_DX_SI_MV,ALMER FP Equity_DX_DSS,ALMER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SUPPLY_SI_QTY,ALMER FP Equity_DX_BROKER_SI_QTY,ALMER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMER FP Equity_DX_BROKER_SI_QTY_ADD,ALMER FP Equity_DX_BROKER_SI_MV_ADD,ALMER FP Equity_DX_SUPPLY_SI_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMER FP Equity_DX_UTILIZATION_QUANTITY,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMER FP Equity_DX_BROKER_SI_CON_RATIO,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMER FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMER FP Equity_PX_LAST
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,26.25
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,22.11
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,23.99
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,23.72
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,23.99
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,23.5
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,23.5
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,23.88
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,23.88
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,23.88
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,24.06
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,24.01
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,23.02
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,23.04
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,24.98
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,27.4
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,25.12
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,27.5
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,26.99
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,25.21
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,25.49
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,25.15
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,25.15
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,25.25
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,26.89
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,25.13
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,26.97
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,27.01
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,27.01
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,25.71
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,26.06
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,26.35
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,25.9
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,27.45
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,27.45
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,26.12
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,26.99
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,26.1
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,26.6
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,26.44
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,25.4
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,25.4
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,24.86
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,24.1
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,24.2
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,26.45
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,25.9
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,26.41
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,24.42
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,25.99
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,25.99
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,25.99
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,25.99
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,25.5
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,25.73
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,25.5
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,24.42
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,24.51
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,24.7
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,25.95
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,25.95
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,25.7
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,25.75
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,25.8
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,25.9
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,25.75
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,28.5
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,25.72
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,25.7
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,25.6
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,24.6
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,24.61
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,24.55
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,23.3
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,23.35
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,24.02
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,24.01
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,24.6
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,23.41
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,24.44
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,24.9
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,24.26
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,24.27
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,24.26
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,23.8
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,24.99
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,23.6
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,23.11
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,22.1
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,23.15
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,24.88
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,22.58
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,23.61
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,23.7
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,23.11
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,23.99
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,23.14
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,23.98
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,24.99
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,25.2
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,24.3
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,24.3
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,24.31
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,24.31
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,25.9
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,24.8
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,23.2
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,20.12
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,20.07
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,19.61
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,19.63
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,21.5
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,21.88
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,20.9
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,21.36
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,20.18
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,20.1
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,19.91
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,20.77
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,20.4
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,20.38
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,20.25
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,19.45
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,20.38
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,20.18
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,19.38
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,19.98
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,19.49
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,19.87
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,19.3
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,19.35
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,19.05
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,19.43
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,19.46
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,18.99
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,19.25
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,19.95
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,19.25
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,19.01
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,18.98
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,18.47
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,17.02
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,17.97
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,17.99
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,17.95
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,17.77
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,18.05
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,18.05
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,18.2
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,18.53
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,19.2
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,19.66
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,19.66
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,19.67
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,19.66
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,20.47
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,20.45
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,19.66
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,20.1
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,20.36
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,20.23
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,20.5
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,20.49
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,20.2
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,20.2
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,19.86
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,19.51
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,19.05
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,20.92
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,20.92
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,20.92
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,20.92
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,20.92
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,20.5
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,21.01
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,20.55
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,20.51
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,19.82
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,19.72
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,19.6
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,20.45
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,21.95
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,22.03
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,22.09
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,22.22
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,22.01
2014-06-09,130.0,2964.0,0.03,0.5,0.0,0.0,0.0,2964.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.8
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,23.01
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,21.56
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,20.6
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,20.66
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,21.02
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,21.01
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,20.55
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,18.01
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,19.6
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,19.85
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,19.03
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,19.99
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,19.01
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,19.49
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,18.01
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,18.01
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,17.15
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,17.16
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,18.49
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,17.8
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,18.4
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,17.49
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,16.81
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,16.81
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,16.83
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,16.83
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,16.8
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,15.86
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,15.12
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,15.11
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,17.94
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,15.15
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,16.18
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,16.14
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,15.3
