,RBT FP Equity_DX_SI_QTY,RBT FP Equity_DX_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RBT FP Equity_DX_SI_MV,RBT FP Equity_DX_DSS,RBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY,RBT FP Equity_DX_BROKER_SI_QTY,RBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RBT FP Equity_DX_BROKER_SI_MV_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,RBT FP Equity_DX_BROKER_SI_MV_INC_x,RBT FP Equity_DX_SUPPLY_SI_MV_NEW,RBT FP Equity_DX_BROKER_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_NEW,RBT FP Equity_DX_SUPPLY_SI_MV_DEC,RBT FP Equity_DX_BROKER_SI_QTY_INC,RBT FP Equity_DX_SUPPLY_SI_QTY_DEC,RBT FP Equity_DX_BROKER_SI_MV_NEW_y,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RBT FP Equity_DX_BROKER_SI_MV_INC_y,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,RBT FP Equity_DX_BROKER_SI_MV_ADD,RBT FP Equity_DX_SUPPLY_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_DEC,RBT FP Equity_DX_SUPPLY_SI_MV,RBT FP Equity_DX_BROKER_SI_MV_DEC,RBT FP Equity_DX_SUPPLY_SI_MV_RMV,RBT FP Equity_DX_BROKER_SI_MV_RMV,RBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RBT FP Equity_DX_UTILIZATION_QUANTITY,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RBT FP Equity_DX_ACTIVE_UTILIZATION_MV,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RBT FP Equity_DX_BROKER_SI_CON_RATIO,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-27,22500.0,2245347.06,2.17,98.51,1.08,2.75,1.0,9979.32,22400.0,100.0,2235367.74,,,,,,,,,,,,,,,,,,2.73,,,,22.79,22.79,75873.0,7571609.65,,9.29,22.74,0.44,0.9911,99.56,0.229
2006-09-28,22500.0,2260034.53,2.17,104.05,1.08,2.75,1.0,10044.6,22400.0,100.0,2249989.93,,,,,,,,,,,,,,,,,,2.74,,,,22.8,22.8,75830.0,7616818.58,,9.29,22.78,0.45,0.9911,99.55,0.2291
2006-09-29,22500.0,2274722.0,2.17,107.79,1.08,2.77,1.0,10109.88,22400.0,100.0,2264612.12,,,,,,,,,,,,,,,,,,2.76,,,,22.81,22.81,75795.0,7662780.17,,9.36,22.77,0.45,0.9911,99.55,0.2291
2006-10-02,22500.0,2197612.78,2.17,104.23,1.08,2.77,1.0,9767.17,22400.0,100.0,2187845.61,,,,,,,,,,,,,,,,,,2.76,,,,22.81,22.81,75809.0,7404392.31,,9.3,22.88,0.43,0.9914,99.57,0.2291
2006-10-03,22500.0,2175581.57,2.17,99.97,1.08,2.7,1.0,9669.25,22400.0,100.0,2165912.32,,,,,,,,,,,,,,,,,,2.68,,,,22.78,22.78,75946.0,7343409.69,,9.1,22.77,0.44,0.9912,99.56,0.2288
2006-10-04,22500.0,2129683.23,2.17,98.44,1.08,2.67,1.0,9465.26,22400.0,100.0,2120217.97,,,,,,,,,,,,,,,,,,2.66,,,,22.8,22.8,75855.0,7179872.05,,8.96,22.88,0.43,0.9914,99.57,0.229
2006-10-05,22500.0,2164565.97,2.17,70.04,1.08,2.61,1.0,9620.29,22400.0,100.0,2154945.67,,,,,,,,,,,,,,,,,,2.6,,,,22.77,22.77,75958.0,7307382.3,,8.88,22.62,0.45,0.991,99.55,0.2288
2006-10-06,22500.0,2175581.57,2.17,70.49,1.08,2.67,1.0,9669.25,22400.0,100.0,2165912.32,,,,,,,,,,,,,,,,,,2.66,,,,22.8,22.8,75858.0,7334900.75,,9.01,22.79,0.45,0.9911,99.55,0.229
2006-10-09,22500.0,2186597.17,2.17,71.36,1.08,2.66,1.0,9718.21,22400.0,100.0,2176878.96,,,,,,,,,,,,,,,,,,2.65,,,,22.8,22.8,75863.0,7372525.4,,9.01,22.73,0.45,0.9911,99.55,0.229
2006-10-10,22500.0,2212300.25,2.17,68.28,1.08,2.69,1.0,9832.45,22400.0,100.0,2202467.8,,,,,,,,,,,,,,,,,,2.68,,,,22.81,22.81,75801.0,7453092.05,,9.06,22.83,0.45,0.9911,99.55,0.2291
2006-10-11,22500.0,2221479.92,2.17,69.75,1.08,2.72,1.0,9873.24,22400.0,100.0,2211606.67,,,,,,,,,,,,,,,,,,2.7,,,,22.8,22.8,75854.0,7489250.56,,9.15,22.81,0.45,0.9911,99.55,0.229
2006-10-12,22500.0,2203120.58,2.17,69.85,1.08,2.72,1.0,9791.65,22400.0,100.0,2193328.93,,,,,,,,,,,,,,,,,,2.71,,,,22.8,22.8,75845.0,7426474.68,,9.15,22.83,0.44,0.9912,99.56,0.229
2006-10-13,22500.0,2230659.59,2.17,68.86,1.08,2.71,1.0,9914.04,22400.0,100.0,2220745.54,,,,,,,,,,,,,,,,,,2.69,,,,22.79,22.79,75880.0,7522775.53,,9.2,22.64,0.45,0.991,99.55,0.2289
2006-10-16,22500.0,2276557.93,2.17,69.47,1.08,2.73,1.0,10118.04,22400.0,100.0,2266439.9,,,,,,,,,,,,,,,,,,2.71,,,,22.8,22.8,75852.0,7674732.1,,9.25,22.68,0.45,0.991,99.55,0.229
2006-10-17,22500.0,2225151.78,2.17,70.46,1.08,2.78,1.0,9889.56,22400.0,100.0,2215262.22,,,,,,,,,,,,,,,,,,2.77,,,,22.82,22.82,75772.0,7493520.04,,9.32,22.92,0.43,0.9913,99.57,0.2292
2006-10-18,22500.0,2203120.58,2.17,71.2,1.08,2.73,1.0,9791.65,22400.0,100.0,2193328.93,,,,,,,,,,,,,,,,,,2.72,,,,22.8,22.8,75861.0,7428041.34,,9.2,22.79,0.44,0.9912,99.56,0.229
2006-10-19,22500.0,2236167.39,2.17,69.58,1.08,2.68,1.0,9938.52,22400.0,100.0,2226228.87,,,,,,,,,,,,,,,,,,2.66,,,,100.0,22.78,0.0,0.0,,0.0,100.0,0.45,0.991,99.55,0.2288
2006-10-20,22500.0,2236167.39,2.17,69.8,1.08,2.74,1.0,9938.52,22400.0,100.0,2226228.87,,,,,,,,,,,,,,,,,,2.72,,,,100.0,22.8,0.0,0.0,,0.0,100.0,0.45,0.9911,99.55,0.229
2006-10-23,22500.0,2239839.25,2.17,70.06,1.08,2.75,1.0,9954.84,22400.0,100.0,2229884.41,,,,,,,,,,,,,,,,,,2.74,,,,100.0,22.8,0.0,0.0,,0.0,100.0,0.44,0.9912,99.56,0.2291
2006-10-24,22500.0,2204956.51,2.17,78.71,1.08,2.74,1.0,9799.81,22400.0,100.0,2195156.71,,,,,,,,,,,,,,,,,,2.73,,,,100.0,22.8,0.0,0.0,,0.0,100.0,0.44,0.9913,99.56,0.229
2006-10-25,22500.0,2234331.45,2.17,78.86,1.08,2.69,1.0,9930.36,22400.0,100.0,2224401.09,,,,,,,,,,,,,,,,,,2.68,,,,100.0,19.25,0.0,0.0,,0.0,100.0,0.45,0.9911,99.55,0.1934
2006-10-26,22500.0,2204956.51,2.17,81.43,1.08,2.72,1.0,9799.81,22400.0,100.0,2195156.71,,,,,,,,,,,,,,,,,,2.7,,,,100.0,19.28,0.0,0.0,,0.0,100.0,0.44,0.9912,99.56,0.1936
2006-10-27,22500.0,2212300.25,2.17,79.24,1.08,2.69,1.0,9832.45,22400.0,100.0,2202467.8,,,,,,,,,,,,,,,,,,2.67,,,,100.0,19.28,0.0,0.0,,0.0,100.0,0.45,0.9911,99.55,0.1937
2006-10-30,22500.0,2193940.91,2.17,77.78,1.08,2.71,1.0,9750.85,22400.0,100.0,2184190.06,,,,,,,,,,,,,,,,,,2.7,,,,19.29,19.29,93742.0,9140640.39,,11.28,19.31,0.44,0.9912,99.56,0.1937
2006-10-31,22500.0,2203120.58,2.17,78.34,1.08,2.68,1.0,9791.65,22400.0,100.0,2193328.93,,,,,,,,,,,,,,,,,,2.67,,,,19.28,19.28,93799.0,9184466.98,,11.24,19.18,0.45,0.9911,99.55,0.1936
2006-11-01,22500.0,2226987.72,2.17,76.6,1.08,2.7,1.0,9897.72,22400.0,100.0,2217089.99,,,,,,,,,,,,,,,,,,2.69,,,,19.31,19.31,93579.0,9262190.38,,11.26,19.27,0.45,0.9911,99.55,0.194
2006-11-02,22500.0,2193940.91,2.17,76.73,1.08,2.73,1.0,9750.85,22400.0,100.0,2184190.06,,,,,,,,,,,,,,,,,,2.72,,,,19.33,19.33,93499.0,9116945.82,,11.2,19.51,0.44,0.9913,99.56,0.1941
2006-11-03,22500.0,2193940.91,2.17,77.94,1.08,2.7,1.0,9750.85,22400.0,100.0,2184190.06,,,,,,,,,,,,,,,,,,2.69,,,,19.32,19.32,93553.0,9122211.28,,11.2,19.35,0.44,0.9912,99.56,0.194
2006-11-06,22500.0,2230659.59,2.17,78.08,1.08,2.68,1.0,9914.04,22400.0,100.0,2220745.54,,,,,,,,,,,,,,,,,,2.67,,,,19.32,19.32,93556.0,9275181.7,,11.27,19.17,0.45,0.991,99.55,0.194
2006-11-07,22500.0,2190269.04,2.17,102.18,1.08,2.72,1.0,9734.53,22400.0,100.0,2180534.51,,,,,,,,,,,,,,,,,,2.71,,,,19.38,19.38,93185.0,9071120.92,,11.24,19.42,0.44,0.9913,99.56,0.1947
2006-11-08,22500.0,2175581.57,2.17,98.47,1.08,2.69,1.0,9669.25,22400.0,100.0,2165912.32,,,,,,,,,,,,,,,,,,2.68,,,,19.36,19.36,93325.0,9023828.89,,11.13,19.42,0.44,0.9912,99.56,0.1944
2006-11-09,22500.0,2203120.58,2.17,97.43,1.08,2.65,1.0,9791.65,22400.0,100.0,2193328.93,,,,,,,,,,,,,,,,,,2.64,,,,19.35,19.35,93372.0,9142656.65,,11.13,19.17,0.45,0.991,99.55,0.1943
2006-11-10,22500.0,2179253.44,2.17,97.36,1.08,2.69,1.0,9685.57,22400.0,100.0,2169567.87,,,,,,,,,,,,,,,,,,2.68,,,,19.37,19.37,93237.0,9030535.68,,11.1,19.44,0.44,0.9912,99.56,0.1946
2006-11-13,22500.0,2210464.31,2.17,103.27,1.08,2.68,1.0,9824.29,22400.0,100.0,2200640.03,,,,,,,,,,,,,,,,,,2.67,,,,19.37,19.37,93240.0,9160164.11,,11.1,19.39,0.45,0.991,99.55,0.1946
2006-11-14,22500.0,2179253.44,2.17,105.3,1.08,2.71,1.0,9685.57,22400.0,100.0,2169567.87,,,,,,,,,,,,,,,,,,2.7,,,,19.42,19.42,92965.0,9004190.93,,11.14,19.49,0.44,0.9912,99.56,0.195
2006-11-15,22500.0,2175581.57,2.17,104.07,1.08,2.67,1.0,9669.25,22400.0,100.0,2165912.32,,,,,,,,,,,,,,,,,,2.66,,,,19.43,19.43,92895.0,8982251.11,,11.05,19.37,0.44,0.9912,99.56,0.1952
2006-11-16,22500.0,2177417.5,2.17,165.56,1.08,2.67,1.0,9677.41,22400.0,100.0,2167740.09,,,,,,,,,,,,,,,,,,2.66,,,,19.43,19.43,92903.0,8990605.26,,11.03,19.41,0.44,0.9911,99.56,0.1951
2006-11-17,22500.0,2166401.9,2.17,165.16,1.08,2.66,1.0,9628.45,22400.0,100.0,2156773.45,,,,,,,,,,,,,,,,,,2.65,,,,19.43,19.43,92890.0,8943869.9,,11.0,19.43,0.44,0.9912,99.56,0.1952
2006-11-20,22500.0,2131519.16,2.17,164.67,1.08,2.66,1.0,9473.42,22400.0,100.0,2122045.74,,,,,,,,,,,,,,,,,,2.65,,,,19.41,19.41,93015.0,8811700.2,,10.98,19.41,0.44,0.9913,99.56,0.1949
2006-11-21,22500.0,2137026.96,2.17,178.38,1.08,2.61,1.0,9497.9,22400.0,100.0,2127529.06,,,,,,,,,,,,,,,,,,2.6,,,,19.43,19.43,92909.0,8824401.68,,10.81,19.36,0.45,0.9911,99.55,0.1951
2006-11-22,22500.0,2184761.24,2.17,171.8,1.08,2.6,1.0,9710.05,22400.0,100.0,2175051.19,,,,,,,,,,,,,,,,,,2.58,,,,19.44,19.44,92815.0,9012382.87,,10.88,19.2,0.46,0.9909,99.54,0.1953
2006-11-23,22500.0,2258198.59,2.17,173.66,1.08,2.68,1.0,10036.44,22400.0,100.0,2248162.15,,,,,,,,,,,,,,,,,,2.66,,,,19.47,19.47,92661.0,9299863.99,,11.06,19.41,0.46,0.9908,99.54,0.1955
2006-11-24,22500.0,2223315.85,2.17,152.54,1.08,2.74,1.0,9881.4,22400.0,100.0,2213434.45,,,,,,,,,,,,,,,,,,2.73,,,,19.83,19.83,90562.0,8948796.89,,11.03,19.81,0.44,0.9912,99.56,0.1992
2006-11-27,22500.0,2247182.99,2.17,103.89,1.08,2.72,1.0,9987.48,22400.0,100.0,2237195.51,,,,,,,,,,,,,,,,,,2.7,,,,19.87,19.87,90324.0,9021091.39,,10.99,19.74,0.45,0.991,99.55,0.1996
2006-11-28,22500.0,2254526.72,2.17,99.54,1.08,2.74,1.0,10020.12,22400.0,100.0,2244506.61,,,,,,,,,,,,,,,,,,2.73,,,,19.88,19.88,90297.0,9047866.65,,11.07,19.76,0.45,0.9911,99.55,0.1997
2006-11-29,22500.0,2221479.92,2.17,100.13,1.08,2.76,1.0,9873.24,22400.0,100.0,2211606.67,,,,,,,,,,,,,,,,,,2.75,,,,19.84,19.84,90502.0,8935483.35,,11.05,19.92,0.44,0.9913,99.56,0.1993
2006-11-30,22500.0,2204956.51,2.17,101.76,1.08,2.7,1.0,9799.81,22400.0,100.0,2195156.71,,,,,,,,,,,,,,,,,,2.69,,,,19.82,19.82,90620.0,8880584.85,,10.95,19.74,0.44,0.9912,99.56,0.1991
2006-12-01,22500.0,2219643.98,2.17,102.43,1.08,2.69,1.0,9865.08,22400.0,100.0,2209778.9,,,,,,,,,,,,,,,,,,2.67,,,,19.81,19.81,90655.0,8943192.23,,10.92,19.67,0.45,0.9911,99.55,0.199
2006-12-04,22500.0,2186597.17,2.17,98.63,1.08,2.72,1.0,9718.21,22400.0,100.0,2176878.96,,,,,,,,,,,,,,,,,,2.71,,,,19.84,19.84,90493.0,8794299.47,,10.88,19.92,0.44,0.9913,99.56,0.1993
2006-12-05,22500.0,2166401.9,2.17,98.54,1.08,2.68,1.0,9628.45,22400.0,100.0,2156773.45,,,,,,,,,,,,,,,,,,2.67,,,,19.84,19.84,90527.0,8716349.55,,10.76,19.87,0.44,0.9912,99.56,0.1992
2006-12-06,22500.0,2157222.23,2.17,99.0,1.08,2.66,1.0,9587.65,22400.0,100.0,2147634.58,,,,,,,,,,,,,,,,,,2.65,,,,19.88,19.88,90296.0,8657268.39,,10.65,19.91,0.44,0.9912,99.56,0.1997
2006-12-07,22500.0,2162730.03,2.17,96.83,1.08,2.65,1.0,9612.13,22400.0,100.0,2153117.9,,,,,,,,,,,,,,,,,,2.64,,,,19.88,19.88,90249.0,8674854.35,,10.63,19.88,0.44,0.9911,99.56,0.1997
2006-12-08,22500.0,2162730.03,2.17,92.67,1.08,2.67,1.0,9612.13,22400.0,100.0,2153117.9,,,,,,,,,,,,,,,,,,2.66,,,,19.9,19.9,90138.0,8664184.88,,10.63,20.01,0.44,0.9912,99.56,0.1999
2006-12-11,22500.0,2096636.42,2.17,91.23,1.08,2.67,1.0,9318.38,22400.0,100.0,2087318.03,,,,,,,,,,,,,,,,,,2.65,,,,19.93,19.93,89989.0,8385520.64,,10.53,20.14,0.43,0.9915,99.57,0.2002
2006-12-12,22500.0,2096636.42,2.17,86.97,1.08,2.56,1.0,9318.38,22400.0,100.0,2087318.03,,,,,,,,,,,,,,,,,,2.54,,,,20.77,20.77,85447.0,7962279.64,,9.77,20.66,0.45,0.9911,99.55,0.2086
2006-12-13,22500.0,2096636.42,2.17,53.92,1.08,2.57,1.0,9318.38,22400.0,100.0,2087318.03,,,,,,,,,,,,,,,,,,2.56,,,,20.81,20.81,85240.0,7942990.59,,9.76,20.8,0.45,0.9911,99.55,0.209
2006-12-14,22500.0,2096636.42,2.17,53.79,1.08,2.58,1.0,9318.38,22400.0,100.0,2087318.03,,,,,,,,,,,,,,,,,,2.57,,,,20.85,20.85,85060.0,7926217.49,,9.75,20.88,0.44,0.9912,99.56,0.2094
2006-12-15,22500.0,2103980.15,2.17,53.3,1.08,2.59,1.0,9351.02,22400.0,100.0,2094629.13,,,,,,,,,,,,,,,,,,2.58,,,,20.87,20.87,84953.0,7943974.48,,9.75,20.9,0.44,0.9912,99.56,0.2096
2006-12-18,22500.0,2083784.88,2.17,52.93,1.08,2.58,1.0,9261.27,22400.0,100.0,2074523.61,,,,,,,,,,,,,,,,,,2.57,,,,33.12,33.12,45233.0,4189148.51,,5.17,33.15,0.44,0.9912,99.56,0.3327
2006-12-19,22500.0,2078277.08,2.17,49.96,1.08,2.53,1.0,9236.79,22400.0,100.0,2069040.29,,,,,,,,,,,,,,,,,,2.52,,,,33.07,33.07,45340.0,4187959.23,,5.15,32.82,0.45,0.9911,99.55,0.3322
2006-12-20,22500.0,2111323.89,2.17,49.47,1.08,2.55,1.0,9383.66,22400.0,100.0,2101940.23,,,,,,,,,,,,,,,,,,2.53,,,,33.21,33.21,45051.0,4227433.44,,5.17,32.92,0.45,0.991,99.55,0.3336
2006-12-21,22500.0,2069097.41,2.17,48.56,1.08,2.59,1.0,9195.99,22400.0,100.0,2059901.42,,,,,,,,,,,,,,,,,,2.58,,,,33.53,33.53,44407.0,4083662.61,,5.06,33.75,0.44,0.9913,99.56,0.3368
2006-12-22,22500.0,2074605.21,2.17,45.0,1.08,2.54,1.0,9220.47,22400.0,100.0,2065384.74,,,,,,,,,,,,,,,,,,2.53,,,,33.55,33.55,44368.0,4090937.07,,5.02,33.51,0.45,0.9911,99.55,0.337
2006-12-25,100.0,9220.47,0.01,0.2,0.0,0.01,0.0,9220.47,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,2.53,,0.0,0.0,0.0,0.0,22400.0,0.0,0.0,,1.0,100.0,0.0068
2006-12-26,22500.0,2074605.21,2.17,44.41,1.08,2.55,1.0,9220.47,22400.0,100.0,2065384.74,,22400.0,,,2.54,,,,,,,22400.0,,,,,,2.54,,,,33.56,33.56,44348.0,4089092.97,,5.03,33.56,0.45,0.9911,99.55,0.3371
2006-12-27,22500.0,2076441.14,2.17,44.41,1.08,2.55,1.0,9228.63,22400.0,100.0,2067212.52,,,,,,,,,,,,,,,,,,2.54,,,,33.56,33.56,44352.0,4093080.78,,5.03,33.49,0.45,0.9911,99.55,0.3371
2006-12-28,22500.0,2067261.48,2.17,44.35,1.08,2.54,1.0,9187.83,22400.0,100.0,2058073.65,,,,,,,,,,,,,,,,,,2.53,,,,33.58,33.58,44309.0,4071035.05,,5.02,33.51,0.44,0.9912,99.56,0.3373
2006-12-29,22500.0,2109487.95,2.17,44.25,1.08,2.53,1.0,9375.5,22400.0,100.0,2100112.45,,,,,,,,,,,,,,,,,,2.51,,,,33.58,33.58,44309.0,4154191.19,,4.99,33.51,0.45,0.991,99.55,0.3373
2007-01-01,100.0,9375.5,0.01,0.2,0.0,0.01,0.0,9375.5,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,2.51,,0.0,0.0,0.0,0.0,22400.0,0.0,0.0,,1.0,100.0,0.0032
2007-01-02,22500.0,2107652.02,2.17,45.37,1.08,2.57,1.0,9367.34,22500.0,100.0,2107652.02,,22500.0,,,2.57,,,,,,,22500.0,,,,,,2.57,,,,22.69,22.69,76642.0,7179318.49,,8.8,22.6,0.45,0.9911,99.55,0.2269
2007-01-03,22500.0,2078277.08,2.17,45.35,1.08,2.6,1.0,9236.79,22400.0,100.0,2069040.29,,,,,,,,,,,,,,,,,,2.59,,0.01,,33.79,33.79,43883.0,4053379.25,100.0,5.0,34.13,0.44,0.9913,99.56,0.3395
2007-01-04,22500.0,2070933.34,2.17,44.56,1.08,2.57,1.0,9204.15,22400.0,100.0,2061729.2,,,,,,,,,,,,,,,,,,2.56,,,,33.76,33.76,43958.0,4045959.46,,5.01,33.81,0.44,0.9912,99.56,0.3391
2007-01-05,22500.0,2078277.08,2.17,42.97,1.08,2.55,1.0,9236.79,22400.0,100.0,2069040.29,,,,,,,,,,,,,,,,,,2.54,,,,34.61,34.61,42317.0,3908731.16,,4.79,34.66,0.45,0.9911,99.55,0.3477
2007-01-08,22500.0,2089292.68,2.17,39.58,1.08,2.54,1.0,9285.75,22400.0,100.0,2080006.94,,,,,,,,,,,,,,,,,,2.53,,,,37.96,37.96,36609.0,3399418.48,,4.16,37.82,0.45,0.9911,99.55,0.3813
2007-01-09,22500.0,2083784.88,2.17,29.16,1.08,2.56,1.0,9261.27,22400.0,100.0,2074523.61,,,,,,,,,,,,,,,,,,2.55,,,,37.98,37.98,36583.0,3388048.99,,4.17,37.97,0.44,0.9912,99.56,0.3815
2007-01-10,22500.0,2126011.36,2.17,29.93,1.08,2.57,1.0,9448.94,22400.0,100.0,2116562.42,,,,,,,,,,,,,,,,,,2.56,,,,37.92,37.92,36670.0,3464926.07,,4.22,37.69,0.45,0.991,99.55,0.3809
2007-01-11,22500.0,2160894.1,2.17,32.9,1.08,2.62,1.0,9603.97,22400.0,100.0,2151290.13,,,,,,,,,,,,,,,,,,2.6,,,,37.95,37.95,36626.0,3517551.44,,4.29,37.79,0.45,0.991,99.55,0.3812
2007-01-12,22500.0,2137026.96,2.17,33.29,1.08,2.64,1.0,9497.9,22400.0,100.0,2127529.06,,,,,,,,,,,,,,,,,,2.63,,,,37.96,37.96,36604.0,3476610.44,,4.29,38.02,0.44,0.9912,99.56,0.3813
2007-01-15,22500.0,2155386.3,2.17,32.29,1.08,2.62,1.0,9579.49,22400.0,100.0,2145806.8,,,,,,,,,,,,,,,,,,2.61,,,,37.93,37.93,36655.0,3511363.77,,4.27,37.9,0.45,0.9911,99.55,0.381
2007-01-16,22500.0,2113159.82,2.17,32.31,1.08,2.64,1.0,9391.82,22400.0,100.0,2103768.0,,,,,,,,,,,,,,,,,,2.63,,,,37.96,37.96,36606.0,3437970.15,,4.26,38.22,0.44,0.9913,99.56,0.3813
2007-01-17,22500.0,2122339.49,2.17,32.19,1.08,2.59,1.0,9432.62,22400.0,100.0,2112906.87,,,,,,,,,,,,,,,,,,2.58,,,,37.69,37.69,37028.0,3492710.52,,4.28,37.56,0.45,0.9911,99.55,0.3786
2007-01-18,22500.0,2124175.42,2.17,32.2,1.08,2.6,1.0,9440.78,22500.0,100.0,2124175.42,,100.0,,,0.01,,,,,,,100.0,,,,,,2.6,,,,24.45,24.45,69509.0,6562191.54,,8.05,24.4,0.44,0.9912,99.56,0.2445
2007-01-19,22500.0,2144370.7,2.17,32.21,1.08,2.6,1.0,9530.54,22500.0,100.0,2144370.7,,,,,,,,,,,,,,,,,,2.6,,,,24.45,24.45,69507.0,6624389.95,,8.09,24.31,0.44,0.9912,99.56,0.2445
2007-01-22,22500.0,2126011.36,2.17,32.02,1.08,2.63,1.0,9448.94,22500.0,100.0,2126011.36,,,,,,,,,,,,,,,,,,2.63,,,,24.47,24.47,69462.0,6563422.26,,8.07,24.56,0.44,0.9912,99.56,0.2447
2007-01-23,22500.0,2157222.23,2.17,32.25,1.08,2.59,1.0,9587.65,22500.0,100.0,2157222.23,,,,,,,,,,,,,,,,,,2.59,,,,24.44,24.44,69551.0,6668309.49,,8.14,24.14,0.45,0.991,99.55,0.2444
2007-01-24,22500.0,2153550.37,2.17,32.86,1.08,2.66,1.0,9571.33,22500.0,100.0,2153550.37,,,,,,,,0.1,,1400.0,,,,,,1400.0,,2.66,,,,24.46,24.46,69499.0,6651982.08,,8.15,24.57,0.44,0.9912,99.56,0.2446
2007-01-25,22500.0,2148042.56,2.17,33.32,1.08,2.65,1.0,9546.86,22500.0,100.0,2148042.56,,,,,,,,,,,,,,,,,,2.65,,,,24.45,24.45,69511.0,6636114.96,,8.16,24.49,0.44,0.9911,99.56,0.2445
2007-01-26,22500.0,2148042.56,2.17,33.87,1.08,2.65,1.0,9546.86,22500.0,100.0,2148042.56,,,,,,,,,,,,,,,,,,2.65,,,,24.46,24.46,69499.0,6634969.34,,8.13,24.54,0.44,0.9912,99.56,0.2446
2007-01-29,22500.0,2203120.58,2.17,42.46,1.08,2.62,1.0,9791.65,22500.0,100.0,2203120.58,,,,,,,,,,,,,,,,,,2.62,,,,24.44,24.44,69544.0,6809503.0,,8.29,24.03,0.46,0.9909,99.54,0.2444
2007-01-30,22500.0,2193940.91,2.17,40.68,1.08,2.69,1.0,9750.85,22500.0,100.0,2193940.91,,,,,,,,,,,,,,,,,,2.69,,,,24.45,24.45,69538.0,6780545.02,,8.31,24.47,0.44,0.9912,99.56,0.2445
2007-01-31,22500.0,2184761.24,2.17,40.7,1.08,2.67,1.0,9710.05,22500.0,100.0,2184761.24,,,,,,,,,,,,,,,,,,2.67,,,,24.44,24.44,69555.0,6753825.25,,8.27,24.44,0.44,0.9912,99.56,0.2444
2007-02-01,22500.0,2199448.71,2.17,41.01,1.08,2.67,1.0,9775.33,22500.0,100.0,2199448.71,,,,,,,,,,,,,,,,,,2.67,,,,25.1,25.1,67126.0,6561786.41,,8.03,24.97,0.45,0.9911,99.55,0.251
2007-02-02,22500.0,2203120.58,2.17,42.7,1.08,2.71,1.0,9791.65,22500.0,100.0,2203120.58,,,,,,,,,,,,,,,,,,2.71,,,,25.11,25.11,67090.0,6569215.98,,8.06,25.15,0.45,0.9911,99.55,0.2511
2007-02-05,22500.0,2177417.5,2.17,41.56,1.08,2.71,1.0,9677.41,22500.0,100.0,2177417.5,,,,,,,,,,,,,,,,,,2.71,,,,25.11,25.11,67097.0,6493252.55,,8.0,25.31,0.44,0.9913,99.56,0.2511
2007-02-06,22500.0,2212300.25,2.17,42.24,1.08,2.66,1.0,9832.45,22500.0,100.0,2212300.25,,,,,,,,,,,,,,,,,,2.66,,,,25.1,25.1,67138.0,6601307.29,,8.06,24.79,0.45,0.991,99.55,0.251
2007-02-07,22500.0,2221479.92,2.17,44.16,1.08,2.7,1.0,9873.24,22500.0,100.0,2221479.92,,,,,,,,,,,,,,,,,,2.7,,,,25.1,25.1,67139.0,6628797.34,,8.11,24.96,0.45,0.9911,99.55,0.251
2007-02-08,22500.0,2184761.24,2.17,43.52,1.08,2.72,1.0,9710.05,22500.0,100.0,2184761.24,,,,,,,,,,,,,,,,,,2.72,,,,25.1,25.1,67126.0,6517968.13,,8.02,25.31,0.44,0.9913,99.56,0.251
2007-02-09,22500.0,2203120.58,2.17,42.06,1.08,2.68,1.0,9791.65,22500.0,100.0,2203120.58,,,,,,,,,,,,,,,,,,2.68,,,,25.11,25.11,67102.0,6570390.98,,8.05,25.0,0.45,0.9911,99.55,0.2511
2007-02-12,22500.0,2203120.58,2.17,42.52,1.08,2.71,1.0,9791.65,22500.0,100.0,2203120.58,,,,,,,,,,,,,,,,,,2.71,,,,25.11,25.11,67101.0,6570293.06,,8.06,25.15,0.47,0.9907,99.53,0.2511
