,RBT FP Equity_DX_SI_QTY,RBT FP Equity_DX_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RBT FP Equity_DX_SI_MV,RBT FP Equity_DX_DSS,RBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY,RBT FP Equity_DX_BROKER_SI_QTY,RBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RBT FP Equity_DX_BROKER_SI_MV_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,RBT FP Equity_DX_BROKER_SI_MV_INC_x,RBT FP Equity_DX_SUPPLY_SI_MV_NEW,RBT FP Equity_DX_BROKER_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_NEW,RBT FP Equity_DX_SUPPLY_SI_MV_DEC,RBT FP Equity_DX_BROKER_SI_QTY_INC,RBT FP Equity_DX_SUPPLY_SI_QTY_DEC,RBT FP Equity_DX_BROKER_SI_MV_NEW_y,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RBT FP Equity_DX_BROKER_SI_MV_INC_y,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,RBT FP Equity_DX_BROKER_SI_MV_ADD,RBT FP Equity_DX_SUPPLY_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_DEC,RBT FP Equity_DX_SUPPLY_SI_MV,RBT FP Equity_DX_BROKER_SI_MV_DEC,RBT FP Equity_DX_SUPPLY_SI_MV_RMV,RBT FP Equity_DX_BROKER_SI_MV_RMV,RBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RBT FP Equity_DX_UTILIZATION_QUANTITY,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RBT FP Equity_DX_ACTIVE_UTILIZATION_MV,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RBT FP Equity_DX_BROKER_SI_CON_RATIO,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15755.0,1122282.7,,1.29,0.0,,0.0,,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15755.0,1122282.7,,1.3,0.0,,0.0,,0.0
2009-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15755.0,1122146.02,,1.29,0.0,,0.0,,0.0
2009-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1129268.5,,1.3,0.0,,0.0,,0.0
2009-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1129406.05,,1.3,0.0,,0.0,,0.0
2009-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169157.4,,1.3,0.0,,0.0,,0.0
2009-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169019.85,,1.35,0.0,,0.0,,0.0
2009-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169157.4,,1.35,0.0,,0.0,,0.0
2009-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169019.85,,1.34,0.0,,0.0,,0.0
2009-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1155402.6,,1.34,0.0,,0.0,,0.0
2009-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1127893.02,,1.31,0.0,,0.0,,0.0
2009-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1127893.02,,1.3,0.0,,0.0,,0.0
2009-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1127893.02,,1.31,0.0,,0.0,,0.0
2009-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1127893.02,,1.3,0.0,,0.0,,0.0
2009-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1114138.22,,1.29,0.0,,0.0,,0.0
2009-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1093506.04,,1.27,0.0,,0.0,,0.0
2009-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1100383.43,,1.26,0.0,,0.0,,0.0
2009-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1100383.43,,1.27,0.0,,0.0,,0.0
2009-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1100383.43,,1.27,0.0,,0.0,,0.0
2009-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1100520.98,,1.27,0.0,,0.0,,0.0
2009-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1114138.22,,1.27,0.0,,0.0,,0.0
2009-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1114138.22,,1.28,0.0,,0.0,,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1127893.02,,1.29,0.0,,0.0,,0.0
2009-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1117576.92,,1.29,0.0,,0.0,,0.0
2009-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1117576.92,,1.29,0.0,,0.0,,0.0
2009-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1107260.83,,1.28,0.0,,0.0,,0.0
2009-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1108636.31,,1.27,0.0,,0.0,,0.0
2009-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1108636.31,,1.28,0.0,,0.0,,0.0
2009-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1109324.05,,1.27,0.0,,0.0,,0.0
2009-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1141647.81,,1.28,0.0,,0.0,,0.0
2009-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1141647.81,,1.31,0.0,,0.0,,0.0
2009-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169157.4,,1.32,0.0,,0.0,,0.0
2009-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15855.0,1169157.4,,1.35,0.0,,0.0,,0.0
2009-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15778.0,1122415.39,,1.34,0.0,,0.0,,0.0
2009-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15778.0,1122415.39,,1.3,0.0,,0.0,,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15778.0,1149791.38,,1.29,0.0,,0.0,,0.0
2009-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15825.0,1153079.12,,1.33,0.0,,0.0,,0.0
2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15825.0,1153079.12,,1.33,0.0,,0.0,,0.0
2009-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15825.0,1153079.12,,1.32,0.0,,0.0,,0.0
2009-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15825.0,1125758.88,,1.33,0.0,,0.0,,0.0
2009-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1119421.82,,1.28,0.0,,0.0,,0.0
2009-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1119421.82,,1.29,0.0,,0.0,,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1146584.96,,1.29,0.0,,0.0,,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1146448.46,,1.32,0.0,,0.0,,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1146448.46,,1.32,0.0,,0.0,,0.0
2009-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15758.0,1148197.21,,1.33,0.0,,0.0,,0.0
2009-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15758.0,1145463.08,,1.32,0.0,,0.0,,0.0
2009-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1146262.68,,1.33,0.0,,0.0,,0.0
2009-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1121775.15,,1.32,0.0,,0.0,,0.0
2009-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1121775.15,,1.3,0.0,,0.0,,0.0
2009-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1121775.15,,1.29,0.0,,0.0,,0.0
2009-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1108094.96,,1.29,0.0,,0.0,,0.0
2009-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1108094.96,,1.28,0.0,,0.0,,0.0
2009-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1142295.43,,1.28,0.0,,0.0,,0.0
2009-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1142295.43,,1.32,0.0,,0.0,,0.0
2009-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1121775.15,,1.32,0.0,,0.0,,0.0
2009-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1121775.15,,1.3,0.0,,0.0,,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1149135.52,,1.29,0.0,,0.0,,0.0
2009-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1162815.7,,1.33,0.0,,0.0,,0.0
2009-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1135455.33,,1.34,0.0,,0.0,,0.0
2009-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1162815.7,,1.32,0.0,,0.0,,0.0
2009-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1162815.7,,1.34,0.0,,0.0,,0.0
2009-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15769.0,1162815.7,,1.34,0.0,,0.0,,0.0
2009-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15569.0,1147932.51,,1.32,0.0,,0.0,,0.0
2009-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15369.0,1133186.13,,1.31,0.0,,0.0,,0.0
2009-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15569.0,1147932.51,,1.32,0.0,,0.0,,0.0
2009-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15569.0,1147932.51,,1.32,0.0,,0.0,,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15569.0,1147932.51,,1.32,0.0,,0.0,,0.0
2010-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15569.0,1148067.58,,1.32,0.0,,0.0,,0.0
2010-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15533.0,1145412.92,,1.32,0.0,,0.0,,0.0
2010-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15527.0,1144970.48,,1.32,0.0,,0.0,,0.0
2010-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15589.0,1149542.39,,1.33,0.0,,0.0,,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15734.0,1160234.78,,1.33,0.0,,0.0,,0.0
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15846.0,1168493.73,,1.34,0.0,,0.0,,0.0
2010-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15915.0,1159774.99,,1.35,0.0,,0.0,,0.0
2010-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16721.0,1218510.69,,1.4,0.0,,0.0,,0.0
2010-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225797.99,,1.41,0.0,,0.0,,0.0
2010-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17007.0,1239352.39,,1.43,0.0,,0.0,,0.0
2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225797.99,,1.41,0.0,,0.0,,0.0
2010-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1243309.39,,1.42,0.0,,0.0,,0.0
2010-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1243163.47,,1.44,0.0,,0.0,,0.0
2010-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1243163.47,,1.43,0.0,,0.0,,0.0
2010-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225797.99,,1.43,0.0,,0.0,,0.0
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225943.92,,1.41,0.0,,0.0,,0.0
2010-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225943.92,,1.42,0.0,,0.0,,0.0
2010-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225943.92,,1.42,0.0,,0.0,,0.0
2010-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1225943.92,,1.42,0.0,,0.0,,0.0
2010-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1233094.41,,1.42,0.0,,0.0,,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1218501.58,,1.42,0.0,,0.0,,0.0
2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16821.0,1218501.58,,1.4,0.0,,0.0,,0.0
2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16911.0,1214751.48,,1.42,0.0,,0.0,,0.0
2010-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16971.0,1207283.03,,1.41,0.0,,0.0,,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16971.0,1177837.1,,1.4,0.0,,0.0,,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16971.0,1207283.03,,1.36,0.0,,0.0,,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1210692.26,,1.39,0.0,,0.0,,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1210839.93,,1.4,0.0,,0.0,,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1188690.42,,1.4,0.0,,0.0,,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1188690.42,,1.37,0.0,,0.0,,0.0
2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1173924.08,,1.37,0.0,,0.0,,0.0
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1173924.08,,1.34,0.0,,0.0,,0.0
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1181307.25,,1.36,0.0,,0.0,,0.0
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1137008.22,,1.36,0.0,,0.0,,0.0
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1137008.22,,1.31,0.0,,0.0,,0.0
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1144391.4,,1.31,0.0,,0.0,,0.0
2010-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1144391.4,,1.32,0.0,,0.0,,0.0
2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1151774.57,,1.32,0.0,,0.0,,0.0
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1148082.98,,1.33,0.0,,0.0,,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17207.0,1160628.86,,1.33,0.0,,0.0,,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1138484.86,,1.33,0.0,,0.0,,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1225606.27,,1.31,0.0,,0.0,,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1203456.76,,1.4,0.0,,0.0,,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1243325.88,,1.39,0.0,,0.0,,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1210839.93,,1.43,0.0,,0.0,,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1249232.41,,1.39,0.0,,0.0,,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17021.0,1247755.78,,1.44,0.0,,0.0,,0.0
