,ALBIO FP Equity_DX_SI_QTY,ALBIO FP Equity_DX_SHORT_INTEREST_VALUE,ALBIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBIO FP Equity_DX_SI_MV,ALBIO FP Equity_DX_DSS,ALBIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBIO FP Equity_DX_SUPPLY_SI_QTY,ALBIO FP Equity_DX_BROKER_SI_QTY,ALBIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALBIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBIO FP Equity_DX_BROKER_SI_MV_INC_x,ALBIO FP Equity_DX_BROKER_SI_QTY_ADD,ALBIO FP Equity_DX_BROKER_SI_QTY_NEW,ALBIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALBIO FP Equity_DX_BROKER_SI_QTY_INC,ALBIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALBIO FP Equity_DX_BROKER_SI_MV_INC_y,ALBIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBIO FP Equity_DX_BROKER_SI_MV_ADD,ALBIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBIO FP Equity_DX_BROKER_SI_QTY_DEC,ALBIO FP Equity_DX_SUPPLY_SI_MV,ALBIO FP Equity_DX_BROKER_SI_MV_DEC,ALBIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALBIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBIO FP Equity_DX_UTILIZATION_QUANTITY,ALBIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALBIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBIO FP Equity_DX_BROKER_SI_CON_RATIO,ALBIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBIO FP Equity_PX_LAST
2023-03-02,35243.0,425735.44,0.79,3.36,0.34,0.43,0.0,347408.72,9780.0,28759.0,118142.4,,4098.0,,,,,,,,,4098.0,,281.0,4374.0,0.12,0.06,,100.0,31.87,0.0,0.0,,0.0,100.0,23.72,0.3646,52.7,1.1485,12.08
2023-03-03,35238.0,427436.94,0.79,3.52,0.34,0.43,0.0,348846.67,9775.0,28759.0,118570.75,,,,,,0.0,,5.0,,,,,,,0.12,,,100.0,31.85,0.0,0.0,,0.0,100.0,23.54,0.3655,52.86,1.1483,12.13
2023-03-06,35238.0,425322.66,0.79,3.64,0.34,0.43,0.0,347121.13,9775.0,28759.0,117984.25,,,,,,,,,,,,,,,0.12,,,100.0,31.85,0.0,0.0,,0.0,100.0,23.49,0.3656,52.88,1.1483,12.07
2023-03-07,40526.0,486312.0,0.91,4.24,0.4,0.5,0.0,393636.0,13819.0,32803.0,165828.0,,4044.0,,4044.0,,,,,,,4044.0,0.05,,,0.17,,,100.0,39.79,0.0,0.0,,0.0,100.0,20.35,0.2951,46.23,1.167,12.0
2023-03-08,40526.0,483069.92,0.91,4.31,0.4,0.5,0.0,391011.76,13819.0,32803.0,164722.48,,,,,,,,,,,,,,,0.17,,,100.0,41.27,0.0,0.0,,0.0,100.0,20.57,0.2945,46.1,1.2104,11.92
2023-03-09,35238.0,428494.08,0.79,3.8,0.34,0.43,0.0,349709.44,9775.0,28759.0,118864.0,,,,,,0.05,,4044.0,,,,,,4044.0,0.12,0.05,,100.0,31.85,0.0,0.0,,0.0,100.0,23.76,0.3643,52.66,1.1483,12.16
2023-03-10,35238.0,408760.8,0.79,3.83,0.34,0.43,0.0,333604.4,9775.0,28759.0,113390.0,,,,,,,,,,,,,,,0.12,,,100.0,31.86,0.0,0.0,,0.0,100.0,23.5,0.3667,52.99,1.1485,11.6
2023-03-13,35238.0,381979.92,0.79,3.68,0.34,0.42,0.0,311747.56,9775.0,28759.0,105961.0,,,,,,,,,,,,,,,0.11,,,100.0,31.86,0.0,0.0,,0.0,100.0,24.39,0.3645,52.44,1.1485,10.84
2023-03-14,35238.0,389027.52,0.79,3.36,0.34,0.4,0.0,317499.36,9775.0,28759.0,107916.0,,,,,,,,,,,,,,,0.11,,,100.0,31.85,0.0,0.0,,0.0,100.0,25.49,0.3591,51.47,1.1483,11.04
2023-03-15,35738.0,384183.5,0.81,3.44,0.35,0.41,0.0,309159.25,10275.0,28759.0,110456.25,,500.0,,,,,,,,,500.0,,,,0.11,,,100.0,32.95,0.0,0.0,,0.0,100.0,24.63,0.3525,51.25,1.1461,10.75
2023-03-16,35738.0,390258.96,0.81,3.45,0.35,0.4,0.0,314048.28,10275.0,28759.0,112203.0,,,,,,,,,,,,,,,0.11,,,100.0,32.95,0.0,0.0,,0.0,100.0,25.36,0.3489,50.6,1.1459,10.92
2023-03-17,35738.0,374534.24,0.81,3.43,0.35,0.41,0.0,301394.32,10275.0,28759.0,107682.0,,,,,,,,,,,,,,,0.11,,,100.0,32.95,0.0,0.0,,0.0,100.0,25.13,0.3511,50.93,1.1461,10.48
2023-03-20,35738.0,373104.72,0.81,3.48,0.35,0.39,0.0,300243.96,10275.0,28759.0,107271.0,,,,,,,,,,,,,,,0.11,,,100.0,32.95,0.0,0.0,,0.0,100.0,25.93,0.348,50.27,1.1459,10.44
2023-03-21,35738.0,378822.8,0.81,3.18,0.35,0.39,0.0,304845.4,10275.0,28759.0,108915.0,,,,,,,,,,,,,,,0.11,,,100.0,32.95,0.0,0.0,,0.0,100.0,25.8,0.348,50.33,1.1459,10.6
2023-03-22,35738.0,388472.06,0.81,3.2,0.35,0.4,0.0,312610.33,10275.0,28759.0,111689.25,,,,,,,,,,,,,,,0.11,,,100.0,37.83,0.0,0.0,,0.0,100.0,25.49,0.3486,50.54,1.3157,10.87
2023-03-23,35238.0,377398.98,0.79,3.16,0.34,0.4,0.0,308008.89,9775.0,28759.0,104690.25,,,,,,0.0,,500.0,,,,,,,0.11,,,100.0,31.76,0.0,0.0,,0.0,100.0,25.33,0.3598,51.59,1.1448,10.71
2023-03-24,35238.0,369999.0,0.79,3.19,0.34,0.4,0.0,301969.5,9775.0,28759.0,102637.5,,,,,,,,,,,,,,,0.11,,,100.0,31.76,0.0,0.0,,0.0,100.0,25.53,0.3602,51.56,1.1448,10.5
2023-03-27,35238.0,362599.02,0.79,3.21,0.34,0.39,0.0,295930.11,9775.0,28759.0,100584.75,,,,,,,,,,,,,,,0.1,,,100.0,31.76,0.0,0.0,,0.0,100.0,26.08,0.3577,51.05,1.1448,10.29
2023-03-28,35238.0,362951.4,0.79,3.18,0.34,0.38,0.0,296217.7,9775.0,28759.0,100682.5,,,,,,,,,,,,,,,0.1,,,100.0,31.75,0.0,0.0,,0.0,100.0,26.51,0.3567,50.8,1.1446,10.3
2023-03-29,35238.0,357665.7,0.79,3.16,0.34,0.38,0.0,291903.85,9775.0,28759.0,99216.25,,,,,,,,,,,,,,,0.1,,,100.0,31.76,0.0,0.0,,0.0,100.0,26.51,0.3575,50.88,1.1448,10.15
2023-03-30,35238.0,355551.42,0.79,3.15,0.34,0.38,0.0,290178.31,9775.0,28759.0,98629.75,,,,,,,,,,,,,,,0.1,,,100.0,31.75,0.0,0.0,,0.0,100.0,26.87,0.3559,50.56,1.1446,10.09
2023-03-31,35238.0,352380.0,0.79,3.2,0.34,0.38,0.0,287590.0,9775.0,28759.0,97750.0,,,,,,,,,,,,,,,0.1,,,100.0,31.76,0.0,0.0,,0.0,100.0,26.84,0.3565,50.62,1.1448,10.0
2023-04-03,35238.0,340751.46,0.79,3.15,0.34,0.38,0.0,278099.53,9775.0,28759.0,94524.25,,,,,,,,,,,,,,,0.1,,,100.0,31.76,0.0,0.0,,0.0,100.0,27.21,0.3559,50.4,1.1448,9.67
2023-04-04,35238.0,334056.24,0.79,3.06,0.34,0.37,0.0,272635.32,9775.0,28759.0,92667.0,,,,,,,,,,,,,,,0.09,,,100.0,31.76,0.0,0.0,,0.0,100.0,27.97,0.354,49.84,1.1448,9.48
2023-04-05,35238.0,350970.48,0.79,2.98,0.34,0.36,0.0,286439.64,9775.0,28759.0,97359.0,,,,,,,,,,,,,,,0.09,,,100.0,31.75,0.0,0.0,,0.0,100.0,28.13,0.3521,49.58,1.1446,9.96
2023-04-06,35238.0,335818.14,0.79,2.96,0.34,0.37,0.0,274073.27,9775.0,28759.0,93155.75,,,,,,,,,,,,,,,0.1,,,100.0,31.76,0.0,0.0,,0.0,100.0,27.87,0.3507,49.4,1.1448,9.53
2023-04-07,35238.0,335818.14,0.79,2.98,0.34,0.36,0.0,274073.27,9775.0,28759.0,93155.75,,,,,,,,,,,,,,,0.09,,,100.0,31.75,0.0,0.0,,0.0,100.0,28.05,0.3532,49.73,1.1446,
2023-04-10,35238.0,335818.14,0.79,2.98,0.34,0.37,0.0,274073.27,9775.0,28759.0,93155.75,,,,,,,,,,,,,,,0.09,,,100.0,31.76,0.0,0.0,,0.0,100.0,27.96,0.354,49.86,1.1448,
2023-04-11,35238.0,361541.88,0.79,2.98,0.34,0.35,0.0,295067.34,9775.0,28759.0,100291.5,,,,,,,,,,,,,,,0.09,,,100.0,31.75,0.0,0.0,,0.0,100.0,23.84,0.3613,52.37,1.1446,10.26
2023-04-12,37145.0,369964.2,0.83,3.11,0.36,0.38,0.0,286439.64,11682.0,28759.0,116352.72,,1907.0,,,,,,,,,1907.0,,,,0.12,,,100.0,35.74,0.0,0.0,,0.0,100.0,21.59,0.3354,50.79,1.1363,9.96
2023-04-13,37145.0,364763.9,0.83,3.12,0.36,0.37,0.0,282413.38,11682.0,28759.0,114717.24,,,,,,,,,,,,,,,0.12,,,100.0,35.74,0.0,0.0,,0.0,100.0,22.05,0.3333,50.41,1.1363,9.82
2023-04-14,39491.0,388196.53,0.88,3.4,0.39,0.4,0.0,282700.97,14028.0,28759.0,137895.24,,2346.0,,,,,,,,,2346.0,,,,0.14,,,100.0,40.03,0.0,0.0,,0.0,100.0,20.85,0.3042,47.41,1.127,9.83
2023-04-17,39491.0,383062.7,0.88,3.41,0.39,0.4,0.0,278962.3,14028.0,28759.0,136071.6,,,,,,,,,,,,,,,0.14,,,100.0,40.04,0.0,0.0,,0.0,100.0,21.33,0.3035,47.17,1.1272,9.7
2023-04-18,39491.0,379903.42,0.88,3.42,0.39,0.39,0.0,276661.58,14028.0,28759.0,134949.36,,,,,,,,,,,,,,,0.14,,,100.0,40.04,0.0,0.0,,0.0,100.0,21.46,0.3025,47.01,1.1272,9.62
2023-04-19,39491.0,371610.31,0.88,3.52,0.39,0.39,0.0,270622.19,14028.0,28759.0,132003.48,,,,,,,,,,,,,,,0.14,,,100.0,40.04,0.0,0.0,,0.0,100.0,21.56,0.3031,47.03,1.1272,9.41
2023-04-20,39491.0,371215.4,0.88,3.51,0.39,0.38,0.0,270334.6,14028.0,28759.0,131863.2,,,,,,,,,,,,,,,0.13,,,100.0,40.03,0.0,0.0,,0.0,100.0,21.43,0.3026,47.04,1.127,9.4
2023-04-21,39491.0,323826.2,0.88,3.54,0.39,0.38,0.0,235823.8,14028.0,28759.0,115029.6,,,,,,,,,,,,,,,0.13,,,100.0,40.02,0.0,0.0,,0.0,100.0,21.61,0.3066,47.37,1.1266,8.2
2023-04-24,39491.0,315928.0,0.88,2.77,0.39,0.34,0.0,230072.0,14028.0,28759.0,112224.0,,,,,,,,,,,,,,,0.11,,,100.0,39.91,0.0,0.0,,0.0,100.0,23.91,0.2981,45.58,1.1237,8.0
2023-04-25,39491.0,300526.51,0.88,2.72,0.39,0.34,0.0,218855.99,14028.0,28759.0,106753.08,,,,,,,,,,,,,,,0.11,,,100.0,40.38,0.0,0.0,,0.0,100.0,24.24,0.2985,45.47,1.1369,7.61
2023-04-26,39491.0,288679.21,0.88,2.69,0.39,0.31,0.0,210228.29,14028.0,28759.0,102544.68,,,,,,,,,,,,,,,0.11,,,100.0,40.38,0.0,0.0,,0.0,100.0,21.59,0.3034,47.06,1.1369,7.31
2023-04-27,39491.0,273672.63,0.88,2.76,0.39,0.3,0.0,199299.87,14028.0,28759.0,97214.04,,,,,,,,,,,,,,,0.1,,,100.0,40.56,0.0,0.0,,0.0,100.0,22.21,0.3029,46.77,1.142,6.93
2023-04-28,39491.0,291048.67,0.88,2.66,0.39,0.29,0.0,211953.83,14028.0,28759.0,103386.36,,,,,,,,,,,,,,,0.1,,,100.0,42.65,0.0,0.0,,0.0,100.0,23.02,0.2973,45.87,1.2007,7.37
2023-05-01,39491.0,291048.67,0.88,2.6,0.39,0.3,0.0,211953.83,14028.0,28759.0,103386.36,,,,,,,,,,,,,,,0.1,,,100.0,42.87,0.0,0.0,,0.0,100.0,22.2,0.3028,46.81,1.2069,
2023-05-02,39491.0,288679.21,0.88,2.6,0.39,0.3,0.0,210228.29,14028.0,28759.0,102544.68,,,,,,,,,,,,,,,0.1,,,100.0,42.87,0.0,0.0,,0.0,100.0,22.06,0.3013,46.67,1.2069,7.31
2023-05-03,39491.0,294997.77,0.88,2.39,0.39,0.3,0.0,214829.73,14028.0,28759.0,104789.16,,,,,,,,,,,,,,,0.1,,,100.0,50.95,0.0,0.0,,0.0,100.0,22.22,0.3002,46.49,1.4343,7.47
2023-05-04,42791.0,338476.81,0.96,2.61,0.42,0.33,0.0,227483.69,17328.0,28759.0,137064.48,,3300.0,,,,,,,,,3300.0,,,,0.13,,,100.0,56.21,0.0,0.0,,0.0,100.0,20.06,0.2771,43.23,1.388,7.91
2023-05-05,42791.0,340188.45,0.96,2.69,0.42,0.34,0.0,228634.05,17328.0,28759.0,137757.6,,,,,,,,,,,,,,,0.13,,,100.0,56.2,0.0,0.0,,0.0,100.0,19.41,0.2811,43.91,1.3878,7.95
2023-05-08,42791.0,342328.0,0.96,2.68,0.42,0.34,0.0,230072.0,17328.0,28759.0,138624.0,,,,,,,,,,,,,,,0.13,,,100.0,56.2,0.0,0.0,,0.0,100.0,19.3,0.2816,44.02,1.3878,8.0
2023-05-09,42791.0,343611.73,0.96,2.68,0.42,0.34,0.0,230934.77,17328.0,28759.0,139143.84,,,,,,,,,,,,,,,0.13,,,100.0,62.72,0.0,0.0,,0.0,100.0,19.2,0.2822,44.14,1.5489,8.03
2023-05-10,40884.0,334839.96,0.92,2.56,0.4,0.33,0.0,235536.21,15421.0,28759.0,126297.99,,,,,,0.02,,1907.0,,,,,,,0.12,,,100.0,59.96,0.0,0.0,,0.0,100.0,19.9,0.2919,45.88,1.5896,8.19
2023-05-11,38884.0,334013.56,0.87,2.47,0.38,0.33,0.0,229859.81,15421.0,26759.0,132466.39,,,,,,,,,,,,,,2000.0,0.13,0.01,,100.0,59.96,0.0,0.0,,0.0,100.0,21.78,0.2737,42.58,1.5118,8.59
2023-05-12,38884.0,331680.52,0.87,2.47,0.38,0.34,0.0,228254.27,15421.0,26759.0,131541.13,,,,,,,,,,,,,,,0.13,,,100.0,59.96,0.0,0.0,,0.0,100.0,21.91,0.2758,42.81,1.5118,8.53
2023-05-15,38784.0,352158.72,0.87,2.44,0.38,0.34,0.0,242971.72,15321.0,26759.0,139114.68,,,0.0,,,0.0,100.0,100.0,,0.0,,,,100.0,0.13,0.0,,100.0,59.58,0.0,0.0,,0.0,100.0,21.59,0.2756,42.81,1.5082,9.08
2023-05-16,38779.0,362583.65,0.87,2.33,0.38,0.35,0.0,250149.9,15321.0,26754.0,143251.35,,,,,,,,,,,,,,5.0,0.14,0.0,,100.0,59.57,0.0,0.0,,0.0,100.0,20.73,0.2794,43.69,1.5077,9.35
2023-05-17,35984.0,339329.12,0.81,2.13,0.35,0.34,0.0,225933.37,15321.0,23959.0,144477.03,,,,,,,,,,,,,,2795.0,0.14,0.02,,100.0,59.57,0.0,0.0,,0.0,100.0,19.72,0.2654,41.48,1.3991,9.43
2023-05-18,33092.0,320992.4,0.74,1.99,0.32,0.31,0.0,251802.3,10429.0,25959.0,101161.3,,,0.02,,,0.05,2000.0,4892.0,,0.02,,,,,0.1,,,100.0,45.0,0.0,0.0,,0.0,100.0,21.08,0.2922,45.27,1.428,9.7
2023-05-19,37032.0,361802.64,0.83,2.26,0.36,0.36,0.0,261406.12,13572.0,26756.0,132598.44,,2346.0,,797.0,,,,,,,2346.0,0.01,797.0,,0.13,,,100.0,57.19,0.0,0.0,,0.0,100.0,18.61,0.2498,40.71,1.5605,9.77
2023-05-22,40985.0,381980.2,0.92,2.53,0.4,0.41,0.0,279655.92,16822.0,30006.0,156781.04,,3250.0,0.03,,,,3250.0,,,0.03,3250.0,,,,0.16,,,100.0,73.35,0.0,0.0,,0.0,100.0,16.21,0.2259,38.8,1.7871,9.32
2023-05-23,41387.0,370827.52,0.93,2.54,0.4,0.43,0.0,270654.72,17023.0,30207.0,152526.08,,201.0,0.0,,,,201.0,,,0.0,201.0,,,,0.16,,,100.0,72.64,0.0,0.0,,0.0,100.0,15.34,0.2465,42.41,1.7661,8.96
2023-05-24,43187.0,404230.32,0.97,2.62,0.42,0.51,0.0,291161.52,17923.0,31107.0,167759.28,,900.0,0.01,,,,900.0,,,0.01,900.0,,,,0.16,,,100.0,73.35,0.0,0.0,,0.0,100.0,13.0,0.2899,48.87,1.7675,9.36
2023-05-25,44785.0,423218.25,1.0,2.74,0.44,0.42,0.0,301511.7,18722.0,31906.0,176922.9,,799.0,0.01,,,,799.0,,,0.01,799.0,,,,0.17,,,100.0,76.29,0.0,0.0,,0.0,100.0,15.83,0.1987,33.53,1.8249,9.45
2023-05-26,46907.0,439987.66,1.05,2.87,0.46,0.44,0.0,309230.46,19783.0,32967.0,185564.54,,1061.0,0.01,,,,1061.0,,,0.01,1061.0,,,,0.19,,,100.0,82.23,0.0,0.0,,0.0,100.0,19.08,0.1957,31.81,1.9497,9.38
2023-05-29,45159.0,428107.32,1.01,2.73,0.44,0.43,0.0,312792.6,18007.0,32995.0,170706.36,,28.0,0.0,,,0.02,28.0,1804.0,,0.0,28.0,,,,0.17,,,100.0,84.97,0.0,0.0,,0.0,100.0,19.81,0.2042,33.09,2.1308,9.48
2023-05-30,45159.0,425397.78,1.01,2.75,0.44,0.43,0.0,310812.9,18007.0,32995.0,169625.94,,,,,,,,,,,,,,,0.17,,,100.0,84.97,0.0,0.0,,0.0,100.0,19.91,0.2048,33.21,2.1308,9.42
2023-05-31,43227.0,406333.8,0.97,2.63,0.42,0.41,0.0,301072.6,17041.0,32029.0,160185.4,,,,,,0.01,,966.0,,,,,,966.0,0.16,0.01,,100.0,80.41,0.0,0.0,,0.0,100.0,16.26,0.2071,34.71,2.0397,9.4
2023-06-01,44061.0,409767.3,0.99,2.66,0.43,0.41,0.0,301747.8,17458.0,32446.0,162359.4,,417.0,0.0,,,,417.0,,,0.0,417.0,,,,0.16,,,100.0,78.77,0.0,0.0,,0.0,100.0,17.87,0.2049,33.86,1.9881,9.3
2023-06-02,43485.0,405280.2,0.97,2.66,0.42,0.41,0.0,299712.56,17170.0,32158.0,160024.4,,,,,,0.0,,288.0,,,,,,288.0,0.16,0.0,,100.0,81.02,0.0,0.0,,0.0,100.0,16.69,0.2062,34.4,2.0519,9.32
2023-06-05,43779.0,407144.7,0.98,2.69,0.43,0.41,0.0,300204.0,17342.0,32280.0,161280.6,,172.0,0.0,,,,122.0,,,0.0,172.0,,,,0.16,,,100.0,76.19,0.0,0.0,,0.0,100.0,17.17,0.2055,34.16,1.9234,9.3
2023-06-06,43757.0,407377.67,0.98,3.33,0.43,0.41,0.0,300424.39,17331.0,32269.0,161351.61,,,,,,0.0,,11.0,,,,,,11.0,0.16,0.0,,100.0,81.58,0.0,0.0,,0.0,100.0,17.13,0.2055,34.18,2.0598,9.31
2023-06-07,44951.0,413998.71,1.01,3.53,0.44,0.42,0.0,307761.36,18478.0,33416.0,170182.38,,1147.0,0.01,,,,1147.0,,,0.01,1147.0,,,,0.17,,,100.0,76.91,0.0,0.0,,0.0,100.0,19.34,0.2044,33.28,1.8709,9.21
2023-06-08,44951.0,400513.41,1.01,3.71,0.44,0.41,0.0,297736.56,18478.0,33416.0,164638.98,,,,,,,,,,,,,,,0.17,,,100.0,82.7,0.0,0.0,,0.0,100.0,19.35,0.2042,33.18,2.0119,8.91
2023-06-09,44855.0,396966.75,1.0,3.95,0.44,0.41,0.0,295306.8,18430.0,33368.0,163105.5,,,,,,0.0,,48.0,,,,,,48.0,0.17,0.0,,100.0,76.82,0.0,0.0,,0.0,100.0,19.04,0.2037,33.04,1.8697,8.85
2023-06-12,44509.0,411708.25,1.0,4.1,0.43,0.4,0.0,307053.75,18257.0,33195.0,168877.25,,,,,,0.0,,173.0,,,,,,173.0,0.16,0.0,,100.0,81.71,0.0,0.0,,0.0,100.0,18.46,0.2053,33.48,1.9921,9.25
2023-06-13,43707.0,414779.43,0.98,4.15,0.43,0.4,0.0,311215.06,17856.0,32794.0,169453.44,,,,,,0.0,,401.0,,,,,,401.0,0.16,0.0,,100.0,73.75,0.0,0.0,,0.0,100.0,16.91,0.205,34.17,1.8052,9.49
2023-06-14,43827.0,415041.69,0.98,4.86,0.43,0.41,0.0,311127.38,17916.0,32854.0,169664.52,,60.0,0.0,,,,60.0,,,0.0,60.0,,,,0.17,,,100.0,75.16,0.0,0.0,,0.0,100.0,17.32,0.2057,34.26,1.8385,9.47
2023-06-15,43731.0,408447.54,0.98,4.94,0.43,0.41,0.0,306408.04,17868.0,32806.0,166887.12,,,,,,0.0,,48.0,,,,,,48.0,0.17,0.0,,100.0,79.97,0.0,0.0,,0.0,100.0,17.24,0.2056,34.23,1.9573,9.34
2023-06-16,44743.0,425058.5,1.0,5.43,0.44,0.42,0.0,316464.0,18374.0,33312.0,174553.0,,506.0,0.0,,,,506.0,,,0.0,506.0,,,,0.17,,,100.0,74.83,0.0,0.0,,0.0,100.0,18.92,0.2044,33.46,1.8223,9.5
2023-06-19,44319.0,419257.74,0.84,5.49,0.43,0.42,0.0,313126.0,18162.0,33100.0,171812.52,,,,,,0.0,,212.0,,,,,,212.0,0.17,0.0,,100.0,81.29,0.0,0.0,,0.0,100.0,18.32,0.2041,33.6,1.9836,9.46
2023-06-20,43685.0,415444.35,0.83,5.42,0.43,0.41,0.0,310282.77,18001.0,32627.0,171189.51,,,,,,0.0,,161.0,,,,,,473.0,0.17,0.0,,100.0,80.57,0.0,0.0,,0.0,100.0,17.75,0.2033,33.58,1.9552,9.51
2023-06-21,43089.0,409345.5,0.82,5.37,0.42,0.41,0.0,304275.5,18003.0,32029.0,171028.5,,2.0,,,,,,,,,2.0,,,598.0,0.17,0.01,,100.0,80.58,0.0,0.0,,0.0,100.0,16.24,0.2019,33.99,1.9285,9.5
2023-06-22,41987.0,407273.9,0.8,5.28,0.41,0.4,0.0,307965.3,17181.0,31749.0,166655.7,,,,,,0.01,,822.0,,,,,,280.0,0.16,0.0,,100.0,76.9,0.0,0.0,,0.0,100.0,16.57,0.2062,34.89,1.8792,9.7
2023-06-23,42141.0,413403.21,0.8,5.61,0.41,0.41,0.0,316058.58,16866.0,32218.0,165455.46,,,0.01,,,0.0,784.0,315.0,,0.01,,,,315.0,0.16,0.0,,100.0,77.71,0.0,0.0,,0.0,100.0,16.21,0.2157,37.0,1.9417,9.81
2023-06-26,45823.0,448148.94,0.87,6.26,0.45,0.45,0.0,333586.02,18657.0,34109.0,182465.46,,1891.0,0.02,,,0.0,1891.0,100.0,,0.02,1891.0,,,,0.18,,,100.0,85.97,0.0,0.0,,0.0,100.0,20.1,0.2079,33.93,2.1114,9.78
2023-06-27,39788.0,391116.04,0.76,6.16,0.39,0.39,0.0,300365.48,16175.0,30556.0,159000.25,,,,,,0.02,,2482.0,,,,,,3553.0,0.16,0.03,,100.0,76.8,0.0,0.0,,0.0,100.0,15.31,0.2242,38.88,1.8892,9.83
2023-06-28,38878.0,384114.64,0.74,6.29,0.38,0.38,0.0,297397.88,15720.0,30101.0,155313.6,,,,,,0.0,,455.0,,,,,,455.0,0.15,0.0,,100.0,74.64,0.0,0.0,,0.0,100.0,15.68,0.2313,39.96,1.846,9.88
2023-06-29,41184.0,395366.4,0.78,6.85,0.4,0.41,0.0,294758.4,16323.0,30704.0,156700.8,,1703.0,0.01,,,0.01,603.0,1100.0,,0.01,1703.0,,,,0.16,,,100.0,68.42,0.0,0.0,,0.0,100.0,14.85,0.2195,37.92,1.7262,9.6
2023-06-30,39252.0,376426.68,0.75,6.61,0.38,0.38,0.0,281313.06,15761.0,29334.0,151147.99,,,,,,0.01,,562.0,,,,,,1370.0,0.15,0.01,,100.0,72.33,0.0,0.0,,0.0,100.0,15.62,0.2254,39.21,1.8015,9.59
2023-07-03,37528.0,367774.4,0.71,6.73,0.37,0.36,0.0,274635.2,15347.0,28024.0,150400.6,,,,,,0.0,,414.0,,,,,,1310.0,0.15,0.01,,100.0,74.18,0.0,0.0,,0.0,100.0,16.09,0.2349,40.89,1.8139,9.8
2023-07-04,43208.0,426895.04,0.82,8.23,0.42,0.42,0.0,304936.32,18187.0,30864.0,179687.56,,2840.0,0.03,,,,2840.0,,,0.03,2840.0,,,,0.18,,,100.0,87.91,0.0,0.0,,0.0,100.0,21.63,0.2155,35.27,2.0885,9.88
2023-07-05,35260.0,346958.4,0.67,7.27,0.34,0.35,0.0,255810.48,15106.0,25997.0,148643.04,,,,,,0.03,,3081.0,,,,,,4867.0,0.15,0.05,,100.0,73.01,0.0,0.0,,0.0,100.0,17.01,0.2537,43.61,1.7043,9.84
2023-07-06,33855.0,333133.2,0.64,7.34,0.33,0.34,0.0,244701.12,14830.0,24868.0,145927.2,,,,,,0.0,,276.0,,,,,,1129.0,0.14,0.01,,100.0,71.68,0.0,0.0,,0.0,100.0,17.65,0.2667,45.14,1.6364,9.84
2023-07-07,40633.0,401047.71,0.77,9.15,0.4,0.4,0.0,278896.59,18219.0,28257.0,179821.53,,3389.0,0.03,,,,3389.0,,,0.03,3389.0,,,,0.18,,,100.0,88.06,0.0,0.0,,0.0,100.0,22.87,0.2335,37.57,1.964,9.87
2023-07-10,34053.0,336103.11,0.65,7.81,0.33,0.34,0.0,246424.29,14929.0,24967.0,147349.23,,,,,,0.03,,3290.0,,,,,,3290.0,0.15,0.03,,100.0,72.16,0.0,0.0,,0.0,100.0,17.55,0.2643,44.85,1.6459,9.87
2023-07-11,32860.0,324656.8,0.62,7.5,0.32,0.33,0.0,236122.12,14804.0,23899.0,146263.52,,,,,,0.0,,125.0,,,,,,1068.0,0.15,0.01,,100.0,71.55,0.0,0.0,,0.0,100.0,18.2,0.2781,46.27,1.5883,9.88
2023-07-12,33908.0,335011.04,0.64,7.83,0.33,0.34,0.0,248709.24,16078.0,25173.0,158850.64,,1500.0,0.01,,,0.0,1274.0,226.0,,0.01,1500.0,,,,0.16,,,100.0,72.46,0.0,0.0,,0.0,100.0,17.58,0.2658,44.74,1.5281,9.88
2023-07-13,26000.0,260000.0,0.49,6.21,0.25,0.26,0.0,183170.0,15026.0,18317.0,150260.0,,,,,,0.01,,1052.0,,,,,,6856.0,0.15,0.07,,100.0,67.72,0.0,0.0,,0.0,100.0,23.0,0.2242,35.66,1.1718,10.0
2023-07-14,22152.0,221076.96,0.42,5.04,0.22,0.23,0.0,144400.62,13526.0,14469.0,134989.48,,,,,,0.01,,1500.0,,,,,,3848.0,0.13,0.04,,100.0,60.96,0.0,0.0,,0.0,100.0,26.76,0.2615,37.11,0.9983,9.98
