,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_y,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity
2008-11-07,24115406.0,966729259.83,9.96,7.93,4.92,1280.98,1.0,561978459.39,12851394.0,14018753.0,515181814.04,,,205512.0,29.6,,7555.0,,17.72,713623.0,266233.0,,,29.6,205512.0,0.38,20766.0,131846.0,658.02,7.52,12.16,,29.25,29.25,31088726.0,1246273070.21,223250.0,1555.85,29.72,10.66,0.1118,26.91,0.5488
2008-11-10,23915260.0,949271885.76,9.88,7.77,4.88,1266.01,1.0,543081770.31,13032160.0,13682004.0,517287418.11,,,353324.0,,,,,14.47,,288622.0,,,,353324.0,,218792.0,336749.0,667.21,16.62,5.1,,29.57,29.57,31047180.0,1232360221.31,102728.0,1545.49,30.15,10.84,0.1121,26.95,0.5426
2008-11-11,26486592.0,933099472.39,10.94,8.68,5.41,1365.09,2.0,591640751.19,12392754.0,16794080.0,436585885.37,,,188586.0,155.43,,,,52.54,3164476.0,912783.0,,,155.43,188586.0,,84791.0,52400.0,606.0,2.13,,,28.24,28.24,31484286.0,1109163861.29,,1499.11,28.79,13.52,0.1089,24.41,0.6037
2008-11-12,25370048.0,893356119.0,10.48,8.19,5.18,1238.57,2.0,610077760.84,10874952.0,17325344.0,382939950.02,,,696196.0,21.15,,,,133.25,624163.0,2677698.0,,,21.15,696196.0,,463700.0,92900.0,501.46,8.82,,,25.04,25.04,32558144.0,1146470718.77,,1465.41,25.5,13.23,0.1147,26.78,0.5841
2008-11-13,24942602.0,858023531.29,10.3,7.89,5.09,1164.97,2.0,461537888.28,14309398.0,13416830.0,492242156.72,,,937262.0,10.82,,,,35.09,314800.0,760393.0,,,10.82,937262.0,,3257577.0,4223313.0,625.47,212.84,,,33.16,33.16,28843042.0,992198358.05,,1245.72,33.43,9.36,0.1021,25.37,0.578
2008-11-14,26898788.0,895107514.09,11.11,8.52,5.49,1241.78,2.0,527413257.32,14879561.0,15849244.0,495145240.65,,281728.0,145058.0,13.31,12.06,2109883.0,,6.92,347531.0,160273.0,,281728.0,13.31,145058.0,94.84,303650.0,25000.0,643.76,1.13,,,34.25,34.25,28564780.0,950546515.94,,1197.72,34.96,9.32,0.0979,24.09,0.6192
2008-11-17,27344108.0,900130380.83,11.29,8.64,5.58,1242.24,2.0,535272609.91,14855731.0,16260480.0,489030207.26,,,120696.0,25.71,,,,9.36,584636.0,204955.0,,,25.71,120696.0,,60429.0,173400.0,630.11,12.52,,,34.82,34.82,27805828.0,915329567.41,,1145.72,35.48,9.31,0.104,25.51,0.641
2008-11-18,28095056.0,924285104.56,11.6,9.0,5.73,1262.33,2.0,551150125.73,15015577.0,16753049.0,493989909.02,,,476310.0,30.31,,,,25.51,761558.0,596130.0,,,30.31,476310.0,,382394.0,268989.0,630.38,11.29,4.29,,35.26,35.26,27566432.0,906894169.69,102728.0,1131.82,35.77,9.05,0.1041,25.31,0.6598
2008-11-19,28205764.0,894320665.74,11.65,9.1,5.76,1238.64,2.0,533920436.36,14763545.0,16839188.0,468107986.48,,,272960.0,43.24,,,,24.44,1274840.0,577872.0,,,43.24,272960.0,,52880.0,1188700.0,617.16,65.9,,,34.69,34.69,27799996.0,881454972.48,,1128.46,35.36,12.94,0.0972,21.83,0.6627
2008-11-20,29206908.0,928532833.4,12.06,9.74,5.96,1279.83,2.0,552954727.42,15245637.0,17393136.0,484682408.72,,92490.0,304075.0,1.73,3.66,1800000.0,,13.25,71000.0,296882.0,,92490.0,1.73,304075.0,100.15,382409.0,1317054.0,623.14,65.73,,,36.15,36.15,26925884.0,856015548.18,,1070.5,36.79,8.92,0.0863,20.36,0.6926
2008-11-21,29697288.0,937069943.95,12.26,9.91,6.06,1287.64,2.0,553372347.9,17174724.0,17537280.0,541932234.89,,,265495.0,17.71,,,,20.44,504644.0,508032.0,,,17.71,265495.0,,2195643.0,360500.0,691.45,14.1,0.95,,40.03,40.03,25728544.0,811839966.13,24020.0,1020.26,40.4,8.72,0.0883,21.46,0.6922
2008-11-24,28637540.0,1015791911.78,11.83,10.04,5.85,1216.31,2.0,585232063.26,17370616.0,16499055.0,616146890.95,,,378288.0,23.26,,60000.0,,15.6,622000.0,398462.0,,,23.26,378288.0,2.35,216068.0,1720224.0,709.25,76.96,,,40.87,40.87,25126388.0,891249098.3,,1058.7,40.12,8.96,0.0789,18.82,0.6739
2008-11-25,38331256.0,1410396794.09,15.83,13.63,7.82,1750.83,2.0,934878974.65,18628660.0,25407804.0,685440684.28,,102728.0,681729.0,457.06,4.46,,,15.74,9818705.0,563281.0,,102728.0,457.06,681729.0,,1036867.0,909956.0,838.03,33.37,,,73.77,43.5,6622690.0,243681572.66,,303.96,73.38,6.99,0.1687,37.92,0.895
2008-11-26,51786384.0,1791870201.63,21.39,18.59,10.57,2370.44,3.0,1282611497.92,21847770.0,37068428.0,755958709.82,,,2402658.0,524.09,,42000.0,,11.69,11842574.0,256179.0,,,524.09,2402658.0,2.03,1072631.0,223951.0,996.48,8.23,,,83.27,51.69,4387954.0,151828403.75,,193.12,83.77,11.97,0.1944,40.64,1.2253
2008-11-27,55208328.0,2008632615.46,22.8,19.9,11.27,2494.03,3.0,1445278693.42,22917152.0,39724248.0,833789767.38,,,440639.0,118.36,,,,1.71,2758748.0,51206.0,,,118.36,440639.0,,679950.0,102929.0,1019.05,2.65,,,84.1,53.81,4331440.0,157589841.44,,197.83,83.74,12.47,0.1888,39.64,1.2962
2008-11-28,56843476.0,2056820105.85,23.47,21.24,11.6,2593.83,3.0,1478571593.58,23897932.0,40862664.0,864720993.24,,,901817.0,58.02,,,,5.17,1241065.0,171824.0,,,58.02,901817.0,,331838.0,102648.0,1094.66,8.94,3.48,,85.91,56.29,3920126.0,141845547.49,81052.0,175.71,86.17,11.85,0.1763,38.11,1.3389
2008-12-01,59658796.0,2097434564.55,24.64,22.88,12.18,2700.04,3.0,1550734770.97,24915860.0,44108632.0,875971180.67,,2341.0,1773915.0,150.93,0.1,,,40.61,3480938.0,890216.0,,2341.0,150.93,1773915.0,,131888.0,234970.0,1118.82,8.68,,,88.15,57.89,3348590.0,117726955.28,,143.21,88.65,11.29,0.1799,38.69,1.3861
2008-12-02,59529000.0,2059290661.11,24.58,22.92,12.15,2655.45,3.0,1495040384.5,25723052.0,43217920.0,889839250.77,,97444.0,336884.0,5.04,4.2,,,17.76,228868.0,379173.0,,97444.0,5.04,336884.0,,752036.0,1119577.0,1119.58,50.2,,,88.28,59.47,3414822.0,118129164.84,,147.25,88.38,11.53,0.1778,38.35,1.3762
2008-12-03,54809736.0,1967216081.36,22.63,21.22,11.19,2434.42,3.0,1401493551.75,22169576.0,39047816.0,795704369.46,4.73,,806267.0,22.35,,,111000.0,188.64,622122.0,4379568.0,4.73,,22.35,806267.0,,19825.0,4903230.0,970.04,221.66,,,76.14,50.77,6948772.0,249403427.6,,305.94,76.02,7.32,0.1993,42.08,1.2551
2008-12-04,53404200.0,1888593936.92,22.05,21.05,10.9,2391.89,3.0,1355747210.15,21425732.0,38336772.0,757702719.06,,,60530.0,3.22,,,,36.98,1000.0,853082.0,,,3.22,60530.0,,48708.0,712043.0,951.82,33.63,,,75.16,49.81,7080846.0,250408073.22,,311.33,75.35,7.15,0.1984,41.98,1.2416
2008-12-05,54769440.0,1843075880.24,22.62,21.9,11.18,2437.0,3.0,1312008040.08,20975908.0,38988056.0,705871560.87,,,648988.0,70.98,,,,53.26,1670972.0,1186152.0,,,70.98,648988.0,,87342.0,1019685.0,913.76,43.06,,,75.42,48.26,6835210.0,230015327.66,,285.81,76.17,7.81,0.1966,41.34,1.2602
2008-12-08,55766400.0,2073068750.0,23.03,22.93,11.38,2441.48,3.0,1480161214.04,21120750.0,39816944.0,785146016.27,,,119231.0,32.66,,,,12.78,996887.0,313840.0,,,32.66,119231.0,,374199.0,168000.0,913.39,11.34,1.52,,74.29,47.96,7310462.0,271760241.3,34749.0,338.81,72.94,7.29,0.1981,41.71,1.2664
2008-12-09,46987688.0,1861523407.22,19.4,19.41,9.59,2151.53,2.0,1246849272.62,20771470.0,31472376.0,822908707.65,,,150925.0,67.94,,,,21.74,1140000.0,577705.0,,,67.94,150925.0,,77500.0,9484569.0,985.05,437.21,,,46.94,46.94,23481634.0,930277976.88,,1122.8,46.73,10.53,0.1198,28.53,1.0618
2008-12-10,41679224.0,1631933813.79,17.21,17.31,8.51,1970.67,2.0,1096333031.04,18880916.0,28000100.0,739274926.42,,,182159.0,25.0,,,,97.46,100392.0,2118742.0,,,25.0,182159.0,,85539.0,3572668.0,923.47,154.09,1.81,,42.66,42.66,25375348.0,993561886.8,39509.0,1239.27,42.7,12.34,0.128,29.69,0.9418
2008-12-11,40174200.0,1591265609.14,16.59,17.01,8.2,1889.74,2.0,1039091982.78,19107636.0,26233640.0,756837075.5,,,365147.0,4.06,,,,6.76,105000.0,138686.0,,,4.06,365147.0,,258.0,1871461.0,921.0,80.74,,,42.48,42.48,25872512.0,1024788012.4,,1264.73,42.14,11.14,0.1184,28.17,0.8932
2008-12-12,39990676.0,1514534244.51,16.51,17.07,8.16,1893.78,2.0,973654769.6,19029560.0,25708968.0,720691000.02,,22997.0,305304.0,23.54,1.11,,,38.08,448630.0,815260.0,,22997.0,23.54,305304.0,,431881.0,973300.0,919.72,44.24,1.08,,44.01,44.01,24208764.0,916838767.5,22997.0,1158.18,44.26,11.94,0.1178,28.28,0.9249
2008-12-15,37397508.0,1422396141.43,15.44,15.99,7.63,1726.97,2.0,919422216.02,17805022.0,24173364.0,677205406.06,,,423192.0,1.45,,,,86.36,53817.0,1781727.0,,,1.45,423192.0,,133996.0,1589422.0,832.74,89.02,,,39.56,39.56,27197222.0,1034433193.53,,1284.03,39.34,11.81,0.1243,29.29,0.831
2008-12-16,30950942.0,1197175892.28,12.78,13.24,6.32,1429.7,2.0,770092929.54,14673443.0,19909440.0,567565672.68,,,61669.0,9.19,,18000.0,,147.95,272560.0,3270752.0,,,9.19,61669.0,0.83,100684.0,4554483.0,692.76,208.08,1.08,,32.75,32.75,30125220.0,1165237139.91,23180.0,1429.25,32.65,7.18,0.1524,35.02,0.6909
2008-12-17,31952118.0,1216320738.47,13.19,13.89,6.52,1487.73,2.0,835347512.81,14361590.0,21944148.0,546702404.97,,23180.0,568778.0,24.13,1.1,3074892.0,,44.86,338522.0,967111.0,,23180.0,24.13,568778.0,145.13,63300.0,1378706.0,679.82,67.08,,,31.71,31.71,30925194.0,1177228839.83,,1460.9,31.76,10.08,0.1538,34.76,0.7056
2008-12-18,30323676.0,1167129415.41,12.52,13.23,6.19,1434.17,2.0,766698753.3,15126880.0,19919920.0,582219207.57,,,579954.0,2.85,,,,9.4,60000.0,211570.0,,,2.85,579954.0,,396906.0,2084228.0,737.69,96.26,,,33.14,33.14,30522244.0,1174772108.65,,1449.32,33.73,7.3,0.1541,35.33,0.6643
2008-12-19,29585868.0,1129126389.17,12.22,13.22,6.04,1411.56,2.0,731731052.72,14318557.0,19173140.0,546458889.21,,,323297.0,0.0,,,,61.96,37234.0,1292002.0,,,0.0,323297.0,,160382.0,784014.0,699.88,29.96,,,31.66,31.66,30908824.0,1179616188.27,,1466.66,32.3,7.33,0.1453,33.87,0.6542
2008-12-22,30186592.0,1110400384.72,12.47,13.58,6.16,1412.46,2.0,721670466.32,15190233.0,19618844.0,558765976.87,,,180342.0,18.5,,,,20.4,453419.0,413366.0,,,18.5,180342.0,,1104700.0,7716.0,718.24,0.78,,,33.77,33.77,29791428.0,1095864452.42,,1386.24,34.13,7.51,0.1458,34.05,0.6711
2008-12-23,29403684.0,1067162607.07,12.14,13.32,6.0,1354.04,2.0,698886654.98,14775245.0,19256524.0,536245355.32,,,332553.0,25.8,,,,52.3,560000.0,1081245.0,,,25.8,332553.0,,342436.0,922321.0,680.73,47.9,0.41,,33.14,33.14,29810628.0,1081932029.16,8732.0,1352.88,33.47,8.45,0.1476,33.98,0.6595
2008-12-24,29876354.0,1115478093.8,12.34,14.23,6.1,1373.85,2.0,723925653.37,15115210.0,19389228.0,564348837.15,,,387391.0,4.7,,98700.0,,6.09,100000.0,137292.0,,,4.7,387391.0,4.68,89866.0,65994.0,697.99,3.75,,,33.8,33.8,29600710.0,1105186515.26,,1342.85,34.2,9.15,0.1447,33.39,0.6681
2008-12-25,30044888.0,1121770561.25,12.41,15.03,6.13,1378.79,2.0,723925653.37,16103745.0,19389228.0,601257261.03,,,58234.0,,,,,,,,,,,58234.0,,930301.0,,742.22,,,,36.01,36.01,28619236.0,1068541724.31,,1301.74,36.31,9.28,0.1444,33.34,0.6718
2008-12-26,30323784.0,1132183558.04,12.52,15.17,6.19,1397.28,2.0,755438245.52,16047045.0,20233244.0,599140282.23,,,5475.0,57.16,,,,0.15,1359015.0,3475.0,,,57.16,5475.0,,,515000.0,748.61,21.7,2.6,,35.91,35.91,28639948.0,1069315037.62,58700.0,1317.73,36.23,9.12,0.1419,32.93,0.6786
2008-12-29,30057268.0,1121500896.0,12.41,15.04,6.13,1395.31,2.0,749699929.72,15984047.0,20092656.0,596398948.58,,58700.0,374931.0,1.56,2.67,,,22.3,10000.0,499619.0,,58700.0,1.56,374931.0,,26170.0,150587.0,751.75,5.42,1.03,,36.47,36.47,27846616.0,1039016746.12,23180.0,1287.88,36.86,9.17,0.142,32.96,0.6858
2008-12-30,29434706.0,1117742986.94,12.16,15.03,6.01,1366.32,2.0,739727456.81,15956713.0,19480024.0,605934506.37,,23180.0,328171.0,,1.07,,,17.53,,383486.0,,23180.0,,328171.0,,4801.0,612632.0,753.59,30.29,,,36.29,36.29,28018164.0,1063951728.2,,1311.95,36.48,9.34,0.1396,32.43,0.6694
2008-12-31,29816880.0,1156093757.76,12.31,15.68,6.09,1401.44,2.0,755012561.23,16353742.0,19472572.0,634085760.89,,,,,,,,,,,,,,,,397029.0,7454.0,786.52,0.0,,,37.22,37.22,27586586.0,1069618279.06,,1316.94,37.39,9.29,0.1368,32.05,0.6786
2009-01-01,29152154.0,1144079985.88,12.04,16.01,5.95,1370.97,2.0,750387628.04,15883237.0,19120530.0,623339653.14,,,1906.0,,,,,19.74,,413711.0,,,,1906.0,,,323405.0,768.31,15.9,2.8,1.14,36.24,36.24,27950576.0,1096923904.68,58700.0,1337.65,36.48,8.31,0.14,32.85,0.6651
2009-01-02,28509296.0,1133606564.67,11.77,15.65,5.82,1364.5,2.0,754145240.18,15228062.0,18966148.0,605508850.53,1.38,58700.0,3470.0,1.7,2.87,,28636.0,32.84,1546.0,694165.0,1.38,58700.0,1.7,3470.0,,,184565.0,743.42,6.26,1.08,,36.45,36.45,26546442.0,1055558191.26,23180.0,1286.68,36.62,8.5,0.1419,32.95,0.6825
2009-01-05,28443652.0,1141745521.21,11.75,16.04,5.81,1365.43,2.0,759517648.22,15096399.0,18921428.0,605978653.68,,23180.0,13821.0,4.24,1.12,,,6.79,40600.0,150702.0,,23180.0,4.24,13821.0,,,85319.0,752.16,2.79,0.86,,36.38,36.38,26402192.0,1059800073.0,17962.0,1298.86,36.67,8.59,0.1429,33.19,0.6854
2009-01-06,28272868.0,1148594305.95,11.68,16.4,5.77,1364.33,2.0,763570274.46,14976615.0,18795428.0,608429774.84,,,2234.0,3.73,,,,6.84,30000.0,139980.0,,,3.73,2234.0,,17962.0,156000.0,749.95,2.86,,,36.08,36.08,26536436.0,1078051200.53,,1319.76,36.23,8.88,0.1421,32.99,0.6811
2009-01-07,28024116.0,1124329514.88,11.57,16.92,5.72,1350.54,2.0,754659733.24,14645986.0,18810030.0,587597993.61,,,22861.0,4.51,,,,18.35,54042.0,361152.0,,,4.51,22861.0,,7662.0,39440.0,729.87,2.41,,,35.33,35.33,26814122.0,1075784470.07,,1324.77,35.52,8.91,0.1449,33.47,0.6759
2009-01-08,27673712.0,1071280491.26,11.43,17.2,5.65,1326.43,2.0,723389815.44,14433736.0,18686872.0,558746141.2,,,63828.0,1.15,,,,16.78,50310.0,335417.0,,,1.15,63828.0,,59339.0,173469.0,710.38,8.02,,,35.3,35.3,26456240.0,1024150781.94,,1293.02,35.46,9.19,0.1468,33.76,0.6768
2009-01-09,28416708.0,1073778948.45,11.73,18.33,5.8,1348.28,2.0,716558944.8,14007903.0,18963164.0,529315054.84,,,488975.0,12.61,,,,63.61,278692.0,1316662.0,,,12.61,488975.0,,401854.0,2400.0,674.2,0.19,,,34.08,34.08,27098616.0,1023972354.32,,1276.84,34.56,9.92,0.1441,33.15,0.6913
2009-01-12,26527256.0,990614060.92,10.95,17.62,5.41,1236.66,2.0,659193651.86,13444032.0,17652282.0,502043902.87,,1584.0,57772.0,0.0,0.07,5000.0,,33.01,21800.0,694817.0,,1584.0,0.0,57772.0,0.23,71590.0,1337681.0,630.35,65.57,,,32.76,32.76,27599336.0,1030649016.75,,1270.72,33.16,10.62,0.1307,30.44,0.6463
2009-01-13,25907012.0,973305158.5,10.7,17.95,5.29,1202.42,2.0,663641805.73,12722474.0,17664528.0,477972896.8,,,18623.0,0.62,,,,28.18,28135.0,615830.0,,,0.62,18623.0,,28258.0,15889.0,595.89,0.98,7.05,,31.27,31.27,27966142.0,1050664981.04,152609.0,1283.96,31.7,10.7,0.1354,31.27,0.6367
2009-01-14,25723222.0,864646163.55,10.62,17.79,5.25,1179.29,2.0,589088165.73,12626319.0,17525372.0,424414106.57,,,116628.0,1.66,,,,13.07,34181.0,259403.0,,,1.66,116628.0,,46620.0,173337.0,569.49,9.43,,,31.58,31.58,27359876.0,919659746.3,,1199.4,32.19,10.26,0.1391,32.06,0.6433
2009-01-15,25652980.0,864076465.84,10.59,16.91,5.24,1122.4,2.0,591462873.51,12746931.0,17559540.0,429358424.98,,,434759.0,6.54,,,,15.41,133733.0,346866.0,,,6.54,434759.0,,32719.0,99565.0,538.83,18.3,,,32.41,32.41,26581200.0,895341958.47,,1102.14,32.84,11.32,0.1444,32.67,0.6523
2009-01-16,25978564.0,869814285.64,10.73,16.55,5.3,1120.99,2.0,599200572.39,12756015.0,17896200.0,427096897.07,,,62972.0,2.9,,33128.0,,2.56,326533.0,60828.0,,,2.9,62972.0,1.41,6940.0,23000.0,533.68,0.87,,,32.47,32.47,26527624.0,888197912.68,,1094.45,32.78,11.5,0.1443,32.64,0.6613
2009-01-19,26377178.0,866799832.83,10.89,16.4,5.38,1139.75,2.0,600981455.79,13224480.0,18288184.0,434579356.94,,,157921.0,16.64,,,,0.05,418800.0,5927.0,,,16.64,157921.0,,316471.0,26818.0,554.3,0.3,,,33.63,33.63,26102180.0,857762921.43,,1064.74,34.24,11.32,0.1436,32.54,0.6707
2009-01-20,26423056.0,884371151.58,10.91,16.23,5.39,1128.81,2.0,625520953.22,13637195.0,18689184.0,456432512.82,,,45000.0,37.21,,,,16.69,950000.0,414822.0,,,37.21,45000.0,,782537.0,549000.0,569.86,30.12,,,34.56,34.56,25816688.0,864076210.43,,1052.16,35.13,11.53,0.134,30.08,0.6697
2009-01-21,28676480.0,977932933.72,11.84,17.47,5.85,1215.39,2.0,715775655.57,14463769.0,20989094.0,493247290.14,,,515974.0,79.13,,395586.0,,6.46,2084961.0,164553.0,,,79.13,515974.0,15.82,489431.0,180636.0,603.51,4.01,0.58,,36.66,36.66,24993224.0,852325559.81,14278.0,1040.9,36.7,13.14,0.1256,28.21,0.7268
2009-01-22,30138944.0,1037958053.69,12.45,18.27,6.15,1290.01,2.0,768786883.21,14432868.0,22323084.0,497054959.14,,,100785.0,75.81,,,,18.69,1735100.0,470828.0,,,75.81,100785.0,,339142.0,401111.0,613.97,16.38,,,36.51,36.51,25097544.0,864336783.75,,1058.47,36.71,12.9,0.1178,26.02,0.7624
2009-01-23,29297276.0,988392786.29,12.1,17.96,5.98,1255.24,2.0,721973695.05,14378034.0,21400260.0,485067112.95,,,11816.0,4.2,,,,6.44,96914.0,164856.0,,,4.2,11816.0,,98206.0,1019736.0,612.63,45.04,,,36.18,36.18,25363902.0,855693811.56,,1063.58,36.55,12.73,0.1123,24.88,0.7372
2009-01-26,28346344.0,1023147344.63,11.71,17.93,5.79,1204.07,2.0,748896074.07,13957570.0,20748200.0,503791624.17,,,113009.0,2.02,,,,24.75,55000.0,602641.0,,,2.02,113009.0,,69168.0,707060.0,592.68,34.55,,,35.07,35.07,25838602.0,932631630.56,,1113.95,34.73,12.77,0.1123,25.27,0.7123
2009-01-27,24775352.0,882347039.39,10.23,15.61,5.06,1090.52,2.0,610657388.26,13596235.0,17146600.0,484215025.45,,,56090.0,1.37,,72000.0,,19.02,30927.0,452440.0,,,1.37,56090.0,3.16,35015.0,3704529.0,608.2,151.16,,,33.99,33.99,26400836.0,940236872.6,,1163.95,34.32,11.6,0.0859,18.03,0.6194
2009-01-28,24613586.0,922184565.15,10.16,15.54,5.02,1096.25,2.0,627145620.03,13930319.0,16738843.0,521920096.06,,,40529.0,12.07,,,,8.44,302545.0,191931.0,,,12.07,40529.0,,485486.0,710301.0,629.14,21.64,,,34.91,34.91,25970464.0,973022015.18,,1171.48,34.94,12.35,0.0843,18.11,0.6169
2009-01-29,23000564.0,810258806.02,9.5,14.62,4.69,1049.49,1.0,520203094.92,14201959.0,14766843.0,500303485.71,,152609.0,489188.0,,7.05,325000.0,,19.4,,447754.0,,152609.0,,489188.0,12.88,77597.0,2297000.0,657.47,92.49,,,35.76,35.76,25510540.0,898679688.08,,1142.99,36.52,14.25,0.084,15.55,0.5792
2009-01-30,23581380.0,829266679.73,9.74,14.83,4.81,1053.25,1.0,521389128.15,14512224.0,14826443.0,510339251.22,,,210205.0,8.1,,,,19.76,204600.0,410135.0,,,8.1,210205.0,,510195.0,145000.0,645.52,6.86,,,36.13,36.13,25653328.0,902129143.19,,1118.0,36.6,14.11,0.0876,16.1,0.5871
2009-02-02,23732344.0,818880298.81,9.8,14.76,4.84,1032.61,1.0,528598824.71,14055701.0,15319564.0,484989457.21,,,80590.0,30.57,,,,26.33,715000.0,543550.0,,,30.57,80590.0,,6437.0,221879.0,611.78,18.64,,,34.27,34.27,26955588.0,930097758.4,,1153.74,34.65,14.34,0.0863,14.71,0.5787
2009-02-03,23084216.0,802775103.67,9.53,14.57,4.71,986.1,1.0,513274171.77,14075671.0,14759466.0,489494564.0,,,75166.0,0.57,,,,7.62,30000.0,176984.0,,,0.57,75166.0,,121788.0,590098.0,601.29,31.21,,,34.36,34.36,26886884.0,935016423.8,,1148.11,34.37,13.02,0.0846,14.99,0.5635
2009-02-04,22738472.0,841936490.55,9.39,14.29,4.64,991.81,1.0,545347987.03,13678490.0,14728403.0,506472900.49,,,45625.0,5.27,,,,17.73,126000.0,446110.0,,,5.27,45625.0,,3304.0,157063.0,610.01,6.54,,,33.33,33.33,27362710.0,1013157965.47,,1213.14,33.46,12.87,0.0855,15.21,0.554
2009-02-05,23214064.0,846768404.94,9.59,14.63,4.74,1040.58,1.0,546360103.81,13911281.0,14978403.0,507435200.62,,,16268.0,13.82,,,,1.53,250000.0,34536.0,,,13.82,16268.0,,251059.0,,638.81,,,,33.5,33.5,27617272.0,1007382135.25,,1246.14,33.89,12.29,0.0821,14.5,0.559
2009-02-06,22196636.0,912139671.95,9.17,13.97,4.53,1003.21,1.0,587330313.18,13694535.0,14292501.0,562757737.81,,,10822.0,7.98,,,,24.8,234000.0,611662.0,,,7.98,10822.0,,384094.0,919902.0,641.57,35.15,,,34.32,34.32,26206720.0,1076928458.15,,1261.77,33.71,12.13,0.0796,14.82,0.5563
2009-02-09,22754284.0,934307690.32,9.4,13.02,4.64,1094.66,1.0,605214786.62,13748270.0,14739501.0,564514110.38,,,97174.0,24.67,,,,0.0,469000.0,102949.0,,,24.67,97174.0,,59510.0,22000.0,696.76,0.89,,,34.76,34.76,25804062.0,1059533825.29,,1298.88,34.91,12.24,0.0765,13.59,0.5753
2009-02-10,22994404.0,895239763.04,9.5,12.71,4.69,1122.79,1.0,584585421.18,13948616.0,15015188.0,543060636.95,,,117596.0,25.38,,250000.0,,13.99,500000.0,234834.0,,,25.38,117596.0,13.29,317584.0,474313.0,705.75,11.17,,,35.31,35.31,25554456.0,994910115.26,,1244.02,36.2,12.13,0.0745,13.27,0.5821
2009-02-11,24566920.0,985323825.13,10.15,13.32,5.01,1168.61,2.0,662350011.49,14168218.0,16514266.0,568255310.6,,,781071.0,106.82,,,,54.51,2367000.0,1052769.0,,,106.82,781071.0,,491300.0,867922.0,692.51,46.47,,,35.14,35.14,26154762.0,1049008591.19,,1271.89,35.25,12.73,0.0942,19.96,0.6093
2009-02-12,24353226.0,963248158.89,10.06,13.03,4.97,1171.85,1.0,639273427.51,13524055.0,16162367.0,534919730.12,,4000.0,199470.0,35.87,0.2,,,45.9,716201.0,961336.0,,4000.0,35.87,199470.0,,113703.0,1068100.0,669.94,47.06,,,32.91,32.91,27568408.0,1090418914.09,,1345.23,33.24,12.69,0.1016,21.96,0.5926
2009-02-13,23745436.0,947791594.43,9.81,12.39,4.85,1131.26,1.0,629645012.95,13463368.0,15774771.0,537386090.66,,,160750.0,17.5,,,,15.75,337532.0,316262.0,,,17.5,160750.0,,94825.0,725128.0,660.69,36.41,,,32.72,32.72,27678084.0,1104761999.95,,1350.56,32.85,13.72,0.1047,22.23,0.5772
2009-02-16,23705762.0,931504158.88,9.79,12.3,4.84,1134.93,1.0,620583330.86,13943726.0,15793167.0,547910620.18,,,360544.0,12.71,,,,9.24,353268.0,211177.0,,,12.71,360544.0,,330991.0,334872.0,689.52,10.9,,,33.66,33.66,27476430.0,1079670369.44,,1330.58,34.13,16.27,0.1214,24.48,0.5723
2009-02-17,23985972.0,933844420.99,9.91,12.55,4.9,1140.43,1.0,628662142.86,13852375.0,16147307.0,539313691.82,,,153805.0,24.86,,,,20.07,605568.0,405931.0,,,24.86,153805.0,,160775.0,251428.0,678.71,13.43,,,33.24,33.24,27827440.0,1083404066.12,,1337.11,33.67,18.08,0.1208,23.22,0.5755
2009-02-18,23905178.0,920093737.08,9.87,12.34,4.88,1124.55,1.0,620827750.68,13711172.0,16129876.0,527733509.67,,,229918.0,5.21,,,,27.82,111100.0,566641.0,,,5.21,229918.0,,195520.0,128531.0,661.15,6.99,,,33.74,33.74,26926744.0,1036391718.74,,1278.04,34.09,18.18,0.1213,22.99,0.5882
2009-02-19,23218172.0,902139609.41,9.59,11.93,4.74,1080.97,1.0,590782911.09,13849191.0,15204852.0,538108846.78,,,201588.0,0.02,,,,3.58,10687.0,67404.0,,,0.02,201588.0,,3835.0,935711.0,660.85,44.9,,,33.92,33.92,26980940.0,1048341560.79,,1280.28,34.04,18.92,0.1272,23.55,0.5687
2009-02-20,23345428.0,877643930.38,9.64,11.99,4.76,1082.41,1.0,572695003.91,13971928.0,15233752.0,525258213.51,,,226424.0,4.74,,,,6.3,100000.0,126362.0,,,4.74,226424.0,,96507.0,71100.0,659.98,3.06,3.5,,34.41,34.41,26633168.0,1001242651.97,73832.0,1248.58,34.58,18.73,0.1256,23.21,0.5749
