,EVAE FP Equity_DX_SI_QTY,EVAE FP Equity_DX_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVAE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVAE FP Equity_DX_SI_MV,EVAE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SUPPLY_SI_QTY,EVAE FP Equity_DX_BROKER_SI_QTY,EVAE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVAE FP Equity_DX_BROKER_SI_MV_NEW_x,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EVAE FP Equity_DX_BROKER_SI_MV_INC_x,EVAE FP Equity_DX_BROKER_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_NEW,EVAE FP Equity_DX_SUPPLY_SI_MV_DEC,EVAE FP Equity_DX_BROKER_SI_QTY_INC,EVAE FP Equity_DX_SUPPLY_SI_QTY_DEC,EVAE FP Equity_DX_BROKER_SI_MV_NEW_y,EVAE FP Equity_DX_BROKER_SI_MV_INC_y,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EVAE FP Equity_DX_BROKER_SI_MV_ADD,EVAE FP Equity_DX_SUPPLY_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_DEC,EVAE FP Equity_DX_SUPPLY_SI_MV,EVAE FP Equity_DX_BROKER_SI_MV_DEC,EVAE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVAE FP Equity_DX_UTILIZATION_QUANTITY,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVAE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVAE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EVAE FP Equity_DX_BROKER_SI_CON_RATIO,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EVAE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVAE FP Equity_PX_LAST
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31981.6,0.03,0.0,,0.0,,0.0,114.22
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32239.2,0.03,0.0,,0.0,,0.0,115.14
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31432.8,0.03,0.0,,0.0,,0.0,112.26
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31981.6,0.03,0.0,,0.0,,0.0,114.22
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32597.6,0.03,0.0,,0.0,,0.0,116.42
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32508.0,0.03,0.0,,0.0,,0.0,116.1
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32256.0,0.03,0.0,,0.0,,0.0,115.2
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31858.4,0.03,0.0,,0.0,,0.0,113.78
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31724.0,0.03,0.0,,0.0,,0.0,113.3
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31897.6,0.03,0.0,,0.0,,0.0,113.92
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31416.0,0.03,0.0,,0.0,,0.0,112.2
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31533.6,0.03,0.0,,0.0,,0.0,112.62
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,30956.8,0.03,0.0,,0.0,,0.0,110.56
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,30956.8,0.03,0.0,,0.0,,0.0,
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,30956.8,0.03,0.0,,0.0,,0.0,
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,30794.4,0.03,0.0,,0.0,,0.0,109.98
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31455.2,0.03,0.0,,0.0,,0.0,112.34
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31729.6,0.03,0.0,,0.0,,0.0,113.32
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31729.6,0.03,0.0,,0.0,,0.0,
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31528.0,0.03,0.0,,0.0,,0.0,112.6
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,31326.4,0.03,0.0,,0.0,,0.0,111.88
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32155.2,0.03,0.0,,0.0,,0.0,114.84
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32345.6,0.03,0.0,,0.0,,0.0,115.52
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32552.8,0.03,0.0,,0.0,,0.0,116.26
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32793.6,0.03,0.0,,0.0,,0.0,117.12
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32821.6,0.03,0.0,,0.0,,0.0,117.22
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32956.0,0.03,0.0,,0.0,,0.0,117.7
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32715.2,0.03,0.0,,0.0,,0.0,116.84
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32748.8,0.03,0.0,,0.0,,0.0,116.96
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33068.0,0.03,0.0,,0.0,,0.0,118.1
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33062.4,0.03,0.0,,0.0,,0.0,118.08
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33678.4,0.03,0.0,,0.0,,0.0,120.28
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33566.4,0.03,0.0,,0.0,,0.0,119.88
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33460.0,0.03,0.0,,0.0,,0.0,119.5
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33521.6,0.03,0.0,,0.0,,0.0,119.72
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33818.4,0.03,0.0,,0.0,,0.0,120.78
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34109.6,0.03,0.0,,0.0,,0.0,121.82
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33868.8,0.03,0.0,,0.0,,0.0,120.96
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34020.0,0.03,0.0,,0.0,,0.0,121.5
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34294.4,0.03,0.0,,0.0,,0.0,122.48
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34339.2,0.03,0.0,,0.0,,0.0,122.64
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34456.8,0.03,0.0,,0.0,,0.0,123.06
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34462.4,0.03,0.0,,0.0,,0.0,123.08
2019-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34944.0,0.03,0.0,,0.0,,0.0,124.8
2019-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35005.6,0.03,0.0,,0.0,,0.0,125.02
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34417.6,0.03,0.0,,0.0,,0.0,122.92
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34137.6,0.03,0.0,,0.0,,0.0,121.92
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34406.4,0.03,0.0,,0.0,,0.0,122.88
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34344.8,0.03,0.0,,0.0,,0.0,122.66
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34529.6,0.03,0.0,,0.0,,0.0,123.32
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34367.2,0.03,0.0,,0.0,,0.0,122.74
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34776.0,0.03,0.0,,0.0,,0.0,124.2
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34792.8,0.03,0.0,,0.0,,0.0,124.26
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34720.0,0.03,0.0,,0.0,,0.0,124.0
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34904.8,0.03,0.0,,0.0,,0.0,124.66
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34720.0,0.03,0.0,,0.0,,0.0,124.0
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34904.8,0.03,0.0,,0.0,,0.0,124.66
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34876.8,0.03,0.0,,0.0,,0.0,124.56
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34972.0,0.03,0.0,,0.0,,0.0,124.9
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34871.2,0.03,0.0,,0.0,,0.0,124.54
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34759.2,0.03,0.0,,0.0,,0.0,124.14
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34860.0,0.03,0.0,,0.0,,0.0,124.5
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34848.8,0.03,0.0,,0.0,,0.0,124.46
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34860.0,0.03,0.0,,0.0,,0.0,124.5
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34843.2,0.03,0.0,,0.0,,0.0,124.44
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34692.0,0.03,0.0,,0.0,,0.0,123.9
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34328.0,0.03,0.0,,0.0,,0.0,122.6
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34535.2,0.03,0.0,,0.0,,0.0,123.34
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34462.4,0.03,0.0,,0.0,,0.0,123.08
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34736.8,0.03,0.0,,0.0,,0.0,124.06
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34843.2,0.03,0.0,,0.0,,0.0,124.44
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35039.2,0.04,0.0,,0.0,,0.0,125.14
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35156.8,0.04,0.0,,0.0,,0.0,125.56
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35408.8,0.04,0.0,,0.0,,0.0,126.46
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35039.2,0.04,0.0,,0.0,,0.0,125.14
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35089.6,0.04,0.0,,0.0,,0.0,125.32
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34714.4,0.03,0.0,,0.0,,0.0,123.98
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34608.0,0.03,0.0,,0.0,,0.0,123.6
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34815.2,0.03,0.0,,0.0,,0.0,124.34
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34949.6,0.03,0.0,,0.0,,0.0,124.82
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34675.2,0.03,0.0,,0.0,,0.0,123.84
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34932.8,0.03,0.0,,0.0,,0.0,124.76
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35481.6,0.04,0.0,,0.0,,0.0,126.72
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35582.4,0.04,0.0,,0.0,,0.0,127.08
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,36036.0,0.04,0.0,,0.0,,0.0,128.7
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35907.2,0.04,0.0,,0.0,,0.0,128.24
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35868.0,0.04,0.0,,0.0,,0.0,128.1
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35739.2,0.04,0.0,,0.0,,0.0,127.64
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35492.8,0.04,0.0,,0.0,,0.0,126.76
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35526.4,0.04,0.0,,0.0,,0.0,126.88
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35677.6,0.04,0.0,,0.0,,0.0,127.42
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35588.0,0.04,0.0,,0.0,,0.0,127.1
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35728.0,0.04,0.0,,0.0,,0.0,127.6
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35694.4,0.04,0.0,,0.0,,0.0,127.48
2019-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35694.4,0.04,0.0,,0.0,,0.0,127.48
2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35728.0,0.04,0.0,,0.0,,0.0,127.6
2019-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35728.0,0.04,0.0,,0.0,,0.0,
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35728.0,0.04,0.0,,0.0,,0.0,
2019-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35588.0,0.04,0.0,,0.0,,0.0,127.1
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35302.4,0.04,0.0,,0.0,,0.0,126.08
2019-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35179.2,0.04,0.0,,0.0,,0.0,125.64
2019-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35274.4,0.04,0.0,,0.0,,0.0,125.98
2019-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35364.0,0.04,0.0,,0.0,,0.0,126.3
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35246.4,0.04,0.0,,0.0,,0.0,125.88
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35246.4,0.04,0.0,,0.0,,0.0,
2019-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34944.0,0.03,0.0,,0.0,,0.0,124.8
2019-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,35056.0,0.04,0.0,,0.0,,0.0,125.2
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34557.6,0.03,0.0,,0.0,,0.0,123.42
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34260.8,0.03,0.0,,0.0,,0.0,122.36
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,34115.2,0.03,0.0,,0.0,,0.0,121.84
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33566.4,0.03,0.0,,0.0,,0.0,119.88
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33723.2,0.03,0.0,,0.0,,0.0,120.44
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33090.4,0.03,0.0,,0.0,,0.0,118.18
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33499.2,0.03,0.0,,0.0,,0.0,119.64
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33566.4,0.03,0.0,,0.0,,0.0,119.88
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33913.6,0.03,0.0,,0.0,,0.0,121.12
2019-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33762.4,0.03,0.0,,0.0,,0.0,120.58
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33521.6,0.03,0.0,,0.0,,0.0,119.72
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33712.0,0.03,0.0,,0.0,,0.0,120.4
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33510.4,0.03,0.0,,0.0,,0.0,119.68
2019-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32793.6,0.03,0.0,,0.0,,0.0,117.12
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33028.8,0.03,0.0,,0.0,,0.0,117.96
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33208.0,0.03,0.0,,0.0,,0.0,118.6
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,33174.4,0.03,0.0,,0.0,,0.0,118.48
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32676.0,0.03,0.0,,0.0,,0.0,116.7
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32737.6,0.03,0.0,,0.0,,0.0,116.92
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32485.6,0.03,0.0,,0.0,,0.0,116.02
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,280.0,32401.6,0.03,0.0,,0.0,,0.0,115.72
