,SRIC5 FP Equity_DX_SI_QTY,SRIC5 FP Equity_DX_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIC5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIC5 FP Equity_DX_SI_MV,SRIC5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SUPPLY_SI_QTY,SRIC5 FP Equity_DX_BROKER_SI_QTY,SRIC5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_x,SRIC5 FP Equity_DX_BROKER_SI_QTY_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_MV_DEC,SRIC5 FP Equity_DX_BROKER_SI_QTY_INC,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_y,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIC5 FP Equity_DX_BROKER_SI_MV_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIC5 FP Equity_DX_BROKER_SI_QTY_DEC,SRIC5 FP Equity_DX_SUPPLY_SI_MV,SRIC5 FP Equity_DX_BROKER_SI_MV_DEC,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIC5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIC5 FP Equity_DX_BROKER_SI_CON_RATIO,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIC5 FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIC5 FP Equity_PX_LAST
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2397.01,0.0,0.0,,0.0,,0.0,9.7045
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2398.74,0.0,0.0,,0.0,,0.0,9.7115
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2398.74,0.0,0.0,,0.0,,0.0,
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2388.71,0.0,0.0,,0.0,,0.0,9.6709
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2388.71,0.0,0.0,,0.0,,0.0,
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2388.71,0.0,0.0,,0.0,,0.0,
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2385.23,0.0,0.0,,0.0,,0.0,9.6568
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2392.66,0.0,0.0,,0.0,,0.0,9.6869
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2392.66,0.0,0.0,,0.0,,0.0,
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2403.38,0.0,0.0,,0.0,,0.0,9.7303
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2403.38,0.0,0.0,,0.0,,0.0,
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2406.74,0.0,0.0,,0.0,,0.0,9.7439
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2389.23,0.0,0.0,,0.0,,0.0,9.673
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2380.19,0.0,0.0,,0.0,,0.0,9.6364
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2382.73,0.0,0.0,,0.0,,0.0,9.6467
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2369.05,0.0,0.0,,0.0,,0.0,9.5913
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2370.63,0.0,0.0,,0.0,,0.0,9.5977
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2365.03,0.0,0.0,,0.0,,0.0,9.575
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2369.84,0.0,0.0,,0.0,,0.0,9.5945
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2366.83,0.0,0.0,,0.0,,0.0,9.5823
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2370.93,0.0,0.0,,0.0,,0.0,9.5989
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2370.63,0.0,0.0,,0.0,,0.0,9.5977
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2365.54,0.0,0.0,,0.0,,0.0,9.5771
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2361.67,0.0,0.0,,0.0,,0.0,9.5614
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2364.53,0.0,0.0,,0.0,,0.0,9.573
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2361.22,0.0,0.0,,0.0,,0.0,9.5596
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2357.39,0.0,0.0,,0.0,,0.0,9.5441
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2356.11,0.0,0.0,,0.0,,0.0,9.5389
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2358.18,0.0,0.0,,0.0,,0.0,9.5473
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2352.45,0.0,0.0,,0.0,,0.0,9.5241
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2360.68,0.0,0.0,,0.0,,0.0,9.5574
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2361.47,0.0,0.0,,0.0,,0.0,9.5606
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2365.22,0.0,0.0,,0.0,,0.0,9.5758
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2355.39,0.0,0.0,,0.0,,0.0,9.536
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2352.85,0.0,0.0,,0.0,,0.0,9.5257
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2350.25,0.0,0.0,,0.0,,0.0,9.5152
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2345.49,0.0,0.0,,0.0,,0.0,9.4959
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2336.25,0.0,0.0,,0.0,,0.0,9.4585
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2339.76,0.0,0.0,,0.0,,0.0,9.4727
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2339.66,0.0,0.0,,0.0,,0.0,9.4723
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2339.41,0.0,0.0,,0.0,,0.0,9.4713
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2339.41,0.0,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2339.41,0.0,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2335.16,0.0,0.0,,0.0,,0.0,9.4541
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2336.45,0.0,0.0,,0.0,,0.0,9.4593
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2327.93,0.0,0.0,,0.0,,0.0,9.4248
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2318.96,0.0,0.0,,0.0,,0.0,9.3885
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2326.79,0.0,0.0,,0.0,,0.0,9.4202
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2298.14,0.0,0.0,,0.0,,0.0,9.4143
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2295.84,0.0,0.0,,0.0,,0.0,9.4049
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2290.06,0.0,0.0,,0.0,,0.0,9.2715
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2284.6,0.0,0.0,,0.0,,0.0,9.2494
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2281.98,0.0,0.0,,0.0,,0.0,9.2388
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2281.96,0.0,0.0,,0.0,,0.0,9.2387
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2276.67,0.0,0.0,,0.0,,0.0,9.2173
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2272.57,0.0,0.0,,0.0,,0.0,9.2007
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2260.32,0.0,0.0,,0.0,,0.0,9.1511
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2258.94,0.0,0.0,,0.0,,0.0,9.1455
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2268.0,0.0,0.0,,0.0,,0.0,9.1822
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2273.22,0.0,0.0,,0.0,,0.0,9.2033
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2283.12,0.0,0.0,,0.0,,0.0,9.2434
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2283.37,0.0,0.0,,0.0,,0.0,9.2444
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2283.59,0.0,0.0,,0.0,,0.0,9.2453
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2275.91,0.0,0.0,,0.0,,0.0,9.2142
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2273.04,0.0,0.0,,0.0,,0.0,9.2026
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2274.77,0.0,0.0,,0.0,,0.0,9.2096
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2273.51,0.0,0.0,,0.0,,0.0,9.2045
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2267.48,0.0,0.0,,0.0,,0.0,9.1801
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2271.49,0.0,0.0,,0.0,,0.0,9.1963
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2275.29,0.0,0.0,,0.0,,0.0,9.2117
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2277.86,0.0,0.0,,0.0,,0.0,9.2221
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2282.7,0.0,0.0,,0.0,,0.0,9.2417
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2282.7,0.0,0.0,,0.0,,0.0,
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2267.76,0.0,0.0,,0.0,,0.0,9.1812
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2263.93,0.0,0.0,,0.0,,0.0,9.1657
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2258.99,0.0,0.0,,0.0,,0.0,9.1457
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2256.15,0.0,0.0,,0.0,,0.0,9.1342
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2253.83,0.0,0.0,,0.0,,0.0,9.1248
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2255.75,0.0,0.0,,0.0,,0.0,9.1326
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2248.96,0.0,0.0,,0.0,,0.0,9.1051
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2231.6,0.0,0.0,,0.0,,0.0,9.0348
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2211.61,0.0,0.0,,0.0,,0.0,8.9539
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2182.66,0.0,0.0,,0.0,,0.0,8.8367
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2172.59,0.0,0.0,,0.0,,0.0,8.7959
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2185.26,0.0,0.0,,0.0,,0.0,8.8472
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2173.72,0.0,0.0,,0.0,,0.0,8.8005
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2178.29,0.0,0.0,,0.0,,0.0,8.819
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2177.53,0.0,0.0,,0.0,,0.0,8.8159
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2179.73,0.0,0.0,,0.0,,0.0,8.8248
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2186.59,0.0,0.0,,0.0,,0.0,8.8526
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9096
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9223
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8785
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8439
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8519
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8975
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9623
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.941
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9892
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0325
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0111
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0458
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0675
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.105
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.069
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.052
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0747
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0566
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0691
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0839
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0799
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2005
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1785
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1968
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2722
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2755
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2985
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2715
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2389
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2546
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.201
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2175
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2074
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2338
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2247
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2191
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2427
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1988
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1277
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1138
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0537
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0055
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0181
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0069
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0412
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9853
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.925
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9096
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8821
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8864
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9384
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8928
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8925
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9099
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8665
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8919
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9148
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8538
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8607
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8341
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8034
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8011
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7522
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7536
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7102
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6815
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6562
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6155
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6422
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6203
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6709
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7263
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7642
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6888
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6633
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6269
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5886
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6079
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.582
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5823
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5727
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5983
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6004
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5636
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5695
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5649
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5904
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6374
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6461
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7087
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6583
