,MTA FP Equity_DX_SI_QTY,MTA FP Equity_DX_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTA FP Equity_DX_SI_MV,MTA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY,MTA FP Equity_DX_BROKER_SI_QTY,MTA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTA FP Equity_DX_BROKER_SI_MV_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTA FP Equity_DX_BROKER_SI_MV_INC_x,MTA FP Equity_DX_SUPPLY_SI_MV_NEW,MTA FP Equity_DX_BROKER_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_NEW,MTA FP Equity_DX_SUPPLY_SI_MV_DEC,MTA FP Equity_DX_BROKER_SI_QTY_INC,MTA FP Equity_DX_SUPPLY_SI_QTY_DEC,MTA FP Equity_DX_BROKER_SI_MV_NEW_y,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTA FP Equity_DX_BROKER_SI_MV_INC_y,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTA FP Equity_DX_BROKER_SI_MV_ADD,MTA FP Equity_DX_SUPPLY_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_DEC,MTA FP Equity_DX_SUPPLY_SI_MV,MTA FP Equity_DX_BROKER_SI_MV_DEC,MTA FP Equity_DX_SUPPLY_SI_MV_RMV,MTA FP Equity_DX_BROKER_SI_MV_RMV,MTA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTA FP Equity_DX_UTILIZATION_QUANTITY,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTA FP Equity_DX_ACTIVE_UTILIZATION_MV,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTA FP Equity_DX_BROKER_SI_CON_RATIO,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTA FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-08-09,10500.0,1309455.0,6.9,0.17,1.31,810615.0,4000.0,6500.0,498840.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,13.46,0.0,0.0,,0.0,100.0,26.15,0.6137,73.85,0.3532
2018-08-10,10500.0,1307775.0,7.15,0.17,1.31,809575.0,4000.0,6500.0,498200.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,13.46,0.0,0.0,,0.0,100.0,26.15,0.6137,73.85,0.3532
2018-08-13,10500.0,1307670.0,6.79,0.17,1.31,809510.0,4000.0,6500.0,498160.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,13.46,0.0,0.0,,0.0,100.0,26.15,0.6138,73.85,0.3532
2018-08-14,10500.0,1307250.0,4.95,0.17,1.31,809250.0,4000.0,6500.0,498000.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,13.46,0.0,0.0,,0.0,100.0,26.11,0.6141,73.89,0.3532
2018-08-15,10500.0,1307040.0,4.93,0.17,1.31,809120.0,4000.0,6500.0,497920.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,13.46,0.0,0.0,,0.0,100.0,26.15,0.6137,73.85,0.3532
2018-08-16,12200.0,1518900.0,5.75,0.2,1.52,996000.0,4200.0,8000.0,522900.0,,,,0.19,,,,0.16,1500.0,1300.0,,,0.19,,,1500.0,,0.52,,,,15.47,14.13,22949.0,2857150.5,,2.86,15.47,21.25,0.6653,78.75,0.4104
2018-08-17,8900.0,1107783.0,4.2,0.14,1.11,709479.0,3200.0,5700.0,398304.0,,,,,,,,0.12,,1000.0,,,,,,,2300.0,0.4,0.28,,,12.24,10.25,22949.0,2856462.03,,2.86,12.24,29.82,0.5814,70.18,0.285
2018-08-20,8900.0,1109029.0,4.01,0.14,1.11,710277.0,3200.0,5700.0,398752.0,,,,,,,,,,,,,,,,,,0.4,,,,12.24,10.25,22949.0,2859674.89,,2.87,12.24,29.82,0.5814,70.18,0.285
2018-08-21,8000.0,997280.0,3.63,0.13,1.0,710562.0,2300.0,5700.0,286718.0,,,,,,,,0.11,,900.0,,,,,,,,0.29,,,,9.12,7.04,22906.0,2855461.96,,2.86,9.12,29.82,0.5814,70.18,0.2448
2018-08-22,6200.0,772520.0,2.83,0.1,0.77,485940.0,2300.0,3900.0,286580.0,,,,,,,,,,,,,,,,,1800.0,0.29,0.22,,,9.12,7.04,22906.0,2854087.6,,2.86,9.12,20.51,0.6739,79.49,0.1897
2018-08-23,4700.0,585385.0,2.17,0.08,0.58,485745.0,800.0,3900.0,99640.0,,,,,,,,0.19,,1500.0,,,,,,,,0.1,,,,100.0,2.38,0.0,0.0,,0.0,100.0,20.51,0.6739,79.49,0.1397
2018-08-24,3200.0,398432.0,1.54,0.05,0.4,298824.0,800.0,2400.0,99608.0,,,,,,,,,,,,,,,,,1500.0,0.1,0.18,,,100.0,2.38,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0951
2018-08-27,3200.0,398368.0,1.54,0.05,0.4,298776.0,800.0,2400.0,99592.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.38,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,0.0951
2018-08-28,3200.0,398272.0,1.66,0.05,0.4,298704.0,800.0,2400.0,99568.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.38,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0951
2018-08-29,3200.0,398144.0,1.66,0.05,0.4,298608.0,800.0,2400.0,99536.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.38,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0951
2018-08-30,8700.0,1082628.0,4.6,0.14,1.08,709308.0,3000.0,5700.0,373320.0,,,2200.0,0.41,,,,,3300.0,,,,0.41,2200.0,,,,0.37,,,,100.0,8.92,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2587
2018-08-31,8700.0,1080975.0,4.68,0.14,1.08,708225.0,3000.0,5700.0,372750.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.92,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,0.2587
2018-09-03,8700.0,1081584.0,4.59,0.14,1.08,708624.0,3000.0,5700.0,372960.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.92,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2587
2018-09-04,8700.0,1083150.0,4.52,0.14,1.08,709650.0,3000.0,5700.0,373500.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2599
2018-09-05,8700.0,1083759.0,4.53,0.14,1.08,710049.0,3000.0,5700.0,373710.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2599
2018-09-06,8700.0,1084368.0,4.53,0.14,1.08,710448.0,3000.0,5700.0,373920.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2599
2018-09-07,8700.0,1083759.0,4.58,0.14,1.08,710049.0,3000.0,5700.0,373710.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,0.2599
2018-09-10,8700.0,1085325.0,7.12,0.14,1.08,711075.0,3000.0,5700.0,374250.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2599
2018-09-11,8700.0,1085064.0,5.79,0.14,1.09,710904.0,3000.0,5700.0,374160.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,8.96,0.0,0.0,,0.0,100.0,33.33,0.5555,66.67,0.2599
2018-09-12,16500.0,2057055.0,10.94,0.26,2.06,1196832.0,6900.0,9600.0,860223.0,,,1000.0,0.49,,,,,3900.0,,,,0.49,1000.0,,2900.0,,0.86,,,,24.29,20.61,21506.0,2681153.02,,2.68,24.29,19.79,0.6825,80.21,0.4928
2018-09-13,21900.0,2729616.0,14.54,0.35,2.73,1533072.0,9600.0,12300.0,1196544.0,,,2700.0,0.34,,,,,2700.0,,,,0.34,2700.0,,,,1.2,,,,33.8,28.67,18806.0,2343979.84,,2.35,33.8,37.4,0.5318,62.6,0.6541
2018-09-14,24600.0,3065406.0,16.69,0.39,3.06,1869150.0,9600.0,15000.0,1196256.0,,,,0.33,,,,,2700.0,,,,0.33,,,,,1.19,,,,33.8,28.67,18806.0,2343415.66,,2.34,33.8,30.66,0.5748,69.34,0.7348
2018-09-17,28800.0,3591360.0,19.56,0.46,3.58,2219660.0,11000.0,17800.0,1371700.0,,,1400.0,0.36,,,,,2800.0,,,,0.36,1400.0,,,,1.37,,,,38.72,32.86,17406.0,2170528.2,,2.17,38.72,33.71,0.5531,66.29,0.8602
2018-09-18,28800.0,3592224.0,19.51,0.46,3.6,2220194.0,11000.0,17800.0,1372030.0,,,,,,,,,,,,,,,,,,1.37,,,,38.72,32.86,17406.0,2171050.38,,2.17,38.72,33.71,0.5531,66.29,0.8602
2018-09-19,24900.0,3104283.0,17.83,0.4,3.1,2219126.0,7100.0,17800.0,885157.0,,,,,,,,0.49,,3900.0,,,,,,,,0.88,,,,25.91,24.04,20306.0,2531549.02,,2.53,25.91,33.71,0.5531,66.29,0.8432
2018-09-20,21000.0,2618700.0,14.96,0.34,2.62,1733330.0,7100.0,13900.0,885370.0,,,,,,,,,,,,,,,,,3900.0,0.89,0.47,,,26.05,24.16,20159.0,2513827.3,,2.52,26.05,43.16,0.5093,56.84,0.7147
2018-09-21,21000.0,2618490.0,14.66,0.34,2.62,1733191.0,7100.0,13900.0,885299.0,,,,,,,,,,,,,,,,,,0.89,,,,26.05,24.16,20159.0,2513625.71,,2.51,26.05,43.17,0.5093,56.83,0.7147
2018-09-24,21000.0,2614710.0,15.67,0.34,2.62,1730689.0,7100.0,13900.0,884021.0,,,,,,,,,,,,,,,,,,0.88,,,,26.05,24.16,20159.0,2509997.09,,2.51,26.05,43.17,0.5093,56.83,0.7147
2018-09-25,18300.0,2280180.0,20.77,0.29,2.28,1731940.0,4400.0,13900.0,548240.0,,,,,,,,0.34,,2700.0,,,,,,,,0.55,,,,16.14,14.98,22859.0,2848231.4,,2.85,16.14,43.16,0.5094,56.84,0.6228
2018-09-26,11800.0,1471578.0,13.55,0.19,1.47,1060035.0,3300.0,8500.0,411543.0,,,,,,,,0.14,,1100.0,,,,,,,5400.0,0.41,0.68,,,12.62,11.23,22859.0,2850745.89,,2.85,12.62,38.82,0.525,61.18,0.4016
2018-09-27,9300.0,1158873.0,9.11,0.15,1.16,922114.0,1900.0,7400.0,236759.0,,,,,,,,0.18,,1400.0,,,,,,,1100.0,0.24,0.14,,,100.0,6.47,0.0,0.0,,0.0,100.0,44.6,0.5058,55.4,0.3165
2018-09-28,6500.0,808795.0,6.38,0.1,0.81,572378.0,1900.0,4600.0,236417.0,,,,,,,,,,,,,,,,,2800.0,0.24,0.35,,,100.0,6.47,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.2212
2018-10-01,6500.0,807625.0,7.11,0.1,0.81,571550.0,1900.0,4600.0,236075.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,6.47,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.2212
2018-10-02,6500.0,807300.0,7.11,0.1,0.81,571320.0,1900.0,4600.0,235980.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.14,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1757
2018-10-03,6500.0,807885.0,6.84,0.1,0.8,571734.0,1900.0,4600.0,236151.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.14,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1757
2018-10-04,6500.0,807820.0,6.75,0.1,0.81,571688.0,1900.0,4600.0,236132.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1959
2018-10-05,6500.0,806910.0,5.78,0.1,0.81,571044.0,1900.0,4600.0,235866.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1959
2018-10-08,6500.0,806195.0,5.65,0.1,0.81,570538.0,1900.0,4600.0,235657.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.1959
2018-10-09,6500.0,806845.0,4.61,0.1,0.81,570998.0,1900.0,4600.0,235847.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.1959
2018-10-10,6500.0,806520.0,4.8,0.1,0.81,570768.0,1900.0,4600.0,235752.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1959
2018-10-11,6500.0,806130.0,4.74,0.1,0.81,570492.0,1900.0,4600.0,235638.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.1959
2018-10-12,6500.0,807170.0,4.42,0.1,0.81,571228.0,1900.0,4600.0,235942.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.1959
2018-10-15,6500.0,806585.0,4.11,0.1,0.81,570814.0,1900.0,4600.0,235771.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.196
2018-10-16,6500.0,807495.0,3.9,0.1,0.81,571458.0,1900.0,4600.0,236037.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.196
2018-10-17,6500.0,807625.0,3.88,0.1,0.81,571550.0,1900.0,4600.0,236075.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.196
2018-10-18,6500.0,806975.0,3.88,0.1,0.81,571090.0,1900.0,4600.0,235885.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,41.3,0.5151,58.7,0.196
2018-10-19,13700.0,1702499.0,7.27,0.21,1.7,1168138.0,4300.0,9400.0,534361.0,,,,0.6,,,,,4800.0,,,,0.6,,,2400.0,,0.53,,,,16.44,12.97,21859.0,2716417.93,,2.71,16.44,45.74,0.5036,54.26,0.4131
2018-10-22,13700.0,1703458.0,7.43,0.21,1.7,1168796.0,4300.0,9400.0,534662.0,,,,,,,,,,,,,,,,,,0.53,,,,16.44,12.97,21859.0,2717948.06,,2.72,16.44,45.75,0.5036,54.25,0.4131
2018-10-23,13700.0,1702636.0,8.75,0.21,1.7,1168232.0,4300.0,9400.0,534404.0,,,,,,,,,,,,,,,,,,0.53,,,,16.44,12.97,21859.0,2716636.52,,2.72,16.44,45.74,0.5036,54.26,0.4131
2018-10-24,13700.0,1704006.0,8.7,0.21,1.7,1169172.0,4300.0,9400.0,534834.0,,,,,,,,,,,,,,,,,,0.53,,,,16.44,12.97,21859.0,2718822.42,,2.72,16.44,45.74,0.5036,54.26,0.4131
2018-10-25,13700.0,1705239.0,8.64,0.22,1.7,1170018.0,4300.0,9400.0,535221.0,,,,,,,,,,,,,,,,,,0.54,,,,16.44,12.97,21859.0,2720789.73,,2.72,16.44,45.75,0.5036,54.25,0.4131
2018-10-26,11300.0,1406511.0,6.47,0.17,1.41,1170018.0,1900.0,9400.0,236493.0,,,,,,,,0.3,,2400.0,,,,,,,,0.24,,,,100.0,5.73,0.0,0.0,,0.0,100.0,45.75,0.5036,54.25,0.3407
2018-10-29,5400.0,672678.0,3.09,0.08,0.67,573022.0,800.0,4600.0,99656.0,,,,,,,,0.14,,1100.0,,,,,,,4800.0,0.1,0.6,,,100.0,2.41,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.1628
2018-10-30,3200.0,398336.0,1.88,0.05,0.4,298752.0,800.0,2400.0,99584.0,,,,,,,,,,,,,,,,,2200.0,0.1,0.27,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-10-31,3200.0,398336.0,1.88,0.05,0.4,298752.0,800.0,2400.0,99584.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-01,3200.0,398656.0,1.87,0.05,0.4,298992.0,800.0,2400.0,99664.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-11-02,3200.0,398752.0,1.85,0.05,0.4,299064.0,800.0,2400.0,99688.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-05,3200.0,398880.0,1.79,0.05,0.4,299160.0,800.0,2400.0,99720.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-11-06,3200.0,398592.0,1.95,0.05,0.4,298944.0,800.0,2400.0,99648.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-07,3200.0,398912.0,1.8,0.05,0.4,299184.0,800.0,2400.0,99728.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-11-08,3200.0,398560.0,1.91,0.05,0.4,298920.0,800.0,2400.0,99640.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-09,3200.0,398592.0,1.91,0.05,0.4,298944.0,800.0,2400.0,99648.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-12,3200.0,398624.0,1.9,0.05,0.4,298968.0,800.0,2400.0,99656.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-11-13,3200.0,398464.0,1.91,0.05,0.4,298848.0,800.0,2400.0,99616.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-14,10600.0,1319488.0,6.42,0.16,1.32,759328.0,4500.0,6100.0,560160.0,,,,0.46,,,,,3700.0,,,,0.46,,,3700.0,,0.56,,,,17.96,13.57,20559.0,2559184.32,,2.56,17.96,13.11,0.7721,86.89,0.3196
2018-11-15,14200.0,1768042.0,8.66,0.21,1.77,983629.0,6300.0,7900.0,784413.0,,,1800.0,0.23,,,,,1800.0,,,,0.23,1800.0,,,,0.79,,,,23.46,19.0,20559.0,2559801.09,,2.56,23.46,10.13,0.818,89.87,0.4281
2018-11-16,14200.0,1767474.0,9.52,0.21,1.77,983313.0,6300.0,7900.0,784161.0,,,,,,,,,,,,,,,,,,0.79,,,,23.46,19.0,20559.0,2558978.73,,2.56,23.46,10.13,0.818,89.87,0.4281
2018-11-19,14200.0,1768326.0,9.38,0.21,1.77,983787.0,6300.0,7900.0,784539.0,,,,,,,,,,,,,,,,,,0.78,,,,23.46,19.0,20559.0,2560212.27,,2.56,23.46,10.13,0.818,89.87,0.4281
2018-11-20,14200.0,1767616.0,10.29,0.21,1.77,983392.0,6300.0,7900.0,784224.0,,,,,,,,,,,,,,,,,,0.78,,,,23.46,19.0,20559.0,2559184.32,,2.56,23.46,10.13,0.818,89.87,0.4281
2018-11-21,14200.0,1769604.0,10.38,0.21,1.77,984498.0,6300.0,7900.0,785106.0,,,,,,,,,,,,,,,,,,0.78,,,,23.46,19.0,20559.0,2562062.58,,2.56,23.46,10.13,0.818,89.87,0.4281
2018-11-22,14200.0,1770030.0,10.61,0.21,1.77,984735.0,6300.0,7900.0,785295.0,,,,,,,,,,,,,,,,,,0.79,,,,23.46,19.0,20559.0,2562679.35,,2.58,23.46,10.13,0.818,89.87,0.4281
2018-11-23,10500.0,1309980.0,8.49,0.16,1.31,523992.0,6300.0,4200.0,785988.0,,,,,,,,,,,,,,,,,3700.0,0.79,0.47,,,23.46,19.0,20559.0,2564940.84,,2.58,23.46,19.05,0.6916,80.95,0.3166
2018-11-26,3200.0,399456.0,2.95,0.05,0.4,299592.0,800.0,2400.0,99864.0,,,,,,,,0.69,,5500.0,,,,,,,1800.0,0.1,0.22,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-27,3200.0,399584.0,3.29,0.05,0.4,299688.0,800.0,2400.0,99896.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-28,3200.0,399264.0,3.08,0.05,0.4,299448.0,800.0,2400.0,99816.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-29,3200.0,399680.0,3.08,0.05,0.4,299760.0,800.0,2400.0,99920.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-11-30,3200.0,399424.0,3.78,0.05,0.4,299568.0,800.0,2400.0,99856.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-12-03,3200.0,399776.0,3.72,0.05,0.4,299832.0,800.0,2400.0,99944.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-04,3200.0,400224.0,3.73,0.05,0.4,300168.0,800.0,2400.0,100056.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-05,3200.0,400032.0,3.73,0.05,0.4,300024.0,800.0,2400.0,100008.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-12-06,3200.0,399584.0,3.78,0.05,0.4,299688.0,800.0,2400.0,99896.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0965
2018-12-07,3200.0,399584.0,4.56,0.05,0.4,299688.0,800.0,2400.0,99896.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-10,3200.0,399552.0,3.32,0.05,0.4,299664.0,800.0,2400.0,99888.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-11,3200.0,399552.0,3.23,0.05,0.4,299664.0,800.0,2400.0,99888.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-12,3200.0,399712.0,3.1,0.05,0.4,299784.0,800.0,2400.0,99928.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-13,3200.0,399840.0,3.08,0.05,0.4,299880.0,800.0,2400.0,99960.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-14,3200.0,399968.0,3.2,0.05,0.4,299976.0,800.0,2400.0,99992.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-17,3200.0,399904.0,3.25,0.05,0.4,299928.0,800.0,2400.0,99976.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-18,3200.0,400000.0,3.23,0.05,0.4,300000.0,800.0,2400.0,100000.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-19,3200.0,400224.0,3.75,0.05,0.4,300168.0,800.0,2400.0,100056.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-20,3200.0,400480.0,3.71,0.04,0.4,300360.0,800.0,2400.0,100120.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0965
2018-12-21,2400.0,300120.0,2.78,0.03,0.3,200080.0,800.0,1600.0,100040.0,,,,,,,,,,,,,,,,,800.0,0.1,0.1,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
2018-12-24,2400.0,299520.0,2.69,0.03,0.3,199680.0,800.0,1600.0,99840.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
2018-12-25,2400.0,299520.0,2.69,0.03,0.3,199680.0,800.0,1600.0,99840.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,0.0066
2018-12-26,2400.0,299520.0,2.69,0.03,0.3,199680.0,800.0,1600.0,99840.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,0.0066
2018-12-27,2400.0,300144.0,2.69,0.03,0.3,200096.0,800.0,1600.0,100048.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,0.0066
2018-12-28,2400.0,300168.0,2.38,0.03,0.3,200112.0,800.0,1600.0,100056.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
2018-12-31,2400.0,300576.0,1.99,0.03,0.3,200384.0,800.0,1600.0,100192.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
2019-01-01,2400.0,300576.0,2.01,0.03,0.3,200384.0,800.0,1600.0,100192.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.0066
2019-01-02,2400.0,300336.0,2.01,0.03,0.3,200224.0,800.0,1600.0,100112.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
2019-01-03,2400.0,300168.0,2.09,0.03,0.3,200112.0,800.0,1600.0,100056.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.22,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0066
