,STU FP Equity_DX_SI_QTY,STU FP Equity_DX_SHORT_INTEREST_VALUE,STU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STU FP Equity_DX_SI_MV,STU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STU FP Equity_DX_SUPPLY_SI_QTY,STU FP Equity_DX_BROKER_SI_QTY,STU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STU FP Equity_DX_BROKER_SI_MV_NEW_x,STU FP Equity_DX_SUPPLY_SI_QTY_INC_x,STU FP Equity_DX_BROKER_SI_MV_INC_x,STU FP Equity_DX_BROKER_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_NEW,STU FP Equity_DX_SUPPLY_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_QTY_INC,STU FP Equity_DX_SUPPLY_SI_QTY_DEC,STU FP Equity_DX_BROKER_SI_MV_NEW_y,STU FP Equity_DX_BROKER_SI_MV_INC_y,STU FP Equity_DX_SUPPLY_SI_QTY_INC_y,STU FP Equity_DX_BROKER_SI_MV_ADD,STU FP Equity_DX_SUPPLY_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_DEC,STU FP Equity_DX_SUPPLY_SI_MV,STU FP Equity_DX_BROKER_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_MV_RMV,STU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STU FP Equity_DX_UTILIZATION_QUANTITY,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STU FP Equity_DX_ACTIVE_UTILIZATION_MV,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STU FP Equity_DX_BROKER_SI_CON_RATIO,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STU FP Equity_DX_DEMAND_SUPPLY_RATIO,STU FP Equity_PX_LAST
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.96
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.64
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.41
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.07
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.73
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.68
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.65
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.56
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.21
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.95
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.08
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.17
2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.77
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.29
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.28
2008-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.65
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.11
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.47
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.73
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.55
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.99
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.56
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.73
2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.01
2008-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.32
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.94
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72
2008-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.21
2008-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72
2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.97
2008-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.62
2008-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.96
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.84
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.44
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15
2009-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.34
2009-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.33
2009-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28
2009-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46
2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55
2009-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.19
2009-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.11
2009-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.88
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2009-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.09
2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33
2009-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61
2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2009-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.24
2009-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.37
2009-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.55
2009-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.78
2009-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.23
2009-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94
2009-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.59
2009-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.65
2009-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.84
2009-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.81
2009-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.36
2009-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.56
2009-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26
2009-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.39
2009-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.68
2009-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.53
2009-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48
2009-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1
2009-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.84
2009-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.26
2009-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.78
2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9
2009-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8
2009-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.01
2009-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
2009-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.06
2009-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.82
2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.77
2009-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.57
2009-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2
2009-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.46
2009-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5
2009-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.93
2009-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24
2009-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35
2009-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.92
2009-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.23
2009-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.83
2009-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28
2009-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.31
2009-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.95
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.29
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21
2009-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.16
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.71
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.72
2009-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.59
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34
2009-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.55
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.96
2009-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.32
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.45
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.34
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.07
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.78
2009-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.19
2009-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81
2009-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.36
2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2009-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.72
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.29
2009-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37
2009-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.57
2009-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.94
2009-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.74
2009-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.17
2009-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.91
2009-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57
2009-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.01
2009-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.38
2009-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2009-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67
2009-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.99
2009-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02
2009-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.08
2009-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47838.0,0.05,0.0,,0.0,,0.0,68.34
2009-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47831.0,0.05,0.0,,0.0,,0.0,68.33
2009-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47586.0,0.05,0.0,,0.0,,0.0,67.98
2009-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47509.0,0.05,0.0,,0.0,,0.0,67.87
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47614.0,0.05,0.0,,0.0,,0.0,68.02
2009-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47614.0,0.05,0.0,,0.0,,0.0,68.02
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47096.0,0.05,0.0,,0.0,,0.0,67.28
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,48426.0,0.05,0.0,,0.0,,0.0,69.18
2009-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47600.0,0.05,0.0,,0.0,,0.0,68.0
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,47110.0,0.05,0.0,,0.0,,0.0,67.3
2009-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,46676.0,0.05,0.0,,0.0,,0.0,66.68
2009-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,45395.0,0.05,0.0,,0.0,,0.0,64.85
2009-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,44891.0,0.05,0.0,,0.0,,0.0,64.13
2009-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,45500.0,0.04,0.0,,0.0,,0.0,65.0
2009-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,44688.0,0.05,0.0,,0.0,,0.0,63.84
2009-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,44905.0,0.04,0.0,,0.0,,0.0,64.15
2009-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,45542.0,0.04,0.0,,0.0,,0.0,65.06
2009-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,46550.0,0.05,0.0,,0.0,,0.0,66.5
2009-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,700.0,46557.0,0.05,0.0,,0.0,,0.0,66.51
2009-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55
2009-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6
2009-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.87
2009-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.16
2009-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.55
2009-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45
2009-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6
2009-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1
2009-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.44
2009-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.22
2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68
2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.49
2009-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2009-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.01
2009-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25
2009-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.62
2009-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1
2009-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27
2009-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2009-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.98
2009-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.22
2009-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.06
2009-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.86
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5
2009-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.74
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.67
2009-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.57
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9
2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.84
2009-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.58
2009-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.01
2009-09-10,10000.0,766500.0,12.61,2.22,0.76,766500.0,0.0,10000.0,0.0,,,,10000.0,,,,,,,,0.76,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.65
2009-09-11,10000.0,763300.0,12.24,2.22,0.77,763300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.33
2009-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63
2009-09-15,10000.0,769000.0,11.67,2.22,0.77,769000.0,0.0,10000.0,0.0,,,,10000.0,,,,,,,,0.77,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.9
2009-09-16,10000.0,770200.0,10.29,2.22,0.77,770200.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,77.02
2009-09-17,10000.0,777300.0,9.37,2.22,0.77,777300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,77.73
2009-09-18,10000.0,777700.0,8.6,2.22,0.78,777700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,77.77
2009-09-21,10000.0,767900.0,8.84,2.22,0.78,767900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.79
2009-09-22,10000.0,767400.0,8.22,2.22,0.77,767400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.74
2009-09-23,10000.0,764000.0,7.65,2.22,0.77,764000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.4
2009-09-24,10000.0,752300.0,7.42,2.22,0.76,752300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,75.23
2009-09-25,10000.0,750300.0,7.35,2.86,0.75,750300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,75.03
2009-09-28,10000.0,772700.0,7.39,2.86,0.75,772700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,77.27
2009-09-29,10000.0,763500.0,7.41,2.86,0.76,763500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.35
2009-09-30,10000.0,762100.0,7.18,2.86,0.76,762100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.21
2009-10-01,10000.0,752600.0,7.06,2.86,0.76,752600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,75.26
2009-10-02,10000.0,739800.0,7.85,2.86,0.76,739800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,73.98
2009-10-05,10000.0,740800.0,7.84,2.86,0.75,740800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,74.08
