,CSH2 FP Equity_DX_DSS,CSH2 FP Equity_PX_LAST
2019-08-12,,989.7
2019-08-13,,989.7
2019-08-14,,989.7
2019-08-15,,989.7
2019-08-16,,989.6
2019-08-19,,989.6
2019-08-20,,989.6
2019-08-21,,989.6
2019-08-22,,989.6
2019-08-23,,989.6
2019-08-26,,989.6
2019-08-27,,989.5
2019-08-28,,989.5
2019-08-29,,989.5
2019-08-30,,989.5
2019-09-02,,989.5
2019-09-03,,989.5
2019-09-04,,989.5
2019-09-05,,989.4
2019-09-06,,989.4
2019-09-09,,989.4
2019-09-10,,989.4
2019-09-11,,989.4
2019-09-12,,989.4
2019-09-13,,989.3
2019-09-16,,989.3
2019-09-17,,989.3
2019-09-18,,989.3
2019-09-19,,989.3
2019-09-20,,989.3
2019-09-23,,989.2
2019-09-24,,989.2
2019-09-25,,989.2
2019-09-26,,989.2
2019-09-27,,989.2
2019-09-30,,989.2
2019-10-01,,989.1
2019-10-02,,989.1
2019-10-03,,989.1
2019-10-04,,989.1
2019-10-07,,989.1
2019-10-08,,989.0
2019-10-09,,989.0
2019-10-10,,989.0
2019-10-11,,989.0
2019-10-14,,989.0
2019-10-15,,989.0
2019-10-16,,988.9
2019-10-17,,988.9
2019-10-18,,988.9
2019-10-21,,988.9
2019-10-22,,988.9
2019-10-23,,988.8
2019-10-24,,988.8
2019-10-25,,988.8
2019-10-28,,988.8
2019-10-29,,988.8
2019-10-30,,988.8
2019-10-31,,988.8
2019-11-01,,988.7
2019-11-04,,988.7
2019-11-05,,988.7
2019-11-06,,988.7
2019-11-07,,988.7
2019-11-08,,988.6
2019-11-11,,988.6
2019-11-12,,988.6
2019-11-13,,988.6
2019-11-14,,988.6
2019-11-15,,988.5
2019-11-18,,988.5
2019-11-19,,988.5
2019-11-20,,988.5
2019-11-21,,988.5
2019-11-22,,988.4
2019-11-25,,988.4
2019-11-26,,988.4
2019-11-27,,988.4
2019-11-28,,988.4
2019-11-29,,988.4
2019-12-02,,988.4
2019-12-03,,988.3
2019-12-04,,988.3
2019-12-05,,988.3
2019-12-06,,988.3
2019-12-09,,988.3
2019-12-10,,988.3
2019-12-11,,988.3
2019-12-12,,988.3
2019-12-13,,988.2
2019-12-16,,988.2
2019-12-17,,988.2
2019-12-18,,988.2
2019-12-19,,988.3
2019-12-20,,988.2
2019-12-23,,988.1
2019-12-24,,988.2
2019-12-27,,988.1
2019-12-30,,988.1
2019-12-31,,988.1
2020-01-02,,988.0
2020-01-03,,988.0
2020-01-06,,988.0
2020-01-07,,988.0
2020-01-08,,988.0
2020-01-09,,988.0
2020-01-10,,987.9
2020-01-13,,987.9
2020-01-14,,987.9
2020-01-15,,987.9
2020-01-16,,987.9
2020-01-17,,987.9
2020-01-20,,987.8
2020-01-21,,987.8
2020-01-22,,987.8
2020-01-23,,987.8
2020-01-24,,987.8
2020-01-27,,987.8
2020-01-28,,987.8
2020-01-29,,987.8
2020-01-30,,987.7
2020-01-31,,987.7
2020-02-03,,987.7
2020-02-04,,987.7
2020-02-05,,987.7
2020-02-06,,987.7
2020-02-07,,987.6
2020-02-10,,987.6
2020-02-11,,987.6
2020-02-12,,987.6
2020-02-13,,987.6
2020-02-14,,987.6
2020-02-17,,987.6
2020-02-18,,987.3
2020-02-19,,987.5
2020-02-20,,987.5
2020-02-21,,987.5
2020-02-24,,987.5
2020-02-25,,987.5
2020-02-26,,987.5
2020-02-27,,987.5
2020-02-28,,987.4
2020-03-02,,987.4
2020-03-03,,987.5
2020-03-04,,987.4
2020-03-05,,987.3
2020-03-06,,987.4
2020-03-09,,987.4
2020-03-10,,988.0
2020-03-11,,987.7
2020-03-12,,991.7
2020-03-13,,987.3
2020-03-16,,987.3
2020-03-17,,988.8
2020-03-18,,987.2
2020-03-19,,987.1
2020-03-20,,986.5
2020-03-23,,987.8
2020-03-24,,986.6
2020-03-25,,987.1
2020-03-26,,987.2
2020-03-27,,987.1
2020-03-30,,987.2
2020-03-31,,987.3
2020-04-01,,987.2
2020-04-02,,987.1
2020-04-03,,987.1
2020-04-06,,986.7
2020-04-07,,987.1
2020-04-08,,987.1
2020-04-09,,987.7
2020-04-14,,987.0
2020-04-15,,987.0
2020-04-16,,987.0
2020-04-17,,987.0
2020-04-20,,986.9
2020-04-21,,986.9
2020-04-22,,986.9
2020-04-23,,987.0
2020-04-24,,986.8
2020-04-27,,986.8
2020-04-28,,986.8
2020-04-29,,986.8
2020-04-30,,986.7
2020-05-04,,986.8
2020-05-05,,986.7
2020-05-06,,986.8
2020-05-07,,986.8
2020-05-08,,986.6
2020-05-11,,986.6
2020-05-12,,986.6
2020-05-13,,986.6
2020-05-14,,986.6
2020-05-15,,986.6
2020-05-18,,986.5
2020-05-19,,986.6
2020-05-20,,986.5
2020-05-21,,986.5
2020-05-22,,986.5
2020-05-25,,986.5
2020-05-26,,986.5
2020-05-27,,986.4
2020-05-28,,986.4
2020-05-29,,986.4
2020-06-01,,986.4
2020-06-02,,986.4
2020-06-03,,986.4
2020-06-04,,986.6
2020-06-05,,986.4
2020-06-08,,986.3
2020-06-09,,986.3
2020-06-10,,986.3
2020-06-11,,986.2
2020-06-12,,986.1
2020-06-15,,986.2
2020-06-16,,986.3
2020-06-17,,986.3
2020-06-18,,986.4
2020-06-19,,986.2
2020-06-22,,986.1
2020-06-23,,986.1
2020-06-24,,986.1
2020-06-25,,986.1
2020-06-26,,986.1
2020-06-29,,986.0
2020-06-30,,986.0
2020-07-01,,986.0
2020-07-02,,986.1
2020-07-03,,986.0
2020-07-06,,986.0
2020-07-07,,986.0
2020-07-08,,985.9
2020-07-09,,985.9
2020-07-10,,985.9
2020-07-13,,985.9
2020-07-14,,985.9
2020-07-15,,985.9
2020-07-16,,985.8
2020-07-17,,985.8
2020-07-20,,985.8
2020-07-21,,985.8
2020-07-22,,985.8
2020-07-23,,985.8
2020-07-24,,985.8
2020-07-27,,985.7
2020-07-28,,985.7
2020-07-29,,985.7
2020-07-30,,985.9
2020-07-31,,985.6
2020-08-03,,985.6
2020-08-04,,985.6
2020-08-05,,985.6
2020-08-06,,985.6
2020-08-07,,985.6
2020-08-10,,985.6
2020-08-11,,985.5
2020-08-12,,985.5
2020-08-13,,985.5
2020-08-14,,985.5
2020-08-17,,985.5
2020-08-18,,985.5
2020-08-19,,985.4
2020-08-20,,985.4
2020-08-21,,985.4
2020-08-24,,985.4
2020-08-25,,985.4
2020-08-26,,985.4
2020-08-27,,985.4
2020-08-28,,985.3
2020-08-31,,985.3
2020-09-01,,985.3
2020-09-02,,985.3
2020-09-03,,985.4
2020-09-04,,985.2
2020-09-07,,985.2
2020-09-08,,985.3
2020-09-09,,985.2
2020-09-10,,985.2
2020-09-11,,985.1
2020-09-14,,985.2
2020-09-15,,985.1
2020-09-16,,985.1
2020-09-17,,985.1
2020-09-18,,985.1
2020-09-21,,985.0
2020-09-22,,985.1
2020-09-23,,985.0
2020-09-24,,985.0
2020-09-25,,985.0
2020-09-28,,985.0
2020-09-29,,984.9
2020-09-30,,984.9
2020-10-01,,984.9
2020-10-02,,984.9
2020-10-05,,985.0
2020-10-06,,984.8
2020-10-07,,984.8
2020-10-08,,984.8
2020-10-09,,984.8
2020-10-12,,984.8
2020-10-13,,984.9
2020-10-14,,984.7
2020-10-15,,984.7
2020-10-16,,984.7
2020-10-19,,984.7
2020-10-20,,984.7
2020-10-21,,984.7
2020-10-22,,984.6
2020-10-23,,984.6
2020-10-26,,984.7
2020-10-27,,984.6
2020-10-28,,984.5
2020-10-29,,984.5
2020-10-30,,984.5
2020-11-02,,984.5
2020-11-03,,984.5
2020-11-04,,984.4
2020-11-05,,984.5
2020-11-06,,984.4
2020-11-09,,984.5
2020-11-10,,984.6
2020-11-11,,984.4
2020-11-12,,984.4
2020-11-13,,984.5
2020-11-16,,984.3
2020-11-17,,984.4
2020-11-18,,984.3
2020-11-19,,984.3
2020-11-20,,984.3
2020-11-23,,984.3
2020-11-24,,984.2
2020-11-25,,984.2
2020-11-26,,984.3
2020-11-27,,984.3
2020-11-30,,984.2
2020-12-01,,984.2
2020-12-02,,984.1
2020-12-03,,984.1
2020-12-04,,984.1
2020-12-07,,984.1
2020-12-08,,984.0
2020-12-09,,984.1
2020-12-10,,984.0
2020-12-11,,984.0
2020-12-14,,984.1
2020-12-15,,984.0
2020-12-16,,983.9
2020-12-17,,983.9
2020-12-18,,983.9
2020-12-21,,983.9
2020-12-22,,984.0
2020-12-23,,983.9
2020-12-24,,983.8
2020-12-28,,983.9
2020-12-29,,983.8
2020-12-30,,983.7
2020-12-31,,983.7
2021-01-04,,983.7
2021-01-05,,983.8
2021-01-06,,983.8
2021-01-07,,983.8
2021-01-08,,983.7
2021-01-11,,983.7
2021-01-12,,983.6
2021-01-13,,983.7
2021-01-14,,983.6
2021-01-15,,983.6
2021-01-18,,983.7
2021-01-19,,983.6
2021-01-20,,983.6
2021-01-21,,983.6
2021-01-22,,983.5
2021-01-25,,983.5
2021-01-26,,983.5
2021-01-27,,983.5
2021-01-28,,983.4
2021-01-29,,983.4
2021-02-01,,983.5
2021-02-02,,983.4
2021-02-03,,983.4
2021-02-04,,983.4
2021-02-05,,983.3
2021-02-08,,983.4
2021-02-09,,983.3
2021-02-10,,983.3
2021-02-11,,983.3
2021-02-12,,983.3
2021-02-15,,983.4
2021-02-16,,983.3
2021-02-17,,983.4
2021-02-18,,983.3
2021-02-19,,983.1
2021-02-22,,983.1
2021-02-23,,982.9
2021-02-24,,983.1
2021-02-25,,983.1
2021-02-26,,983.2
2021-03-01,,983.0
2021-03-02,,983.1
2021-03-03,,983.0
2021-03-04,,983.0
2021-03-05,,983.0
2021-03-08,,983.0
2021-03-09,,982.9
2021-03-10,,983.0
2021-03-11,,982.9
2021-03-12,,982.9
2021-03-15,,982.9
2021-03-16,,982.9
2021-03-17,,982.8
2021-03-18,,982.8
2021-03-19,,982.8
2021-03-22,,982.9
2021-03-23,,982.8
2021-03-24,,982.8
2021-03-25,,982.7
2021-03-26,,982.7
2021-03-29,,982.7
2021-03-30,,982.8
2021-03-31,,982.9
2021-04-01,,982.6
2021-04-06,,982.6
2021-04-07,,982.6
2021-04-08,,982.6
2021-04-09,,982.5
2021-04-12,,982.6
2021-04-13,,982.5
2021-04-14,,982.5
2021-04-15,,982.5
2021-04-16,,982.4
2021-04-19,,982.5
2021-04-20,,982.4
2021-04-21,,982.4
2021-04-22,,982.4
2021-04-23,,982.3
2021-04-26,,982.3
2021-04-27,,982.3
2021-04-28,,982.4
2021-04-29,,982.3
2021-04-30,,982.2
2021-05-03,,982.3
2021-05-04,,982.3
2021-05-05,,982.3
2021-05-06,,982.4
2021-05-07,,982.3
2021-05-10,,982.2
2021-05-11,,982.2
2021-05-12,,982.2
2021-05-13,,982.1
2021-05-14,,982.1
2021-05-17,,982.2
2021-05-18,,982.1
2021-05-19,,982.1
2021-05-20,,982.1
2021-05-21,,982.1
2021-05-24,,982.1
2021-05-25,,982.0
2021-05-26,,982.0
2021-05-27,,982.0
2021-05-28,,982.0
2021-05-31,,982.0
2021-06-01,,981.8
2021-06-02,,981.9
2021-06-03,,981.8
2021-06-04,,981.9
2021-06-07,,981.8
2021-06-08,,981.8
2021-06-09,,981.8
2021-06-10,,981.8
2021-06-11,,981.8
2021-06-14,,981.7
2021-06-15,,981.7
2021-06-16,,981.7
2021-06-17,,981.6
2021-06-18,,981.7
2021-06-21,,981.7
2021-06-22,,981.6
2021-06-23,,981.6
2021-06-24,,981.6
2021-06-25,,981.6
2021-06-28,,98.16
2021-06-29,,98.16
2021-06-30,,98.17
2021-07-01,,98.15
2021-07-02,,98.15
2021-07-05,,98.15
2021-07-06,,98.15
2021-07-07,,98.15
2021-07-08,,98.14
2021-07-09,,98.14
2021-07-12,,98.14
2021-07-13,,98.11
2021-07-14,,98.14
2021-07-15,,98.13
2021-07-16,,98.13
2021-07-19,,98.14
2021-07-20,,98.13
2021-07-21,,98.12
2021-07-22,,98.13
2021-07-23,,98.12
2021-07-26,,98.12
2021-07-27,,98.12
2021-07-28,,98.12
2021-07-29,,98.11
2021-07-30,,98.11
2021-08-02,,98.11
2021-08-03,,98.11
2021-08-04,,98.11
2021-08-05,,98.11
2021-08-06,,98.1
2021-08-09,,98.1
2021-08-10,,98.1
2021-08-11,,98.1
2021-08-12,,98.1
2021-08-13,,98.08
2021-08-16,,98.09
2021-08-17,,98.09
2021-08-18,,98.09
2021-08-19,,98.09
2021-08-20,,98.07
2021-08-23,,98.08
2021-08-24,,98.08
2021-08-25,,98.08
2021-08-26,,98.08
2021-08-27,,98.08
2021-08-30,,98.07
2021-08-31,,98.07
2021-09-01,,98.07
2021-09-02,,98.07
2021-09-03,,98.07
2021-09-06,,98.06
2021-09-07,,98.06
2021-09-08,,98.07
2021-09-09,,98.06
2021-09-10,,98.06
2021-09-13,,98.06
2021-09-14,,98.06
2021-09-15,,98.06
2021-09-16,,98.04
2021-09-17,,98.06
2021-09-20,,98.05
2021-09-21,,98.05
2021-09-22,,98.04
2021-09-23,,98.06
2021-09-24,,98.04
2021-09-27,,98.03
2021-09-28,,98.04
2021-09-29,,98.03
2021-09-30,,98.04
2021-10-01,,98.03
2021-10-04,,98.02
2021-10-05,,98.02
2021-10-06,,98.02
2021-10-07,,98.02
2021-10-08,,98.02
2021-10-11,,98.02
2021-10-12,,98.03
2021-10-13,,98.03
2021-10-14,,98.02
2021-10-15,,98.01
2021-10-18,,98.01
2021-10-19,,98.01
2021-10-20,,98.01
2021-10-21,,98.01
2021-10-22,,98.0
2021-10-25,,98.0
2021-10-26,,98.0
2021-10-27,,98.0
2021-10-28,,98.0
2021-10-29,,98.0
2021-11-01,,97.99
2021-11-02,,97.99
2021-11-03,,98.0
2021-11-04,,97.99
2021-11-05,,97.98
2021-11-08,,97.99
2021-11-09,,97.98
2021-11-10,,97.99
2021-11-11,,97.98
2021-11-12,,97.98
2021-11-15,,97.99
2021-11-16,,97.98
2021-11-17,,97.98
2021-11-18,,97.97
2021-11-19,,97.96
2021-11-22,,97.99
2021-11-23,,97.97
2021-11-24,,97.97
2021-11-25,,97.96
2021-11-26,,97.97
2021-11-29,,97.97
2021-11-30,,97.94
2021-12-01,,97.96
2021-12-02,,97.96
2021-12-03,,97.96
2021-12-06,,97.95
2021-12-07,,97.95
2021-12-08,,97.95
2021-12-09,,97.95
2021-12-10,,97.96
2021-12-13,,97.95
2021-12-14,,97.94
2021-12-15,,97.94
2021-12-16,,97.93
2021-12-17,,97.94
2021-12-20,,97.94
2021-12-21,,97.94
2021-12-22,,97.94
2021-12-23,,97.93
2021-12-24,,97.95
2021-12-27,,97.94
2021-12-28,,97.94
2021-12-29,,97.92
2021-12-30,,97.95
2021-12-31,,97.95
2022-01-03,,97.91
2022-01-04,,97.92
2022-01-05,,97.92
2022-01-06,,97.91
2022-01-07,,97.92
2022-01-10,,97.91
2022-01-11,,97.91
2022-01-12,,97.93
2022-01-13,,97.9
2022-01-14,,97.92
2022-01-17,,97.92
2022-01-18,,97.92
2022-01-19,,97.91
2022-01-20,,97.91
2022-01-21,,97.9
2022-01-24,,97.88
2022-01-25,,97.91
2022-01-26,,97.89
2022-01-27,,97.89
2022-01-28,,97.89
2022-01-31,,97.9
2022-02-01,,97.9
2022-02-02,,97.9
2022-02-03,,97.87
2022-02-04,,97.91
2022-02-07,,97.87
2022-02-08,,97.88
2022-02-09,,97.9
2022-02-10,,97.9
2022-02-11,,97.88
2022-02-14,,97.87
2022-02-15,,97.87
2022-02-16,,97.87
2022-02-17,,97.87
2022-02-18,,97.86
2022-02-21,,97.86
2022-02-22,,97.86
2022-02-23,,97.87
2022-02-24,,97.85
2022-02-25,,97.84
2022-02-28,,97.87
2022-03-01,,97.88
2022-03-02,,97.86
2022-03-03,,97.88
2022-03-04,,97.88
2022-03-07,,97.87
2022-03-08,,97.84
2022-03-09,,97.88
2022-03-10,,97.86
2022-03-11,,97.83
2022-03-14,,97.83
2022-03-15,,97.84
2022-03-16,,97.83
2022-03-17,,97.82
2022-03-18,,97.83
2022-03-21,,97.83
2022-03-22,,97.83
2022-03-23,,97.82
2022-03-24,,97.83
2022-03-25,,97.82
2022-03-28,,97.82
2022-03-29,,97.82
2022-03-30,,97.82
2022-03-31,,97.84
2022-04-01,,97.81
2022-04-04,,97.83
2022-04-05,,97.81
2022-04-06,,97.81
2022-04-07,,97.81
2022-04-08,,97.81
2022-04-11,,97.82
2022-04-12,,97.83
2022-04-13,,97.8
2022-04-14,,97.81
2022-04-19,,97.8
2022-04-20,,97.8
2022-04-21,,97.8
2022-04-22,,97.78
2022-04-25,,97.78
2022-04-26,,97.79
2022-04-27,,97.79
2022-04-28,,97.79
2022-04-29,,97.81
2022-05-02,,97.77
2022-05-03,,97.78
2022-05-04,,97.8
2022-05-05,,97.78
2022-05-06,,97.78
2022-05-09,,97.77
2022-05-10,,97.78
2022-05-11,,97.8
2022-05-12,,97.77
2022-05-13,,97.76
2022-05-16,,97.78
2022-05-17,,97.76
2022-05-18,,97.76
2022-05-19,,97.76
2022-05-20,,97.77
2022-05-23,,97.75
2022-05-24,,97.75
2022-05-25,,97.75
2022-05-26,,97.75
2022-05-27,,97.75
2022-05-30,,97.75
2022-05-31,,97.74
2022-06-01,,97.77
2022-06-02,,97.75
2022-06-03,,97.74
2022-06-06,,97.74
2022-06-07,,97.73
2022-06-08,,97.73
2022-06-09,,97.75
2022-06-10,,97.76
2022-06-13,,97.75
2022-06-14,,97.73
2022-06-15,,97.73
2022-06-16,,97.75
2022-06-17,,97.73
2022-06-20,,97.73
2022-06-21,,97.75
2022-06-22,,97.72
2022-06-23,,97.72
2022-06-24,,97.72
2022-06-27,,97.74
2022-06-28,,97.71
2022-06-29,,97.72
2022-06-30,,97.74
2022-07-01,,97.7
2022-07-04,,97.71
2022-07-05,,97.71
2022-07-06,,97.71
2022-07-07,,97.71
2022-07-08,,97.7
2022-07-11,,97.71
2022-07-12,,97.72
2022-07-13,,97.72
2022-07-14,,97.7
2022-07-15,,97.71
2022-07-18,,97.69
2022-07-19,,97.69
2022-07-20,,97.69
2022-07-21,,97.69
2022-07-22,,97.68
2022-07-25,,97.67
2022-07-26,,97.68
2022-07-27,,97.68
2022-07-28,,97.68
2022-07-29,,97.69
2022-08-01,,97.67
2022-08-02,,97.7
2022-08-03,,97.68
2022-08-04,,97.68
2022-08-05,,97.68
2022-08-08,,97.67
2022-08-09,,97.68
2022-08-10,,97.67
2022-08-11,,97.68
2022-08-12,,97.68
2022-08-15,,97.67
2022-08-16,,97.68
2022-08-17,,97.68
2022-08-18,,97.68
2022-08-19,,97.68
2022-08-22,,97.68
2022-08-23,,97.68
2022-08-24,,97.68
2022-08-25,,97.68
2022-08-26,,97.68
2022-08-29,,97.69
2022-08-30,,97.68
2022-08-31,,97.67
2022-09-01,,97.67
2022-09-02,,97.68
2022-09-05,,97.68
2022-09-06,,97.69
2022-09-07,,97.68
2022-09-08,,97.69
2022-09-09,,97.67
2022-09-12,,97.7
2022-09-13,,97.71
2022-09-14,,97.69
2022-09-15,,97.69
2022-09-16,,97.69
2022-09-19,,97.69
2022-09-20,,97.68
2022-09-21,,97.7
2022-09-22,,97.7
2022-09-23,,97.7
2022-09-26,,97.73
2022-09-27,,97.71
2022-09-28,,97.69
2022-09-29,,97.72
2022-09-30,,97.74
2022-10-03,,97.73
2022-10-04,,97.73
2022-10-05,,97.72
2022-10-06,,97.74
2022-10-07,,97.74
2022-10-10,,97.75
2022-10-11,,97.77
2022-10-12,,97.76
2022-10-13,,97.77
2022-10-14,,97.76
2022-10-17,,97.75
2022-10-18,,97.76
2022-10-19,,97.76
2022-10-20,,97.76
2022-10-21,,97.77
2022-10-24,,97.78
2022-10-25,,97.8
2022-10-26,,97.8
2022-10-27,,97.79
2022-10-28,,97.79
2022-10-31,,97.81
2022-11-01,,97.79
2022-11-02,,97.76
2022-11-03,,97.8
2022-11-04,,97.81
2022-11-07,,97.82
2022-11-08,,97.82
2022-11-09,,97.83
2022-11-10,,97.85
2022-11-11,,97.84
2022-11-14,,97.85
2022-11-15,,97.86
2022-11-16,,97.86
2022-11-17,,97.84
2022-11-18,,97.87
2022-11-21,,97.88
2022-11-22,,97.88
2022-11-23,,97.9
2022-11-24,,97.89
2022-11-25,,97.89
2022-11-28,,97.92
2022-11-29,,99.24
2022-11-30,,97.88
2022-12-01,,97.91
2022-12-02,,97.89
2022-12-05,,97.92
2022-12-06,,97.96
2022-12-07,,97.95
2022-12-08,,97.97
2022-12-09,,97.96
2022-12-12,,97.97
2022-12-13,,97.99
2022-12-14,,98.0
2022-12-15,,97.98
2022-12-16,,98.01
2022-12-19,,98.01
2022-12-20,,98.02
2022-12-21,,98.04
2022-12-22,,98.0
2022-12-23,,98.0
2022-12-27,,98.08
2022-12-28,,98.06
2022-12-29,,98.04
2022-12-30,,98.04
2023-01-02,,98.07
2023-01-03,,98.05
2023-01-04,,98.06
2023-01-05,,98.06
2023-01-06,,98.1
2023-01-09,,98.14
2023-01-10,,98.09
2023-01-11,,98.13
2023-01-12,,98.1
2023-01-13,,98.13
2023-01-16,,98.15
2023-01-17,,98.12
2023-01-18,,98.13
2023-01-19,,98.16
2023-01-20,,98.15
2023-01-23,,98.17
2023-01-24,,98.18
2023-01-25,,98.19
2023-01-26,,98.2
2023-01-27,,98.2
2023-01-30,,98.21
2023-01-31,,98.2
2023-02-01,,98.22
2023-02-02,,98.21
2023-02-03,,98.22
2023-02-06,,98.24
2023-02-07,,98.25
2023-02-08,,98.24
2023-02-09,,98.27
2023-02-10,,98.22
2023-02-13,,98.27
2023-02-14,,98.31
2023-02-15,,98.3
2023-02-16,,98.32
2023-02-17,,98.32
2023-02-20,,98.32
2023-02-21,,98.35
2023-02-22,,98.37
2023-02-23,,98.37
2023-02-24,,98.38
2023-02-27,,98.39
2023-02-28,,98.4
2023-03-01,,98.39
2023-03-02,,98.41
2023-03-03,,98.4
2023-03-06,,98.41
2023-03-07,,98.45
2023-03-08,,98.45
2023-03-09,,98.47
2023-03-10,,98.47
2023-03-13,,98.49
2023-03-14,,98.5
2023-03-15,,98.48
2023-03-16,,98.51
2023-03-17,,98.53
2023-03-20,,98.55
2023-03-21,,98.55
2023-03-22,,98.56
2023-03-23,,98.57
2023-03-24,,98.58
2023-03-27,,98.58
2023-03-28,,98.61
2023-03-29,,98.58
2023-03-30,,98.62
2023-03-31,,98.63
2023-04-03,,98.65
2023-04-04,,98.62
2023-04-05,,98.67
2023-04-06,,98.7
2023-04-11,,98.7
2023-04-12,,98.72
2023-04-13,,98.72
2023-04-14,,98.74
2023-04-17,,98.76
2023-04-18,,98.76
2023-04-19,,98.77
2023-04-20,,98.77
2023-04-21,,98.8
2023-04-24,,98.81
2023-04-25,,98.81
2023-04-26,,98.85
2023-04-27,,98.84
2023-04-28,,98.85
2023-05-02,,98.85
2023-05-03,,98.85
2023-05-04,,98.87
2023-05-05,,98.91
2023-05-08,,98.93
2023-05-09,,98.94
2023-05-10,,98.92
2023-05-11,,98.93
2023-05-12,,98.97
2023-05-15,,98.98
2023-05-16,,99.01
2023-05-17,,98.99
2023-05-18,,99.01
2023-05-19,,99.06
2023-05-22,,99.03
2023-05-23,,99.04
2023-05-24,,99.04
2023-05-25,,99.08
2023-05-26,,99.08
2023-05-29,,99.08
2023-05-30,,99.1
2023-05-31,,99.09
2023-06-01,,99.15
2023-06-02,,99.15
2023-06-05,,99.14
2023-06-06,,99.16
2023-06-07,,99.16
2023-06-08,,99.18
2023-06-09,,99.2
2023-06-12,,99.2
2023-06-13,,99.2
2023-06-14,,99.21
2023-06-15,,99.21
2023-06-16,,99.25
2023-06-19,,99.29
2023-06-20,,99.25
2023-06-21,,99.28
2023-06-22,,99.3
2023-06-23,,99.4
2023-06-26,,99.36
2023-06-27,,99.34
2023-06-28,,99.36
2023-06-29,,99.37
2023-06-30,,99.41
2023-07-03,,99.46
2023-07-04,,99.4
2023-07-05,,99.41
2023-07-06,,99.46
2023-07-07,,99.45
2023-07-10,,99.48
2023-07-11,,99.5
2023-07-12,,99.5
2023-07-13,,99.46
2023-07-14,,99.53
2023-07-17,,99.54
2023-07-18,,99.54
2023-07-19,,99.54
2023-07-20,,99.56
2023-07-21,,99.6
2023-07-24,,99.6
2023-07-25,,99.59
2023-07-26,,99.61
2023-07-27,,99.65
2023-07-28,,99.65
2023-07-31,,99.66
2023-08-01,,99.65
2023-08-02,,99.69
2023-08-03,,99.68
2023-08-04,,99.73
2023-08-07,,99.73
2023-08-08,,99.74
2023-08-09,,99.73
2023-08-10,,99.77
2023-08-11,,99.8
2023-08-14,,99.82
2023-08-15,,99.85
2023-08-16,,99.85
2023-08-17,,99.85
2023-08-18,,99.87
2023-08-21,,99.86
2023-08-22,,99.88
2023-08-23,,99.87
2023-08-24,,99.9
2023-08-25,,99.91
2023-08-28,,99.95
2023-08-29,,99.96
2023-08-30,,99.94
2023-08-31,,99.97
2023-09-01,,99.98
2023-09-04,,100.0
2023-09-05,,100.0
2023-09-06,,100.04
2023-09-07,,100.04
2023-09-08,,100.06
2023-09-11,,100.06
2023-09-12,,100.1
2023-09-13,,100.08
2023-09-14,,100.1
2023-09-15,,100.14
2023-09-18,,100.16
2023-09-19,,100.14
2023-09-20,,100.2
2023-09-21,,100.18
2023-09-22,,100.2
2023-09-25,,100.22
2023-09-26,,100.26
2023-09-27,,100.26
2023-09-28,,100.28
2023-09-29,,100.28
2023-10-02,,100.32
2023-10-03,,100.28
2023-10-04,,100.34
2023-10-05,,100.34
2023-10-06,,100.38
2023-10-09,,100.38
2023-10-10,,100.4
2023-10-11,,100.4
2023-10-12,,100.4
2023-10-13,,100.44
2023-10-16,,100.44
2023-10-17,,100.48
2023-10-18,,100.48
2023-10-19,,100.5
2023-10-20,,100.52
2023-10-23,,100.5
2023-10-24,,100.54
2023-10-25,,100.56
2023-10-26,,100.56
2023-10-27,,100.6
2023-10-30,,100.62
2023-10-31,,100.64
2023-11-01,,100.66
2023-11-02,,100.62
2023-11-03,,100.68
2023-11-06,,100.68
2023-11-07,,100.7
2023-11-08,,100.72
2023-11-09,,100.8
2023-11-10,,100.74
2023-11-13,,100.74
2023-11-14,,100.76
2023-11-15,,100.78
2023-11-16,,100.8
2023-11-17,,100.82
2023-11-20,,100.8
2023-11-21,,100.82
2023-11-22,,100.86
2023-11-23,,100.86
2023-11-24,,100.92
2023-11-27,,100.9
2023-11-28,,100.9
2023-11-29,,100.9
2023-11-30,,100.94
2023-12-01,,100.94
2023-12-04,,100.98
2023-12-05,,101.02
2023-12-06,,101.02
2023-12-07,,101.04
2023-12-08,,101.04
2023-12-11,,101.08
2023-12-12,,101.1
2023-12-13,,101.08
2023-12-14,,101.12
2023-12-15,,101.14
2023-12-18,,101.14
2023-12-19,,101.16
2023-12-20,,101.16
2023-12-21,,101.18
2023-12-22,,101.24
2023-12-27,,101.22
2023-12-28,,101.24
2023-12-29,,101.32
2024-01-02,,101.3
2024-01-03,,101.34
2024-01-04,,101.36
2024-01-05,,101.36
2024-01-08,,101.38
2024-01-09,,101.38
2024-01-10,,101.38
2024-01-11,,101.4
2024-01-12,,101.44
2024-01-15,,101.44
2024-01-16,,101.46
2024-01-17,,101.48
2024-01-18,,101.5
2024-01-19,,101.52
2024-01-22,,101.54
2024-01-23,,101.56
2024-01-24,,101.54
2024-01-25,,101.6
2024-01-26,,101.6
2024-01-29,,101.6
2024-01-30,,101.6
2024-01-31,,101.62
2024-02-01,,101.66
2024-02-02,,101.66
2024-02-05,,101.64
2024-02-06,,101.7
2024-02-07,,101.72
2024-02-08,,101.74
2024-02-09,,101.72
2024-02-12,,101.76
2024-02-13,,101.76
2024-02-14,,101.78
2024-02-15,,101.82
2024-02-16,,101.82
2024-02-19,,101.84
2024-02-20,,101.86
