,ALUNT FP Equity_DX_SI_QTY,ALUNT FP Equity_DX_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUNT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUNT FP Equity_DX_SI_MV,ALUNT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SUPPLY_SI_QTY,ALUNT FP Equity_DX_BROKER_SI_QTY,ALUNT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUNT FP Equity_DX_SUPPLY_SI_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUNT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUNT FP Equity_DX_BROKER_SI_CON_RATIO,ALUNT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUNT FP Equity_PX_LAST
2020-07-06,,,,,,,,,,,,,,,,,,,,1.79
2020-07-07,,,,,,,,,,,,,,,,,,,,1.8
2020-07-08,,,,,,,,,,,,,,,,,,,,1.8
2020-07-09,,,,,,,,,,,,,,,,,,,,1.8
2020-07-10,,,,,,,,,,,,,,,,,,,,1.86
2020-07-13,,,,,,,,,,,,,,,,,,,,1.9
2020-07-14,,,,,,,,,,,,,,,,,,,,1.9
2020-07-15,,,,,,,,,,,,,,,,,,,,1.81
2020-07-16,,,,,,,,,,,,,,,,,,,,1.71
2020-07-17,,,,,,,,,,,,,,,,,,,,1.71
2020-07-20,,,,,,,,,,,,,,,,,,,,1.71
2020-07-21,,,,,,,,,,,,,,,,,,,,1.71
2020-07-22,,,,,,,,,,,,,,,,,,,,1.71
2020-07-23,,,,,,,,,,,,,,,,,,,,1.71
2020-07-24,,,,,,,,,,,,,,,,,,,,1.71
2020-07-27,,,,,,,,,,,,,,,,,,,,1.7
2020-07-28,,,,,,,,,,,,,,,,,,,,1.75
2020-07-29,,,,,,,,,,,,,,,,,,,,1.75
2020-07-30,,,,,,,,,,,,,,,,,,,,1.65
2020-07-31,,,,,,,,,,,,,,,,,,,,1.81
2020-08-03,,,,,,,,,,,,,,,,,,,,1.83
2020-08-04,,,,,,,,,,,,,,,,,,,,1.95
2020-08-05,,,,,,,,,,,,,,,,,,,,2.1
2020-08-06,,,,,,,,,,,,,,,,,,,,2.06
2020-08-07,,,,,,,,,,,,,,,,,,,,2.0
2020-08-10,,,,,,,,,,,,,,,,,,,,1.87
2020-08-11,,,,,,,,,,,,,,,,,,,,1.87
2020-08-12,,,,,,,,,,,,,,,,,,,,1.87
2020-08-13,,,,,,,,,,,,,,,,,,,,1.87
2020-08-14,,,,,,,,,,,,,,,,,,,,1.87
2020-08-17,,,,,,,,,,,,,,,,,,,,1.87
2020-08-18,,,,,,,,,,,,,,,,,,,,1.88
2020-08-19,,,,,,,,,,,,,,,,,,,,1.91
2020-08-20,,,,,,,,,,,,,,,,,,,,1.82
2020-08-21,,,,,,,,,,,,,,,,,,,,1.82
2020-08-24,,,,,,,,,,,,,,,,,,,,1.82
2020-08-25,,,,,,,,,,,,,,,,,,,,1.75
2020-08-26,,,,,,,,,,,,,,,,,,,,1.78
2020-08-27,,,,,,,,,,,,,,,,,,,,1.78
2020-08-28,,,,,,,,,,,,,,,,,,,,1.78
2020-08-31,,,,,,,,,,,,,,,,,,,,1.8
2020-09-01,,,,,,,,,,,,,,,,,,,,1.8
2020-09-02,,,,,,,,,,,,,,,,,,,,1.8
2020-09-03,,,,,,,,,,,,,,,,,,,,1.8
2020-09-04,,,,,,,,,,,,,,,,,,,,1.8
2020-09-07,,,,,,,,,,,,,,,,,,,,1.88
2020-09-08,,,,,,,,,,,,,,,,,,,,1.94
2020-09-09,,,,,,,,,,,,,,,,,,,,2.0
2020-09-10,,,,,,,,,,,,,,,,,,,,1.99
2020-09-11,,,,,,,,,,,,,,,,,,,,1.99
2020-09-14,,,,,,,,,,,,,,,,,,,,2.0
2020-09-15,,,,,,,,,,,,,,,,,,,,1.99
2020-09-16,,,,,,,,,,,,,,,,,,,,2.0
2020-09-17,,,,,,,,,,,,,,,,,,,,1.99
2020-09-18,,,,,,,,,,,,,,,,,,,,1.99
2020-09-21,,,,,,,,,,,,,,,,,,,,1.99
2020-09-22,,,,,,,,,,,,,,,,,,,,1.99
2020-09-23,,,,,,,,,,,,,,,,,,,,1.99
2020-09-24,,,,,,,,,,,,,,,,,,,,1.99
2020-09-25,,,,,,,,,,,,,,,,,,,,1.99
2020-09-28,,,,,,,,,,,,,,,,,,,,1.99
2020-09-29,,,,,,,,,,,,,,,,,,,,1.99
2020-09-30,,,,,,,,,,,,,,,,,,,,1.99
2020-10-01,,,,,,,,,,,,,,,,,,,,1.99
2020-10-02,,,,,,,,,,,,,,,,,,,,1.99
2020-10-05,,,,,,,,,,,,,,,,,,,,1.9
2020-10-06,,,,,,,,,,,,,,,,,,,,1.8
2020-10-07,,,,,,,,,,,,,,,,,,,,1.8
2020-10-08,,,,,,,,,,,,,,,,,,,,1.8
2020-10-09,,,,,,,,,,,,,,,,,,,,1.8
2020-10-12,,,,,,,,,,,,,,,,,,,,1.8
2020-10-13,,,,,,,,,,,,,,,,,,,,1.7
2020-10-14,,,,,,,,,,,,,,,,,,,,1.69
2020-10-15,,,,,,,,,,,,,,,,,,,,1.69
2020-10-16,,,,,,,,,,,,,,,,,,,,1.69
2020-10-19,,,,,,,,,,,,,,,,,,,,1.69
2020-10-20,,,,,,,,,,,,,,,,,,,,1.7
2020-10-21,,,,,,,,,,,,,,,,,,,,1.72
2020-10-22,,,,,,,,,,,,,,,,,,,,1.8
2020-10-23,,,,,,,,,,,,,,,,,,,,1.7
2020-10-26,,,,,,,,,,,,,,,,,,,,1.8
2020-10-27,,,,,,,,,,,,,,,,,,,,1.8
2020-10-28,,,,,,,,,,,,,,,,,,,,1.7
2020-10-29,,,,,,,,,,,,,,,,,,,,1.62
2020-10-30,,,,,,,,,,,,,,,,,,,,1.61
2020-11-02,,,,,,,,,,,,,,,,,,,,1.62
2020-11-03,,,,,,,,,,,,,,,,,,,,1.62
2020-11-04,,,,,,,,,,,,,,,,,,,,1.62
2020-11-05,,,,,,,,,,,,,,,,,,,,1.62
2020-11-06,,,,,,,,,,,,,,,,,,,,1.63
2020-11-09,,,,,,,,,,,,,,,,,,,,1.68
2020-11-10,,,,,,,,,,,,,,,,,,,,1.6
2020-11-11,,,,,,,,,,,,,,,,,,,,1.6
2020-11-12,,,,,,,,,,,,,,,,,,,,1.6
2020-11-13,,,,,,,,,,,,,,,,,,,,1.65
2020-11-16,,,,,,,,,,,,,,,,,,,,1.65
2020-11-17,,,,,,,,,,,,,,,,,,,,1.55
2020-11-18,,,,,,,,,,,,,,,,,,,,1.57
2020-11-19,,,,,,,,,,,,,,,,,,,,1.57
2020-11-20,,,,,,,,,,,,,,,,,,,,1.58
2020-11-23,,,,,,,,,,,,,,,,,,,,1.59
2020-11-24,,,,,,,,,,,,,,,,,,,,1.6
2020-11-25,,,,,,,,,,,,,,,,,,,,1.61
2020-11-26,,,,,,,,,,,,,,,,,,,,1.75
2020-11-27,,,,,,,,,,,,,,,,,,,,1.67
2020-11-30,,,,,,,,,,,,,,,,,,,,1.67
2020-12-01,,,,,,,,,,,,,,,,,,,,1.76
2020-12-02,,,,,,,,,,,,,,,,,,,,1.72
2020-12-03,,,,,,,,,,,,,,,,,,,,1.7
2020-12-04,,,,,,,,,,,,,,,,,,,,1.7
2020-12-07,,,,,,,,,,,,,,,,,,,,1.71
2020-12-08,,,,,,,,,,,,,,,,,,,,1.75
2020-12-09,,,,,,,,,,,,,,,,,,,,1.8
2020-12-10,,,,,,,,,,,,,,,,,,,,1.82
2020-12-11,,,,,,,,,,,,,,,,,,,,1.82
2020-12-14,,,,,,,,,,,,,,,,,,,,1.81
2020-12-15,,,,,,,,,,,,,,,,,,,,1.88
2020-12-16,,,,,,,,,,,,,,,,,,,,2.0
2020-12-17,,,,,,,,,,,,,,,,,,,,1.86
2020-12-18,,,,,,,,,,,,,,,,,,,,1.86
2020-12-21,,,,,,,,,,,,,,,,,,,,1.94
2020-12-22,,,,,,,,,,,,,,,,,,,,1.94
2020-12-23,,,,,,,,,,,,,,,,,,,,1.94
2020-12-24,,,,,,,,,,,,,,,,,,,,1.98
2020-12-28,,,,,,,,,,,,,,,,,,,,2.0
2020-12-29,,,,,,,,,,,,,,,,,,,,1.99
2020-12-30,,,,,,,,,,,,,,,,,,,,2.1
2020-12-31,,,,,,,,,,,,,,,,,,,,2.0
2021-01-04,,,,,,,,,,,,,,,,,,,,2.08
2021-01-05,,,,,,,,,,,,,,,,,,,,2.0
2021-01-06,,,,,,,,,,,,,,,,,,,,2.0
2021-01-07,,,,,,,,,,,,,,,,,,,,2.0
2021-01-08,,,,,,,,,,,,,,,,,,,,2.08
2021-01-11,,,,,,,,,,,,,,,,,,,,2.0
2021-01-12,,,,,,,,,,,,,,,,,,,,1.99
2021-01-13,,,,,,,,,,,,,,,,,,,,1.92
2021-01-14,,,,,,,,,,,,,,,,,,,,1.93
2021-01-15,,,,,,,,,,,,,,,,,,,,2.04
2021-01-18,,,,,,,,,,,,,,,,,,,,1.94
2021-01-19,,,,,,,,,,,,,,,,,,,,2.08
2021-01-20,,,,,,,,,,,,,,,,,,,,2.06
2021-01-21,,,,,,,,,,,,,,,,,,,,2.04
2021-01-22,,,,,,,,,,,,,,,,,,,,2.12
2021-01-25,,,,,,,,,,,,,,,,,,,,2.12
2021-01-26,,,,,,,,,,,,,,,,,,,,2.2
2021-01-27,,,,,,,,,,,,,,,,,,,,2.22
2021-01-28,,,,,,,,,,,,,,,,,,,,2.4
2021-01-29,,,,,,,,,,,,,,,,,,,,2.42
2021-02-01,,,,,,,,,,,,,,,,,,,,2.38
2021-02-02,,,,,,,,,,,,,,,,,,,,2.36
2021-02-03,,,,,,,,,,,,,,,,,,,,2.38
2021-02-04,,,,,,,,,,,,,,,,,,,,2.4
2021-02-05,,,,,,,,,,,,,,,,,,,,2.42
2021-02-08,,,,,,,,,,,,,,,,,,,,2.5
2021-02-09,,,,,,,,,,,,,,,,,,,,2.46
2021-02-10,,,,,,,,,,,,,,,,,,,,2.46
2021-02-11,,,,,,,,,,,,,,,,,,,,2.5
2021-02-12,,,,,,,,,,,,,,,,,,,,2.62
2021-02-15,,,,,,,,,,,,,,,,,,,,2.64
2021-02-16,,,,,,,,,,,,,,,,,,,,2.58
2021-02-17,,,,,,,,,,,,,,,,,,,,2.52
2021-02-18,,,,,,,,,,,,,,,,,,,,2.52
2021-02-19,,,,,,,,,,,,,,,,,,,,2.52
2021-02-22,,,,,,,,,,,,,,,,,,,,2.58
2021-02-23,,,,,,,,,,,,,,,,,,,,2.58
2021-02-24,,,,,,,,,,,,,,,,,,,,2.6
2021-02-25,,,,,,,,,,,,,,,,,,,,2.6
2021-02-26,,,,,,,,,,,,,,,,,,,,2.56
2021-03-01,,,,,,,,,,,,,,,,,,,,2.58
2021-03-02,,,,,,,,,,,,,,,,,,,,2.6
2021-03-03,,,,,,,,,,,,,,,,,,,,2.58
2021-03-04,,,,,,,,,,,,,,,,,,,,2.66
2021-03-05,,,,,,,,,,,,,,,,,,,,2.72
2021-03-08,,,,,,,,,,,,,,,,,,,,2.74
2021-03-09,,,,,,,,,,,,,,,,,,,,2.76
2021-03-10,,,,,,,,,,,,,,,,,,,,2.76
2021-03-11,,,,,,,,,,,,,,,,,,,,2.62
2021-03-12,,,,,,,,,,,,,,,,,,,,2.6
2021-03-15,,,,,,,,,,,,,,,,,,,,2.6
2021-03-16,,,,,,,,,,,,,,,,,,,,2.58
2021-03-17,,,,,,,,,,,,,,,,,,,,2.56
2021-03-18,,,,,,,,,,,,,,,,,,,,2.32
2021-03-19,,,,,,,,,,,,,,,,,,,,2.36
2021-03-22,,,,,,,,,,,,,,,,,,,,2.32
2021-03-23,,,,,,,,,,,,,,,,,,,,2.32
2021-03-24,,,,,,,,,,,,,,,,,,,,2.42
2021-03-25,,,,,,,,,,,,,,,,,,,,2.44
2021-03-26,,,,,,,,,,,,,,,,,,,,2.44
2021-03-29,,,,,,,,,,,,,,,,,,,,2.42
2021-03-30,,,,,,,,,,,,,,,,,,,,2.32
2021-03-31,,,,,,,,,,,,,,,,,,,,2.34
2021-04-01,,,,,,,,,,,,,,,,,,,,2.32
2021-04-06,,,,,,,,,,,,,,,,,,,,2.4
2021-04-07,,,,,,,,,,,,,,,,,,,,2.4
2021-04-08,,,,,,,,,,,,,,,,,,,,2.36
2021-04-09,,,,,,,,,,,,,,,,,,,,2.3
2021-04-12,,,,,,,,,,,,,,,,,,,,2.28
2021-04-13,,,,,,,,,,,,,,,,,,,,2.28
2021-04-14,,,,,,,,,,,,,,,,,,,,2.28
2021-04-15,,,,,,,,,,,,,,,,,,,,2.3
2021-04-16,,,,,,,,,,,,,,,,,,,,2.38
2021-04-19,,,,,,,,,,,,,,,,,,,,2.4
2021-04-20,,,,,,,,,,,,,,,,,,,,2.58
2021-04-21,,,,,,,,,,,,,,,,,,,,2.52
2021-04-22,,,,,,,,,,,,,,,,,,,,2.52
2021-04-23,,,,,,,,,,,,,,,,,,,,2.4
2021-04-26,,,,,,,,,,,,,,,,,,,,2.4
2021-04-27,,,,,,,,,,,,,,,,,,,,2.36
2021-04-28,,,,,,,,,,,,,,,,,,,,2.3
2021-04-29,,,,,,,,,,,,,,,,,,,,2.3
2021-04-30,,,,,,,,,,,,,,,,,,,,2.3
2021-05-03,,,,,,,,,,,,,,,,,,,,2.46
2021-05-04,,,,,,,,,,,,,,,,,,,,2.44
2021-05-05,,,,,,,,,,,,,,,,,,,,2.44
2021-05-06,,,,,,,,,,,,,,,,,,,,2.44
2021-05-07,,,,,,,,,,,,,,,,,,,,2.44
2021-05-10,,,,,,,,,,,,,,,,,,,,2.46
2021-05-11,,,,,,,,,,,,,,,,,,,,2.44
2021-05-12,,,,,,,,,,,,,,,,,,,,2.44
2021-05-13,,,,,,,,,,,,,,,,,,,,2.46
2021-05-14,,,,,,,,,,,,,,,,,,,,2.44
2021-05-17,,,,,,,,,,,,,,,,,,,,2.38
2021-05-18,,,,,,,,,,,,,,,,,,,,2.38
2021-05-19,,,,,,,,,,,,,,,,,,,,2.36
2021-05-20,,,,,,,,,,,,,,,,,,,,2.38
2021-05-21,,,,,,,,,,,,,,,,,,,,2.4
2021-05-24,,,,,,,,,,,,,,,,,,,,2.4
2021-05-25,,,,,,,,,,,,,,,,,,,,2.42
2021-05-26,,,,,,,,,,,,,,,,,,,,2.42
2021-05-27,,,,,,,,,,,,,,,,,,,,2.42
2021-05-28,,,,,,,,,,,,,,,,,,,,2.44
2021-05-31,,,,,,,,,,,,,,,,,,,,2.46
2021-06-01,,,,,,,,,,,,,,,,,,,,2.42
2021-06-02,,,,,,,,,,,,,,,,,,,,2.4
2021-06-03,,,,,,,,,,,,,,,,,,,,2.56
2021-06-04,,,,,,,,,,,,,,,,,,,,2.6
2021-06-07,,,,,,,,,,,,,,,,,,,,2.66
2021-06-08,,,,,,,,,,,,,,,,,,,,2.68
2021-06-09,,,,,,,,,,,,,,,,,,,,2.74
2021-06-10,,,,,,,,,,,,,,,,,,,,2.56
2021-06-11,,,,,,,,,,,,,,,,,,,,2.5
2021-06-14,,,,,,,,,,,,,,,,,,,,2.58
2021-06-15,,,,,,,,,,,,,,,,,,,,2.54
2021-06-16,,,,,,,,,,,,,,,,,,,,2.64
2021-06-17,,,,,,,,,,,,,,,,,,,,2.62
2021-06-18,,,,,,,,,,,,,,,,,,,,2.56
2021-06-21,,,,,,,,,,,,,,,,,,,,2.62
2021-06-22,,,,,,,,,,,,,,,,,,,,2.64
2021-06-23,,,,,,,,,,,,,,,,,,,,2.62
2021-06-24,,,,,,,,,,,,,,,,,,,,2.66
2021-06-25,,,,,,,,,,,,,,,,,,,,2.66
2021-06-28,,,,,,,,,,,,,,,,,,,,2.7
2021-06-29,,,,,,,,,,,,,,,,,,,,2.68
2021-06-30,,,,,,,,,,,,,,,,,,,,2.66
2021-07-01,,,,,,,,,,,,,,,,,,,,2.62
2021-07-02,,,,,,,,,,,,,,,,,,,,2.66
2021-07-05,,,,,,,,,,,,,,,,,,,,2.64
2021-07-06,,,,,,,,,,,,,,,,,,,,2.64
2021-07-07,,,,,,,,,,,,,,,,,,,,2.64
2021-07-08,,,,,,,,,,,,,,,,,,,,2.52
2021-07-09,,,,,,,,,,,,,,,,,,,,2.52
2021-07-12,,,,,,,,,,,,,,,,,,,,2.48
2021-07-13,,,,,,,,,,,,,,,,,,,,2.48
2021-07-14,,,,,,,,,,,,,,,,,,,,2.5
2021-07-15,,,,,,,,,,,,,,,,,,,,2.5
2021-07-16,,,,,,,,,,,,,,,,,,,,2.5
2021-07-19,,,,,,,,,,,,,,,,,,,,2.5
2021-07-20,,,,,,,,,,,,,,,,,,,,2.5
2021-07-21,,,,,,,,,,,,,,,,,,,,2.52
2021-07-22,,,,,,,,,,,,,,,,,,,,2.52
2021-07-23,,,,,,,,,,,,,,,,,,,,2.4
2021-07-26,,,,,,,,,,,,,,,,,,,,2.4
2021-07-27,,,,,,,,,,,,,,,,,,,,2.4
2021-07-28,,,,,,,,,,,,,,,,,,,,2.4
2021-07-29,,,,,,,,,,,,,,,,,,,,2.52
2021-07-30,,,,,,,,,,,,,,,,,,,,2.48
2021-08-02,,,,,,,,,,,,,,,,,,,,2.48
2021-08-03,,,,,,,,,,,,,,,,,,,,2.5
2021-08-04,,,,,,,,,,,,,,,,,,,,2.5
2021-08-05,,,,,,,,,,,,,,,,,,,,2.5
2021-08-06,,,,,,,,,,,,,,,,,,,,2.5
2021-08-09,,,,,,,,,,,,,,,,,,,,2.5
2021-08-10,,,,,,,,,,,,,,,,,,,,2.48
2021-08-11,,,,,,,,,,,,,,,,,,,,2.48
2021-08-12,,,,,,,,,,,,,,,,,,,,2.44
2021-08-13,,,,,,,,,,,,,,,,,,,,2.5
2021-08-16,,,,,,,,,,,,,,,,,,,,2.5
2021-08-17,,,,,,,,,,,,,,,,,,,,2.52
2021-08-18,,,,,,,,,,,,,,,,,,,,2.5
2021-08-19,,,,,,,,,,,,,,,,,,,,2.4
2021-08-20,,,,,,,,,,,,,,,,,,,,2.6
2021-08-23,,,,,,,,,,,,,,,,,,,,2.58
2021-08-24,,,,,,,,,,,,,,,,,,,,2.52
2021-08-25,,,,,,,,,,,,,,,,,,,,2.54
2021-08-26,,,,,,,,,,,,,,,,,,,,2.5
2021-08-27,,,,,,,,,,,,,,,,,,,,2.52
2021-08-30,,,,,,,,,,,,,,,,,,,,2.6
2021-08-31,,,,,,,,,,,,,,,,,,,,2.56
2021-09-01,,,,,,,,,,,,,,,,,,,,2.52
2021-09-02,,,,,,,,,,,,,,,,,,,,2.58
2021-09-03,,,,,,,,,,,,,,,,,,,,2.46
2021-09-06,,,,,,,,,,,,,,,,,,,,2.56
2021-09-07,,,,,,,,,,,,,,,,,,,,2.54
2021-09-08,,,,,,,,,,,,,,,,,,,,2.54
2021-09-09,,,,,,,,,,,,,,,,,,,,2.58
2021-09-10,,,,,,,,,,,,,,,,,,,,2.46
2021-09-13,,,,,,,,,,,,,,,,,,,,2.42
2021-09-14,,,,,,,,,,,,,,,,,,,,2.46
2021-09-15,,,,,,,,,,,,,,,,,,,,2.44
2021-09-16,,,,,,,,,,,,,,,,,,,,2.34
2021-09-17,,,,,,,,,,,,,,,,,,,,2.54
2021-09-20,,,,,,,,,,,,,,,,,,,,2.46
2021-09-21,,,,,,,,,,,,,,,,,,,,2.46
2021-09-22,,,,,,,,,,,,,,,,,,,,2.48
2021-09-23,,,,,,,,,,,,,,,,,,,,2.4
2021-09-24,,,,,,,,,,,,,,,,,,,,2.58
2021-09-27,,,,,,,,,,,,,,,,,,,,2.56
2021-09-28,,,,,,,,,,,,,,,,,,,,2.58
2021-09-29,,,,,,,,,,,,,,,,,,,,2.54
2021-09-30,,,,,,,,,,,,,,,,,,,,2.44
2021-10-01,,,,,,,,,,,,,,,,,,,,2.52
2021-10-04,,,,,,,,,,,,,,,,,,,,2.44
2021-10-05,,,,,,,,,,,,,,,,,,,,2.58
2021-10-06,,,,,,,,,,,,,,,,,,,,2.44
2021-10-07,,,,,,,,,,,,,,,,,,,,2.46
2021-10-08,,,,,,,,,,,,,,,,,,,,2.28
2021-10-11,,,,,,,,,,,,,,,,,,,,2.4
2021-10-12,,,,,,,,,,,,,,,,,,,,2.36
2021-10-13,,,,,,,,,,,,,,,,,,,,2.62
2021-10-14,,,,,,,,,,,,,,,,,,,,2.6
2021-10-15,,,,,,,,,,,,,,,,,,,,2.46
2021-10-18,,,,,,,,,,,,,,,,,,,,2.5
2021-10-19,,,,,,,,,,,,,,,,,,,,2.28
2021-10-20,,,,,,,,,,,,,,,,,,,,2.3
2021-10-21,,,,,,,,,,,,,,,,,,,,2.32
2021-10-22,,,,,,,,,,,,,,,,,,,,2.34
2021-10-25,,,,,,,,,,,,,,,,,,,,2.2
2021-10-26,,,,,,,,,,,,,,,,,,,,2.08
2021-10-27,,,,,,,,,,,,,,,,,,,,2.12
2021-10-28,,,,,,,,,,,,,,,,,,,,2.14
2021-10-29,,,,,,,,,,,,,,,,,,,,2.3
2021-11-01,,,,,,,,,,,,,,,,,,,,2.36
2021-11-02,,,,,,,,,,,,,,,,,,,,2.28
2021-11-03,,,,,,,,,,,,,,,,,,,,2.34
2021-11-04,,,,,,,,,,,,,,,,,,,,2.32
2021-11-05,,,,,,,,,,,,,,,,,,,,2.32
2021-11-08,,,,,,,,,,,,,,,,,,,,2.36
2021-11-09,,,,,,,,,,,,,,,,,,,,2.28
2021-11-10,,,,,,,,,,,,,,,,,,,,2.24
2021-11-11,,,,,,,,,,,,,,,,,,,,2.3
2021-11-12,,,,,,,,,,,,,,,,,,,,2.36
2021-11-15,,,,,,,,,,,,,,,,,,,,2.34
2021-11-16,,,,,,,,,,,,,,,,,,,,2.34
2021-11-17,,,,,,,,,,,,,,,,,,,,2.36
2021-11-18,,,,,,,,,,,,,,,,,,,,2.34
2021-11-19,,,,,,,,,,,,,,,,,,,,2.34
2021-11-22,,,,,,,,,,,,,,,,,,,,2.34
2021-11-23,,,,,,,,,,,,,,,,,,,,2.34
2021-11-24,,,,,,,,,,,,,,,,,,,,2.34
2021-11-25,,,,,,,,,,,,,,,,,,,,2.34
2021-11-26,,,,,,,,,,,,,,,,,,,,2.26
2021-11-29,,,,,,,,,,,,,,,,,,,,2.24
2021-11-30,,,,,,,,,,,,,,,,,,,,2.3
2021-12-01,,,,,,,,,,,,,,,,,,,,2.26
2021-12-02,,,,,,,,,,,,,,,,,,,,2.24
2021-12-03,,,,,,,,,,,,,,,,,,,,2.26
2021-12-06,,,,,,,,,,,,,,,,,,,,2.28
2021-12-07,,,,,,,,,,,,,,,,,,,,2.28
2021-12-08,,,,,,,,,,,,,,,,,,,,2.28
2021-12-09,,,,,,,,,,,,,,,,,,,,2.28
2021-12-10,,,,,,,,,,,,,,,,,,,,2.18
2021-12-13,,,,,,,,,,,,,,,,,,,,2.18
2021-12-14,,,,,,,,,,,,,,,,,,,,2.18
2021-12-15,,,,,,,,,,,,,,,,,,,,2.18
2021-12-16,,,,,,,,,,,,,,,,,,,,2.28
2021-12-17,,,,,,,,,,,,,,,,,,,,2.26
2021-12-20,,,,,,,,,,,,,,,,,,,,2.26
2021-12-21,,,,,,,,,,,,,,,,,,,,2.26
2021-12-22,,,,,,,,,,,,,,,,,,,,2.3
2021-12-23,,,,,,,,,,,,,,,,,,,,2.08
2021-12-24,,,,,,,,,,,,,,,,,,,,2.14
2021-12-27,,,,,,,,,,,,,,,,,,,,2.14
2021-12-28,,,,,,,,,,,,,,,,,,,,2.08
2021-12-29,,,,,,,,,,,,,,,,,,,,2.2
2021-12-30,,,,,,,,,,,,,,,,,,,,2.2
2021-12-31,,,,,,,,,,,,,,,,,,,,2.2
2022-01-03,,,,,,,,,,,,,,,,,,,,2.3
2022-01-04,,,,,,,,,,,,,,,,,,,,2.3
2022-01-05,,,,,,,,,,,,,,,,,,,,2.18
2022-01-06,,,,,,,,,,,,,,,,,,,,2.16
2022-01-07,,,,,,,,,,,,,,,,,,,,2.28
2022-01-10,,,,,,,,,,,,,,,,,,,,2.26
2022-01-11,,,,,,,,,,,,,,,,,,,,2.22
2022-01-12,,,,,,,,,,,,,,,,,,,,2.16
2022-01-13,,,,,,,,,,,,,,,,,,,,2.38
2022-01-14,,,,,,,,,,,,,,,,,,,,2.4
2022-01-17,,,,,,,,,,,,,,,,,,,,2.5
2022-01-18,,,,,,,,,,,,,,,,,,,,2.54
2022-01-19,,,,,,,,,,,,,,,,,,,,2.58
2022-01-20,,,,,,,,,,,,,,,,,,,,2.88
2022-01-21,,,,,,,,,,,,,,,,,,,,2.88
2022-01-24,,,,,,,,,,,,,,,,,,,,3.2
2022-01-25,,,,,,,,,,,,,,,,,,,,3.3
2022-01-26,,,,,,,,,,,,,,,,,,,,3.3
2022-01-27,,,,,,,,,,,,,,,,,,,,3.4
2022-01-28,,,,,,,,,,,,,,,,,,,,3.32
2022-01-31,,,,,,,,,,,,,,,,,,,,3.18
2022-02-01,,,,,,,,,,,,,,,,,,,,3.24
2022-02-02,,,,,,,,,,,,,,,,,,,,3.2
2022-02-03,,,,,,,,,,,,,,,,,,,,3.2
2022-02-04,,,,,,,,,,,,,,,,,,,,3.28
2022-02-07,,,,,,,,,,,,,,,,,,,,3.18
2022-02-08,,,,,,,,,,,,,,,,,,,,3.08
2022-02-09,,,,,,,,,,,,,,,,,,,,3.1
2022-02-10,,,,,,,,,,,,,,,,,,,,3.26
2022-02-11,,,,,,,,,,,,,,,,,,,,3.24
2022-02-14,,,,,,,,,,,,,,,,,,,,3.08
2022-02-15,,,,,,,,,,,,,,,,,,,,3.08
2022-02-16,,,,,,,,,,,,,,,,,,,,3.24
2022-02-17,,,,,,,,,,,,,,,,,,,,3.24
2022-02-18,,,,,,,,,,,,,,,,,,,,3.24
2022-02-21,,,,,,,,,,,,,,,,,,,,3.26
2022-02-22,,,,,,,,,,,,,,,,,,,,3.1
2022-02-23,,,,,,,,,,,,,,,,,,,,3.12
2022-02-24,,,,,,,,,,,,,,,,,,,,3.0
2022-02-25,,,,,,,,,,,,,,,,,,,,3.0
2022-02-28,,,,,,,,,,,,,,,,,,,,3.0
2022-03-01,,,,,,,,,,,,,,,,,,,,3.0
2022-03-02,,,,,,,,,,,,,,,,,,,,3.0
2022-03-03,,,,,,,,,,,,,,,,,,,,3.18
2022-03-04,,,,,,,,,,,,,,,,,,,,2.9
2022-03-07,,,,,,,,,,,,,,,,,,,,2.9
2022-03-08,,,,,,,,,,,,,,,,,,,,2.9
2022-03-09,,,,,,,,,,,,,,,,,,,,2.7
2022-03-10,,,,,,,,,,,,,,,,,,,,3.0
2022-03-11,,,,,,,,,,,,,,,,,,,,2.98
2022-03-14,,,,,,,,,,,,,,,,,,,,2.98
2022-03-15,,,,,,,,,,,,,,,,,,,,2.98
2022-03-16,,,,,,,,,,,,,,,,,,,,2.98
2022-03-17,,,,,,,,,,,,,,,,,,,,2.98
2022-03-18,,,,,,,,,,,,,,,,,,,,2.98
2022-03-21,,,,,,,,,,,,,,,,,,,,2.88
2022-03-22,,,,,,,,,,,,,,,,,,,,2.88
2022-03-23,,,,,,,,,,,,,,,,,,,,2.88
2022-03-24,,,,,,,,,,,,,,,,,,,,2.84
