,FGBL FP Equity_PX_LAST
2020-12-04,41.355
2020-12-07,41.18
2020-12-08,41.165
2020-12-09,41.21
2020-12-10,41.23
2020-12-11,40.975
2020-12-14,40.965
2020-12-15,40.88
2020-12-16,41.065
2020-12-17,40.84
2020-12-18,40.84
2020-12-21,40.28
2020-12-22,40.4
2020-12-23,40.635
2020-12-24,40.77
2020-12-28,40.995
2020-12-29,40.91
2020-12-30,40.91
2020-12-31,40.915
2021-01-04,40.815
2021-01-05,40.94
2021-01-06,41.97
2021-01-07,42.15
2021-01-08,42.415
2021-01-11,42.595
2021-01-12,42.865
2021-01-13,42.905
2021-01-14,43.32
2021-01-15,43.06
2021-01-18,43.24
2021-01-19,43.31
2021-01-20,43.255
2021-01-21,42.975
2021-01-22,42.285
2021-01-25,42.225
2021-01-26,42.275
2021-01-27,41.865
2021-01-28,41.75
2021-01-29,40.81
2021-02-01,41.125
2021-02-02,41.8
2021-02-03,41.755
2021-02-04,42.16
2021-02-05,42.45
2021-02-08,42.595
2021-02-09,42.52
2021-02-10,42.445
2021-02-11,42.725
2021-02-12,42.77
2021-02-15,43.12
2021-02-16,43.045
2021-02-17,43.27
2021-02-18,42.915
2021-02-19,43.31
2021-02-22,43.275
2021-02-23,43.61
2021-02-24,43.855
2021-02-25,43.895
2021-02-26,43.46
2021-03-01,44.045
2021-03-02,43.775
2021-03-03,44.115
2021-03-04,44.325
2021-03-05,44.425
2021-03-08,45.7
2021-03-09,45.74
2021-03-10,45.65
2021-03-11,45.745
2021-03-12,45.665
2021-03-15,46.01
2021-03-16,46.375
2021-03-17,46.215
2021-03-18,46.565
2021-03-19,46.375
2021-03-22,46.285
2021-03-23,46.3
2021-03-24,46.11
2021-03-25,46.37
2021-03-26,46.735
2021-03-29,47.23
2021-03-30,47.415
2021-03-31,47.055
2021-04-01,47.04
2021-04-06,47.085
2021-04-07,46.68
2021-04-08,46.72
2021-04-09,46.755
2021-04-12,46.71
2021-04-13,46.615
2021-04-14,46.615
2021-04-15,46.705
2021-04-16,46.985
2021-04-19,46.805
2021-04-20,46.325
2021-04-21,46.525
2021-04-22,46.61
2021-04-23,46.54
2021-04-26,46.435
2021-04-27,46.28
2021-04-28,46.39
2021-04-29,46.355
2021-04-30,46.335
2021-05-03,46.46
2021-05-04,46.16
2021-05-05,46.87
2021-05-06,47.04
2021-05-07,47.335
2021-05-10,47.6
2021-05-11,46.92
2021-05-12,46.72
2021-05-13,46.775
2021-05-14,47.09
2021-05-17,46.92
2021-05-18,47.11
2021-05-19,46.595
2021-05-20,46.88
2021-05-21,46.91
2021-05-24,46.98
2021-05-25,46.855
2021-05-26,46.95
2021-05-27,47.125
2021-05-28,47.355
2021-05-31,47.005
2021-06-01,47.245
2021-06-02,47.57
2021-06-03,47.71
2021-06-04,47.665
2021-06-07,47.605
2021-06-08,47.495
2021-06-09,47.425
2021-06-10,47.54
2021-06-11,47.665
2021-06-14,47.53
2021-06-15,47.235
2021-06-16,47.455
2021-06-17,47.595
2021-06-18,46.93
2021-06-21,47.04
2021-06-22,47.1
2021-06-23,46.925
2021-06-24,47.165
2021-06-25,47.37
2021-06-28,47.23
2021-06-29,47.165
2021-06-30,47.025
2021-07-01,47.015
2021-07-02,47.25
2021-07-05,47.225
2021-07-06,46.93
2021-07-07,47.155
2021-07-08,46.44
2021-07-09,46.85
2021-07-12,47.065
2021-07-13,47.22
2021-07-14,47.075
2021-07-15,47.28
2021-07-16,47.13
2021-07-19,46.14
2021-07-20,46.42
2021-07-21,46.625
2021-07-22,46.74
2021-07-23,46.925
2021-07-26,46.715
2021-07-27,46.37
2021-07-28,46.74
2021-07-29,46.67
2021-07-30,46.38
2021-08-02,46.615
2021-08-03,46.64
2021-08-04,46.66
2021-08-05,46.69
2021-08-06,46.86
2021-08-09,47.095
2021-08-10,47.235
2021-08-11,47.75
2021-08-12,47.57
2021-08-13,47.59
2021-08-16,47.545
2021-08-17,47.56
2021-08-18,47.47
2021-08-19,46.645
2021-08-20,46.705
2021-08-23,46.865
2021-08-24,46.91
2021-08-25,46.975
2021-08-26,46.69
2021-08-27,46.98
2021-08-30,46.985
2021-08-31,46.965
2021-09-01,46.935
2021-09-02,46.995
2021-09-03,47.115
2021-09-06,47.395
2021-09-07,47.08
2021-09-08,46.765
2021-09-09,46.755
2021-09-10,46.695
2021-09-13,47.09
2021-09-14,46.695
2021-09-15,46.565
2021-09-16,46.385
2021-09-17,46.0
2021-09-20,45.015
2021-09-21,45.265
2021-09-22,45.87
2021-09-23,46.155
2021-09-24,45.95
2021-09-27,46.225
2021-09-28,45.835
2021-09-29,46.245
2021-09-30,46.405
2021-10-01,46.115
2021-10-04,45.95
2021-10-05,46.5
2021-10-06,46.19
2021-10-07,47.03
2021-10-08,47.115
2021-10-11,47.395
2021-10-12,47.305
2021-10-13,47.08
2021-10-14,47.485
2021-10-15,47.675
2021-10-18,47.62
2021-10-19,47.59
2021-10-20,47.75
2021-10-21,47.49
2021-10-22,47.685
2021-10-25,47.84
2021-10-26,47.89
2021-10-27,47.455
2021-10-28,46.96
2021-10-29,47.105
2021-11-01,47.24
2021-11-02,46.9
2021-11-03,46.975
2021-11-04,46.86
2021-11-05,46.915
2021-11-08,47.03
2021-11-09,46.8
2021-11-10,47.295
2021-11-11,47.96
2021-11-12,48.02
2021-11-15,48.1
2021-11-16,48.28
2021-11-17,48.15
2021-11-18,47.7
2021-11-19,47.805
2021-11-22,48.165
2021-11-23,48.13
2021-11-24,48.43
2021-11-25,48.5
2021-11-26,46.52
2021-11-29,47.005
2021-11-30,46.5
2021-12-01,47.21
2021-12-02,46.985
2021-12-03,47.08
2021-12-06,47.55
2021-12-07,48.47
2021-12-08,47.935
2021-12-09,47.975
2021-12-10,47.795
2021-12-13,47.535
2021-12-14,47.54
2021-12-15,47.425
2021-12-16,48.225
2021-12-17,48.1
2021-12-20,47.135
2021-12-21,47.915
2021-12-22,47.83
2021-12-23,48.32
2021-12-24,48.135
2021-12-27,48.475
2021-12-28,48.725
2021-12-29,48.44
2021-12-30,48.66
2021-12-31,48.525
2022-01-03,48.85
2022-01-04,49.395
2022-01-05,49.64
2022-01-06,49.54
2022-01-07,49.95
2022-01-10,50.06
2022-01-11,50.7
2022-01-12,50.99
2022-01-13,51.08
2022-01-14,50.95
2022-01-17,51.12
2022-01-18,50.98
2022-01-19,51.36
2022-01-20,51.76
2022-01-21,50.89
2022-01-24,49.415
2022-01-25,50.01
2022-01-26,50.78
2022-01-27,51.13
2022-01-28,50.45
2022-01-31,50.67
2022-02-01,50.98
2022-02-02,50.97
2022-02-03,50.55
2022-02-04,50.27
2022-02-07,50.82
2022-02-08,51.38
2022-02-09,51.71
2022-02-10,51.88
2022-02-11,52.28
2022-02-14,51.77
2022-02-15,51.77
2022-02-16,51.92
2022-02-17,51.67
2022-02-18,51.52
2022-02-21,51.22
2022-02-22,51.39
2022-02-23,51.03
2022-02-24,49.95
2022-02-25,50.89
2022-02-28,51.15
2022-03-01,51.07
2022-03-02,51.35
2022-03-03,51.49
2022-03-04,51.36
2022-03-07,51.54
2022-03-08,50.44
2022-03-09,50.37
2022-03-10,50.06
2022-03-11,50.59
2022-03-14,49.895
2022-03-15,49.325
2022-03-16,50.22
2022-03-17,50.8
2022-03-18,51.45
2022-03-21,51.65
2022-03-22,52.19
2022-03-23,52.19
2022-03-24,52.24
2022-03-25,52.44
2022-03-28,52.18
2022-03-29,52.15
2022-03-30,52.02
2022-03-31,52.03
2022-04-01,52.35
2022-04-04,52.98
2022-04-05,53.09
2022-04-06,52.59
2022-04-07,52.14
2022-04-08,53.19
2022-04-11,52.76
2022-04-12,52.89
2022-04-13,52.79
2022-04-14,53.31
2022-04-19,53.08
2022-04-20,52.94
2022-04-21,52.42
2022-04-22,51.52
2022-04-25,50.38
2022-04-26,50.45
2022-04-27,50.96
2022-04-28,51.47
2022-04-29,51.91
2022-05-02,50.95
2022-05-03,51.78
2022-05-04,51.28
2022-05-05,51.07
2022-05-06,50.53
2022-05-09,49.505
2022-05-10,49.155
2022-05-11,49.86
2022-05-12,49.525
2022-05-13,50.39
2022-05-16,50.5
2022-05-17,50.93
2022-05-18,50.63
2022-05-19,50.21
2022-05-20,50.64
2022-05-23,51.2
2022-05-24,50.19
2022-05-25,51.02
2022-05-26,51.47
2022-05-27,52.0
2022-05-30,51.87
2022-05-31,51.75
2022-06-01,51.76
2022-06-02,51.73
2022-06-03,51.42
2022-06-06,51.76
2022-06-07,51.72
2022-06-08,51.46
2022-06-09,51.07
2022-06-10,49.99
2022-06-13,48.955
2022-06-14,48.725
2022-06-15,49.155
2022-06-16,47.805
2022-06-17,47.615
2022-06-20,47.585
2022-06-21,48.01
2022-06-22,47.38
2022-06-23,47.165
2022-06-24,47.8
2022-06-27,47.975
2022-06-28,48.47
2022-06-29,48.06
2022-06-30,47.585
2022-07-01,47.38
2022-07-04,47.515
2022-07-05,46.98
2022-07-06,47.185
2022-07-07,48.29
2022-07-08,48.56
2022-07-11,48.075
2022-07-12,48.235
2022-07-13,47.54
2022-07-14,46.905
2022-07-15,46.785
2022-07-18,47.695
2022-07-19,47.93
2022-07-20,47.94
2022-07-21,47.785
2022-07-22,47.97
2022-07-25,48.21
2022-07-26,48.57
2022-07-27,48.57
2022-07-28,49.035
2022-07-29,49.115
2022-08-01,48.995
2022-08-02,48.865
2022-08-03,48.925
2022-08-04,48.735
2022-08-05,48.96
2022-08-08,49.32
2022-08-09,49.06
2022-08-10,49.38
2022-08-11,49.645
2022-08-12,49.935
2022-08-15,49.975
2022-08-16,50.27
2022-08-17,49.865
2022-08-18,49.99
2022-08-19,49.805
2022-08-22,49.77
2022-08-23,49.855
2022-08-24,49.86
2022-08-25,50.15
2022-08-26,50.41
2022-08-29,49.25
2022-08-30,48.76
2022-08-31,48.33
2022-09-01,47.945
2022-09-02,48.25
2022-09-05,48.265
2022-09-06,48.025
2022-09-07,47.695
2022-09-08,47.875
2022-09-09,48.495
2022-09-12,48.96
2022-09-13,48.355
2022-09-14,47.965
2022-09-15,47.8
2022-09-16,47.13
2022-09-19,47.18
2022-09-20,46.995
2022-09-21,47.37
2022-09-22,46.94
2022-09-23,46.185
2022-09-26,45.845
2022-09-27,45.82
2022-09-28,45.645
2022-09-29,44.695
2022-09-30,45.015
2022-10-03,45.515
2022-10-04,46.305
2022-10-05,46.2
2022-10-06,46.275
2022-10-07,45.73
2022-10-10,45.775
2022-10-11,45.425
2022-10-12,45.13
2022-10-13,44.86
2022-10-14,45.785
2022-10-17,45.895
2022-10-18,45.615
2022-10-19,45.695
2022-10-20,45.885
2022-10-21,45.915
2022-10-24,45.485
2022-10-25,45.57
2022-10-26,45.7
2022-10-27,45.945
2022-10-28,45.715
2022-10-31,45.735
2022-11-01,46.435
2022-11-02,46.37
2022-11-03,46.205
2022-11-04,46.99
2022-11-07,47.105
2022-11-08,47.415
2022-11-09,47.295
2022-11-10,47.95
2022-11-11,48.26
2022-11-14,48.61
2022-11-15,48.81
2022-11-16,47.95
2022-11-17,47.645
2022-11-18,48.02
2022-11-21,47.975
2022-11-22,48.485
2022-11-23,48.53
2022-11-24,48.825
2022-11-25,48.85
2022-11-28,48.445
2022-11-29,48.92
2022-11-30,49.41
2022-12-01,49.705
2022-12-02,48.945
2022-12-05,49.24
2022-12-06,48.925
2022-12-07,48.46
2022-12-08,48.34
2022-12-09,48.705
2022-12-12,48.46
2022-12-13,48.41
2022-12-14,48.44
2022-12-15,47.965
2022-12-16,47.47
2022-12-19,47.47
2022-12-20,47.095
2022-12-21,47.425
2022-12-22,47.735
2022-12-23,47.775
2022-12-27,48.155
2022-12-28,48.155
2022-12-29,48.155
2022-12-30,47.81
2023-01-02,47.795
2023-01-03,48.16
2023-01-04,48.59
2023-01-05,48.585
2023-01-06,49.105
2023-01-09,49.44
2023-01-10,49.09
2023-01-11,49.38
2023-01-12,49.61
2023-01-13,49.76
2023-01-16,49.815
2023-01-17,49.69
2023-01-18,49.845
2023-01-19,49.62
2023-01-20,49.76
2023-01-23,49.82
2023-01-24,50.23
2023-01-25,50.83
2023-01-26,50.78
2023-01-27,50.86
2023-01-30,50.44
2023-01-31,50.43
2023-02-01,50.64
2023-02-02,50.62
2023-02-03,50.6
2023-02-06,50.57
2023-02-07,50.69
2023-02-08,50.86
2023-02-09,51.14
2023-02-10,50.6
2023-02-13,50.79
2023-02-14,51.0
2023-02-15,50.72
2023-02-16,51.16
2023-02-17,50.83
2023-02-20,51.09
2023-02-21,51.24
2023-02-22,50.91
2023-02-23,51.21
2023-02-24,51.15
2023-02-27,50.84
2023-02-28,50.41
2023-03-01,50.61
2023-03-02,50.82
2023-03-03,51.36
2023-03-06,51.83
2023-03-07,51.65
2023-03-08,51.18
2023-03-09,51.24
2023-03-10,49.91
2023-03-13,49.955
2023-03-14,48.52
2023-03-15,48.15
2023-03-16,48.365
2023-03-17,48.7
2023-03-20,47.655
2023-03-21,48.335
2023-03-22,48.515
2023-03-23,48.425
2023-03-24,47.67
2023-03-27,48.545
2023-03-28,48.845
2023-03-29,48.845
2023-03-30,48.845
2023-03-31,49.355
2023-04-03,49.795
2023-04-04,49.855
2023-04-05,49.1
2023-04-06,49.34
2023-04-11,50.1
2023-04-12,50.46
2023-04-13,50.28
2023-04-14,50.53
2023-04-17,50.93
2023-04-18,51.13
2023-04-19,50.8
2023-04-20,50.2
2023-04-21,49.815
2023-04-24,49.545
2023-04-25,49.405
2023-04-26,48.785
2023-04-27,49.035
2023-04-28,49.395
2023-05-02,49.44
2023-05-03,48.285
2023-05-04,48.365
2023-05-05,49.115
2023-05-08,49.545
2023-05-09,49.645
2023-05-10,49.415
2023-05-11,49.125
2023-05-12,49.125
2023-05-15,49.695
2023-05-16,49.37
2023-05-17,49.27
2023-05-18,49.705
2023-05-19,49.785
2023-05-22,49.905
2023-05-23,50.07
2023-05-24,49.285
2023-05-25,48.805
2023-05-26,49.22
2023-05-29,49.355
2023-05-30,48.8
2023-05-31,48.365
2023-06-01,48.4
2023-06-02,49.595
2023-06-05,49.795
2023-06-06,50.13
2023-06-07,50.31
2023-06-08,50.51
2023-06-09,50.75
2023-06-12,50.49
2023-06-13,51.05
2023-06-14,51.02
2023-06-15,50.93
2023-06-16,51.03
2023-06-19,50.73
2023-06-20,50.16
2023-06-21,50.08
2023-06-22,49.5
2023-06-23,49.325
2023-06-26,49.425
2023-06-27,49.585
2023-06-28,49.665
2023-06-29,49.855
2023-06-30,50.25
2023-07-03,50.81
2023-07-04,50.85
2023-07-05,50.78
2023-07-06,49.64
2023-07-07,49.935
2023-07-10,49.69
2023-07-11,49.925
2023-07-12,50.25
2023-07-13,50.42
2023-07-14,49.995
2023-07-17,49.76
2023-07-18,50.12
2023-07-19,50.49
2023-07-20,50.85
2023-07-21,50.88
2023-07-24,51.58
2023-07-25,51.89
2023-07-26,51.74
2023-07-27,52.25
2023-07-28,52.34
2023-07-31,52.51
2023-08-01,52.02
2023-08-02,51.28
2023-08-03,51.38
2023-08-04,51.6
2023-08-07,51.37
2023-08-08,51.07
2023-08-09,51.41
2023-08-10,51.73
2023-08-11,51.42
2023-08-14,51.11
2023-08-15,50.53
2023-08-16,50.5
2023-08-17,50.51
2023-08-18,50.49
2023-08-21,50.27
2023-08-22,50.67
2023-08-23,50.7
2023-08-24,50.52
2023-08-25,50.59
2023-08-28,51.17
2023-08-29,51.56
2023-08-30,51.31
2023-08-31,51.5
2023-09-01,51.9
2023-09-04,52.22
2023-09-05,52.34
2023-09-06,52.06
2023-09-07,51.78
2023-09-08,51.71
2023-09-11,52.03
2023-09-12,52.09
2023-09-13,52.11
2023-09-14,52.99
2023-09-15,53.08
2023-09-18,52.8
2023-09-19,53.08
2023-09-20,53.45
2023-09-21,52.76
2023-09-22,52.69
2023-09-25,52.54
2023-09-26,52.41
2023-09-27,52.44
2023-09-28,52.64
2023-09-29,52.62
2023-10-02,52.1
2023-10-03,51.5
2023-10-04,50.78
2023-10-05,50.92
2023-10-06,51.18
2023-10-09,51.42
2023-10-10,52.27
2023-10-11,51.93
2023-10-12,52.1
2023-10-13,52.17
2023-10-16,52.31
2023-10-17,52.17
2023-10-18,51.84
2023-10-19,51.18
2023-10-20,50.49
2023-10-23,50.13
2023-10-24,50.37
2023-10-25,50.12
2023-10-26,50.22
2023-10-27,49.965
2023-10-30,49.975
2023-10-31,49.995
2023-11-01,50.54
2023-11-02,51.0
2023-11-03,51.16
2023-11-06,50.93
2023-11-07,50.52
2023-11-08,50.33
2023-11-09,50.48
2023-11-10,50.1
2023-11-13,50.38
2023-11-14,51.01
2023-11-15,51.42
2023-11-16,50.79
2023-11-17,51.11
2023-11-20,51.27
2023-11-21,51.19
2023-11-22,51.19
2023-11-23,51.38
2023-11-24,51.54
2023-11-27,51.36
2023-11-28,51.21
2023-11-29,51.39
2023-11-30,51.69
2023-12-01,52.26
2023-12-04,52.48
2023-12-05,52.33
2023-12-06,52.61
2023-12-07,52.26
2023-12-08,52.53
2023-12-11,52.53
2023-12-12,52.39
2023-12-13,52.18
2023-12-14,52.8
2023-12-15,53.3
2023-12-18,53.53
2023-12-19,53.53
2023-12-20,53.89
2023-12-21,53.59
2023-12-22,54.0
2023-12-27,53.86
2023-12-28,53.92
2023-12-29,54.02
2024-01-02,54.41
2024-01-03,54.26
2024-01-04,54.71
2024-01-05,54.89
2024-01-08,54.58
2024-01-09,54.26
2024-01-10,53.95
2024-01-11,53.69
2024-01-12,53.98
2024-01-15,54.01
2024-01-16,53.82
2024-01-17,53.11
2024-01-18,53.07
2024-01-19,53.03
2024-01-22,53.22
2024-01-23,53.48
2024-01-24,54.04
2024-01-25,54.2
2024-01-26,54.44
2024-01-29,54.76
2024-01-30,54.73
2024-01-31,54.93
2024-02-01,54.56
2024-02-02,54.71
2024-02-05,54.6
2024-02-06,55.0
2024-02-07,54.91
2024-02-08,54.76
2024-02-09,54.3
2024-02-12,55.02
2024-02-13,54.52
2024-02-14,54.83
2024-02-15,55.16
2024-02-16,55.57
2024-02-19,55.69
2024-02-20,55.68
2024-02-21,55.81
2024-02-22,56.27
2024-02-23,56.22
2024-02-26,55.82
2024-02-27,56.0
2024-02-28,55.83
2024-02-29,55.96
2024-03-01,56.22
2024-03-04,55.95
2024-03-05,55.91
2024-03-06,55.97
2024-03-07,56.21
2024-03-08,56.14
2024-03-11,55.95
2024-03-12,56.36
2024-03-13,56.48
2024-03-14,56.33
2024-03-15,56.38
2024-03-18,56.38
2024-03-19,56.56
2024-03-20,56.52
2024-03-21,57.11
2024-03-22,57.06
2024-03-25,57.13
2024-03-26,57.23
2024-03-27,57.34
2024-03-28,57.65
2024-04-02,57.48
2024-04-03,57.71
2024-04-04,58.11
2024-04-05,57.97
2024-04-08,58.5
2024-04-09,58.15
2024-04-10,58.21
2024-04-11,58.03
2024-04-12,58.15
2024-04-15,58.11
2024-04-16,57.14
2024-04-17,57.25
2024-04-18,57.5
2024-04-19,57.62
2024-04-22,58.13
2024-04-23,57.93
2024-04-24,58.37
2024-04-25,57.9
2024-04-26,58.65
2024-04-29,58.91
2024-04-30,58.54
2024-05-02,58.13
2024-05-03,58.13
2024-05-06,58.65
2024-05-07,58.94
2024-05-08,58.89
2024-05-09,58.97
2024-05-10,59.66
2024-05-13,59.84
2024-05-14,59.48
2024-05-15,59.78
2024-05-16,59.94
2024-05-17,59.88
2024-05-20,60.33
2024-05-21,60.26
2024-05-22,59.82
2024-05-23,59.53
2024-05-24,59.37
2024-05-27,59.1
2024-05-28,59.69
2024-05-29,58.88
2024-05-30,58.76
2024-05-31,59.09
2024-06-03,59.25
2024-06-04,58.69
2024-06-05,58.55
2024-06-06,59.18
2024-06-07,58.85
2024-06-10,58.93
2024-06-11,58.63
2024-06-12,58.52
2024-06-13,57.8
2024-06-14,57.74
2024-06-17,57.86
2024-06-18,58.02
2024-06-19,58.26
2024-06-20,58.64
2024-06-21,58.74
2024-06-24,58.71
2024-06-25,59.15
2024-06-26,58.76
2024-06-27,58.78
2024-06-28,58.97
2024-07-01,59.23
2024-07-02,58.98
2024-07-03,59.84
2024-07-04,59.65
2024-07-05,59.23
2024-07-08,59.24
2024-07-09,58.82
2024-07-10,59.16
2024-07-11,59.58
2024-07-12,59.88
2024-07-15,59.64
2024-07-16,59.55
2024-07-17,59.63
2024-07-18,60.01
2024-07-19,59.31
2024-07-22,59.24
2024-07-23,59.5
2024-07-24,59.32
2024-07-25,58.95
2024-07-26,59.08
2024-07-29,59.1
2024-07-30,59.27
2024-07-31,59.4
2024-08-01,58.5
2024-08-02,57.0
2024-08-05,55.25
2024-08-06,55.41
2024-08-07,56.55
2024-08-08,56.52
2024-08-09,56.78
2024-08-12,57.09
2024-08-13,56.56
2024-08-14,57.25
2024-08-15,58.19
2024-08-16,58.34
2024-08-19,58.84
2024-08-20,58.34
2024-08-21,58.32
2024-08-22,58.17
2024-08-23,58.71
2024-08-26,58.95
2024-08-27,59.07
2024-08-28,59.06
2024-08-29,59.34
2024-08-30,59.36
2024-09-02,59.37
2024-09-03,58.73
2024-09-04,58.44
2024-09-05,58.55
2024-09-06,57.63
2024-09-09,57.81
2024-09-10,57.37
2024-09-11,56.8
2024-09-12,57.22
2024-09-13,57.86
2024-09-16,57.74
2024-09-17,58.21
2024-09-18,58.25
2024-09-19,58.9
2024-09-20,58.56
2024-09-23,59.02
2024-09-24,59.63
2024-09-25,59.28
2024-09-26,59.9
2024-09-27,60.07
2024-09-30,59.86
2024-10-01,59.54
2024-10-02,60.15
2024-10-03,59.74
2024-10-04,60.46
2024-10-07,60.82
2024-10-08,59.92
2024-10-09,59.85
2024-10-10,60.19
2024-10-11,60.23
2024-10-14,60.66
2024-10-15,60.12
2024-10-16,60.14
2024-10-17,60.38
2024-10-18,60.06
2024-10-21,60.04
2024-10-22,60.06
2024-10-23,59.97
2024-10-24,59.9
2024-10-25,59.8
2024-10-28,59.81
2024-10-29,59.69
2024-10-30,59.2
2024-10-31,58.71
2024-11-01,59.51
2024-11-04,59.46
2024-11-05,59.6
2024-11-06,59.54
2024-11-07,60.16
2024-11-08,59.53
2024-11-11,60.13
2024-11-12,59.33
2024-11-13,59.17
2024-11-14,59.73
2024-11-15,59.95
2024-11-18,59.93
2024-11-19,59.67
2024-11-20,59.81
2024-11-21,60.14
2024-11-22,60.58
2024-11-25,60.25
2024-11-26,59.84
2024-11-27,59.65
2024-11-28,59.66
2024-11-29,59.77
2024-12-02,59.84
2024-12-03,60.36
2024-12-04,60.43
2024-12-05,60.65
2024-12-06,60.49
2024-12-09,61.06
2024-12-10,61.09
2024-12-11,61.01
2024-12-12,60.98
2024-12-13,60.71
2024-12-16,60.31
2024-12-17,59.66
2024-12-18,59.87
2024-12-19,59.38
2024-12-20,59.02
2024-12-23,59.13
2024-12-24,59.05
2024-12-27,59.65
2024-12-30,59.71
2024-12-31,60.1
2025-01-02,60.43
2025-01-03,60.44
2025-01-06,60.85
2025-01-07,60.89
2025-01-08,60.75
2025-01-09,61.02
2025-01-10,60.92
2025-01-13,61.19
2025-01-14,61.13
2025-01-15,61.83
2025-01-16,61.86
2025-01-17,62.29
2025-01-20,62.3
2025-01-21,62.22
2025-01-22,61.94
2025-01-23,62.44
2025-01-24,62.05
2025-01-27,62.22
2025-01-28,62.53
2025-01-29,62.6
2025-01-30,62.89
2025-01-31,62.87
2025-02-03,62.47
2025-02-04,62.64
2025-02-05,62.32
2025-02-06,63.21
2025-02-07,63.21
2025-02-10,63.5
2025-02-11,63.46
2025-02-12,63.44
2025-02-13,63.8
2025-02-14,63.9
2025-02-17,64.36
2025-02-18,64.7
2025-02-19,64.58
2025-02-20,64.3
2025-02-21,64.34
2025-02-24,64.34
2025-02-25,64.7
2025-02-26,65.09
2025-02-27,65.09
2025-02-28,64.66
2025-03-03,65.23
2025-03-04,63.36
2025-03-05,63.77
2025-03-06,64.4
2025-03-07,64.46
2025-03-10,64.27
2025-03-11,63.14
2025-03-12,63.71
2025-03-13,64.0
2025-03-14,64.45
2025-03-17,64.97
2025-03-18,65.27
2025-03-19,65.59
2025-03-20,65.35
2025-03-21,65.09
2025-03-24,65.5
2025-03-25,66.06
2025-03-26,66.12
2025-03-27,65.92
2025-03-28,64.91
2025-03-31,64.62
2025-04-01,65.05
2025-04-02,64.56
2025-04-03,62.45
2025-04-04,59.16
2025-04-07,56.89
2025-04-08,57.85
2025-04-09,56.0
2025-04-10,57.91
2025-04-11,57.23
2025-04-14,58.89
2025-04-15,59.89
2025-04-16,59.67
2025-04-17,59.93
2025-04-22,59.97
2025-04-23,61.14
2025-04-24,61.39
2025-04-25,61.52
2025-04-28,61.99
2025-04-29,62.15
2025-04-30,61.82
2025-05-02,62.84
2025-05-05,63.05
2025-05-06,63.06
2025-05-07,62.86
2025-05-08,63.43
2025-05-09,63.74
2025-05-12,65.02
2025-05-13,64.97
2025-05-14,64.94
2025-05-15,65.11
2025-05-16,65.34
2025-05-19,65.3
2025-05-20,65.61
2025-05-21,65.41
2025-05-22,64.93
2025-05-23,64.3
2025-05-26,65.08
2025-05-27,65.19
2025-05-28,65.03
2025-05-29,64.99
2025-05-30,65.01
2025-06-02,64.82
2025-06-03,65.08
2025-06-04,65.53
2025-06-05,65.15
2025-06-06,65.51
2025-06-09,65.65
2025-06-10,65.73
2025-06-11,65.92
2025-06-12,65.38
2025-06-13,65.27
2025-06-16,65.66
2025-06-17,65.36
2025-06-18,65.31
2025-06-19,64.89
2025-06-20,64.71
2025-06-23,64.67
2025-06-24,64.75
2025-06-25,64.36
2025-06-26,64.47
2025-06-27,64.7
2025-06-30,64.6
2025-07-01,64.69
2025-07-02,65.36
2025-07-03,65.91
2025-07-04,65.49
2025-07-07,65.5
2025-07-08,65.84
2025-07-09,66.26
2025-07-10,66.31
2025-07-11,66.05
2025-07-14,66.04
2025-07-15,65.95
2025-07-16,65.38
2025-07-17,65.82
2025-07-18,66.05
2025-07-21,65.88
2025-07-22,65.8
2025-07-23,66.72
2025-07-24,66.97
2025-07-25,66.79
2025-07-28,67.12
2025-07-29,67.52
2025-07-30,67.82
2025-07-31,67.49
2025-08-01,66.07
2025-08-04,66.75
2025-08-05,66.72
2025-08-06,67.08
2025-08-07,67.46
2025-08-08,67.82
2025-08-11,68.1
2025-08-12,68.77
2025-08-13,69.07
2025-08-14,69.28
2025-08-15,69.39
2025-08-18,69.15
2025-08-19,69.37
2025-08-20,69.35
2025-08-21,69.5
2025-08-22,70.05
2025-08-25,69.78
2025-08-26,69.16
2025-08-27,68.97
2025-08-28,69.16
2025-08-29,68.86
