,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_y,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity
2007-10-30,27890668.0,1055398655.16,6.5,9.0,5.77,1559.08,2.0,731177509.55,14330824.0,19322584.0,542286487.26,,,8131.0,14.15,,,,0.0,123520.0,487.0,,,14.15,8131.0,,,75225.0,802.28,0.65,,,22.59,22.59,49108304.0,1858286004.44,,2926.62,21.52,12.53,0.0902,14.34,0.4396
2007-10-31,26858082.0,1006723625.79,6.26,8.31,5.56,1546.22,2.0,685517172.9,14382112.0,18288710.0,539085849.06,,,1568.0,8.21,,,,0.0,56826.0,279.0,,,8.21,1568.0,,50000.0,1090700.0,835.68,57.87,,,22.65,22.65,49112348.0,1840882049.93,,2968.9,21.97,13.11,0.0907,14.57,0.423
2007-11-01,27004078.0,1009514454.77,6.3,8.51,5.59,1554.23,2.0,689807339.29,14059426.0,18452050.0,525594459.21,,,29067.0,11.41,,11134.0,,21.58,199300.0,377797.0,,,11.41,29067.0,0.58,26044.0,47094.0,815.42,5.21,,,22.21,22.21,49242776.0,1840881001.94,,2968.36,21.55,13.26,0.0911,14.25,0.4266
2007-11-02,26675016.0,1015048627.59,6.22,8.61,5.52,1535.78,2.0,689554711.03,14550229.0,18121184.0,553671269.69,,,17872.0,0.24,,,,3.61,3520.0,63269.0,,,0.24,17872.0,,536199.0,334385.0,838.97,16.76,,,22.96,22.96,48834296.0,1858262620.51,,2962.66,22.07,13.42,0.0912,14.46,0.4208
2007-11-05,30499522.0,1153917256.1,7.11,11.3,6.31,1764.86,2.0,829333026.71,14576420.0,21920342.0,551483481.29,,842.0,39083.0,220.05,0.05,,,0.72,3810158.0,13925.0,,842.0,220.05,39083.0,,192.0,11000.0,853.0,2.63,,,22.36,22.36,50603472.0,1914529006.69,,3070.69,21.74,12.45,0.1138,23.93,0.4679
2007-11-06,30778168.0,1157735620.38,7.18,11.77,6.37,1770.74,2.0,834783161.24,13594852.0,22192542.0,511376908.93,,,6452.0,25.66,,,,59.14,456196.0,988020.0,,,25.66,6452.0,,,183996.0,790.24,11.74,,,20.45,20.45,52891864.0,1989552951.34,,3186.19,19.87,12.32,0.1164,24.79,0.4629
2007-11-07,30822070.0,1154693966.81,7.19,12.37,6.38,1768.1,2.0,814149032.83,13562175.0,21731956.0,508082735.82,,,95207.0,12.94,,,,8.33,219190.0,154050.0,,,12.94,95207.0,,26166.0,679776.0,785.85,38.97,,,20.4,20.4,52926356.0,1982791680.07,,3178.85,19.82,12.27,0.1142,23.66,0.4635
2007-11-08,33499392.0,1238140566.25,7.81,13.32,6.93,1906.24,2.0,854749184.27,14845179.0,23126274.0,548679162.09,,,25979.0,83.4,,,,6.68,1651763.0,109223.0,,,83.4,25979.0,,1366248.0,257445.0,856.1,14.16,,,22.22,22.22,51967596.0,1920727060.9,,3102.07,21.63,11.12,0.1033,21.43,0.5014
2007-11-09,34122752.0,1239945739.92,7.96,13.69,7.06,1925.22,2.0,858946667.89,14979183.0,23637828.0,544310557.03,,,75432.0,20.48,,101879.0,,3.27,409675.0,41713.0,,,20.48,75432.0,5.82,100285.0,,853.48,,,,22.5,22.5,51584700.0,1874474515.13,,3039.59,21.92,10.95,0.1031,21.16,0.5126
2007-11-12,34018608.0,1221522919.26,7.93,13.55,7.04,1906.75,2.0,848716392.28,14876108.0,23636192.0,534163739.78,,,59183.0,1.91,,,,10.62,56000.0,172365.0,,,1.91,59183.0,,10107.0,57636.0,837.4,5.32,,,23.0,23.0,49796696.0,1788074499.33,,2901.27,22.4,10.94,0.1039,21.27,0.526
2007-11-13,33040136.0,1181576395.52,7.7,13.25,6.84,1832.17,2.0,804903550.18,14804413.0,22507324.0,529433200.59,,,107807.0,25.46,,,,23.58,524287.0,412090.0,,,25.46,107807.0,,232588.0,1653157.0,821.85,92.86,,,21.94,21.94,52664004.0,1883362224.05,,3037.84,21.29,11.22,0.1013,21.37,0.4897
2007-11-14,33237698.0,1210205235.09,7.75,13.54,6.88,1837.13,2.0,824320008.86,14882273.0,22639548.0,541872806.43,,,196293.0,8.25,,,,6.68,156447.0,118433.0,,,8.25,196293.0,,,24222.0,825.45,2.78,,,22.05,22.05,52616976.0,1915816787.61,,3052.0,21.29,11.65,0.1014,21.29,0.4924
2007-11-15,34787384.0,1254424555.36,8.11,14.19,7.2,1942.52,2.0,863468726.84,16665733.0,23945496.0,600962254.25,,,2123330.0,117.41,,,,23.2,2009043.0,463166.0,,,117.41,2123330.0,,123296.0,703095.0,933.46,37.61,,,24.39,24.39,51654452.0,1862646900.45,,3017.02,23.63,16.07,0.1047,20.11,0.5091
2007-11-16,33825392.0,1231603538.77,7.89,13.94,7.0,1882.43,2.0,836858224.77,16653005.0,22983904.0,606346258.73,,,133089.0,,,,,9.25,,169847.0,,,,133089.0,,24029.0,961592.0,925.91,51.9,,,25.16,25.16,49532660.0,1803514925.73,,2910.13,24.14,16.52,0.1082,20.73,0.511
2007-11-19,33942100.0,1205967778.24,7.92,14.03,7.02,1895.86,2.0,817761420.55,16707115.0,23015988.0,593606239.96,,,43516.0,1.78,,,,1.96,35984.0,40670.0,,,1.78,43516.0,,69394.0,3900.0,931.76,0.0,1.0,,24.33,24.33,51961660.0,1846205381.04,18130.0,3025.4,23.55,16.55,0.1078,20.62,0.4943
2007-11-20,33611832.0,1227610426.61,7.84,13.88,6.95,1852.09,2.0,828860318.67,16698737.0,22694100.0,609890697.19,,,8701.0,0.0,,,,2.0,60000.0,17079.0,,,0.0,8701.0,,,381889.0,913.71,24.09,,,25.19,25.19,49597400.0,1811453936.0,,2901.08,23.95,16.89,0.1095,20.95,0.507
2007-11-21,33645484.0,1180505595.74,7.85,13.75,6.96,1866.21,2.0,797370884.77,16580688.0,22725796.0,581759946.31,,,45603.0,5.57,,,,9.54,133577.0,179806.0,,,5.57,45603.0,,16155.0,101879.0,913.02,5.78,,,24.93,24.93,49936204.0,1752091551.19,,2933.97,23.73,16.98,0.1097,20.8,0.5058
2007-11-22,33566720.0,1186852869.49,7.83,13.54,6.94,1856.51,2.0,812241471.57,16330807.0,22971914.0,577425055.2,,,47790.0,12.67,,,,18.04,246118.0,337983.0,,,12.67,47790.0,,40312.0,,896.84,,,,24.65,24.65,49914920.0,1764892906.79,,2885.79,23.71,17.06,0.1127,21.63,0.5067
2007-11-23,33762156.0,1213655426.66,7.87,13.65,6.99,1854.35,2.0,838565234.93,16972976.0,23327684.0,610131190.34,,42379.0,213605.0,38.47,2.29,,,38.26,761229.0,702118.0,,42379.0,38.47,213605.0,,1088303.0,405461.0,928.1,27.53,,,25.47,25.46,49675964.0,1785712478.88,,2870.63,24.43,16.04,0.1123,22.17,0.5065
2007-11-26,35695452.0,1266137859.97,8.3,14.72,7.37,1970.79,2.0,899343838.63,17199302.0,25354652.0,610068964.17,,,300480.0,111.3,,,,8.55,2036585.0,169300.0,,,111.3,300480.0,,95146.0,9615.0,948.22,0.0,,,25.66,25.66,49834560.0,1767660013.12,,2882.23,24.75,15.19,0.1068,20.85,0.5325
2007-11-27,36118284.0,1270854343.85,8.4,14.81,7.46,1995.83,2.0,900424221.5,17387616.0,25590484.0,611798924.97,,,166375.0,28.24,,,,4.73,355831.0,83060.0,,,28.24,166375.0,,105000.0,120000.0,950.69,8.17,,,26.13,26.13,49159512.0,1729721693.5,,2820.22,25.21,14.56,0.1033,20.55,0.5427
2007-11-28,36451300.0,1285950175.8,8.48,14.87,7.52,2006.22,2.0,911256215.34,17758174.0,25830296.0,626483197.5,,,54074.0,18.12,,,,2.87,350000.0,51183.0,,,18.12,54074.0,,369354.0,110188.0,965.4,6.71,0.09,,26.69,26.68,48787432.0,1721151420.03,1687.0,2799.8,25.64,14.4,0.1014,20.22,0.5477
2007-11-29,37438072.0,1313078920.46,8.71,15.2,7.73,2059.86,2.0,930648840.02,17901536.0,26534352.0,627866989.67,,1687.0,224806.0,37.75,0.09,,,15.49,710957.0,294131.0,,1687.0,37.75,224806.0,,211000.0,6900.0,975.76,0.36,,,26.54,26.54,49537392.0,1737442708.32,,2827.8,25.65,14.09,0.1029,21.04,0.5551
2007-11-30,39344888.0,1418767034.48,9.15,15.72,8.12,2175.48,2.0,1023904780.55,18560830.0,28394668.0,669298988.39,,,574862.0,111.63,,40000.0,,12.05,1978316.0,225347.0,,,111.63,574862.0,2.12,311465.0,158000.0,1014.48,7.04,0.09,,27.75,27.74,48335424.0,1742963562.86,1687.0,2827.18,26.41,12.98,0.11,23.78,0.5881
2007-12-03,43118336.0,1567967265.82,10.03,16.92,8.9,2398.26,2.0,1130519953.26,18691444.0,31088748.0,679700912.92,,,389396.0,148.47,,75000.0,,64.13,2625980.0,1204063.0,,,148.47,389396.0,2.13,945283.0,6900.0,1036.31,0.0,,,28.38,28.38,47165136.0,1715126236.23,,2799.85,27.01,11.83,0.1143,25.29,0.6547
2007-12-04,43738820.0,1552019781.45,10.17,17.3,9.03,2430.39,2.0,1136581773.8,20155574.0,32031000.0,715196467.45,,,97670.0,64.54,,,,12.56,1190451.0,231856.0,,,64.54,97670.0,,1598316.0,248200.0,1114.78,16.78,,,30.15,30.15,46684480.0,1656543007.94,,2742.5,28.9,11.72,0.1109,25.04,0.6543
2007-12-05,45125240.0,1657974734.48,10.5,17.88,9.32,2498.44,2.0,1173529769.54,20400716.0,31940060.0,749555496.95,,,533905.0,32.43,,,,27.62,610000.0,509807.0,,,32.43,533905.0,,228122.0,700940.0,1124.05,41.04,0.38,,31.08,31.08,45237956.0,1662116103.7,7079.0,2692.29,29.45,11.31,0.1043,24.18,0.6874
2007-12-06,48112252.0,1722812710.5,11.19,19.07,9.93,2683.96,2.0,1242652512.71,21125032.0,34703024.0,756449181.37,4.51,,410772.0,154.73,,,83420.0,6.72,2679542.0,124725.0,4.51,,154.73,410772.0,,438270.0,,1179.97,,,,32.75,32.75,43382088.0,1553434094.39,,2589.48,31.3,13.58,0.1029,22.53,0.7458
2007-12-07,51770668.0,1878147634.1,12.04,20.17,10.69,2868.16,3.0,1387319437.88,21220912.0,38241112.0,769856893.99,,,348590.0,194.01,,65000.0,,25.42,3585090.0,408673.0,,,194.01,348590.0,3.75,155963.0,112000.0,1166.61,0.68,,,71.04,32.22,8650332.0,313818639.16,,474.42,71.09,15.14,0.117,25.53,0.786
2007-12-10,52431992.0,1920535893.67,12.2,20.25,10.82,2918.1,3.0,1377264732.66,22019400.0,37600304.0,806550475.08,,,829762.0,155.07,,,,12.1,2776987.0,229726.0,,,155.07,829762.0,,198451.0,3417794.0,1225.15,189.85,,,73.87,33.61,7788678.0,285292148.79,,431.92,73.93,15.79,0.0917,18.72,0.8004
2007-12-11,54683548.0,2016764757.93,12.72,21.39,11.29,3057.3,3.0,1465432685.6,22774238.0,39734460.0,839928685.45,,,542313.0,134.33,,,,16.43,2338758.0,313054.0,,,134.33,542313.0,,525580.0,204600.0,1278.62,10.72,,,62.33,34.99,13761486.0,507532539.43,,766.29,62.53,15.15,0.094,20.03,0.8402
2007-12-12,69070608.0,2590350864.08,16.07,29.22,14.26,3865.52,3.0,1918073612.59,26695026.0,51144620.0,1001141957.02,,,2458115.0,655.17,,,,47.14,11852854.0,852901.0,,,655.17,2458115.0,,2315574.0,442697.0,1503.97,21.23,,,66.09,40.78,13695970.0,513639140.46,,773.67,66.03,12.01,0.1252,29.14,1.055
2007-12-13,77945104.0,2787461136.14,18.1,32.82,16.07,4369.14,4.0,2009774785.8,32320086.0,56198848.0,1155826075.25,,,2961241.0,567.58,,404000.0,,9.77,10161056.0,180056.0,,,567.58,2961241.0,22.52,3178735.0,5510828.0,1822.53,311.48,18.61,,78.77,54.05,8711318.0,311532849.7,334860.0,490.21,78.8,10.36,0.1274,29.63,1.3035
2007-12-14,81201456.0,2947456896.43,18.86,33.8,16.74,4488.51,4.0,2131855023.7,34896944.0,58731896.0,1266692043.76,,,1856779.0,138.17,,209805.0,,14.19,2762403.0,226484.0,,,138.17,1856779.0,11.56,946565.0,439162.0,1925.7,32.99,,,81.93,59.4,7695828.0,279343775.71,,419.95,82.1,12.24,0.1297,29.78,1.3822
2007-12-17,83547888.0,2953966846.02,19.4,34.88,17.22,4598.87,4.0,2109272056.1,36664644.0,59657144.0,1296336094.06,,,1479015.0,47.61,,,,3.54,989550.0,65711.0,,,47.61,1479015.0,,509836.0,64300.0,2013.91,8.52,8.53,,85.92,62.48,6009856.0,212487901.23,155442.0,326.95,86.03,12.79,0.1277,29.06,1.4236
2007-12-18,86372240.0,3037100854.45,20.06,35.96,17.81,4692.64,4.0,2202717486.02,37016104.0,62643176.0,1301594598.99,,130000.0,684506.0,172.72,6.87,,,28.95,3287435.0,496898.0,,130000.0,172.72,684506.0,,33854.0,301400.0,1982.37,19.17,,,88.38,63.38,4865532.0,171086351.29,,255.82,88.57,12.32,0.124,28.41,1.4789
2007-12-19,87248416.0,2974113058.45,20.26,35.93,17.99,4710.53,4.0,2127889208.67,37760856.0,62423640.0,1287187321.86,,,213357.0,19.4,,,,38.06,414575.0,713280.0,,,19.4,213357.0,,1244672.0,634114.0,2003.36,41.1,,,88.74,62.94,4793544.0,163401726.48,,246.95,89.03,12.23,0.1244,28.65,1.4542
2007-12-20,83932288.0,2777566952.16,19.49,34.33,17.3,4473.84,4.0,2043310917.9,34952280.0,61744600.0,1156674030.27,,11836.0,33681.0,,0.59,,,173.79,,3042030.0,,11836.0,,33681.0,,187939.0,679039.0,1807.21,49.84,,,84.1,58.38,6610352.0,218756043.65,,325.1,84.75,12.3,0.1278,29.44,1.4019
2007-12-21,81205120.0,2730153488.92,18.86,30.35,16.74,4262.35,4.0,1985467427.42,35002024.0,59055332.0,1176784147.88,,367426.0,196633.0,0.0,18.15,,,94.83,24700.0,1851469.0,,367426.0,0.0,196633.0,,1337155.0,2713967.0,1777.03,170.97,,,80.36,55.74,8554828.0,287617252.6,,428.67,80.57,12.26,0.1191,27.56,1.2932
2007-12-24,80068456.0,2697284773.86,18.6,28.85,16.51,4212.16,4.0,1979355389.25,34097684.0,58756840.0,1148656642.97,,,1148.0,6.89,,7400.0,,42.79,128200.0,912396.0,,,6.89,1148.0,0.4,6906.0,434090.0,1743.1,11.81,,,79.44,55.13,8824840.0,297284445.75,,442.74,79.74,12.33,0.1212,27.93,1.2946
2007-12-25,79230240.0,2669047595.74,18.4,28.93,16.33,4175.36,4.0,1979355389.25,32497968.0,58756840.0,1094766636.54,,,2871.0,,,,,15.38,,308340.0,,,,2871.0,,730.0,,1667.3,,65.22,,78.68,55.41,8807944.0,296715266.25,1294976.0,441.41,79.07,12.35,0.122,28.11,1.3509
2007-12-26,79984712.0,2694463670.18,18.58,29.2,16.49,4186.94,4.0,1999061342.86,33303760.0,59341808.0,1121911539.8,,1294976.0,14648.0,14.19,64.89,,,31.08,591967.0,546334.0,,1294976.0,14.19,14648.0,,42500.0,7000.0,1699.97,0.19,,,77.96,53.98,9415572.0,317184572.57,,474.97,78.16,12.37,0.1219,28.04,1.2963
2007-12-27,66411968.0,2269164305.05,15.41,24.25,13.68,3453.42,3.0,1739102684.58,28869488.0,50898576.0,986412745.29,,,509977.0,112.79,,,,244.43,2235060.0,4858508.0,,,112.79,509977.0,,179224.0,10678293.0,1480.1,590.62,13.29,,72.79,42.27,10791372.0,368719628.14,264964.0,551.63,72.85,13.06,0.0961,21.56,0.9724
2007-12-28,55719884.0,1893419436.03,12.93,20.42,11.48,2908.97,3.0,1475117900.59,23452024.0,43410032.0,796924093.66,,,134140.0,7.28,,,,279.02,299855.0,5563605.0,,,7.28,134140.0,,12000.0,7788402.0,1214.67,391.97,,,65.62,37.14,12285040.0,417458397.95,,625.58,66.01,8.31,0.1098,25.88,0.8824
2007-12-31,40798840.0,1379848613.05,9.47,15.14,8.4,2134.8,2.0,984557147.52,22037400.0,29111012.0,745322068.6,,,83876.0,2.33,,,,76.46,37700.0,1498500.0,,,2.33,83876.0,,,14336718.0,1145.96,755.58,,,64.51,33.59,12124088.0,410046119.23,,617.93,64.97,9.95,0.0788,15.27,0.6218
2008-01-01,39838064.0,1347354418.83,9.24,15.09,8.21,2084.97,2.0,984557147.52,21043572.0,29111012.0,711710029.94,,1534931.0,1576.0,,77.74,,,8.05,,152068.0,,1534931.0,,1576.0,,,,1092.91,,122.23,,68.05,32.12,9879740.0,334140518.12,2378267.0,501.84,68.53,10.16,0.0784,15.58,0.6081
2008-01-02,35486848.0,1149246900.86,8.23,13.45,7.31,1827.36,2.0,799742733.3,19415378.0,24694736.0,628769931.77,,11836.0,264996.0,12.08,0.6,,,103.17,246275.0,1911746.0,,11836.0,12.08,264996.0,,8536.0,4662550.0,990.02,255.24,0.09,,28.99,28.99,47559536.0,1540222714.47,1816.0,2580.66,27.73,11.39,0.0788,14.78,0.5298
2008-01-03,34356680.0,1066763921.29,7.97,12.86,7.08,1729.64,2.0,733025069.18,18677376.0,23608136.0,579926548.82,,,40509.0,17.95,,,,46.26,250000.0,779013.0,,,17.95,40509.0,,502.0,1336600.0,919.72,79.09,,,28.07,28.07,47858568.0,1485993223.65,,2497.41,26.92,11.67,0.0794,15.09,0.5163
2008-01-04,31245684.0,947844183.67,7.25,10.92,6.44,1543.91,2.0,660228474.5,16582495.0,21764432.0,503033360.91,,,82403.0,10.65,,,,116.0,302820.0,2270135.0,,,10.65,82403.0,,93107.0,2146525.0,794.51,109.65,0.01,,24.08,24.08,52270336.0,1585631281.31,256.0,2613.34,23.31,12.66,0.0848,15.33,0.4538
2008-01-07,29254868.0,834513877.72,6.79,9.74,6.03,1420.1,2.0,600997955.6,15108430.0,21068692.0,430977658.34,,,87172.0,3.48,,,,81.68,100000.0,1650670.0,,,3.48,87172.0,,89433.0,795740.0,703.45,43.25,,,21.64,21.64,54715848.0,1560804666.33,,2648.14,20.99,13.57,0.0897,15.51,0.419
2008-01-08,27556510.0,824708066.41,6.39,8.8,5.68,1313.03,2.0,602016528.54,14653392.0,20115572.0,438545032.83,,,166130.0,,,670000.0,,55.36,,1198669.0,,,,166130.0,32.17,577500.0,1623120.0,669.98,86.82,,,22.62,22.62,50115360.0,1499846738.32,,2439.24,21.55,14.57,0.088,15.38,0.4253
2008-01-09,27124858.0,807804946.85,6.29,8.24,5.59,1309.98,2.0,591856901.06,14548118.0,19873652.0,433257261.21,,87696.0,213323.0,19.06,3.91,,,36.05,396800.0,814070.0,,87696.0,19.06,213323.0,,407778.0,638720.0,682.41,29.86,,,22.62,22.61,49757120.0,1481815966.63,,2444.12,21.83,14.73,0.0875,15.58,0.4216
2008-01-10,26134904.0,807466633.06,6.06,7.69,5.38,1254.12,2.0,629819613.73,12623466.0,20385084.0,390015880.24,,,249743.0,111.61,,,,107.08,2509120.0,2207510.0,,,111.61,249743.0,,33115.0,1997689.0,587.77,90.62,,,19.27,19.27,52894536.0,1634234925.5,,2628.51,18.27,15.68,0.0983,15.72,0.3989
2008-01-11,24878770.0,770650481.38,5.77,7.11,5.12,1202.18,2.0,584161872.66,12753898.0,18858392.0,395067667.46,,,4682.0,,,,,14.75,,349724.0,,,,4682.0,,475474.0,1526691.0,614.2,81.19,,,21.42,21.42,46799744.0,1449679595.97,,2389.87,20.45,15.96,0.0936,16.44,0.4178
2008-01-14,24111452.0,761210918.08,5.6,6.78,4.97,1163.42,1.0,565922478.38,12208997.0,17925666.0,385444303.2,,,100237.0,1.39,,,,30.8,3431.0,663658.0,,,1.39,100237.0,,18520.0,936157.0,590.81,52.67,,,19.29,19.29,51086468.0,1612826021.75,,2614.94,18.43,16.77,0.0991,17.61,0.3809
2008-01-15,24524738.0,749039487.28,5.69,6.95,5.05,1204.19,2.0,566140385.16,11918198.0,18536332.0,364008003.64,,,16822.0,30.74,,24966.0,,15.22,589800.0,312621.0,,,30.74,16822.0,1.11,5000.0,4100.0,582.38,0.0,,,18.46,18.46,52652520.0,1608123870.06,,2673.49,17.89,16.56,0.1012,17.36,0.3798
2008-01-16,23498166.0,737141999.46,5.46,6.63,4.84,1136.53,1.0,512312831.02,12959890.0,16331198.0,406554248.85,,75075.0,10126.0,3.82,3.47,,,9.4,78340.0,188819.0,,75075.0,3.82,10126.0,,1145310.0,2283474.0,620.71,112.98,,,19.93,19.93,52056120.0,1633010524.35,,2643.46,19.02,13.85,0.094,17.22,0.3614
2008-01-17,22801600.0,692756956.82,5.29,6.44,4.69,1116.71,1.0,486307447.92,12502610.0,16006462.0,379853609.21,,,9476.0,,,5264.0,,21.58,,466755.0,,,,9476.0,0.25,,330000.0,602.07,15.02,,,19.4,19.4,51929672.0,1577724437.9,,2647.92,18.53,13.96,0.0959,17.75,0.3539
2008-01-18,22397180.0,670449784.54,5.19,6.26,4.61,1076.57,1.0,456510160.46,12889831.0,15250270.0,385851451.69,,,4986.0,7.74,,,,0.42,196850.0,6990.0,,,7.74,4986.0,,389225.0,953042.0,609.26,45.77,,,19.33,19.33,53778136.0,1609824973.25,,2684.25,18.5,14.48,0.0968,18.01,0.336
2008-01-21,21617776.0,603236428.4,5.01,5.93,4.45,1026.66,1.0,420510710.51,13017335.0,15069558.0,363244150.22,,,37509.0,,,,,3.49,,69870.0,,,,37509.0,,159865.0,180712.0,599.58,8.04,,,19.56,19.56,53521672.0,1493503414.01,,2556.06,19.0,15.1,0.0975,19.06,0.3249
2008-01-22,19671536.0,585706334.07,4.56,5.19,4.05,896.25,1.0,388139223.77,13111086.0,13036046.0,390373487.7,,,373683.0,,,,,16.96,,355129.0,,,,373683.0,,75198.0,2033512.0,572.27,98.93,,,19.16,19.16,55318056.0,1647056731.5,,2624.89,17.9,16.95,0.1111,20.04,0.2875
2008-01-23,19830406.0,566601955.06,4.6,5.02,4.08,925.73,1.0,372568416.52,13174707.0,13039459.0,376432774.17,,,46854.0,,,71403.0,,19.17,,478218.0,,,,46854.0,3.34,506821.0,67990.0,602.02,8.23,0.53,,19.9,19.9,53039400.0,1515462050.3,11836.0,2552.13,19.09,16.18,0.1106,20.75,0.2995
2008-01-24,20495568.0,624611204.74,4.75,5.08,4.22,937.93,1.0,435115847.41,12949698.0,14277596.0,394647587.66,,11836.0,,13.35,0.54,978137.0,,9.71,260000.0,239845.0,,11836.0,13.35,,41.85,3000.0,,580.27,,,,19.64,19.64,52989496.0,1614877564.52,,2580.81,18.36,15.72,0.1094,19.6,0.3108
2008-01-25,20336268.0,601288704.01,4.72,4.94,4.18,973.47,1.0,418855012.05,12118723.0,14166153.0,358318018.18,,,6567.0,,,,,35.34,,837542.0,,,,6567.0,,,111443.0,571.28,4.18,,,18.44,18.44,53602368.0,1584877735.99,,2641.0,17.78,15.46,0.11,20.11,0.3094
2008-01-28,19926736.0,590510523.15,4.62,4.78,4.1,934.32,1.0,411357296.84,12088993.0,13881223.0,358246206.54,,,361455.0,,,26200.0,,42.59,,924603.0,,,,361455.0,1.19,533419.0,311130.0,554.82,15.11,,,18.45,18.45,53431696.0,1583399246.01,,2598.65,17.59,15.82,0.1112,20.19,0.3041
2008-01-29,18882796.0,569283022.59,4.38,4.54,3.89,888.18,1.0,387570579.54,12070781.0,12855497.0,363912775.03,,,14183.0,,,,,1.42,,32395.0,,,,14183.0,,,1025726.0,559.24,46.5,,,18.33,18.33,53795764.0,1621847481.29,,2642.41,17.47,14.81,0.108,21.28,0.2867
2008-01-30,19243920.0,583768229.98,4.46,4.68,3.96,902.97,1.0,375265487.88,12862425.0,12370627.0,390184280.31,,,872193.0,21.58,,,,3.59,465130.0,82312.0,,,21.58,872193.0,,1763.0,950000.0,599.02,45.62,,,19.75,19.75,52247624.0,1584942308.16,,2588.63,18.79,14.45,0.1048,20.78,0.2956
2008-01-31,17129570.0,519514612.24,3.97,4.12,3.52,815.88,1.0,325777321.44,11739286.0,10741614.0,356035242.82,,,101006.0,1.76,,,,54.49,21000.0,1224145.0,,,1.76,101006.0,,,1443569.0,553.48,70.97,,9.1,18.04,18.04,53351656.0,1618077095.88,,2646.16,17.3,15.14,0.1139,23.54,0.2632
2008-02-01,19823952.0,635383088.27,4.59,4.74,4.08,952.43,1.0,420403853.66,12633165.0,13116600.0,404909141.85,9.38,,30.0,16.57,,2105946.0,206444.0,10.59,350000.0,235474.0,9.38,,16.57,30.0,104.15,1129323.0,287404.0,598.76,9.77,,,19.17,19.17,53251524.0,1706779645.86,,2693.9,18.18,12.41,0.1038,21.28,0.3009
2008-02-04,19811866.0,634201971.82,4.59,4.59,4.07,982.85,1.0,419039654.92,12605840.0,13090400.0,403528298.87,,,9631.0,,,,,1.91,,48089.0,,,,9631.0,,11133.0,26200.0,621.62,1.14,,,19.03,19.03,53648736.0,1717361411.44,,2785.37,18.25,12.06,0.1047,21.74,0.299
2008-02-05,17698044.0,540300872.15,4.1,4.13,3.64,890.35,1.0,364375248.57,11723172.0,11935441.0,357894920.81,,,,4.93,,,,46.26,41041.0,965706.0,,,4.93,,,94874.0,1196000.0,581.86,58.83,0.57,,17.93,17.93,53658224.0,1638123694.64,11836.0,2743.62,17.5,13.44,0.1164,24.17,0.2707
2008-02-06,18243680.0,555740315.48,4.23,4.47,3.75,887.53,1.0,374099450.95,11838058.0,12280827.0,360611789.27,,11836.0,863474.0,15.72,0.54,45000.0,,49.02,357000.0,917301.0,,11836.0,15.72,863474.0,2.06,156877.0,56614.0,563.3,6.25,,,17.76,17.76,54829208.0,1670211347.24,,2738.39,17.06,12.46,0.1166,24.25,0.2737
2008-02-07,19609148.0,579527848.54,4.54,4.92,4.03,944.64,1.0,402442893.82,11867125.0,13617227.0,350720460.66,,,33111.0,60.34,,,,0.22,1336400.0,4044.0,,,60.34,33111.0,,,,564.15,,,,17.87,17.87,54547724.0,1612100899.67,,2693.1,17.32,17.89,0.1212,22.81,0.2953
2008-02-08,20767404.0,618335043.33,4.81,5.13,4.27,981.73,1.0,432601850.09,12021954.0,14529368.0,357945338.16,,2680.0,249840.0,41.84,0.12,,,3.64,912141.0,51392.0,,2680.0,41.84,249840.0,,,,553.67,,2.13,,18.22,18.22,53955512.0,1606487929.38,46299.0,2631.74,17.38,19.42,0.1204,21.9,0.3148
2008-02-11,20745768.0,602729955.8,4.81,5.09,4.27,982.03,1.0,421481429.82,12021721.0,14507253.0,349268890.26,,,56231.0,,,22872.0,,3.31,,75075.0,,,,56231.0,1.01,18611.0,44987.0,554.01,3.03,,,18.31,18.31,53652628.0,1558777968.73,,2592.09,17.61,19.46,0.1201,21.94,0.3159
2008-02-12,22975736.0,696359959.71,5.32,5.56,4.72,1073.47,1.0,509799903.57,11918578.0,16820364.0,361234151.36,,,6000.0,103.12,,,,8.53,2313111.0,189143.0,,,103.12,6000.0,,80000.0,,541.7,,,,18.17,18.17,53662344.0,1626424838.18,,2602.41,17.23,20.06,0.1262,22.18,0.3503
2008-02-13,23187986.0,687619175.11,5.37,5.48,4.77,1102.95,1.0,497740741.26,12071438.0,16784880.0,357967795.91,,,74642.0,,,,,7.49,,166874.0,,,,74642.0,,245879.0,35484.0,567.3,1.72,0.03,,18.38,18.38,53594952.0,1589310804.5,788.0,2615.24,17.83,19.77,0.1242,21.9,0.3531
