,MEMS FP Equity_DX_SI_QTY,MEMS FP Equity_DX_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MEMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEMS FP Equity_DX_SI_MV,MEMS FP Equity_DX_DSS,MEMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SUPPLY_SI_QTY,MEMS FP Equity_DX_BROKER_SI_QTY,MEMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEMS FP Equity_DX_BROKER_SI_MV_NEW_x,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEMS FP Equity_DX_BROKER_SI_MV_INC_x,MEMS FP Equity_DX_BROKER_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_NEW,MEMS FP Equity_DX_SUPPLY_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_QTY_INC,MEMS FP Equity_DX_SUPPLY_SI_QTY_DEC,MEMS FP Equity_DX_BROKER_SI_MV_NEW_y,MEMS FP Equity_DX_BROKER_SI_MV_INC_y,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEMS FP Equity_DX_BROKER_SI_MV_ADD,MEMS FP Equity_DX_SUPPLY_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_DEC,MEMS FP Equity_DX_SUPPLY_SI_MV,MEMS FP Equity_DX_BROKER_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_MV_RMV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEMS FP Equity_DX_UTILIZATION_QUANTITY,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_MV,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEMS FP Equity_DX_BROKER_SI_CON_RATIO,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEMS FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32397.0,53455.05,0.06,0.0,,0.0,,0.0
2011-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32316.0,55260.36,0.05,0.0,,0.0,,0.0
2011-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32385.0,53759.1,0.06,0.0,,0.0,,0.0
2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32319.0,54619.11,0.05,0.0,,0.0,,0.0
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32511.0,53318.04,0.05,0.0,,0.0,,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32967.0,54065.88,0.05,0.0,,0.0,,0.0
2011-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32847.0,52555.2,0.05,0.0,,0.0,,0.0
2011-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32640.0,51897.6,0.05,0.0,,0.0,,0.0
2011-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32571.0,50485.05,0.05,0.0,,0.0,,0.0
2011-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,32457.0,49983.78,0.05,0.0,,0.0,,0.0
2011-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33177.0,47774.88,0.05,0.0,,0.0,,0.0
2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35721.0,29291.22,0.05,0.0,,0.0,,0.0
2011-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40203.0,34976.61,0.03,0.0,,0.0,,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73764.0,106957.8,0.11,0.0,,0.0,,0.0
2012-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35840.0,49459.2,0.05,0.0,,0.0,,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35622.0,48089.7,0.05,0.0,,0.0,,0.0
2012-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35326.0,47690.1,0.05,0.0,,0.0,,0.0
2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35326.0,47336.84,0.05,0.0,,0.0,,0.0
2012-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35262.0,46898.46,0.05,0.0,,0.0,,0.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,34810.0,49082.1,0.05,0.0,,0.0,,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33896.0,44064.8,0.05,0.0,,0.0,,0.0
2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33264.0,42910.56,0.04,0.0,,0.0,,0.0
2012-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33264.0,44241.12,0.04,0.0,,0.0,,0.0
2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33088.0,44668.8,0.04,0.0,,0.0,,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33022.0,36654.42,0.04,0.0,,0.0,,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,34086.0,37835.46,0.04,0.0,,0.0,,0.0
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,34140.0,37895.4,0.04,0.0,,0.0,,0.0
2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,34098.0,40917.6,0.04,0.0,,0.0,,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33842.0,39595.14,0.04,0.0,,0.0,,0.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31360.0,36691.2,0.04,0.0,,0.0,,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31344.0,34791.84,0.04,0.0,,0.0,,0.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31130.0,35176.9,0.03,0.0,,0.0,,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30878.0,36436.04,0.03,0.0,,0.0,,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30852.0,36713.88,0.04,0.0,,0.0,,0.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30560.0,36366.4,0.04,0.0,,0.0,,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30560.0,36060.8,0.04,0.0,,0.0,,0.0
2012-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30560.0,36672.0,0.04,0.0,,0.0,,0.0
2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29809.0,38751.7,0.04,0.0,,0.0,,0.0
2012-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30788.0,39408.64,0.04,0.0,,0.0,,0.0
2012-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30764.0,38762.64,0.04,0.0,,0.0,,0.0
2012-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30506.0,38132.5,0.04,0.0,,0.0,,0.0
2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28698.0,36159.48,0.04,0.0,,0.0,,0.0
2012-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28698.0,37881.36,0.04,0.0,,0.0,,0.0
2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27528.0,35235.84,0.04,0.0,,0.0,,0.0
2012-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27688.0,34610.0,0.04,0.0,,0.0,,0.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27756.0,35250.12,0.03,0.0,,0.0,,0.0
2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27072.0,33840.0,0.03,0.0,,0.0,,0.0
2012-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29480.0,39798.0,0.04,0.0,,0.0,,0.0
2012-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29226.0,37409.28,0.04,0.0,,0.0,,0.0
2012-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28428.0,35819.28,0.04,0.0,,0.0,,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29796.0,38138.88,0.04,0.0,,0.0,,0.0
2012-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29794.0,39626.02,0.04,0.0,,0.0,,0.0
2012-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29240.0,37427.2,0.04,0.0,,0.0,,0.0
2012-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29240.0,37427.2,0.04,0.0,,0.0,,0.0
2012-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28898.0,37567.4,0.04,0.0,,0.0,,0.0
2012-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29430.0,37670.4,0.04,0.0,,0.0,,0.0
2012-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29414.0,38238.2,0.04,0.0,,0.0,,0.0
2012-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29414.0,38532.34,0.04,0.0,,0.0,,0.0
2013-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,3.4,0.0,0.0,,0.0,,0.0
2013-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89184.0,152504.64,0.15,0.0,,0.0,,0.0
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5.0,9.1,0.0,0.0,,0.0,,0.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36082.0,63865.14,0.06,0.0,,0.0,,0.0
2017-01-17,500.0,940.0,0.01,0.02,0.01,0.0,0.0,940.0,0.0,500.0,0.0,,,,500.0,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-18,500.0,950.0,0.01,0.02,0.01,0.0,0.0,950.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-19,500.0,970.0,0.01,0.02,0.01,0.0,0.0,970.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-20,500.0,975.0,0.01,0.02,0.01,0.0,0.0,975.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-23,500.0,970.0,0.01,0.02,0.01,0.0,0.0,970.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-24,500.0,945.0,0.01,0.02,0.01,0.0,0.0,945.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-25,500.0,980.0,0.01,0.02,0.01,0.0,0.0,980.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-26,500.0,970.0,0.01,0.02,0.01,0.0,0.0,970.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-27,500.0,1015.0,0.01,0.02,0.01,0.0,0.0,1015.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-30,500.0,1020.0,0.01,0.01,0.01,0.0,0.0,1020.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-01-31,500.0,1015.0,0.01,0.01,0.01,0.0,0.0,1015.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-02-01,500.0,995.0,0.01,0.01,0.01,0.0,0.0,995.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-02-02,500.0,975.0,0.01,0.01,0.01,0.0,0.0,975.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-02-03,500.0,980.0,0.01,0.01,0.01,0.0,0.0,980.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-02-06,1500.0,2985.0,0.02,0.04,0.02,0.0,0.0,2985.0,0.0,1500.0,0.0,,,,1000.0,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.89,0.5457,65.11,0.0
2017-02-07,1500.0,2985.0,0.02,0.04,0.02,0.0,0.0,2985.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.43,0.5485,65.57,0.0
2017-02-08,1500.0,2970.0,0.02,0.04,0.02,0.0,0.0,2970.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.31,0.5492,65.69,0.0
2017-02-09,2500.0,4950.0,0.04,0.07,0.04,0.01,0.0,4950.0,0.0,2500.0,0.0,,,0.0,,,,1000.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.6706,79.21,0.0
2017-02-10,2500.0,5075.0,0.04,0.08,0.04,0.01,0.0,5075.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.6658,78.79,0.0
2017-02-13,2500.0,5350.0,0.04,0.08,0.04,0.01,0.0,5350.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.67,0.6605,78.33,0.0
2017-02-14,2500.0,5150.0,0.04,0.08,0.04,0.01,0.0,5150.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.17,0.6779,79.83,0.0
2017-02-15,3500.0,7245.0,0.05,0.12,0.05,0.01,0.0,7245.0,0.0,3500.0,0.0,,,0.0,,,,1000.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.96,0.7456,85.04,0.0
2017-02-16,3500.0,7105.0,0.05,0.13,0.05,0.01,0.0,7105.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.75,85.35,0.0
2017-02-17,3500.0,7280.0,0.05,0.13,0.05,0.01,0.0,7280.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.7421,84.8,0.0
2017-02-20,3500.0,7175.0,0.05,0.13,0.05,0.01,0.0,7175.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.71,0.7491,85.29,0.0
2017-02-21,7500.0,15675.0,0.11,0.3,0.11,0.02,0.0,15675.0,0.0,7500.0,0.0,,,,4000.0,,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.4471,53.56,0.0
2017-02-22,7500.0,15675.0,0.11,0.31,0.11,0.02,0.0,15675.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-02-23,7500.0,15675.0,0.11,0.31,0.11,0.02,0.0,15675.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-02-24,7500.0,15450.0,0.11,0.3,0.11,0.02,0.0,15450.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.21,0.4458,52.85,0.0
2017-02-27,7500.0,15450.0,0.11,0.29,0.11,0.02,0.0,15450.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-02-28,7500.0,15225.0,0.11,0.29,0.11,0.02,0.0,15225.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.22,0.4458,52.84,0.0
2017-03-01,7500.0,15000.0,0.11,0.29,0.11,0.02,0.0,15000.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.22,0.4458,52.84,0.0
2017-03-02,7500.0,14850.0,0.11,0.3,0.11,0.02,0.0,14850.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.446,52.94,0.0
2017-03-03,7500.0,14550.0,0.11,0.29,0.11,0.01,0.0,14550.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.36,0.4456,52.72,0.0
2017-03-06,7500.0,14250.0,0.11,0.29,0.11,0.01,0.0,14250.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.37,0.4456,52.71,0.0
2017-03-07,7500.0,14175.0,0.11,0.29,0.11,0.01,0.0,14175.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.99,0.4462,53.04,0.0
2017-03-08,7500.0,14700.0,0.11,0.29,0.11,0.01,0.0,14700.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.4479,53.92,0.0
2017-03-09,7500.0,14925.0,0.11,0.28,0.11,0.01,0.0,14925.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.447,53.48,0.0
2017-03-10,7500.0,14625.0,0.11,0.28,0.11,0.01,0.0,14625.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.35,0.4456,52.72,0.0
2017-03-13,7500.0,14625.0,0.11,0.38,0.11,0.01,0.0,14625.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-03-14,7500.0,14475.0,0.11,0.39,0.11,0.01,0.0,14475.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.446,52.94,0.0
2017-03-15,7500.0,14400.0,0.11,0.41,0.11,0.01,0.0,14400.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.99,0.4462,53.05,0.0
2017-03-16,7500.0,14475.0,0.11,0.44,0.11,0.01,0.0,14475.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.74,0.4466,53.27,0.0
2017-03-17,7500.0,14325.0,0.11,0.44,0.11,0.01,0.0,14325.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.12,0.446,52.94,0.0
2017-03-20,7500.0,13875.0,0.11,0.44,0.11,0.01,0.0,13875.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.63,0.4453,52.48,0.0
2017-03-21,7500.0,13875.0,0.11,0.39,0.11,0.01,0.0,13875.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-03-22,7500.0,13875.0,0.11,0.38,0.11,0.01,0.0,13875.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-03-23,7500.0,13950.0,0.11,0.41,0.11,0.01,0.0,13950.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.74,0.4466,53.27,0.0
2017-03-24,7500.0,13875.0,0.11,0.42,0.11,0.01,0.0,13875.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.4462,53.04,0.0
2017-03-27,7500.0,13575.0,0.11,0.42,0.11,0.01,0.0,13575.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.39,0.4456,52.69,0.0
2017-03-28,7500.0,13575.0,0.11,0.49,0.11,0.01,0.0,13575.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.4464,53.16,0.0
2017-03-29,7500.0,13650.0,0.11,0.5,0.11,0.01,0.0,13650.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.74,0.4466,53.27,0.0
2017-03-30,7500.0,13425.0,0.11,0.5,0.11,0.01,0.0,13425.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.27,0.4458,52.8,0.0
2017-03-31,7500.0,13500.0,0.11,0.51,0.11,0.01,0.0,13500.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.73,0.4466,53.27,0.0
2017-04-03,7500.0,13575.0,0.11,0.52,0.11,0.01,0.0,13575.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.73,0.4466,53.27,0.0
