,EGOV FP Equity_DX_SI_QTY,EGOV FP Equity_DX_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGOV FP Equity_DX_SI_MV,EGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SUPPLY_SI_QTY,EGOV FP Equity_DX_BROKER_SI_QTY,EGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGOV FP Equity_DX_BROKER_SI_MV_NEW_x,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,EGOV FP Equity_DX_BROKER_SI_MV_INC_x,EGOV FP Equity_DX_BROKER_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_NEW,EGOV FP Equity_DX_SUPPLY_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_QTY_INC,EGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,EGOV FP Equity_DX_BROKER_SI_MV_NEW_y,EGOV FP Equity_DX_BROKER_SI_MV_INC_y,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,EGOV FP Equity_DX_BROKER_SI_MV_ADD,EGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_DEC,EGOV FP Equity_DX_SUPPLY_SI_MV,EGOV FP Equity_DX_BROKER_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_MV_RMV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGOV FP Equity_DX_UTILIZATION_QUANTITY,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EGOV FP Equity_DX_BROKER_SI_CON_RATIO,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EGOV FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-06-15,18356.0,1011672.58,2.28,0.14,1.02,1011672.58,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1598.31,0.0,0.0,,1.0,100.0,632.9655
2020-06-16,18356.0,1014444.34,2.28,0.14,1.01,1014444.34,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1602.69,0.0,0.0,,1.0,100.0,632.9655
2020-06-17,18356.0,1012718.88,2.28,0.14,1.01,1012718.88,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1599.96,0.0,0.0,,1.0,100.0,632.9655
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,1.02,0.0,0.0,29.0,1604.72,0.0,0.0,,0.0,100.0,0.0
2020-06-19,18356.0,1016720.48,2.32,0.14,1.02,1016720.48,0.0,18356.0,0.0,1.02,,,,18356.0,,,,1.02,,,,,,0.0,,,0.0,0.0,29.0,1606.28,0.0,0.0,,1.0,100.0,632.9655
2020-06-22,18356.0,1019620.73,2.3,0.14,1.02,1019620.73,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1610.86,0.0,0.0,,1.0,100.0,632.9655
2020-06-23,18356.0,1016022.96,2.3,0.14,1.02,1016022.96,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1605.18,0.0,0.0,,1.0,100.0,632.9655
2020-06-24,18356.0,1019253.61,2.22,0.14,1.02,1019253.61,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1610.28,0.0,0.0,,1.0,100.0,632.9655
2020-06-25,18356.0,1020501.82,2.22,0.14,1.02,1020501.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1612.26,0.0,0.0,,1.0,100.0,632.9655
2020-06-26,18356.0,1021070.86,2.2,0.14,1.02,1021070.86,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,29.0,1613.15,0.0,0.0,,1.0,100.0,632.9655
2020-06-29,18356.0,1020740.45,3.67,0.14,1.02,1020740.45,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3614.52,0.0,0.0,,1.0,100.0,282.4
2020-06-30,18356.0,1020593.6,3.67,0.14,1.02,1020593.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3614.0,0.0,0.0,,1.0,100.0,282.4
2020-07-01,18356.0,1016445.14,3.68,0.14,1.02,1016445.14,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3599.31,0.0,0.0,,1.0,100.0,282.4
2020-07-02,18356.0,1020336.62,3.65,0.14,1.02,1020336.62,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3613.09,0.0,0.0,,1.0,100.0,282.4
2020-07-03,18356.0,1020024.56,3.65,0.14,1.02,1020024.56,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3611.99,0.0,0.0,,1.0,100.0,282.4
2020-07-06,18356.0,1020685.38,3.57,0.14,1.02,1020685.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3614.33,0.0,0.0,,1.0,100.0,282.4
2020-07-07,18356.0,1021805.1,3.5,0.14,1.02,1021805.1,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3618.29,0.0,0.0,,1.0,100.0,282.4
2020-07-08,18356.0,1022722.9,3.5,0.14,1.02,1022722.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3621.54,0.0,0.0,,1.0,100.0,282.4
2020-07-09,18356.0,1023402.07,4.99,0.14,1.02,1023402.07,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3623.95,0.0,0.0,,1.0,100.0,282.4
2020-07-10,18356.0,1023787.54,8.21,0.14,1.02,1023787.54,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3625.31,0.0,0.0,,1.0,100.0,282.4
2020-07-13,18356.0,1019547.31,8.98,0.14,1.02,1019547.31,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3610.3,0.0,0.0,,1.0,100.0,282.4
2020-07-14,18356.0,1022465.91,9.38,0.14,1.02,1022465.91,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3620.63,0.0,0.0,,1.0,100.0,282.4
2020-07-15,18356.0,1022741.25,16.35,0.14,1.02,1022741.25,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3621.61,0.0,0.0,,1.0,100.0,282.4
2020-07-16,18356.0,1024374.94,17.39,0.14,1.02,1024374.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3627.39,0.0,0.0,,1.0,100.0,282.4
2020-07-17,18356.0,1023328.64,18.5,0.14,1.02,1023328.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3623.69,0.0,0.0,,1.0,100.0,282.4
2020-07-20,18356.0,1026724.5,18.56,0.14,1.03,1026724.5,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3635.71,0.0,0.0,,1.0,100.0,282.4
2020-07-21,18356.0,1026504.23,18.58,0.14,1.03,1026504.23,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3634.93,0.0,0.0,,1.0,100.0,282.4
2020-07-22,18356.0,1028963.94,17.86,0.14,1.03,1028963.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3643.64,0.0,0.0,,1.0,100.0,282.4
2020-07-23,18356.0,1030157.08,15.29,0.14,1.03,1030157.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3647.87,0.0,0.0,,1.0,100.0,282.4
2020-07-24,18356.0,1027642.3,15.65,0.14,1.03,1027642.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3638.96,0.0,0.0,,1.0,100.0,282.4
2020-07-27,18356.0,1030083.65,15.62,0.14,1.03,1030083.65,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3647.61,0.0,0.0,,1.0,100.0,282.4
2020-07-28,18356.0,1030267.21,16.48,0.14,1.03,1030267.21,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3648.26,0.0,0.0,,1.0,100.0,282.4
2020-07-29,18356.0,1029863.38,16.65,0.14,1.03,1029863.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3646.83,0.0,0.0,,1.0,100.0,282.4
2020-07-30,18356.0,1032910.48,16.6,0.14,1.04,1032910.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3657.62,0.0,0.0,,1.0,100.0,282.4
2020-07-31,18356.0,1030891.32,16.59,0.14,1.03,1030891.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3650.47,0.0,0.0,,1.0,100.0,282.4
2020-08-03,18356.0,1031185.01,17.04,0.14,1.03,1031185.01,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3651.51,0.0,0.0,,1.0,100.0,282.4
2020-08-04,18356.0,1034764.43,17.11,0.14,1.04,1034764.43,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3664.18,0.0,0.0,,1.0,100.0,282.4
2020-08-05,18356.0,1032102.81,23.36,0.14,1.03,1032102.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3654.76,0.0,0.0,,1.0,100.0,282.4
2020-08-06,18356.0,1035021.42,23.5,0.14,1.09,1035021.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3665.09,0.0,0.0,,1.0,100.0,282.4
2020-08-07,18356.0,1033993.48,25.19,0.14,1.04,1033993.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3661.45,0.0,0.0,,1.0,100.0,282.4
2020-08-10,18356.0,1035443.6,25.28,0.14,1.03,1035443.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3666.59,0.0,0.0,,1.0,100.0,282.4
2020-08-11,18356.0,1031405.28,25.33,0.14,1.03,1031405.28,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3652.29,0.0,0.0,,1.0,100.0,282.4
2020-08-12,18356.0,1030358.99,25.6,0.14,1.03,1030358.99,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3648.58,0.0,0.0,,1.0,100.0,282.4
2020-08-13,18356.0,1026430.81,27.29,0.14,1.03,1026430.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3634.67,0.0,0.0,,1.0,100.0,282.4
2020-08-14,18356.0,1026761.22,27.3,0.14,1.03,1026761.22,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3635.84,0.0,0.0,,1.0,100.0,282.4
2020-08-17,18356.0,1030028.58,32.65,0.14,1.03,1030028.58,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3647.41,0.0,0.0,,1.0,100.0,282.4
2020-08-18,18356.0,1030652.69,39.57,0.14,1.03,1030652.69,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3649.62,0.0,0.0,,1.0,100.0,282.4
2020-08-19,18356.0,1032506.64,39.26,0.14,1.03,1032506.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3656.19,0.0,0.0,,1.0,100.0,282.4
2020-08-20,18356.0,1033956.77,8.5,0.13,1.03,1033956.77,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3661.32,0.0,0.0,,1.0,100.0,282.4
2020-08-21,18356.0,1033002.26,5.14,0.14,1.04,1033002.26,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3657.94,0.0,0.0,,1.0,100.0,282.4
2020-08-24,18356.0,1032212.95,5.13,0.14,1.03,1032212.95,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3655.15,0.0,0.0,,1.0,100.0,282.4
2020-08-25,18356.0,1026118.76,5.12,0.14,1.03,1026118.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3633.57,0.0,0.0,,1.0,100.0,282.4
2020-08-26,18356.0,1026779.57,5.09,0.14,1.03,1026779.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3635.91,0.0,0.0,,1.0,100.0,282.4
2020-08-27,18356.0,1025054.11,5.07,0.13,1.03,1025054.11,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3629.8,0.0,0.0,,1.0,100.0,282.4
2020-08-28,18356.0,1024374.94,4.8,0.13,1.03,1024374.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3627.39,0.0,0.0,,1.0,100.0,282.4
2020-08-31,18356.0,1022851.39,4.79,0.13,1.02,1022851.39,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3622.0,0.0,0.0,,1.0,100.0,282.4
2020-09-01,18356.0,1024815.48,4.79,0.13,1.02,1024815.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3628.95,0.0,0.0,,1.0,100.0,282.4
2020-09-02,18356.0,1030303.92,4.84,0.13,1.03,1030303.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3648.39,0.0,0.0,,1.0,100.0,282.4
2020-09-03,18356.0,1031386.93,5.07,0.13,1.03,1031386.93,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3652.22,0.0,0.0,,1.0,100.0,282.4
2020-09-04,18356.0,1029477.9,5.07,0.13,1.03,1029477.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3645.46,0.0,0.0,,1.0,100.0,282.4
2020-09-07,18356.0,1027605.59,5.06,0.14,1.03,1027605.59,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3638.83,0.0,0.0,,1.0,100.0,282.4
2020-09-08,18356.0,1030046.94,4.86,0.14,1.03,1030046.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3647.48,0.0,0.0,,1.0,100.0,282.4
2020-09-09,18356.0,1028817.09,4.85,0.14,1.03,1028817.09,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3643.12,0.0,0.0,,1.0,100.0,282.4
2020-09-10,18356.0,1027422.03,4.77,0.14,1.02,1027422.03,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3638.18,0.0,0.0,,1.0,100.0,282.4
2020-09-11,18356.0,1030964.74,4.77,0.14,1.03,1030964.74,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3650.73,0.0,0.0,,1.0,100.0,282.4
2020-09-14,18356.0,1032011.03,4.8,0.14,1.03,1032011.03,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3654.43,0.0,0.0,,1.0,100.0,282.4
2020-09-15,18356.0,1032745.27,4.79,0.14,1.03,1032745.27,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3657.03,0.0,0.0,,1.0,100.0,282.4
2020-09-16,18356.0,1033993.48,4.79,0.13,1.03,1033993.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3661.45,0.0,0.0,,1.0,100.0,282.4
2020-09-17,18356.0,1034746.08,4.79,0.13,1.04,1034746.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3664.12,0.0,0.0,,1.0,100.0,282.4
2020-09-18,18356.0,1033644.72,4.8,0.13,1.03,1033644.72,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3660.22,0.0,0.0,,1.0,100.0,282.4
2020-09-21,18356.0,1037499.48,4.62,0.13,1.04,1037499.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3673.87,0.0,0.0,,1.0,100.0,282.4
2020-09-22,18356.0,1037646.32,4.62,0.13,1.04,1037646.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3674.39,0.0,0.0,,1.0,100.0,282.4
2020-09-23,18356.0,1037866.6,4.63,0.13,1.04,1037866.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3675.17,0.0,0.0,,1.0,100.0,282.4
2020-09-24,18356.0,1036967.15,4.63,0.13,1.04,1036967.15,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3671.98,0.0,0.0,,1.0,100.0,282.4
2020-09-25,18356.0,1037958.38,4.63,0.13,1.04,1037958.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3675.49,0.0,0.0,,1.0,100.0,282.4
2020-09-28,18356.0,1038655.9,4.62,0.13,1.04,1038655.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3677.96,0.0,0.0,,1.0,100.0,282.4
2020-09-29,18356.0,1040326.3,4.62,0.13,1.04,1040326.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3683.88,0.0,0.0,,1.0,100.0,282.4
2020-09-30,18356.0,1037976.73,4.61,0.13,1.04,1037976.73,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3675.56,0.0,0.0,,1.0,100.0,282.4
2020-10-01,18356.0,1038105.22,7.93,0.13,1.04,1038105.22,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3676.01,0.0,0.0,,1.0,100.0,282.4
2020-10-02,18356.0,1040307.94,9.42,0.13,1.04,1040307.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3683.81,0.0,0.0,,1.0,100.0,282.4
2020-10-05,18356.0,1038839.46,9.11,0.13,1.04,1038839.46,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3678.61,0.0,0.0,,1.0,100.0,282.4
2020-10-06,18356.0,1039261.65,8.47,0.13,1.03,1039261.65,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3680.11,0.0,0.0,,1.0,100.0,282.4
2020-10-07,18356.0,1038527.41,8.56,0.13,1.04,1038527.41,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3677.51,0.0,0.0,,1.0,100.0,282.4
2020-10-08,18356.0,1041005.47,8.62,0.13,1.04,1041005.47,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3686.28,0.0,0.0,,1.0,100.0,282.4
2020-10-09,18356.0,1042987.92,9.55,0.13,1.04,1042987.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3693.3,0.0,0.0,,1.0,100.0,282.4
2020-10-12,18356.0,1045007.08,9.53,0.13,1.05,1045007.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3700.45,0.0,0.0,,1.0,100.0,282.4
2020-10-13,18356.0,1045961.59,9.51,0.13,1.05,1045961.59,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3703.83,0.0,0.0,,1.0,100.0,282.4
2020-10-14,18356.0,1047007.88,9.54,0.13,1.05,1047007.88,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3707.54,0.0,0.0,,1.0,100.0,282.4
2020-10-15,18356.0,1047687.06,9.54,0.13,1.05,1047687.06,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3709.94,0.0,0.0,,1.0,100.0,282.4
2020-10-16,18356.0,1049834.71,9.55,0.13,1.05,1049834.71,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3717.55,0.0,0.0,,1.0,100.0,282.4
2020-10-19,18356.0,1046585.7,9.32,0.13,1.05,1046585.7,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3706.04,0.0,0.0,,1.0,100.0,282.4
2020-10-20,18356.0,1046035.02,10.17,0.14,1.05,1046035.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3704.09,0.0,0.0,,1.0,100.0,282.4
2020-10-21,18356.0,1044034.21,10.18,0.14,1.04,1044034.21,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3697.01,0.0,0.0,,1.0,100.0,282.4
2020-10-22,18356.0,1041904.92,7.78,0.14,1.04,1041904.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3689.47,0.0,0.0,,1.0,100.0,282.4
2020-10-23,18356.0,1043777.23,7.77,0.14,1.05,1043777.23,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3696.1,0.0,0.0,,1.0,100.0,282.4
2020-10-26,18356.0,1044438.04,7.35,0.14,1.04,1044438.04,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3698.44,0.0,0.0,,1.0,100.0,282.4
2020-10-27,18356.0,1047136.38,7.31,0.14,1.04,1047136.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3707.99,0.0,0.0,,1.0,100.0,282.4
2020-10-28,18356.0,1045998.3,7.27,0.14,1.05,1045998.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3703.96,0.0,0.0,,1.0,100.0,282.4
2020-10-29,18356.0,1048935.26,7.22,0.14,1.05,1048935.26,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3714.36,0.0,0.0,,1.0,100.0,282.4
2020-10-30,18356.0,1047687.06,6.62,0.14,1.05,1047687.06,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3709.94,0.0,0.0,,1.0,100.0,282.4
2020-11-02,18356.0,1048678.28,6.97,0.14,1.05,1048678.28,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3713.45,0.0,0.0,,1.0,100.0,282.4
2020-11-03,18356.0,1049155.54,6.96,0.14,1.05,1049155.54,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3715.14,0.0,0.0,,1.0,100.0,282.4
2020-11-04,18356.0,1051009.49,6.94,0.14,1.05,1051009.49,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.71,0.0,0.0,,1.0,100.0,282.4
2020-11-05,18356.0,1050917.71,6.56,0.14,1.05,1050917.71,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.38,0.0,0.0,,1.0,100.0,282.4
2020-11-06,18356.0,1049871.42,6.53,0.14,1.05,1049871.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3717.68,0.0,0.0,,1.0,100.0,282.4
2020-11-09,18356.0,1040932.05,6.37,0.14,1.04,1040932.05,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3686.02,0.0,0.0,,1.0,100.0,282.4
2020-11-10,18356.0,1040032.6,6.36,0.14,1.04,1040032.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3682.84,0.0,0.0,,1.0,100.0,282.4
2020-11-11,18356.0,1042161.9,6.37,0.14,1.04,1042161.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3690.38,0.0,0.0,,1.0,100.0,282.4
2020-11-12,18356.0,1044878.59,5.89,0.14,1.05,1044878.59,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3700.0,0.0,0.0,,1.0,100.0,282.4
2020-11-13,18356.0,1046585.7,9.1,0.14,1.05,1046585.7,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3706.04,0.0,0.0,,1.0,100.0,282.4
2020-11-16,18356.0,1047687.06,9.38,0.14,1.05,1047687.06,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3709.94,0.0,0.0,,1.0,100.0,282.4
2020-11-17,18356.0,1049375.81,9.78,0.14,1.05,1049375.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3715.92,0.0,0.0,,1.0,100.0,282.4
2020-11-18,18356.0,1048531.43,10.1,0.14,1.05,1048531.43,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3712.93,0.0,0.0,,1.0,100.0,282.4
2020-11-19,18356.0,1049889.78,9.0,0.13,1.05,1049889.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3717.74,0.0,0.0,,1.0,100.0,282.4
2020-11-20,18356.0,1050458.81,8.98,0.13,1.05,1050458.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3719.76,0.0,0.0,,1.0,100.0,282.4
2020-11-23,18356.0,1049449.23,8.92,0.13,1.05,1049449.23,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3716.18,0.0,0.0,,1.0,100.0,282.4
2020-11-24,18356.0,1049430.88,8.53,0.13,1.05,1049430.88,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3716.12,0.0,0.0,,1.0,100.0,282.4
2020-11-25,18356.0,1049816.35,8.38,0.13,1.05,1049816.35,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3717.48,0.0,0.0,,1.0,100.0,282.4
2020-11-26,18356.0,1051009.49,8.36,0.13,1.05,1051009.49,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.71,0.0,0.0,,1.0,100.0,282.4
2020-11-27,18356.0,1050458.81,8.01,0.14,1.05,1050458.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3719.76,0.0,0.0,,1.0,100.0,282.4
