,HYSRI FP Equity_DX_SI_QTY,HYSRI FP Equity_DX_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HYSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HYSRI FP Equity_DX_SI_MV,HYSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SUPPLY_SI_QTY,HYSRI FP Equity_DX_BROKER_SI_QTY,HYSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,HYSRI FP Equity_DX_BROKER_SI_MV_INC_x,HYSRI FP Equity_DX_BROKER_SI_QTY_ADD,HYSRI FP Equity_DX_SUPPLY_SI_MV_DEC,HYSRI FP Equity_DX_BROKER_SI_QTY_INC,HYSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,HYSRI FP Equity_DX_BROKER_SI_MV_INC_y,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,HYSRI FP Equity_DX_BROKER_SI_MV_ADD,HYSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,HYSRI FP Equity_DX_BROKER_SI_QTY_DEC,HYSRI FP Equity_DX_SUPPLY_SI_MV,HYSRI FP Equity_DX_BROKER_SI_MV_DEC,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HYSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HYSRI FP Equity_DX_BROKER_SI_CON_RATIO,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HYSRI FP Equity_DX_DEMAND_SUPPLY_RATIO,HYSRI FP Equity_PX_LAST
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.301
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.217
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.207
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.226
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.309
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.336
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.345
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.311
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.267
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.262
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.247
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.271
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.243
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.237
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.126
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.041
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.896
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.795
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.824
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.854
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.811
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.787
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.824
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.795
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.644
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.655
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.652
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.691
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.654
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.772
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.806
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.803
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.832
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.712
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.805
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.836
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.969
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.981
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.994
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.095
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.079
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.925
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.999
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.089
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.181
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.182
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.166
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.186
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.206
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.136
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.217
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.251
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.177
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.097
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.104
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.012
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.904
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.963
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.989
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.051
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.862
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.845
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.803
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.757
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.879
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.819
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.874
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.959
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.002
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.901
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.846
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.857
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.806
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.803
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.742
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.779
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.657
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.633
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.609
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.613
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.541
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.627
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.669
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.763
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.665
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.694
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.585
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.564
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.539
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.531
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.622
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.654
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.591
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.585
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.576
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.611
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.697
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.715
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.771
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.747
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.781
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.753
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.703
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.769
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.813
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.817
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.798
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.911
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.981
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.967
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.929
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.903
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.872
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.927
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.942
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.025
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.066
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.029
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.023
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.027
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.019
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.119
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.081
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.114
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.082
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.102
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.027
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.068
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.025
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.048
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.122
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.038
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.924
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.959
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.973
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.063
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.047
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.057
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.016
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.038
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.019
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.046
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.087
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.152
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.126
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.151
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.176
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.195
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.217
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.195
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.205
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.225
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.232
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.226
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.249
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.209
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.217
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.316
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.335
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.301
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.352
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.264
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.268
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.299
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.279
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.283
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.271
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.213
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.192
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.238
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.193
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.178
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.176
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.211
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.232
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.237
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.205
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.204
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.152
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.183
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.139
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.065
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.066
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.091
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.162
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.182
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.128
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.131
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.133
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.179
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.248
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.221
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.229
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.177
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.165
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.214
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.211
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.224
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.222
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.238
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.256
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.215
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.214
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.216
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.206
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.171
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.232
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.199
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.239
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.214
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.202
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.235
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.228
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.268
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.229
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.231
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.222
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.251
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.276
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.252
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.254
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.277
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.252
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.288
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.301
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.323
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.318
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.352
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.353
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.355
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.294
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.292
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.282
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.286
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.306
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.304
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.326
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.316
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.315
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.299
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.255
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.286
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.354
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.381
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.377
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.356
